customer_id,age,income,gender,city,registration_date,last_purchase_date,total_purchases,total_spent,avg_order_value,days_since_last_purchase,favorite_category,payment_method,loyalty_score,true_segment
CUST_000445,40,86.0,М,Москва,2023-07-07,2025-06-30,11,7318.58,665.33,66,Спорт,Электронный кошелек,7.6,Лояльные клиенты
CUST_000446,37,111.0,Ж,Москва,2024-06-09,2025-07-24,15,17155.34,1143.69,42,Электроника,Электронный кошелек,10.0,Лояльные клиенты
CUST_000447,41,89.0,Ж,Нижний Новгород,2022-09-28,2025-08-30,12,5901.32,491.78,5,Красота,Карта,6.6,Лояльные клиенты
CUST_000448,50,148.0,Ж,Москва,2022-11-12,2025-06-27,17,10468.63,615.8,69,Спорт,Электронный кошелек,7.7,Лояльные клиенты
CUST_000449,38,84.0,Ж,Нижний Новгород,2024-08-15,2025-06-14,12,8639.22,719.94,82,Одежда,Карта,6.5,Лояльные клиенты
CUST_000450,29,81.0,Ж,Екатеринбург,2023-02-17,2025-07-04,21,8506.7,405.08,62,Дом и сад,Карта,5.0,Лояльные клиенты
CUST_000451,35,90.0,М,Екатеринбург,2023-08-20,2025-06-28,20,12385.12,619.26,68,Одежда,Наличные,7.8,Лояльные клиенты
CUST_000452,34,122.0,М,Новосибирск,2023-07-09,2025-07-21,23,8962.68,389.68,45,Электроника,Электронный кошелек,7.2,Лояльные клиенты
CUST_000453,42,97.0,Ж,Нижний Новгород,2025-02-27,2025-06-21,12,6640.19,553.35,75,Красота,Карта,6.1,Лояльные клиенты
CUST_000454,47,74.0,Ж,Нижний Новгород,2023-03-20,2025-07-21,14,4326.71,309.05,45,Дом и сад,Наличные,7.5,Лояльные клиенты
CUST_000455,38,52.0,Ж,Нижний Новгород,2024-06-11,2025-07-02,15,2543.79,169.59,64,Красота,Карта,4.6,Лояльные клиенты
CUST_000456,38,77.0,М,Москва,2022-10-02,2025-06-30,10,5512.76,551.28,66,Электроника,Карта,8.3,Лояльные клиенты
CUST_000457,41,70.0,М,Новосибирск,2023-04-14,2025-08-02,21,17213.05,819.67,33,Одежда,Наличные,10.0,Лояльные клиенты
CUST_000458,59,144.0,М,СПб,2024-04-05,2025-08-11,19,11611.62,611.14,24,Дом и сад,Карта,5.6,Лояльные клиенты
CUST_000459,39,40.0,Ж,Нижний Новгород,2023-03-11,2025-08-05,16,4829.32,301.83,30,Одежда,Электронный кошелек,8.6,Лояльные клиенты
CUST_000460,39,65.0,М,СПб,2023-08-20,2025-08-05,9,3296.24,366.25,30,Дом и сад,Электронный кошелек,8.7,Лояльные клиенты
CUST_000461,43,106.0,Ж,Нижний Новгород,2022-11-30,2025-08-30,7,5063.86,723.41,5,Одежда,Наличные,8.8,Лояльные клиенты
CUST_000462,35,125.0,Ж,Новосибирск,2024-12-09,2025-06-14,28,18073.85,645.49,82,Электроника,Наличные,7.0,Лояльные клиенты
CUST_000463,28,102.0,Ж,Москва,2023-03-10,2025-07-18,20,21483.19,1074.16,48,Одежда,Электронный кошелек,7.9,Лояльные клиенты
CUST_000464,45,29.0,М,Нижний Новгород,2024-02-23,2025-08-29,11,1410.78,128.25,6,Спорт,Электронный кошелек,8.6,Лояльные клиенты
CUST_000465,39,94.0,Ж,Новосибирск,2023-05-05,2025-07-18,20,11489.32,574.47,48,Спорт,Карта,9.2,Лояльные клиенты
CUST_000466,41,115.0,М,Новосибирск,2025-02-18,2025-08-25,9,8638.71,959.86,10,Спорт,Электронный кошелек,7.2,Лояльные клиенты
CUST_000467,40,77.0,Ж,Нижний Новгород,2023-08-06,2025-08-08,19,7909.46,416.29,27,Дом и сад,Карта,7.5,Лояльные клиенты
CUST_000468,42,138.0,М,СПб,2023-10-23,2025-08-17,20,14517.93,725.9,18,Одежда,Электронный кошелек,5.2,Лояльные клиенты
CUST_000469,26,125.0,М,СПб,2022-10-20,2025-08-27,14,12177.95,869.85,8,Красота,Электронный кошелек,7.4,Лояльные клиенты
CUST_000470,33,122.0,М,СПб,2023-12-24,2025-08-19,11,9781.44,889.22,16,Электроника,Карта,8.2,Лояльные клиенты
CUST_000471,34,93.0,Ж,Москва,2023-11-18,2025-06-16,20,18555.3,927.77,80,Одежда,Карта,9.2,Лояльные клиенты
CUST_000472,40,40.0,Ж,Нижний Новгород,2023-04-08,2025-07-18,7,2087.09,298.16,48,Спорт,Электронный кошелек,9.1,Лояльные клиенты
CUST_000473,35,96.0,М,Новосибирск,2022-11-07,2025-07-05,12,8725.53,727.13,61,Дом и сад,Наличные,9.8,Лояльные клиенты
CUST_000474,27,97.0,Ж,Москва,2023-01-05,2025-08-06,21,13638.56,649.46,29,Дом и сад,Электронный кошелек,10.0,Лояльные клиенты
CUST_000475,28,63.0,М,СПб,2024-08-08,2025-08-29,14,5997.94,428.42,6,Одежда,Электронный кошелек,10.0,Лояльные клиенты
CUST_000476,27,94.0,Ж,Москва,2023-04-25,2025-07-09,11,10796.68,981.52,57,Одежда,Карта,9.4,Лояльные клиенты
CUST_000477,45,135.0,Ж,Новосибирск,2023-02-27,2025-08-12,8,5718.82,714.85,23,Электроника,Карта,8.2,Лояльные клиенты
CUST_000478,33,61.0,Ж,Новосибирск,2025-02-24,2025-06-09,18,4189.43,232.75,87,Красота,Карта,7.7,Лояльные клиенты
CUST_000479,32,81.0,Ж,Нижний Новгород,2023-07-29,2025-06-16,19,11222.32,590.65,80,Одежда,Электронный кошелек,8.5,Лояльные клиенты
CUST_000480,35,86.0,М,Нижний Новгород,2023-10-09,2025-06-17,21,13463.81,641.13,79,Одежда,Наличные,7.9,Лояльные клиенты
CUST_000481,32,66.0,М,Екатеринбург,2024-01-18,2025-08-16,24,11659.22,485.8,19,Электроника,Карта,7.9,Лояльные клиенты
CUST_000482,34,129.0,М,Москва,2024-08-02,2025-07-22,17,14944.98,879.12,44,Красота,Карта,8.2,Лояльные клиенты
CUST_000483,45,99.0,М,СПб,2024-05-13,2025-08-19,8,3451.81,431.48,16,Электроника,Карта,10.0,Лояльные клиенты
CUST_000484,32,112.0,М,Нижний Новгород,2024-07-26,2025-06-15,23,14758.24,641.66,81,Одежда,Карта,8.1,Лояльные клиенты
CUST_000485,55,67.0,М,Нижний Новгород,2023-08-01,2025-07-19,11,6255.42,568.67,47,Красота,Карта,8.8,Лояльные клиенты
CUST_000486,46,97.0,М,СПб,2024-01-14,2025-06-25,17,8278.85,486.99,71,Электроника,Электронный кошелек,7.0,Лояльные клиенты
CUST_000487,34,87.0,М,Москва,2023-12-31,2025-06-13,25,13946.48,557.86,83,Спорт,Карта,7.1,Лояльные клиенты
CUST_000488,38,63.0,М,Нижний Новгород,2023-04-23,2025-07-20,12,2344.26,195.36,46,Одежда,Наличные,7.9,Лояльные клиенты
CUST_000489,32,173.0,М,Москва,2023-08-26,2025-07-31,26,18730.83,720.42,35,Дом и сад,Карта,6.9,Лояльные клиенты
CUST_000490,48,127.0,М,СПб,2023-12-01,2025-06-28,24,23677.51,986.56,68,Спорт,Карта,8.7,Лояльные клиенты
CUST_000491,46,152.0,М,СПб,2022-10-28,2025-07-18,17,15723.56,924.92,48,Красота,Карта,6.6,Лояльные клиенты
CUST_000492,36,79.0,М,Нижний Новгород,2024-01-20,2025-07-17,18,2529.27,140.52,49,Одежда,Карта,9.4,Лояльные клиенты
CUST_000493,54,95.0,М,Нижний Новгород,2025-01-26,2025-07-21,15,17019.68,1134.65,45,Спорт,Наличные,9.7,Лояльные клиенты
CUST_000494,37,76.0,Ж,Москва,2023-01-22,2025-08-14,18,9894.89,549.72,21,Красота,Карта,8.1,Лояльные клиенты
CUST_000495,37,63.0,М,Екатеринбург,2023-05-06,2025-08-18,21,9294.86,442.61,17,Красота,Наличные,7.9,Лояльные клиенты
CUST_000496,42,98.0,Ж,Нижний Новгород,2022-12-06,2025-08-11,17,15496.74,911.57,24,Электроника,Электронный кошелек,8.0,Лояльные клиенты
CUST_000497,41,58.0,Ж,Екатеринбург,2024-07-15,2025-08-28,13,3475.48,267.34,7,Дом и сад,Наличные,6.5,Лояльные клиенты
CUST_000498,49,69.0,Ж,Нижний Новгород,2024-03-03,2025-06-15,17,9600.85,564.76,81,Электроника,Электронный кошелек,7.7,Лояльные клиенты
CUST_000499,37,80.0,Ж,Екатеринбург,2022-11-23,2025-07-23,9,4924.42,547.16,43,Красота,Карта,7.5,Лояльные клиенты
CUST_000500,37,80.0,М,Новосибирск,2023-09-27,2025-08-01,15,6680.41,445.36,34,Дом и сад,Карта,7.6,Лояльные клиенты
CUST_000501,27,73.0,Ж,СПб,2024-01-15,2025-08-04,16,12409.06,775.57,31,Электроника,Карта,10.0,Лояльные клиенты
CUST_000502,35,73.0,М,Новосибирск,2024-10-14,2025-07-16,16,7719.13,482.45,50,Дом и сад,Наличные,9.2,Лояльные клиенты
CUST_000503,46,100.0,М,Екатеринбург,2022-11-21,2025-07-26,10,5873.16,587.32,40,Электроника,Электронный кошелек,7.5,Лояльные клиенты
CUST_000504,32,124.0,Ж,Москва,2023-03-22,2025-08-09,17,14611.68,859.51,26,Спорт,Карта,7.6,Лояльные клиенты
CUST_000505,43,88.0,Ж,СПб,2024-11-21,2025-08-14,25,17715.56,708.62,21,Дом и сад,Наличные,8.1,Лояльные клиенты
CUST_000506,31,111.0,Ж,Москва,2024-01-16,2025-07-18,18,9075.08,504.17,48,Одежда,Карта,7.1,Лояльные клиенты
CUST_000507,43,114.0,М,Москва,2023-04-21,2025-08-14,19,14864.17,782.32,21,Спорт,Карта,6.9,Лояльные клиенты
CUST_000508,57,90.0,М,Москва,2023-03-17,2025-08-10,21,18188.74,866.13,25,Спорт,Электронный кошелек,9.4,Лояльные клиенты
CUST_000509,28,57.0,М,Москва,2023-06-28,2025-07-22,13,6051.9,465.53,44,Красота,Карта,9.6,Лояльные клиенты
CUST_000510,37,66.0,М,Екатеринбург,2025-01-02,2025-07-10,18,8289.62,460.53,56,Спорт,Наличные,9.7,Лояльные клиенты
CUST_000511,33,101.0,Ж,Нижний Новгород,2023-08-06,2025-06-08,22,13206.68,600.3,88,Красота,Электронный кошелек,7.1,Лояльные клиенты
CUST_000512,32,134.0,М,Москва,2023-03-10,2025-08-20,9,7793.44,865.94,15,Красота,Карта,7.0,Лояльные клиенты
CUST_000513,42,188.0,М,Москва,2023-09-24,2025-07-05,17,12596.92,741.0,61,Спорт,Карта,5.1,Лояльные клиенты
CUST_000514,34,68.0,Ж,Новосибирск,2024-04-08,2025-06-20,21,11364.23,541.15,76,Красота,Электронный кошелек,8.5,Лояльные клиенты
CUST_000515,46,88.0,Ж,Москва,2023-11-17,2025-06-28,15,6438.76,429.25,68,Спорт,Наличные,9.1,Лояльные клиенты
CUST_000516,41,49.0,М,Москва,2023-05-19,2025-08-07,19,5676.54,298.77,28,Красота,Карта,10.0,Лояльные клиенты
CUST_000517,35,83.0,М,Нижний Новгород,2023-08-22,2025-08-16,10,5251.93,525.19,19,Дом и сад,Наличные,7.0,Лояльные клиенты
CUST_000518,18,97.0,Ж,Екатеринбург,2022-10-21,2025-07-04,13,4266.84,328.22,62,Дом и сад,Электронный кошелек,6.0,Лояльные клиенты
CUST_000519,43,152.0,М,Москва,2022-09-24,2025-08-06,19,17825.16,938.17,29,Дом и сад,Карта,6.7,Лояльные клиенты
CUST_000520,51,108.0,Ж,СПб,2024-09-01,2025-07-31,19,12300.88,647.41,35,Одежда,Карта,7.0,Лояльные клиенты
CUST_000521,45,115.0,М,СПб,2024-08-03,2025-07-01,16,16471.05,1029.44,65,Спорт,Карта,9.0,Лояльные клиенты
CUST_000522,48,158.0,М,СПб,2024-05-02,2025-08-10,20,12280.05,614.0,25,Одежда,Наличные,6.2,Лояльные клиенты
CUST_000523,35,140.0,М,СПб,2023-07-09,2025-06-21,16,16422.73,1026.42,75,Электроника,Наличные,9.8,Лояльные клиенты
CUST_000524,49,149.0,Ж,Москва,2022-10-05,2025-07-25,22,30756.85,1398.04,41,Электроника,Электронный кошелек,9.2,Лояльные клиенты
CUST_000525,50,99.0,М,Нижний Новгород,2023-07-16,2025-08-02,11,6656.38,605.13,33,Спорт,Наличные,6.3,Лояльные клиенты
CUST_000526,51,121.0,Ж,Москва,2023-09-19,2025-06-19,12,12798.28,1066.52,77,Красота,Наличные,8.5,Лояльные клиенты
CUST_000527,40,64.0,Ж,Новосибирск,2024-04-17,2025-07-09,12,4487.47,373.96,57,Одежда,Карта,6.1,Лояльные клиенты
CUST_000528,47,139.0,М,СПб,2024-11-12,2025-08-28,22,12480.37,567.29,7,Дом и сад,Карта,8.7,Лояльные клиенты
CUST_000529,36,83.0,Ж,Екатеринбург,2023-09-16,2025-06-12,17,10098.2,594.01,84,Дом и сад,Карта,7.5,Лояльные клиенты
CUST_000530,33,103.0,М,Нижний Новгород,2022-11-23,2025-08-18,25,15953.61,638.14,17,Одежда,Карта,6.7,Лояльные клиенты
CUST_000531,26,74.0,Ж,Екатеринбург,2022-09-26,2025-06-21,19,9295.07,489.21,75,Красота,Электронный кошелек,7.7,Лояльные клиенты
CUST_000532,28,73.0,Ж,СПб,2023-12-26,2025-06-12,15,6052.27,403.48,84,Одежда,Карта,9.6,Лояльные клиенты
CUST_000533,38,92.0,М,Москва,2023-05-03,2025-06-24,16,16515.09,1032.19,72,Одежда,Наличные,10.0,Лояльные клиенты
CUST_000534,29,151.0,М,Москва,2023-11-16,2025-06-14,22,25611.91,1164.18,82,Электроника,Карта,10.0,Лояльные клиенты
CUST_000535,48,135.0,Ж,Москва,2024-05-16,2025-06-09,21,15687.4,747.02,87,Спорт,Наличные,6.4,Лояльные клиенты
CUST_000536,42,59.0,Ж,СПб,2024-09-19,2025-06-11,23,4267.75,185.55,85,Красота,Электронный кошелек,5.1,Лояльные клиенты
CUST_000537,32,145.0,М,Москва,2024-11-15,2025-06-14,16,8691.96,543.25,82,Одежда,Карта,7.8,Лояльные клиенты
CUST_000538,31,109.0,Ж,Нижний Новгород,2022-09-22,2025-06-30,19,8821.71,464.3,66,Одежда,Карта,5.9,Лояльные клиенты
CUST_000539,46,89.0,Ж,Москва,2023-10-06,2025-07-18,11,8637.27,785.21,48,Красота,Электронный кошелек,9.3,Лояльные клиенты
CUST_000540,50,102.0,М,Москва,2022-09-16,2025-08-05,22,11153.6,506.98,30,Одежда,Электронный кошелек,7.6,Лояльные клиенты
CUST_000541,30,174.0,М,Москва,2024-09-18,2025-06-28,22,27654.36,1257.02,68,Одежда,Карта,7.2,Лояльные клиенты
CUST_000542,45,98.0,М,СПб,2024-05-27,2025-06-21,18,11324.01,629.11,75,Дом и сад,Электронный кошелек,8.0,Лояльные клиенты
CUST_000543,50,78.0,Ж,Нижний Новгород,2023-03-24,2025-06-26,16,10965.29,685.33,70,Одежда,Карта,10.0,Лояльные клиенты
CUST_000544,38,73.0,Ж,Новосибирск,2023-07-08,2025-07-05,21,8026.18,382.2,61,Электроника,Карта,8.7,Лояльные клиенты
CUST_000545,47,105.0,Ж,Новосибирск,2023-04-07,2025-06-09,18,11903.67,661.31,87,Спорт,Наличные,8.5,Лояльные клиенты
CUST_000546,40,147.0,Ж,Москва,2024-12-27,2025-08-26,21,15136.26,720.77,9,Одежда,Наличные,7.4,Лояльные клиенты
CUST_000547,37,120.0,М,Новосибирск,2022-10-26,2025-08-13,16,15766.1,985.38,22,Красота,Электронный кошелек,8.9,Лояльные клиенты
CUST_000548,30,40.0,Ж,Нижний Новгород,2024-11-23,2025-08-13,22,2719.19,123.6,22,Дом и сад,Электронный кошелек,3.8,Лояльные клиенты
CUST_000549,34,109.0,Ж,СПб,2023-01-25,2025-08-05,14,14149.47,1010.68,30,Дом и сад,Карта,6.9,Лояльные клиенты
CUST_000550,44,96.0,М,СПб,2023-10-05,2025-06-13,13,12390.71,953.13,83,Спорт,Карта,7.6,Лояльные клиенты
CUST_000551,41,132.0,М,Москва,2023-12-22,2025-06-22,4,5204.49,1301.12,74,Дом и сад,Карта,8.8,Лояльные клиенты
CUST_000552,28,82.0,М,Москва,2025-02-08,2025-06-10,22,16009.31,727.7,86,Спорт,Карта,9.1,Лояльные клиенты
CUST_000553,30,64.0,Ж,Нижний Новгород,2023-10-30,2025-08-16,23,6261.72,272.25,19,Дом и сад,Карта,9.3,Лояльные клиенты
CUST_000554,36,86.0,Ж,Екатеринбург,2022-10-08,2025-08-05,12,4250.01,354.17,30,Красота,Карта,7.1,Лояльные клиенты
CUST_000555,44,105.0,Ж,Нижний Новгород,2022-12-24,2025-08-10,15,9124.39,608.29,25,Одежда,Карта,8.2,Лояльные клиенты
CUST_000556,49,103.0,М,Москва,2023-02-12,2025-08-28,19,10407.96,547.79,7,Спорт,Электронный кошелек,8.0,Лояльные клиенты
CUST_000557,41,58.0,М,Новосибирск,2023-07-12,2025-07-16,23,5432.67,236.2,50,Дом и сад,Карта,5.0,Лояльные клиенты
CUST_000558,37,46.0,Ж,Екатеринбург,2024-02-17,2025-07-30,22,9173.33,416.97,36,Одежда,Карта,9.6,Лояльные клиенты
CUST_000559,43,61.0,Ж,Новосибирск,2022-12-05,2025-07-27,17,5169.76,304.1,39,Красота,Карта,8.2,Лояльные клиенты
CUST_000560,40,86.0,Ж,Новосибирск,2023-10-18,2025-08-15,21,10737.72,511.32,20,Одежда,Карта,6.6,Лояльные клиенты
CUST_000561,38,122.0,М,Москва,2023-07-29,2025-07-02,17,14857.57,873.97,64,Спорт,Карта,6.6,Лояльные клиенты
CUST_000562,35,62.0,Ж,Нижний Новгород,2024-12-09,2025-06-23,21,7672.14,365.34,73,Спорт,Карта,6.3,Лояльные клиенты
CUST_000563,31,89.0,М,Новосибирск,2024-10-07,2025-08-10,17,11866.35,698.02,25,Электроника,Карта,9.7,Лояльные клиенты
CUST_000564,45,168.0,Ж,СПб,2023-02-18,2025-07-29,15,25026.19,1668.41,37,Одежда,Наличные,9.3,Лояльные клиенты
CUST_000565,41,127.0,М,Москва,2024-08-19,2025-06-07,29,28161.05,971.07,89,Красота,Карта,9.0,Лояльные клиенты
CUST_000566,37,103.0,М,Екатеринбург,2024-07-24,2025-08-14,7,3583.39,511.91,21,Электроника,Карта,5.1,Лояльные клиенты
CUST_000567,47,80.0,Ж,СПб,2024-11-26,2025-07-07,15,4666.64,311.11,59,Одежда,Наличные,8.3,Лояльные клиенты
CUST_000568,42,122.0,М,Екатеринбург,2024-04-28,2025-08-02,13,11556.05,888.93,33,Одежда,Карта,7.8,Лояльные клиенты
CUST_000569,27,95.0,М,Нижний Новгород,2024-04-05,2025-08-13,20,15080.12,754.01,22,Дом и сад,Электронный кошелек,10.0,Лояльные клиенты
CUST_000570,46,97.0,Ж,Екатеринбург,2024-01-31,2025-08-19,20,11493.45,574.67,16,Дом и сад,Карта,6.2,Лояльные клиенты
CUST_000571,41,146.0,Ж,Москва,2025-01-09,2025-06-17,13,13005.5,1000.42,79,Красота,Карта,7.7,Лояльные клиенты
CUST_000572,39,84.0,М,Нижний Новгород,2023-04-06,2025-06-16,17,8453.0,497.24,80,Дом и сад,Карта,8.3,Лояльные клиенты
CUST_000573,34,115.0,Ж,Москва,2024-10-09,2025-08-18,19,7630.8,401.62,17,Дом и сад,Карта,7.6,Лояльные клиенты
CUST_000574,38,90.0,Ж,Москва,2024-02-07,2025-08-19,18,14699.93,816.66,16,Красота,Карта,8.2,Лояльные клиенты
CUST_000575,40,151.0,Ж,Москва,2024-01-18,2025-06-22,17,10349.96,608.82,74,Одежда,Карта,6.5,Лояльные клиенты
CUST_000576,36,80.0,Ж,Нижний Новгород,2024-04-30,2025-08-03,13,7314.71,562.67,32,Спорт,Карта,8.0,Лояльные клиенты
CUST_000577,40,129.0,Ж,Москва,2023-03-18,2025-06-14,14,11163.36,797.38,82,Одежда,Электронный кошелек,9.3,Лояльные клиенты
CUST_000578,39,88.0,М,СПб,2023-12-24,2025-07-25,18,5550.64,308.37,41,Одежда,Карта,9.2,Лояльные клиенты
CUST_000579,50,108.0,М,Москва,2023-06-04,2025-06-10,17,10838.27,637.55,86,Спорт,Карта,7.3,Лояльные клиенты
CUST_000580,22,36.0,М,Нижний Новгород,2023-04-08,2025-06-21,12,1263.19,105.27,75,Одежда,Карта,8.0,Лояльные клиенты
CUST_000581,46,125.0,Ж,Москва,2023-07-28,2025-08-06,19,7330.79,385.83,29,Дом и сад,Карта,6.3,Лояльные клиенты
CUST_000582,38,117.0,М,Нижний Новгород,2023-02-16,2025-08-21,25,14769.99,590.8,14,Дом и сад,Электронный кошелек,4.7,Лояльные клиенты
CUST_000583,40,105.0,Ж,Екатеринбург,2024-03-07,2025-08-29,10,10865.81,1086.58,6,Спорт,Наличные,9.5,Лояльные клиенты
CUST_000584,38,65.0,Ж,Нижний Новгород,2023-11-15,2025-08-04,16,5658.66,353.67,31,Электроника,Наличные,6.0,Лояльные клиенты
CUST_000585,42,78.0,М,Москва,2024-10-23,2025-07-27,23,14423.19,627.1,39,Одежда,Карта,7.7,Лояльные клиенты
CUST_000586,30,74.0,Ж,Новосибирск,2024-01-13,2025-07-22,25,14461.79,578.47,44,Одежда,Карта,10.0,Лояльные клиенты
CUST_000587,35,134.0,Ж,СПб,2022-12-29,2025-07-02,19,21981.54,1156.92,64,Одежда,Наличные,10.0,Лояльные клиенты
CUST_000588,29,122.0,М,СПб,2024-02-11,2025-08-21,33,28713.04,870.09,14,Электроника,Электронный кошелек,7.5,Лояльные клиенты
CUST_000589,32,48.0,М,СПб,2023-03-22,2025-07-06,26,7334.99,282.11,60,Спорт,Электронный кошелек,8.5,Лояльные клиенты
CUST_000590,36,98.0,М,СПб,2024-12-19,2025-08-24,23,21738.76,945.16,11,Красота,Электронный кошелек,8.5,Лояльные клиенты
CUST_000591,52,123.0,Ж,Москва,2024-07-21,2025-06-30,16,12785.37,799.09,66,Электроника,Электронный кошелек,8.0,Лояльные клиенты
CUST_000592,43,60.0,Ж,Новосибирск,2023-05-24,2025-06-13,28,11343.57,405.13,83,Электроника,Электронный кошелек,7.0,Лояльные клиенты
CUST_000593,30,137.0,Ж,Москва,2022-12-08,2025-08-26,20,23064.56,1153.23,9,Дом и сад,Карта,9.1,Лояльные клиенты
CUST_000594,32,142.0,М,Нижний Новгород,2023-07-20,2025-08-23,26,22994.36,884.4,12,Электроника,Электронный кошелек,7.0,Лояльные клиенты
CUST_000595,32,130.0,М,СПб,2024-01-27,2025-06-28,8,7786.9,973.36,68,Спорт,Электронный кошелек,10.0,Лояльные клиенты
CUST_000596,42,99.0,М,Нижний Новгород,2023-07-16,2025-07-31,17,12019.25,707.01,35,Спорт,Карта,10.0,Лояльные клиенты
CUST_000597,37,76.0,Ж,Нижний Новгород,2024-02-01,2025-06-13,16,9580.9,598.81,83,Дом и сад,Карта,9.0,Лояльные клиенты
CUST_000598,40,99.0,Ж,Екатеринбург,2024-12-03,2025-07-31,19,6815.66,358.72,35,Дом и сад,Карта,5.4,Лояльные клиенты
CUST_000599,33,119.0,М,Москва,2023-04-10,2025-06-12,23,28684.17,1247.14,84,Дом и сад,Электронный кошелек,10.0,Лояльные клиенты
CUST_000600,48,72.0,Ж,Нижний Новгород,2022-10-01,2025-06-30,9,3233.89,359.32,66,Электроника,Наличные,7.5,Лояльные клиенты
CUST_000601,45,67.0,М,Новосибирск,2023-12-22,2025-06-30,17,11977.62,704.57,66,Дом и сад,Наличные,10.0,Лояльные клиенты
CUST_000602,44,137.0,Ж,Москва,2023-01-12,2025-06-25,21,34784.06,1656.38,71,Одежда,Карта,9.1,Лояльные клиенты
CUST_000603,43,102.0,Ж,СПб,2024-05-18,2025-07-13,15,8424.33,561.62,53,Электроника,Карта,7.5,Лояльные клиенты
CUST_000604,38,99.0,Ж,Екатеринбург,2024-12-05,2025-06-21,12,6816.63,568.05,75,Электроника,Электронный кошелек,7.8,Лояльные клиенты
CUST_000605,29,114.0,М,Екатеринбург,2024-03-30,2025-06-12,20,13907.8,695.39,84,Электроника,Карта,5.4,Лояльные клиенты
CUST_000606,45,76.0,М,Нижний Новгород,2024-01-29,2025-07-18,15,7430.87,495.39,48,Спорт,Электронный кошелек,7.0,Лояльные клиенты
CUST_000607,48,93.0,Ж,СПб,2023-09-18,2025-06-21,18,9858.8,547.71,75,Одежда,Наличные,9.4,Лояльные клиенты
CUST_000608,39,104.0,М,Екатеринбург,2023-01-25,2025-08-13,13,7762.56,597.12,22,Одежда,Карта,7.2,Лояльные клиенты
CUST_000609,42,50.0,Ж,Москва,2022-12-31,2025-08-14,18,3980.71,221.15,21,Красота,Карта,7.9,Лояльные клиенты
CUST_000610,35,78.0,Ж,Новосибирск,2023-11-27,2025-07-29,11,7698.54,699.87,37,Спорт,Наличные,8.1,Лояльные клиенты
CUST_000611,38,79.0,М,Нижний Новгород,2024-12-20,2025-06-18,22,8041.28,365.51,78,Дом и сад,Наличные,8.0,Лояльные клиенты
CUST_000612,53,90.0,М,СПб,2024-04-24,2025-07-14,12,4990.73,415.89,52,Спорт,Карта,6.7,Лояльные клиенты
CUST_000613,41,124.0,Ж,Москва,2023-04-12,2025-06-18,22,26765.41,1216.61,78,Спорт,Электронный кошелек,10.0,Лояльные клиенты
CUST_000614,35,95.0,Ж,Екатеринбург,2023-12-31,2025-08-09,14,9821.2,701.51,26,Электроника,Карта,7.4,Лояльные клиенты
CUST_000615,40,38.0,М,Екатеринбург,2023-03-01,2025-06-27,19,3632.67,191.19,69,Спорт,Карта,7.1,Лояльные клиенты
CUST_000616,43,121.0,М,Екатеринбург,2024-10-14,2025-07-21,24,14598.5,608.27,45,Одежда,Карта,6.8,Лояльные клиенты
CUST_000617,57,62.0,Ж,Екатеринбург,2023-01-28,2025-07-19,10,4592.84,459.28,47,Дом и сад,Карта,7.1,Лояльные клиенты
CUST_000618,39,96.0,Ж,Новосибирск,2025-01-25,2025-08-05,13,7258.12,558.32,30,Одежда,Наличные,8.6,Лояльные клиенты
CUST_000619,23,112.0,М,Нижний Новгород,2024-12-11,2025-06-24,24,21317.91,888.25,72,Одежда,Электронный кошелек,7.3,Лояльные клиенты
CUST_000620,33,98.0,Ж,Новосибирск,2023-05-15,2025-07-08,19,12180.57,641.08,58,Одежда,Карта,6.0,Лояльные клиенты
CUST_000621,44,95.0,Ж,СПб,2024-05-28,2025-07-19,26,23225.28,893.28,47,Одежда,Карта,10.0,Лояльные клиенты
CUST_000622,35,150.0,М,СПб,2024-06-29,2025-08-29,26,31293.1,1203.58,6,Электроника,Наличные,8.9,Лояльные клиенты
CUST_000623,34,124.0,М,Екатеринбург,2024-04-03,2025-07-09,8,4499.54,562.44,57,Красота,Карта,7.4,Лояльные клиенты
CUST_000624,34,142.0,М,Москва,2025-01-20,2025-08-24,19,15230.78,801.62,11,Красота,Карта,6.5,Лояльные клиенты
CUST_000625,51,87.0,Ж,Нижний Новгород,2023-09-24,2025-07-02,16,6343.58,396.47,64,Спорт,Наличные,8.1,Лояльные клиенты
CUST_000626,36,66.0,М,Нижний Новгород,2023-06-11,2025-08-21,21,10299.83,490.47,14,Электроника,Электронный кошелек,7.7,Лояльные клиенты
CUST_000627,52,107.0,М,Москва,2024-07-16,2025-08-06,12,7244.49,603.71,29,Одежда,Электронный кошелек,8.1,Лояльные клиенты
CUST_000628,36,69.0,М,Нижний Новгород,2025-01-06,2025-07-04,16,5241.59,327.6,62,Спорт,Карта,6.5,Лояльные клиенты
CUST_000629,37,95.0,Ж,Нижний Новгород,2023-02-26,2025-07-20,20,6697.63,334.88,46,Электроника,Карта,6.4,Лояльные клиенты
CUST_000630,42,46.0,М,Нижний Новгород,2024-11-19,2025-07-14,21,6926.5,329.83,52,Электроника,Наличные,8.1,Лояльные клиенты
CUST_000631,35,127.0,Ж,Москва,2023-09-16,2025-08-08,13,5962.98,458.69,27,Электроника,Карта,5.6,Лояльные клиенты
