date;price;returns;volume;volatility;day_of_week;month;year
2022-09-14;68,15;0,006147;143943;0,010012;2;9;2022
2022-09-15;68,58;0,006223;300107;0,010028;3;9;2022
2022-09-16;69,16;0,008546;227037;0,01005;4;9;2022
2022-09-19;69,93;0,01105;323433;0,010078;0;9;2022
2022-09-20;70,94;0,014276;256573;0,010112;1;9;2022
2022-09-21;70,84;-0,001397;178114;0,010152;2;9;2022
2022-09-22;71,74;0,012604;121488;0,010198;3;9;2022
2022-09-23;72,03;0,004079;138749;0,010251;4;9;2022
2022-09-26;72,07;0,000596;309336;0,010309;0;9;2022
2022-09-27;72,24;0,002282;169880;0,010374;1;9;2022
2022-09-28;71,24;-0,013903;269933;0,010444;2;9;2022
2022-09-29;71,75;0,007091;512640;0,010521;3;9;2022
2022-09-30;71,54;-0,002963;187528;0,010603;4;9;2022
2022-10-03;71,75;0,002966;367706;0,010691;0;10;2022
2022-10-04;71,7;-0,000728;189044;0,010785;1;10;2022
2022-10-05;72,19;0,006917;190494;0,010885;2;10;2022
2022-10-06;71,86;-0,004606;188140;0,01099;3;10;2022
2022-10-07;72,75;0,012219;109026;0,011101;4;10;2022
2022-10-10;72,88;0,001792;116395;0,011218;0;10;2022
2022-10-11;73,89;0,013852;86292;0,01134;1;10;2022
2022-10-12;73,44;-0,006109;209133;0,011467;2;10;2022
2022-10-13;74,81;0,01846;186091;0,0116;3;10;2022
2022-10-14;74,35;-0,006217;444057;0,011738;4;10;2022
2022-10-17;73,1;-0,016903;63534;0,011881;0;10;2022
2022-10-18;73,51;0,005593;133325;0,012029;1;10;2022
2022-10-19;72,62;-0,01214;260779;0,012182;2;10;2022
2022-10-20;72,86;0,003308;126449;0,01234;3;10;2022
2022-10-21;71,73;-0,015707;292057;0,012502;4;10;2022
2022-10-24;72,34;0,008538;167639;0,012669;0;10;2022
2022-10-25;74,1;0,024013;117919;0,012841;1;10;2022
2022-10-26;72,67;-0,019559;138024;0,013018;2;10;2022
2022-10-27;72,64;-0,000302;184918;0,013198;3;10;2022
2022-10-28;72,43;-0,002928;200346;0,013383;4;10;2022
2022-10-31;71,23;-0,016686;391901;0,013572;0;10;2022
2022-11-01;71,17;-0,000831;287763;0,013765;1;11;2022
2022-11-02;71,54;0,005085;214296;0,013962;2;11;2022
2022-11-03;72,14;0,008369;220016;0,014163;3;11;2022
2022-11-04;72,83;0,009534;345551;0,014367;4;11;2022
2022-11-07;73,06;0,003164;238647;0,014575;0;11;2022
2022-11-08;72,99;-0,001027;338825;0,014786;1;11;2022
2022-11-09;72,27;-0,009846;441134;0,015;2;11;2022
2022-11-10;72,25;-0,000311;80073;0,015217;3;11;2022
2022-11-11;72,41;0,002278;118072;0,015438;4;11;2022
2022-11-14;73,39;0,013465;132902;0,015661;0;11;2022
2022-11-15;72,9;-0,006789;67759;0,015887;1;11;2022
2022-11-16;72,39;-0,006989;51969;0,016116;2;11;2022
2022-11-17;70,56;-0,025591;299675;0,016347;3;11;2022
2022-11-18;71,51;0,013328;227566;0,01658;4;11;2022
2022-11-21;70,38;-0,01596;184757;0,016815;0;11;2022
2022-11-22;70,39;0,000239;91256;0,017052;1;11;2022
2022-11-23;72,27;0,026296;317985;0,017292;2;11;2022
2022-11-24;72,01;-0,003574;171347;0,017532;3;11;2022
2022-11-25;72,3;0,004004;60809;0,017775;4;11;2022
2022-11-28;72,0;-0,004154;120883;0,018019;0;11;2022
2022-11-29;70,72;-0,017993;167283;0,018264;1;11;2022
2022-11-30;73,13;0,033574;298839;0,01851;2;11;2022
2022-12-01;72,37;-0,010413;239921;0,018757;3;12;2022
2022-12-02;74,35;0,026894;327135;0,019004;4;12;2022
2022-12-05;74,45;0,001448;119127;0,019253;0;12;2022
2022-12-06;75,5;0,013916;225122;0,019502;1;12;2022
2022-12-07;76,87;0,017981;263126;0,019751;2;12;2022
2022-12-08;78,52;0,021291;150682;0,02;3;12;2022
2022-12-09;80,67;0,026976;227581;0,020249;4;12;2022
2022-12-12;84,2;0,04284;164366;0,020498;0;12;2022
2022-12-13;87,31;0,036317;244400;0,020747;1;12;2022
2022-12-14;86,15;-0,013377;145255;0,020996;2;12;2022
2022-12-15;85,59;-0,006505;214898;0,021243;3;12;2022
2022-12-16;86,59;0,011536;135894;0,02149;4;12;2022
2022-12-19;86,57;-0,000229;477545;0,021736;0;12;2022
2022-12-20;89,94;0,038274;279304;0,021981;1;12;2022
2022-12-21;90,05;0,001145;174281;0,022225;2;12;2022
2022-12-22;91,32;0,014084;111050;0,022468;3;12;2022
2022-12-23;90,82;-0,005545;74795;0,022708;4;12;2022
2022-12-26;91,68;0,009461;245549;0,022948;0;12;2022
2022-12-27;90,69;-0,010903;397590;0,023185;1;12;2022
2022-12-28;88,15;-0,028408;100728;0,02342;2;12;2022
2022-12-29;88,64;0,005609;289317;0,023653;3;12;2022
2022-12-30;92,31;0,04052;181424;0,023884;4;12;2022
2023-01-02;94,77;0,02631;201176;0,024113;0;1;2023
2023-01-03;94,4;-0,003902;263810;0,024339;1;1;2023
2023-01-04;95,96;0,016322;85855;0,024562;2;1;2023
2023-01-05;99,56;0,036892;443244;0,024783;3;1;2023
2023-01-06;98,05;-0,015339;229396;0,025;4;1;2023
2023-01-09;99,3;0,012757;208508;0,025214;0;1;2023
2023-01-10;90,42;-0,093692;132606;0,025425;1;1;2023
2023-01-11;90,39;-0,000355;294458;0,025633;2;1;2023
2023-01-12;91,7;0,014345;154217;0,025837;3;1;2023
2023-01-13;93,59;0,020394;47043;0,026038;4;1;2023
2023-01-16;96,48;0,030438;88748;0,026235;0;1;2023
2023-01-17;95,59;-0,009279;101888;0,026428;1;1;2023
2023-01-18;92,38;-0,03416;391019;0,026617;2;1;2023
2023-01-19;91,25;-0,012235;217803;0,026802;3;1;2023
2023-01-20;91,17;-0,000966;209211;0,026982;4;1;2023
2023-01-23;91,38;0,002386;87478;0,027159;0;1;2023
2023-01-24;93,93;0,027528;161770;0,027331;1;1;2023
2023-01-25;90,03;-0,042503;187631;0,027498;2;1;2023
2023-01-26;93,87;0,041812;352329;0,02766;3;1;2023
2023-01-27;92,99;-0,009399;149932;0,027818;4;1;2023
2023-01-30;92,19;-0,008697;501079;0,027971;0;1;2023
2023-01-31;93,21;0,01104;223470;0,028119;1;1;2023
2023-02-01;95,99;0,029418;236795;0,028262;2;2;2023
2023-02-02;95,32;-0,007057;158389;0,0284;3;2;2023
2023-02-03;95,15;-0,001743;163017;0,028533;4;2;2023
2023-02-06;97,19;0,021154;201871;0,02866;0;2;2023
2023-02-07;99,29;0,021387;189279;0,028782;1;2;2023
2023-02-08;99,54;0,002572;61289;0,028899;2;2;2023
2023-02-09;102,25;0,026882;244988;0,02901;3;2;2023
2023-02-10;105,3;0,029357;49363;0,029115;4;2;2023
2023-02-13;111,96;0,061311;244387;0,029215;0;2;2023
2023-02-14;115,69;0,032779;128194;0,029309;1;2;2023
2023-02-15;117,83;0,018314;113427;0,029397;2;2;2023
2023-02-16;115,72;-0,018088;501728;0,029479;3;2;2023
2023-02-17;115,1;-0,005336;191672;0,029556;4;2;2023
2023-02-20;118,14;0,026077;262283;0,029626;0;2;2023
2023-02-21;118,71;0,004766;204060;0,029691;1;2;2023
2023-02-22;127,54;0,0718;271197;0,029749;2;2;2023
2023-02-23;128,35;0,006293;291714;0,029802;3;2;2023
2023-02-24;132,69;0,033298;391866;0,029848;4;2;2023
2023-02-27;135,29;0,019391;109448;0,029888;0;2;2023
2023-02-28;142,11;0,049176;136594;0,029922;1;2;2023
2023-03-01;143,45;0,009364;121738;0,02995;2;3;2023
2023-03-02;143,21;-0,001622;195520;0,029972;3;3;2023
2023-03-03;144,64;0,009937;220347;0,029988;4;3;2023
2023-03-06;151,86;0,048706;303019;0,029997;0;3;2023
2023-03-07;150,8;-0,007025;282867;0,03;1;3;2023
2023-03-08;156,33;0,03598;119530;0,029997;2;3;2023
2023-03-09;159,2;0,018215;272495;0,029988;3;3;2023
2023-03-10;157,83;-0,008619;352668;0,029972;4;3;2023
2023-03-13;157,17;-0,004194;181090;0,02995;0;3;2023
2023-03-14;156,41;-0,004879;172522;0,029922;1;3;2023
2023-03-15;151,41;-0,032466;105176;0,029888;2;3;2023
2023-03-16;158,84;0,047893;157283;0,029848;3;3;2023
2023-03-17;154,26;-0,029245;71837;0,029802;4;3;2023
2023-03-20;151,4;-0,018709;99955;0,029749;0;3;2023
2023-03-21;159,01;0,049053;401123;0,029691;1;3;2023
2023-03-22;155,85;-0,020087;604261;0,029626;2;3;2023
2023-03-23;160,49;0,029317;178502;0,029556;3;3;2023
2023-03-24;149,13;-0,073381;888703;0,029479;4;3;2023
2023-03-27;143,21;-0,040549;100691;0,029397;0;3;2023
2023-03-28;147,61;0,03027;716412;0,029309;1;3;2023
2023-03-29;153,75;0,040741;303025;0,029215;2;3;2023
2023-03-30;156,48;0,017616;292555;0,029115;3;3;2023
2023-03-31;160,01;0,022316;228565;0,02901;4;3;2023
2023-04-03;160,54;0,003311;162489;0,028899;0;4;2023
2023-04-04;157,14;-0,021401;172139;0,028782;1;4;2023
2023-04-05;149,74;-0,048221;230126;0,02866;2;4;2023
2023-04-06;145,62;-0,027907;120172;0,028533;3;4;2023
2023-04-07;146,41;0,005409;343117;0,0284;4;4;2023
2023-04-10;150,31;0,026254;93479;0,028262;0;4;2023
2023-04-11;146,23;-0,027528;333000;0,028119;1;4;2023
2023-04-12;142,3;-0,027181;185439;0,027971;2;4;2023
2023-04-13;144,54;0,015602;115636;0,027818;3;4;2023
2023-04-14;145,01;0,003215;85966;0,02766;4;4;2023
2023-04-17;142,67;-0,016236;222553;0,027498;0;4;2023
2023-04-18;136,63;-0,043237;291169;0,027331;1;4;2023
2023-04-19;136,6;-0,000233;215682;0,027159;2;4;2023
2023-04-20;137,47;0,006342;341373;0,026982;3;4;2023
2023-04-21;137,98;0,003656;135714;0,026802;4;4;2023
2023-04-24;138,47;0,003555;220506;0,026617;0;4;2023
2023-04-25;138,69;0,001591;168236;0,026428;1;4;2023
2023-04-26;136,2;-0,018117;138356;0,026235;2;4;2023
2023-04-27;131,35;-0,036221;532904;0,026038;3;4;2023
2023-04-28;127,24;-0,031838;152089;0,025837;4;4;2023
2023-05-01;124,95;-0,018115;301488;0,025633;0;5;2023
2023-05-02;124,06;-0,007199;326499;0,025425;1;5;2023
2023-05-03;122,0;-0,016682;218894;0,025214;2;5;2023
2023-05-04;119,52;-0,020584;575061;0,025;3;5;2023
2023-05-05;116,09;-0,029132;245952;0,024783;4;5;2023
2023-05-08;117,94;0,015867;231324;0,024562;0;5;2023
2023-05-09;117,45;-0,00421;159404;0,024339;1;5;2023
2023-05-10;117,61;0,001356;152818;0,024113;2;5;2023
2023-05-11;120,38;0,023322;604678;0,023884;3;5;2023
2023-05-12;118,84;-0,012887;92870;0,023653;4;5;2023
2023-05-15;118,63;-0,001768;603390;0,02342;0;5;2023
2023-05-16;116,48;-0,018333;438196;0,023185;1;5;2023
2023-05-17;121,08;0,038799;170911;0,022948;2;5;2023
2023-05-18;122,7;0,013221;414867;0,022708;3;5;2023
2023-05-19;121,69;-0,008218;159525;0,022468;4;5;2023
2023-05-22;120,16;-0,012628;110658;0,022225;0;5;2023
2023-05-23;118,5;-0,013972;100855;0,021981;1;5;2023
2023-05-24;118,62;0,001041;111568;0,021736;2;5;2023
2023-05-25;119,25;0,005324;78517;0,02149;3;5;2023
2023-05-26;120,13;0,007329;264261;0,021243;4;5;2023
2023-05-29;115,24;-0,04156;278367;0,020996;0;5;2023
2023-05-30;118,25;0,025771;111533;0,020747;1;5;2023
2023-05-31;122,41;0,034585;269494;0,020498;2;5;2023
2023-06-01;120,71;-0,013976;180875;0,020249;3;6;2023
2023-06-02;122,1;0,011467;187936;0,02;4;6;2023
2023-06-05;123,45;0,010941;113638;0,019751;0;6;2023
2023-06-06;123,89;0,003603;82920;0,019502;1;6;2023
2023-06-07;123,66;-0,001841;105792;0,019253;2;6;2023
2023-06-08;121,98;-0,013678;344167;0,019004;3;6;2023
2023-06-09;124,54;0,020769;265878;0,018757;4;6;2023
2023-06-12;122,09;-0,019918;167030;0,01851;0;6;2023
2023-06-13;124,86;0,022455;213412;0,018264;1;6;2023
2023-06-14;130,23;0,042091;280924;0,018019;2;6;2023
2023-06-15;130,71;0,003714;144207;0,017775;3;6;2023
2023-06-16;131,06;0,002641;154339;0,017532;4;6;2023
2023-06-19;132,71;0,012544;294742;0,017292;0;6;2023
2023-06-20;130,99;-0,013103;94860;0,017052;1;6;2023
2023-06-21;127,04;-0,030576;274601;0,016815;2;6;2023
2023-06-22;124,78;-0,017994;65614;0,01658;3;6;2023
2023-06-23;125,61;0,006652;602042;0,016347;4;6;2023
2023-06-26;125,63;0,000202;247761;0,016116;0;6;2023
2023-06-27;125,83;0,0016;156916;0,015887;1;6;2023
2023-06-28;127,7;0,014694;161028;0,015661;2;6;2023
2023-06-29;128,26;0,004428;199047;0,015438;3;6;2023
2023-06-30;127,0;-0,009867;294444;0,015217;4;6;2023
2023-07-03;126,71;-0,002324;114465;0,015;0;7;2023
2023-07-04;127,76;0,008233;112095;0,014786;1;7;2023
2023-07-05;127,85;0,000711;162679;0,014575;2;7;2023
2023-07-06;129,9;0,015901;238547;0,014367;3;7;2023
2023-07-07;129,89;-5,4e-05;245836;0,014163;4;7;2023
2023-07-10;132,48;0,01971;256862;0,013962;0;7;2023
2023-07-11;132,53;0,000443;84584;0,013765;1;7;2023
2023-07-12;130,67;-0,014156;159916;0,013572;2;7;2023
2023-07-13;129,65;-0,007857;160320;0,013383;3;7;2023
2023-07-14;129,78;0,001048;213692;0,013198;4;7;2023
2023-07-17;129,7;-0,000618;209480;0,013018;0;7;2023
2023-07-18;129,85;0,001128;61114;0,012841;1;7;2023
2023-07-19;128,35;-0,011601;169464;0,012669;2;7;2023
2023-07-20;126,46;-0,014824;252913;0,012502;3;7;2023
2023-07-21;128,91;0,019189;355897;0,01234;4;7;2023
2023-07-24;128,62;-0,0023;351875;0,012182;0;7;2023
2023-07-25;128,89;0,002088;139969;0,012029;1;7;2023
2023-07-26;127,99;-0,006988;150107;0,011881;2;7;2023
2023-07-27;127,45;-0,004256;185305;0,011738;3;7;2023
2023-07-28;127,72;0,002163;166038;0,0116;4;7;2023
2023-07-31;128,4;0,00531;309964;0,011467;0;7;2023
2023-08-01;129,83;0,011068;85803;0,01134;1;8;2023
2023-08-02;126,2;-0,028349;334061;0,011218;2;8;2023
2023-08-03;124,34;-0,014874;167525;0,011101;3;8;2023
2023-08-04;122,79;-0,01256;74606;0,01099;4;8;2023
2023-08-07;123,55;0,006194;251914;0,010885;0;8;2023
2023-08-08;122,82;-0,005918;47325;0,010785;1;8;2023
2023-08-09;122,14;-0,00554;209538;0,010691;2;8;2023
2023-08-10;120,28;-0,015381;206353;0,010603;3;8;2023
2023-08-11;120,29;0,000139;217783;0,010521;4;8;2023
2023-08-14;120,48;0,001549;101303;0,010444;0;8;2023
2023-08-15;122,02;0,012713;169015;0,010374;1;8;2023
2023-08-16;122,03;1,9e-05;102352;0,010309;2;8;2023
2023-08-17;121,51;-0,004244;109320;0,010251;3;8;2023
2023-08-18;121,33;-0,001464;389780;0,010198;4;8;2023
2023-08-21;119,69;-0,013627;82752;0,010152;0;8;2023
2023-08-22;121,52;0,015176;168387;0,010112;1;8;2023
2023-08-23;120,74;-0,006443;292202;0,010078;2;8;2023
2023-08-24;120,04;-0,005786;430235;0,01005;3;8;2023
2023-08-25;120,9;0,007098;136191;0,010028;4;8;2023
2023-08-28;123,57;0,0219;146196;0,010012;0;8;2023
2023-08-29;124,53;0,007723;203059;0,010003;1;8;2023
2023-08-30;126,2;0,013317;401566;0,01;2;8;2023
2023-08-31;126,28;0,00062;112026;0,010003;3;8;2023
2023-09-01;126,9;0,004905;121317;0,010012;4;9;2023
2023-09-04;129,53;0,02049;209435;0,010028;0;9;2023
2023-09-05;129,09;-0,003371;185052;0,01005;1;9;2023
2023-09-06;127,39;-0,013276;113719;0,010078;2;9;2023
2023-09-07;128,98;0,012438;131414;0,010112;3;9;2023
2023-09-08;127,66;-0,010328;235468;0,010152;4;9;2023
2023-09-11;129,25;0,012392;261353;0,010198;0;9;2023
2023-09-12;130,62;0,01051;122862;0,010251;1;9;2023
2023-09-13;128,75;-0,014358;395319;0,010309;2;9;2023
2023-09-14;128,36;-0,003047;148376;0,010374;3;9;2023
2023-09-15;130,19;0,014172;244756;0,010444;4;9;2023
2023-09-18;130,86;0,005096;503505;0,010521;0;9;2023
2023-09-19;130,01;-0,006523;276488;0,010603;1;9;2023
2023-09-20;151,19;0,15091;187282;0,010691;2;9;2023
2023-09-21;153,74;0,016785;244387;0,010785;3;9;2023
2023-09-22;154,69;0,006159;294547;0,010885;4;9;2023
2023-09-25;154,12;-0,003711;111270;0,01099;0;9;2023
2023-09-26;152,39;-0,011299;67952;0,011101;1;9;2023
2023-09-27;155,99;0,023366;115375;0,011218;2;9;2023
2023-09-28;155,65;-0,002209;145273;0,01134;3;9;2023
2023-09-29;156,24;0,003825;253346;0,011467;4;9;2023
2023-10-02;157,86;0,010281;133733;0,0116;0;10;2023
2023-10-03;157,6;-0,001662;191131;0,011738;1;10;2023
2023-10-04;157,18;-0,002655;374291;0,011881;2;10;2023
2023-10-05;158,16;0,006206;248902;0,012029;3;10;2023
2023-10-06;159,49;0,008375;316282;0,012182;4;10;2023
2023-10-09;159,89;0,002534;87001;0,01234;0;10;2023
2023-10-10;160,74;0,005297;123387;0,012502;1;10;2023
2023-10-11;159,72;-0,006397;232816;0,012669;2;10;2023
2023-10-12;162,33;0,016201;190651;0,012841;3;10;2023
2023-10-13;163,03;0,00432;396536;0,013018;4;10;2023
2023-10-16;163,6;0,003478;616690;0,013198;0;10;2023
2023-10-17;164,89;0,007868;72589;0,013383;1;10;2023
2023-10-18;166,63;0,010524;217059;0,013572;2;10;2023
2023-10-19;169,67;0,018054;268341;0,013765;3;10;2023
2023-10-20;169,39;-0,001633;89948;0,013962;4;10;2023
2023-10-23;168,94;-0,00266;109525;0,014163;0;10;2023
2023-10-24;167,59;-0,00804;236663;0,014367;1;10;2023
2023-10-25;171,77;0,024638;246512;0,014575;2;10;2023
2023-10-26;168,81;-0,017382;239214;0,014786;3;10;2023
2023-10-27;171,92;0,018249;141519;0,015;4;10;2023
2023-10-30;171,62;-0,001739;167298;0,015217;0;10;2023
2023-10-31;169,6;-0,011817;252335;0,015438;1;10;2023
2023-11-01;169,33;-0,001594;204542;0,015661;2;11;2023
2023-11-02;167,01;-0,0138;149219;0,015887;3;11;2023
2023-11-03;169,02;0,011942;150799;0,016116;4;11;2023
2023-11-06;173,91;0,02853;170900;0,016347;0;11;2023
2023-11-07;174,61;0,004025;269108;0,01658;1;11;2023
2023-11-08;170,55;-0,02355;83574;0,016815;2;11;2023
2023-11-09;166,22;-0,025716;385590;0,017052;3;11;2023
2023-11-10;164,69;-0,009243;640652;0,017292;4;11;2023
2023-11-13;163,12;-0,009593;196144;0,017532;0;11;2023
2023-11-14;167,7;0,027711;565401;0,017775;1;11;2023
2023-11-15;174,1;0,037445;408420;0,018019;2;11;2023
2023-11-16;177,44;0,019003;259813;0,018264;3;11;2023
2023-11-17;180,07;0,014707;141350;0,01851;4;11;2023
2023-11-20;177,38;-0,015047;187415;0,018757;0;11;2023
2023-11-21;176,86;-0,002934;133949;0,019004;1;11;2023
2023-11-22;179,3;0,013707;297588;0,019253;2;11;2023
2023-11-23;179,66;0,002024;346576;0,019502;3;11;2023
2023-11-24;175,71;-0,022249;181047;0,019751;4;11;2023
2023-11-27;173,26;-0,014036;73182;0,02;0;11;2023
2023-11-28;173,02;-0,001374;155706;0,020249;1;11;2023
2023-11-29;178,53;0,031323;292322;0,020498;2;11;2023
2023-11-30;174,83;-0,020949;498681;0,020747;3;11;2023
2023-12-01;179,42;0,025936;273558;0,020996;4;12;2023
2023-12-04;178,61;-0,004511;105585;0,021243;0;12;2023
2023-12-05;177,24;-0,007699;302950;0,02149;1;12;2023
2023-12-06;184,71;0,041264;496311;0,021736;2;12;2023
2023-12-07;182,79;-0,010446;102976;0,021981;3;12;2023
2023-12-08;183,42;0,003431;69328;0,022225;4;12;2023
2023-12-11;184,81;0,007561;162152;0,022468;0;12;2023
2023-12-12;182,92;-0,010283;81084;0,022708;1;12;2023
2023-12-13;185,14;0,012086;139394;0,022948;2;12;2023
2023-12-14;180,24;-0,026824;49210;0,023185;3;12;2023
2023-12-15;180,18;-0,000344;397340;0,02342;4;12;2023
2023-12-18;187,46;0,039594;180389;0,023653;0;12;2023
2023-12-19;184,84;-0,014083;235336;0,023884;1;12;2023
2023-12-20;180,5;-0,023774;234826;0,024113;2;12;2023
2023-12-21;183,95;0,018946;356623;0,024339;3;12;2023
2023-12-22;183,55;-0,00216;150612;0,024562;4;12;2023
2023-12-25;179,65;-0,021459;131062;0,024783;0;12;2023
2023-12-26;178,69;-0,005362;206645;0,025;1;12;2023
2023-12-27;182,91;0,023335;134015;0,025214;2;12;2023
2023-12-28;190,04;0,038252;196059;0,025425;3;12;2023
2023-12-29;190,0;-0,000248;112629;0,025633;4;12;2023
