date;visits;conversion_rate;orders;revenue;avg_order_value;organic_visits;paid_visits;social_visits;email_visits;day_of_week;is_weekend;month;year;is_campaign_day
2023-04-22;4447;3,2;142;17581,15;123,81;1678;1642;578;549;5;1;4;2023;0
2023-04-23;3946;2,97;117;11963,99;102,26;1356;1324;823;443;6;1;4;2023;0
2023-04-24;6948;2,02;140;16042,93;114,59;2584;2517;1006;841;0;0;4;2023;0
2023-04-25;8069;2,66;214;21400,0;100,0;2663;2588;1954;864;1;0;4;2023;0
2023-04-26;8592;2,78;238;27592,91;115,94;2681;2600;2443;868;2;0;4;2023;0
2023-04-27;8741;2,29;199;22842,07;114,78;2874;2781;2156;930;3;0;4;2023;0
2023-04-28;13050;2,52;328;34583,35;105,44;4656;4494;2400;1500;4;0;4;2023;0
2023-04-29;7465;3,37;251;25100,0;100,0;2673;2574;1359;859;5;1;4;2023;0
2023-04-30;8083;2,95;238;26192,57;110,05;2557;2456;2250;820;6;1;4;2023;0
2023-05-01;20368;2,14;435;59799,36;137,47;4424;9887;4643;1414;0;0;5;2023;1
2023-05-02;11583;2,65;307;48968,54;159,51;3875;3700;2773;1235;1;0;5;2023;0
2023-05-03;12941;2,44;315;47457,01;150,66;4498;4284;2730;1429;2;0;5;2023;0
2023-05-04;14503;3,61;522;73934,84;141,64;5495;5218;2049;1741;3;0;5;2023;0
2023-05-05;8769;3,79;332;45797,7;137,94;2737;2591;2576;865;4;0;5;2023;0
2023-05-06;5316;2,22;118;18707,1;158,53;1663;1570;1558;525;5;1;5;2023;0
2023-05-07;4394;2,4;105;14833,85;141,27;1632;1536;712;514;6;1;5;2023;0
2023-05-08;6428;1,89;121;18211,86;150,51;2353;2207;1131;737;0;0;5;2023;0
2023-05-09;7060;1,72;121;18750,55;154,96;2333;2181;1817;729;1;0;5;2023;0
2023-05-10;5543;2,69;148;24925,43;168,42;2101;1957;831;654;2;0;5;2023;0
2023-05-11;8110;2,71;219;30534,04;139,42;2848;2645;1734;883;3;0;5;2023;0
2023-05-12;7362;2,54;186;29403,13;158,08;2746;2541;1226;849;4;0;5;2023;0
2023-05-13;4745;1,79;85;12608,19;148,33;1772;1634;794;545;5;1;5;2023;0
2023-05-14;4339;3,12;135;22459,9;166,37;1470;1351;1065;453;6;1;5;2023;0
2023-05-15;6281;2,34;147;24724,88;168,2;2198;2012;1398;673;0;0;5;2023;0
2023-05-16;8720;2,7;235;35926,97;152,88;3150;2873;1738;959;1;0;5;2023;0
2023-05-17;7200;2,42;174;27948,16;160,62;2406;2187;1876;731;2;0;5;2023;0
2023-05-18;6572;1,83;120;14694,83;122,46;2263;2049;1574;686;3;0;5;2023;0
2023-05-19;6371;1,42;90;14024,58;155,83;1957;1766;2058;590;4;0;5;2023;0
2023-05-20;4790;2,92;139;21020,61;151,23;1723;1548;1001;518;5;1;5;2023;0
2023-05-21;5254;2,35;123;18943,34;154,01;1844;1651;1207;552;6;1;5;2023;0
2023-05-22;6763;3,0;202;29769,87;147,38;2553;2276;1173;761;0;0;5;2023;0
2023-05-23;7667;2,05;157;23616,37;150,42;2763;2454;1631;819;1;0;5;2023;0
2023-05-24;8100;2,74;221;33067,04;149,62;2779;2458;2041;822;2;0;5;2023;0
2023-05-25;10864;2,78;301;45196,74;150,16;4292;3781;1528;1263;3;0;5;2023;0
2023-05-26;8557;2,35;200;28171,46;140,86;3143;2758;1735;921;4;0;5;2023;0
2023-05-27;6448;2,76;178;26511,77;148,94;2276;1989;1519;664;5;1;5;2023;0
2023-05-28;6480;1,51;97;13183,27;135,91;2386;2076;1324;694;6;1;5;2023;0
2023-05-29;8526;2,8;238;41164,78;172,96;2895;2509;2284;838;0;0;5;2023;0
2023-05-30;9533;3,25;309;47039,07;152,23;3573;3083;1847;1030;1;0;5;2023;0
2023-05-31;9183;2,35;215;30998,13;144,18;3341;2871;2012;959;2;0;5;2023;0
2023-06-01;9983;2,5;249;51975,95;208,74;3424;2930;2651;978;3;0;6;2023;0
2023-06-02;10805;1,76;189;28146,18;148,92;3773;3215;2744;1073;4;0;6;2023;0
2023-06-03;5704;2,39;136;24017,29;176,6;2385;2023;619;677;5;1;6;2023;0
2023-06-04;6995;2,88;201;37882,43;188,47;3106;2624;389;876;6;1;6;2023;0
2023-06-05;9452;2,7;254;43287,13;170,42;3484;2930;2060;978;0;0;6;2023;0
2023-06-06;7713;2,79;215;43514,2;202,39;3070;2571;1213;859;1;0;6;2023;0
2023-06-07;8687;2,42;210;41885,32;199,45;3458;2883;1384;962;2;0;6;2023;0
2023-06-08;7448;2,06;153;30070,79;196,54;2529;2099;2118;702;3;0;6;2023;0
2023-06-09;6754;1,69;114;26154,27;229,42;2579;2131;1331;713;4;0;6;2023;0
2023-06-10;4891;3,02;147;27619,49;187,89;1660;1365;1409;457;5;1;6;2023;0
2023-06-11;5622;2,26;126;30636,42;243,15;2214;1813;989;606;6;1;6;2023;0
2023-06-12;8522;2,65;225;50857,84;226,03;2953;2408;2357;804;0;0;6;2023;0
2023-06-13;7995;2,12;169;35354,71;209,2;3180;2582;1371;862;1;0;6;2023;0
2023-06-14;9617;2,57;246;47402,62;192,69;3633;2937;2066;981;2;0;6;2023;0
2023-06-15;6958;2,01;140;31361,16;224,01;2779;2236;1197;746;3;0;6;2023;0
2023-06-16;7232;2,77;200;44742,82;223,71;2661;2132;1727;712;4;0;6;2023;0
2023-06-17;5948;2,12;126;21617,04;171,56;2098;1673;1618;559;5;1;6;2023;0
2023-06-18;5258;2,37;124;28093,92;226,56;1964;1559;1213;522;6;1;6;2023;0
2023-06-19;8561;3,58;306;57261,67;187,13;3138;2481;2114;828;0;0;6;2023;0
2023-06-20;8272;2,63;217;50033,55;230,57;3116;2453;1884;819;1;0;6;2023;0
2023-06-21;8707;3,04;264;50873,05;192,7;3574;2801;1397;935;2;0;6;2023;0
2023-06-22;7432;1,52;112;27005,9;241,12;3112;2427;1082;811;3;0;6;2023;0
2023-06-23;8152;2,36;192;39580,44;206,15;3041;2362;1960;789;4;0;6;2023;0
2023-06-24;6063;2,21;133;26155,46;196,66;2340;1809;1308;606;5;1;6;2023;0
2023-06-25;7109;3,3;234;49097,76;209,82;2679;2063;1678;689;6;1;6;2023;0
2023-06-26;11714;3,09;361;73506,98;203,62;5018;3846;1566;1284;0;0;6;2023;0
2023-06-27;11476;2,17;249;47167,49;189,43;4387;3348;2624;1117;1;0;6;2023;0
2023-06-28;12457;2,51;312;64327,12;206,18;4483;3406;3430;1138;2;0;6;2023;0
2023-06-29;11402;3,8;433;91497,31;211,31;5075;3839;1207;1281;3;0;6;2023;0
2023-06-30;12026;2,69;323;72931,8;225,8;4611;3473;2783;1159;4;0;6;2023;0
2023-07-01;7385;1,89;139;34023,64;244,77;3112;2334;1159;780;5;1;7;2023;0
2023-07-02;7085;2,79;197;57474,28;291,75;2775;2072;1545;693;6;1;7;2023;0
2023-07-03;9978;2,72;271;75857,18;279,92;4163;3096;1686;1033;0;0;7;2023;0
2023-07-04;11231;2,51;281;64736,09;230,38;4358;3227;2569;1077;1;0;7;2023;0
2023-07-05;11295;2,71;306;69710,68;227,81;4686;3455;2001;1153;2;0;7;2023;0
2023-07-06;9472;2,31;219;64205,13;293,17;3930;2885;1693;964;3;0;7;2023;0
2023-07-07;9072;2,97;269;57711,49;214,54;4114;3008;946;1004;4;0;7;2023;0
2023-07-08;5034;3,13;157;37083,96;236,2;1779;1295;1526;434;5;1;7;2023;0
2023-07-09;5630;2,59;145;41840,15;288,55;2053;1489;1590;498;6;1;7;2023;0
2023-07-10;10841;3,1;336;92602,13;275,6;4285;3094;2429;1033;0;0;7;2023;0
2023-07-11;9729;2,22;216;49581,73;229,55;3990;2870;1911;958;1;0;7;2023;0
2023-07-12;8911;2,27;202;54016,76;267,41;3468;2484;2130;829;2;0;7;2023;0
2023-07-13;9185;3,24;297;65772,96;221,46;3828;2731;1715;911;3;0;7;2023;0
2023-07-14;8487;1,57;132;32727,15;247,93;3530;2508;1611;838;4;0;7;2023;0
2023-07-15;7047;2,82;198;44430,28;224,4;2631;1862;1932;622;5;1;7;2023;0
2023-07-16;6897;2,79;192;46912,88;244,34;3032;2137;1014;714;6;1;7;2023;0
2023-07-17;8913;3,04;271;80518,07;297,11;3400;2387;2328;798;0;0;7;2023;0
2023-07-18;8842;1,94;171;43352,29;253,52;4109;2874;899;960;1;0;7;2023;0
2023-07-19;9636;2,43;233;55535,34;238,35;4437;3092;1075;1032;2;0;7;2023;0
2023-07-20;9854;2,23;220;48565,46;220,75;4952;3438;317;1147;3;0;7;2023;0
2023-07-21;9385;3,39;317;92415,48;291,53;4045;2797;1609;934;4;0;7;2023;0
2023-07-22;5919;2,73;161;36231,5;225,04;2446;1685;1225;563;5;1;7;2023;0
2023-07-23;6809;3,11;211;52221,69;247,5;2903;1993;1247;666;6;1;7;2023;0
2023-07-24;8688;2,09;181;44225,18;244,34;3592;2457;1818;821;0;0;7;2023;0
2023-07-25;13566;2,1;284;81598,09;287,32;5831;3974;2434;1327;1;0;7;2023;0
2023-07-26;12452;2,13;264;50000,01;189,39;5024;3412;2878;1138;2;0;7;2023;0
2023-07-27;13450;2,36;317;79780,9;251,67;5550;3756;2891;1253;3;0;7;2023;0
2023-07-28;10610;2,24;237;63956,02;269,86;4867;3282;1365;1096;4;0;7;2023;0
2023-07-29;8662;1,82;157;41080,74;261,66;3702;2488;1641;831;5;1;7;2023;0
2023-07-30;7083;3,08;218;50496,48;231,64;3174;2126;1073;710;6;1;7;2023;0
2023-07-31;12974;3,07;398;89392,57;224,6;5536;3696;2509;1233;0;0;7;2023;0
2023-08-01;13313;2,85;378;110247,25;291,66;5834;3881;2302;1296;1;0;8;2023;0
2023-08-02;11752;2,54;298;76250,68;255,87;6061;4019;331;1341;2;0;8;2023;0
2023-08-03;13421;2,95;396;86676,6;218,88;6132;4053;1883;1353;3;0;8;2023;0
2023-08-04;13705;3,53;483;138716,87;287,2;6167;4064;2117;1357;4;0;8;2023;0
2023-08-05;8477;3,19;270;72384,04;268,09;3837;2521;1277;842;5;1;8;2023;0
2023-08-06;6344;2,02;128;37135,14;290,12;2514;1646;1633;551;6;1;8;2023;0
2023-08-07;10357;2,37;245;68168,59;278,24;4927;3217;1139;1074;0;0;8;2023;0
2023-08-08;10957;2,46;269;75704,65;281,43;4031;2624;3425;877;1;0;8;2023;0
2023-08-09;10404;2,12;220;60364,27;274,38;4251;2759;2473;921;2;0;8;2023;0
2023-08-10;10251;1,78;182;56956,51;312,95;4642;3004;1601;1004;3;0;8;2023;0
2023-08-11;12076;3,04;367;100478,06;273,78;4916;3173;2928;1059;4;0;8;2023;0
2023-08-12;10273;2,93;300;90148,53;300,5;4716;3035;1509;1013;5;1;8;2023;0
2023-08-13;9578;3,01;288;79778,24;277,01;4291;2754;1613;920;6;1;8;2023;0
2023-08-14;13934;2,71;377;130334,57;345,72;6500;4160;1885;1389;0;0;8;2023;0
2023-08-15;25821;2,71;698;198455,36;284,32;8105;12073;3917;1726;1;0;8;2023;1
2023-08-16;13856;2,71;376;105745,84;281,24;5775;3677;3176;1228;2;0;8;2023;0
2023-08-17;17398;3,79;660;200121,88;303,21;7526;4780;3498;1594;3;0;8;2023;0
2023-08-18;15902;2,32;369;109336,02;296,3;7132;4518;2745;1507;4;0;8;2023;0
2023-08-19;7071;3,16;223;57479,31;257,75;2936;1855;1660;620;5;1;8;2023;0
2023-08-20;7893;2,44;192;43351,61;225,79;3613;2278;1241;761;6;1;8;2023;0
2023-08-21;11853;2,49;294;75840,91;257,96;5401;3397;1921;1134;0;0;8;2023;0
2023-08-22;11407;2,77;316;88402,48;279,75;5163;3240;1922;1082;1;0;8;2023;0
2023-08-23;10139;2,04;206;68577,32;332,9;4583;2870;1728;958;2;0;8;2023;0
2023-08-24;11870;3,26;387;121987,97;315,21;5406;3377;1960;1127;3;0;8;2023;0
2023-08-25;14352;2,49;357;93070,69;260,7;6274;3911;2861;1306;4;0;8;2023;0
2023-08-26;8134;3,09;251;68594,91;273,29;3584;2230;1576;744;5;1;8;2023;0
2023-08-27;9508;2,37;225;68268,9;303,42;4355;2704;1546;903;6;1;8;2023;0
2023-08-28;15117;1,83;276;80101,99;290,22;6095;3777;3983;1262;0;0;8;2023;0
2023-08-29;12547;2,16;271;81660,77;301,33;5553;3435;2413;1146;1;0;8;2023;0
2023-08-30;14467;2,74;397;121003,15;304,79;6099;3765;3346;1257;2;0;8;2023;0
2023-08-31;14585;2,38;347;106139,9;305,88;5912;3644;3813;1216;3;0;8;2023;0
2023-09-01;13859;2,01;278;92633,05;333,21;6254;3848;2472;1285;4;0;9;2023;0
2023-09-02;7346;2,92;214;60763,19;283,94;3312;2034;1319;681;5;1;9;2023;0
2023-09-03;9720;2,6;252;80963,46;321,28;4472;2743;1589;916;6;1;9;2023;0
2023-09-04;14870;2,37;352;113401,84;322,16;6465;3958;3126;1321;0;0;9;2023;0
2023-09-05;12850;3,04;391;111013,15;283,92;5535;3383;2802;1130;1;0;9;2023;0
2023-09-06;11330;3,42;387;113505,56;293,3;5201;3175;1895;1059;2;0;9;2023;0
2023-09-07;10931;2,35;256;82943,55;324,0;5405;3295;1131;1100;3;0;9;2023;0
2023-09-08;9819;1,97;193;63402,28;328,51;4047;2464;2485;823;4;0;9;2023;0
2023-09-09;7255;2,42;175;52867,77;302,1;3077;1871;1682;625;5;1;9;2023;0
2023-09-10;6665;2,62;174;57290,53;329,26;2929;1778;1364;594;6;1;9;2023;0
2023-09-11;11251;3,0;337;73770,32;218,9;4901;2973;2385;992;0;0;9;2023;0
2023-09-12;10340;1,58;163;51399,78;315,34;4347;2634;2479;880;1;0;9;2023;0
2023-09-13;10932;2,98;325;113219,71;348,37;4613;2792;2595;932;2;0;9;2023;0
2023-09-14;12925;2,87;371;112139,58;302,26;6412;3877;1342;1294;3;0;9;2023;0
2023-09-15;10850;2,08;225;82153,86;365,13;4961;2997;1892;1000;4;0;9;2023;0
2023-09-16;7520;2,78;208;62672,08;301,31;3117;1882;1892;629;5;1;9;2023;0
2023-09-17;6978;2,6;181;50268,38;277,73;3408;2055;827;688;6;1;9;2023;0
2023-09-18;10496;2,48;260;74651,44;287,12;4946;2981;1574;995;0;0;9;2023;0
2023-09-19;9623;2,46;236;60146,58;254,86;4191;2524;2066;842;1;0;9;2023;0
2023-09-20;11307;1,77;200;58144,75;290,72;5350;3220;1662;1075;2;0;9;2023;0
2023-09-21;11590;3,17;367;89454,35;243,74;5228;3144;2168;1050;3;0;9;2023;0
2023-09-22;11067;2,84;313;95901,92;306,4;5240;3150;1626;1051;4;0;9;2023;0
2023-09-23;7269;2,1;152;50506,59;332,28;3297;1981;1329;662;5;1;9;2023;0
2023-09-24;8948;2,47;220;61324,52;278,75;4430;2661;968;889;6;1;9;2023;0
2023-09-25;12033;1,71;205;63142,83;308,01;5319;3194;2454;1066;0;0;9;2023;0
2023-09-26;12374;2,95;364;103924,97;285,51;5578;3348;2330;1118;1;0;9;2023;0
2023-09-27;17088;2,95;503;146847,87;291,94;8162;4899;2392;1635;2;0;9;2023;0
2023-09-28;11562;2,14;247;72535,52;293,67;5554;3332;1563;1113;3;0;9;2023;0
2023-09-29;14555;2,54;369;108210,84;293,25;6858;4115;2208;1374;4;0;9;2023;0
2023-09-30;10008;2,72;272;72702,34;267,29;4224;2534;2404;846;5;1;9;2023;0
2023-10-01;9755;2,51;244;74883,64;306,9;4378;2627;1873;877;6;1;10;2023;0
2023-10-02;16202;2,64;428;115153,37;269,05;7221;4333;3202;1446;0;0;10;2023;0
2023-10-03;13112;2,55;334;95407,15;285,65;6027;3617;2261;1207;1;0;10;2023;0
2023-10-04;14627;1,56;228;61759,72;270,88;6613;3969;2720;1325;2;0;10;2023;0
2023-10-05;15067;1,99;299;96540,54;322,88;7185;4314;2128;1440;3;0;10;2023;0
2023-10-06;12522;2,71;339;90879,63;268,08;5186;3114;3182;1040;4;0;10;2023;0
2023-10-07;6706;2,96;198;62425,34;315,28;3161;1899;1011;635;5;1;10;2023;0
2023-10-08;8682;2,37;206;60744,57;294,88;3887;2336;1679;780;6;1;10;2023;0
2023-10-09;11284;2,91;327;101155,53;309,34;5663;3405;1079;1137;0;0;10;2023;0
2023-10-10;12937;1,67;215;67982,05;316,2;5531;3327;2968;1111;1;0;10;2023;0
2023-10-11;10200;2,29;234;59649,59;254,91;4682;2819;1758;941;2;0;10;2023;0
2023-10-12;11102;2,89;320;103730,02;324,16;4678;2818;2665;941;3;0;10;2023;0
2023-10-13;10815;2,4;259;61733,89;238,35;5128;3092;1563;1032;4;0;10;2023;0
2023-10-14;8379;3,31;277;69589,54;251,23;3924;2367;1297;791;5;1;10;2023;0
2023-10-15;7624;2,64;201;52943,22;263,4;3375;2038;1531;680;6;1;10;2023;0
2023-10-16;10926;2,49;272;82214,5;302,26;4944;2988;1996;998;0;0;10;2023;0
2023-10-17;10971;2,45;268;76130,77;284,07;5066;3065;1816;1024;1;0;10;2023;0
2023-10-18;11177;3,3;368;111385,74;302,68;5137;3111;1890;1039;2;0;10;2023;0
2023-10-19;12275;2,33;286;91584,23;320,22;5437;3296;2441;1101;3;0;10;2023;0
2023-10-20;11352;2,72;309;74648,48;241,58;5465;3317;1463;1107;4;0;10;2023;0
2023-10-21;6737;2,57;173;58172,44;336,26;2709;1646;1832;550;5;1;10;2023;0
2023-10-22;8138;2,75;223;52401,38;234,98;3783;2302;1284;769;6;1;10;2023;0
2023-10-23;10570;2,19;231;65091,99;281,78;4891;2979;1705;995;0;0;10;2023;0
2023-10-24;9202;2,87;264;67546,37;255,86;4091;2495;1783;833;1;0;10;2023;0
2023-10-25;18005;2,04;367;78568,78;214,08;8233;5029;3065;1678;2;0;10;2023;0
2023-10-26;16550;3,48;575;144533,92;251,36;7244;4432;3395;1479;3;0;10;2023;0
2023-10-27;14211;2,45;347;125749,36;362,39;6961;4265;1561;1424;4;0;10;2023;0
2023-10-28;10185;2,73;278;88326,56;317,72;4547;2791;1915;932;5;1;10;2023;0
2023-10-29;10235;2,3;235;69164,21;294,32;4679;2876;1720;960;6;1;10;2023;0
2023-10-30;15813;2,32;366;108852,18;297,41;7097;4370;2888;1458;0;0;10;2023;0
2023-10-31;16557;2,47;409;96436,87;235,79;6929;4274;3928;1426;1;0;10;2023;0
2023-11-01;13526;2,17;293;68886,78;235,11;5622;3474;3271;1159;2;0;11;2023;0
2023-11-02;11691;4,07;475;131290,67;276,4;5159;3194;2272;1066;3;0;11;2023;0
2023-11-03;14775;2,64;390;102580,94;263,03;6366;3949;3142;1318;4;0;11;2023;0
2023-11-04;10448;2,54;265;64942,63;245,07;4697;2919;1858;974;5;1;11;2023;0
2023-11-05;9698;3,07;297;78657,16;264,84;5160;3213;252;1073;6;1;11;2023;0
2023-11-06;12153;2,6;315;78602,67;249,53;5524;3448;2030;1151;0;0;11;2023;0
2023-11-07;12677;2,97;376;86734,95;230,68;5507;3444;2576;1150;1;0;11;2023;0
2023-11-08;10280;1,81;186;43585,76;234,33;4352;2728;2289;911;2;0;11;2023;0
2023-11-09;12461;2,76;343;91967,7;268,13;5367;3372;2596;1126;3;0;11;2023;0
2023-11-10;10637;2,72;288;77762,95;270,01;4517;2845;2325;950;4;0;11;2023;0
2023-11-11;8470;2,85;241;62367,48;258,79;3532;2229;1963;746;5;1;11;2023;0
2023-11-12;7543;2,06;155;38118,12;245,92;3474;2198;1137;734;6;1;11;2023;0
2023-11-13;10567;2,43;256;58928,51;230,19;4739;3006;1819;1003;0;0;11;2023;0
2023-11-14;9177;2,61;239;59757,2;250,03;4233;2691;1354;899;1;0;11;2023;0
2023-11-15;12053;2,97;357;74902,53;209,81;5534;3528;1814;1177;2;0;11;2023;0
2023-11-16;10426;2,03;211;57125,48;270,74;4626;2957;1856;987;3;0;11;2023;0
2023-11-17;10983;1,5;164;43605,21;265,89;5173;3315;1388;1107;4;0;11;2023;0
2023-11-18;7556;2,64;199;56519,28;284,02;3569;2293;928;766;5;1;11;2023;0
2023-11-19;5236;2,59;135;39826,73;295,01;2138;1378;1260;460;6;1;11;2023;0
2023-11-20;11473;2,25;258;69705,94;270,18;5295;3422;1615;1141;0;0;11;2023;0
2023-11-21;17636;2,75;485;134105,05;276,51;6645;4306;5248;1437;1;0;11;2023;0
2023-11-22;17470;2,25;392;97749,37;249,36;8439;5485;1716;1830;2;0;11;2023;0
2023-11-23;15620;2,3;358;84809,41;236,9;6721;4382;3055;1462;3;0;11;2023;0
2023-11-24;25639;2,56;656;164003,4;250,01;8066;12307;3506;1760;4;0;11;2023;1
2023-11-25;14029;2,58;361;97696,51;270,63;6382;4186;2064;1397;5;1;11;2023;0
2023-11-26;13529;2,35;317;68583,97;216,35;6126;4031;2026;1346;6;1;11;2023;0
2023-11-27;20656;2,94;606;155477,8;256,56;8806;5812;4099;1939;0;0;11;2023;0
2023-11-28;15664;2,43;380;98709,42;259,76;6779;4488;2899;1498;1;0;11;2023;0
2023-11-29;14794;2,21;326;61623,64;189,03;6402;4252;2721;1419;2;0;11;2023;0
2023-11-30;16435;2,96;486;133229,58;274,13;6579;4385;4007;1464;3;0;11;2023;0
2023-12-01;14490;2,6;376;70555,26;187,65;6313;4221;2547;1409;4;0;12;2023;0
2023-12-02;10147;3,1;314;61924,28;197,21;4447;2984;1720;996;5;1;12;2023;0
2023-12-03;9542;2,8;267;45689,82;171,12;4683;3153;654;1052;6;1;12;2023;0
2023-12-04;13499;1,89;255;48408,48;189,84;5790;3912;2492;1305;0;0;12;2023;0
2023-12-05;13613;3,23;439;90668,82;206,53;5679;3850;2798;1286;1;0;12;2023;0
2023-12-06;11629;1,93;224;49455,22;220,78;4947;3366;2193;1123;2;0;12;2023;0
2023-12-07;11660;1,96;229;38683,78;168,92;4706;3213;2668;1073;3;0;12;2023;0
2023-12-08;11316;2,05;231;42182,16;182,61;4481;3071;2738;1026;4;0;12;2023;0
2023-12-09;6393;3,32;212;38581,37;181,99;2595;1784;1417;597;5;1;12;2023;0
2023-12-10;7003;2,8;196;37067,07;189,12;2969;2050;1299;685;6;1;12;2023;0
2023-12-11;10884;2,0;217;46615,18;214,82;4702;3258;1837;1087;0;0;12;2023;0
2023-12-12;10570;2,0;211;31386,95;148,75;4470;3109;1954;1037;1;0;12;2023;0
2023-12-13;13400;2,89;387;77250,92;199,61;5678;3964;2434;1324;2;0;12;2023;0
2023-12-14;10797;2,77;299;52738,74;176,38;4220;2958;2631;988;3;0;12;2023;0
2023-12-15;11518;2,86;329;68685,17;208,77;4779;3362;2255;1122;4;0;12;2023;0
2023-12-16;7632;2,8;213;41091,79;192,92;3273;2312;1276;771;5;1;12;2023;0
2023-12-17;7208;3,27;236;41351,41;175,22;3261;2312;863;772;6;1;12;2023;0
2023-12-18;10855;2,53;274;55749,91;203,47;4414;3143;2248;1050;0;0;12;2023;0
2023-12-19;10417;3,24;338;56777,89;167,98;4507;3221;1614;1075;1;0;12;2023;0
2023-12-20;10521;1,68;176;34580,99;196,48;3934;2824;2821;942;2;0;12;2023;0
2023-12-21;10629;2,62;277;48418,69;174,8;4518;3256;1769;1086;3;0;12;2023;0
2023-12-22;10185;2,34;238;53700,62;225,63;4028;2915;2268;974;4;0;12;2023;0
2023-12-23;6256;2,62;164;34434,17;209,96;2388;1735;1552;581;5;1;12;2023;0
2023-12-24;8132;1,99;162;29772,82;183,78;3573;2607;1082;870;6;1;12;2023;0
2023-12-25;13341;2,73;364;79987,8;219,75;5435;3982;2594;1330;0;0;12;2023;0
2023-12-26;13193;2,58;339;62137,73;183,3;4747;3492;3788;1166;1;0;12;2023;0
2023-12-27;11410;2,59;295;70939,28;240,47;4603;3401;2272;1134;2;0;12;2023;0
2023-12-28;13306;2,32;308;60488,79;196,39;4950;3673;3457;1226;3;0;12;2023;0
2023-12-29;10538;3,27;344;59003,17;171,52;4300;3204;1965;1069;4;0;12;2023;0
2023-12-30;8612;2,79;240;40329,0;168,04;3356;2511;1906;839;5;1;12;2023;0
2023-12-31;10794;1,82;196;39943,65;203,79;4490;3375;1803;1126;6;1;12;2023;0
