order_id;customer_age;order_amount;delivery_time;product_rating;gender;age_group;customer_type;order_date;month;season
DIST00303;44;2854,37;5;5;Ж;Средние;Постоянный;2024-04-16;2024-04;Весна
DIST00304;56;2451,55;4;5;М;Пожилые;Постоянный;2024-04-16;2024-04;Весна
DIST00305;26;7877,6;3;5;Ж;Молодые;Постоянный;2024-04-16;2024-04;Весна
DIST00306;40;2585,76;4;4;М;Средние;Новый;2024-04-17;2024-04;Весна
DIST00307;44;3756,04;3;5;М;Средние;Новый;2024-04-17;2024-04;Весна
DIST00308;18;6307,99;1;2;Ж;Молодые;Новый;2024-04-18;2024-04;Весна
DIST00309;33;11092,66;3;1;Ж;Средние;Новый;2024-04-18;2024-04;Весна
DIST00310;27;3618,66;3;3;Ж;Молодые;Постоянный;2024-04-19;2024-04;Весна
DIST00311;44;7439,18;1;4;Ж;Средние;Постоянный;2024-04-19;2024-04;Весна
DIST00312;31;3593,31;2;4;М;Средние;Постоянный;2024-04-19;2024-04;Весна
DIST00313;41;2492,46;2;3;Ж;Средние;Постоянный;2024-04-19;2024-04;Весна
DIST00314;44;1845,84;5;4;Ж;Средние;Постоянный;2024-04-19;2024-04;Весна
DIST00315;44;6275,3;5;4;Ж;Средние;Новый;2024-04-19;2024-04;Весна
DIST00316;18;744,43;3;3;Ж;Молодые;Новый;2024-04-20;2024-04;Весна
DIST00317;43;1977,96;6;4;М;Средние;Новый;2024-04-20;2024-04;Весна
DIST00318;51;24661,29;3;5;Ж;Пожилые;Постоянный;2024-04-20;2024-04;Весна
DIST00319;43;6201,58;7;4;М;Средние;Постоянный;2024-04-20;2024-04;Весна
DIST00320;51;1092,11;4;5;М;Пожилые;Новый;2024-04-20;2024-04;Весна
DIST00321;40;10642,87;3;3;Ж;Средние;Постоянный;2024-04-20;2024-04;Весна
DIST00322;37;2511,33;5;4;М;Средние;Новый;2024-04-20;2024-04;Весна
DIST00323;49;27236,62;5;5;Ж;Средние;Новый;2024-04-20;2024-04;Весна
DIST00324;41;1725,92;4;4;М;Средние;Постоянный;2024-04-21;2024-04;Весна
DIST00325;33;16838,57;3;4;М;Средние;Постоянный;2024-04-21;2024-04;Весна
DIST00326;58;13415,54;4;4;М;Пожилые;Постоянный;2024-04-21;2024-04;Весна
DIST00327;33;6938,77;5;4;Ж;Средние;Постоянный;2024-04-21;2024-04;Весна
DIST00328;41;4434,79;4;2;М;Средние;Новый;2024-04-21;2024-04;Весна
DIST00329;47;1600,05;7;5;Ж;Средние;Постоянный;2024-04-21;2024-04;Весна
DIST00330;62;3580,22;3;4;Ж;Пожилые;Новый;2024-04-22;2024-04;Весна
DIST00331;40;7782,18;4;3;Ж;Средние;Постоянный;2024-04-22;2024-04;Весна
DIST00332;48;5844,63;4;5;Ж;Средние;Постоянный;2024-04-23;2024-04;Весна
DIST00333;47;13970,68;6;5;Ж;Средние;Новый;2024-04-23;2024-04;Весна
DIST00334;63;2763,12;3;4;М;Пожилые;Постоянный;2024-04-23;2024-04;Весна
DIST00335;40;5314,74;3;4;М;Средние;Постоянный;2024-04-24;2024-04;Весна
DIST00336;32;1835,27;3;5;М;Средние;Постоянный;2024-04-24;2024-04;Весна
DIST00337;33;18725,87;3;3;М;Средние;Постоянный;2024-04-24;2024-04;Весна
DIST00338;38;3682,27;3;5;М;Средние;Постоянный;2024-04-25;2024-04;Весна
DIST00339;32;4539,76;2;4;Ж;Средние;Новый;2024-04-25;2024-04;Весна
DIST00340;33;1986,71;6;5;Ж;Средние;Новый;2024-04-26;2024-04;Весна
DIST00341;24;7433,14;3;1;Ж;Молодые;Постоянный;2024-04-27;2024-04;Весна
DIST00342;42;8747,34;4;4;Ж;Средние;Новый;2024-04-28;2024-04;Весна
DIST00343;66;3260,65;6;5;М;Пожилые;Постоянный;2024-04-28;2024-04;Весна
DIST00344;39;13569,73;2;5;М;Средние;Постоянный;2024-04-29;2024-04;Весна
DIST00345;61;3126,74;6;4;М;Пожилые;Новый;2024-04-29;2024-04;Весна
DIST00346;53;4306,55;6;5;Ж;Пожилые;Новый;2024-04-29;2024-04;Весна
DIST00347;42;18228,95;2;4;Ж;Средние;Новый;2024-04-30;2024-04;Весна
DIST00348;22;4416,27;1;5;М;Молодые;Постоянный;2024-04-30;2024-04;Весна
DIST00349;42;1034,82;4;5;Ж;Средние;Новый;2024-05-01;2024-05;Весна
DIST00350;48;14054,36;4;4;Ж;Средние;Постоянный;2024-05-01;2024-05;Весна
DIST00351;48;3176,89;4;4;М;Средние;Постоянный;2024-05-01;2024-05;Весна
DIST00352;28;12052,88;3;5;Ж;Молодые;Постоянный;2024-05-01;2024-05;Весна
DIST00353;27;4324,13;7;4;Ж;Молодые;Новый;2024-05-01;2024-05;Весна
DIST00354;28;3184,74;5;4;Ж;Молодые;Новый;2024-05-02;2024-05;Весна
DIST00355;19;6672,6;3;4;Ж;Молодые;Новый;2024-05-02;2024-05;Весна
DIST00356;43;10375,13;2;4;Ж;Средние;Постоянный;2024-05-02;2024-05;Весна
DIST00357;34;7909,72;3;4;Ж;Средние;Постоянный;2024-05-02;2024-05;Весна
DIST00358;65;12479,5;4;2;Ж;Пожилые;Постоянный;2024-05-02;2024-05;Весна
DIST00359;43;1223,67;4;4;Ж;Средние;Постоянный;2024-05-03;2024-05;Весна
DIST00360;35;4704,43;3;4;Ж;Средние;Новый;2024-05-04;2024-05;Весна
DIST00361;55;6229,82;1;5;М;Пожилые;Постоянный;2024-05-04;2024-05;Весна
DIST00362;20;1078,61;7;5;М;Молодые;Постоянный;2024-05-05;2024-05;Весна
DIST00363;41;4996,82;3;4;М;Средние;Новый;2024-05-05;2024-05;Весна
DIST00364;46;2521,36;3;4;М;Средние;Постоянный;2024-05-05;2024-05;Весна
DIST00365;34;7851,3;4;5;М;Средние;Постоянный;2024-05-06;2024-05;Весна
DIST00366;45;16064,72;3;4;М;Средние;Постоянный;2024-05-07;2024-05;Весна
DIST00367;53;44397,79;3;4;Ж;Пожилые;Постоянный;2024-05-09;2024-05;Весна
DIST00368;32;13568,03;7;5;Ж;Средние;Постоянный;2024-05-09;2024-05;Весна
DIST00369;47;5320,42;2;4;М;Средние;Постоянный;2024-05-09;2024-05;Весна
DIST00370;33;5159,12;7;1;М;Средние;Постоянный;2024-05-09;2024-05;Весна
DIST00371;64;4812,44;2;4;Ж;Пожилые;Новый;2024-05-09;2024-05;Весна
DIST00372;43;3087,95;4;5;М;Средние;Постоянный;2024-05-09;2024-05;Весна
DIST00373;53;5322,91;4;5;М;Пожилые;Новый;2024-05-10;2024-05;Весна
DIST00374;33;2016,04;5;5;Ж;Средние;Постоянный;2024-05-10;2024-05;Весна
DIST00375;52;2957,89;4;2;Ж;Пожилые;Новый;2024-05-10;2024-05;Весна
DIST00376;18;2825,94;3;4;Ж;Молодые;Новый;2024-05-11;2024-05;Весна
DIST00377;36;3110,3;3;3;Ж;Средние;Постоянный;2024-05-11;2024-05;Весна
DIST00378;18;1482,13;6;4;М;Молодые;Новый;2024-05-11;2024-05;Весна
DIST00379;42;2457,39;1;5;Ж;Средние;Постоянный;2024-05-12;2024-05;Весна
DIST00380;36;2452,61;2;4;Ж;Средние;Постоянный;2024-05-12;2024-05;Весна
DIST00381;28;2959,88;5;5;Ж;Молодые;Постоянный;2024-05-13;2024-05;Весна
DIST00382;39;14565,1;1;4;Ж;Средние;Постоянный;2024-05-13;2024-05;Весна
DIST00383;38;5542,07;1;5;Ж;Средние;Постоянный;2024-05-13;2024-05;Весна
DIST00384;27;8581,08;3;4;Ж;Молодые;Постоянный;2024-05-14;2024-05;Весна
DIST00385;48;5199,44;4;5;Ж;Средние;Постоянный;2024-05-14;2024-05;Весна
DIST00386;39;2390,12;4;3;М;Средние;Постоянный;2024-05-14;2024-05;Весна
DIST00387;34;7349,9;4;3;М;Средние;Постоянный;2024-05-14;2024-05;Весна
DIST00388;52;7678,24;2;4;М;Пожилые;Новый;2024-05-14;2024-05;Весна
DIST00389;39;4180,29;7;4;М;Средние;Новый;2024-05-14;2024-05;Весна
DIST00390;29;3301,63;8;5;М;Молодые;Новый;2024-05-14;2024-05;Весна
DIST00391;47;2648,06;5;5;М;Средние;Постоянный;2024-05-15;2024-05;Весна
DIST00392;34;2142,43;1;4;М;Средние;Постоянный;2024-05-15;2024-05;Весна
DIST00393;30;1072,58;5;3;М;Средние;Постоянный;2024-05-16;2024-05;Весна
DIST00394;53;3683,65;4;5;М;Пожилые;Постоянный;2024-05-16;2024-05;Весна
DIST00395;57;7383,54;5;4;М;Пожилые;Новый;2024-05-17;2024-05;Весна
DIST00396;43;1674,44;4;3;М;Средние;Новый;2024-05-17;2024-05;Весна
DIST00397;42;8780,71;8;5;М;Средние;Постоянный;2024-05-17;2024-05;Весна
DIST00398;32;1571,49;3;5;Ж;Средние;Постоянный;2024-05-18;2024-05;Весна
DIST00399;28;3471,71;9;4;Ж;Молодые;Постоянный;2024-05-18;2024-05;Весна
DIST00400;38;2576,01;4;4;М;Средние;Постоянный;2024-05-18;2024-05;Весна
DIST00401;67;4132,91;2;5;Ж;Пожилые;Постоянный;2024-05-19;2024-05;Весна
DIST00402;47;3064,91;6;3;М;Средние;Новый;2024-05-20;2024-05;Весна
DIST00403;28;61938,15;3;5;Ж;Молодые;Новый;2024-05-20;2024-05;Весна
DIST00404;29;11493,21;4;2;Ж;Молодые;Постоянный;2024-05-21;2024-05;Весна
DIST00405;40;2201,75;6;1;Ж;Средние;Новый;2024-05-21;2024-05;Весна
DIST00406;43;2090,46;4;4;Ж;Средние;Постоянный;2024-05-22;2024-05;Весна
DIST00407;53;4759,76;5;5;Ж;Пожилые;Новый;2024-05-22;2024-05;Весна
DIST00408;52;4392,91;2;5;М;Пожилые;Постоянный;2024-05-22;2024-05;Весна
DIST00409;54;2283,43;4;3;Ж;Пожилые;Постоянный;2024-05-22;2024-05;Весна
DIST00410;30;10858,1;4;5;Ж;Средние;Новый;2024-05-23;2024-05;Весна
DIST00411;38;4044,06;4;3;М;Средние;Постоянный;2024-05-23;2024-05;Весна
DIST00412;64;4675,29;5;5;М;Пожилые;Постоянный;2024-05-23;2024-05;Весна
DIST00413;37;2707,12;8;4;Ж;Средние;Новый;2024-05-24;2024-05;Весна
DIST00414;36;9244,58;4;5;Ж;Средние;Постоянный;2024-05-25;2024-05;Весна
DIST00415;48;10127,78;3;5;Ж;Средние;Постоянный;2024-05-25;2024-05;Весна
DIST00416;50;2382,69;3;5;Ж;Пожилые;Новый;2024-05-26;2024-05;Весна
DIST00417;61;1723,12;2;2;Ж;Пожилые;Новый;2024-05-27;2024-05;Весна
DIST00418;37;8209,1;2;4;Ж;Средние;Постоянный;2024-05-27;2024-05;Весна
DIST00419;41;6730,48;5;4;Ж;Средние;Постоянный;2024-05-27;2024-05;Весна
DIST00420;37;3064,32;3;4;М;Средние;Постоянный;2024-05-27;2024-05;Весна
DIST00421;31;4290,31;1;3;Ж;Средние;Новый;2024-05-28;2024-05;Весна
DIST00422;18;24834,63;6;2;Ж;Молодые;Постоянный;2024-05-28;2024-05;Весна
DIST00423;18;6726,06;8;4;М;Молодые;Новый;2024-05-29;2024-05;Весна
DIST00424;29;1861,6;2;4;Ж;Молодые;Постоянный;2024-05-29;2024-05;Весна
DIST00425;41;4124,91;6;5;М;Средние;Постоянный;2024-05-29;2024-05;Весна
DIST00426;42;6768,25;4;3;М;Средние;Постоянный;2024-05-29;2024-05;Весна
DIST00427;68;4626,78;2;4;М;Пожилые;Постоянный;2024-05-30;2024-05;Весна
DIST00428;39;14771,41;3;4;Ж;Средние;Постоянный;2024-05-30;2024-05;Весна
DIST00429;39;10046,28;3;4;Ж;Средние;Новый;2024-05-31;2024-05;Весна
DIST00430;51;6896,43;4;5;М;Пожилые;Новый;2024-06-01;2024-06;Лето
DIST00431;36;3829,31;4;4;М;Средние;Постоянный;2024-06-02;2024-06;Лето
DIST00432;18;3273,91;3;5;М;Молодые;Новый;2024-06-02;2024-06;Лето
DIST00433;37;11906,76;1;3;Ж;Средние;Новый;2024-06-02;2024-06;Лето
DIST00434;47;1391,46;4;5;Ж;Средние;Новый;2024-06-03;2024-06;Лето
DIST00435;54;6349,93;3;5;Ж;Пожилые;Новый;2024-06-03;2024-06;Лето
DIST00436;25;5997,98;5;3;Ж;Молодые;Новый;2024-06-03;2024-06;Лето
DIST00437;47;2848,85;4;4;М;Средние;Постоянный;2024-06-03;2024-06;Лето
DIST00438;29;2298,13;4;4;Ж;Молодые;Новый;2024-06-03;2024-06;Лето
DIST00439;23;2381,08;5;1;М;Молодые;Постоянный;2024-06-03;2024-06;Лето
DIST00440;45;4219,92;2;4;М;Средние;Постоянный;2024-06-04;2024-06;Лето
DIST00441;47;3664,23;4;3;Ж;Средние;Постоянный;2024-06-05;2024-06;Лето
DIST00442;19;7073,17;6;4;Ж;Молодые;Постоянный;2024-06-06;2024-06;Лето
DIST00443;43;25241,06;5;2;М;Средние;Постоянный;2024-06-06;2024-06;Лето
DIST00444;36;3923,08;3;4;Ж;Средние;Постоянный;2024-06-07;2024-06;Лето
DIST00445;39;10441,12;3;5;Ж;Средние;Постоянный;2024-06-07;2024-06;Лето
DIST00446;28;1833,08;1;4;М;Молодые;Новый;2024-06-07;2024-06;Лето
DIST00447;44;3389,02;3;4;Ж;Средние;Новый;2024-06-07;2024-06;Лето
DIST00448;57;9043,3;2;3;М;Пожилые;Постоянный;2024-06-09;2024-06;Лето
DIST00449;30;2237,74;5;4;Ж;Средние;Постоянный;2024-06-09;2024-06;Лето
DIST00450;57;8815,85;5;5;Ж;Пожилые;Постоянный;2024-06-09;2024-06;Лето
DIST00451;42;7120,16;6;3;Ж;Средние;Постоянный;2024-06-09;2024-06;Лето
DIST00452;27;12516,5;4;4;М;Молодые;Постоянный;2024-06-09;2024-06;Лето
DIST00453;49;1804,77;2;2;Ж;Средние;Новый;2024-06-10;2024-06;Лето
DIST00454;55;8031,62;2;4;М;Пожилые;Новый;2024-06-10;2024-06;Лето
DIST00455;31;7624,06;3;3;М;Средние;Новый;2024-06-10;2024-06;Лето
DIST00456;51;1693,02;3;4;Ж;Пожилые;Постоянный;2024-06-10;2024-06;Лето
DIST00457;41;6334,98;6;3;Ж;Средние;Новый;2024-06-11;2024-06;Лето
DIST00458;60;29274,8;3;4;Ж;Пожилые;Новый;2024-06-11;2024-06;Лето
DIST00459;26;11689,24;4;4;Ж;Молодые;Новый;2024-06-11;2024-06;Лето
DIST00460;42;54465,13;5;2;М;Средние;Постоянный;2024-06-12;2024-06;Лето
DIST00461;36;4791,39;5;5;М;Средние;Новый;2024-06-12;2024-06;Лето
DIST00462;34;2314,64;4;4;М;Средние;Постоянный;2024-06-12;2024-06;Лето
DIST00463;41;7370,7;8;5;Ж;Средние;Новый;2024-06-13;2024-06;Лето
DIST00464;59;7854,52;3;3;Ж;Пожилые;Постоянный;2024-06-13;2024-06;Лето
DIST00465;34;6024,63;5;4;М;Средние;Новый;2024-06-13;2024-06;Лето
DIST00466;58;3592,57;6;3;М;Пожилые;Новый;2024-06-14;2024-06;Лето
DIST00467;44;28223,66;3;5;Ж;Средние;Постоянный;2024-06-14;2024-06;Лето
DIST00468;27;3569,22;5;4;Ж;Молодые;Постоянный;2024-06-14;2024-06;Лето
DIST00469;35;6899,0;3;5;Ж;Средние;Постоянный;2024-06-15;2024-06;Лето
DIST00470;37;4596,33;8;4;Ж;Средние;Постоянный;2024-06-15;2024-06;Лето
DIST00471;18;7274,24;6;1;М;Молодые;Постоянный;2024-06-15;2024-06;Лето
DIST00472;41;4021,59;3;4;Ж;Средние;Новый;2024-06-15;2024-06;Лето
DIST00473;51;2573,87;4;4;Ж;Пожилые;Постоянный;2024-06-16;2024-06;Лето
DIST00474;27;2075,36;3;2;Ж;Молодые;Постоянный;2024-06-17;2024-06;Лето
DIST00475;38;2746,31;7;4;Ж;Средние;Новый;2024-06-17;2024-06;Лето
DIST00476;43;8625,32;5;4;М;Средние;Постоянный;2024-06-17;2024-06;Лето
DIST00477;43;1633,74;3;5;М;Средние;Постоянный;2024-06-18;2024-06;Лето
DIST00478;40;9155,94;6;5;Ж;Средние;Постоянный;2024-06-18;2024-06;Лето
DIST00479;48;2686,22;3;5;Ж;Средние;Постоянный;2024-06-18;2024-06;Лето
DIST00480;37;3292,38;3;5;Ж;Средние;Новый;2024-06-18;2024-06;Лето
DIST00481;24;4635,5;3;3;М;Молодые;Новый;2024-06-19;2024-06;Лето
DIST00482;29;3885,59;3;5;М;Молодые;Новый;2024-06-20;2024-06;Лето
DIST00483;34;3307,54;4;3;Ж;Средние;Новый;2024-06-20;2024-06;Лето
DIST00484;42;5783,12;7;4;Ж;Средние;Новый;2024-06-20;2024-06;Лето
DIST00485;59;4631,75;5;5;М;Пожилые;Новый;2024-06-21;2024-06;Лето
DIST00486;58;7471,27;3;4;Ж;Пожилые;Постоянный;2024-06-22;2024-06;Лето
DIST00487;18;3301,73;4;4;М;Молодые;Постоянный;2024-06-22;2024-06;Лето
DIST00488;47;5029,19;1;5;Ж;Средние;Постоянный;2024-06-22;2024-06;Лето
DIST00489;32;1533,26;5;2;М;Средние;Новый;2024-06-23;2024-06;Лето
DIST00490;45;4769,41;4;5;М;Средние;Новый;2024-06-25;2024-06;Лето
DIST00491;27;3576,84;5;5;Ж;Молодые;Новый;2024-06-26;2024-06;Лето
DIST00492;31;3880,06;4;5;Ж;Средние;Постоянный;2024-06-26;2024-06;Лето
DIST00493;40;2164,01;8;2;М;Средние;Постоянный;2024-06-26;2024-06;Лето
DIST00494;60;2422,7;3;5;М;Пожилые;Новый;2024-06-27;2024-06;Лето
DIST00495;45;6739,65;4;5;Ж;Средние;Новый;2024-06-27;2024-06;Лето
DIST00496;31;24673,51;3;3;М;Средние;Постоянный;2024-06-27;2024-06;Лето
DIST00497;24;10861,96;8;4;М;Молодые;Новый;2024-06-27;2024-06;Лето
DIST00498;24;17962,84;1;3;Ж;Молодые;Постоянный;2024-06-28;2024-06;Лето
DIST00499;47;10606,1;6;3;Ж;Средние;Новый;2024-06-28;2024-06;Лето
DIST00500;33;7089,21;5;5;Ж;Средние;Постоянный;2024-06-28;2024-06;Лето
DIST00501;54;543,13;2;5;Ж;Пожилые;Постоянный;2024-06-29;2024-06;Лето
DIST00502;59;2387,83;4;4;Ж;Пожилые;Новый;2024-06-30;2024-06;Лето
DIST00503;41;640,48;3;5;Ж;Средние;Постоянный;2024-06-30;2024-06;Лето
DIST00504;41;2440,21;3;5;Ж;Средние;Новый;2024-06-30;2024-06;Лето
DIST00505;47;4339,11;4;2;Ж;Средние;Постоянный;2024-07-01;2024-07;Лето
DIST00506;67;4695,09;7;4;М;Пожилые;Постоянный;2024-07-01;2024-07;Лето
DIST00507;29;1962,32;4;4;Ж;Молодые;Новый;2024-07-02;2024-07;Лето
DIST00508;33;4973,15;6;4;Ж;Средние;Постоянный;2024-07-02;2024-07;Лето
DIST00509;32;11040,92;4;5;Ж;Средние;Постоянный;2024-07-02;2024-07;Лето
DIST00510;46;1830,47;4;5;Ж;Средние;Новый;2024-07-03;2024-07;Лето
DIST00511;43;12794,75;4;4;М;Средние;Постоянный;2024-07-03;2024-07;Лето
DIST00512;37;13839,6;3;4;М;Средние;Постоянный;2024-07-03;2024-07;Лето
DIST00513;30;639,42;3;4;М;Средние;Постоянный;2024-07-03;2024-07;Лето
DIST00514;35;5156,91;4;4;М;Средние;Постоянный;2024-07-04;2024-07;Лето
DIST00515;41;2931,09;2;4;Ж;Средние;Постоянный;2024-07-04;2024-07;Лето
DIST00516;36;4020,59;2;2;М;Средние;Постоянный;2024-07-05;2024-07;Лето
DIST00517;25;24957,05;4;3;М;Молодые;Постоянный;2024-07-05;2024-07;Лето
DIST00518;40;11969,03;3;2;Ж;Средние;Постоянный;2024-07-06;2024-07;Лето
DIST00519;26;5059,89;4;4;М;Молодые;Новый;2024-07-06;2024-07;Лето
DIST00520;21;7999,02;3;5;Ж;Молодые;Постоянный;2024-07-06;2024-07;Лето
DIST00521;41;963,6;2;5;Ж;Средние;Постоянный;2024-07-06;2024-07;Лето
DIST00522;43;6835,98;6;3;Ж;Средние;Постоянный;2024-07-06;2024-07;Лето
DIST00523;30;6896,18;4;5;Ж;Средние;Постоянный;2024-07-06;2024-07;Лето
DIST00524;56;2813,2;4;3;Ж;Пожилые;Новый;2024-07-07;2024-07;Лето
DIST00525;39;12319,94;3;1;Ж;Средние;Новый;2024-07-07;2024-07;Лето
DIST00526;43;4009,16;5;5;Ж;Средние;Постоянный;2024-07-07;2024-07;Лето
DIST00527;44;4226,41;10;4;Ж;Средние;Новый;2024-07-09;2024-07;Лето
DIST00528;40;13885,23;3;3;М;Средние;Постоянный;2024-07-09;2024-07;Лето
DIST00529;49;7142,08;1;4;М;Средние;Постоянный;2024-07-09;2024-07;Лето
DIST00530;36;5127,15;4;4;М;Средние;Новый;2024-07-09;2024-07;Лето
DIST00531;47;12853,56;4;5;М;Средние;Постоянный;2024-07-10;2024-07;Лето
DIST00532;37;3478,87;3;2;Ж;Средние;Новый;2024-07-10;2024-07;Лето
DIST00533;51;5696,82;1;2;М;Пожилые;Постоянный;2024-07-10;2024-07;Лето
DIST00534;45;6068,66;1;3;Ж;Средние;Постоянный;2024-07-11;2024-07;Лето
DIST00535;18;34274,16;4;2;М;Молодые;Постоянный;2024-07-11;2024-07;Лето
DIST00536;41;6307,25;4;5;Ж;Средние;Постоянный;2024-07-12;2024-07;Лето
DIST00537;23;3839,32;5;4;М;Молодые;Постоянный;2024-07-13;2024-07;Лето
DIST00538;46;4821,0;4;2;М;Средние;Постоянный;2024-07-13;2024-07;Лето
DIST00539;20;5032,4;2;4;М;Молодые;Постоянный;2024-07-13;2024-07;Лето
DIST00540;49;5259,9;4;5;Ж;Средние;Постоянный;2024-07-13;2024-07;Лето
DIST00541;37;12343,54;4;3;М;Средние;Постоянный;2024-07-13;2024-07;Лето
DIST00542;39;2737,82;4;2;Ж;Средние;Постоянный;2024-07-14;2024-07;Лето
DIST00543;43;2082,81;5;4;М;Средние;Постоянный;2024-07-14;2024-07;Лето
DIST00544;51;11890,45;2;4;Ж;Пожилые;Постоянный;2024-07-14;2024-07;Лето
DIST00545;56;7531,8;8;5;М;Пожилые;Постоянный;2024-07-14;2024-07;Лето
DIST00546;60;1732,5;4;3;М;Пожилые;Новый;2024-07-14;2024-07;Лето
DIST00547;31;2912,15;3;1;М;Средние;Новый;2024-07-15;2024-07;Лето
DIST00548;50;2946,78;3;4;Ж;Пожилые;Постоянный;2024-07-15;2024-07;Лето
DIST00549;45;760,49;3;5;М;Средние;Постоянный;2024-07-15;2024-07;Лето
DIST00550;29;25891,3;3;3;М;Молодые;Постоянный;2024-07-15;2024-07;Лето
DIST00551;33;6763,29;5;3;М;Средние;Постоянный;2024-07-15;2024-07;Лето
DIST00552;43;8613,58;2;4;М;Средние;Постоянный;2024-07-16;2024-07;Лето
DIST00553;29;1833,15;3;2;М;Молодые;Постоянный;2024-07-16;2024-07;Лето
DIST00554;43;5051,05;4;5;М;Средние;Постоянный;2024-07-17;2024-07;Лето
DIST00555;24;8750,8;3;5;М;Молодые;Новый;2024-07-17;2024-07;Лето
DIST00556;28;4521,09;6;5;Ж;Молодые;Постоянный;2024-07-17;2024-07;Лето
DIST00557;43;9331,85;3;5;Ж;Средние;Постоянный;2024-07-17;2024-07;Лето
DIST00558;41;569,29;2;4;М;Средние;Постоянный;2024-07-18;2024-07;Лето
DIST00559;31;592,5;4;5;Ж;Средние;Постоянный;2024-07-18;2024-07;Лето
DIST00560;42;7307,54;6;5;М;Средние;Постоянный;2024-07-20;2024-07;Лето
DIST00561;59;5076,31;6;1;Ж;Пожилые;Новый;2024-07-20;2024-07;Лето
DIST00562;26;2815,61;4;4;Ж;Молодые;Постоянный;2024-07-20;2024-07;Лето
DIST00563;27;3844,55;3;2;М;Молодые;Постоянный;2024-07-20;2024-07;Лето
DIST00564;52;3315,31;4;5;М;Пожилые;Новый;2024-07-21;2024-07;Лето
DIST00565;33;9233,61;4;3;М;Средние;Постоянный;2024-07-21;2024-07;Лето
DIST00566;41;9277,1;4;5;М;Средние;Новый;2024-07-22;2024-07;Лето
DIST00567;55;5715,19;3;2;М;Пожилые;Постоянный;2024-07-22;2024-07;Лето
DIST00568;40;3626,2;4;1;Ж;Средние;Новый;2024-07-22;2024-07;Лето
DIST00569;21;3194,23;4;4;Ж;Молодые;Постоянный;2024-07-22;2024-07;Лето
DIST00570;80;2526,4;3;4;Ж;Пожилые;Новый;2024-07-23;2024-07;Лето
DIST00571;60;1491,64;4;4;Ж;Пожилые;Постоянный;2024-07-23;2024-07;Лето
DIST00572;33;2261,73;3;2;Ж;Средние;Постоянный;2024-07-24;2024-07;Лето
DIST00573;49;4266,22;4;5;М;Средние;Постоянный;2024-07-24;2024-07;Лето
DIST00574;53;11927,16;4;4;М;Пожилые;Новый;2024-07-25;2024-07;Лето
DIST00575;41;3314,21;10;3;Ж;Средние;Постоянный;2024-07-25;2024-07;Лето
DIST00576;63;2017,68;4;4;М;Пожилые;Новый;2024-07-25;2024-07;Лето
DIST00577;45;9070,13;4;5;М;Средние;Новый;2024-07-25;2024-07;Лето
DIST00578;39;16117,51;2;5;Ж;Средние;Постоянный;2024-07-25;2024-07;Лето
DIST00579;28;3355,98;1;4;Ж;Молодые;Новый;2024-07-25;2024-07;Лето
DIST00580;37;7614,62;2;1;Ж;Средние;Новый;2024-07-26;2024-07;Лето
DIST00581;48;17788,25;6;3;Ж;Средние;Постоянный;2024-07-26;2024-07;Лето
DIST00582;65;8147,18;2;4;Ж;Пожилые;Постоянный;2024-07-26;2024-07;Лето
DIST00583;38;5725,43;1;4;М;Средние;Постоянный;2024-07-26;2024-07;Лето
DIST00584;34;21059,84;3;4;Ж;Средние;Постоянный;2024-07-27;2024-07;Лето
DIST00585;18;2099,26;5;5;Ж;Молодые;Новый;2024-07-29;2024-07;Лето
DIST00586;45;500,0;5;5;М;Средние;Постоянный;2024-07-29;2024-07;Лето
DIST00587;53;4026,12;8;4;Ж;Пожилые;Постоянный;2024-07-29;2024-07;Лето
DIST00588;43;6465,05;3;3;Ж;Средние;Постоянный;2024-07-29;2024-07;Лето
DIST00589;38;2510,36;2;4;М;Средние;Новый;2024-07-29;2024-07;Лето
DIST00590;34;15034,51;4;3;Ж;Средние;Постоянный;2024-07-29;2024-07;Лето
DIST00591;57;36729,93;4;5;М;Пожилые;Постоянный;2024-07-29;2024-07;Лето
DIST00592;28;6710,36;4;5;Ж;Молодые;Постоянный;2024-07-30;2024-07;Лето
DIST00593;50;4051,26;6;4;М;Пожилые;Постоянный;2024-07-31;2024-07;Лето
DIST00594;43;2270,99;4;1;М;Средние;Постоянный;2024-07-31;2024-07;Лето
DIST00595;44;18265,22;4;2;М;Средние;Постоянный;2024-08-01;2024-08;Лето
DIST00596;33;2321,66;3;4;М;Средние;Постоянный;2024-08-01;2024-08;Лето
DIST00597;57;9327,56;4;2;Ж;Пожилые;Постоянный;2024-08-01;2024-08;Лето
DIST00598;22;5668,95;3;2;М;Молодые;Новый;2024-08-01;2024-08;Лето
DIST00599;69;1740,7;5;4;Ж;Пожилые;Новый;2024-08-01;2024-08;Лето
DIST00600;51;6269,81;3;1;Ж;Пожилые;Новый;2024-08-02;2024-08;Лето
DIST00601;23;6176,65;3;2;Ж;Молодые;Новый;2024-08-02;2024-08;Лето
DIST00602;38;3091,07;4;5;М;Средние;Новый;2024-08-02;2024-08;Лето
DIST00603;57;6966,14;3;5;М;Пожилые;Постоянный;2024-08-03;2024-08;Лето
DIST00604;47;3918,55;4;5;М;Средние;Постоянный;2024-08-04;2024-08;Лето
DIST00605;44;1346,76;5;4;М;Средние;Постоянный;2024-08-04;2024-08;Лето
