transaction_id;order_id;payment_date;payment_amount;payment_method_id;payment_status;currency
PAY_2024_000309;ORD-2024-000309;2024-02-10;40241.02;BANK_001;failed;RUB
PAY_2024_000310;ORD-2024-000310;2024-02-09;37426.77;CARD_001;failed;RUB
PAY_2024_000311;ORD-2024-000311;2024-02-12;37073.78;CARD_002;completed;RUB
PAY_2024_000312;ORD-2024-000312;2024-02-11;7570.32;CASH_001;completed;RUB
PAY_2024_000313;ORD-2024-000313;2024-02-12;39404.61;WALLET_001;completed;RUB
PAY_2024_000314;ORD-2024-000314;2024-02-13;37078.94;WALLET_001;completed;RUB
PAY_2024_000315;ORD-2024-000315;2024-02-17;2252.43;CARD_002;completed;RUB
PAY_2024_000316;ORD-2024-000316;2024-02-17;8941.01;BANK_001;completed;RUB
PAY_2024_000317;ORD-2024-000317;2024-02-18;38106.58;CARD_002;completed;RUB
PAY_2024_000318;ORD-2024-000318;2024-02-19;13897.39;CARD_002;completed;RUB
PAY_2024_000319;ORD-2024-000319;2024-02-21;31879.12;BANK_001;failed;RUB
PAY_2024_000320;ORD-2024-000320;2024-02-19;34926.68;CARD_002;completed;RUB
PAY_2024_000321;ORD-2024-000321;2024-02-22;7893.18;BANK_001;completed;RUB
PAY_2024_000322;ORD-2024-000322;2024-02-21;2629.03;CARD_001;completed;RUB
PAY_2024_000323;ORD-2024-000323;2024-02-25;26908.08;CARD_001;completed;RUB
PAY_2024_000324;ORD-2024-000324;2024-02-25;12418.13;CARD_001;completed;RUB
PAY_2024_000325;ORD-2024-000325;2024-02-25;8594.87;BANK_001;completed;RUB
PAY_2024_000326;ORD-2024-000326;2024-02-28;14143.94;CASH_001;completed;RUB
PAY_2024_000327;ORD-2024-000327;2024-02-29;3556.05;CASH_001;completed;RUB
PAY_2024_000328;ORD-2024-000328;2024-03-01;14878.35;CARD_002;completed;RUB
PAY_2024_000329;ORD-2024-000329;2024-02-29;2332.18;CARD_001;completed;RUB
PAY_2024_000330;ORD-2024-000330;2024-02-29;36859.78;CARD_001;completed;RUB
PAY_2024_000331;ORD-2024-000331;2024-03-01;7192.74;BANK_001;completed;RUB
PAY_2024_000332;ORD-2024-000332;2024-03-02;18910.02;WALLET_001;completed;RUB
PAY_2024_000333;ORD-2024-000333;2024-03-04;5686.86;WALLET_001;completed;RUB
PAY_2024_000334;ORD-2024-000334;2024-03-04;1763.17;BANK_001;completed;RUB
PAY_2024_000335;ORD-2024-000335;2024-03-05;33065.75;CARD_001;completed;RUB
PAY_2024_000336;ORD-2024-000336;2024-03-07;34541.82;BANK_001;failed;RUB
PAY_2024_000337;ORD-2024-000337;2024-03-07;14519.85;WALLET_001;completed;RUB
PAY_2024_000338;ORD-2024-000338;2024-03-11;14813.58;BANK_001;completed;RUB
PAY_2024_000339;ORD-2024-000339;2024-03-09;3420.32;CARD_001;completed;RUB
PAY_2024_000340;ORD-2024-000340;2024-03-12;34410.37;CARD_002;completed;RUB
PAY_2024_000341;ORD-2024-000341;2024-03-13;18838.19;CARD_001;completed;RUB
PAY_2024_000342;ORD-2024-000342;2024-03-14;36533.03;WALLET_001;completed;RUB
PAY_2024_000343;ORD-2024-000343;2024-03-15;2425.39;CASH_001;completed;RUB
PAY_2024_000344;ORD-2024-000344;2024-03-17;22521.17;BANK_001;completed;RUB
PAY_2024_000345;ORD-2024-000345;2024-03-17;6242.78;WALLET_001;completed;RUB
PAY_2024_000346;ORD-2024-000346;2024-03-16;16940.5;CARD_001;completed;RUB
PAY_2024_000347;ORD-2024-000347;2024-03-17;13658.83;CARD_002;failed;RUB
PAY_2024_000348;ORD-2024-000348;2024-03-19;3719.49;CARD_002;completed;RUB
PAY_2024_000349;ORD-2024-000349;2024-03-19;5683.52;BANK_001;completed;RUB
PAY_2024_000350;ORD-2024-000350;2024-03-20;45407.15;CASH_001;completed;RUB
PAY_2024_000351;ORD-2024-000351;2024-03-24;42380.43;BANK_001;completed;RUB
PAY_2024_000352;ORD-2024-000352;2024-03-24;31008.67;BANK_001;completed;RUB
PAY_2024_000353;ORD-2024-000353;2024-03-26;5699.41;CASH_001;pending;RUB
PAY_2024_000354;ORD-2024-000354;2024-03-26;47711.97;CASH_001;completed;RUB
PAY_2024_000355;ORD-2024-000355;2024-03-27;17714.27;CARD_001;completed;RUB
PAY_2024_000356;ORD-2024-000356;2024-03-26;25090.5;CASH_001;failed;RUB
PAY_2024_000357;ORD-2024-000357;2024-03-27;22216.22;BANK_001;completed;RUB
PAY_2024_000358;ORD-2024-000358;2024-03-30;16383.6;CARD_002;completed;RUB
PAY_2024_000359;ORD-2024-000359;2024-03-29;27665.28;CASH_001;completed;RUB
PAY_2024_000360;ORD-2024-000360;2024-03-30;37114.62;CASH_001;completed;RUB
PAY_2024_000361;ORD-2024-000361;2024-01-02;16221.25;CARD_002;completed;RUB
PAY_2024_000362;ORD-2024-000362;2024-01-05;2429.32;CARD_001;failed;RUB
PAY_2024_000363;ORD-2024-000363;2024-01-04;39215.91;WALLET_001;failed;RUB
PAY_2024_000364;ORD-2024-000364;2024-01-06;38743.34;CARD_001;completed;RUB
PAY_2024_000365;ORD-2024-000365;2024-01-05;8654.67;WALLET_001;completed;RUB
PAY_2024_000366;ORD-2024-000366;2024-01-06;49700.05;WALLET_001;completed;RUB
PAY_2024_000367;ORD-2024-000367;2024-01-08;26059.23;CASH_001;failed;RUB
PAY_2024_000368;ORD-2024-000368;2024-01-08;17103.83;WALLET_001;failed;RUB
PAY_2024_000369;ORD-2024-000369;2024-01-10;40125.84;BANK_001;completed;RUB
PAY_2024_000370;ORD-2024-000370;2024-01-12;35530.81;CARD_001;completed;RUB
PAY_2024_000371;ORD-2024-000371;2024-01-14;13399.64;CARD_002;completed;RUB
PAY_2024_000372;ORD-2024-000372;2024-01-15;31454.9;CASH_001;completed;RUB
PAY_2024_000373;ORD-2024-000373;2024-01-15;27660.89;CARD_001;completed;RUB
PAY_2024_000374;ORD-2024-000374;2024-01-14;47633.63;CARD_002;completed;RUB
PAY_2024_000375;ORD-2024-000375;2024-01-16;35092.52;CASH_001;completed;RUB
PAY_2024_000376;ORD-2024-000376;2024-01-18;9856.77;CASH_001;completed;RUB
PAY_2024_000377;ORD-2024-000377;2024-01-20;31067.76;CARD_002;completed;RUB
PAY_2024_000378;ORD-2024-000378;2024-01-21;23209.2;CARD_001;completed;RUB
PAY_2024_000379;ORD-2024-000379;2024-01-19;25778.69;CARD_002;completed;RUB
PAY_2024_000380;ORD-2024-000380;2024-01-20;25414.19;CARD_002;completed;RUB
PAY_2024_000381;ORD-2024-000381;2024-01-21;35934.99;CARD_002;completed;RUB
PAY_2024_000382;ORD-2024-000382;2024-01-22;49671.58;CASH_001;completed;RUB
PAY_2024_000383;ORD-2024-000383;2024-01-23;28315.38;CARD_002;completed;RUB
PAY_2024_000384;ORD-2024-000384;2024-01-27;4652.88;CASH_001;completed;RUB
PAY_2024_000385;ORD-2024-000385;2024-01-25;4576.09;CARD_002;completed;RUB
PAY_2024_000386;ORD-2024-000386;2024-01-28;36808.17;CARD_002;completed;RUB
PAY_2024_000387;ORD-2024-000387;2024-01-30;3368.32;WALLET_001;failed;RUB
PAY_2024_000388;ORD-2024-000388;2024-01-31;38906.3;CARD_001;pending;RUB
PAY_2024_000389;ORD-2024-000389;2024-01-31;581.45;CARD_002;completed;RUB
PAY_2024_000390;ORD-2024-000390;2024-01-31;33085.31;CASH_001;completed;RUB
PAY_2024_000391;ORD-2024-000391;2024-02-03;11209.49;CASH_001;completed;RUB
PAY_2024_000392;ORD-2024-000392;2024-02-04;11812.06;CARD_002;completed;RUB
PAY_2024_000393;ORD-2024-000393;2024-02-04;2680.16;CASH_001;completed;RUB
PAY_2024_000394;ORD-2024-000394;2024-02-06;21696.32;BANK_001;completed;RUB
PAY_2024_000395;ORD-2024-000395;2024-02-04;32605.97;BANK_001;completed;RUB
PAY_2024_000396;ORD-2024-000396;2024-02-05;34099.45;CARD_001;completed;RUB
PAY_2024_000397;ORD-2024-000397;2024-02-06;21096.43;WALLET_001;completed;RUB
PAY_2024_000398;ORD-2024-000398;2024-02-07;34746.14;WALLET_001;completed;RUB
PAY_2024_000399;ORD-2024-000399;2024-02-08;17898.49;BANK_001;failed;RUB
PAY_2024_000400;ORD-2024-000400;2024-02-11;40099.26;WALLET_001;completed;RUB
PAY_2024_000401;ORD-2024-000401;2024-02-12;38854.4;CARD_002;completed;RUB
PAY_2024_000402;ORD-2024-000402;2024-02-14;3758.7;CARD_001;completed;RUB
PAY_2024_000403;ORD-2024-000403;2024-02-13;30013.17;WALLET_001;completed;RUB
PAY_2024_000404;ORD-2024-000404;2024-02-13;22290.79;CARD_001;completed;RUB
PAY_2024_000405;ORD-2024-000405;2024-02-14;37227.78;BANK_001;completed;RUB
PAY_2024_000406;ORD-2024-000406;2024-02-16;20946.33;WALLET_001;completed;RUB
PAY_2024_000407;ORD-2024-000407;2024-02-16;12232.01;CARD_001;completed;RUB
PAY_2024_000408;ORD-2024-000408;2024-02-19;28392.83;CARD_001;failed;RUB
PAY_2024_000409;ORD-2024-000409;2024-02-21;22224.87;BANK_001;completed;RUB
PAY_2024_000410;ORD-2024-000410;2024-02-19;14314.29;CASH_001;completed;RUB
PAY_2024_000411;ORD-2024-000411;2024-02-21;37021.62;CARD_001;completed;RUB
PAY_2024_000412;ORD-2024-000412;2024-02-24;18043.58;CARD_002;failed;RUB
PAY_2024_000413;ORD-2024-000413;2024-02-22;35951.31;CARD_002;completed;RUB
PAY_2024_000414;ORD-2024-000414;2024-02-26;2271.03;CARD_002;pending;RUB
PAY_2024_000415;ORD-2024-000415;2024-02-27;25037.26;WALLET_001;completed;RUB
PAY_2024_000416;ORD-2024-000416;2024-02-27;44183.22;CASH_001;failed;RUB
PAY_2024_000417;ORD-2024-000417;2024-02-28;47153.71;BANK_001;completed;RUB
PAY_2024_000418;ORD-2024-000418;2024-03-01;14580.5;WALLET_001;failed;RUB
PAY_2024_000419;ORD-2024-000419;2024-02-28;8953.62;CASH_001;completed;RUB
PAY_2024_000420;ORD-2024-000420;2024-02-29;10770.68;WALLET_001;completed;RUB
PAY_2024_000421;ORD-2024-000421;2024-03-01;6225.98;CARD_002;completed;RUB
PAY_2024_000422;ORD-2024-000422;2024-03-02;25387.51;CARD_002;completed;RUB
PAY_2024_000423;ORD-2024-000423;2024-03-03;40730.73;CASH_001;completed;RUB
PAY_2024_000424;ORD-2024-000424;2024-03-04;29051.75;BANK_001;completed;RUB
PAY_2024_000425;ORD-2024-000425;2024-03-07;6131.65;CASH_001;completed;RUB
PAY_2024_000426;ORD-2024-000426;2024-03-06;25184.79;CASH_001;completed;RUB
PAY_2024_000427;ORD-2024-000427;2024-03-09;44841.88;CARD_001;completed;RUB
PAY_2024_000428;ORD-2024-000428;2024-03-10;37370.38;CASH_001;completed;RUB
PAY_2024_000429;ORD-2024-000429;2024-03-12;47951.21;CARD_002;completed;RUB
PAY_2024_000430;ORD-2024-000430;2024-03-11;49266.94;CASH_001;completed;RUB
PAY_2024_000431;ORD-2024-000431;2024-03-11;1423.38;BANK_001;completed;RUB
PAY_2024_000432;ORD-2024-000432;2024-03-12;8883.98;CASH_001;completed;RUB
PAY_2024_000433;ORD-2024-000433;2024-03-14;26399.53;BANK_001;failed;RUB
PAY_2024_000434;ORD-2024-000434;2024-03-16;29443.89;CARD_001;completed;RUB
PAY_2024_000435;ORD-2024-000435;2024-03-17;19461.46;WALLET_001;completed;RUB
PAY_2024_000436;ORD-2024-000436;2024-03-18;43740.49;WALLET_001;completed;RUB
PAY_2024_000437;ORD-2024-000437;2024-03-18;42565.63;WALLET_001;completed;RUB
PAY_2024_000438;ORD-2024-000438;2024-03-20;17937.72;WALLET_001;failed;RUB
PAY_2024_000439;ORD-2024-000439;2024-03-20;12047.28;BANK_001;completed;RUB
PAY_2024_000440;ORD-2024-000440;2024-03-23;4670.8;BANK_001;completed;RUB
PAY_2024_000441;ORD-2024-000441;2024-03-22;36729.93;CARD_002;completed;RUB
PAY_2024_000442;ORD-2024-000442;2024-03-25;45247.86;CASH_001;completed;RUB
PAY_2024_000443;ORD-2024-000443;2024-03-23;31213.78;CARD_001;completed;RUB
PAY_2024_000444;ORD-2024-000444;2024-03-27;17302.81;CASH_001;completed;RUB
PAY_2024_000445;ORD-2024-000445;2024-03-28;19921.1;CARD_002;completed;RUB
PAY_2024_000446;ORD-2024-000446;2024-03-27;32869.27;CARD_002;completed;RUB
PAY_2024_000447;ORD-2024-000447;2024-03-27;1144.91;BANK_001;failed;RUB
PAY_2024_000448;ORD-2024-000448;2024-03-31;27092.37;BANK_001;completed;RUB
PAY_2024_000449;ORD-2024-000449;2024-03-30;15122.44;CARD_001;completed;RUB
PAY_2024_000450;ORD-2024-000450;2024-03-31;6012.41;CASH_001;completed;RUB
PAY_2024_000451;ORD-2024-000451;2024-01-01;41120.0;WALLET_001;completed;RUB
PAY_2024_000452;ORD-2024-000452;2024-01-02;1476.72;CASH_001;failed;RUB
PAY_2024_000453;ORD-2024-000453;2024-01-06;25350.84;CARD_002;completed;RUB
PAY_2024_000454;ORD-2024-000454;2024-01-05;36884.85;CASH_001;completed;RUB
PAY_2024_000455;ORD-2024-000455;2024-01-06;37895.32;CARD_002;completed;RUB
PAY_2024_000456;ORD-2024-000456;2024-01-08;12901.88;CARD_001;completed;RUB
PAY_2024_000457;ORD-2024-000457;2024-01-09;36234.0;BANK_001;completed;RUB
PAY_2024_000458;ORD-2024-000458;2024-01-09;44122.98;WALLET_001;completed;RUB
PAY_2024_000459;ORD-2024-000459;2024-01-10;37451.91;CASH_001;failed;RUB
PAY_2024_000460;ORD-2024-000460;2024-01-10;26397.17;BANK_001;completed;RUB
PAY_2024_000461;ORD-2024-000461;2024-01-14;49823.4;CARD_002;completed;RUB
PAY_2024_000462;ORD-2024-000462;2024-01-15;39785.96;CARD_002;completed;RUB
PAY_2024_000463;ORD-2024-000463;2024-01-14;43356.49;BANK_001;completed;RUB
PAY_2024_000464;ORD-2024-000464;2024-01-15;1596.9;CARD_001;completed;RUB
PAY_2024_000465;ORD-2024-000465;2024-01-15;31089.45;BANK_001;completed;RUB
PAY_2024_000466;ORD-2024-000466;2024-01-19;26061.1;CARD_001;completed;RUB
PAY_2024_000467;ORD-2024-000467;2024-01-17;26022.94;CARD_002;failed;RUB
PAY_2024_000468;ORD-2024-000468;2024-01-20;40563.87;CARD_001;completed;RUB
PAY_2024_000469;ORD-2024-000469;2024-01-20;30343.44;BANK_001;completed;RUB
PAY_2024_000470;ORD-2024-000470;2024-01-20;25643.64;CARD_002;completed;RUB
PAY_2024_000471;ORD-2024-000471;2024-01-21;15563.81;CASH_001;completed;RUB
PAY_2024_000472;ORD-2024-000472;2024-01-24;7662.92;BANK_001;completed;RUB
PAY_2024_000473;ORD-2024-000473;2024-01-25;11507.49;CARD_002;completed;RUB
PAY_2024_000474;ORD-2024-000474;2024-01-25;29944.23;CARD_001;completed;RUB
PAY_2024_000475;ORD-2024-000475;2024-01-25;22442.53;CASH_001;completed;RUB
PAY_2024_000476;ORD-2024-000476;2024-01-28;17035.42;CARD_001;completed;RUB
PAY_2024_000477;ORD-2024-000477;2024-01-28;48604.12;BANK_001;completed;RUB
PAY_2024_000478;ORD-2024-000478;2024-01-31;35792.49;CARD_002;completed;RUB
PAY_2024_000479;ORD-2024-000479;2024-02-01;10844.43;CASH_001;completed;RUB
PAY_2024_000480;ORD-2024-000480;2024-01-31;48618.83;CASH_001;completed;RUB
PAY_2024_000481;ORD-2024-000481;2024-02-02;38341.8;CARD_001;completed;RUB
PAY_2024_000482;ORD-2024-000482;2024-02-02;7916.64;BANK_001;completed;RUB
PAY_2024_000483;ORD-2024-000483;2024-02-02;32242.6;WALLET_001;failed;RUB
PAY_2024_000484;ORD-2024-000484;2024-02-04;48056.61;BANK_001;completed;RUB
PAY_2024_000485;ORD-2024-000485;2024-02-07;15435.83;BANK_001;completed;RUB
PAY_2024_000486;ORD-2024-000486;2024-02-06;34921.66;BANK_001;completed;RUB
PAY_2024_000487;ORD-2024-000487;2024-02-09;10546.82;CASH_001;completed;RUB
PAY_2024_000488;ORD-2024-000488;2024-02-10;1959.39;CASH_001;completed;RUB
PAY_2024_000489;ORD-2024-000489;2024-02-08;29975.58;BANK_001;completed;RUB
PAY_2024_000490;ORD-2024-000490;2024-02-09;3539.4;WALLET_001;completed;RUB
PAY_2024_000491;ORD-2024-000491;2024-02-13;33991.84;CARD_002;failed;RUB
PAY_2024_000492;ORD-2024-000492;2024-02-14;41534.73;CASH_001;completed;RUB
PAY_2024_000493;ORD-2024-000493;2024-02-15;24140.16;CASH_001;completed;RUB
PAY_2024_000494;ORD-2024-000494;2024-02-13;7136.28;BANK_001;failed;RUB
PAY_2024_000495;ORD-2024-000495;2024-02-14;14514.44;CARD_001;failed;RUB
PAY_2024_000496;ORD-2024-000496;2024-02-15;39088.0;WALLET_001;completed;RUB
PAY_2024_000497;ORD-2024-000497;2024-02-17;21198.47;BANK_001;completed;RUB
PAY_2024_000498;ORD-2024-000498;2024-02-20;48223.51;CARD_002;completed;RUB
PAY_2024_000499;ORD-2024-000499;2024-02-21;24194.56;CASH_001;completed;RUB
PAY_2024_000500;ORD-2024-000500;2024-02-21;38201.3;BANK_001;completed;RUB
PAY_2024_000501;ORD-2024-000501;2024-02-22;1186.86;BANK_001;completed;RUB
PAY_2024_000502;ORD-2024-000502;2024-02-22;30450.29;BANK_001;completed;RUB
PAY_2024_000503;ORD-2024-000503;2024-02-24;12224.7;BANK_001;completed;RUB
PAY_2024_000504;ORD-2024-000504;2024-02-24;9469.55;CARD_001;failed;RUB
PAY_2024_000505;ORD-2024-000505;2024-02-24;16918.83;BANK_001;completed;RUB
PAY_2024_000506;ORD-2024-000506;2024-02-28;18223.52;CARD_002;completed;RUB
PAY_2024_000507;ORD-2024-000507;2024-02-26;3869.08;WALLET_001;completed;RUB
PAY_2024_000508;ORD-2024-000508;2024-03-01;19561.97;WALLET_001;completed;RUB
PAY_2024_000509;ORD-2024-000509;2024-03-02;3590.62;CARD_002;completed;RUB
PAY_2024_000510;ORD-2024-000510;2024-03-02;45282.67;CARD_002;failed;RUB
PAY_2024_000511;ORD-2024-000511;2024-03-01;42638.8;BANK_001;completed;RUB
PAY_2024_000512;ORD-2024-000512;2024-03-03;13935.26;BANK_001;completed;RUB
PAY_2024_000513;ORD-2024-000513;2024-03-04;41236.99;WALLET_001;completed;RUB
PAY_2024_000514;ORD-2024-000514;2024-03-07;44980.15;CARD_002;completed;RUB
PAY_2024_000515;ORD-2024-000515;2024-03-07;13880.68;CARD_002;completed;RUB
PAY_2024_000516;ORD-2024-000516;2024-03-06;8213.95;BANK_001;completed;RUB
PAY_2024_000517;ORD-2024-000517;2024-03-07;15426.39;CASH_001;completed;RUB
PAY_2024_000518;ORD-2024-000518;2024-03-11;35279.07;WALLET_001;completed;RUB
PAY_2024_000519;ORD-2024-000519;2024-03-09;27193.51;CASH_001;completed;RUB
PAY_2024_000520;ORD-2024-000520;2024-03-12;46935.71;CARD_002;completed;RUB
PAY_2024_000521;ORD-2024-000521;2024-03-13;22240.22;CASH_001;completed;RUB
PAY_2024_000522;ORD-2024-000522;2024-03-14;22548.83;CASH_001;completed;RUB
PAY_2024_000523;ORD-2024-000523;2024-03-13;17398.18;CASH_001;completed;RUB
PAY_2024_000524;ORD-2024-000524;2024-03-17;8264.56;CASH_001;completed;RUB
PAY_2024_000525;ORD-2024-000525;2024-03-18;42314.83;CARD_002;completed;RUB
PAY_2024_000526;ORD-2024-000526;2024-03-19;10275.68;BANK_001;completed;RUB
PAY_2024_000527;ORD-2024-000527;2024-03-18;45337.3;WALLET_001;completed;RUB
PAY_2024_000528;ORD-2024-000528;2024-03-18;20191.18;CASH_001;failed;RUB
PAY_2024_000529;ORD-2024-000529;2024-03-22;8896.0;CASH_001;completed;RUB
PAY_2024_000530;ORD-2024-000530;2024-03-23;24236.17;CASH_001;completed;RUB
PAY_2024_000531;ORD-2024-000531;2024-03-21;25359.32;CARD_002;completed;RUB
PAY_2024_000532;ORD-2024-000532;2024-03-23;6734.96;CASH_001;completed;RUB
PAY_2024_000533;ORD-2024-000533;2024-03-26;22278.03;CASH_001;completed;RUB
PAY_2024_000534;ORD-2024-000534;2024-03-27;5054.11;BANK_001;completed;RUB
PAY_2024_000535;ORD-2024-000535;2024-03-27;23282.57;CARD_002;completed;RUB
PAY_2024_000536;ORD-2024-000536;2024-03-28;34746.87;CARD_002;failed;RUB
PAY_2024_000537;ORD-2024-000537;2024-03-27;49063.77;CARD_001;completed;RUB
PAY_2024_000538;ORD-2024-000538;2024-03-29;14969.55;CARD_001;completed;RUB
PAY_2024_000539;ORD-2024-000539;2024-04-01;12339.26;BANK_001;completed;RUB
PAY_2024_000540;ORD-2024-000540;2024-04-01;24177.46;CARD_001;failed;RUB
PAY_2024_000541;ORD-2024-000541;2024-01-03;26135.76;CARD_002;failed;RUB
PAY_2024_000542;ORD-2024-000542;2024-01-02;41419.31;BANK_001;completed;RUB
PAY_2024_000543;ORD-2024-000543;2024-01-03;39218.3;CARD_001;completed;RUB
PAY_2024_000544;ORD-2024-000544;2024-01-04;22021.85;CASH_001;completed;RUB
PAY_2024_000545;ORD-2024-000545;2024-01-06;41422.03;CARD_001;completed;RUB
PAY_2024_000546;ORD-2024-000546;2024-01-09;45136.3;BANK_001;completed;RUB
PAY_2024_000547;ORD-2024-000547;2024-01-08;10061.6;BANK_001;completed;RUB
PAY_2024_000548;ORD-2024-000548;2024-01-10;49392.11;CARD_002;failed;RUB
PAY_2024_000549;ORD-2024-000549;2024-01-10;40859.85;CARD_001;completed;RUB
PAY_2024_000550;ORD-2024-000550;2024-01-11;17196.3;BANK_001;completed;RUB
PAY_2024_000551;ORD-2024-000551;2024-01-14;16711.53;WALLET_001;completed;RUB
PAY_2024_000552;ORD-2024-000552;2024-01-14;42529.21;CASH_001;completed;RUB
PAY_2024_000553;ORD-2024-000553;2024-01-14;5216.99;CASH_001;completed;RUB
PAY_2024_000554;ORD-2024-000554;2024-01-17;26876.52;CARD_002;completed;RUB
PAY_2024_000555;ORD-2024-000555;2024-01-16;9737.22;CARD_001;failed;RUB
PAY_2024_000556;ORD-2024-000556;2024-01-17;16822.68;BANK_001;completed;RUB
PAY_2024_000557;ORD-2024-000557;2024-01-18;39387.33;CASH_001;completed;RUB
PAY_2024_000558;ORD-2024-000558;2024-01-19;22128.87;CASH_001;completed;RUB
PAY_2024_000559;ORD-2024-000559;2024-01-21;49157.03;BANK_001;completed;RUB
PAY_2024_000560;ORD-2024-000560;2024-01-20;2002.72;CASH_001;failed;RUB
PAY_2024_000561;ORD-2024-000561;2024-01-22;39307.25;CASH_001;completed;RUB
PAY_2024_000562;ORD-2024-000562;2024-01-23;31871.08;CASH_001;completed;RUB
PAY_2024_000563;ORD-2024-000563;2024-01-23;14100.32;WALLET_001;completed;RUB
PAY_2024_000564;ORD-2024-000564;2024-01-25;37939.2;CARD_001;completed;RUB
PAY_2024_000565;ORD-2024-000565;2024-01-26;13684.63;BANK_001;failed;RUB
PAY_2024_000566;ORD-2024-000566;2024-01-28;2981.65;WALLET_001;completed;RUB
PAY_2024_000567;ORD-2024-000567;2024-01-28;3457.8;WALLET_001;completed;RUB
PAY_2024_000568;ORD-2024-000568;2024-01-31;7152.31;CARD_001;completed;RUB
PAY_2024_000569;ORD-2024-000569;2024-01-29;11168.76;CARD_002;completed;RUB
PAY_2024_000570;ORD-2024-000570;2024-01-31;29582.4;WALLET_001;failed;RUB
PAY_2024_000571;ORD-2024-000571;2024-01-31;18769.51;CARD_001;completed;RUB
PAY_2024_000572;ORD-2024-000572;2024-02-03;31273.09;BANK_001;completed;RUB
PAY_2024_000573;ORD-2024-000573;2024-02-05;4391.96;WALLET_001;pending;RUB
PAY_2024_000574;ORD-2024-000574;2024-02-06;25886.47;CARD_002;completed;RUB
PAY_2024_000575;ORD-2024-000575;2024-02-04;803.54;BANK_001;completed;RUB
PAY_2024_000576;ORD-2024-000576;2024-02-07;43573.48;WALLET_001;completed;RUB
PAY_2024_000577;ORD-2024-000577;2024-02-07;6366.02;BANK_001;completed;RUB
PAY_2024_000578;ORD-2024-000578;2024-02-08;21106.22;BANK_001;completed;RUB
PAY_2024_000579;ORD-2024-000579;2024-02-09;9695.37;CARD_001;completed;RUB
PAY_2024_000580;ORD-2024-000580;2024-02-11;13670.19;BANK_001;completed;RUB
PAY_2024_000581;ORD-2024-000581;2024-02-11;29107.3;CASH_001;completed;RUB
PAY_2024_000582;ORD-2024-000582;2024-02-11;30017.59;WALLET_001;completed;RUB
PAY_2024_000583;ORD-2024-000583;2024-02-12;30312.25;CARD_001;completed;RUB
PAY_2024_000584;ORD-2024-000584;2024-02-15;3755.31;CASH_001;completed;RUB
PAY_2024_000585;ORD-2024-000585;2024-02-15;1394.4;BANK_001;failed;RUB
PAY_2024_000586;ORD-2024-000586;2024-02-16;39415.72;CARD_001;failed;RUB
PAY_2024_000587;ORD-2024-000587;2024-02-16;21317.0;WALLET_001;completed;RUB
PAY_2024_000588;ORD-2024-000588;2024-02-17;17346.22;CARD_002;failed;RUB
PAY_2024_000589;ORD-2024-000589;2024-02-21;14953.48;WALLET_001;completed;RUB
PAY_2024_000590;ORD-2024-000590;2024-02-20;32933.5;WALLET_001;completed;RUB
PAY_2024_000591;ORD-2024-000591;2024-02-21;3411.66;WALLET_001;completed;RUB
PAY_2024_000592;ORD-2024-000592;2024-02-21;18894.88;BANK_001;completed;RUB
PAY_2024_000593;ORD-2024-000593;2024-02-22;18261.19;CARD_002;completed;RUB
PAY_2024_000594;ORD-2024-000594;2024-02-25;48278.97;CARD_002;failed;RUB
PAY_2024_000595;ORD-2024-000595;2024-02-24;43275.58;BANK_001;failed;RUB
PAY_2024_000596;ORD-2024-000596;2024-02-27;20884.16;WALLET_001;failed;RUB
PAY_2024_000597;ORD-2024-000597;2024-02-28;49088.18;CARD_001;completed;RUB
PAY_2024_000598;ORD-2024-000598;2024-02-28;8567.68;BANK_001;completed;RUB
PAY_2024_000599;ORD-2024-000599;2024-03-01;44666.88;CASH_001;completed;RUB
PAY_2024_000600;ORD-2024-000600;2024-03-02;5437.25;WALLET_001;completed;RUB
PAY_2024_000601;ORD-2024-000601;2024-03-02;28556.92;CARD_001;completed;RUB
PAY_2024_000602;ORD-2024-000602;2024-03-02;34833.8;CASH_001;completed;RUB
PAY_2024_000603;ORD-2024-000603;2024-03-03;31411.28;BANK_001;completed;RUB
PAY_2024_000604;ORD-2024-000604;2024-03-06;33984.34;CASH_001;completed;RUB
PAY_2024_000605;ORD-2024-000605;2024-03-05;13427.47;CARD_002;completed;RUB
PAY_2024_000606;ORD-2024-000606;2024-03-07;29700.8;CARD_001;failed;RUB
PAY_2024_000607;ORD-2024-000607;2024-03-08;16664.83;WALLET_001;completed;RUB
PAY_2024_000608;ORD-2024-000608;2024-03-10;24461.39;CARD_002;completed;RUB
PAY_2024_000609;ORD-2024-000609;2024-03-09;9990.55;CARD_001;completed;RUB
PAY_2024_000610;ORD-2024-000610;2024-03-13;10704.44;CARD_001;completed;RUB
PAY_2024_000611;ORD-2024-000611;2024-03-13;48374.54;WALLET_001;completed;RUB
PAY_2024_000612;ORD-2024-000612;2024-03-14;26208.41;CARD_002;completed;RUB
PAY_2024_000613;ORD-2024-000613;2024-03-16;12974.44;CASH_001;pending;RUB
PAY_2024_000614;ORD-2024-000614;2024-03-15;13189.07;CARD_001;completed;RUB
PAY_2024_000615;ORD-2024-000615;2024-03-17;34722.39;CARD_001;pending;RUB
PAY_2024_000616;ORD-2024-000616;2024-03-16;37309.38;WALLET_001;completed;RUB
PAY_2024_000617;ORD-2024-000617;2024-03-20;4210.78;CARD_001;completed;RUB
