session_id;customer_id;session_start;session_duration;pages_viewed;traffic_source;device_type;converted
SES_2024750339;CUST_10343;2024-03-01 19:15:00;57.7;17;organic_search;desktop;False
SES_2024960340;CUST_10594;2024-03-21 19:11:00;10.0;9;referral;mobile;False
SES_2024420341;;2024-02-01 19:47:00;24.3;3;email;tablet;False
SES_2024320342;;2024-01-02 22:37:00;29.7;13;direct;tablet;False
SES_2024590343;CUST_10192;2024-03-18 10:22:00;48.3;11;organic_search;mobile;False
SES_2024380344;CUST_10076;2024-01-23 15:10:00;17.1;13;direct;desktop;False
SES_2024750345;CUST_10539;2024-03-02 16:26:00;7.3;15;organic_search;tablet;False
SES_2024730346;;2024-01-11 11:33:00;43.2;15;paid_search;mobile;False
SES_2024290347;;2024-03-12 15:03:00;44.9;14;direct;tablet;False
SES_2024330348;CUST_10026;2024-02-24 10:50:00;53.2;19;organic_search;tablet;True
SES_2024430349;;2024-03-19 19:39:00;32.5;3;organic_search;tablet;False
SES_2024660350;CUST_10087;2024-03-08 15:03:00;11.3;14;social;mobile;False
SES_2024210351;CUST_10706;2024-02-06 21:31:00;3.7;5;organic_search;desktop;False
SES_2024310352;CUST_10099;2024-01-18 11:00:00;33.2;6;email;desktop;True
SES_2024480353;;2024-03-04 21:36:00;14.6;9;direct;desktop;False
SES_2024210354;;2024-03-17 17:10:00;14.2;16;organic_search;desktop;False
SES_2024850355;CUST_10581;2024-03-17 15:52:00;11.2;15;organic_search;desktop;False
SES_2024150356;CUST_10237;2024-03-16 18:25:00;30.5;1;organic_search;desktop;False
SES_2024710357;;2024-03-15 17:27:00;17.3;15;referral;desktop;False
SES_2024870358;;2024-03-26 13:09:00;22.7;19;organic_search;desktop;False
SES_2024770359;CUST_10315;2024-01-08 09:55:00;43.0;9;referral;tablet;False
SES_2024520360;;2024-01-26 17:22:00;15.5;6;paid_search;mobile;False
SES_2024420361;CUST_10381;2024-03-18 18:32:00;57.3;11;organic_search;tablet;False
SES_2024770362;;2024-03-27 09:28:00;6.2;1;referral;mobile;False
SES_2024450363;CUST_10249;2024-01-11 17:53:00;38.0;20;referral;mobile;False
SES_2024990364;CUST_10763;2024-02-22 10:52:00;49.3;9;social;mobile;False
SES_2024520365;CUST_10523;2024-03-04 19:28:00;47.7;18;paid_search;desktop;False
SES_2024450366;CUST_10081;2024-03-04 08:54:00;55.3;4;paid_search;desktop;False
SES_2024870367;CUST_10491;2024-02-25 12:26:00;35.0;7;email;tablet;True
SES_2024210368;;2024-03-12 18:43:00;4.9;10;referral;tablet;False
SES_2024120369;CUST_10647;2024-02-09 13:07:00;36.2;13;email;desktop;False
SES_2024400370;;2024-02-23 14:04:00;51.1;20;social;tablet;True
SES_2024440371;;2024-02-06 13:10:00;16.5;14;social;desktop;False
SES_2024860372;CUST_10391;2024-03-21 20:18:00;49.6;16;referral;tablet;False
SES_2024130373;;2024-02-12 11:21:00;32.2;19;paid_search;tablet;False
SES_2024440374;;2024-02-22 17:59:00;53.9;12;organic_search;desktop;False
SES_2024340375;CUST_10732;2024-02-24 17:23:00;54.5;7;paid_search;mobile;True
SES_2024630376;CUST_10359;2024-02-04 14:39:00;30.0;17;referral;mobile;False
SES_2024700377;CUST_10161;2024-01-10 11:59:00;34.0;16;email;tablet;False
SES_2024800378;;2024-01-15 21:07:00;44.4;20;social;mobile;False
SES_2024550379;CUST_10223;2024-03-28 10:33:00;16.0;7;social;mobile;False
SES_2024860380;CUST_10758;2024-02-23 12:59:00;50.7;1;email;tablet;False
SES_2024850381;;2024-01-11 11:10:00;31.2;13;organic_search;tablet;False
SES_2024800382;CUST_10100;2024-03-22 21:34:00;29.6;4;email;tablet;False
SES_2024340383;;2024-01-02 19:01:00;48.7;14;direct;mobile;False
SES_2024310384;;2024-03-14 18:07:00;24.8;2;social;desktop;True
SES_2024840385;CUST_10249;2024-03-28 20:54:00;26.2;9;referral;mobile;False
SES_2024850386;CUST_10553;2024-01-26 13:47:00;54.7;17;organic_search;mobile;False
SES_2024920387;CUST_10499;2024-01-12 08:15:00;48.5;17;direct;tablet;False
SES_2024680388;;2024-01-13 11:11:00;10.3;17;social;desktop;False
SES_2024390389;CUST_10679;2024-01-27 22:11:00;13.8;5;referral;desktop;False
SES_2024730390;;2024-03-05 22:06:00;7.5;18;email;tablet;False
SES_2024180391;CUST_10717;2024-02-03 08:09:00;27.5;20;referral;tablet;True
SES_2024210392;CUST_10640;2024-03-14 18:03:00;42.6;13;paid_search;desktop;True
SES_2024850393;CUST_10590;2024-03-23 15:25:00;57.0;17;direct;desktop;False
SES_2024430394;;2024-02-26 21:53:00;16.8;17;direct;mobile;True
SES_2024610395;;2024-02-07 11:14:00;56.3;2;organic_search;mobile;False
SES_2024680396;CUST_10683;2024-02-26 22:09:00;14.5;6;referral;tablet;False
SES_2024150397;;2024-01-21 16:51:00;37.9;3;organic_search;desktop;False
SES_2024230398;CUST_10601;2024-02-05 08:31:00;40.0;17;social;tablet;True
SES_2024940399;CUST_10310;2024-02-12 14:52:00;25.3;8;social;desktop;False
SES_2024900400;CUST_10706;2024-01-21 18:30:00;12.1;15;organic_search;mobile;False
SES_2024400401;CUST_10245;2024-02-12 19:16:00;26.0;6;referral;tablet;True
SES_2024480402;CUST_10414;2024-02-02 08:39:00;29.5;19;organic_search;tablet;True
SES_2024290403;CUST_10621;2024-01-12 16:06:00;22.4;10;direct;tablet;True
SES_2024480404;CUST_10318;2024-03-20 20:25:00;20.4;1;social;tablet;False
SES_2024570405;CUST_10278;2024-03-28 13:57:00;23.0;19;social;mobile;False
SES_2024570406;CUST_10781;2024-01-06 11:18:00;1.5;3;direct;desktop;False
SES_2024320407;;2024-02-01 18:05:00;21.8;16;email;tablet;False
SES_2024440408;CUST_10100;2024-01-24 09:29:00;8.6;6;direct;desktop;True
SES_2024420409;CUST_10025;2024-03-05 12:55:00;59.8;20;direct;mobile;False
SES_2024680410;;2024-02-07 12:07:00;40.3;8;paid_search;desktop;False
SES_2024150411;;2024-02-08 13:31:00;6.4;7;organic_search;tablet;False
SES_2024660412;CUST_10591;2024-02-17 22:54:00;35.7;7;referral;mobile;False
SES_2024300413;CUST_10326;2024-01-26 13:20:00;38.3;20;organic_search;mobile;False
SES_2024440414;CUST_10298;2024-01-14 22:03:00;17.7;18;direct;desktop;False
SES_2024100415;;2024-03-10 16:48:00;24.6;2;direct;tablet;False
SES_2024250416;;2024-02-10 19:09:00;22.1;2;referral;mobile;False
SES_2024840417;CUST_10799;2024-02-11 19:31:00;34.7;2;direct;desktop;True
SES_2024770418;CUST_10438;2024-01-19 13:33:00;17.7;9;referral;mobile;False
SES_2024940419;;2024-03-13 13:15:00;29.2;9;referral;tablet;False
SES_2024170420;;2024-02-28 14:35:00;14.5;11;organic_search;tablet;True
SES_2024400421;CUST_10030;2024-01-15 13:23:00;16.1;16;organic_search;mobile;False
SES_2024320422;;2024-03-11 08:15:00;38.0;14;social;tablet;False
SES_2024380423;CUST_10158;2024-01-04 08:17:00;21.1;19;referral;tablet;False
SES_2024900424;CUST_10026;2024-02-12 11:58:00;18.7;19;email;mobile;False
SES_2024620425;;2024-01-10 17:07:00;25.2;2;direct;mobile;False
SES_2024670426;;2024-03-19 08:16:00;21.8;10;paid_search;desktop;True
SES_2024340427;CUST_10641;2024-01-03 19:09:00;41.3;2;organic_search;tablet;False
SES_2024150428;CUST_10500;2024-02-07 22:46:00;58.0;18;organic_search;mobile;True
SES_2024730429;;2024-03-20 20:52:00;31.2;19;email;mobile;False
SES_2024110430;;2024-02-28 14:27:00;30.8;17;paid_search;desktop;False
SES_2024210431;CUST_10033;2024-03-18 11:14:00;54.0;3;social;desktop;False
SES_2024470432;;2024-01-04 21:58:00;16.5;12;email;desktop;False
SES_2024450433;CUST_10636;2024-03-20 16:16:00;29.0;8;direct;desktop;False
SES_2024850434;CUST_10219;2024-02-06 13:46:00;31.3;3;direct;desktop;False
SES_2024950435;;2024-03-10 17:26:00;9.6;1;paid_search;desktop;True
SES_2024140436;CUST_10114;2024-03-20 10:24:00;39.6;13;organic_search;mobile;True
SES_2024390437;CUST_10331;2024-03-12 13:22:00;3.4;4;organic_search;tablet;False
SES_2024690438;;2024-02-28 09:19:00;10.0;14;direct;desktop;False
SES_2024620439;CUST_10780;2024-03-01 21:16:00;38.0;3;email;desktop;True
SES_2024160440;;2024-01-21 21:25:00;53.7;20;direct;tablet;True
SES_2024850441;CUST_10538;2024-03-12 14:17:00;8.8;5;referral;desktop;False
SES_2024210442;CUST_10772;2024-03-03 08:23:00;46.7;15;direct;mobile;True
SES_2024540443;CUST_10213;2024-02-07 12:12:00;51.0;18;organic_search;tablet;False
SES_2024170444;CUST_10771;2024-01-01 10:16:00;11.0;3;social;mobile;False
SES_2024580445;;2024-02-13 22:08:00;22.7;19;social;tablet;False
SES_2024700446;CUST_10113;2024-01-05 19:32:00;19.0;10;social;tablet;True
SES_2024320447;;2024-02-09 20:57:00;59.9;5;referral;tablet;True
SES_2024420448;CUST_10759;2024-02-28 15:35:00;43.6;3;social;desktop;False
SES_2024650449;CUST_10427;2024-03-10 20:37:00;40.3;17;email;tablet;False
SES_2024920450;CUST_10156;2024-02-28 11:44:00;32.1;5;email;mobile;False
SES_2024210451;CUST_10660;2024-02-01 17:29:00;14.7;7;organic_search;tablet;True
SES_2024760452;CUST_10227;2024-03-06 19:17:00;50.5;19;referral;desktop;False
SES_2024730453;CUST_10629;2024-02-21 18:14:00;17.0;10;social;desktop;False
SES_2024940454;CUST_10267;2024-02-09 17:27:00;51.2;19;organic_search;desktop;True
SES_2024110455;CUST_10796;2024-02-05 21:10:00;43.3;17;email;mobile;True
SES_2024790456;CUST_10167;2024-01-14 20:46:00;33.9;14;email;tablet;False
SES_2024800457;;2024-01-05 11:23:00;6.5;8;direct;tablet;False
SES_2024310458;CUST_10737;2024-02-19 18:50:00;17.5;15;organic_search;mobile;True
SES_2024610459;CUST_10105;2024-01-27 21:52:00;5.7;7;direct;mobile;False
SES_2024160460;;2024-01-02 16:06:00;17.9;9;paid_search;mobile;True
SES_2024550461;CUST_10282;2024-03-11 18:17:00;59.5;12;organic_search;mobile;False
SES_2024390462;;2024-01-01 09:26:00;20.7;9;social;mobile;False
SES_2024570463;CUST_10092;2024-02-24 17:04:00;25.5;12;referral;desktop;False
SES_2024660464;CUST_10571;2024-02-09 10:04:00;46.2;14;organic_search;mobile;True
SES_2024210465;CUST_10495;2024-01-06 21:43:00;8.0;10;organic_search;tablet;False
SES_2024610466;;2024-02-03 14:18:00;47.7;4;organic_search;mobile;False
SES_2024440467;;2024-01-17 13:46:00;13.9;1;email;mobile;False
SES_2024300468;CUST_10477;2024-03-13 19:06:00;41.9;19;referral;tablet;True
SES_2024690469;CUST_10605;2024-02-11 19:36:00;41.9;8;email;mobile;True
SES_2024120470;;2024-03-17 15:33:00;44.6;11;direct;tablet;False
SES_2024840471;;2024-01-14 21:31:00;4.5;11;organic_search;tablet;False
SES_2024830472;CUST_10440;2024-02-16 20:53:00;33.0;11;social;tablet;True
SES_2024320473;CUST_10570;2024-02-05 18:33:00;22.3;20;organic_search;desktop;False
SES_2024530474;;2024-02-23 09:42:00;22.4;1;email;tablet;False
SES_2024530475;CUST_10556;2024-03-21 09:05:00;23.1;16;email;mobile;False
SES_2024350476;CUST_10056;2024-03-25 13:07:00;42.0;20;social;mobile;False
SES_2024570477;CUST_10102;2024-03-13 17:20:00;17.8;5;paid_search;tablet;False
SES_2024460478;;2024-03-13 16:12:00;37.0;13;direct;mobile;False
SES_2024220479;;2024-03-21 17:52:00;21.5;1;social;tablet;True
SES_2024470480;CUST_10640;2024-01-06 19:17:00;53.1;2;email;mobile;False
SES_2024780481;;2024-01-02 11:34:00;7.4;10;social;desktop;False
SES_2024450482;CUST_10405;2024-03-06 19:58:00;25.6;19;paid_search;mobile;False
SES_2024820483;;2024-03-12 11:28:00;25.8;4;referral;tablet;False
SES_2024800484;;2024-01-06 19:28:00;8.2;5;organic_search;mobile;False
SES_2024600485;CUST_10280;2024-03-21 08:23:00;56.3;16;organic_search;desktop;False
SES_2024680486;CUST_10247;2024-02-25 12:23:00;59.0;2;referral;tablet;False
SES_2024360487;CUST_10410;2024-03-27 10:36:00;16.0;4;organic_search;mobile;False
SES_2024840488;;2024-02-05 17:19:00;8.6;20;email;desktop;False
SES_2024640489;;2024-01-15 19:39:00;31.6;1;social;desktop;True
SES_2024100490;CUST_10746;2024-03-18 16:45:00;10.5;7;email;mobile;False
SES_2024100491;;2024-02-16 08:55:00;4.6;6;direct;tablet;False
SES_2024320492;;2024-02-08 09:02:00;55.4;5;paid_search;desktop;False
SES_2024220493;CUST_10219;2024-02-16 18:54:00;16.2;2;paid_search;tablet;True
SES_2024530494;;2024-03-24 12:09:00;30.1;19;organic_search;tablet;False
SES_2024750495;;2024-03-02 11:49:00;17.1;1;organic_search;mobile;False
SES_2024790496;;2024-03-07 22:02:00;56.0;10;email;desktop;False
SES_2024730497;;2024-03-20 16:51:00;42.7;17;email;desktop;False
SES_2024860498;;2024-02-17 16:43:00;42.2;10;social;mobile;False
SES_2024790499;;2024-01-07 10:50:00;32.5;9;direct;desktop;True
SES_2024480500;CUST_10472;2024-01-23 21:47:00;42.2;16;social;mobile;False
SES_2024790501;CUST_10305;2024-01-14 14:50:00;5.5;5;organic_search;desktop;False
SES_2024180502;CUST_10038;2024-01-06 20:40:00;16.6;4;organic_search;desktop;False
SES_2024980503;CUST_10467;2024-02-06 19:06:00;1.9;13;referral;desktop;False
SES_2024620504;;2024-01-13 16:17:00;28.4;1;social;desktop;False
SES_2024180505;;2024-01-26 08:58:00;35.7;9;paid_search;tablet;False
SES_2024550506;;2024-02-01 18:22:00;47.9;17;direct;desktop;False
SES_2024830507;;2024-03-04 19:59:00;29.7;9;social;desktop;False
SES_2024720508;;2024-01-17 21:35:00;34.4;2;organic_search;mobile;False
SES_2024440509;CUST_10017;2024-01-15 12:59:00;17.6;12;email;tablet;False
SES_2024190510;;2024-03-16 11:18:00;42.1;3;organic_search;desktop;False
SES_2024450511;CUST_10671;2024-03-25 09:55:00;14.2;14;direct;tablet;False
SES_2024260512;;2024-01-16 08:12:00;31.3;8;direct;desktop;False
SES_2024690513;CUST_10764;2024-01-24 12:09:00;18.2;2;direct;tablet;False
SES_2024950514;CUST_10131;2024-01-11 19:28:00;48.0;4;direct;desktop;False
SES_2024130515;CUST_10513;2024-03-19 13:52:00;10.2;4;referral;mobile;False
SES_2024980516;CUST_10315;2024-02-13 11:38:00;29.1;17;organic_search;desktop;True
SES_2024150517;CUST_10246;2024-02-16 13:40:00;34.9;16;email;mobile;False
SES_2024500518;;2024-02-12 14:17:00;23.0;14;social;mobile;False
SES_2024420519;;2024-03-03 11:19:00;42.3;4;email;tablet;False
SES_2024450520;;2024-01-06 12:49:00;8.9;4;referral;mobile;False
SES_2024550521;CUST_10139;2024-03-10 19:18:00;41.6;5;social;desktop;True
SES_2024110522;CUST_10585;2024-03-07 13:39:00;3.1;2;email;desktop;False
SES_2024890523;;2024-01-14 13:04:00;45.9;13;direct;tablet;False
SES_2024950524;CUST_10232;2024-02-14 13:13:00;37.4;19;organic_search;mobile;False
SES_2024680525;;2024-01-25 12:05:00;1.5;2;organic_search;tablet;False
SES_2024520526;CUST_10216;2024-02-09 22:23:00;7.2;14;organic_search;desktop;False
SES_2024990527;;2024-02-06 19:09:00;41.5;2;email;mobile;False
SES_2024840528;CUST_10195;2024-01-05 20:48:00;42.0;4;email;mobile;False
SES_2024830529;;2024-03-12 17:49:00;10.8;9;referral;mobile;True
SES_2024240530;CUST_10346;2024-02-26 11:24:00;48.7;4;organic_search;tablet;False
SES_2024700531;;2024-01-05 16:02:00;40.4;5;paid_search;tablet;False
SES_2024350532;CUST_10293;2024-02-27 19:45:00;37.5;16;organic_search;tablet;False
SES_2024630533;CUST_10319;2024-03-04 21:04:00;6.4;10;social;tablet;False
SES_2024730534;;2024-02-04 09:31:00;14.5;1;direct;desktop;False
SES_2024790535;;2024-02-12 08:55:00;12.6;11;email;mobile;False
SES_2024690536;CUST_10203;2024-03-04 10:07:00;12.6;3;paid_search;mobile;False
SES_2024350537;CUST_10682;2024-02-13 19:24:00;8.1;20;paid_search;tablet;False
SES_2024580538;;2024-01-11 11:37:00;16.9;9;social;desktop;True
SES_2024190539;;2024-02-14 19:07:00;41.9;1;email;mobile;False
SES_2024860540;CUST_10263;2024-02-12 11:39:00;12.4;2;direct;tablet;True
SES_2024230541;;2024-03-07 13:15:00;13.1;8;email;mobile;False
SES_2024180542;;2024-02-04 16:01:00;40.6;15;social;mobile;False
SES_2024780543;CUST_10335;2024-02-17 19:15:00;30.6;18;social;desktop;False
SES_2024280544;CUST_10696;2024-02-25 16:31:00;36.8;11;paid_search;desktop;True
SES_2024990545;;2024-01-16 21:08:00;34.2;17;paid_search;mobile;False
SES_2024640546;CUST_10198;2024-01-07 20:38:00;44.6;6;social;desktop;False
SES_2024360547;CUST_10469;2024-02-10 15:01:00;7.5;3;direct;desktop;False
SES_2024550548;;2024-03-07 22:39:00;14.0;9;social;desktop;True
SES_2024750549;;2024-01-26 16:56:00;30.9;12;direct;tablet;False
SES_2024890550;;2024-02-01 12:03:00;11.0;15;social;mobile;False
SES_2024120551;CUST_10555;2024-01-07 11:21:00;30.2;6;email;desktop;False
SES_2024440552;;2024-02-05 11:56:00;19.8;2;email;mobile;False
SES_2024370553;;2024-01-19 20:14:00;40.2;20;social;tablet;False
SES_2024280554;;2024-01-18 19:09:00;14.2;4;email;mobile;False
SES_2024700555;;2024-03-17 18:42:00;28.5;12;direct;mobile;False
SES_2024970556;;2024-01-28 11:42:00;7.7;18;social;mobile;False
SES_2024840557;CUST_10611;2024-03-10 22:33:00;7.3;6;social;mobile;False
SES_2024510558;;2024-02-17 21:57:00;8.2;16;referral;tablet;False
SES_2024540559;;2024-03-04 17:47:00;35.4;4;paid_search;mobile;False
SES_2024480560;CUST_10456;2024-02-06 17:06:00;7.6;17;direct;desktop;False
SES_2024240561;;2024-02-25 19:00:00;33.6;7;email;mobile;True
SES_2024240562;CUST_10146;2024-02-17 21:34:00;8.4;17;direct;tablet;False
SES_2024310563;;2024-01-21 20:32:00;50.8;9;email;desktop;False
SES_2024320564;;2024-03-19 13:07:00;10.1;16;referral;mobile;False
SES_2024660565;;2024-02-25 19:47:00;14.1;11;email;desktop;True
SES_2024700566;CUST_10469;2024-01-23 10:12:00;51.9;4;paid_search;mobile;False
SES_2024120567;CUST_10521;2024-01-04 19:08:00;0.9;8;direct;tablet;False
SES_2024250568;;2024-03-21 18:28:00;59.2;20;organic_search;tablet;False
SES_2024970569;;2024-03-06 19:16:00;22.8;9;direct;tablet;True
SES_2024820570;CUST_10238;2024-02-20 09:50:00;55.4;20;email;mobile;False
SES_2024550571;CUST_10173;2024-03-05 17:28:00;29.2;2;referral;tablet;False
SES_2024800572;CUST_10573;2024-02-11 21:18:00;8.6;2;referral;tablet;False
SES_2024670573;;2024-03-04 10:38:00;30.5;19;paid_search;desktop;False
SES_2024930574;CUST_10703;2024-01-15 08:54:00;38.1;7;organic_search;desktop;True
SES_2024900575;CUST_10087;2024-03-28 19:22:00;58.0;12;social;mobile;False
SES_2024340576;CUST_10383;2024-03-27 09:25:00;51.3;5;direct;tablet;True
SES_2024640577;;2024-02-09 20:35:00;44.5;7;social;desktop;False
SES_2024400578;;2024-01-14 14:15:00;57.4;17;referral;desktop;False
SES_2024260579;CUST_10523;2024-02-27 09:43:00;27.7;17;organic_search;mobile;False
SES_2024380580;;2024-01-18 18:35:00;24.7;18;paid_search;tablet;False
SES_2024750581;;2024-02-24 09:28:00;9.8;9;organic_search;desktop;False
SES_2024410582;;2024-01-01 20:23:00;52.0;18;email;mobile;True
SES_2024130583;;2024-02-03 15:05:00;35.5;9;referral;tablet;False
SES_2024660584;CUST_10015;2024-01-20 15:03:00;25.9;9;referral;mobile;True
SES_2024940585;;2024-03-06 18:20:00;14.1;10;organic_search;desktop;False
SES_2024510586;;2024-02-21 13:11:00;50.2;9;paid_search;mobile;False
SES_2024810587;;2024-03-06 08:07:00;22.0;3;organic_search;tablet;True
SES_2024930588;;2024-03-12 11:07:00;4.9;14;direct;tablet;False
SES_2024970589;;2024-01-12 20:08:00;9.2;7;organic_search;tablet;False
SES_2024820590;CUST_10703;2024-02-26 09:57:00;44.6;7;social;mobile;False
SES_2024690591;CUST_10574;2024-01-13 20:00:00;26.0;11;organic_search;tablet;False
SES_2024630592;CUST_10363;2024-01-03 16:14:00;11.1;9;referral;tablet;True
SES_2024220593;;2024-03-09 08:29:00;37.4;9;email;tablet;False
SES_2024340594;CUST_10103;2024-02-07 19:09:00;51.9;14;referral;mobile;True
SES_2024300595;CUST_10666;2024-03-03 09:15:00;55.9;3;email;desktop;False
SES_2024270596;CUST_10562;2024-03-05 21:52:00;23.4;18;direct;tablet;False
SES_2024320597;CUST_10549;2024-01-28 19:41:00;57.1;14;email;mobile;False
SES_2024620598;CUST_10419;2024-03-09 13:48:00;24.6;9;email;desktop;False
SES_2024200599;;2024-02-19 18:37:00;26.0;19;referral;desktop;True
SES_2024860600;;2024-02-27 20:41:00;46.6;20;paid_search;desktop;False
SES_2024690601;;2024-03-10 13:29:00;51.5;17;email;tablet;False
SES_2024170602;;2024-01-26 20:14:00;4.0;16;direct;tablet;False
SES_2024590603;;2024-03-02 18:43:00;55.9;18;organic_search;desktop;False
SES_2024740604;CUST_10418;2024-03-03 08:32:00;4.8;18;email;desktop;False
SES_2024980605;;2024-01-16 16:03:00;7.2;2;organic_search;tablet;False
SES_2024930606;;2024-02-23 20:16:00;15.7;8;referral;desktop;False
SES_2024540607;CUST_10137;2024-01-27 22:44:00;4.3;11;organic_search;desktop;True
SES_2024820608;CUST_10743;2024-03-22 20:08:00;24.4;17;paid_search;desktop;False
SES_2024620609;CUST_10090;2024-02-26 14:11:00;41.0;1;organic_search;tablet;False
SES_2024750610;CUST_10533;2024-03-16 18:26:00;18.3;4;social;mobile;False
SES_2024310611;CUST_10519;2024-02-11 14:50:00;35.0;7;direct;tablet;True
SES_2024390612;CUST_10549;2024-03-03 19:02:00;43.4;16;social;mobile;False
SES_2024190613;CUST_10622;2024-03-02 11:28:00;57.5;15;organic_search;desktop;False
SES_2024310614;;2024-02-23 20:12:00;47.1;11;email;desktop;False
SES_2024360615;CUST_10556;2024-02-04 19:22:00;40.2;10;organic_search;tablet;False
SES_2024120616;CUST_10441;2024-02-05 11:37:00;27.8;20;email;tablet;False
SES_2024200617;CUST_10516;2024-01-04 20:59:00;45.0;2;referral;desktop;False
SES_2024510618;;2024-03-12 22:20:00;32.4;15;organic_search;mobile;False
SES_2024280619;CUST_10708;2024-02-15 14:37:00;43.1;14;paid_search;desktop;False
SES_2024570620;;2024-03-13 14:01:00;54.0;16;paid_search;tablet;False
SES_2024910621;CUST_10770;2024-02-27 10:13:00;33.2;12;paid_search;desktop;False
SES_2024610622;;2024-03-27 22:52:00;26.4;20;social;tablet;False
SES_2024900623;;2024-01-16 11:16:00;10.6;19;referral;mobile;False
SES_2024310624;CUST_10332;2024-03-22 12:18:00;24.0;1;referral;tablet;False
SES_2024940625;CUST_10518;2024-03-19 13:59:00;30.6;20;paid_search;desktop;False
SES_2024190626;;2024-03-27 21:47:00;14.2;2;direct;desktop;False
SES_2024220627;CUST_10333;2024-01-10 19:34:00;46.8;14;direct;tablet;False
SES_2024110628;CUST_10424;2024-01-09 08:54:00;46.6;10;organic_search;mobile;False
SES_2024370629;CUST_10742;2024-03-23 19:48:00;23.5;10;social;desktop;False
SES_2024160630;CUST_10224;2024-02-19 08:16:00;58.6;15;paid_search;desktop;False
SES_2024260631;;2024-01-14 20:55:00;40.5;1;referral;tablet;False
SES_2024130632;;2024-03-25 13:26:00;35.8;1;referral;tablet;False
SES_2024950633;CUST_10642;2024-02-02 16:56:00;30.7;1;paid_search;mobile;False
SES_2024290634;;2024-02-11 11:01:00;57.7;18;social;mobile;False
SES_2024280635;CUST_10612;2024-02-25 22:25:00;55.9;8;direct;tablet;False
SES_2024990636;;2024-02-02 09:47:00;19.8;2;direct;tablet;True
SES_2024510637;;2024-03-03 19:18:00;41.5;12;social;tablet;True
SES_2024310638;;2024-01-15 09:46:00;36.4;11;organic_search;mobile;True
SES_2024250639;CUST_10481;2024-01-22 17:27:00;30.6;16;organic_search;desktop;True
SES_2024650640;CUST_10667;2024-02-09 15:05:00;15.2;5;email;desktop;False
SES_2024990641;CUST_10417;2024-01-09 16:56:00;5.9;1;direct;tablet;False
SES_2024400642;;2024-01-12 18:58:00;23.8;4;paid_search;tablet;False
SES_2024920643;;2024-03-08 08:21:00;33.6;3;social;tablet;False
SES_2024580644;CUST_10288;2024-01-09 22:27:00;23.0;1;organic_search;mobile;False
SES_2024970645;;2024-03-03 17:22:00;44.7;3;organic_search;tablet;False
SES_2024880646;CUST_10152;2024-03-23 16:27:00;19.8;14;organic_search;mobile;False
SES_2024550647;CUST_10078;2024-03-03 16:30:00;33.8;2;social;mobile;False
SES_2024350648;CUST_10076;2024-01-11 09:18:00;10.4;13;email;tablet;False
SES_2024960649;CUST_10319;2024-01-11 21:45:00;10.0;5;referral;tablet;False
SES_2024890650;CUST_10217;2024-03-15 11:01:00;3.2;13;paid_search;tablet;True
SES_2024300651;;2024-03-19 15:38:00;47.1;12;paid_search;mobile;False
SES_2024690652;CUST_10759;2024-03-23 22:40:00;55.0;4;email;mobile;True
SES_2024570653;CUST_10490;2024-01-25 13:38:00;59.4;1;social;mobile;False
SES_2024840654;CUST_10081;2024-01-08 08:59:00;35.8;9;direct;desktop;False
SES_2024270655;;2024-02-10 21:39:00;42.5;5;direct;desktop;False
SES_2024430656;CUST_10240;2024-02-24 11:09:00;21.4;11;social;desktop;False
SES_2024400657;CUST_10194;2024-03-07 08:22:00;25.9;8;organic_search;tablet;True
SES_2024930658;;2024-02-05 11:44:00;59.1;14;referral;tablet;False
SES_2024160659;CUST_10760;2024-01-07 19:55:00;22.5;6;paid_search;desktop;False
SES_2024250660;CUST_10528;2024-03-01 17:35:00;13.4;2;email;tablet;False
SES_2024370661;;2024-01-02 17:41:00;49.5;7;referral;tablet;False
SES_2024200662;;2024-03-18 20:27:00;49.4;1;email;desktop;False
SES_2024810663;CUST_10672;2024-03-24 16:40:00;7.5;4;paid_search;mobile;False
SES_2024920664;;2024-03-14 10:34:00;15.3;12;email;desktop;False
SES_2024560665;;2024-03-25 15:31:00;39.7;19;organic_search;mobile;False
SES_2024620666;CUST_10582;2024-01-06 12:18:00;25.4;9;paid_search;tablet;True
SES_2024540667;;2024-03-24 18:46:00;23.2;17;referral;tablet;False
SES_2024840668;CUST_10791;2024-02-01 22:09:00;34.8;16;direct;desktop;False
SES_2024290669;;2024-03-09 16:37:00;33.4;3;social;tablet;False
SES_2024830670;CUST_10212;2024-02-07 18:43:00;36.6;4;email;mobile;False
SES_2024550671;;2024-02-14 18:33:00;43.4;4;paid_search;mobile;False
SES_2024780672;;2024-02-09 13:15:00;25.6;19;paid_search;tablet;False
SES_2024320673;;2024-01-07 12:22:00;41.1;2;organic_search;desktop;False
SES_2024700674;CUST_10607;2024-02-14 20:05:00;57.2;10;social;mobile;False
SES_2024570675;CUST_10274;2024-03-02 16:44:00;36.6;12;organic_search;mobile;False
SES_2024150676;CUST_10098;2024-02-28 08:11:00;10.4;7;direct;tablet;False
SES_2024630677;CUST_10359;2024-03-11 21:22:00;10.8;19;direct;desktop;False
SES_2024860678;;2024-02-07 14:01:00;48.2;9;direct;tablet;False
SES_2024940679;;2024-03-13 19:48:00;4.4;4;direct;mobile;False
SES_2024500680;CUST_10535;2024-01-14 18:13:00;47.9;20;organic_search;tablet;False
SES_2024140681;;2024-03-22 15:14:00;39.1;2;direct;tablet;False
