order_id;customer_id;order_date;month;product_category;product_name;price;city;quantity;discount_percent;payment_method;total_amount
VIS000262;VC079;2024-09-09;2024-09;Спорт;Кроссовки;5718;Новосибирск;1;10;Карта;5146.2
VIS000263;VC136;2024-09-09;2024-09;Одежда;Кроссовки;2869;Казань;1;5;Онлайн;2725.55
VIS000264;VC026;2024-09-09;2024-09;Одежда;Платье;4056;СПб;2;0;Карта;8112.0
VIS000265;VC179;2024-09-10;2024-09;Красота;Маска;550;Казань;1;5;Наличные;522.5
VIS000266;VC173;2024-09-10;2024-09;Электроника;Ноутбук;8669;Самара;3;0;Онлайн;26007.0
VIS000267;VC044;2024-09-10;2024-09;Дом и сад;Инструмент;3206;Москва;2;5;Карта;6091.4
VIS000268;VC133;2024-09-12;2024-09;Спорт;Мяч;3913;Самара;2;10;Карта;7043.4
VIS000269;VC070;2024-09-12;2024-09;Электроника;Наушники;87531;Новосибирск;1;5;Наличные;83154.45
VIS000270;VC154;2024-09-14;2024-09;Дом и сад;Декор;1791;Самара;5;5;Карта;8507.25
VIS000271;VC118;2024-09-15;2024-09;Красота;Маска;1512;СПб;1;5;Наличные;1436.4
VIS000272;VC068;2024-09-15;2024-09;Электроника;Ноутбук;37670;СПб;1;0;Карта;37670.0
VIS000273;VC019;2024-09-19;2024-09;Красота;Шампунь;1284;Уфа;2;0;Карта;2568.0
VIS000274;VC020;2024-09-20;2024-09;Дом и сад;Пылесос;3568;Москва;2;5;Наличные;6779.2
VIS000275;VC113;2024-09-21;2024-09;Дом и сад;Декор;2607;Самара;1;0;Карта;2607.0
VIS000276;VC140;2024-09-24;2024-09;Дом и сад;Инструмент;3202;СПб;1;0;Карта;3202.0
VIS000277;VC047;2024-09-24;2024-09;Одежда;Рубашка;1616;Новосибирск;2;5;Карта;3070.4
VIS000278;VC001;2024-09-25;2024-09;Красота;Помада;1899;СПб;1;0;Карта;1899.0
VIS000279;VC090;2024-09-26;2024-09;Красота;Маска;2429;Новосибирск;3;0;Карта;7287.0
VIS000280;VC142;2024-09-27;2024-09;Дом и сад;Растение;3120;СПб;2;5;Наличные;5928.0
VIS000281;VC064;2024-09-27;2024-09;Спорт;Коврик;4150;Москва;1;0;Карта;4150.0
VIS000282;VC038;2024-09-28;2024-09;Дом и сад;Пылесос;5849;Москва;1;15;Карта;4971.65
VIS000283;VC037;2024-09-29;2024-09;Книги;Детектив;1972;Москва;1;10;Наличные;1774.8
VIS000284;VC126;2024-09-30;2024-09;Дом и сад;Декор;4069;Уфа;2;10;Карта;7324.2
VIS000285;VC139;2024-10-03;2024-10;Книги;Роман;1084;Уфа;2;0;Карта;2168.0
VIS000286;VC100;2024-10-03;2024-10;Дом и сад;Растение;4907;СПб;1;10;Онлайн;4416.3
VIS000287;VC077;2024-10-03;2024-10;Спорт;Гантели;1773;Казань;2;10;Наличные;3191.4
VIS000288;VC003;2024-10-03;2024-10;Книги;Комикс;1500;СПб;5;10;Карта;6750.0
VIS000289;VC161;2024-10-05;2024-10;Электроника;Планшет;12002;Казань;1;0;Наличные;12002.0
VIS000290;VC134;2024-10-06;2024-10;Электроника;Наушники;18871;Самара;4;5;Карта;71709.8
VIS000291;VC178;2024-10-06;2024-10;Книги;Роман;740;Уфа;1;10;Наличные;666.0
VIS000292;VC010;2024-10-09;2024-10;Дом и сад;Инструмент;2741;СПб;1;5;Карта;2603.95
VIS000293;VC005;2024-10-09;2024-10;Дом и сад;Инструмент;4882;Самара;1;5;Карта;4637.9
VIS000294;VC151;2024-10-10;2024-10;Дом и сад;Кофеварка;6068;Москва;1;5;Карта;5764.6
VIS000295;VC138;2024-10-11;2024-10;Книги;Комикс;433;Уфа;1;5;Карта;411.35
VIS000296;VC172;2024-10-11;2024-10;Дом и сад;Растение;3519;Москва;1;0;Карта;3519.0
VIS000297;VC130;2024-10-14;2024-10;Одежда;Рубашка;3022;Новосибирск;3;5;Онлайн;8612.7
VIS000298;VC013;2024-10-15;2024-10;Книги;Роман;1177;Казань;3;0;Карта;3531.0
VIS000299;VC168;2024-10-15;2024-10;Спорт;Мяч;5232;Казань;2;0;Карта;10464.0
VIS000300;VC130;2024-10-20;2024-10;Спорт;Коврик;3395;Москва;1;0;Карта;3395.0
VIS000301;VC084;2024-10-22;2024-10;Книги;Поэзия;882;Уфа;1;5;Карта;837.9
VIS000302;VC065;2024-10-24;2024-10;Электроника;Умные часы;17950;Москва;1;0;Наличные;17950.0
VIS000303;VC063;2024-10-27;2024-10;Электроника;Смартфон;7857;Новосибирск;2;5;Карта;14928.3
VIS000304;VC101;2024-10-28;2024-10;Электроника;Планшет;32139;Москва;4;10;Карта;115700.4
VIS000305;VC073;2024-10-28;2024-10;Дом и сад;Растение;5390;СПб;1;0;Карта;5390.0
VIS000306;VC017;2024-10-30;2024-10;Одежда;Кроссовки;847;Новосибирск;1;0;Наличные;847.0
VIS000307;VC009;2024-10-31;2024-10;Книги;Детектив;2192;СПб;2;0;Карта;4384.0
VIS000308;VC143;2024-10-31;2024-10;Книги;Детектив;687;Москва;1;10;Карта;618.3
VIS000309;VC152;2024-11-04;2024-11;Электроника;Умные часы;35854;Москва;1;5;Карта;34061.3
VIS000310;VC038;2024-11-09;2024-11;Одежда;Рубашка;2774;СПб;2;5;Карта;5270.6
VIS000311;VC163;2024-11-09;2024-11;Электроника;Смартфон;16743;Казань;2;0;Карта;33486.0
VIS000312;VC094;2024-11-11;2024-11;Одежда;Кроссовки;2914;Самара;1;5;Наличные;2768.3
VIS000313;VC095;2024-11-11;2024-11;Электроника;Смартфон;20097;Москва;1;10;Наличные;18087.3
VIS000314;VC049;2024-11-13;2024-11;Спорт;Мяч;3974;СПб;5;10;Наличные;17883.0
VIS000315;VC069;2024-11-16;2024-11;Электроника;Ноутбук;15779;Москва;1;5;Карта;14990.05
VIS000316;VC062;2024-11-18;2024-11;Красота;Шампунь;1250;Москва;1;0;Карта;1250.0
VIS000317;VC188;2024-11-18;2024-11;Одежда;Платье;2659;Казань;1;0;Карта;2659.0
VIS000318;VC178;2024-11-20;2024-11;Спорт;Мяч;3626;Новосибирск;1;0;Онлайн;3626.0
VIS000319;VC078;2024-11-21;2024-11;Дом и сад;Растение;6145;Москва;1;0;Карта;6145.0
VIS000320;VC117;2024-11-22;2024-11;Дом и сад;Кофеварка;7320;Москва;3;0;Наличные;21960.0
VIS000321;VC120;2024-11-25;2024-11;Спорт;Гантели;3836;Москва;1;0;Карта;3836.0
VIS000322;VC137;2024-11-26;2024-11;Книги;Детектив;1136;Самара;1;0;Карта;1136.0
VIS000323;VC162;2024-11-26;2024-11;Книги;Детектив;1168;Уфа;2;15;Карта;1985.6
VIS000324;VC076;2024-12-01;2024-12;Книги;Детектив;1352;Москва;2;5;Карта;2568.8
VIS000325;VC035;2024-12-03;2024-12;Дом и сад;Инструмент;4081;Москва;3;10;Онлайн;11018.7
VIS000326;VC001;2024-12-03;2024-12;Электроника;Планшет;33410;Самара;3;10;Онлайн;90207.0
VIS000327;VC040;2024-12-03;2024-12;Одежда;Кроссовки;4120;Уфа;1;0;Карта;4120.0
VIS000328;VC064;2024-12-04;2024-12;Дом и сад;Пылесос;4919;СПб;2;10;Карта;8854.2
VIS000329;VC150;2024-12-05;2024-12;Дом и сад;Пылесос;3890;Москва;1;0;Онлайн;3890.0
VIS000330;VC060;2024-12-05;2024-12;Спорт;Велосипед;2140;Москва;5;5;Наличные;10165.0
VIS000331;VC064;2024-12-06;2024-12;Дом и сад;Пылесос;5516;Новосибирск;1;0;Карта;5516.0
VIS000332;VC093;2024-12-07;2024-12;Красота;Шампунь;1762;СПб;5;20;Карта;7048.0
VIS000333;VC072;2024-12-07;2024-12;Одежда;Джинсы;3375;Москва;2;0;Карта;6750.0
VIS000334;VC011;2024-12-07;2024-12;Одежда;Платье;4231;Новосибирск;1;0;Карта;4231.0
VIS000335;VC105;2024-12-09;2024-12;Одежда;Джинсы;3845;Москва;2;15;Карта;6536.5
VIS000336;VC014;2024-12-09;2024-12;Книги;Комикс;411;Самара;5;0;Карта;2055.0
VIS000337;VC060;2024-12-11;2024-12;Спорт;Коврик;4270;СПб;3;5;Карта;12169.5
VIS000338;VC030;2024-12-11;2024-12;Электроника;Ноутбук;13288;Москва;1;10;Карта;11959.2
VIS000339;VC035;2024-12-11;2024-12;Спорт;Коврик;1599;Новосибирск;2;10;Карта;2878.2
VIS000340;VC165;2024-12-11;2024-12;Одежда;Джинсы;3177;СПб;1;20;Наличные;2541.6
VIS000341;VC005;2024-12-13;2024-12;Дом и сад;Кофеварка;3053;Уфа;1;20;Наличные;2442.4
VIS000342;VC083;2024-12-13;2024-12;Дом и сад;Пылесос;5903;Новосибирск;1;0;Карта;5903.0
VIS000343;VC123;2024-12-13;2024-12;Одежда;Куртка;3200;Москва;1;10;Онлайн;2880.0
VIS000344;VC078;2024-12-14;2024-12;Книги;Детектив;795;Казань;3;5;Онлайн;2265.75
VIS000345;VC154;2024-12-14;2024-12;Одежда;Куртка;2513;Москва;1;5;Карта;2387.35
VIS000346;VC062;2024-12-15;2024-12;Электроника;Планшет;35431;Уфа;3;0;Карта;106293.0
VIS000347;VC132;2024-12-19;2024-12;Книги;Роман;305;СПб;1;5;Наличные;289.75
VIS000348;VC089;2024-12-22;2024-12;Электроника;Наушники;11030;Новосибирск;1;20;Наличные;8824.0
VIS000349;VC042;2024-12-23;2024-12;Одежда;Платье;3410;Москва;1;15;Онлайн;2898.5
VIS000350;VC089;2024-12-24;2024-12;Дом и сад;Декор;4790;СПб;1;0;Онлайн;4790.0
VIS000351;VC146;2024-12-26;2024-12;Книги;Учебник;694;Самара;1;0;Наличные;694.0
VIS000352;VC040;2024-12-30;2024-12;Дом и сад;Декор;5634;Самара;1;0;Карта;5634.0
VIS000353;VC072;2024-12-30;2024-12;Электроника;Смартфон;17338;Москва;2;10;Карта;31208.4
VIS000354;VC039;2025-01-01;2025-01;Дом и сад;Пылесос;7472;Москва;1;10;Карта;6724.8
VIS000355;VC104;2025-01-01;2025-01;Одежда;Платье;4338;Самара;1;5;Карта;4121.1
VIS000356;VC014;2025-01-03;2025-01;Одежда;Джинсы;3940;Уфа;1;0;Наличные;3940.0
VIS000357;VC032;2025-01-03;2025-01;Спорт;Гантели;4958;Москва;3;0;Карта;14874.0
VIS000358;VC179;2025-01-04;2025-01;Электроника;Смартфон;37861;СПб;3;5;Наличные;107903.85
VIS000359;VC125;2025-01-07;2025-01;Дом и сад;Инструмент;5073;СПб;1;15;Карта;4312.05
VIS000360;VC166;2025-01-07;2025-01;Дом и сад;Пылесос;3294;Самара;1;5;Карта;3129.3
VIS000361;VC097;2025-01-07;2025-01;Одежда;Куртка;3362;Москва;1;0;Карта;3362.0
VIS000362;VC023;2025-01-07;2025-01;Электроника;Наушники;15202;Москва;4;5;Карта;57767.6
VIS000363;VC063;2025-01-08;2025-01;Электроника;Умные часы;16586;Казань;1;0;Наличные;16586.0
VIS000364;VC143;2025-01-09;2025-01;Красота;Помада;1419;Москва;1;20;Наличные;1135.2
VIS000365;VC153;2025-01-10;2025-01;Книги;Роман;404;СПб;1;0;Онлайн;404.0
VIS000366;VC145;2025-01-11;2025-01;Одежда;Рубашка;3150;СПб;1;5;Карта;2992.5
VIS000367;VC194;2025-01-13;2025-01;Книги;Комикс;912;СПб;1;0;Карта;912.0
VIS000368;VC053;2025-01-14;2025-01;Дом и сад;Кофеварка;2510;СПб;2;5;Карта;4769.0
VIS000369;VC104;2025-01-14;2025-01;Электроника;Смартфон;14438;Новосибирск;1;5;Карта;13716.1
VIS000370;VC104;2025-01-18;2025-01;Книги;Роман;2336;Москва;2;10;Наличные;4204.8
VIS000371;VC179;2025-01-19;2025-01;Дом и сад;Декор;4352;Новосибирск;1;0;Наличные;4352.0
VIS000372;VC039;2025-01-19;2025-01;Красота;Помада;1426;Самара;1;0;Онлайн;1426.0
VIS000373;VC179;2025-01-20;2025-01;Одежда;Джинсы;3310;Казань;3;0;Карта;9930.0
VIS000374;VC198;2025-01-20;2025-01;Одежда;Куртка;2928;Москва;1;5;Наличные;2781.6
VIS000375;VC134;2025-01-20;2025-01;Одежда;Платье;4001;Москва;3;0;Карта;12003.0
VIS000376;VC067;2025-01-21;2025-01;Дом и сад;Кофеварка;5275;Москва;2;5;Онлайн;10022.5
VIS000377;VC135;2025-01-21;2025-01;Одежда;Кроссовки;3792;СПб;1;10;Карта;3412.8
VIS000378;VC179;2025-01-22;2025-01;Книги;Поэзия;573;СПб;4;10;Карта;2062.8
VIS000379;VC042;2025-01-22;2025-01;Спорт;Кроссовки;3538;Казань;1;0;Карта;3538.0
VIS000380;VC192;2025-01-24;2025-01;Дом и сад;Пылесос;541;Москва;3;5;Онлайн;1541.85
VIS000381;VC015;2025-01-24;2025-01;Книги;Комикс;762;Москва;1;0;Карта;762.0
VIS000382;VC111;2025-01-26;2025-01;Спорт;Коврик;3818;СПб;3;5;Карта;10881.3
VIS000383;VC157;2025-01-26;2025-01;Книги;Детектив;2251;Казань;1;10;Наличные;2025.9
VIS000384;VC033;2025-01-27;2025-01;Книги;Комикс;910;Москва;2;0;Карта;1820.0
VIS000385;VC155;2025-01-27;2025-01;Электроника;Смартфон;23460;Новосибирск;2;0;Карта;46920.0
VIS000386;VC164;2025-01-27;2025-01;Красота;Духи;1607;Москва;4;10;Карта;5785.2
VIS000387;VC157;2025-01-27;2025-01;Электроника;Умные часы;16074;Самара;3;10;Карта;43399.8
VIS000388;VC038;2025-01-28;2025-01;Электроника;Смартфон;11908;Самара;3;0;Онлайн;35724.0
VIS000389;VC185;2025-01-30;2025-01;Электроника;Ноутбук;15420;Москва;3;5;Наличные;43947.0
VIS000390;VC097;2025-01-30;2025-01;Дом и сад;Декор;2568;Москва;1;0;Карта;2568.0
VIS000391;VC155;2025-01-31;2025-01;Электроника;Смартфон;19170;СПб;1;0;Онлайн;19170.0
VIS000392;VC183;2025-01-31;2025-01;Электроника;Наушники;45679;Москва;1;15;Карта;38827.15
VIS000393;VC033;2025-02-01;2025-02;Электроника;Смартфон;32636;Казань;1;10;Карта;29372.4
VIS000394;VC196;2025-02-01;2025-02;Электроника;Наушники;8015;Самара;1;10;Карта;7213.5
VIS000395;VC086;2025-02-01;2025-02;Дом и сад;Растение;5505;Казань;2;0;Карта;11010.0
VIS000396;VC066;2025-02-03;2025-02;Дом и сад;Декор;5515;Самара;1;10;Карта;4963.5
VIS000397;VC010;2025-02-04;2025-02;Одежда;Рубашка;2883;СПб;2;0;Онлайн;5766.0
VIS000398;VC005;2025-02-04;2025-02;Книги;Роман;715;Москва;1;0;Наличные;715.0
VIS000399;VC123;2025-02-05;2025-02;Дом и сад;Кофеварка;7007;Казань;1;5;Карта;6656.65
VIS000400;VC074;2025-02-05;2025-02;Электроника;Наушники;16906;СПб;2;0;Карта;33812.0
VIS000401;VC097;2025-02-06;2025-02;Одежда;Джинсы;3321;Казань;2;10;Наличные;5977.8
VIS000402;VC118;2025-02-06;2025-02;Красота;Маска;1610;Москва;2;5;Онлайн;3059.0
VIS000403;VC038;2025-02-07;2025-02;Дом и сад;Инструмент;5305;Москва;2;0;Онлайн;10610.0
VIS000404;VC141;2025-02-10;2025-02;Одежда;Платье;3241;Уфа;1;0;Карта;3241.0
VIS000405;VC159;2025-02-10;2025-02;Книги;Роман;1170;Москва;2;0;Наличные;2340.0
VIS000406;VC047;2025-02-11;2025-02;Одежда;Куртка;2507;Уфа;1;0;Карта;2507.0
VIS000407;VC109;2025-02-11;2025-02;Книги;Детектив;594;Уфа;1;5;Карта;564.3
VIS000408;VC180;2025-02-12;2025-02;Электроника;Умные часы;30298;Самара;1;10;Карта;27268.2
VIS000409;VC184;2025-02-14;2025-02;Электроника;Умные часы;31010;Казань;1;0;Карта;31010.0
VIS000410;VC015;2025-02-16;2025-02;Электроника;Наушники;18701;Новосибирск;1;0;Карта;18701.0
VIS000411;VC157;2025-02-17;2025-02;Красота;Духи;1275;Самара;4;5;Карта;4845.0
VIS000412;VC136;2025-02-18;2025-02;Дом и сад;Инструмент;2613;Москва;4;10;Карта;9406.8
VIS000413;VC005;2025-02-18;2025-02;Электроника;Наушники;11810;СПб;1;0;Наличные;11810.0
VIS000414;VC157;2025-02-18;2025-02;Электроника;Ноутбук;18720;Новосибирск;1;0;Карта;18720.0
VIS000415;VC047;2025-02-19;2025-02;Дом и сад;Кофеварка;3247;СПб;1;5;Карта;3084.65
VIS000416;VC068;2025-02-20;2025-02;Электроника;Смартфон;63178;СПб;1;0;Карта;63178.0
VIS000417;VC076;2025-02-21;2025-02;Электроника;Ноутбук;33568;СПб;4;0;Онлайн;134272.0
VIS000418;VC173;2025-02-22;2025-02;Красота;Маска;1285;Новосибирск;1;10;Карта;1156.5
VIS000419;VC130;2025-02-23;2025-02;Одежда;Джинсы;2776;Самара;2;5;Карта;5274.4
VIS000420;VC155;2025-02-23;2025-02;Дом и сад;Кофеварка;4836;Москва;1;5;Карта;4594.2
VIS000421;VC095;2025-02-25;2025-02;Красота;Шампунь;1531;Уфа;5;10;Наличные;6889.5
VIS000422;VC115;2025-02-25;2025-02;Одежда;Рубашка;2148;Казань;1;5;Онлайн;2040.6
VIS000423;VC164;2025-03-02;2025-03;Электроника;Умные часы;31958;Самара;2;0;Карта;63916.0
VIS000424;VC036;2025-03-03;2025-03;Электроника;Наушники;17555;Новосибирск;1;0;Карта;17555.0
VIS000425;VC026;2025-03-07;2025-03;Спорт;Велосипед;949;Самара;2;0;Онлайн;1898.0
VIS000426;VC043;2025-03-10;2025-03;Спорт;Коврик;4517;Москва;1;0;Карта;4517.0
VIS000427;VC027;2025-03-11;2025-03;Спорт;Велосипед;3857;Самара;1;5;Наличные;3664.15
VIS000428;VC069;2025-03-13;2025-03;Электроника;Планшет;22006;Москва;4;10;Карта;79221.6
VIS000429;VC148;2025-03-14;2025-03;Спорт;Гантели;6229;Самара;3;15;Карта;15883.95
VIS000430;VC011;2025-03-16;2025-03;Красота;Шампунь;1054;Уфа;3;5;Карта;3003.9
VIS000431;VC074;2025-03-17;2025-03;Дом и сад;Кофеварка;3266;Москва;2;0;Карта;6532.0
VIS000432;VC104;2025-03-17;2025-03;Красота;Крем;2126;Москва;3;0;Наличные;6378.0
VIS000433;VC038;2025-03-19;2025-03;Спорт;Мяч;4431;Казань;1;10;Онлайн;3987.9
VIS000434;VC134;2025-03-20;2025-03;Дом и сад;Кофеварка;4317;Москва;1;5;Карта;4101.15
VIS000435;VC023;2025-03-20;2025-03;Книги;Поэзия;1016;Самара;1;5;Наличные;965.2
VIS000436;VC047;2025-03-22;2025-03;Одежда;Куртка;3623;Москва;2;10;Карта;6521.4
VIS000437;VC090;2025-03-25;2025-03;Электроника;Планшет;10159;Москва;1;10;Карта;9143.1
VIS000438;VC046;2025-03-26;2025-03;Дом и сад;Кофеварка;5208;Уфа;1;10;Карта;4687.2
VIS000439;VC107;2025-03-28;2025-03;Одежда;Кроссовки;2949;Казань;2;0;Онлайн;5898.0
VIS000440;VC140;2025-03-28;2025-03;Спорт;Кроссовки;3799;Самара;3;10;Наличные;10257.3
VIS000441;VC141;2025-03-28;2025-03;Красота;Помада;1847;СПб;1;10;Наличные;1662.3
VIS000442;VC104;2025-03-30;2025-03;Спорт;Кроссовки;3551;Казань;1;0;Наличные;3551.0
VIS000443;VC190;2025-03-30;2025-03;Электроника;Планшет;18698;Новосибирск;1;5;Наличные;17763.1
VIS000444;VC111;2025-03-31;2025-03;Одежда;Рубашка;2141;Новосибирск;1;0;Онлайн;2141.0
VIS000445;VC104;2025-03-31;2025-03;Электроника;Умные часы;12908;Казань;1;15;Наличные;10971.8
VIS000446;VC060;2025-03-31;2025-03;Дом и сад;Инструмент;2314;Новосибирск;2;0;Онлайн;4628.0
VIS000447;VC171;2025-04-01;2025-04;Спорт;Гантели;3791;СПб;2;5;Карта;7202.9
VIS000448;VC100;2025-04-03;2025-04;Красота;Крем;1846;Москва;2;0;Карта;3692.0
VIS000449;VC068;2025-04-04;2025-04;Книги;Поэзия;2493;Казань;1;10;Карта;2243.7
VIS000450;VC133;2025-04-04;2025-04;Красота;Духи;1477;Москва;3;0;Карта;4431.0
VIS000451;VC120;2025-04-05;2025-04;Спорт;Мяч;3920;Казань;1;0;Карта;3920.0
VIS000452;VC037;2025-04-05;2025-04;Одежда;Куртка;3670;Москва;1;5;Карта;3486.5
VIS000453;VC072;2025-04-06;2025-04;Спорт;Кроссовки;1591;Новосибирск;3;15;Наличные;4057.05
VIS000454;VC127;2025-04-06;2025-04;Одежда;Куртка;4488;Казань;1;0;Карта;4488.0
VIS000455;VC106;2025-04-08;2025-04;Одежда;Джинсы;3589;Москва;1;0;Карта;3589.0
VIS000456;VC092;2025-04-11;2025-04;Дом и сад;Декор;5486;Москва;3;10;Карта;14812.2
VIS000457;VC031;2025-04-13;2025-04;Одежда;Джинсы;2331;Москва;1;5;Онлайн;2214.45
VIS000458;VC122;2025-04-14;2025-04;Дом и сад;Инструмент;5562;Новосибирск;2;15;Карта;9455.4
VIS000459;VC137;2025-04-15;2025-04;Дом и сад;Декор;5237;Самара;1;0;Карта;5237.0
VIS000460;VC051;2025-04-15;2025-04;Книги;Поэзия;1957;Москва;2;5;Наличные;3718.3
VIS000461;VC029;2025-04-16;2025-04;Одежда;Джинсы;3054;Казань;1;0;Наличные;3054.0
VIS000462;VC040;2025-04-16;2025-04;Книги;Детектив;887;СПб;1;0;Карта;887.0
VIS000463;VC041;2025-04-17;2025-04;Дом и сад;Декор;5492;СПб;2;5;Карта;10434.8
VIS000464;VC011;2025-04-17;2025-04;Книги;Комикс;1094;Уфа;1;5;Карта;1039.3
VIS000465;VC151;2025-04-17;2025-04;Книги;Комикс;519;СПб;1;10;Онлайн;467.1
VIS000466;VC001;2025-04-18;2025-04;Электроника;Наушники;11208;СПб;1;0;Карта;11208.0
VIS000467;VC046;2025-04-18;2025-04;Дом и сад;Пылесос;2391;Москва;1;0;Карта;2391.0
VIS000468;VC101;2025-04-19;2025-04;Электроника;Планшет;10313;Москва;1;0;Карта;10313.0
VIS000469;VC149;2025-04-19;2025-04;Дом и сад;Декор;3144;Москва;1;20;Карта;2515.2
VIS000470;VC090;2025-04-20;2025-04;Спорт;Мяч;3692;Москва;3;0;Наличные;11076.0
VIS000471;VC110;2025-04-20;2025-04;Книги;Поэзия;1326;Новосибирск;1;0;Карта;1326.0
VIS000472;VC164;2025-04-21;2025-04;Книги;Комикс;1223;СПб;1;0;Карта;1223.0
VIS000473;VC182;2025-04-21;2025-04;Красота;Крем;1358;Новосибирск;1;5;Карта;1290.1
VIS000474;VC057;2025-04-21;2025-04;Спорт;Коврик;3741;Москва;1;0;Карта;3741.0
VIS000475;VC001;2025-04-25;2025-04;Красота;Маска;1876;Москва;4;15;Карта;6378.4
VIS000476;VC063;2025-04-28;2025-04;Спорт;Гантели;729;Казань;1;0;Наличные;729.0
VIS000477;VC182;2025-04-29;2025-04;Электроника;Смартфон;9392;Уфа;4;10;Наличные;33811.2
VIS000478;VC055;2025-04-29;2025-04;Электроника;Планшет;9400;Москва;1;0;Онлайн;9400.0
VIS000479;VC115;2025-05-02;2025-05;Книги;Учебник;1474;Самара;2;5;Наличные;2800.6
VIS000480;VC168;2025-05-03;2025-05;Электроника;Смартфон;10463;Новосибирск;2;15;Наличные;17787.1
VIS000481;VC143;2025-05-04;2025-05;Книги;Поэзия;1125;Новосибирск;3;0;Карта;3375.0
VIS000482;VC149;2025-05-04;2025-05;Одежда;Кроссовки;4317;Новосибирск;2;15;Наличные;7338.9
VIS000483;VC175;2025-05-06;2025-05;Книги;Роман;450;Москва;2;5;Наличные;855.0
VIS000484;VC053;2025-05-06;2025-05;Спорт;Мяч;2691;Москва;1;15;Наличные;2287.35
VIS000485;VC137;2025-05-07;2025-05;Дом и сад;Инструмент;6689;Новосибирск;1;5;Карта;6354.55
VIS000486;VC180;2025-05-07;2025-05;Книги;Роман;218;СПб;3;0;Карта;654.0
VIS000487;VC057;2025-05-10;2025-05;Спорт;Кроссовки;2803;Уфа;1;0;Наличные;2803.0
VIS000488;VC117;2025-05-11;2025-05;Книги;Роман;1084;СПб;1;0;Наличные;1084.0
VIS000489;VC154;2025-05-11;2025-05;Красота;Шампунь;703;Москва;2;0;Онлайн;1406.0
VIS000490;VC169;2025-05-11;2025-05;Электроника;Наушники;15119;Казань;1;0;Карта;15119.0
VIS000491;VC035;2025-05-13;2025-05;Красота;Крем;1668;Москва;4;0;Карта;6672.0
VIS000492;VC063;2025-05-13;2025-05;Дом и сад;Пылесос;2911;Новосибирск;2;0;Карта;5822.0
VIS000493;VC025;2025-05-14;2025-05;Одежда;Куртка;2522;Казань;2;10;Наличные;4539.6
VIS000494;VC090;2025-05-15;2025-05;Электроника;Смартфон;24916;Уфа;3;0;Карта;74748.0
VIS000495;VC075;2025-05-16;2025-05;Книги;Роман;342;Самара;1;0;Карта;342.0
VIS000496;VC038;2025-05-17;2025-05;Электроника;Планшет;16177;Казань;1;5;Онлайн;15368.15
VIS000497;VC130;2025-05-17;2025-05;Электроника;Смартфон;14035;Казань;1;0;Карта;14035.0
VIS000498;VC135;2025-05-18;2025-05;Дом и сад;Кофеварка;5913;Уфа;1;0;Наличные;5913.0
VIS000499;VC162;2025-05-19;2025-05;Книги;Учебник;1157;Москва;2;0;Карта;2314.0
VIS000500;VC091;2025-05-19;2025-05;Дом и сад;Пылесос;2829;Москва;3;15;Наличные;7213.95
VIS000501;VC017;2025-05-20;2025-05;Красота;Крем;1783;Москва;1;10;Карта;1604.7
VIS000502;VC128;2025-05-20;2025-05;Книги;Роман;1932;Москва;1;0;Онлайн;1932.0
VIS000503;VC171;2025-05-20;2025-05;Дом и сад;Кофеварка;5181;Казань;4;5;Онлайн;19687.8
VIS000504;VC187;2025-05-22;2025-05;Электроника;Наушники;13084;Новосибирск;1;5;Карта;12429.8
VIS000505;VC108;2025-05-23;2025-05;Дом и сад;Кофеварка;4884;Новосибирск;1;5;Карта;4639.8
VIS000506;VC179;2025-05-24;2025-05;Одежда;Куртка;2941;Москва;1;5;Карта;2793.95
VIS000507;VC182;2025-05-24;2025-05;Красота;Шампунь;992;Казань;3;5;Наличные;2827.2
VIS000508;VC152;2025-05-25;2025-05;Спорт;Мяч;3371;СПб;2;0;Онлайн;6742.0
VIS000509;VC025;2025-05-25;2025-05;Книги;Поэзия;898;Казань;2;0;Карта;1796.0
VIS000510;VC199;2025-05-25;2025-05;Электроника;Планшет;39806;Новосибирск;3;5;Наличные;113447.1
VIS000511;VC180;2025-05-25;2025-05;Спорт;Гантели;5983;СПб;1;10;Карта;5384.7
VIS000512;VC198;2025-05-26;2025-05;Спорт;Гантели;3847;Москва;1;5;Наличные;3654.65
VIS000513;VC088;2025-05-26;2025-05;Электроника;Планшет;20176;Москва;3;10;Онлайн;54475.2
VIS000514;VC161;2025-05-27;2025-05;Одежда;Платье;3383;Самара;1;20;Карта;2706.4
VIS000515;VC177;2025-05-27;2025-05;Спорт;Коврик;4632;Уфа;2;0;Карта;9264.0
VIS000516;VC029;2025-05-30;2025-05;Электроника;Планшет;14253;Новосибирск;4;5;Карта;54161.4
VIS000517;VC063;2025-05-30;2025-05;Красота;Крем;1340;Москва;2;5;Карта;2546.0
VIS000518;VC150;2025-05-31;2025-05;Одежда;Рубашка;3817;СПб;2;20;Карта;6107.2
VIS000519;VC154;2025-06-01;2025-06;Электроника;Ноутбук;18804;Казань;3;20;Карта;45129.6
VIS000520;VC156;2025-06-02;2025-06;Спорт;Гантели;3032;Самара;3;5;Карта;8641.2
VIS000521;VC114;2025-06-04;2025-06;Одежда;Рубашка;2906;Москва;1;0;Карта;2906.0
VIS000522;VC049;2025-06-05;2025-06;Книги;Роман;322;Москва;1;10;Карта;289.8
