date;federal_district;region;city;category;subcategory;product_name;brand;price_segment;manager_id;customer_id;customer_segment;customer_type;sales_amount;quantity;unit_price;discount_amount;profit_margin_pct
2024-04-05;Дальневосточный ФО;Приморский край;Находка;Товары для дома;Мебель;Леруа Мерлен Мебель Model 14;Леруа Мерлен;Medium;MGR_001;CUST_00093;Mass;B2B;42823,13;1;49570,73;6747,6;40,0
2024-04-07;Дальневосточный ФО;Приморский край;Находка;Электроника;Ноутбуки;Samsung Ноутбуки Model 15;Samsung;Medium;MGR_001;CUST_00093;Premium;B2B;91609,12;4;25206,68;9217,6;15,6
2024-04-03;Южный ФО;Краснодарский край;Сочи;Одежда;Женская одежда;H&M Женская одежда Model 16;H&M;Budget;MGR_006;CUST_00093;Mass;B2C;5887,28;1;6102,08;214,8;51,4
2024-04-20;Северо-Западный ФО;Ленинградская область;Выборг;Электроника;Смартфоны;Apple Смартфоны Model 17;Apple;Premium;MGR_001;CUST_00093;Premium;B2B;309180,98;3;120478,45;52254,37;12,9
2024-04-25;Северо-Западный ФО;Ленинградская область;Гатчина;Красота и здоровье;Витамины;L'Oreal Витамины Model 18;L'Oreal;Medium;MGR_001;CUST_00093;Mass;B2C;71770,2;3;28445,99;13567,77;24,9
2024-04-28;Северо-Западный ФО;Санкт-Петербург;Санкт-Петербург;Спорт и отдых;Велосипеды;Trek Велосипеды Model 19;Trek;Premium;MGR_002;CUST_00093;Mass;B2B;153106,85;3;54582,16;10639,63;26,7
2024-04-02;Приволжский ФО;Самарская область;Самара;Электроника;Смартфоны;Apple Смартфоны Model 20;Apple;Premium;MGR_001;CUST_00093;Mass;B2C;257551,37;2;138860,59;20169,81;19,9
2024-04-05;Центральный ФО;Москва;Москва;Одежда;Женская одежда;H&M Женская одежда Model 21;H&M;Medium;MGR_007;CUST_00093;Premium;B2B;18451,84;1;22418,32;3966,48;35,9
2024-04-22;Северо-Западный ФО;Ленинградская область;Гатчина;Электроника;Смартфоны;Apple Смартфоны Model 22;Apple;Medium;MGR_001;CUST_00093;Mass;B2B;174087,6;5;34885,91;341,95;24,4
2024-04-04;Уральский ФО;Свердловская область;Екатеринбург;Книги и канцелярия;Художественная литература;АСТ Художественная литература Model 23;АСТ;Budget;MGR_004;CUST_00094;Mass;B2B;4539,97;2;2348,83;157,69;42,9
2024-04-05;Приволжский ФО;Самарская область;Тольятти;Товары для дома;Мебель;JYSK Мебель Model 24;JYSK;Medium;MGR_001;CUST_00094;Premium;B2C;100409,7;4;26718,16;6462,94;30,7
2024-04-26;Центральный ФО;Москва;Москва;Товары для дома;Мебель;Леруа Мерлен Мебель Model 25;Леруа Мерлен;Medium;MGR_001;CUST_00094;Premium;B2C;66980,97;2;34141,21;1301,45;26,3
2024-04-04;Сибирский ФО;Красноярский край;Красноярск;Электроника;Ноутбуки;Samsung Ноутбуки Model 26;Samsung;Premium;MGR_001;CUST_00094;Mass;B2B;109697,58;1;123940,34;14242,76;19,8
2024-04-16;Сибирский ФО;Красноярский край;Красноярск;Красота и здоровье;Косметика;Dior Косметика Model 27;Dior;Medium;MGR_001;CUST_00094;Mass;B2B;30301,19;2;15318,72;336,25;23,8
2024-04-13;Северо-Западный ФО;Новгородская область;Великий Новгород;Книги и канцелярия;Учебная литература;АСТ Учебная литература Model 28;АСТ;Budget;MGR_001;CUST_00094;Mass;B2B;6648,9;3;2338,6;366,9;19,7
2024-04-12;Дальневосточный ФО;Приморский край;Владивосток;Электроника;Ноутбуки;Xiaomi Ноутбуки Model 29;Xiaomi;Premium;MGR_001;CUST_00094;Premium;B2C;291826,68;3;128892,7;94851,42;19,5
2024-04-15;Южный ФО;Ростовская область;Ростов-на-Дону;Одежда;Мужская одежда;Nike Мужская одежда Model 30;Nike;Medium;MGR_001;CUST_00094;Mass;B2B;60778,36;3;21563,95;3913,49;57,4
2024-04-13;Центральный ФО;Тульская область;Новомосковск;Товары для дома;Мебель;IKEA Мебель Model 31;IKEA;Budget;MGR_001;CUST_00094;Mass;B2C;23430,9;3;10247,82;7312,56;37,7
2024-04-01;Южный ФО;Ростовская область;Ростов-на-Дону;Электроника;Смартфоны;Apple Смартфоны Model 32;Apple;Premium;MGR_001;CUST_00094;Premium;B2B;83835,59;1;111082,58;27246,99;16,2
2024-04-16;Южный ФО;Ростовская область;Таганрог;Спорт и отдых;Велосипеды;Nordway Велосипеды Model 33;Nordway;Medium;MGR_001;CUST_00095;Premium;B2B;39628,19;2;22244,26;4860,33;31,6
2024-04-05;Центральный ФО;Тульская область;Тула;Книги и канцелярия;Художественная литература;Pilot Художественная литература Model 34;Pilot;Budget;MGR_001;CUST_00095;Mass;B2B;465,09;1;550,79;85,7;39,9
2024-04-18;Приволжский ФО;Самарская область;Тольятти;Красота и здоровье;Косметика;Dior Косметика Model 35;Dior;Budget;MGR_001;CUST_00095;Mass;B2B;22120,64;4;6896,74;5466,32;36,8
2024-04-05;Северо-Кавказский ФО;Ставропольский край;Ставрополь;Одежда;Женская одежда;Adidas Женская одежда Model 36;Adidas;Medium;MGR_001;CUST_00095;VIP;B2B;53981,13;3;23676,99;17049,84;43,2
2024-04-27;Дальневосточный ФО;Приморский край;Находка;Красота и здоровье;Витамины;Dior Витамины Model 37;Dior;Medium;MGR_001;CUST_00095;Mass;B2C;83205,59;3;34212,58;19432,15;18,4
2024-04-07;Приволжский ФО;Татарстан;Казань;Электроника;Ноутбуки;Lenovo Ноутбуки Model 38;Lenovo;Premium;MGR_003;CUST_00095;Mass;B2B;195377,87;3;79381,51;42766,66;13,3
2024-04-18;Северо-Западный ФО;Санкт-Петербург;Санкт-Петербург;Книги и канцелярия;Художественная литература;Альпина Художественная литература Model 39;Альпина;Budget;MGR_002;CUST_00095;Mass;B2C;2729,18;1;3274,95;545,77;19,1
2024-04-09;Северо-Западный ФО;Новгородская область;Великий Новгород;Книги и канцелярия;Канцтовары;Эксмо Канцтовары Model 40;Эксмо;Budget;MGR_001;CUST_00095;Mass;B2B;2350,59;1;2912,41;561,82;26,7
2024-04-25;Приволжский ФО;Нижегородская область;Нижний Новгород;Товары для дома;Посуда;JYSK Посуда Model 41;JYSK;Budget;MGR_001;CUST_00095;Premium;B2B;5483,08;5;1099,1;12,42;28,9
2024-04-29;Северо-Западный ФО;Новгородская область;Великий Новгород;Электроника;Планшеты;ASUS Планшеты Model 42;ASUS;Premium;MGR_001;CUST_00095;Premium;B2B;264060,89;2;140036,2;16011,51;22,8
2024-04-05;Дальневосточный ФО;Приморский край;Владивосток;Красота и здоровье;Косметика;Nivea Косметика Model 43;Nivea;Budget;MGR_001;CUST_00096;Premium;B2C;22086,62;3;8006,03;1931,47;38,8
2024-04-17;Уральский ФО;Челябинская область;Челябинск;Товары для дома;Посуда;JYSK Посуда Model 44;JYSK;Medium;MGR_001;CUST_00096;VIP;B2B;71412,49;2;36578,64;1744,79;30,0
2024-04-08;Северо-Кавказский ФО;Ставропольский край;Ставрополь;Книги и канцелярия;Учебная литература;Staedtler Учебная литература Model 45;Staedtler;Budget;MGR_001;CUST_00096;Mass;B2C;299,13;1;340,01;40,88;33,0
2024-04-18;Северо-Западный ФО;Ленинградская область;Гатчина;Спорт и отдых;Туризм;Спортмастер Туризм Model 46;Спортмастер;Budget;MGR_001;CUST_00096;Mass;B2B;41724,81;4;11243,2;3247,99;27,8
2024-04-12;Северо-Западный ФО;Санкт-Петербург;Санкт-Петербург;Красота и здоровье;Парфюмерия;Chanel Парфюмерия Model 47;Chanel;Medium;MGR_008;CUST_00096;VIP;B2C;121050,54;5;32207,73;39988,11;13,7
2024-04-21;Южный ФО;Краснодарский край;Сочи;Электроника;Ноутбуки;Xiaomi Ноутбуки Model 48;Xiaomi;Premium;MGR_006;CUST_00096;Premium;B2C;213589,47;2;117736,07;21882,67;18,1
2024-04-15;Уральский ФО;Челябинская область;Магнитогорск;Электроника;Планшеты;ASUS Планшеты Model 49;ASUS;Premium;MGR_001;CUST_00096;Mass;B2C;180003,6;2;116825,77;53647,94;22,4
2024-04-20;Центральный ФО;Тульская область;Тула;Красота и здоровье;Витамины;L'Oreal Витамины Model 50;L'Oreal;Medium;MGR_001;CUST_00096;Mass;B2B;18511,43;1;20326,15;1814,72;37,0
2024-04-28;Северо-Западный ФО;Санкт-Петербург;Санкт-Петербург;Спорт и отдых;Велосипеды;Decathlon Велосипеды Model 1;Decathlon;Medium;MGR_008;CUST_00096;Mass;B2B;18535,2;1;21578,11;3042,91;24,7
2024-04-04;Северо-Западный ФО;Санкт-Петербург;Санкт-Петербург;Спорт и отдых;Туризм;Спортмастер Туризм Model 2;Спортмастер;Premium;MGR_008;CUST_00096;Mass;B2B;100037,76;2;53217,22;6396,68;23,0
2024-04-07;Дальневосточный ФО;Приморский край;Находка;Спорт и отдых;Спортивное оборудование;Giant Спортивное оборудование Model 3;Giant;Premium;MGR_001;CUST_00097;Mass;B2B;71748,89;1;73622,65;1873,76;31,9
2024-04-19;Центральный ФО;Тульская область;Новомосковск;Электроника;Ноутбуки;ASUS Ноутбуки Model 4;ASUS;Medium;MGR_001;CUST_00097;Mass;B2B;221894,84;5;44815,13;2180,81;15,2
2024-04-25;Сибирский ФО;Красноярский край;Норильск;Красота и здоровье;Косметика;L'Oreal Косметика Model 5;L'Oreal;Budget;MGR_001;CUST_00097;Mass;B2B;4997,66;1;6380,2;1382,54;20,6
2024-04-28;Сибирский ФО;Новосибирская область;Бердск;Одежда;Мужская одежда;Nike Мужская одежда Model 6;Nike;Medium;MGR_005;CUST_00097;Mass;B2C;81479,73;4;23835,79;13863,43;44,4
2024-04-06;Северо-Кавказский ФО;Ставропольский край;Пятигорск;Спорт и отдых;Туризм;Giant Туризм Model 7;Giant;Medium;MGR_001;CUST_00097;Mass;B2B;123431,48;3;47246,93;18309,31;35,1
2024-04-30;Сибирский ФО;Новосибирская область;Новосибирск;Электроника;Планшеты;Lenovo Планшеты Model 8;Lenovo;Premium;MGR_005;CUST_00097;Mass;B2C;96893,93;2;53136,97;9380,01;25,8
2024-04-01;Южный ФО;Ростовская область;Ростов-на-Дону;Спорт и отдых;Туризм;Decathlon Туризм Model 9;Decathlon;Premium;MGR_001;CUST_00097;Premium;B2B;176713,09;3;75823,61;50757,74;23,8
2024-04-15;Южный ФО;Ростовская область;Ростов-на-Дону;Электроника;Смартфоны;Samsung Смартфоны Model 10;Samsung;Premium;MGR_001;CUST_00097;Mass;B2B;212035,33;2;120349,34;28663,35;18,9
2024-04-07;Уральский ФО;Свердловская область;Екатеринбург;Красота и здоровье;Витамины;L'Oreal Витамины Model 11;L'Oreal;Budget;MGR_004;CUST_00097;Mass;B2B;6308,45;1;7402,4;1093,95;20,2
2024-04-17;Северо-Западный ФО;Новгородская область;Великий Новгород;Красота и здоровье;Парфюмерия;Dior Парфюмерия Model 12;Dior;Budget;MGR_001;CUST_00097;Mass;B2B;18563,66;2;11805,3;5046,94;18,8
2024-04-04;Южный ФО;Ростовская область;Таганрог;Товары для дома;Мебель;OBI Мебель Model 13;OBI;Budget;MGR_001;CUST_00098;Mass;B2B;7905,89;2;4022,34;138,79;43,0
2024-04-21;Приволжский ФО;Самарская область;Самара;Электроника;Смартфоны;Apple Смартфоны Model 14;Apple;Premium;MGR_001;CUST_00098;Premium;B2B;149789,02;2;83434,26;17079,5;24,1
2024-04-24;Северо-Западный ФО;Новгородская область;Великий Новгород;Книги и канцелярия;Учебная литература;Эксмо Учебная литература Model 15;Эксмо;Budget;MGR_001;CUST_00098;Premium;B2B;11586,5;3;4211,96;1049,38;34,8
2024-04-18;Сибирский ФО;Новосибирская область;Новосибирск;Спорт и отдых;Спортивное оборудование;Nordway Спортивное оборудование Model 16;Nordway;Premium;MGR_005;CUST_00098;VIP;B2B;259881,71;5;62147,58;50856,19;18,9
2024-04-01;Уральский ФО;Свердловская область;Нижний Тагил;Товары для дома;Текстиль;JYSK Текстиль Model 17;JYSK;Medium;MGR_001;CUST_00098;VIP;B2C;37945,55;1;43856,21;5910,66;23,0
2024-04-01;Сибирский ФО;Новосибирская область;Новосибирск;Электроника;Смартфоны;Xiaomi Смартфоны Model 18;Xiaomi;Premium;MGR_005;CUST_00098;Mass;B2C;215177,16;3;72405,81;2040,27;16,6
2024-04-11;Южный ФО;Ростовская область;Ростов-на-Дону;Книги и канцелярия;Канцтовары;АСТ Канцтовары Model 19;АСТ;Budget;MGR_001;CUST_00098;Mass;B2B;7749,22;2;3874,62;0,02;30,4
2024-04-05;Сибирский ФО;Новосибирская область;Бердск;Товары для дома;Текстиль;Hoff Текстиль Model 20;Hoff;Medium;MGR_005;CUST_00098;Mass;B2C;52008,3;2;26364,25;720,2;43,9
2024-04-21;Сибирский ФО;Красноярский край;Красноярск;Товары для дома;Мебель;IKEA Мебель Model 21;IKEA;Budget;MGR_001;CUST_00098;Mass;B2B;10803,94;1;11693,2;889,26;25,3
2024-04-01;Северо-Западный ФО;Новгородская область;Великий Новгород;Электроника;Планшеты;Samsung Планшеты Model 22;Samsung;Medium;MGR_001;CUST_00098;Premium;B2C;230446,31;5;46106,25;84,94;25,9
2024-04-08;Северо-Кавказский ФО;Ставропольский край;Ставрополь;Книги и канцелярия;Художественная литература;Staedtler Художественная литература Model 23;Staedtler;Budget;MGR_001;CUST_00099;Premium;B2B;13708,25;3;4840,86;814,33;34,9
2024-04-21;Центральный ФО;Тульская область;Тула;Электроника;Ноутбуки;Lenovo Ноутбуки Model 24;Lenovo;Premium;MGR_001;CUST_00099;Mass;B2B;90730,68;1;115156,0;24425,32;15,0
2024-04-03;Северо-Западный ФО;Ленинградская область;Выборг;Одежда;Женская одежда;Nike Женская одежда Model 25;Nike;Budget;MGR_001;CUST_00099;Mass;B2B;15835,92;2;8618,88;1401,84;51,8
2024-04-07;Сибирский ФО;Красноярский край;Норильск;Красота и здоровье;Парфюмерия;Nivea Парфюмерия Model 26;Nivea;Medium;MGR_001;CUST_00099;Mass;B2B;27341,79;1;28642,25;1300,46;27,9
2024-04-04;Уральский ФО;Челябинская область;Магнитогорск;Книги и канцелярия;Учебная литература;Pilot Учебная литература Model 27;Pilot;Budget;MGR_001;CUST_00099;Mass;B2B;3615,87;1;4529,31;913,44;38,6
2024-04-07;Центральный ФО;Тульская область;Тула;Книги и канцелярия;Учебная литература;АСТ Учебная литература Model 28;АСТ;Budget;MGR_001;CUST_00099;Mass;B2C;3444,85;1;3820,39;375,54;31,8
2024-04-11;Южный ФО;Краснодарский край;Краснодар;Красота и здоровье;Витамины;Nivea Витамины Model 29;Nivea;Medium;MGR_006;CUST_00099;Mass;B2C;22781,42;1;23237,19;455,77;33,0
2024-04-23;Приволжский ФО;Нижегородская область;Дзержинск;Спорт и отдых;Велосипеды;Trek Велосипеды Model 30;Trek;Premium;MGR_001;CUST_00099;Mass;B2B;219716,05;4;57327,02;9592,03;38,3
2024-04-13;Северо-Западный ФО;Новгородская область;Великий Новгород;Одежда;Мужская одежда;H&M Мужская одежда Model 31;H&M;Medium;MGR_001;CUST_00099;Mass;B2B;23191,55;2;15218,66;7245,77;33,7
2024-04-27;Уральский ФО;Свердловская область;Нижний Тагил;Спорт и отдых;Спортивное оборудование;Giant Спортивное оборудование Model 32;Giant;Medium;MGR_001;CUST_00099;Premium;B2C;19282,31;1;22695,44;3413,13;22,9
2024-04-06;Центральный ФО;Тульская область;Новомосковск;Книги и канцелярия;Канцтовары;Альпина Канцтовары Model 33;Альпина;Budget;MGR_001;CUST_00100;Premium;B2C;5881,17;2;3629,24;1377,31;16,9
2024-04-13;Центральный ФО;Москва;Москва;Товары для дома;Посуда;Hoff Посуда Model 34;Hoff;Medium;MGR_007;CUST_00100;Mass;B2B;22636,18;1;25935,8;3299,62;25,4
2024-04-05;Уральский ФО;Свердловская область;Екатеринбург;Товары для дома;Текстиль;IKEA Текстиль Model 35;IKEA;Medium;MGR_004;CUST_00100;Mass;B2B;111068,48;3;46679,78;28970,86;31,2
2024-04-29;Северо-Кавказский ФО;Ставропольский край;Пятигорск;Товары для дома;Текстиль;Hoff Текстиль Model 36;Hoff;Medium;MGR_001;CUST_00100;Mass;B2B;63439,96;2;35859,17;8278,38;39,6
2024-04-19;Сибирский ФО;Красноярский край;Норильск;Товары для дома;Мебель;Hoff Мебель Model 37;Hoff;Medium;MGR_001;CUST_00100;Mass;B2B;28525,3;1;34882,47;6357,17;36,1
2024-04-14;Северо-Западный ФО;Санкт-Петербург;Санкт-Петербург;Одежда;Детская одежда;Zara Детская одежда Model 38;Zara;Budget;MGR_002;CUST_00100;Mass;B2B;12677,01;2;7940,68;3204,35;37,9
2024-04-21;Центральный ФО;Московская область;Мытищи;Одежда;Женская одежда;Nike Женская одежда Model 39;Nike;Budget;MGR_001;CUST_00100;VIP;B2B;35235,08;4;9615,54;3227,08;57,1
2024-04-03;Дальневосточный ФО;Приморский край;Находка;Красота и здоровье;Парфюмерия;Chanel Парфюмерия Model 40;Chanel;Medium;MGR_001;CUST_00100;Mass;B2B;24759,24;1;30021,84;5262,6;32,9
2024-04-16;Центральный ФО;Московская область;Мытищи;Красота и здоровье;Парфюмерия;Dior Парфюмерия Model 41;Dior;Medium;MGR_001;CUST_00100;VIP;B2B;45344,7;3;19803,93;14067,09;25,3
2024-04-20;Северо-Западный ФО;Санкт-Петербург;Санкт-Петербург;Электроника;Смартфоны;Samsung Смартфоны Model 42;Samsung;Premium;MGR_008;CUST_00100;Mass;B2B;63664,73;1;66369,89;2705,16;25,6
2024-04-08;Южный ФО;Краснодарский край;Краснодар;Красота и здоровье;Парфюмерия;Solgar Парфюмерия Model 43;Solgar;Medium;MGR_006;CUST_00101;VIP;B2C;116537,66;5;25785,2;12388,34;17,7
2024-04-29;Центральный ФО;Москва;Москва;Товары для дома;Мебель;JYSK Мебель Model 44;JYSK;Medium;MGR_007;CUST_00101;Premium;B2C;41910,39;1;42030,37;119,98;37,5
2024-04-23;Южный ФО;Краснодарский край;Сочи;Электроника;Смартфоны;Xiaomi Смартфоны Model 45;Xiaomi;Premium;MGR_006;CUST_00101;Premium;B2C;520046,98;4;145984,71;63891,86;15,2
2024-04-21;Дальневосточный ФО;Приморский край;Владивосток;Книги и канцелярия;Канцтовары;Staedtler Канцтовары Model 46;Staedtler;Budget;MGR_001;CUST_00101;Mass;B2C;14256,8;5;3583,38;3660,1;27,5
2024-04-03;Приволжский ФО;Нижегородская область;Нижний Новгород;Товары для дома;Текстиль;Hoff Текстиль Model 47;Hoff;Medium;MGR_001;CUST_00101;Premium;B2B;143230,41;3;48368,25;1874,34;32,2
2024-04-03;Дальневосточный ФО;Приморский край;Владивосток;Электроника;Планшеты;Samsung Планшеты Model 48;Samsung;Premium;MGR_001;CUST_00101;Mass;B2B;175678,45;2;111991,28;48304,11;11,2
2024-04-07;Уральский ФО;Челябинская область;Магнитогорск;Красота и здоровье;Косметика;Solgar Косметика Model 49;Solgar;Medium;MGR_001;CUST_00101;Mass;B2C;24182,86;1;28060,12;3877,26;25,8
2024-04-15;Северо-Кавказский ФО;Ставропольский край;Ставрополь;Электроника;Ноутбуки;ASUS Ноутбуки Model 50;ASUS;Medium;MGR_001;CUST_00101;Mass;B2C;25690,1;1;32781,53;7091,43;10,9
2024-04-05;Дальневосточный ФО;Приморский край;Владивосток;Одежда;Мужская одежда;H&M Мужская одежда Model 1;H&M;Budget;MGR_001;CUST_00101;Mass;B2B;8143,36;1;8780,01;636,65;55,3
2024-04-12;Приволжский ФО;Татарстан;Казань;Товары для дома;Посуда;Hoff Посуда Model 2;Hoff;Medium;MGR_003;CUST_00101;Mass;B2B;27067,08;1;33798,8;6731,72;20,3
2024-04-15;Приволжский ФО;Нижегородская область;Нижний Новгород;Электроника;Планшеты;ASUS Планшеты Model 3;ASUS;Premium;MGR_001;CUST_00102;Mass;B2B;255468,35;3;99358,0;42605,65;23,2
2024-04-06;Приволжский ФО;Самарская область;Тольятти;Книги и канцелярия;Канцтовары;Эксмо Канцтовары Model 4;Эксмо;Budget;MGR_001;CUST_00102;Premium;B2C;13606,18;3;4549,22;41,48;36,8
2024-04-04;Центральный ФО;Москва;Москва;Одежда;Мужская одежда;Uniqlo Мужская одежда Model 5;Uniqlo;Budget;MGR_007;CUST_00102;Mass;B2B;2345,17;1;2718,14;372,97;41,6
2024-04-13;Сибирский ФО;Новосибирская область;Новосибирск;Красота и здоровье;Витамины;Chanel Витамины Model 6;Chanel;Budget;MGR_005;CUST_00102;Mass;B2B;19958,71;2;10945,15;1931,59;32,9
2024-04-23;Приволжский ФО;Самарская область;Самара;Электроника;Смартфоны;Lenovo Смартфоны Model 7;Lenovo;Premium;MGR_001;CUST_00102;Premium;B2C;196354,17;4;60096,75;44032,83;15,6
2024-04-06;Уральский ФО;Свердловская область;Екатеринбург;Одежда;Женская одежда;H&M Женская одежда Model 8;H&M;Budget;MGR_004;CUST_00102;Mass;B2B;2497,65;1;3106,3;608,65;39,8
2024-04-01;Южный ФО;Ростовская область;Ростов-на-Дону;Одежда;Детская одежда;Nike Детская одежда Model 9;Nike;Budget;MGR_001;CUST_00102;VIP;B2B;19340,47;2;11670,02;3999,57;41,5
2024-04-28;Северо-Кавказский ФО;Ставропольский край;Ставрополь;Электроника;Смартфоны;Lenovo Смартфоны Model 10;Lenovo;Medium;MGR_001;CUST_00102;Mass;B2B;61568,26;3;22639,06;6348,92;26,4
2024-04-25;Южный ФО;Краснодарский край;Краснодар;Товары для дома;Текстиль;JYSK Текстиль Model 11;JYSK;Medium;MGR_006;CUST_00102;Premium;B2C;53698,78;2;32265,85;10832,92;30,8
2024-04-22;Дальневосточный ФО;Приморский край;Находка;Спорт и отдых;Спортивное оборудование;Nordway Спортивное оборудование Model 12;Nordway;Medium;MGR_001;CUST_00102;Mass;B2B;15688,94;1;17521,39;1832,45;35,6
2024-04-04;Приволжский ФО;Самарская область;Самара;Одежда;Женская одежда;Adidas Женская одежда Model 13;Adidas;Budget;MGR_001;CUST_00103;Mass;B2B;10837,76;3;3882,26;809,02;43,4
2024-04-19;Сибирский ФО;Красноярский край;Красноярск;Красота и здоровье;Косметика;Nivea Косметика Model 14;Nivea;Medium;MGR_001;CUST_00103;Mass;B2B;46173,36;4;15291,06;14990,88;14,3
2024-04-29;Дальневосточный ФО;Приморский край;Находка;Красота и здоровье;Парфюмерия;Chanel Парфюмерия Model 15;Chanel;Medium;MGR_001;CUST_00103;Mass;B2C;17478,38;1;18298,92;820,54;42,9
2024-04-07;Центральный ФО;Тульская область;Новомосковск;Книги и канцелярия;Художественная литература;Staedtler Художественная литература Model 16;Staedtler;Budget;MGR_001;CUST_00103;Mass;B2C;2006,41;3;743,86;225,17;35,4
2024-04-10;Северо-Западный ФО;Санкт-Петербург;Санкт-Петербург;Красота и здоровье;Косметика;Dior Косметика Model 17;Dior;Medium;MGR_002;CUST_00103;Mass;B2B;66397,84;3;24748,04;7846,28;25,5
2024-04-10;Дальневосточный ФО;Приморский край;Владивосток;Товары для дома;Мебель;Леруа Мерлен Мебель Model 18;Леруа Мерлен;Medium;MGR_001;CUST_00103;Mass;B2B;18848,42;1;20181,81;1333,39;23,2
2024-04-16;Приволжский ФО;Татарстан;Набережные Челны;Товары для дома;Текстиль;IKEA Текстиль Model 19;IKEA;Medium;MGR_001;CUST_00103;Mass;B2C;22771,71;1;24410,47;1638,76;25,2
2024-04-03;Приволжский ФО;Татарстан;Казань;Спорт и отдых;Велосипеды;Decathlon Велосипеды Model 20;Decathlon;Premium;MGR_003;CUST_00103;Mass;B2C;40338,89;1;53226,97;12888,08;27,8
2024-04-26;Сибирский ФО;Красноярский край;Норильск;Электроника;Ноутбуки;Xiaomi Ноутбуки Model 21;Xiaomi;Medium;MGR_001;CUST_00103;Mass;B2B;49824,84;2;25392,23;959,62;28,7
2024-04-26;Южный ФО;Краснодарский край;Сочи;Одежда;Женская одежда;Uniqlo Женская одежда Model 22;Uniqlo;Budget;MGR_006;CUST_00103;Mass;B2B;8291,0;1;8486,33;195,33;51,3
2024-04-18;Южный ФО;Ростовская область;Таганрог;Электроника;Смартфоны;Lenovo Смартфоны Model 23;Lenovo;Premium;MGR_001;CUST_00104;Mass;B2C;166221,74;2;99192,59;32163,44;14,1
2024-04-15;Уральский ФО;Челябинская область;Магнитогорск;Спорт и отдых;Туризм;Trek Туризм Model 24;Trek;Budget;MGR_001;CUST_00104;Mass;B2C;2411,77;1;3178,63;766,86;19,0
2024-04-03;Южный ФО;Ростовская область;Ростов-на-Дону;Книги и канцелярия;Учебная литература;Альпина Учебная литература Model 25;Альпина;Budget;MGR_001;CUST_00104;Mass;B2B;2836,36;1;3444,93;608,57;30,0
2024-04-02;Сибирский ФО;Новосибирская область;Бердск;Красота и здоровье;Косметика;Dior Косметика Model 26;Dior;Budget;MGR_005;CUST_00104;Premium;B2B;31205,02;3;11157,89;2268,65;32,9
2024-04-03;Центральный ФО;Московская область;Балашиха;Электроника;Ноутбуки;Lenovo Ноутбуки Model 27;Lenovo;Premium;MGR_001;CUST_00104;Mass;B2B;100698,94;1;131922,91;31223,97;9,5
2024-04-28;Центральный ФО;Москва;Москва;Красота и здоровье;Косметика;Solgar Косметика Model 28;Solgar;Budget;MGR_001;CUST_00104;Premium;B2B;4332,78;1;5672,55;1339,77;31,3
2024-04-29;Южный ФО;Ростовская область;Таганрог;Красота и здоровье;Косметика;Dior Косметика Model 29;Dior;Medium;MGR_001;CUST_00104;Mass;B2B;58745,06;2;30939,89;3134,72;33,2
2024-04-20;Северо-Западный ФО;Новгородская область;Великий Новгород;Одежда;Мужская одежда;Nike Мужская одежда Model 30;Nike;Medium;MGR_001;CUST_00104;Premium;B2B;29840,45;2;17976,78;6113,11;43,1
2024-04-30;Северо-Западный ФО;Ленинградская область;Выборг;Спорт и отдых;Спортивное оборудование;Спортмастер Спортивное оборудование Model 31;Спортмастер;Budget;MGR_001;CUST_00104;Mass;B2C;8203,03;3;3200,8;1399,37;22,0
2024-04-28;Северо-Западный ФО;Ленинградская область;Гатчина;Красота и здоровье;Косметика;Nivea Косметика Model 32;Nivea;Medium;MGR_001;CUST_00104;Premium;B2B;12111,73;1;15923,82;3812,09;22,8
2024-04-16;Дальневосточный ФО;Приморский край;Находка;Красота и здоровье;Косметика;Solgar Косметика Model 33;Solgar;Medium;MGR_001;CUST_00105;Premium;B2B;56106,82;2;29441,12;2775,42;35,4
2024-04-15;Сибирский ФО;Красноярский край;Красноярск;Электроника;Ноутбуки;ASUS Ноутбуки Model 34;ASUS;Premium;MGR_001;CUST_00105;Mass;B2B;143154,02;1;146895,94;3741,92;14,4
2024-04-21;Дальневосточный ФО;Приморский край;Находка;Одежда;Женская одежда;H&M Женская одежда Model 35;H&M;Budget;MGR_001;CUST_00105;VIP;B2B;11418,52;1;11689,2;270,68;54,3
2024-04-12;Сибирский ФО;Новосибирская область;Новосибирск;Красота и здоровье;Косметика;Chanel Косметика Model 36;Chanel;Medium;MGR_005;CUST_00105;Mass;B2B;85676,68;3;32034,84;10427,84;23,2
2024-04-09;Приволжский ФО;Нижегородская область;Нижний Новгород;Красота и здоровье;Парфюмерия;Dior Парфюмерия Model 37;Dior;Medium;MGR_001;CUST_00105;Premium;B2B;62966,32;5;15373,8;13902,68;14,8
2024-04-05;Уральский ФО;Челябинская область;Магнитогорск;Электроника;Смартфоны;Apple Смартфоны Model 38;Apple;Premium;MGR_001;CUST_00105;Mass;B2B;320302,31;4;94576,29;58002,85;20,0
2024-04-16;Дальневосточный ФО;Приморский край;Владивосток;Красота и здоровье;Косметика;L'Oreal Косметика Model 39;L'Oreal;Budget;MGR_001;CUST_00105;Mass;B2C;28581,73;4;8698,17;6210,95;16,9
2024-04-30;Северо-Западный ФО;Санкт-Петербург;Санкт-Петербург;Электроника;Смартфоны;Apple Смартфоны Model 40;Apple;Medium;MGR_002;CUST_00105;Mass;B2B;65419,34;2;41901,5;18383,66;19,5
