transaction_id;date;city;store_id;category;brand;quantity;item_price;total_amount;cost;profit;customer_id;payment_method;month;quarter;year;day_of_week
T100357;2023-01-23;Екатеринбург;ТМ-ЕКТ-002;Телевизоры;TCL;1;54986,41;54986,41;42941,77;12044,64;CUST_83971;Карта;2023-01;Q1 2023;2023;Понедельник
T100358;2023-01-23;Москва;ТМ-МСК-002;Бытовая техника;Bosch;1;34613,53;34613,53;21300,63;13312,9;CUST_20063;Карта;2023-01;Q1 2023;2023;Понедельник
T100359;2023-01-23;Ростов-на-Дону;ТМ-РСТ-002;Ноутбуки;Acer;1;69273,33;69273,33;67733,93;1539,4;CUST_59825;Наличные;2023-01;Q1 2023;2023;Понедельник
T100360;2023-01-23;Москва;ТМ-МСК-004;Телевизоры;TCL;1;67429,48;67429,48;42532,44;24897,04;CUST_49023;Наличные;2023-01;Q1 2023;2023;Понедельник
T100361;2023-01-23;Нижний Новгород;ТМ-НН-001;Игровые консоли;Sony PlayStation;2;42699,62;85399,24;85399,24;-0,0;CUST_51758;Онлайн;2023-01;Q1 2023;2023;Понедельник
T100362;2023-01-23;Ростов-на-Дону;ТМ-РСТ-001;Аксессуары;Разные бренды;1;1684,81;1684,81;1123,21;561,6;CUST_44714;Карта;2023-01;Q1 2023;2023;Понедельник
T100363;2023-01-23;Самара;ТМ-СМР-001;Аксессуары;OEM;1;2391,3;2391,3;1687,97;703,33;CUST_24666;Наличные;2023-01;Q1 2023;2023;Понедельник
T100364;2023-01-23;Челябинск;ТМ-ЧЛБ-001;Аксессуары;Разные бренды;2;1845,79;3691,58;2605,82;1085,76;CUST_83895;Карта;2023-01;Q1 2023;2023;Понедельник
T100365;2023-01-23;Казань;ТМ-КЗН-002;Аксессуары;OEM;1;1798,39;1798,39;1198,92;599,47;CUST_57828;Карта;2023-01;Q1 2023;2023;Понедельник
T100366;2023-01-23;Москва;ТМ-МСК-003;Аудиотехника;Audio-Technica;1;9469,29;9469,29;5463,05;4006,24;CUST_85495;Карта;2023-01;Q1 2023;2023;Понедельник
T100367;2023-01-23;Москва;ТМ-МСК-001;Бытовая техника;Indesit;1;41333,19;41333,19;25435,81;15897,38;CUST_65985;Карта;2023-01;Q1 2023;2023;Понедельник
T100368;2023-01-23;Казань;ТМ-КЗН-001;Смартфоны;Apple;1;24467,62;24467,62;23108,31;1359,31;CUST_33220;Карта;2023-01;Q1 2023;2023;Понедельник
T100369;2023-01-24;Санкт-Петербург;ТМ-СПБ-002;Телевизоры;Samsung;1;56293,98;56293,98;40140,06;16153,92;CUST_81269;Наличные;2023-01;Q1 2023;2023;Вторник
T100370;2023-01-24;Москва;ТМ-МСК-003;Аудиотехника;Bose;1;8611,19;8611,19;4967,99;3643,2;CUST_48628;Онлайн;2023-01;Q1 2023;2023;Вторник
T100371;2023-01-24;Екатеринбург;ТМ-ЕКТ-001;Игровые консоли;Microsoft Xbox;1;57142,25;57142,25;48979,07;8163,18;CUST_84082;Наличные;2023-01;Q1 2023;2023;Вторник
T100372;2023-01-24;Москва;ТМ-МСК-003;Телевизоры;Philips;1;59860,4;59860,4;37758,1;22102,3;CUST_45715;Карта;2023-01;Q1 2023;2023;Вторник
T100373;2023-01-24;Ростов-на-Дону;ТМ-РСТ-001;Бытовая техника;Indesit;1;17065,85;17065,85;15169,64;1896,21;CUST_56268;Карта;2023-01;Q1 2023;2023;Вторник
T100374;2023-01-24;Екатеринбург;ТМ-ЕКТ-001;Игровые консоли;Sony PlayStation;1;33124,11;33124,11;28392,09;4732,02;CUST_50120;Карта;2023-01;Q1 2023;2023;Вторник
T100375;2023-01-24;Москва;ТМ-МСК-005;Ноутбуки;Lenovo;1;59832,71;59832,71;40502,14;19330,57;CUST_17783;Карта;2023-01;Q1 2023;2023;Вторник
T100376;2023-01-24;Ростов-на-Дону;ТМ-РСТ-001;Игровые консоли;Nintendo;1;44100,14;44100,14;44100,15;-0,01;CUST_74083;Карта;2023-01;Q1 2023;2023;Вторник
T100377;2023-01-24;Санкт-Петербург;ТМ-СПБ-001;Аудиотехника;Sennheiser;1;11917,15;11917,15;7772,06;4145,09;CUST_78754;Карта;2023-01;Q1 2023;2023;Вторник
T100378;2023-01-24;Москва;ТМ-МСК-004;Игровые консоли;Sony PlayStation;1;69006,31;69006,31;47773,6;21232,71;CUST_52256;Наличные;2023-01;Q1 2023;2023;Вторник
T100379;2023-01-24;Екатеринбург;ТМ-ЕКТ-003;Ноутбуки;HP;1;56487,98;56487,98;47342,31;9145,67;CUST_66098;Карта;2023-01;Q1 2023;2023;Вторник
T100380;2023-01-24;Челябинск;ТМ-ЧЛБ-001;Смартфоны;Apple;1;34910,84;34910,84;34910,84;0,0;CUST_92940;Онлайн;2023-01;Q1 2023;2023;Вторник
T100381;2023-01-24;Санкт-Петербург;ТМ-СПБ-002;Бытовая техника;Bosch;1;20898,77;20898,77;14538,27;6360,5;CUST_39077;Наличные;2023-01;Q1 2023;2023;Вторник
T100382;2023-01-24;Москва;ТМ-МСК-001;Ноутбуки;Acer;1;103184,3;103184,3;69847,84;33336,46;CUST_34130;Карта;2023-01;Q1 2023;2023;Вторник
T100383;2023-01-24;Москва;ТМ-МСК-001;Бытовая техника;Indesit;1;26558,53;26558,53;16343,71;10214,82;CUST_60010;Онлайн;2023-01;Q1 2023;2023;Вторник
T100384;2023-01-24;Москва;ТМ-МСК-003;Игровые консоли;Nintendo;1;38510,46;38510,46;26661,09;11849,37;CUST_59121;Наличные;2023-01;Q1 2023;2023;Вторник
T100385;2023-01-25;Нижний Новгород;ТМ-НН-002;Бытовая техника;LG;2;17351,36;34702,72;30846,86;3855,86;CUST_16593;Карта;2023-01;Q1 2023;2023;Среда
T100386;2023-01-25;Москва;ТМ-МСК-001;Аксессуары;NoName;4;2769,25;11076,99;5112,46;5964,53;CUST_63616;Наличные;2023-01;Q1 2023;2023;Среда
T100387;2023-01-25;Ростов-на-Дону;ТМ-РСТ-001;Телевизоры;Samsung;2;50516,92;101033,84;92053,06;8980,78;CUST_27155;Онлайн;2023-01;Q1 2023;2023;Среда
T100388;2023-01-25;Москва;ТМ-МСК-003;Аксессуары;Разные бренды;1;3369,73;3369,73;1555,26;1814,47;CUST_73110;Наличные;2023-01;Q1 2023;2023;Среда
T100389;2023-01-25;Уфа;ТМ-УФА-001;Ноутбуки;Dell;1;67488,43;67488,43;74237,28;-6748,85;CUST_35225;Карта;2023-01;Q1 2023;2023;Среда
T100390;2023-01-25;Новосибирск;ТМ-НСК-001;Аудиотехника;Audio-Technica;1;8829,98;8829,98;6971,04;1858,94;CUST_44753;Карта;2023-01;Q1 2023;2023;Среда
T100391;2023-01-25;Москва;ТМ-МСК-001;Аудиотехника;JBL;1;8428,67;8428,67;4862,69;3565,98;CUST_89117;Карта;2023-01;Q1 2023;2023;Среда
T100392;2023-01-25;Санкт-Петербург;ТМ-СПБ-003;Бытовая техника;Indesit;1;24554,43;24554,43;17081,35;7473,08;CUST_19751;Карта;2023-01;Q1 2023;2023;Среда
T100393;2023-01-25;Екатеринбург;ТМ-ЕКТ-002;Аксессуары;OEM;1;2597,48;2597,48;1484,27;1113,21;CUST_19487;Карта;2023-01;Q1 2023;2023;Среда
T100394;2023-01-25;Москва;ТМ-МСК-003;Телевизоры;Samsung;1;69907,34;69907,34;44095,4;25811,94;CUST_42251;Карта;2023-01;Q1 2023;2023;Среда
T100395;2023-01-25;Самара;ТМ-СМР-001;Смартфоны;OPPO;2;33702,81;67405,61;67405,61;0,0;CUST_92233;Наличные;2023-01;Q1 2023;2023;Среда
T100396;2023-01-25;Новосибирск;ТМ-НСК-002;Ноутбуки;Dell;1;67071,24;67071,24;62129,15;4942,09;CUST_72448;Онлайн;2023-01;Q1 2023;2023;Среда
T100397;2023-01-25;Санкт-Петербург;ТМ-СПБ-001;Аудиотехника;Sennheiser;1;7803,68;7803,68;5089,36;2714,32;CUST_42215;Наличные;2023-01;Q1 2023;2023;Среда
T100398;2023-01-25;Санкт-Петербург;ТМ-СПБ-003;Ноутбуки;ASUS;1;60166,95;60166,95;46040,8;14126,15;CUST_64014;Карта;2023-01;Q1 2023;2023;Среда
T100399;2023-01-26;Москва;ТМ-МСК-001;Бытовая техника;Bosch;1;35911,42;35911,42;22099,33;13812,09;CUST_75530;Карта;2023-01;Q1 2023;2023;Четверг
T100400;2023-01-26;Уфа;ТМ-УФА-001;Смартфоны;Apple;1;20358,78;20358,78;21631,2;-1272,42;CUST_23510;Карта;2023-01;Q1 2023;2023;Четверг
T100401;2023-01-26;Москва;ТМ-МСК-003;Смартфоны;Huawei;1;40449,27;40449,27;26447,59;14001,68;CUST_66004;Карта;2023-01;Q1 2023;2023;Четверг
T100402;2023-01-26;Москва;ТМ-МСК-002;Телевизоры;Sony;2;63722,56;127445,11;80388,45;47056,66;CUST_45046;Карта;2023-01;Q1 2023;2023;Четверг
T100403;2023-01-26;Санкт-Петербург;ТМ-СПБ-002;Смартфоны;Apple;1;29105,13;29105,13;21512,49;7592,64;CUST_23941;Карта;2023-01;Q1 2023;2023;Четверг
T100404;2023-01-26;Москва;ТМ-МСК-003;Смартфоны;Xiaomi;1;50219,48;50219,48;32835,81;17383,67;CUST_88738;Карта;2023-01;Q1 2023;2023;Четверг
T100405;2023-01-26;Новосибирск;ТМ-НСК-002;Ноутбуки;Acer;1;72563,68;72563,68;67216,88;5346,8;CUST_33677;Карта;2023-01;Q1 2023;2023;Четверг
T100406;2023-01-26;Екатеринбург;ТМ-ЕКТ-002;Бытовая техника;LG;1;34009,53;34009,53;25912,02;8097,51;CUST_37755;Карта;2023-01;Q1 2023;2023;Четверг
T100407;2023-01-27;Самара;ТМ-СМР-001;Ноутбуки;Acer;1;57063,36;57063,36;59077,36;-2014,0;CUST_73250;Карта;2023-01;Q1 2023;2023;Пятница
T100408;2023-01-27;Ростов-на-Дону;ТМ-РСТ-002;Аудиотехника;Bose;1;9513,05;9513,05;7927,54;1585,51;CUST_42154;Карта;2023-01;Q1 2023;2023;Пятница
T100409;2023-01-27;Москва;ТМ-МСК-005;Аудиотехника;Sony;1;8359,33;8359,33;4822,69;3536,64;CUST_23263;Онлайн;2023-01;Q1 2023;2023;Пятница
T100410;2023-01-27;Казань;ТМ-КЗН-002;Аудиотехника;Audio-Technica;1;8569,78;8569,78;7141,48;1428,3;CUST_45005;Онлайн;2023-01;Q1 2023;2023;Пятница
T100411;2023-01-27;Екатеринбург;ТМ-ЕКТ-002;Аудиотехника;Sony;2;8987,08;17974,15;12838,68;5135,47;CUST_82795;Карта;2023-01;Q1 2023;2023;Пятница
T100412;2023-01-27;Новосибирск;ТМ-НСК-002;Аудиотехника;Bose;1;6691,52;6691,52;5282,77;1408,74;CUST_33800;Карта;2023-01;Q1 2023;2023;Пятница
T100413;2023-01-27;Санкт-Петербург;ТМ-СПБ-001;Ноутбуки;Dell;1;55355,34;55355,34;42358,87;12996,47;CUST_11564;Карта;2023-01;Q1 2023;2023;Пятница
T100414;2023-01-27;Москва;ТМ-МСК-005;Аудиотехника;Sennheiser;1;14212,21;14212,21;8199,35;6012,86;CUST_73728;Карта;2023-01;Q1 2023;2023;Пятница
T100415;2023-01-28;Москва;ТМ-МСК-001;Бытовая техника;Indesit;1;40833,48;40833,48;25128,3;15705,18;CUST_69504;Наличные;2023-01;Q1 2023;2023;Суббота
T100416;2023-01-28;Москва;ТМ-МСК-002;Телевизоры;Sony;1;67274,56;67274,56;42434,72;24839,84;CUST_67835;Карта;2023-01;Q1 2023;2023;Суббота
T100417;2023-01-28;Нижний Новгород;ТМ-НН-002;Смартфоны;Samsung;1;36657,85;36657,85;34621,3;2036,55;CUST_77257;Карта;2023-01;Q1 2023;2023;Суббота
T100418;2023-01-28;Екатеринбург;ТМ-ЕКТ-003;Телевизоры;Samsung;1;34556,69;34556,69;26987,12;7569,57;CUST_11882;Онлайн;2023-01;Q1 2023;2023;Суббота
T100419;2023-01-28;Москва;ТМ-МСК-001;Игровые консоли;Microsoft Xbox;1;46292,71;46292,71;32048,8;14243,91;CUST_93764;Карта;2023-01;Q1 2023;2023;Суббота
T100420;2023-01-28;Санкт-Петербург;ТМ-СПБ-003;Аксессуары;OEM;1;2939,26;2939,26;1533,53;1405,73;CUST_88587;Карта;2023-01;Q1 2023;2023;Суббота
T100421;2023-01-28;Челябинск;ТМ-ЧЛБ-001;Аксессуары;OEM;1;2690,52;2690,52;1899,19;791,33;CUST_14017;Карта;2023-01;Q1 2023;2023;Суббота
T100422;2023-01-28;Санкт-Петербург;ТМ-СПБ-002;Смартфоны;Apple;1;44115,82;44115,82;32607,35;11508,47;CUST_92437;Карта;2023-01;Q1 2023;2023;Суббота
T100423;2023-01-28;Санкт-Петербург;ТМ-СПБ-002;Ноутбуки;Acer;1;65546,44;65546,44;50157,27;15389,16;CUST_88705;Карта;2023-01;Q1 2023;2023;Суббота
T100424;2023-01-28;Екатеринбург;ТМ-ЕКТ-002;Телевизоры;Sony;1;46589,07;46589,07;36383,84;10205,23;CUST_88377;Карта;2023-01;Q1 2023;2023;Суббота
T100425;2023-01-28;Москва;ТМ-МСК-003;Аудиотехника;JBL;1;12467,31;12467,31;7192,68;5274,63;CUST_41009;Карта;2023-01;Q1 2023;2023;Суббота
T100426;2023-01-28;Ростов-на-Дону;ТМ-РСТ-002;Аксессуары;NoName;1;2123,54;2123,54;1415,69;707,85;CUST_58165;Онлайн;2023-01;Q1 2023;2023;Суббота
T100427;2023-01-28;Санкт-Петербург;ТМ-СПБ-003;Аксессуары;Разные бренды;1;2860,3;2860,3;1492,33;1367,97;CUST_90647;Онлайн;2023-01;Q1 2023;2023;Суббота
T100428;2023-01-28;Москва;ТМ-МСК-003;Ноутбуки;Dell;1;99619,61;99619,61;67434,82;32184,79;CUST_23640;Карта;2023-01;Q1 2023;2023;Суббота
T100429;2023-01-28;Москва;ТМ-МСК-001;Аксессуары;OEM;2;3153,98;6307,96;2911,36;3396,6;CUST_44564;Карта;2023-01;Q1 2023;2023;Суббота
T100430;2023-01-28;Санкт-Петербург;ТМ-СПБ-003;Игровые консоли;Sony PlayStation;1;42623,25;42623,25;33357,33;9265,92;CUST_66299;Карта;2023-01;Q1 2023;2023;Суббота
T100431;2023-01-28;Санкт-Петербург;ТМ-СПБ-001;Игровые консоли;Sony PlayStation;1;50413,8;50413,8;39454,28;10959,52;CUST_21897;Наличные;2023-01;Q1 2023;2023;Суббота
T100432;2023-01-28;Нижний Новгород;ТМ-НН-001;Смартфоны;Samsung;1;37439,69;37439,69;35359,71;2079,98;CUST_83600;Онлайн;2023-01;Q1 2023;2023;Суббота
T100433;2023-01-28;Самара;ТМ-СМР-001;Ноутбуки;Acer;1;50960,11;50960,11;52758,7;-1798,59;CUST_17302;Карта;2023-01;Q1 2023;2023;Суббота
T100434;2023-01-29;Уфа;ТМ-УФА-001;Телевизоры;Sony;1;28516,34;28516,34;29229,24;-712,9;CUST_88472;Карта;2023-01;Q1 2023;2023;Воскресенье
T100435;2023-01-29;Казань;ТМ-КЗН-001;Телевизоры;Sony;1;28660,95;28660,95;26113,31;2547,64;CUST_85657;Карта;2023-01;Q1 2023;2023;Воскресенье
T100436;2023-01-29;Казань;ТМ-КЗН-002;Смартфоны;Apple;1;36242,07;36242,07;34228,62;2013,45;CUST_79428;Карта;2023-01;Q1 2023;2023;Воскресенье
T100437;2023-01-29;Санкт-Петербург;ТМ-СПБ-001;Игровые консоли;Sony PlayStation;1;53249,28;53249,28;41673,35;11575,93;CUST_85379;Наличные;2023-01;Q1 2023;2023;Воскресенье
T100438;2023-01-29;Санкт-Петербург;ТМ-СПБ-003;Телевизоры;Sony;1;66893,84;66893,84;47698,22;19195,62;CUST_62601;Карта;2023-01;Q1 2023;2023;Воскресенье
T100439;2023-01-29;Челябинск;ТМ-ЧЛБ-001;Ноутбуки;ASUS;1;39131,69;39131,69;40512,8;-1381,11;CUST_18273;Карта;2023-01;Q1 2023;2023;Воскресенье
T100440;2023-01-29;Ростов-на-Дону;ТМ-РСТ-001;Аксессуары;Разные бренды;2;2197,54;4395,08;2930,05;1465,03;CUST_94002;Наличные;2023-01;Q1 2023;2023;Воскресенье
T100441;2023-01-29;Москва;ТМ-МСК-001;Аудиотехника;Sennheiser;1;8809,53;8809,53;5082,42;3727,11;CUST_20012;Наличные;2023-01;Q1 2023;2023;Воскресенье
T100442;2023-01-29;Уфа;ТМ-УФА-001;Смартфоны;Samsung;1;31001,19;31001,19;32938,76;-1937,57;CUST_32208;Карта;2023-01;Q1 2023;2023;Воскресенье
T100443;2023-01-29;Москва;ТМ-МСК-003;Смартфоны;Xiaomi;2;32386,82;64773,64;42352,0;22421,64;CUST_26900;Наличные;2023-01;Q1 2023;2023;Воскресенье
T100444;2023-01-29;Екатеринбург;ТМ-ЕКТ-003;Аксессуары;Разные бренды;1;3181,66;3181,66;1818,09;1363,57;CUST_68274;Наличные;2023-01;Q1 2023;2023;Воскресенье
T100445;2023-01-29;Казань;ТМ-КЗН-001;Аксессуары;Разные бренды;1;2785,38;2785,38;1856,92;928,46;CUST_45170;Онлайн;2023-01;Q1 2023;2023;Воскресенье
T100446;2023-01-29;Самара;ТМ-СМР-001;Смартфоны;Xiaomi;1;35533,2;35533,2;35533,21;-0,01;CUST_29290;Наличные;2023-01;Q1 2023;2023;Воскресенье
T100447;2023-01-29;Москва;ТМ-МСК-005;Игровые консоли;Nintendo;2;61351,39;122702,79;84948,08;37754,71;CUST_55160;Карта;2023-01;Q1 2023;2023;Воскресенье
T100448;2023-01-29;Москва;ТМ-МСК-003;Телевизоры;LG;1;52631,23;52631,23;33198,16;19433,07;CUST_13656;Карта;2023-01;Q1 2023;2023;Воскресенье
T100449;2023-01-29;Казань;ТМ-КЗН-002;Игровые консоли;Sony PlayStation;1;44050,9;44050,9;44050,9;0,0;CUST_14792;Карта;2023-01;Q1 2023;2023;Воскресенье
T100450;2023-01-29;Санкт-Петербург;ТМ-СПБ-002;Смартфоны;Xiaomi;1;38400,33;38400,33;28382,85;10017,48;CUST_63192;Онлайн;2023-01;Q1 2023;2023;Воскресенье
T100451;2023-01-29;Москва;ТМ-МСК-005;Ноутбуки;Dell;1;79905,87;79905,87;54090,12;25815,75;CUST_91460;Карта;2023-01;Q1 2023;2023;Воскресенье
T100452;2023-01-30;Екатеринбург;ТМ-ЕКТ-002;Аудиотехника;Sony;2;8000,97;16001,94;11429,96;4571,98;CUST_41140;Наличные;2023-01;Q1 2023;2023;Понедельник
T100453;2023-01-30;Ростов-на-Дону;ТМ-РСТ-001;Аудиотехника;Bose;1;9313,62;9313,62;7761,35;1552,27;CUST_85686;Наличные;2023-01;Q1 2023;2023;Понедельник
T100454;2023-01-30;Ростов-на-Дону;ТМ-РСТ-002;Аудиотехника;JBL;1;9048,38;9048,38;7540,31;1508,06;CUST_74505;Наличные;2023-01;Q1 2023;2023;Понедельник
T100455;2023-01-30;Москва;ТМ-МСК-005;Аксессуары;NoName;2;2797,61;5595,23;2582,41;3012,82;CUST_13947;Карта;2023-01;Q1 2023;2023;Понедельник
T100456;2023-01-30;Санкт-Петербург;ТМ-СПБ-002;Ноутбуки;Acer;1;61023,66;61023,66;46696,37;14327,29;CUST_34779;Карта;2023-01;Q1 2023;2023;Понедельник
T100457;2023-01-30;Самара;ТМ-СМР-001;Ноутбуки;HP;1;64053,81;64053,81;66314,53;-2260,72;CUST_78088;Карта;2023-01;Q1 2023;2023;Понедельник
T100458;2023-01-30;Москва;ТМ-МСК-002;Аудиотехника;JBL;1;9103,94;9103,94;5252,27;3851,67;CUST_16216;Онлайн;2023-01;Q1 2023;2023;Понедельник
T100459;2023-01-30;Казань;ТМ-КЗН-002;Смартфоны;Xiaomi;2;28343,13;56686,27;53537,02;3149,25;CUST_43563;Карта;2023-01;Q1 2023;2023;Понедельник
T100460;2023-01-30;Новосибирск;ТМ-НСК-001;Ноутбуки;ASUS;1;65140,86;65140,86;60341,01;4799,85;CUST_89030;Карта;2023-01;Q1 2023;2023;Понедельник
T100461;2023-01-30;Нижний Новгород;ТМ-НН-002;Ноутбуки;Dell;1;54109,57;54109,57;52907,13;1202,44;CUST_57366;Карта;2023-01;Q1 2023;2023;Понедельник
T100462;2023-01-30;Казань;ТМ-КЗН-002;Смартфоны;Xiaomi;2;36230,8;72461,59;68435,95;4025,64;CUST_78544;Карта;2023-01;Q1 2023;2023;Понедельник
T100463;2023-01-31;Санкт-Петербург;ТМ-СПБ-001;Смартфоны;Samsung;2;36540,31;73080,61;54016,11;19064,5;CUST_39033;Наличные;2023-01;Q1 2023;2023;Вторник
T100464;2023-01-31;Уфа;ТМ-УФА-001;Бытовая техника;Samsung;1;25011,78;25011,78;25011,78;-0,0;CUST_53383;Карта;2023-01;Q1 2023;2023;Вторник
T100465;2023-01-31;Москва;ТМ-МСК-003;Игровые консоли;Sony PlayStation;1;55669,72;55669,72;38540,58;17129,14;CUST_20186;Наличные;2023-01;Q1 2023;2023;Вторник
T100466;2023-01-31;Москва;ТМ-МСК-002;Смартфоны;Xiaomi;1;52634,04;52634,04;34414,56;18219,48;CUST_82324;Карта;2023-01;Q1 2023;2023;Вторник
T100467;2023-01-31;Ростов-на-Дону;ТМ-РСТ-001;Ноутбуки;Acer;1;63735,0;63735,0;62318,67;1416,33;CUST_85629;Онлайн;2023-01;Q1 2023;2023;Вторник
T100468;2023-01-31;Самара;ТМ-СМР-001;Бытовая техника;Electrolux;1;27551,22;27551,22;25930,56;1620,66;CUST_20933;Карта;2023-01;Q1 2023;2023;Вторник
T100469;2023-01-31;Уфа;ТМ-УФА-001;Аксессуары;Разные бренды;1;1404,3;1404,3;1053,22;351,08;CUST_25384;Карта;2023-01;Q1 2023;2023;Вторник
T100470;2023-01-31;Екатеринбург;ТМ-ЕКТ-003;Смартфоны;Xiaomi;1;30125,69;30125,69;24387,46;5738,23;CUST_60250;Карта;2023-01;Q1 2023;2023;Вторник
T100471;2023-01-31;Москва;ТМ-МСК-002;Игровые консоли;Microsoft Xbox;1;55699,57;55699,57;38561,23;17138,34;CUST_12675;Карта;2023-01;Q1 2023;2023;Вторник
T100472;2023-01-31;Москва;ТМ-МСК-003;Смартфоны;Apple;1;42172,53;42172,53;27574,35;14598,18;CUST_61426;Карта;2023-01;Q1 2023;2023;Вторник
T100473;2023-01-31;Санкт-Петербург;ТМ-СПБ-001;Игровые консоли;Sony PlayStation;1;49642,42;49642,42;38850,59;10791,83;CUST_32814;Карта;2023-01;Q1 2023;2023;Вторник
T100474;2023-01-31;Москва;ТМ-МСК-003;Телевизоры;LG;1;49939,45;49939,45;31500,27;18439,18;CUST_56698;Карта;2023-01;Q1 2023;2023;Вторник
T100475;2023-01-31;Уфа;ТМ-УФА-001;Аксессуары;Разные бренды;3;2528,54;7585,63;5689,22;1896,41;CUST_78957;Наличные;2023-01;Q1 2023;2023;Вторник
T100476;2023-01-31;Санкт-Петербург;ТМ-СПБ-003;Бытовая техника;Electrolux;1;22910,01;22910,01;15937,4;6972,61;CUST_80882;Наличные;2023-01;Q1 2023;2023;Вторник
T100477;2023-02-01;Ростов-на-Дону;ТМ-РСТ-002;Аудиотехника;Sennheiser;1;9608,84;9608,84;8007,37;1601,47;CUST_88809;Карта;2023-02;Q1 2023;2023;Среда
T100478;2023-02-01;Ростов-на-Дону;ТМ-РСТ-001;Смартфоны;Huawei;1;34017,25;34017,25;32127,4;1889,85;CUST_39961;Наличные;2023-02;Q1 2023;2023;Среда
T100479;2023-02-01;Самара;ТМ-СМР-001;Ноутбуки;ASUS;1;62272,81;62272,81;64470,68;-2197,87;CUST_53710;Карта;2023-02;Q1 2023;2023;Среда
T100480;2023-02-01;Казань;ТМ-КЗН-002;Аудиотехника;Bose;1;8073,93;8073,93;6728,27;1345,66;CUST_34198;Наличные;2023-02;Q1 2023;2023;Среда
T100481;2023-02-01;Казань;ТМ-КЗН-001;Аксессуары;Разные бренды;3;2054,83;6164,48;4109,65;2054,83;CUST_80549;Наличные;2023-02;Q1 2023;2023;Среда
T100482;2023-02-01;Казань;ТМ-КЗН-002;Аксессуары;Разные бренды;1;2179,3;2179,3;1452,87;726,44;CUST_53476;Карта;2023-02;Q1 2023;2023;Среда
T100483;2023-02-01;Екатеринбург;ТМ-ЕКТ-001;Бытовая техника;LG;1;30469,31;30469,31;23214,71;7254,6;CUST_32267;Карта;2023-02;Q1 2023;2023;Среда
T100484;2023-02-01;Москва;ТМ-МСК-003;Телевизоры;Sony;1;44190,77;44190,77;27874,18;16316,59;CUST_15750;Карта;2023-02;Q1 2023;2023;Среда
T100485;2023-02-01;Казань;ТМ-КЗН-002;Ноутбуки;Acer;1;60465,9;60465,9;59122,21;1343,69;CUST_52396;Карта;2023-02;Q1 2023;2023;Среда
T100486;2023-02-01;Новосибирск;ТМ-НСК-002;Аксессуары;OEM;1;1773,93;1773,93;1120,37;653,56;CUST_62630;Карта;2023-02;Q1 2023;2023;Среда
T100487;2023-02-01;Санкт-Петербург;ТМ-СПБ-002;Бытовая техника;Samsung;1;31134,48;31134,48;21658,76;9475,72;CUST_42439;Карта;2023-02;Q1 2023;2023;Среда
T100488;2023-02-01;Самара;ТМ-СМР-001;Аудиотехника;Bose;1;6959,52;6959,52;6140,75;818,77;CUST_24558;Онлайн;2023-02;Q1 2023;2023;Среда
T100489;2023-02-02;Казань;ТМ-КЗН-002;Аудиотехника;Sony;1;7106,42;7106,42;5922,02;1184,4;CUST_83663;Карта;2023-02;Q1 2023;2023;Четверг
T100490;2023-02-02;Санкт-Петербург;ТМ-СПБ-002;Бытовая техника;Indesit;1;31927,48;31927,48;22210,42;9717,06;CUST_70448;Карта;2023-02;Q1 2023;2023;Четверг
T100491;2023-02-02;Москва;ТМ-МСК-004;Телевизоры;Samsung;1;61896,35;61896,35;39042,31;22854,04;CUST_59335;Карта;2023-02;Q1 2023;2023;Четверг
T100492;2023-02-02;Екатеринбург;ТМ-ЕКТ-002;Ноутбуки;ASUS;1;83085,48;83085,48;69633,55;13451,93;CUST_72994;Наличные;2023-02;Q1 2023;2023;Четверг
T100493;2023-02-02;Санкт-Петербург;ТМ-СПБ-002;Аксессуары;NoName;2;3707,93;7415,87;3869,15;3546,72;CUST_11366;Наличные;2023-02;Q1 2023;2023;Четверг
T100494;2023-02-02;Самара;ТМ-СМР-001;Бытовая техника;Electrolux;2;20315,14;40630,29;38240,27;2390,02;CUST_23936;Карта;2023-02;Q1 2023;2023;Четверг
T100495;2023-02-02;Самара;ТМ-СМР-001;Смартфоны;Apple;1;27328,12;27328,12;27328,12;0,0;CUST_93778;Карта;2023-02;Q1 2023;2023;Четверг
T100496;2023-02-02;Екатеринбург;ТМ-ЕКТ-003;Аксессуары;OEM;2;2910,64;5821,28;3326,45;2494,83;CUST_37416;Карта;2023-02;Q1 2023;2023;Четверг
T100497;2023-02-02;Уфа;ТМ-УФА-001;Аудиотехника;Bose;1;5982,08;5982,08;5608,2;373,88;CUST_94939;Карта;2023-02;Q1 2023;2023;Четверг
T100498;2023-02-02;Казань;ТМ-КЗН-002;Аксессуары;OEM;1;1634,44;1634,44;1089,62;544,82;CUST_48945;Карта;2023-02;Q1 2023;2023;Четверг
T100499;2023-02-02;Екатеринбург;ТМ-ЕКТ-001;Бытовая техника;Indesit;1;31163,87;31163,87;23743,9;7419,97;CUST_57539;Карта;2023-02;Q1 2023;2023;Четверг
T100500;2023-02-02;Новосибирск;ТМ-НСК-002;Смартфоны;Xiaomi;1;30953,13;30953,13;27694,9;3258,23;CUST_78877;Наличные;2023-02;Q1 2023;2023;Четверг
T100501;2023-02-03;Самара;ТМ-СМР-001;Смартфоны;Samsung;1;36814,36;36814,36;36814,35;0,01;CUST_88270;Наличные;2023-02;Q1 2023;2023;Пятница
