order_id;category;returned;return_reason;order_value;days_to_return
RET-011302;Ноутбуки;0;;65839.54;
RET-011303;Ноутбуки;0;;63449.54;
RET-011304;Планшеты;0;;31041.68;
RET-011305;Планшеты;0;;22015.04;
RET-011306;Смартфоны;0;;78866.63;
RET-011307;Наушники;0;;8583.63;
RET-011308;Наушники;0;;6400.65;
RET-011309;Смартфоны;0;;78753.13;
RET-011310;Наушники;0;;3020.11;
RET-011311;Смартфоны;0;;71750.96;
RET-011312;Планшеты;0;;42973.79;
RET-011313;Смартфоны;0;;54814.57;
RET-011314;Аксессуары;0;;1260.23;
RET-011315;Аксессуары;0;;4248.67;
RET-011316;Ноутбуки;0;;40553.71;
RET-011317;Смартфоны;0;;43406.14;
RET-011318;Планшеты;0;;44715.16;
RET-011319;Ноутбуки;0;;101106.08;
RET-011320;Ноутбуки;0;;54898.79;
RET-011321;Смартфоны;0;;69375.2;
RET-011322;Наушники;0;;10748.38;
RET-011323;Наушники;0;;8913.25;
RET-011324;Ноутбуки;0;;30478.33;
RET-011325;Планшеты;0;;9884.74;
RET-011326;Планшеты;0;;10134.35;
RET-011327;Наушники;0;;8416.75;
RET-011328;Смартфоны;0;;32087.55;
RET-011329;Смартфоны;1;wrong_item;76363.25;5.0
RET-011330;Смартфоны;0;;18245.66;
RET-011331;Смартфоны;0;;76808.41;
RET-011332;Наушники;0;;13640.65;
RET-011333;Аксессуары;0;;1145.76;
RET-011334;Планшеты;0;;14090.57;
RET-011335;Планшеты;0;;20745.55;
RET-011336;Ноутбуки;0;;42603.18;
RET-011337;Аксессуары;0;;2038.03;
RET-011338;Смартфоны;0;;31437.98;
RET-011339;Смартфоны;0;;48159.41;
RET-011340;Планшеты;0;;15705.77;
RET-011341;Аксессуары;0;;2793.81;
RET-011342;Планшеты;0;;35700.33;
RET-011343;Планшеты;1;changed_mind;34387.84;5.0
RET-011344;Смартфоны;0;;17711.45;
RET-011345;Планшеты;0;;20255.16;
RET-011346;Аксессуары;0;;1316.47;
RET-011347;Ноутбуки;0;;43085.93;
RET-011348;Наушники;0;;9174.82;
RET-011349;Наушники;0;;9564.53;
RET-011350;Смартфоны;0;;39026.12;
RET-011351;Ноутбуки;0;;34611.06;
RET-011352;Наушники;0;;7145.13;
RET-011353;Ноутбуки;0;;41078.84;
RET-011354;Наушники;0;;9619.1;
RET-011355;Ноутбуки;0;;103269.14;
RET-011356;Аксессуары;0;;3019.43;
RET-011357;Ноутбуки;0;;68476.97;
RET-011358;Ноутбуки;0;;96531.35;
RET-011359;Планшеты;0;;37311.31;
RET-011360;Планшеты;0;;12341.61;
RET-011361;Смартфоны;0;;79495.15;
RET-011362;Планшеты;0;;32164.23;
RET-011363;Смартфоны;0;;52630.97;
RET-011364;Наушники;0;;10433.04;
RET-011365;Смартфоны;1;changed_mind;25117.54;2.0
RET-011366;Ноутбуки;0;;76633.18;
RET-011367;Ноутбуки;0;;30366.06;
RET-011368;Ноутбуки;0;;94233.64;
RET-011369;Ноутбуки;0;;32182.57;
RET-011370;Планшеты;0;;41925.55;
RET-011371;Наушники;0;;1561.46;
RET-011372;Наушники;0;;11335.11;
RET-011373;Наушники;0;;9483.65;
RET-011374;Наушники;0;;5996.93;
RET-011375;Наушники;0;;8766.55;
RET-011376;Аксессуары;0;;1192.56;
RET-011377;Смартфоны;0;;54565.88;
RET-011378;Аксессуары;0;;2649.93;
RET-011379;Наушники;0;;13910.69;
RET-011380;Ноутбуки;0;;89420.55;
RET-011381;Наушники;0;;8383.62;
RET-011382;Ноутбуки;0;;109142.35;
RET-011383;Аксессуары;0;;364.73;
RET-011384;Наушники;0;;13713.02;
RET-011385;Смартфоны;0;;53219.57;
RET-011386;Планшеты;0;;14358.76;
RET-011387;Планшеты;0;;8859.78;
RET-011388;Аксессуары;0;;3104.88;
RET-011389;Ноутбуки;0;;85003.17;
RET-011390;Наушники;0;;4037.21;
RET-011391;Смартфоны;0;;32186.25;
RET-011392;Смартфоны;0;;37473.49;
RET-011393;Планшеты;0;;24874.0;
RET-011394;Аксессуары;0;;4743.85;
RET-011395;Аксессуары;0;;4530.33;
RET-011396;Планшеты;0;;24941.17;
RET-011397;Ноутбуки;0;;49489.62;
RET-011398;Аксессуары;0;;2285.74;
RET-011399;Наушники;0;;9959.56;
RET-011400;Аксессуары;0;;1346.08;
RET-011401;Смартфоны;0;;15559.92;
RET-011402;Ноутбуки;0;;117806.6;
RET-011403;Планшеты;0;;24236.16;
RET-011404;Ноутбуки;0;;77329.61;
RET-011405;Наушники;0;;2124.14;
RET-011406;Планшеты;0;;11641.94;
RET-011407;Наушники;0;;12459.68;
RET-011408;Смартфоны;0;;40200.34;
RET-011409;Ноутбуки;0;;54798.89;
RET-011410;Планшеты;0;;26380.88;
RET-011411;Аксессуары;0;;4093.84;
RET-011412;Планшеты;0;;23114.59;
RET-011413;Ноутбуки;0;;31263.06;
RET-011414;Наушники;0;;6613.63;
RET-011415;Смартфоны;0;;44186.35;
RET-011416;Наушники;0;;9398.58;
RET-011417;Наушники;0;;6984.08;
RET-011418;Ноутбуки;0;;106863.28;
RET-011419;Ноутбуки;0;;67971.98;
RET-011420;Наушники;0;;9499.42;
RET-011421;Наушники;0;;6880.33;
RET-011422;Аксессуары;0;;410.31;
RET-011423;Планшеты;0;;16423.59;
RET-011424;Ноутбуки;0;;51004.52;
RET-011425;Наушники;0;;14846.31;
RET-011426;Аксессуары;0;;2821.04;
RET-011427;Аксессуары;0;;1983.31;
RET-011428;Планшеты;0;;23586.91;
RET-011429;Аксессуары;0;;708.32;
RET-011430;Ноутбуки;0;;54181.67;
RET-011431;Аксессуары;0;;1243.62;
RET-011432;Смартфоны;0;;52675.46;
RET-011433;Наушники;0;;6118.85;
RET-011434;Наушники;0;;3081.04;
RET-011435;Наушники;0;;6465.05;
RET-011436;Смартфоны;0;;33508.3;
RET-011437;Смартфоны;0;;15413.07;
RET-011438;Аксессуары;0;;4222.3;
RET-011439;Аксессуары;0;;4731.01;
RET-011440;Ноутбуки;0;;109657.69;
RET-011441;Планшеты;0;;35202.15;
RET-011442;Наушники;0;;10111.42;
RET-011443;Ноутбуки;1;defect;88203.89;3.0
RET-011444;Ноутбуки;0;;89869.26;
RET-011445;Аксессуары;0;;2451.42;
RET-011446;Ноутбуки;0;;47846.56;
RET-011447;Смартфоны;0;;68362.34;
RET-011448;Наушники;0;;11492.77;
RET-011449;Смартфоны;0;;41261.06;
RET-011450;Смартфоны;0;;21058.42;
RET-011451;Планшеты;0;;9240.43;
RET-011452;Смартфоны;0;;78618.47;
RET-011453;Наушники;0;;5341.56;
RET-011454;Аксессуары;0;;2245.32;
RET-011455;Ноутбуки;0;;112308.63;
RET-011456;Смартфоны;0;;33489.12;
RET-011457;Наушники;0;;2143.71;
RET-011458;Наушники;0;;10815.67;
RET-011459;Планшеты;0;;41419.09;
RET-011460;Аксессуары;0;;1988.01;
RET-011461;Аксессуары;0;;4680.37;
RET-011462;Ноутбуки;0;;90579.51;
RET-011463;Планшеты;0;;27588.45;
RET-011464;Ноутбуки;0;;107600.81;
RET-011465;Наушники;0;;4233.89;
RET-011466;Ноутбуки;0;;84278.59;
RET-011467;Наушники;0;;10007.15;
RET-011468;Планшеты;0;;44084.81;
RET-011469;Аксессуары;0;;2445.78;
RET-011470;Наушники;0;;10705.2;
RET-011471;Планшеты;0;;44893.31;
RET-011472;Наушники;0;;9908.07;
RET-011473;Наушники;0;;7731.57;
RET-011474;Аксессуары;0;;783.04;
RET-011475;Смартфоны;0;;66495.43;
RET-011476;Смартфоны;0;;43749.02;
RET-011477;Планшеты;0;;26790.89;
RET-011478;Аксессуары;0;;3289.46;
RET-011479;Ноутбуки;0;;68130.39;
RET-011480;Аксессуары;0;;4857.17;
RET-011481;Смартфоны;0;;26695.74;
RET-011482;Аксессуары;1;changed_mind;3323.29;5.0
RET-011483;Наушники;0;;6063.25;
RET-011484;Аксессуары;0;;3489.17;
RET-011485;Планшеты;0;;12328.13;
RET-011486;Ноутбуки;0;;48411.78;
RET-011487;Планшеты;0;;25293.73;
RET-011488;Смартфоны;1;defect;70465.73;5.0
RET-011489;Ноутбуки;0;;83182.91;
RET-011490;Аксессуары;0;;4684.9;
RET-011491;Аксессуары;0;;1566.57;
RET-011492;Планшеты;0;;15743.04;
RET-011493;Смартфоны;0;;56416.37;
RET-011494;Смартфоны;0;;24892.26;
RET-011495;Аксессуары;0;;3910.39;
RET-011496;Аксессуары;0;;2482.68;
RET-011497;Наушники;0;;12980.27;
RET-011498;Наушники;0;;10034.4;
RET-011499;Смартфоны;0;;40013.95;
RET-011500;Ноутбуки;0;;113850.74;
RET-011501;Ноутбуки;0;;43763.03;
RET-011502;Наушники;0;;11341.95;
RET-011503;Смартфоны;0;;66424.43;
RET-011504;Ноутбуки;0;;74888.19;
RET-011505;Планшеты;0;;15060.02;
RET-011506;Аксессуары;0;;1217.27;
RET-011507;Аксессуары;0;;1712.55;
RET-011508;Планшеты;0;;37840.46;
RET-011509;Аксессуары;0;;4598.06;
RET-011510;Наушники;0;;3150.57;
RET-011511;Ноутбуки;0;;84422.52;
RET-011512;Смартфоны;0;;21802.89;
RET-011513;Аксессуары;0;;2563.86;
RET-011514;Планшеты;0;;38753.45;
RET-011515;Наушники;0;;5640.9;
RET-011516;Ноутбуки;0;;117841.68;
RET-011517;Наушники;0;;1997.26;
RET-011518;Ноутбуки;0;;59652.11;
RET-011519;Наушники;0;;6922.3;
RET-011520;Смартфоны;0;;55979.1;
RET-011521;Ноутбуки;0;;31836.09;
RET-011522;Смартфоны;0;;34999.99;
RET-011523;Аксессуары;0;;4137.12;
RET-011524;Аксессуары;0;;4426.07;
RET-011525;Смартфоны;0;;56372.47;
RET-011526;Планшеты;0;;9976.06;
RET-011527;Наушники;0;;1039.15;
RET-011528;Ноутбуки;0;;64476.87;
RET-011529;Аксессуары;0;;2498.02;
RET-011530;Аксессуары;0;;3631.91;
RET-011531;Наушники;0;;6387.2;
RET-011532;Ноутбуки;0;;90869.18;
RET-011533;Наушники;0;;11456.05;
RET-011534;Планшеты;0;;37348.71;
RET-011535;Аксессуары;0;;423.55;
RET-011536;Планшеты;0;;11589.95;
RET-011537;Планшеты;0;;37940.86;
RET-011538;Смартфоны;0;;57884.37;
RET-011539;Планшеты;0;;43971.53;
RET-011540;Наушники;0;;3835.11;
RET-011541;Планшеты;0;;42491.05;
RET-011542;Ноутбуки;0;;89835.0;
RET-011543;Планшеты;0;;32633.26;
RET-011544;Наушники;1;defect;7225.78;8.0
RET-011545;Планшеты;0;;13774.03;
RET-011546;Смартфоны;0;;16983.66;
RET-011547;Ноутбуки;0;;70763.8;
RET-011548;Смартфоны;0;;32802.77;
RET-011549;Планшеты;0;;10855.37;
RET-011550;Наушники;0;;10608.16;
RET-011551;Смартфоны;0;;18548.49;
RET-011552;Планшеты;0;;36441.93;
RET-011553;Смартфоны;0;;39182.56;
RET-011554;Наушники;0;;6181.99;
RET-011555;Наушники;0;;3696.13;
RET-011556;Ноутбуки;0;;117673.64;
RET-011557;Смартфоны;0;;43159.34;
RET-011558;Планшеты;0;;37665.18;
RET-011559;Ноутбуки;0;;100507.91;
RET-011560;Наушники;0;;5348.66;
RET-011561;Наушники;0;;12730.0;
RET-011562;Наушники;0;;12896.7;
RET-011563;Наушники;0;;1177.7;
RET-011564;Ноутбуки;0;;44842.39;
RET-011565;Аксессуары;0;;2782.47;
RET-011566;Наушники;0;;14083.75;
RET-011567;Наушники;0;;7706.04;
RET-011568;Смартфоны;0;;54253.54;
RET-011569;Ноутбуки;0;;35191.15;
RET-011570;Аксессуары;0;;2462.57;
RET-011571;Аксессуары;0;;2382.41;
RET-011572;Наушники;0;;9053.58;
RET-011573;Планшеты;0;;42413.18;
RET-011574;Наушники;0;;4796.03;
RET-011575;Наушники;0;;3094.04;
RET-011576;Аксессуары;0;;3829.51;
RET-011577;Аксессуары;0;;2425.9;
RET-011578;Аксессуары;0;;1019.71;
RET-011579;Ноутбуки;0;;118758.86;
RET-011580;Наушники;0;;3477.54;
RET-011581;Планшеты;0;;33752.92;
RET-011582;Смартфоны;0;;52042.23;
RET-011583;Наушники;0;;7833.78;
RET-011584;Планшеты;0;;12279.44;
RET-011585;Ноутбуки;0;;49447.28;
RET-011586;Наушники;0;;2229.88;
RET-011587;Планшеты;0;;27309.66;
RET-011588;Смартфоны;0;;73909.11;
RET-011589;Ноутбуки;0;;66514.33;
RET-011590;Аксессуары;0;;4112.31;
RET-011591;Смартфоны;0;;42309.12;
RET-011592;Планшеты;0;;31675.38;
RET-011593;Ноутбуки;0;;81305.36;
RET-011594;Ноутбуки;0;;101667.61;
RET-011595;Смартфоны;0;;19077.75;
RET-011596;Смартфоны;0;;30685.08;
RET-011597;Аксессуары;1;wrong_item;4542.71;5.0
RET-011598;Аксессуары;0;;1734.8;
RET-011599;Аксессуары;0;;3507.06;
RET-011600;Аксессуары;0;;3874.75;
RET-011601;Аксессуары;0;;2930.71;
RET-011602;Смартфоны;0;;78506.93;
RET-011603;Аксессуары;0;;4011.15;
RET-011604;Аксессуары;1;defect;2652.5;12.0
RET-011605;Наушники;1;damaged_delivery;6918.45;6.0
RET-011606;Аксессуары;0;;1670.06;
RET-011607;Смартфоны;0;;71620.65;
RET-011608;Наушники;0;;7532.35;
RET-011609;Ноутбуки;0;;117331.43;
RET-011610;Наушники;0;;8799.68;
RET-011611;Смартфоны;0;;78612.76;
RET-011612;Аксессуары;0;;354.75;
RET-011613;Аксессуары;0;;3515.58;
RET-011614;Планшеты;0;;44943.21;
RET-011615;Смартфоны;0;;38757.51;
RET-011616;Аксессуары;0;;1933.48;
RET-011617;Аксессуары;0;;1015.96;
RET-011618;Планшеты;0;;25325.11;
RET-011619;Планшеты;0;;18007.79;
RET-011620;Планшеты;0;;14702.54;
RET-011621;Планшеты;0;;11061.76;
RET-011622;Ноутбуки;0;;50916.49;
RET-011623;Планшеты;0;;44382.49;
RET-011624;Наушники;0;;11637.08;
RET-011625;Смартфоны;0;;70271.71;
RET-011626;Ноутбуки;0;;85530.12;
RET-011627;Планшеты;0;;33682.62;
RET-011628;Планшеты;0;;16918.54;
RET-011629;Смартфоны;0;;70750.13;
RET-011630;Наушники;0;;2395.15;
RET-011631;Планшеты;0;;31034.88;
RET-011632;Планшеты;0;;17191.48;
RET-011633;Ноутбуки;1;defect;98228.5;4.0
RET-011634;Аксессуары;0;;1802.2;
RET-011635;Ноутбуки;0;;118258.3;
RET-011636;Ноутбуки;0;;92880.22;
RET-011637;Смартфоны;0;;66849.24;
RET-011638;Наушники;0;;5562.54;
RET-011639;Наушники;1;defect;3761.9;14.0
RET-011640;Ноутбуки;1;defect;93851.18;5.0
RET-011641;Планшеты;0;;9639.07;
RET-011642;Планшеты;0;;41015.69;
RET-011643;Смартфоны;0;;25350.34;
RET-011644;Наушники;0;;8301.94;
RET-011645;Ноутбуки;0;;97423.88;
RET-011646;Смартфоны;0;;25219.74;
RET-011647;Планшеты;0;;34786.1;
RET-011648;Наушники;0;;5928.84;
RET-011649;Ноутбуки;0;;42924.49;
RET-011650;Ноутбуки;0;;117476.39;
RET-011651;Наушники;1;changed_mind;2181.0;14.0
RET-011652;Ноутбуки;0;;70431.33;
RET-011653;Смартфоны;0;;34548.15;
RET-011654;Смартфоны;0;;75918.73;
RET-011655;Наушники;0;;6316.21;
RET-011656;Аксессуары;0;;1294.26;
RET-011657;Наушники;0;;14826.4;
RET-011658;Аксессуары;1;defect;445.82;11.0
RET-011659;Планшеты;0;;42596.12;
RET-011660;Аксессуары;0;;1126.43;
RET-011661;Ноутбуки;0;;118600.63;
RET-011662;Аксессуары;0;;2428.63;
RET-011663;Планшеты;0;;26008.67;
RET-011664;Наушники;0;;2592.82;
RET-011665;Планшеты;0;;14254.19;
RET-011666;Смартфоны;0;;28358.33;
RET-011667;Планшеты;0;;33034.47;
RET-011668;Ноутбуки;0;;64797.96;
RET-011669;Ноутбуки;0;;80310.08;
RET-011670;Наушники;0;;8984.22;
RET-011671;Ноутбуки;0;;36681.46;
RET-011672;Наушники;0;;8261.79;
RET-011673;Ноутбуки;0;;43113.28;
RET-011674;Аксессуары;0;;369.14;
RET-011675;Ноутбуки;0;;74582.84;
RET-011676;Смартфоны;0;;57310.35;
RET-011677;Смартфоны;0;;57337.19;
RET-011678;Наушники;0;;1483.87;
RET-011679;Аксессуары;0;;958.81;
RET-011680;Планшеты;0;;30734.73;
RET-011681;Смартфоны;0;;72822.92;
RET-011682;Аксессуары;0;;2768.84;
RET-011683;Смартфоны;1;damaged_delivery;21465.05;12.0
RET-011684;Аксессуары;0;;1260.39;
RET-011685;Наушники;0;;6795.94;
RET-011686;Смартфоны;0;;51292.82;
RET-011687;Аксессуары;0;;1578.38;
RET-011688;Наушники;0;;3777.66;
RET-011689;Наушники;0;;7920.91;
RET-011690;Наушники;0;;8826.96;
RET-011691;Ноутбуки;0;;82860.58;
RET-011692;Аксессуары;0;;2708.64;
RET-011693;Планшеты;0;;29877.1;
RET-011694;Наушники;0;;14419.76;
RET-011695;Наушники;0;;3472.07;
RET-011696;Аксессуары;0;;454.85;
RET-011697;Аксессуары;0;;2474.47;
RET-011698;Аксессуары;0;;4486.38;
RET-011699;Смартфоны;0;;38192.33;
RET-011700;Наушники;1;wrong_item;1801.67;4.0
RET-011701;Ноутбуки;0;;77504.2;
RET-011702;Наушники;1;changed_mind;3488.27;6.0
RET-011703;Ноутбуки;0;;58324.3;
RET-011704;Аксессуары;0;;2805.39;
RET-011705;Аксессуары;1;defect;1327.63;4.0
RET-011706;Планшеты;0;;40023.23;
RET-011707;Ноутбуки;0;;109937.35;
RET-011708;Смартфоны;0;;21296.15;
RET-011709;Смартфоны;0;;19513.87;
RET-011710;Аксессуары;0;;1822.11;
RET-011711;Ноутбуки;0;;44049.1;
RET-011712;Аксессуары;0;;3413.77;
RET-011713;Смартфоны;0;;57423.8;
RET-011714;Аксессуары;0;;3104.74;
RET-011715;Смартфоны;0;;33021.17;
RET-011716;Аксессуары;0;;1410.24;
RET-011717;Наушники;0;;2999.56;
RET-011718;Наушники;0;;4952.73;
RET-011719;Смартфоны;0;;50841.46;
RET-011720;Наушники;0;;10658.52;
RET-011721;Планшеты;0;;21409.53;
RET-011722;Смартфоны;0;;42378.84;
RET-011723;Планшеты;1;defect;39194.07;4.0
RET-011724;Аксессуары;0;;2581.14;
RET-011725;Смартфоны;0;;19850.19;
RET-011726;Планшеты;0;;12646.29;
RET-011727;Аксессуары;0;;4365.26;
RET-011728;Аксессуары;0;;1004.2;
RET-011729;Смартфоны;0;;69761.03;
RET-011730;Планшеты;0;;23350.31;
RET-011731;Ноутбуки;0;;101582.13;
RET-011732;Ноутбуки;0;;115741.61;
RET-011733;Наушники;0;;2416.51;
RET-011734;Планшеты;1;defect;8431.57;9.0
RET-011735;Аксессуары;0;;3503.82;
RET-011736;Наушники;0;;5341.12;
RET-011737;Аксессуары;0;;2139.24;
RET-011738;Смартфоны;0;;29634.68;
RET-011739;Планшеты;0;;21696.23;
RET-011740;Планшеты;0;;34586.73;
RET-011741;Планшеты;0;;31784.82;
RET-011742;Смартфоны;0;;56964.32;
RET-011743;Аксессуары;0;;310.3;
RET-011744;Наушники;0;;8312.23;
RET-011745;Аксессуары;0;;4262.45;
RET-011746;Смартфоны;0;;17102.34;
RET-011747;Планшеты;0;;29399.66;
RET-011748;Ноутбуки;0;;72584.44;
RET-011749;Планшеты;0;;11483.32;
RET-011750;Наушники;0;;10430.95;
RET-011751;Аксессуары;0;;1222.51;
RET-011752;Аксессуары;0;;2828.28;
RET-011753;Аксессуары;0;;3987.54;
RET-011754;Ноутбуки;0;;53138.23;
RET-011755;Аксессуары;1;changed_mind;440.42;4.0
RET-011756;Ноутбуки;0;;50473.42;
RET-011757;Наушники;0;;4535.3;
RET-011758;Ноутбуки;0;;97158.98;
RET-011759;Смартфоны;0;;43459.55;
RET-011760;Планшеты;0;;18973.94;
RET-011761;Аксессуары;1;defect;2931.68;2.0
RET-011762;Смартфоны;0;;73352.67;
RET-011763;Наушники;0;;7586.59;
RET-011764;Планшеты;0;;13003.55;
RET-011765;Наушники;0;;3843.8;
RET-011766;Смартфоны;0;;16612.31;
RET-011767;Аксессуары;0;;566.43;
RET-011768;Аксессуары;0;;3425.57;
RET-011769;Наушники;0;;6856.79;
RET-011770;Наушники;0;;11980.93;
RET-011771;Смартфоны;0;;36815.7;
RET-011772;Ноутбуки;0;;52914.52;
RET-011773;Смартфоны;0;;27136.12;
RET-011774;Смартфоны;0;;75196.83;
RET-011775;Наушники;0;;2347.0;
RET-011776;Ноутбуки;0;;33255.49;
RET-011777;Аксессуары;0;;833.97;
RET-011778;Ноутбуки;0;;106304.15;
RET-011779;Наушники;0;;1368.2;
RET-011780;Аксессуары;0;;3363.1;
RET-011781;Планшеты;0;;38050.9;
RET-011782;Наушники;0;;6723.11;
RET-011783;Наушники;0;;12432.34;
RET-011784;Наушники;0;;8771.13;
RET-011785;Планшеты;0;;32004.53;
RET-011786;Планшеты;0;;43703.12;
RET-011787;Аксессуары;0;;4449.1;
RET-011788;Аксессуары;0;;2330.07;
RET-011789;Смартфоны;0;;36771.54;
RET-011790;Смартфоны;0;;70790.91;
RET-011791;Планшеты;0;;17106.25;
RET-011792;Аксессуары;0;;2952.77;
RET-011793;Аксессуары;0;;4244.3;
RET-011794;Аксессуары;0;;2791.39;
RET-011795;Ноутбуки;0;;109358.9;
RET-011796;Планшеты;0;;26092.49;
RET-011797;Смартфоны;0;;67770.6;
RET-011798;Ноутбуки;0;;31670.45;
RET-011799;Наушники;0;;6625.87;
RET-011800;Ноутбуки;0;;82350.79;
RET-011801;Смартфоны;0;;69898.9;
RET-011802;Смартфоны;0;;38009.71;
RET-011803;Наушники;0;;5291.5;
RET-011804;Планшеты;0;;42916.89;
RET-011805;Смартфоны;0;;44548.86;
RET-011806;Наушники;0;;5272.64;
RET-011807;Смартфоны;0;;35632.82;
RET-011808;Планшеты;0;;19635.16;
RET-011809;Наушники;0;;3520.79;
RET-011810;Наушники;0;;4058.16;
RET-011811;Планшеты;0;;9586.94;
RET-011812;Аксессуары;0;;489.36;
RET-011813;Наушники;0;;12280.58;
RET-011814;Смартфоны;0;;59539.82;
RET-011815;Планшеты;0;;22695.5;
RET-011816;Ноутбуки;0;;75631.35;
RET-011817;Наушники;0;;9973.17;
RET-011818;Наушники;0;;11093.68;
RET-011819;Смартфоны;0;;15483.2;
RET-011820;Планшеты;0;;35726.05;
RET-011821;Наушники;0;;7474.95;
RET-011822;Аксессуары;0;;653.65;
RET-011823;Планшеты;0;;20744.95;
RET-011824;Наушники;0;;11494.56;
RET-011825;Ноутбуки;0;;96640.19;
RET-011826;Планшеты;0;;14311.29;
RET-011827;Наушники;0;;7740.66;
RET-011828;Ноутбуки;0;;55251.34;
RET-011829;Планшеты;0;;23449.69;
RET-011830;Планшеты;0;;15177.79;
RET-011831;Смартфоны;0;;36243.03;
RET-011832;Ноутбуки;0;;87337.92;
RET-011833;Смартфоны;0;;48974.4;
RET-011834;Аксессуары;0;;513.13;
RET-011835;Планшеты;0;;26762.79;
RET-011836;Смартфоны;0;;15635.28;
RET-011837;Аксессуары;0;;4023.35;
RET-011838;Планшеты;0;;30970.38;
RET-011839;Ноутбуки;0;;102578.62;
RET-011840;Ноутбуки;0;;68900.73;
RET-011841;Наушники;0;;1475.78;
RET-011842;Аксессуары;0;;2339.47;
RET-011843;Ноутбуки;0;;92059.27;
RET-011844;Аксессуары;0;;928.37;
RET-011845;Ноутбуки;0;;96998.34;
RET-011846;Смартфоны;1;wrong_item;29898.58;5.0
RET-011847;Аксессуары;0;;2968.12;
RET-011848;Смартфоны;0;;31579.66;
RET-011849;Ноутбуки;0;;92139.37;
RET-011850;Наушники;0;;13289.05;
RET-011851;Наушники;0;;3259.11;
RET-011852;Наушники;0;;2445.71;
RET-011853;Смартфоны;0;;57845.55;
RET-011854;Ноутбуки;0;;52416.33;
RET-011855;Ноутбуки;0;;35711.37;
RET-011856;Смартфоны;0;;35209.05;
RET-011857;Наушники;0;;1186.75;
RET-011858;Аксессуары;0;;367.54;
RET-011859;Ноутбуки;0;;52578.79;
RET-011860;Аксессуары;0;;442.33;
RET-011861;Аксессуары;0;;650.33;
RET-011862;Аксессуары;0;;3165.04;
RET-011863;Ноутбуки;0;;111513.66;
RET-011864;Аксессуары;0;;571.96;
RET-011865;Аксессуары;0;;4026.09;
RET-011866;Наушники;0;;4834.53;
RET-011867;Аксессуары;0;;1451.91;
RET-011868;Наушники;0;;4401.61;
RET-011869;Ноутбуки;0;;57046.09;
RET-011870;Аксессуары;0;;701.84;
RET-011871;Наушники;0;;12033.26;
RET-011872;Ноутбуки;0;;92551.79;
RET-011873;Наушники;0;;9064.05;
RET-011874;Наушники;0;;4877.31;
RET-011875;Смартфоны;0;;79696.36;
RET-011876;Планшеты;0;;44427.48;
RET-011877;Ноутбуки;0;;98155.32;
RET-011878;Ноутбуки;0;;75341.18;
RET-011879;Наушники;0;;8623.54;
RET-011880;Аксессуары;0;;4655.34;
RET-011881;Ноутбуки;0;;66650.49;
RET-011882;Наушники;0;;13264.07;
RET-011883;Планшеты;0;;23082.65;
RET-011884;Аксессуары;1;changed_mind;1990.75;7.0
RET-011885;Наушники;0;;9311.29;
RET-011886;Планшеты;0;;23362.71;
RET-011887;Ноутбуки;0;;105087.17;
RET-011888;Планшеты;0;;39843.43;
RET-011889;Планшеты;0;;24756.81;
RET-011890;Наушники;0;;2933.35;
RET-011891;Аксессуары;0;;1398.45;
RET-011892;Смартфоны;0;;67303.28;
RET-011893;Ноутбуки;0;;108855.87;
RET-011894;Ноутбуки;0;;119052.82;
RET-011895;Смартфоны;0;;36085.63;
RET-011896;Ноутбуки;0;;74687.87;
RET-011897;Смартфоны;0;;67780.78;
RET-011898;Ноутбуки;0;;82894.29;
RET-011899;Аксессуары;0;;3867.41;
RET-011900;Смартфоны;0;;41717.26;
RET-011901;Ноутбуки;1;defect;105063.17;7.0
RET-011902;Аксессуары;0;;445.46;
RET-011903;Ноутбуки;0;;44108.76;
RET-011904;Аксессуары;0;;345.15;
RET-011905;Наушники;0;;1212.52;
RET-011906;Наушники;0;;12557.33;
RET-011907;Наушники;1;changed_mind;7944.38;11.0
RET-011908;Аксессуары;0;;3488.56;
RET-011909;Ноутбуки;0;;44982.12;
RET-011910;Наушники;0;;3542.55;
RET-011911;Смартфоны;0;;39276.21;
RET-011912;Планшеты;0;;27292.81;
RET-011913;Ноутбуки;0;;117528.91;
RET-011914;Наушники;0;;11979.03;
RET-011915;Наушники;0;;14870.25;
RET-011916;Наушники;0;;11683.61;
RET-011917;Планшеты;0;;8245.29;
RET-011918;Смартфоны;0;;68823.12;
RET-011919;Наушники;0;;13060.89;
RET-011920;Планшеты;0;;22003.26;
RET-011921;Смартфоны;0;;33971.62;
RET-011922;Планшеты;0;;29825.23;
RET-011923;Аксессуары;0;;3867.99;
RET-011924;Наушники;0;;5593.97;
RET-011925;Планшеты;0;;22548.36;
RET-011926;Смартфоны;0;;65363.43;
RET-011927;Ноутбуки;0;;51192.03;
RET-011928;Аксессуары;0;;1758.39;
RET-011929;Аксессуары;0;;2072.68;
RET-011930;Смартфоны;0;;75925.79;
RET-011931;Смартфоны;0;;48639.34;
RET-011932;Смартфоны;0;;16277.32;
RET-011933;Наушники;0;;8370.2;
RET-011934;Планшеты;0;;35495.94;
RET-011935;Смартфоны;0;;71327.62;
RET-011936;Аксессуары;0;;3378.29;
RET-011937;Аксессуары;1;changed_mind;3338.85;5.0
RET-011938;Планшеты;0;;10595.75;
RET-011939;Ноутбуки;0;;119427.02;
RET-011940;Планшеты;0;;30600.73;
RET-011941;Смартфоны;0;;37271.5;
