order_id;customer_id;order_amount;order_date;category_main;payment_method;city
ORD-2024-100307;5835;8427.79;2024-10-06;Смартфоны;Карта онлайн;Новосибирск
ORD-2024-100308;4342;3607.91;2024-11-14;Смартфоны;Карта онлайн;Москва
ORD-2024-100309;9866;7561.44;2024-12-10;Ноутбуки;Наличные;Москва
ORD-2024-100310;1529;1654.51;2024-10-10;Смартфоны;Карта онлайн;Москва
ORD-2024-100311;6876;1507.22;2024-12-15;Смартфоны;Карта онлайн;Новосибирск
ORD-2024-100312;8415;6444.24;2024-10-08;Планшеты;Карта онлайн;Москва
ORD-2024-100313;2679;540.37;2024-12-21;Смартфоны;Карта онлайн;Москва
ORD-2024-100314;4675;3631.34;2024-12-07;Наушники;Карта онлайн;Москва
ORD-2024-100315;7371;4519.81;2024-12-21;Ноутбуки;Наличные;Челябинск
ORD-2024-100316;4892;9820.56;2024-10-09;Смартфоны;Банковский перевод;Екатеринбург
ORD-2024-100317;9370;2417.13;2024-11-06;Ноутбуки;Карта онлайн;Москва
ORD-2024-100318;5712;2012.35;2024-12-27;Аксессуары;Карта онлайн;Екатеринбург
ORD-2024-100319;1769;12751.43;2024-11-04;Ноутбуки;Банковский перевод;Санкт-Петербург
ORD-2024-100320;7251;1380.16;2024-11-13;Планшеты;Карта онлайн;Казань
ORD-2024-100321;7349;3457.07;2024-12-16;Смартфоны;Наличные;Москва
ORD-2024-100322;7825;1219.74;2024-12-29;Планшеты;Карта онлайн;Челябинск
ORD-2024-100323;6122;3057.63;2024-11-09;Смартфоны;Банковский перевод;Москва
ORD-2024-100324;1881;1542.45;2024-10-08;Планшеты;Наличные;Казань
ORD-2024-100325;1212;889.18;2024-12-19;Наушники;Банковский перевод;Москва
ORD-2024-100326;5117;5379.49;2024-11-25;Аксессуары;Наличные;Санкт-Петербург
ORD-2024-100327;4327;3431.18;2024-11-02;Ноутбуки;Карта онлайн;Санкт-Петербург
ORD-2024-100328;8259;4329.22;2024-11-17;Смартфоны;Банковский перевод;Санкт-Петербург
ORD-2024-100329;4695;1137.49;2024-12-06;Смартфоны;Карта онлайн;Москва
ORD-2024-100330;7025;9055.54;2024-12-27;Аксессуары;Карта онлайн;Новосибирск
ORD-2024-100331;9955;802.79;2024-11-12;Наушники;Наличные;Москва
ORD-2024-100332;4218;450.0;2024-11-04;Планшеты;Наличные;Казань
ORD-2024-100333;4170;2932.49;2024-11-23;Смартфоны;Банковский перевод;Новосибирск
ORD-2024-100334;5819;4441.9;2024-12-13;Ноутбуки;Карта онлайн;Екатеринбург
ORD-2024-100335;8353;2669.3;2024-12-15;Смартфоны;Наличные;Новосибирск
ORD-2024-100336;3906;1605.76;2024-10-09;Умные устройства;Наличные;Казань
ORD-2024-100337;2220;450.0;2024-12-13;Планшеты;Карта онлайн;Санкт-Петербург
ORD-2024-100338;4063;1809.19;2024-12-01;Аксессуары;Карта онлайн;Новосибирск
ORD-2024-100339;3847;6786.73;2024-12-14;Ноутбуки;Карта онлайн;Москва
ORD-2024-100340;9418;1427.07;2024-10-17;Наушники;Карта онлайн;Екатеринбург
ORD-2024-100341;2955;13344.88;2024-12-21;Планшеты;Электронные деньги;Новосибирск
ORD-2024-100342;7180;3334.81;2024-11-09;Ноутбуки;Карта онлайн;Санкт-Петербург
ORD-2024-100343;1665;2051.99;2024-12-15;Аксессуары;Наличные;Москва
ORD-2024-100344;8020;3566.76;2024-12-01;Аксессуары;Электронные деньги;Санкт-Петербург
ORD-2024-100345;5572;732.98;2024-12-08;Аксессуары;Карта онлайн;Челябинск
ORD-2024-100346;5329;8187.06;2024-11-01;Планшеты;Наличные;Самара
ORD-2024-100347;3131;718.88;2024-11-27;Ноутбуки;Карта онлайн;Санкт-Петербург
ORD-2024-100348;3636;2906.04;2024-12-04;Ноутбуки;Банковский перевод;Казань
ORD-2024-100349;5178;2441.89;2024-11-30;Умные устройства;Карта онлайн;Нижний Новгород
ORD-2024-100350;1092;5381.19;2024-12-09;Смартфоны;Банковский перевод;Москва
ORD-2024-100351;6415;842.08;2024-12-16;Планшеты;Карта онлайн;Москва
ORD-2024-100352;8640;6880.99;2024-10-18;Планшеты;Карта онлайн;Казань
ORD-2024-100353;3536;16556.51;2024-10-07;Наушники;Наличные;Челябинск
ORD-2024-100354;1654;503.68;2024-12-29;Умные устройства;Карта онлайн;Челябинск
ORD-2024-100355;3518;2395.47;2024-10-03;Ноутбуки;Карта онлайн;Санкт-Петербург
ORD-2024-100356;6285;1732.21;2024-10-26;Ноутбуки;Карта онлайн;Москва
ORD-2024-100357;1833;745.37;2024-11-26;Смартфоны;Наличные;Санкт-Петербург
ORD-2024-100358;5934;3648.64;2024-12-10;Ноутбуки;Карта онлайн;Москва
ORD-2024-100359;9037;1508.95;2024-12-19;Ноутбуки;Карта онлайн;Москва
ORD-2024-100360;6866;911.32;2024-12-05;Ноутбуки;Карта онлайн;Новосибирск
ORD-2024-100361;2194;1943.13;2024-12-11;Аксессуары;Карта онлайн;Москва
ORD-2024-100362;6207;2539.24;2024-12-15;Аксессуары;Карта онлайн;Челябинск
ORD-2024-100363;9608;718.37;2024-12-23;Смартфоны;Карта онлайн;Санкт-Петербург
ORD-2024-100364;4603;2156.5;2024-10-13;Ноутбуки;Карта онлайн;Екатеринбург
ORD-2024-100365;4012;905.27;2024-10-25;Аксессуары;Карта онлайн;Москва
ORD-2024-100366;9529;1514.15;2024-11-16;Смартфоны;Карта онлайн;Москва
ORD-2024-100367;2117;10352.39;2024-12-13;Смартфоны;Банковский перевод;Москва
ORD-2024-100368;9276;887.94;2024-12-21;Смартфоны;Карта онлайн;Ростов-на-Дону
ORD-2024-100369;3611;3400.43;2024-12-02;Наушники;Карта онлайн;Новосибирск
ORD-2024-100370;7814;797.84;2024-10-31;Смартфоны;Наличные;Санкт-Петербург
ORD-2024-100371;9897;450.0;2024-12-28;Умные устройства;Карта онлайн;Москва
ORD-2024-100372;9798;1575.76;2024-11-30;Ноутбуки;Наличные;Самара
ORD-2024-100373;7609;673.26;2024-12-14;Наушники;Карта онлайн;Москва
ORD-2024-100374;2506;3759.46;2024-12-03;Смартфоны;Карта онлайн;Москва
ORD-2024-100375;6724;1782.73;2024-12-11;Наушники;Карта онлайн;Екатеринбург
ORD-2024-100376;4624;450.0;2024-11-03;Планшеты;Наличные;Самара
ORD-2024-100377;4495;5197.23;2024-12-28;Планшеты;Наличные;Москва
ORD-2024-100378;6437;13321.84;2024-12-21;Планшеты;Карта онлайн;Москва
ORD-2024-100379;6424;6717.1;2024-12-28;Наушники;Карта онлайн;Самара
ORD-2024-100380;6911;3738.55;2024-12-08;Аксессуары;Электронные деньги;Москва
ORD-2024-100381;5809;2010.4;2024-12-08;Аксессуары;Карта онлайн;Москва
ORD-2024-100382;4579;20574.39;2024-12-04;Планшеты;Карта онлайн;Екатеринбург
ORD-2024-100383;9691;3540.43;2024-12-04;Смартфоны;Банковский перевод;Челябинск
ORD-2024-100384;8780;4947.5;2024-12-29;Смартфоны;Наличные;Санкт-Петербург
ORD-2024-100385;1144;4028.58;2024-10-11;Смартфоны;Карта онлайн;Уфа
ORD-2024-100386;2879;1435.86;2024-11-12;Планшеты;Наличные;Казань
ORD-2024-100387;6668;3170.78;2024-11-14;Ноутбуки;Банковский перевод;Москва
ORD-2024-100388;8301;1256.63;2024-12-06;Ноутбуки;Карта онлайн;Уфа
ORD-2024-100389;4937;13238.08;2024-10-20;Аксессуары;Карта онлайн;Санкт-Петербург
ORD-2024-100390;4994;9278.34;2024-12-08;Аксессуары;Карта онлайн;Москва
ORD-2024-100391;1653;1266.17;2024-12-08;Аксессуары;Электронные деньги;Екатеринбург
ORD-2024-100392;6258;629.34;2024-11-09;Ноутбуки;Наличные;Москва
ORD-2024-100393;7248;3366.97;2024-12-15;Планшеты;Карта онлайн;Москва
ORD-2024-100394;2857;7701.68;2024-12-06;Ноутбуки;Банковский перевод;Москва
ORD-2024-100395;7322;9421.22;2024-10-31;Смартфоны;Карта онлайн;Санкт-Петербург
ORD-2024-100396;5203;6773.61;2024-12-21;Смартфоны;Карта онлайн;Челябинск
ORD-2024-100397;9851;2231.34;2024-12-15;Ноутбуки;Карта онлайн;Екатеринбург
ORD-2024-100398;5633;2494.29;2024-11-13;Ноутбуки;Карта онлайн;Уфа
ORD-2024-100399;1404;5892.36;2024-11-13;Аксессуары;Банковский перевод;Москва
ORD-2024-100400;9468;2958.02;2024-12-23;Смартфоны;Карта онлайн;Москва
ORD-2024-100401;7143;779.63;2024-10-27;Планшеты;Наличные;Москва
ORD-2024-100402;9426;2751.48;2024-11-19;Наушники;Карта онлайн;Москва
ORD-2024-100403;9335;8807.73;2024-12-02;Ноутбуки;Карта онлайн;Москва
ORD-2024-100404;8300;6270.73;2024-12-27;Наушники;Электронные деньги;Новосибирск
ORD-2024-100405;8975;3648.45;2024-11-26;Ноутбуки;Карта онлайн;Нижний Новгород
ORD-2024-100406;1718;6529.84;2024-10-26;Наушники;Карта онлайн;Ростов-на-Дону
ORD-2024-100407;5856;460.84;2024-12-20;Ноутбуки;Карта онлайн;Москва
ORD-2024-100408;4154;3923.83;2024-10-25;Смартфоны;Банковский перевод;Нижний Новгород
ORD-2024-100409;6248;10075.51;2024-12-27;Смартфоны;Карта онлайн;Москва
ORD-2024-100410;9419;575.48;2024-10-04;Наушники;Карта онлайн;Москва
ORD-2024-100411;2349;7723.81;2024-12-10;Аксессуары;Карта онлайн;Нижний Новгород
ORD-2024-100412;2572;1539.63;2024-11-12;Ноутбуки;Карта онлайн;Екатеринбург
ORD-2024-100413;3742;2701.56;2024-11-10;Планшеты;Наличные;Москва
ORD-2024-100414;9814;703.99;2024-12-07;Планшеты;Карта онлайн;Санкт-Петербург
ORD-2024-100415;9736;1860.6;2024-10-18;Аксессуары;Карта онлайн;Москва
ORD-2024-100416;1120;5750.22;2024-11-17;Аксессуары;Карта онлайн;Новосибирск
ORD-2024-100417;2072;4807.67;2024-12-09;Наушники;Карта онлайн;Санкт-Петербург
ORD-2024-100418;4453;1761.38;2024-12-31;Планшеты;Банковский перевод;Уфа
ORD-2024-100419;4492;1924.37;2024-12-11;Аксессуары;Карта онлайн;Москва
ORD-2024-100420;7950;4326.54;2024-12-03;Ноутбуки;Электронные деньги;Санкт-Петербург
ORD-2024-100421;2702;1311.31;2024-10-31;Ноутбуки;Карта онлайн;Санкт-Петербург
ORD-2024-100422;4368;3177.76;2024-10-22;Смартфоны;Карта онлайн;Санкт-Петербург
ORD-2024-100423;9810;612.0;2024-12-31;Аксессуары;Банковский перевод;Москва
ORD-2024-100424;8130;6038.82;2024-12-03;Аксессуары;Карта онлайн;Казань
ORD-2024-100425;2181;814.15;2024-11-18;Смартфоны;Наличные;Нижний Новгород
ORD-2024-100426;3519;8145.98;2024-10-12;Наушники;Электронные деньги;Самара
ORD-2024-100427;1389;5833.34;2024-12-19;Наушники;Карта онлайн;Новосибирск
ORD-2024-100428;8523;1707.51;2024-12-12;Смартфоны;Карта онлайн;Челябинск
ORD-2024-100429;6434;6161.57;2024-10-08;Умные устройства;Наличные;Екатеринбург
ORD-2024-100430;1620;485.24;2024-12-31;Смартфоны;Карта онлайн;Челябинск
ORD-2024-100431;2433;2038.64;2024-12-08;Смартфоны;Карта онлайн;Москва
ORD-2024-100432;2200;5993.21;2024-12-15;Наушники;Карта онлайн;Санкт-Петербург
ORD-2024-100433;1889;947.41;2024-11-14;Планшеты;Карта онлайн;Москва
ORD-2024-100434;3916;3720.25;2024-10-02;Смартфоны;Наличные;Санкт-Петербург
ORD-2024-100435;5127;2308.75;2024-11-16;Планшеты;Карта онлайн;Москва
ORD-2024-100436;2154;815.38;2024-10-08;Наушники;Карта онлайн;Ростов-на-Дону
ORD-2024-100437;4729;2755.51;2024-11-15;Смартфоны;Карта онлайн;Москва
ORD-2024-100438;5237;4593.8;2024-12-23;Смартфоны;Карта онлайн;Москва
ORD-2024-100439;7678;4908.33;2024-12-24;Наушники;Карта онлайн;Санкт-Петербург
ORD-2024-100440;7357;1036.69;2024-12-21;Ноутбуки;Наличные;Москва
ORD-2024-100441;8391;1575.58;2024-10-16;Аксессуары;Карта онлайн;Москва
ORD-2024-100442;7626;8754.74;2024-12-09;Аксессуары;Наличные;Москва
ORD-2024-100443;8094;2880.97;2024-10-12;Умные устройства;Банковский перевод;Санкт-Петербург
ORD-2024-100444;6183;3345.86;2024-10-15;Ноутбуки;Карта онлайн;Санкт-Петербург
ORD-2024-100445;1276;15536.35;2024-12-04;Умные устройства;Карта онлайн;Новосибирск
ORD-2024-100446;7381;5224.55;2024-11-29;Ноутбуки;Карта онлайн;Новосибирск
ORD-2024-100447;2938;2438.14;2024-11-13;Ноутбуки;Карта онлайн;Санкт-Петербург
ORD-2024-100448;9762;7797.38;2024-10-31;Смартфоны;Банковский перевод;Москва
ORD-2024-100449;1096;1712.4;2024-10-28;Смартфоны;Банковский перевод;Москва
ORD-2024-100450;2036;4201.2;2024-11-07;Планшеты;Карта онлайн;Новосибирск
ORD-2024-100451;1745;2125.11;2024-12-01;Наушники;Карта онлайн;Москва
ORD-2024-100452;2189;1226.39;2024-10-11;Смартфоны;Банковский перевод;Москва
ORD-2024-100453;6860;4928.67;2024-10-05;Наушники;Электронные деньги;Новосибирск
ORD-2024-100454;9238;7245.53;2024-11-27;Ноутбуки;Карта онлайн;Санкт-Петербург
ORD-2024-100455;2738;1928.86;2024-11-07;Наушники;Карта онлайн;Москва
ORD-2024-100456;5748;5684.84;2024-11-25;Ноутбуки;Карта онлайн;Москва
ORD-2024-100457;5937;1658.7;2024-10-29;Аксессуары;Электронные деньги;Самара
ORD-2024-100458;2417;510.34;2024-11-05;Аксессуары;Карта онлайн;Челябинск
ORD-2024-100459;5612;7345.88;2024-12-26;Наушники;Карта онлайн;Казань
ORD-2024-100460;8170;953.34;2024-10-22;Ноутбуки;Карта онлайн;Санкт-Петербург
ORD-2024-100461;7249;1469.4;2024-11-12;Ноутбуки;Карта онлайн;Санкт-Петербург
ORD-2024-100462;7473;7713.73;2024-11-11;Аксессуары;Карта онлайн;Ростов-на-Дону
ORD-2024-100463;1504;1074.43;2024-10-09;Ноутбуки;Электронные деньги;Ростов-на-Дону
ORD-2024-100464;8765;3384.93;2024-10-24;Смартфоны;Карта онлайн;Москва
ORD-2024-100465;3561;2838.32;2024-11-03;Смартфоны;Карта онлайн;Челябинск
ORD-2024-100466;9740;9332.33;2024-12-17;Наушники;Карта онлайн;Москва
ORD-2024-100467;4602;3139.1;2024-12-08;Наушники;Карта онлайн;Москва
ORD-2024-100468;3234;12792.88;2024-11-26;Аксессуары;Карта онлайн;Казань
ORD-2024-100469;7406;1647.65;2024-12-10;Смартфоны;Карта онлайн;Санкт-Петербург
ORD-2024-100470;9941;5156.52;2024-12-02;Ноутбуки;Карта онлайн;Самара
ORD-2024-100471;5832;7491.81;2024-12-14;Аксессуары;Карта онлайн;Москва
ORD-2024-100472;3360;1025.65;2024-12-30;Аксессуары;Карта онлайн;Санкт-Петербург
ORD-2024-100473;5883;6475.37;2024-12-11;Ноутбуки;Карта онлайн;Нижний Новгород
ORD-2024-100474;7113;1073.63;2024-11-09;Наушники;Электронные деньги;Нижний Новгород
ORD-2024-100475;1182;3411.08;2024-12-23;Ноутбуки;Банковский перевод;Москва
ORD-2024-100476;3316;4109.91;2024-12-17;Аксессуары;Карта онлайн;Санкт-Петербург
ORD-2024-100477;3019;8172.28;2024-10-17;Смартфоны;Карта онлайн;Екатеринбург
ORD-2024-100478;1684;4172.81;2024-11-23;Аксессуары;Банковский перевод;Москва
ORD-2024-100479;1082;4534.12;2024-10-21;Планшеты;Карта онлайн;Ростов-на-Дону
ORD-2024-100480;7456;2404.99;2024-12-24;Наушники;Наличные;Нижний Новгород
ORD-2024-100481;9800;2771.4;2024-12-29;Смартфоны;Банковский перевод;Москва
ORD-2024-100482;9970;5258.74;2024-10-11;Наушники;Карта онлайн;Москва
ORD-2024-100483;2394;3932.38;2024-11-24;Ноутбуки;Карта онлайн;Москва
ORD-2024-100484;5992;1762.17;2024-10-14;Смартфоны;Электронные деньги;Нижний Новгород
ORD-2024-100485;4441;1287.92;2024-11-05;Планшеты;Карта онлайн;Москва
ORD-2024-100486;6633;1990.96;2024-12-03;Умные устройства;Карта онлайн;Санкт-Петербург
ORD-2024-100487;4469;5526.07;2024-11-04;Наушники;Карта онлайн;Санкт-Петербург
ORD-2024-100488;7760;1618.16;2024-11-05;Планшеты;Карта онлайн;Екатеринбург
ORD-2024-100489;9397;1967.75;2024-12-18;Смартфоны;Наличные;Москва
ORD-2024-100490;3333;2996.33;2024-12-14;Ноутбуки;Наличные;Москва
ORD-2024-100491;3637;3194.51;2024-12-25;Смартфоны;Электронные деньги;Самара
ORD-2024-100492;4014;2996.96;2024-12-02;Наушники;Карта онлайн;Нижний Новгород
ORD-2024-100493;4617;7969.79;2024-12-12;Аксессуары;Карта онлайн;Новосибирск
ORD-2024-100494;5140;8012.63;2024-10-17;Планшеты;Карта онлайн;Москва
ORD-2024-100495;4183;3119.22;2024-10-22;Смартфоны;Карта онлайн;Москва
ORD-2024-100496;2877;3154.08;2024-12-12;Ноутбуки;Карта онлайн;Екатеринбург
ORD-2024-100497;3971;2140.8;2024-11-25;Наушники;Электронные деньги;Москва
ORD-2024-100498;1891;11117.66;2024-10-08;Ноутбуки;Банковский перевод;Нижний Новгород
ORD-2024-100499;9992;2867.61;2024-12-25;Аксессуары;Карта онлайн;Екатеринбург
ORD-2024-100500;8557;675.89;2024-12-21;Аксессуары;Карта онлайн;Москва
ORD-2024-100501;2198;3094.5;2024-12-22;Наушники;Карта онлайн;Нижний Новгород
ORD-2024-100502;5762;4056.16;2024-11-06;Ноутбуки;Карта онлайн;Самара
ORD-2024-100503;2103;1789.78;2024-10-25;Ноутбуки;Наличные;Москва
ORD-2024-100504;5107;4828.49;2024-11-01;Смартфоны;Карта онлайн;Санкт-Петербург
ORD-2024-100505;2608;3325.84;2024-10-05;Ноутбуки;Электронные деньги;Москва
ORD-2024-100506;4234;4306.63;2024-12-05;Ноутбуки;Карта онлайн;Санкт-Петербург
ORD-2024-100507;8982;12894.05;2024-12-03;Планшеты;Карта онлайн;Москва
ORD-2024-100508;6420;715.62;2024-11-14;Планшеты;Наличные;Екатеринбург
ORD-2024-100509;6851;1674.8;2024-11-10;Смартфоны;Карта онлайн;Самара
ORD-2024-100510;3100;4446.48;2024-12-19;Ноутбуки;Карта онлайн;Санкт-Петербург
ORD-2024-100511;4842;3904.7;2024-12-05;Смартфоны;Карта онлайн;Москва
ORD-2024-100512;2639;8083.6;2024-10-20;Смартфоны;Карта онлайн;Екатеринбург
ORD-2024-100513;5671;2956.42;2024-10-03;Аксессуары;Наличные;Москва
ORD-2024-100514;2143;1391.45;2024-10-22;Смартфоны;Карта онлайн;Челябинск
ORD-2024-100515;4170;1898.71;2024-12-14;Ноутбуки;Наличные;Санкт-Петербург
ORD-2024-100516;6206;5590.15;2024-10-25;Смартфоны;Карта онлайн;Москва
ORD-2024-100517;8960;4632.43;2024-11-04;Аксессуары;Карта онлайн;Москва
ORD-2024-100518;8383;10067.64;2024-10-22;Наушники;Наличные;Новосибирск
ORD-2024-100519;6379;1440.77;2024-12-10;Смартфоны;Карта онлайн;Москва
ORD-2024-100520;6008;4857.05;2024-10-13;Наушники;Карта онлайн;Новосибирск
ORD-2024-100521;3496;3731.26;2024-11-07;Планшеты;Карта онлайн;Москва
ORD-2024-100522;6971;1217.94;2024-11-05;Умные устройства;Карта онлайн;Москва
ORD-2024-100523;6182;1156.52;2024-11-04;Смартфоны;Карта онлайн;Санкт-Петербург
ORD-2024-100524;8017;1642.27;2024-10-24;Аксессуары;Карта онлайн;Самара
ORD-2024-100525;3762;5521.03;2024-11-18;Аксессуары;Карта онлайн;Самара
ORD-2024-100526;1079;5032.96;2024-12-27;Аксессуары;Карта онлайн;Москва
ORD-2024-100527;6131;16086.56;2024-11-13;Наушники;Электронные деньги;Санкт-Петербург
ORD-2024-100528;5033;4535.24;2024-11-01;Наушники;Карта онлайн;Москва
ORD-2024-100529;4629;13834.62;2024-11-11;Ноутбуки;Банковский перевод;Санкт-Петербург
ORD-2024-100530;8145;6326.64;2024-12-23;Планшеты;Карта онлайн;Санкт-Петербург
ORD-2024-100531;5533;1091.9;2024-11-13;Наушники;Карта онлайн;Нижний Новгород
ORD-2024-100532;6889;4107.61;2024-10-11;Планшеты;Банковский перевод;Самара
ORD-2024-100533;3200;3838.84;2024-10-31;Ноутбуки;Карта онлайн;Санкт-Петербург
ORD-2024-100534;6432;5815.25;2024-12-30;Планшеты;Наличные;Санкт-Петербург
ORD-2024-100535;8863;962.08;2024-12-04;Аксессуары;Карта онлайн;Нижний Новгород
ORD-2024-100536;8583;2443.33;2024-10-19;Смартфоны;Карта онлайн;Новосибирск
ORD-2024-100537;8296;5508.86;2024-11-28;Аксессуары;Карта онлайн;Москва
ORD-2024-100538;6877;8741.06;2024-11-11;Наушники;Карта онлайн;Москва
ORD-2024-100539;6004;5161.63;2024-11-21;Аксессуары;Банковский перевод;Санкт-Петербург
ORD-2024-100540;8978;1842.68;2024-10-17;Ноутбуки;Карта онлайн;Москва
ORD-2024-100541;2783;913.41;2024-10-25;Ноутбуки;Электронные деньги;Москва
ORD-2024-100542;3879;2380.46;2024-12-27;Аксессуары;Электронные деньги;Москва
ORD-2024-100543;2343;5226.44;2024-11-04;Ноутбуки;Карта онлайн;Екатеринбург
ORD-2024-100544;5597;1811.34;2024-10-07;Аксессуары;Карта онлайн;Москва
ORD-2024-100545;3293;7415.01;2024-10-05;Наушники;Банковский перевод;Москва
ORD-2024-100546;9824;7931.35;2024-12-06;Наушники;Электронные деньги;Москва
ORD-2024-100547;4218;1379.77;2024-12-15;Ноутбуки;Карта онлайн;Новосибирск
ORD-2024-100548;5312;1563.51;2024-12-15;Наушники;Карта онлайн;Челябинск
ORD-2024-100549;2252;3545.07;2024-12-21;Ноутбуки;Карта онлайн;Санкт-Петербург
ORD-2024-100550;2235;3801.1;2024-12-28;Смартфоны;Наличные;Санкт-Петербург
ORD-2024-100551;1305;5426.34;2024-11-15;Ноутбуки;Карта онлайн;Ростов-на-Дону
ORD-2024-100552;9309;460.72;2024-10-15;Смартфоны;Наличные;Москва
ORD-2024-100553;1511;3482.25;2024-12-19;Умные устройства;Карта онлайн;Москва
ORD-2024-100554;7637;4196.93;2024-10-17;Умные устройства;Карта онлайн;Москва
ORD-2024-100555;4485;1284.03;2024-10-15;Ноутбуки;Карта онлайн;Москва
ORD-2024-100556;1600;6460.23;2024-11-27;Планшеты;Карта онлайн;Санкт-Петербург
ORD-2024-100557;5269;9752.49;2024-10-21;Ноутбуки;Карта онлайн;Нижний Новгород
ORD-2024-100558;9904;3844.45;2024-12-20;Планшеты;Карта онлайн;Екатеринбург
ORD-2024-100559;9842;2240.77;2024-11-19;Аксессуары;Карта онлайн;Санкт-Петербург
ORD-2024-100560;8734;2927.64;2024-12-29;Аксессуары;Карта онлайн;Самара
ORD-2024-100561;3435;4314.51;2024-10-30;Ноутбуки;Карта онлайн;Москва
ORD-2024-100562;6993;5798.3;2024-12-11;Планшеты;Электронные деньги;Москва
ORD-2024-100563;7430;2270.7;2024-12-31;Ноутбуки;Карта онлайн;Екатеринбург
ORD-2024-100564;4658;3361.28;2024-10-04;Умные устройства;Карта онлайн;Екатеринбург
ORD-2024-100565;5767;1413.84;2024-12-23;Смартфоны;Карта онлайн;Москва
ORD-2024-100566;3193;1116.32;2024-10-21;Наушники;Электронные деньги;Санкт-Петербург
ORD-2024-100567;8613;1254.05;2024-10-08;Планшеты;Карта онлайн;Екатеринбург
ORD-2024-100568;9210;5475.03;2024-12-17;Планшеты;Наличные;Казань
ORD-2024-100569;9362;5670.66;2024-11-12;Смартфоны;Наличные;Екатеринбург
ORD-2024-100570;2483;2459.22;2024-11-25;Аксессуары;Карта онлайн;Москва
ORD-2024-100571;7500;3794.76;2024-12-26;Смартфоны;Карта онлайн;Москва
ORD-2024-100572;6961;1461.2;2024-11-11;Наушники;Наличные;Санкт-Петербург
ORD-2024-100573;9227;1705.23;2024-10-22;Смартфоны;Карта онлайн;Москва
ORD-2024-100574;1173;4702.64;2024-11-28;Ноутбуки;Карта онлайн;Самара
ORD-2024-100575;4913;1488.18;2024-12-28;Наушники;Наличные;Санкт-Петербург
ORD-2024-100576;3717;3787.57;2024-10-03;Ноутбуки;Карта онлайн;Москва
ORD-2024-100577;9423;2917.83;2024-11-12;Смартфоны;Наличные;Новосибирск
ORD-2024-100578;3299;802.88;2024-12-22;Смартфоны;Карта онлайн;Санкт-Петербург
ORD-2024-100579;8310;2886.53;2024-12-31;Ноутбуки;Наличные;Москва
ORD-2024-100580;3608;3118.41;2024-10-18;Планшеты;Карта онлайн;Челябинск
ORD-2024-100581;3935;6194.0;2024-12-27;Аксессуары;Карта онлайн;Челябинск
ORD-2024-100582;3395;10172.06;2024-10-23;Смартфоны;Карта онлайн;Казань
ORD-2024-100583;8921;1700.18;2024-12-22;Ноутбуки;Электронные деньги;Москва
ORD-2024-100584;6878;3541.3;2024-11-22;Смартфоны;Карта онлайн;Екатеринбург
ORD-2024-100585;1662;662.19;2024-11-12;Смартфоны;Карта онлайн;Новосибирск
ORD-2024-100586;4585;9187.26;2024-12-11;Планшеты;Карта онлайн;Москва
ORD-2024-100587;8989;1429.12;2024-12-08;Наушники;Карта онлайн;Москва
ORD-2024-100588;4796;3227.98;2024-11-10;Смартфоны;Карта онлайн;Нижний Новгород
ORD-2024-100589;2029;1648.69;2024-11-25;Смартфоны;Карта онлайн;Москва
ORD-2024-100590;5331;12448.62;2024-12-17;Смартфоны;Карта онлайн;Новосибирск
ORD-2024-100591;7052;4946.98;2024-10-11;Аксессуары;Карта онлайн;Санкт-Петербург
ORD-2024-100592;4834;660.41;2024-12-20;Умные устройства;Карта онлайн;Санкт-Петербург
ORD-2024-100593;1701;3286.09;2024-11-27;Смартфоны;Карта онлайн;Москва
ORD-2024-100594;4387;4675.88;2024-12-29;Смартфоны;Наличные;Челябинск
ORD-2024-100595;9485;1037.9;2024-10-15;Аксессуары;Карта онлайн;Санкт-Петербург
ORD-2024-100596;6918;12385.88;2024-10-12;Аксессуары;Карта онлайн;Санкт-Петербург
ORD-2024-100597;7358;5073.56;2024-11-15;Ноутбуки;Карта онлайн;Казань
ORD-2024-100598;8695;4494.41;2024-12-26;Смартфоны;Электронные деньги;Казань
ORD-2024-100599;8448;3672.0;2024-12-10;Смартфоны;Электронные деньги;Самара
ORD-2024-100600;1760;836.55;2024-12-29;Наушники;Наличные;Санкт-Петербург
ORD-2024-100601;1653;1255.54;2024-11-19;Ноутбуки;Карта онлайн;Санкт-Петербург
ORD-2024-100602;6309;4018.02;2024-12-10;Смартфоны;Карта онлайн;Самара
ORD-2024-100603;2691;13805.87;2024-12-14;Наушники;Карта онлайн;Екатеринбург
ORD-2024-100604;9542;6143.37;2024-12-26;Смартфоны;Карта онлайн;Москва
ORD-2024-100605;5480;6404.34;2024-12-02;Планшеты;Карта онлайн;Москва
ORD-2024-100606;5314;1864.82;2024-12-18;Ноутбуки;Наличные;Челябинск
ORD-2024-100607;9918;5246.69;2024-12-17;Смартфоны;Банковский перевод;Санкт-Петербург
ORD-2024-100608;3848;1443.9;2024-11-25;Наушники;Наличные;Казань
ORD-2024-100609;7171;1706.08;2024-10-15;Ноутбуки;Карта онлайн;Санкт-Петербург
ORD-2024-100610;7201;8286.61;2024-11-14;Умные устройства;Наличные;Москва
ORD-2024-100611;6985;10055.16;2024-10-30;Наушники;Карта онлайн;Екатеринбург
ORD-2024-100612;2275;5908.84;2024-10-15;Ноутбуки;Карта онлайн;Москва
ORD-2024-100613;9465;5136.83;2024-12-14;Планшеты;Наличные;Санкт-Петербург
