ticket_id;response_time;priority;channel;operator_id;timestamp;resolved
TIC-001421;1.45;high;email;115;2025-08-12 17:14:28;1
TIC-001422;0.6;high;chat;105;2025-09-05 05:20:28;0
TIC-001423;2.8;high;email;104;2025-08-19 21:45:28;1
TIC-001424;3.51;medium;chat;109;2025-08-22 20:26:28;1
TIC-001425;3.67;medium;email;101;2025-09-03 15:04:28;1
TIC-001426;4.64;medium;email;110;2025-08-15 00:27:28;1
TIC-001427;1.88;high;chat;101;2025-08-15 10:17:28;1
TIC-001428;5.01;low;chat;107;2025-08-20 01:51:28;1
TIC-001429;1.94;medium;phone;103;2025-08-26 10:12:28;1
TIC-001430;1.87;medium;phone;111;2025-09-04 18:24:28;1
TIC-001431;2.11;medium;chat;117;2025-08-19 01:14:28;1
TIC-001432;3.27;medium;email;116;2025-08-28 19:08:28;1
TIC-001433;0.75;high;phone;109;2025-08-16 19:37:28;1
TIC-001434;1.14;medium;phone;101;2025-08-13 03:39:28;1
TIC-001435;12.16;low;email;115;2025-08-15 00:47:28;1
TIC-001436;4.81;low;email;102;2025-08-20 03:20:28;1
TIC-001437;1.1;medium;phone;111;2025-09-05 08:09:28;1
TIC-001438;2.68;low;phone;106;2025-08-21 14:02:28;1
TIC-001439;1.53;medium;chat;115;2025-08-13 06:05:28;1
TIC-001440;6.63;medium;email;106;2025-09-01 12:05:28;1
TIC-001441;4.3;low;phone;108;2025-08-25 07:35:28;1
TIC-001442;4.58;low;email;106;2025-08-30 02:39:28;1
TIC-001443;3.93;medium;email;114;2025-08-08 22:06:28;0
TIC-001444;6.07;medium;email;101;2025-08-16 15:38:28;1
TIC-001445;3.01;medium;email;112;2025-08-27 09:15:28;1
TIC-001446;16.47;low;email;111;2025-08-14 19:00:28;1
TIC-001447;0.42;high;phone;109;2025-08-21 07:54:28;1
TIC-001448;2.29;medium;email;103;2025-08-14 22:23:28;1
TIC-001449;4.56;low;email;118;2025-08-10 20:04:28;1
TIC-001450;4.8;low;chat;114;2025-08-18 22:28:28;0
TIC-001451;0.77;high;email;103;2025-08-11 01:47:28;1
TIC-001452;1.56;medium;email;102;2025-08-14 15:39:28;1
TIC-001453;1.3;medium;phone;110;2025-08-18 13:35:28;1
TIC-001454;2.12;medium;chat;108;2025-08-14 18:33:28;1
TIC-001455;3.87;low;phone;119;2025-09-02 06:52:28;1
TIC-001456;6.84;medium;email;109;2025-08-25 12:14:28;1
TIC-001457;5.06;medium;email;116;2025-08-23 20:12:28;1
TIC-001458;0.39;high;phone;114;2025-08-18 00:32:28;0
TIC-001459;3.31;medium;email;109;2025-08-13 10:34:28;1
TIC-001460;6.43;medium;email;116;2025-09-01 07:12:28;1
TIC-001461;3.97;medium;email;114;2025-09-02 18:45:28;1
TIC-001462;27.31;low;email;115;2025-09-04 05:44:28;1
TIC-001463;2.05;medium;phone;105;2025-08-19 10:24:28;1
TIC-001464;6.18;low;email;112;2025-08-26 20:08:28;0
TIC-001465;5.15;low;chat;106;2025-08-15 06:20:28;1
TIC-001466;1.01;high;phone;107;2025-09-03 14:42:28;1
TIC-001467;3.39;medium;email;112;2025-08-15 12:29:28;1
TIC-001468;1.75;medium;email;118;2025-08-17 17:10:28;1
TIC-001469;1.57;high;chat;108;2025-08-19 19:29:28;1
TIC-001470;0.94;high;phone;115;2025-08-16 14:44:28;0
TIC-001471;1.09;medium;phone;107;2025-08-12 23:56:28;1
TIC-001472;2.27;high;email;116;2025-08-16 10:30:28;0
TIC-001473;3.92;low;chat;109;2025-08-09 15:25:28;1
TIC-001474;0.76;medium;chat;119;2025-08-14 21:28:28;1
TIC-001475;12.4;low;email;120;2025-08-26 22:22:28;1
TIC-001476;3.67;medium;chat;118;2025-08-31 13:11:28;1
TIC-001477;3.6;medium;email;108;2025-08-28 23:54:28;1
TIC-001478;2.95;medium;email;113;2025-08-25 05:55:28;1
TIC-001479;0.86;medium;phone;108;2025-08-18 11:05:28;1
TIC-001480;3.95;high;email;114;2025-08-24 04:50:28;1
TIC-001481;3.05;low;phone;105;2025-08-26 02:47:28;1
TIC-001482;1.84;medium;phone;108;2025-08-08 10:16:28;1
TIC-001483;0.96;medium;phone;106;2025-09-01 21:13:28;1
TIC-001484;1.1;medium;phone;107;2025-08-12 09:33:28;1
TIC-001485;13.21;medium;email;109;2025-09-01 08:17:28;1
TIC-001486;2.95;medium;chat;113;2025-08-27 12:19:28;1
TIC-001487;2.9;medium;email;106;2025-08-23 04:15:28;0
TIC-001488;0.29;high;phone;106;2025-08-19 17:14:28;1
TIC-001489;6.28;medium;email;106;2025-08-29 23:11:28;0
TIC-001490;3.71;high;email;102;2025-08-27 23:17:28;1
TIC-001491;1.51;medium;chat;104;2025-08-07 14:21:28;1
TIC-001492;7.52;low;email;107;2025-08-27 06:35:28;1
TIC-001493;0.97;medium;phone;103;2025-08-26 01:44:28;1
TIC-001494;9.77;medium;email;119;2025-08-18 00:10:28;1
TIC-001495;2.95;medium;chat;110;2025-08-10 08:00:28;1
TIC-001496;0.32;high;phone;118;2025-08-27 04:46:28;1
TIC-001497;2.42;medium;chat;110;2025-08-20 06:43:28;1
TIC-001498;4.66;medium;email;112;2025-08-17 07:33:28;1
TIC-001499;3.93;low;email;114;2025-08-20 14:01:28;1
