order_id;city;region;order_amount;delivery_days;customer_type;order_month
REG-МОС-000594;Москва;Центральный;2101.67;1;returning;2024-12
REG-МОС-000595;Москва;Центральный;2099.4;1;returning;2024-10
REG-МОС-000596;Москва;Центральный;2667.06;1;returning;2024-10
REG-МОС-000597;Москва;Центральный;4327.44;2;new;2024-11
REG-МОС-000598;Москва;Центральный;2984.88;3;new;2024-12
REG-МОС-000599;Москва;Центральный;2597.59;1;new;2024-12
REG-МОС-000600;Москва;Центральный;904.27;2;new;2024-10
REG-МОС-000601;Москва;Центральный;3116.26;3;returning;2024-10
REG-МОС-000602;Москва;Центральный;2073.74;2;new;2024-11
REG-МОС-000603;Москва;Центральный;924.63;1;returning;2024-11
REG-МОС-000604;Москва;Центральный;3876.47;2;returning;2024-10
REG-МОС-000605;Москва;Центральный;1395.77;1;new;2024-11
REG-МОС-000606;Москва;Центральный;3272.94;1;returning;2024-11
REG-МОС-000607;Москва;Центральный;4207.74;3;returning;2024-12
REG-МОС-000608;Москва;Центральный;1688.81;2;returning;2024-11
REG-МОС-000609;Москва;Центральный;2232.99;2;new;2024-11
REG-МОС-000610;Москва;Центральный;2533.91;3;returning;2024-11
REG-МОС-000611;Москва;Центральный;4291.09;1;returning;2024-12
REG-МОС-000612;Москва;Центральный;1382.41;3;new;2024-10
REG-МОС-000613;Москва;Центральный;2248.29;1;new;2024-11
REG-МОС-000614;Москва;Центральный;4637.39;1;returning;2024-12
REG-МОС-000615;Москва;Центральный;3535.01;2;new;2024-10
REG-МОС-000616;Москва;Центральный;3072.06;3;new;2024-10
REG-МОС-000617;Москва;Центральный;4039.75;3;returning;2024-11
REG-МОС-000618;Москва;Центральный;2824.27;1;returning;2024-10
REG-МОС-000619;Москва;Центральный;5379.49;1;returning;2024-12
REG-МОС-000620;Москва;Центральный;3404.04;2;returning;2024-10
REG-МОС-000621;Москва;Центральный;2177.85;1;new;2024-12
REG-МОС-000622;Москва;Центральный;2793.66;2;new;2024-11
REG-МОС-000623;Москва;Центральный;3804.53;1;returning;2024-10
REG-МОС-000624;Москва;Центральный;8495.53;2;returning;2024-11
REG-МОС-000625;Москва;Центральный;2589.13;1;new;2024-10
REG-МОС-000626;Москва;Центральный;2835.11;1;returning;2024-12
REG-МОС-000627;Москва;Центральный;5731.78;4;new;2024-12
REG-МОС-000628;Москва;Центральный;2476.26;1;new;2024-11
REG-МОС-000629;Москва;Центральный;3058.94;1;new;2024-11
REG-МОС-000630;Москва;Центральный;4166.69;2;returning;2024-11
REG-МОС-000631;Москва;Центральный;3448.45;1;returning;2024-11
REG-МОС-000632;Москва;Центральный;1032.7;1;new;2024-12
REG-МОС-000633;Москва;Центральный;4454.53;1;new;2024-11
REG-МОС-000634;Москва;Центральный;5006.85;1;returning;2024-11
REG-МОС-000635;Москва;Центральный;2114.24;2;returning;2024-12
REG-МОС-000636;Москва;Центральный;1672.53;1;returning;2024-12
REG-МОС-000637;Москва;Центральный;5849.2;1;returning;2024-11
REG-МОС-000638;Москва;Центральный;2230.99;1;returning;2024-11
REG-МОС-000639;Москва;Центральный;2172.03;1;returning;2024-12
REG-МОС-000640;Москва;Центральный;3025.1;2;returning;2024-11
REG-МОС-000641;Москва;Центральный;2259.81;1;new;2024-12
REG-МОС-000642;Москва;Центральный;2447.64;4;returning;2024-10
REG-МОС-000643;Москва;Центральный;3460.92;2;new;2024-12
REG-МОС-000644;Москва;Центральный;2817.29;4;returning;2024-12
REG-МОС-000645;Москва;Центральный;4918.49;1;new;2024-10
REG-МОС-000646;Москва;Центральный;3462.4;1;returning;2024-12
REG-МОС-000647;Москва;Центральный;3930.38;3;returning;2024-10
REG-МОС-000648;Москва;Центральный;1736.06;2;returning;2024-11
REG-МОС-000649;Москва;Центральный;2137.27;3;returning;2024-11
REG-МОС-000650;Москва;Центральный;5188.16;1;returning;2024-10
REG-МОС-000651;Москва;Центральный;1821.73;1;new;2024-10
REG-МОС-000652;Москва;Центральный;3103.0;2;returning;2024-11
REG-МОС-000653;Москва;Центральный;4753.47;1;new;2024-11
REG-МОС-000654;Москва;Центральный;2778.6;2;returning;2024-10
REG-МОС-000655;Москва;Центральный;15461.09;1;new;2024-12
REG-МОС-000656;Москва;Центральный;1250.49;1;new;2024-10
REG-МОС-000657;Москва;Центральный;2234.02;1;new;2024-12
REG-МОС-000658;Москва;Центральный;3180.33;1;returning;2024-12
REG-МОС-000659;Москва;Центральный;2376.25;1;returning;2024-10
REG-МОС-000660;Москва;Центральный;2794.31;1;returning;2024-11
REG-МОС-000661;Москва;Центральный;2969.35;1;returning;2024-12
REG-МОС-000662;Москва;Центральный;2816.93;1;returning;2024-11
REG-МОС-000663;Москва;Центральный;5172.23;1;returning;2024-11
REG-МОС-000664;Москва;Центральный;3239.4;2;returning;2024-12
REG-МОС-000665;Москва;Центральный;3509.01;2;new;2024-11
REG-МОС-000666;Москва;Центральный;1659.63;2;returning;2024-12
REG-МОС-000667;Москва;Центральный;3373.84;2;returning;2024-12
REG-МОС-000668;Москва;Центральный;2944.58;1;returning;2024-10
REG-МОС-000669;Москва;Центральный;5279.12;1;new;2024-11
REG-МОС-000670;Москва;Центральный;1609.89;1;returning;2024-10
REG-МОС-000671;Москва;Центральный;3804.87;1;returning;2024-11
REG-МОС-000672;Москва;Центральный;3026.97;3;returning;2024-10
REG-МОС-000673;Москва;Центральный;1776.2;1;new;2024-12
REG-МОС-000674;Москва;Центральный;4845.43;1;new;2024-11
REG-МОС-000675;Москва;Центральный;1781.22;1;returning;2024-12
REG-МОС-000676;Москва;Центральный;2908.37;1;returning;2024-11
REG-МОС-000677;Москва;Центральный;4238.33;1;returning;2024-12
REG-МОС-000678;Москва;Центральный;2118.72;1;returning;2024-11
REG-МОС-000679;Москва;Центральный;937.7;2;returning;2024-10
REG-МОС-000680;Москва;Центральный;1653.24;1;new;2024-12
REG-МОС-000681;Москва;Центральный;8389.01;2;new;2024-11
REG-МОС-000682;Москва;Центральный;3245.38;2;new;2024-10
REG-МОС-000683;Москва;Центральный;9411.16;1;new;2024-11
REG-МОС-000684;Москва;Центральный;2989.72;3;returning;2024-10
REG-МОС-000685;Москва;Центральный;3732.89;3;new;2024-12
REG-МОС-000686;Москва;Центральный;2340.45;1;new;2024-12
REG-МОС-000687;Москва;Центральный;8321.09;2;returning;2024-10
REG-МОС-000688;Москва;Центральный;4836.29;3;returning;2024-11
REG-МОС-000689;Москва;Центральный;6067.28;2;returning;2024-11
REG-МОС-000690;Москва;Центральный;3789.04;2;new;2024-11
REG-МОС-000691;Москва;Центральный;2321.83;3;new;2024-10
REG-МОС-000692;Москва;Центральный;2404.68;3;returning;2024-11
REG-МОС-000693;Москва;Центральный;4761.86;1;new;2024-11
REG-МОС-000694;Москва;Центральный;4789.84;2;new;2024-12
REG-МОС-000695;Москва;Центральный;6234.43;4;returning;2024-11
REG-МОС-000696;Москва;Центральный;3382.27;2;returning;2024-11
REG-МОС-000697;Москва;Центральный;1684.58;1;new;2024-12
REG-МОС-000698;Москва;Центральный;7323.35;2;returning;2024-10
REG-МОС-000699;Москва;Центральный;5088.05;1;returning;2024-10
REG-МОС-000700;Москва;Центральный;3018.47;2;returning;2024-11
REG-МОС-000701;Москва;Центральный;746.05;2;returning;2024-11
REG-МОС-000702;Москва;Центральный;1039.17;1;returning;2024-11
REG-МОС-000703;Москва;Центральный;2107.45;1;returning;2024-12
REG-МОС-000704;Москва;Центральный;6700.33;3;new;2024-10
REG-МОС-000705;Москва;Центральный;2678.02;4;returning;2024-11
REG-МОС-000706;Москва;Центральный;5259.52;1;returning;2024-12
REG-МОС-000707;Москва;Центральный;1245.27;1;returning;2024-10
REG-МОС-000708;Москва;Центральный;2333.56;1;new;2024-11
REG-МОС-000709;Москва;Центральный;3934.98;1;new;2024-11
REG-МОС-000710;Москва;Центральный;6194.27;1;returning;2024-12
REG-МОС-000711;Москва;Центральный;1919.47;2;returning;2024-10
REG-МОС-000712;Москва;Центральный;3155.74;3;returning;2024-11
REG-МОС-000713;Москва;Центральный;3486.11;1;new;2024-10
REG-МОС-000714;Москва;Центральный;3725.29;1;new;2024-11
REG-МОС-000715;Москва;Центральный;3442.82;1;returning;2024-10
REG-МОС-000716;Москва;Центральный;2887.56;2;returning;2024-12
REG-МОС-000717;Москва;Центральный;4618.58;1;returning;2024-12
REG-МОС-000718;Москва;Центральный;793.24;1;new;2024-12
REG-МОС-000719;Москва;Центральный;3421.22;3;new;2024-10
REG-МОС-000720;Москва;Центральный;3717.32;3;new;2024-12
REG-МОС-000721;Москва;Центральный;3462.44;2;returning;2024-11
REG-МОС-000722;Москва;Центральный;2835.23;3;new;2024-11
REG-МОС-000723;Москва;Центральный;7287.63;1;new;2024-11
REG-МОС-000724;Москва;Центральный;3580.53;1;returning;2024-10
REG-МОС-000725;Москва;Центральный;7380.81;2;returning;2024-12
REG-МОС-000726;Москва;Центральный;3168.3;1;new;2024-12
REG-МОС-000727;Москва;Центральный;2858.92;1;returning;2024-11
REG-МОС-000728;Москва;Центральный;1870.35;2;returning;2024-10
REG-МОС-000729;Москва;Центральный;2082.99;2;returning;2024-10
REG-МОС-000730;Москва;Центральный;1954.44;2;returning;2024-10
REG-МОС-000731;Москва;Центральный;2904.63;2;returning;2024-10
REG-МОС-000732;Москва;Центральный;3476.34;2;new;2024-10
REG-МОС-000733;Москва;Центральный;2210.76;2;new;2024-10
REG-МОС-000734;Москва;Центральный;3694.45;2;new;2024-12
REG-МОС-000735;Москва;Центральный;3159.72;1;returning;2024-11
REG-МОС-000736;Москва;Центральный;1926.45;1;returning;2024-12
REG-МОС-000737;Москва;Центральный;2525.71;3;returning;2024-11
REG-МОС-000738;Москва;Центральный;1717.54;1;returning;2024-12
REG-МОС-000739;Москва;Центральный;3088.93;1;returning;2024-12
REG-МОС-000740;Москва;Центральный;2643.0;1;returning;2024-11
REG-МОС-000741;Москва;Центральный;2334.27;1;new;2024-10
REG-МОС-000742;Москва;Центральный;2008.29;1;returning;2024-12
REG-МОС-000743;Москва;Центральный;1540.29;2;new;2024-12
REG-МОС-000744;Москва;Центральный;2056.42;2;returning;2024-10
REG-МОС-000745;Москва;Центральный;2301.29;3;new;2024-11
REG-МОС-000746;Москва;Центральный;3265.07;1;returning;2024-10
REG-МОС-000747;Москва;Центральный;11158.21;1;returning;2024-12
REG-МОС-000748;Москва;Центральный;2422.68;1;returning;2024-10
REG-МОС-000749;Москва;Центральный;3904.48;1;new;2024-12
REG-МОС-000750;Москва;Центральный;3424.97;1;new;2024-11
REG-МОС-000751;Москва;Центральный;3084.2;3;new;2024-11
REG-МОС-000752;Москва;Центральный;2425.03;3;new;2024-12
REG-МОС-000753;Москва;Центральный;1388.82;1;new;2024-11
REG-МОС-000754;Москва;Центральный;1734.85;4;new;2024-12
REG-МОС-000755;Москва;Центральный;2609.77;1;returning;2024-11
REG-МОС-000756;Москва;Центральный;2813.05;2;returning;2024-12
REG-МОС-000757;Москва;Центральный;2658.16;1;returning;2024-12
REG-МОС-000758;Москва;Центральный;6282.83;3;returning;2024-12
REG-МОС-000759;Москва;Центральный;3780.06;2;new;2024-12
REG-МОС-000760;Москва;Центральный;3563.85;1;new;2024-10
REG-МОС-000761;Москва;Центральный;2412.21;3;returning;2024-12
REG-МОС-000762;Москва;Центральный;4374.11;1;new;2024-12
REG-МОС-000763;Москва;Центральный;2553.13;2;returning;2024-12
REG-МОС-000764;Москва;Центральный;3846.31;2;returning;2024-10
REG-МОС-000765;Москва;Центральный;1522.16;2;new;2024-10
REG-МОС-000766;Москва;Центральный;5589.45;1;new;2024-10
REG-МОС-000767;Москва;Центральный;7636.61;2;returning;2024-12
REG-МОС-000768;Москва;Центральный;3380.47;1;new;2024-11
REG-МОС-000769;Москва;Центральный;2327.35;1;new;2024-11
REG-МОС-000770;Москва;Центральный;1568.66;1;returning;2024-10
REG-МОС-000771;Москва;Центральный;2048.46;2;returning;2024-12
REG-МОС-000772;Москва;Центральный;697.72;1;returning;2024-10
REG-МОС-000773;Москва;Центральный;1972.51;2;new;2024-12
REG-МОС-000774;Москва;Центральный;10381.95;4;new;2024-11
REG-МОС-000775;Москва;Центральный;2498.43;1;new;2024-11
REG-МОС-000776;Москва;Центральный;2104.83;1;returning;2024-11
REG-МОС-000777;Москва;Центральный;4623.83;1;new;2024-11
REG-МОС-000778;Москва;Центральный;7004.16;3;returning;2024-11
REG-МОС-000779;Москва;Центральный;4946.08;2;new;2024-10
REG-МОС-000780;Москва;Центральный;2036.74;3;returning;2024-11
REG-МОС-000781;Москва;Центральный;2727.23;1;returning;2024-10
REG-МОС-000782;Москва;Центральный;3329.89;1;returning;2024-10
REG-МОС-000783;Москва;Центральный;2364.6;2;new;2024-12
REG-МОС-000784;Москва;Центральный;3014.21;1;returning;2024-12
REG-МОС-000785;Москва;Центральный;5739.38;1;returning;2024-10
REG-МОС-000786;Москва;Центральный;5615.86;2;returning;2024-11
REG-МОС-000787;Москва;Центральный;3091.25;1;returning;2024-10
REG-МОС-000788;Москва;Центральный;4406.34;3;new;2024-10
REG-МОС-000789;Москва;Центральный;2843.25;1;returning;2024-12
REG-МОС-000790;Москва;Центральный;4338.91;1;new;2024-12
REG-МОС-000791;Москва;Центральный;3045.92;2;returning;2024-12
REG-МОС-000792;Москва;Центральный;2500.51;1;returning;2024-11
REG-МОС-000793;Москва;Центральный;2965.31;1;new;2024-12
REG-МОС-000794;Москва;Центральный;2830.14;1;returning;2024-11
REG-МОС-000795;Москва;Центральный;6986.42;1;new;2024-12
REG-МОС-000796;Москва;Центральный;4857.58;1;new;2024-11
REG-МОС-000797;Москва;Центральный;3766.17;2;new;2024-10
REG-МОС-000798;Москва;Центральный;6878.16;2;returning;2024-12
REG-МОС-000799;Москва;Центральный;2624.62;2;returning;2024-10
REG-МОС-000800;Москва;Центральный;8351.07;2;new;2024-11
REG-САН-000801;Санкт-Петербург;Северо-Западный;1664.02;1;new;2024-10
REG-САН-000802;Санкт-Петербург;Северо-Западный;2608.11;2;returning;2024-11
REG-САН-000803;Санкт-Петербург;Северо-Западный;1737.0;1;returning;2024-10
REG-САН-000804;Санкт-Петербург;Северо-Западный;3560.54;1;new;2024-10
REG-САН-000805;Санкт-Петербург;Северо-Западный;3348.83;2;returning;2024-10
REG-САН-000806;Санкт-Петербург;Северо-Западный;3562.26;1;returning;2024-11
REG-САН-000807;Санкт-Петербург;Северо-Западный;4768.08;1;returning;2024-10
REG-САН-000808;Санкт-Петербург;Северо-Западный;3181.51;1;returning;2024-11
REG-САН-000809;Санкт-Петербург;Северо-Западный;3264.47;2;new;2024-11
REG-САН-000810;Санкт-Петербург;Северо-Западный;3258.5;1;new;2024-10
REG-САН-000811;Санкт-Петербург;Северо-Западный;5624.43;2;new;2024-10
REG-САН-000812;Санкт-Петербург;Северо-Западный;2985.3;1;new;2024-12
REG-САН-000813;Санкт-Петербург;Северо-Западный;2212.4;1;new;2024-11
REG-САН-000814;Санкт-Петербург;Северо-Западный;6629.82;1;returning;2024-12
REG-САН-000815;Санкт-Петербург;Северо-Западный;12744.6;1;returning;2024-11
REG-САН-000816;Санкт-Петербург;Северо-Западный;3847.94;2;returning;2024-12
REG-САН-000817;Санкт-Петербург;Северо-Западный;3258.53;1;new;2024-10
REG-САН-000818;Санкт-Петербург;Северо-Западный;1612.1;2;returning;2024-12
REG-САН-000819;Санкт-Петербург;Северо-Западный;1917.69;3;returning;2024-10
REG-САН-000820;Санкт-Петербург;Северо-Западный;2860.98;2;new;2024-10
REG-САН-000821;Санкт-Петербург;Северо-Западный;3135.93;1;new;2024-11
REG-САН-000822;Санкт-Петербург;Северо-Западный;6845.15;3;returning;2024-11
REG-САН-000823;Санкт-Петербург;Северо-Западный;3456.69;2;returning;2024-12
REG-САН-000824;Санкт-Петербург;Северо-Западный;5752.92;1;returning;2024-10
REG-САН-000825;Санкт-Петербург;Северо-Западный;1470.6;2;new;2024-10
REG-САН-000826;Санкт-Петербург;Северо-Западный;5966.38;1;returning;2024-12
REG-САН-000827;Санкт-Петербург;Северо-Западный;2363.14;1;returning;2024-10
REG-САН-000828;Санкт-Петербург;Северо-Западный;1957.97;1;new;2024-12
REG-САН-000829;Санкт-Петербург;Северо-Западный;1833.83;1;returning;2024-11
REG-САН-000830;Санкт-Петербург;Северо-Западный;4539.58;1;new;2024-11
REG-САН-000831;Санкт-Петербург;Северо-Западный;1891.94;3;returning;2024-11
REG-САН-000832;Санкт-Петербург;Северо-Западный;2119.1;1;returning;2024-10
REG-САН-000833;Санкт-Петербург;Северо-Западный;3485.95;1;returning;2024-10
REG-САН-000834;Санкт-Петербург;Северо-Западный;3446.01;2;returning;2024-11
REG-САН-000835;Санкт-Петербург;Северо-Западный;6047.28;1;new;2024-12
REG-САН-000836;Санкт-Петербург;Северо-Западный;3053.38;1;new;2024-12
REG-САН-000837;Санкт-Петербург;Северо-Западный;4487.66;2;new;2024-11
REG-САН-000838;Санкт-Петербург;Северо-Западный;3854.93;4;new;2024-11
REG-САН-000839;Санкт-Петербург;Северо-Западный;4219.86;3;new;2024-12
REG-САН-000840;Санкт-Петербург;Северо-Западный;2055.39;1;returning;2024-12
REG-САН-000841;Санкт-Петербург;Северо-Западный;8613.4;1;new;2024-11
REG-САН-000842;Санкт-Петербург;Северо-Западный;4697.71;3;new;2024-10
REG-САН-000843;Санкт-Петербург;Северо-Западный;5759.92;1;returning;2024-11
REG-САН-000844;Санкт-Петербург;Северо-Западный;2685.18;2;new;2024-10
REG-САН-000845;Санкт-Петербург;Северо-Западный;4637.42;1;new;2024-12
REG-САН-000846;Санкт-Петербург;Северо-Западный;2259.39;1;returning;2024-10
REG-САН-000847;Санкт-Петербург;Северо-Западный;2349.11;1;returning;2024-10
REG-САН-000848;Санкт-Петербург;Северо-Западный;2755.54;4;new;2024-11
REG-САН-000849;Санкт-Петербург;Северо-Западный;2783.52;1;returning;2024-10
REG-САН-000850;Санкт-Петербург;Северо-Западный;2674.63;4;returning;2024-12
REG-САН-000851;Санкт-Петербург;Северо-Западный;1442.95;1;returning;2024-11
REG-САН-000852;Санкт-Петербург;Северо-Западный;4627.52;1;returning;2024-10
REG-САН-000853;Санкт-Петербург;Северо-Западный;3520.31;1;returning;2024-10
REG-САН-000854;Санкт-Петербург;Северо-Западный;1733.73;2;returning;2024-11
REG-САН-000855;Санкт-Петербург;Северо-Западный;7961.98;1;new;2024-10
REG-САН-000856;Санкт-Петербург;Северо-Западный;4278.18;2;returning;2024-12
REG-САН-000857;Санкт-Петербург;Северо-Западный;3490.86;1;new;2024-12
REG-САН-000858;Санкт-Петербург;Северо-Западный;1928.03;1;returning;2024-11
REG-САН-000859;Санкт-Петербург;Северо-Западный;2926.41;1;new;2024-11
REG-САН-000860;Санкт-Петербург;Северо-Западный;1801.47;1;new;2024-10
REG-САН-000861;Санкт-Петербург;Северо-Западный;2328.67;2;returning;2024-11
REG-САН-000862;Санкт-Петербург;Северо-Западный;2631.83;3;returning;2024-10
REG-САН-000863;Санкт-Петербург;Северо-Западный;3589.49;1;returning;2024-12
REG-САН-000864;Санкт-Петербург;Северо-Западный;2948.93;1;returning;2024-11
REG-САН-000865;Санкт-Петербург;Северо-Западный;3477.21;2;returning;2024-10
REG-САН-000866;Санкт-Петербург;Северо-Западный;2554.91;1;new;2024-12
REG-САН-000867;Санкт-Петербург;Северо-Западный;3388.3;1;returning;2024-11
REG-САН-000868;Санкт-Петербург;Северо-Западный;4219.22;1;returning;2024-12
REG-САН-000869;Санкт-Петербург;Северо-Западный;2769.37;1;new;2024-10
REG-САН-000870;Санкт-Петербург;Северо-Западный;4652.47;3;new;2024-12
REG-САН-000871;Санкт-Петербург;Северо-Западный;3025.26;1;new;2024-10
REG-САН-000872;Санкт-Петербург;Северо-Западный;3138.35;1;returning;2024-11
REG-САН-000873;Санкт-Петербург;Северо-Западный;5278.56;5;returning;2024-11
REG-САН-000874;Санкт-Петербург;Северо-Западный;2936.35;2;new;2024-11
REG-САН-000875;Санкт-Петербург;Северо-Западный;2095.47;1;returning;2024-11
REG-САН-000876;Санкт-Петербург;Северо-Западный;1921.35;3;returning;2024-10
REG-САН-000877;Санкт-Петербург;Северо-Западный;4549.14;1;new;2024-12
REG-САН-000878;Санкт-Петербург;Северо-Западный;3559.49;2;returning;2024-10
REG-САН-000879;Санкт-Петербург;Северо-Западный;5819.14;2;new;2024-12
REG-САН-000880;Санкт-Петербург;Северо-Западный;3350.57;3;returning;2024-10
REG-САН-000881;Санкт-Петербург;Северо-Западный;1843.02;1;new;2024-10
REG-САН-000882;Санкт-Петербург;Северо-Западный;5996.93;1;returning;2024-12
REG-САН-000883;Санкт-Петербург;Северо-Западный;6244.11;4;returning;2024-10
REG-САН-000884;Санкт-Петербург;Северо-Западный;8085.79;1;returning;2024-11
REG-САН-000885;Санкт-Петербург;Северо-Западный;4776.21;1;returning;2024-12
REG-САН-000886;Санкт-Петербург;Северо-Западный;2309.31;2;returning;2024-11
REG-САН-000887;Санкт-Петербург;Северо-Западный;2339.23;2;returning;2024-10
REG-САН-000888;Санкт-Петербург;Северо-Западный;6195.45;1;new;2024-11
REG-САН-000889;Санкт-Петербург;Северо-Западный;3829.09;1;new;2024-12
REG-САН-000890;Санкт-Петербург;Северо-Западный;4043.67;3;returning;2024-11
REG-САН-000891;Санкт-Петербург;Северо-Западный;3928.02;1;new;2024-10
REG-САН-000892;Санкт-Петербург;Северо-Западный;6161.95;1;new;2024-12
REG-САН-000893;Санкт-Петербург;Северо-Западный;2643.37;1;returning;2024-10
REG-САН-000894;Санкт-Петербург;Северо-Западный;1460.54;1;returning;2024-12
REG-САН-000895;Санкт-Петербург;Северо-Западный;3289.24;2;returning;2024-10
REG-САН-000896;Санкт-Петербург;Северо-Западный;1972.53;1;new;2024-11
REG-САН-000897;Санкт-Петербург;Северо-Западный;1242.18;4;returning;2024-11
REG-САН-000898;Санкт-Петербург;Северо-Западный;6662.66;1;new;2024-12
REG-САН-000899;Санкт-Петербург;Северо-Западный;3427.79;1;returning;2024-11
REG-САН-000900;Санкт-Петербург;Северо-Западный;5340.69;2;returning;2024-11
REG-САН-000901;Санкт-Петербург;Северо-Западный;1658.69;1;returning;2024-10
REG-САН-000902;Санкт-Петербург;Северо-Западный;3090.54;3;new;2024-12
REG-САН-000903;Санкт-Петербург;Северо-Западный;2647.46;3;returning;2024-11
REG-САН-000904;Санкт-Петербург;Северо-Западный;3738.16;1;returning;2024-11
REG-САН-000905;Санкт-Петербург;Северо-Западный;2596.32;2;returning;2024-11
REG-САН-000906;Санкт-Петербург;Северо-Западный;4872.68;3;returning;2024-12
REG-САН-000907;Санкт-Петербург;Северо-Западный;3561.59;2;returning;2024-11
REG-САН-000908;Санкт-Петербург;Северо-Западный;9889.16;4;returning;2024-12
REG-САН-000909;Санкт-Петербург;Северо-Западный;3276.7;1;returning;2024-10
REG-САН-000910;Санкт-Петербург;Северо-Западный;3413.75;2;returning;2024-11
REG-САН-000911;Санкт-Петербург;Северо-Западный;1702.21;2;returning;2024-11
REG-САН-000912;Санкт-Петербург;Северо-Западный;1897.88;2;new;2024-12
REG-САН-000913;Санкт-Петербург;Северо-Западный;4308.7;2;new;2024-12
REG-САН-000914;Санкт-Петербург;Северо-Западный;5247.53;2;new;2024-11
REG-САН-000915;Санкт-Петербург;Северо-Западный;4746.78;3;new;2024-12
REG-САН-000916;Санкт-Петербург;Северо-Западный;2565.59;1;new;2024-10
REG-САН-000917;Санкт-Петербург;Северо-Западный;2679.13;1;new;2024-11
REG-САН-000918;Санкт-Петербург;Северо-Западный;2756.6;3;new;2024-10
REG-САН-000919;Санкт-Петербург;Северо-Западный;4603.08;1;returning;2024-10
REG-САН-000920;Санкт-Петербург;Северо-Западный;7544.97;3;returning;2024-11
REG-САН-000921;Санкт-Петербург;Северо-Западный;3585.73;1;new;2024-12
REG-САН-000922;Санкт-Петербург;Северо-Западный;1769.13;3;new;2024-11
REG-САН-000923;Санкт-Петербург;Северо-Западный;5287.77;3;new;2024-11
REG-САН-000924;Санкт-Петербург;Северо-Западный;2994.68;3;new;2024-11
REG-САН-000925;Санкт-Петербург;Северо-Западный;1613.41;1;new;2024-11
REG-САН-000926;Санкт-Петербург;Северо-Западный;5298.82;1;returning;2024-10
REG-САН-000927;Санкт-Петербург;Северо-Западный;3136.82;1;returning;2024-11
REG-САН-000928;Санкт-Петербург;Северо-Западный;771.8;1;new;2024-10
REG-САН-000929;Санкт-Петербург;Северо-Западный;2647.82;1;returning;2024-12
REG-САН-000930;Санкт-Петербург;Северо-Западный;4363.97;3;new;2024-11
REG-САН-000931;Санкт-Петербург;Северо-Западный;4341.39;1;new;2024-10
REG-САН-000932;Санкт-Петербург;Северо-Западный;4160.03;1;new;2024-12
REG-САН-000933;Санкт-Петербург;Северо-Западный;8123.76;2;returning;2024-11
REG-САН-000934;Санкт-Петербург;Северо-Западный;2085.93;2;returning;2024-11
REG-САН-000935;Санкт-Петербург;Северо-Западный;3480.78;2;new;2024-10
REG-САН-000936;Санкт-Петербург;Северо-Западный;1245.0;1;returning;2024-11
REG-САН-000937;Санкт-Петербург;Северо-Западный;4071.22;2;returning;2024-12
REG-САН-000938;Санкт-Петербург;Северо-Западный;16418.31;3;new;2024-11
REG-САН-000939;Санкт-Петербург;Северо-Западный;2267.81;4;new;2024-12
REG-САН-000940;Санкт-Петербург;Северо-Западный;4276.42;3;new;2024-11
REG-САН-000941;Санкт-Петербург;Северо-Западный;4041.15;3;returning;2024-10
REG-САН-000942;Санкт-Петербург;Северо-Западный;5499.09;2;returning;2024-10
REG-САН-000943;Санкт-Петербург;Северо-Западный;2570.2;1;returning;2024-12
REG-САН-000944;Санкт-Петербург;Северо-Западный;1990.07;1;returning;2024-11
REG-САН-000945;Санкт-Петербург;Северо-Западный;5566.48;2;new;2024-11
REG-САН-000946;Санкт-Петербург;Северо-Западный;2171.91;3;returning;2024-12
REG-САН-000947;Санкт-Петербург;Северо-Западный;1777.36;2;returning;2024-11
REG-САН-000948;Санкт-Петербург;Северо-Западный;6427.4;1;returning;2024-12
REG-САН-000949;Санкт-Петербург;Северо-Западный;3484.79;1;returning;2024-11
REG-САН-000950;Санкт-Петербург;Северо-Западный;7223.48;4;returning;2024-11
REG-САН-000951;Санкт-Петербург;Северо-Западный;4224.07;3;new;2024-10
REG-САН-000952;Санкт-Петербург;Северо-Западный;6336.49;2;returning;2024-11
REG-САН-000953;Санкт-Петербург;Северо-Западный;2120.1;1;returning;2024-12
REG-САН-000954;Санкт-Петербург;Северо-Западный;2552.73;1;returning;2024-10
REG-САН-000955;Санкт-Петербург;Северо-Западный;5217.84;1;returning;2024-12
REG-САН-000956;Санкт-Петербург;Северо-Западный;4842.61;1;returning;2024-12
REG-САН-000957;Санкт-Петербург;Северо-Западный;2863.39;2;returning;2024-11
REG-САН-000958;Санкт-Петербург;Северо-Западный;6868.35;3;new;2024-10
REG-САН-000959;Санкт-Петербург;Северо-Западный;3016.82;1;new;2024-11
REG-САН-000960;Санкт-Петербург;Северо-Западный;1776.45;2;new;2024-12
REG-САН-000961;Санкт-Петербург;Северо-Западный;3071.38;1;returning;2024-12
REG-САН-000962;Санкт-Петербург;Северо-Западный;4722.16;3;new;2024-11
REG-САН-000963;Санкт-Петербург;Северо-Западный;2927.01;1;returning;2024-12
REG-САН-000964;Санкт-Петербург;Северо-Западный;2396.6;2;returning;2024-11
REG-САН-000965;Санкт-Петербург;Северо-Западный;1762.9;2;new;2024-11
REG-САН-000966;Санкт-Петербург;Северо-Западный;2612.07;2;returning;2024-11
REG-САН-000967;Санкт-Петербург;Северо-Западный;4280.52;1;new;2024-11
REG-САН-000968;Санкт-Петербург;Северо-Западный;4468.32;2;returning;2024-11
