session_id;user_type;traffic_source;pages_viewed;time_on_site;conversion;device_type
SES-20250906-101649;returning;organic;6;258;0;mobile
SES-20250906-101650;new;organic;6;169;0;mobile
SES-20250906-101651;returning;referral;5;290;0;desktop
SES-20250906-101652;returning;organic;7;316;0;mobile
SES-20250906-101653;returning;direct;5;265;0;desktop
SES-20250906-101654;returning;organic;9;370;0;desktop
SES-20250906-101655;new;organic;1;37;0;desktop
SES-20250906-101656;returning;paid;1;59;0;mobile
SES-20250906-101657;new;organic;3;165;0;mobile
SES-20250906-101658;new;email;2;160;0;tablet
SES-20250906-101659;returning;paid;7;41;0;mobile
SES-20250906-101660;returning;organic;1;15;0;tablet
SES-20250906-101661;new;organic;1;34;0;desktop
SES-20250906-101662;returning;organic;2;137;1;desktop
SES-20250906-101663;new;social;1;76;0;mobile
SES-20250906-101664;new;social;1;46;0;mobile
SES-20250906-101665;new;organic;2;23;0;mobile
SES-20250906-101666;returning;paid;5;27;0;mobile
SES-20250906-101667;new;email;1;68;0;mobile
SES-20250906-101668;returning;direct;3;208;0;desktop
SES-20250906-101669;new;direct;5;223;0;mobile
SES-20250906-101670;new;paid;2;136;0;desktop
SES-20250906-101671;new;organic;1;44;0;mobile
SES-20250906-101672;returning;organic;7;555;0;mobile
SES-20250906-101673;new;direct;1;55;0;mobile
SES-20250906-101674;new;referral;7;177;0;desktop
SES-20250906-101675;returning;direct;7;363;0;mobile
SES-20250906-101676;new;paid;5;241;0;desktop
SES-20250906-101677;new;direct;1;27;0;desktop
SES-20250906-101678;returning;paid;10;425;0;mobile
SES-20250906-101679;new;paid;2;82;0;mobile
SES-20250906-101680;new;direct;1;66;0;desktop
SES-20250906-101681;new;organic;2;73;0;desktop
SES-20250906-101682;new;organic;6;453;0;desktop
SES-20250906-101683;returning;organic;2;61;0;desktop
SES-20250906-101684;new;organic;7;260;0;desktop
SES-20250906-101685;new;organic;1;41;0;mobile
SES-20250906-101686;returning;organic;6;352;0;mobile
SES-20250906-101687;new;organic;2;117;0;desktop
SES-20250906-101688;new;paid;2;151;0;desktop
SES-20250906-101689;new;organic;20;591;0;desktop
SES-20250906-101690;new;referral;1;48;0;mobile
SES-20250906-101691;returning;social;6;230;0;desktop
SES-20250906-101692;new;organic;1;15;1;desktop
SES-20250906-101693;returning;email;1;45;0;desktop
SES-20250906-101694;returning;organic;9;274;0;mobile
SES-20250906-101695;returning;paid;5;190;1;mobile
SES-20250906-101696;new;direct;3;87;0;desktop
SES-20250906-101697;returning;email;4;142;0;desktop
SES-20250906-101698;new;direct;2;174;0;desktop
SES-20250906-101699;new;direct;1;39;0;desktop
SES-20250906-101700;new;social;4;191;0;desktop
SES-20250906-101701;returning;organic;1;71;0;desktop
SES-20250906-101702;new;paid;5;328;0;desktop
SES-20250906-101703;new;organic;2;119;0;desktop
SES-20250906-101704;new;organic;1;26;0;tablet
SES-20250906-101705;new;organic;10;127;0;mobile
SES-20250906-101706;returning;paid;2;83;0;desktop
SES-20250906-101707;returning;email;1;41;1;desktop
SES-20250906-101708;new;organic;6;288;0;mobile
SES-20250906-101709;returning;referral;6;330;0;mobile
SES-20250906-101710;new;paid;2;101;0;mobile
SES-20250906-101711;returning;referral;5;47;0;desktop
SES-20250906-101712;new;organic;2;70;0;mobile
SES-20250906-101713;returning;referral;7;478;0;desktop
SES-20250906-101714;new;organic;6;111;0;mobile
SES-20250906-101715;new;referral;2;44;0;mobile
SES-20250906-101716;new;paid;1;26;0;desktop
SES-20250906-101717;returning;direct;4;214;0;mobile
SES-20250906-101718;new;paid;6;320;0;tablet
SES-20250906-101719;new;direct;5;190;0;desktop
SES-20250906-101720;new;organic;4;268;0;desktop
SES-20250906-101721;new;referral;1;19;0;desktop
SES-20250906-101722;returning;direct;1;70;0;desktop
SES-20250906-101723;returning;paid;7;429;1;desktop
SES-20250906-101724;returning;social;7;314;0;mobile
SES-20250906-101725;new;organic;1;60;0;mobile
SES-20250906-101726;new;organic;1;66;0;desktop
SES-20250906-101727;new;organic;3;134;0;desktop
SES-20250906-101728;returning;direct;4;123;0;desktop
SES-20250906-101729;new;organic;2;100;0;mobile
SES-20250906-101730;returning;direct;6;400;0;mobile
SES-20250906-101731;returning;social;3;74;0;mobile
SES-20250906-101732;new;paid;3;199;0;tablet
SES-20250906-101733;returning;paid;3;159;0;mobile
SES-20250906-101734;returning;organic;6;259;1;desktop
SES-20250906-101735;returning;organic;4;288;0;mobile
SES-20250906-101736;new;organic;2;128;0;mobile
SES-20250906-101737;returning;direct;4;248;0;mobile
SES-20250906-101738;returning;organic;3;207;0;mobile
SES-20250906-101739;returning;direct;5;476;0;desktop
SES-20250906-101740;returning;paid;4;184;0;desktop
SES-20250906-101741;new;direct;1;55;0;desktop
SES-20250906-101742;new;organic;1;54;0;mobile
SES-20250906-101743;new;social;2;81;0;desktop
SES-20250906-101744;new;direct;2;80;0;mobile
SES-20250906-101745;new;direct;1;45;1;mobile
SES-20250906-101746;new;organic;5;292;0;desktop
SES-20250906-101747;new;organic;2;54;0;desktop
SES-20250906-101748;new;direct;10;402;0;desktop
SES-20250906-101749;returning;paid;2;111;1;mobile
SES-20250906-101750;new;direct;1;21;0;desktop
SES-20250906-101751;new;organic;1;38;0;desktop
SES-20250906-101752;new;paid;4;183;0;tablet
SES-20250906-101753;new;email;1;29;0;tablet
SES-20250906-101754;new;social;1;27;0;mobile
SES-20250906-101755;new;paid;3;155;0;desktop
SES-20250906-101756;new;referral;8;486;0;mobile
SES-20250906-101757;new;organic;3;91;0;mobile
SES-20250906-101758;new;paid;8;420;0;mobile
SES-20250906-101759;new;paid;1;15;0;desktop
SES-20250906-101760;returning;organic;14;398;0;desktop
SES-20250906-101761;new;referral;2;124;0;desktop
SES-20250906-101762;returning;direct;3;174;0;desktop
SES-20250906-101763;new;paid;2;45;0;desktop
SES-20250906-101764;new;organic;1;40;0;desktop
SES-20250906-101765;returning;organic;7;505;1;mobile
SES-20250906-101766;new;direct;1;58;0;desktop
SES-20250906-101767;new;paid;1;58;0;mobile
SES-20250906-101768;returning;direct;6;240;0;mobile
SES-20250906-101769;new;organic;1;74;0;mobile
SES-20250906-101770;returning;organic;2;118;0;desktop
SES-20250906-101771;new;paid;1;69;1;mobile
SES-20250906-101772;new;paid;1;56;1;desktop
SES-20250906-101773;new;organic;4;117;0;mobile
SES-20250906-101774;returning;paid;2;15;0;mobile
SES-20250906-101775;new;organic;2;63;0;desktop
SES-20250906-101776;returning;direct;2;100;0;mobile
SES-20250906-101777;new;organic;5;244;0;mobile
SES-20250906-101778;returning;direct;1;53;0;mobile
SES-20250906-101779;new;organic;2;75;0;desktop
SES-20250906-101780;new;organic;11;728;0;mobile
SES-20250906-101781;new;organic;6;229;0;desktop
SES-20250906-101782;returning;social;4;15;0;desktop
SES-20250906-101783;new;social;2;147;0;desktop
SES-20250906-101784;new;paid;1;74;0;mobile
SES-20250906-101785;new;organic;4;41;0;mobile
SES-20250906-101786;new;organic;1;43;0;mobile
SES-20250906-101787;new;direct;1;48;1;desktop
SES-20250906-101788;new;direct;1;32;0;desktop
SES-20250906-101789;new;paid;3;120;0;mobile
SES-20250906-101790;new;direct;9;451;0;mobile
SES-20250906-101791;new;direct;8;403;0;desktop
SES-20250906-101792;returning;paid;6;281;0;tablet
SES-20250906-101793;returning;direct;2;41;0;desktop
SES-20250906-101794;returning;referral;8;202;0;mobile
SES-20250906-101795;new;organic;1;48;0;mobile
SES-20250906-101796;new;direct;9;442;0;desktop
SES-20250906-101797;new;organic;1;31;0;mobile
SES-20250906-101798;returning;paid;3;96;0;desktop
SES-20250906-101799;returning;social;4;152;0;mobile
SES-20250906-101800;returning;organic;7;416;0;mobile
SES-20250906-101801;returning;organic;2;78;0;mobile
SES-20250906-101802;new;organic;3;196;0;mobile
SES-20250906-101803;new;direct;1;81;0;mobile
SES-20250906-101804;new;organic;1;35;0;mobile
SES-20250906-101805;new;referral;4;15;0;desktop
SES-20250906-101806;new;social;2;108;0;tablet
SES-20250906-101807;returning;organic;5;98;0;desktop
SES-20250906-101808;new;direct;1;48;1;desktop
SES-20250906-101809;new;referral;2;114;0;mobile
SES-20250906-101810;returning;paid;1;28;0;mobile
SES-20250906-101811;new;organic;1;31;0;desktop
SES-20250906-101812;returning;paid;4;229;0;mobile
SES-20250906-101813;returning;paid;17;575;0;mobile
SES-20250906-101814;new;paid;3;121;0;desktop
SES-20250906-101815;new;organic;3;127;0;desktop
SES-20250906-101816;new;paid;1;27;0;mobile
SES-20250906-101817;returning;direct;4;98;0;desktop
SES-20250906-101818;returning;email;2;147;0;desktop
SES-20250906-101819;new;direct;3;184;0;tablet
SES-20250906-101820;new;paid;1;60;0;mobile
SES-20250906-101821;new;organic;3;209;0;desktop
SES-20250906-101822;new;organic;1;56;0;mobile
SES-20250906-101823;returning;paid;4;211;0;desktop
SES-20250906-101824;new;direct;3;168;0;mobile
SES-20250906-101825;new;organic;3;215;0;mobile
SES-20250906-101826;new;social;5;271;0;mobile
SES-20250906-101827;new;organic;3;130;0;desktop
SES-20250906-101828;returning;organic;8;559;0;desktop
SES-20250906-101829;new;email;1;44;0;mobile
SES-20250906-101830;returning;social;1;22;0;desktop
SES-20250906-101831;returning;organic;3;227;0;desktop
SES-20250906-101832;returning;organic;3;110;0;mobile
SES-20250906-101833;new;organic;2;38;0;desktop
SES-20250906-101834;new;organic;3;15;0;desktop
SES-20250906-101835;new;organic;3;118;1;desktop
SES-20250906-101836;returning;direct;4;73;0;desktop
SES-20250906-101837;returning;organic;5;132;0;desktop
SES-20250906-101838;new;social;5;304;0;desktop
SES-20250906-101839;new;paid;2;70;0;mobile
SES-20250906-101840;returning;paid;2;119;1;desktop
SES-20250906-101841;returning;direct;7;535;0;desktop
SES-20250906-101842;new;organic;1;44;0;mobile
SES-20250906-101843;new;direct;6;277;0;mobile
SES-20250906-101844;new;paid;9;296;0;desktop
SES-20250906-101845;returning;paid;8;630;0;mobile
SES-20250906-101846;new;email;1;26;0;desktop
SES-20250906-101847;new;social;1;82;0;mobile
SES-20250906-101848;returning;direct;14;1005;0;mobile
SES-20250906-101849;new;organic;2;93;0;desktop
SES-20250906-101850;new;paid;1;48;0;desktop
SES-20250906-101851;returning;organic;2;122;0;desktop
SES-20250906-101852;new;organic;1;64;0;desktop
SES-20250906-101853;new;direct;5;375;0;mobile
SES-20250906-101854;new;direct;4;87;0;mobile
SES-20250906-101855;new;direct;1;26;0;mobile
SES-20250906-101856;returning;paid;1;30;0;mobile
SES-20250906-101857;returning;direct;1;39;0;mobile
SES-20250906-101858;new;organic;2;108;0;desktop
SES-20250906-101859;returning;direct;2;66;0;desktop
SES-20250906-101860;new;organic;6;398;0;mobile
SES-20250906-101861;returning;direct;3;102;0;desktop
SES-20250906-101862;new;social;4;259;0;desktop
SES-20250906-101863;new;organic;1;23;0;desktop
SES-20250906-101864;new;paid;3;113;0;desktop
SES-20250906-101865;returning;paid;5;226;0;desktop
SES-20250906-101866;new;social;1;60;0;mobile
SES-20250906-101867;returning;email;1;55;0;mobile
SES-20250906-101868;new;social;1;64;0;desktop
SES-20250906-101869;new;direct;3;283;0;mobile
SES-20250906-101870;returning;direct;1;65;0;mobile
SES-20250906-101871;new;direct;1;60;0;mobile
SES-20250906-101872;new;social;2;83;0;desktop
SES-20250906-101873;new;organic;1;53;0;mobile
SES-20250906-101874;returning;paid;7;319;1;mobile
SES-20250906-101875;new;paid;1;59;0;mobile
SES-20250906-101876;new;paid;1;34;0;mobile
SES-20250906-101877;returning;organic;6;377;0;desktop
SES-20250906-101878;returning;paid;7;284;0;mobile
SES-20250906-101879;new;organic;8;571;0;mobile
SES-20250906-101880;returning;paid;2;130;0;desktop
SES-20250906-101881;new;direct;1;43;0;tablet
SES-20250906-101882;new;direct;2;113;0;desktop
SES-20250906-101883;new;organic;6;253;0;mobile
SES-20250906-101884;new;referral;3;106;0;desktop
SES-20250906-101885;new;organic;1;28;0;desktop
SES-20250906-101886;new;direct;5;247;0;mobile
SES-20250906-101887;returning;direct;1;20;0;desktop
SES-20250906-101888;new;email;4;149;0;mobile
SES-20250906-101889;new;organic;3;193;0;desktop
SES-20250906-101890;new;email;1;32;0;mobile
SES-20250906-101891;new;paid;8;181;0;mobile
SES-20250906-101892;returning;email;6;406;0;mobile
SES-20250906-101893;new;direct;1;34;0;mobile
SES-20250906-101894;new;organic;2;133;0;mobile
SES-20250906-101895;returning;paid;3;101;0;desktop
SES-20250906-101896;new;paid;1;59;0;desktop
SES-20250906-101897;returning;referral;4;283;0;mobile
SES-20250906-101898;new;direct;7;178;0;desktop
SES-20250906-101899;new;organic;2;107;1;tablet
SES-20250906-101900;new;organic;1;69;0;desktop
SES-20250906-101901;new;paid;1;44;0;desktop
SES-20250906-101902;returning;organic;9;295;0;desktop
SES-20250906-101903;returning;organic;6;231;0;desktop
SES-20250906-101904;returning;organic;3;133;0;desktop
SES-20250906-101905;new;paid;1;33;0;mobile
SES-20250906-101906;new;paid;1;18;0;tablet
SES-20250906-101907;new;email;8;500;0;tablet
SES-20250906-101908;new;paid;1;44;0;mobile
SES-20250906-101909;new;direct;4;311;0;desktop
SES-20250906-101910;new;organic;1;35;0;desktop
SES-20250906-101911;returning;organic;4;122;0;mobile
SES-20250906-101912;new;direct;8;234;0;desktop
SES-20250906-101913;new;organic;6;291;0;desktop
SES-20250906-101914;new;paid;1;26;1;desktop
SES-20250906-101915;new;organic;2;111;0;mobile
SES-20250906-101916;returning;direct;2;112;0;mobile
SES-20250906-101917;new;direct;1;18;0;mobile
SES-20250906-101918;new;direct;9;388;0;mobile
SES-20250906-101919;new;direct;1;60;0;mobile
SES-20250906-101920;returning;direct;5;319;0;mobile
SES-20250906-101921;new;email;1;40;0;mobile
SES-20250906-101922;returning;direct;8;359;1;mobile
SES-20250906-101923;returning;direct;6;374;0;desktop
SES-20250906-101924;returning;organic;3;146;0;desktop
SES-20250906-101925;new;organic;3;113;0;desktop
SES-20250906-101926;new;organic;7;473;0;mobile
SES-20250906-101927;new;paid;2;49;0;mobile
SES-20250906-101928;new;paid;1;26;0;mobile
SES-20250906-101929;returning;social;1;71;0;mobile
SES-20250906-101930;new;direct;1;48;0;desktop
SES-20250906-101931;new;direct;1;17;0;desktop
SES-20250906-101932;new;organic;2;104;0;mobile
SES-20250906-101933;returning;referral;3;185;0;mobile
SES-20250906-101934;returning;paid;1;59;0;mobile
SES-20250906-101935;returning;referral;3;185;0;mobile
SES-20250906-101936;new;organic;2;99;0;desktop
SES-20250906-101937;new;direct;1;36;0;mobile
SES-20250906-101938;returning;organic;8;243;0;desktop
SES-20250906-101939;returning;direct;7;15;0;tablet
SES-20250906-101940;new;direct;1;30;0;mobile
SES-20250906-101941;returning;direct;2;55;0;mobile
SES-20250906-101942;new;direct;1;63;1;mobile
SES-20250906-101943;new;organic;1;50;0;mobile
SES-20250906-101944;new;organic;5;110;0;mobile
SES-20250906-101945;returning;social;2;57;0;mobile
SES-20250906-101946;returning;referral;5;252;0;desktop
SES-20250906-101947;returning;organic;4;123;0;desktop
SES-20250906-101948;new;paid;3;51;0;desktop
SES-20250906-101949;returning;paid;8;488;0;mobile
SES-20250906-101950;new;social;7;150;0;desktop
SES-20250906-101951;returning;paid;4;331;0;mobile
SES-20250906-101952;new;direct;1;15;0;desktop
SES-20250906-101953;new;organic;1;45;0;mobile
SES-20250906-101954;returning;organic;8;374;0;tablet
SES-20250906-101955;returning;paid;8;184;0;desktop
SES-20250906-101956;returning;direct;1;34;1;desktop
SES-20250906-101957;new;organic;3;123;0;desktop
SES-20250906-101958;new;direct;4;150;0;mobile
SES-20250906-101959;new;referral;1;45;0;desktop
SES-20250906-101960;returning;direct;8;332;0;desktop
SES-20250906-101961;returning;organic;5;225;0;desktop
SES-20250906-101962;returning;organic;11;447;0;mobile
SES-20250906-101963;returning;paid;7;212;1;desktop
SES-20250906-101964;returning;organic;2;80;0;desktop
SES-20250906-101965;new;paid;2;112;0;mobile
SES-20250906-101966;new;organic;12;522;0;mobile
SES-20250906-101967;returning;direct;4;203;0;desktop
SES-20250906-101968;new;email;1;43;0;mobile
SES-20250906-101969;new;paid;6;362;0;mobile
SES-20250906-101970;new;direct;2;67;0;desktop
SES-20250906-101971;returning;social;1;61;0;mobile
SES-20250906-101972;new;organic;3;200;0;desktop
SES-20250906-101973;returning;paid;1;22;0;mobile
SES-20250906-101974;new;email;1;55;0;mobile
SES-20250906-101975;new;paid;3;123;0;mobile
SES-20250906-101976;new;organic;1;29;0;mobile
SES-20250906-101977;returning;organic;4;272;1;mobile
SES-20250906-101978;new;paid;1;42;0;desktop
SES-20250906-101979;new;direct;2;145;0;desktop
SES-20250906-101980;new;organic;1;75;0;mobile
SES-20250906-101981;new;organic;7;442;0;desktop
SES-20250906-101982;returning;organic;1;47;0;mobile
SES-20250906-101983;returning;direct;7;176;0;mobile
SES-20250906-101984;returning;organic;2;68;0;desktop
SES-20250906-101985;new;paid;4;301;0;desktop
SES-20250906-101986;returning;social;10;337;0;mobile
SES-20250906-101987;new;direct;1;89;0;desktop
SES-20250906-101988;new;referral;1;60;0;mobile
SES-20250906-101989;new;organic;7;543;0;desktop
SES-20250906-101990;new;organic;1;34;0;mobile
SES-20250906-101991;new;organic;4;91;0;desktop
SES-20250906-101992;new;email;3;123;0;mobile
SES-20250906-101993;new;referral;10;374;0;mobile
SES-20250906-101994;new;organic;11;425;0;mobile
SES-20250906-101995;new;direct;2;165;0;mobile
SES-20250906-101996;new;email;1;48;0;desktop
SES-20250906-101997;new;direct;4;76;0;mobile
SES-20250906-101998;new;direct;3;150;0;mobile
SES-20250906-101999;returning;organic;14;428;1;mobile
SES-20250906-102000;new;referral;2;50;0;mobile
SES-20250906-102001;returning;direct;5;242;0;mobile
SES-20250906-102002;returning;organic;6;204;0;mobile
SES-20250906-102003;returning;organic;5;247;0;mobile
SES-20250906-102004;returning;direct;8;372;1;desktop
SES-20250906-102005;new;organic;1;42;0;desktop
SES-20250906-102006;new;organic;1;52;0;mobile
SES-20250906-102007;new;direct;1;35;0;mobile
SES-20250906-102008;returning;paid;6;276;0;mobile
SES-20250906-102009;returning;direct;3;192;0;desktop
SES-20250906-102010;new;organic;5;306;0;desktop
SES-20250906-102011;returning;organic;6;383;0;mobile
SES-20250906-102012;returning;paid;2;51;0;desktop
SES-20250906-102013;new;paid;2;118;0;desktop
SES-20250906-102014;returning;organic;6;179;0;mobile
SES-20250906-102015;returning;direct;1;56;0;desktop
SES-20250906-102016;returning;organic;4;187;1;desktop
SES-20250906-102017;new;organic;1;52;0;desktop
SES-20250906-102018;new;direct;2;146;0;mobile
SES-20250906-102019;new;paid;1;20;0;tablet
SES-20250906-102020;returning;direct;4;339;0;mobile
SES-20250906-102021;new;organic;5;322;1;desktop
SES-20250906-102022;new;email;3;121;0;mobile
SES-20250906-102023;returning;organic;2;67;1;desktop
SES-20250906-102024;new;direct;4;278;0;desktop
SES-20250906-102025;returning;paid;4;255;0;desktop
SES-20250906-102026;returning;paid;4;135;0;mobile
SES-20250906-102027;returning;organic;2;101;0;desktop
SES-20250906-102028;returning;direct;3;184;0;tablet
SES-20250906-102029;new;organic;2;167;0;desktop
SES-20250906-102030;returning;organic;4;215;0;desktop
SES-20250906-102031;new;direct;1;48;0;desktop
SES-20250906-102032;new;paid;6;199;0;mobile
SES-20250906-102033;returning;direct;2;20;0;desktop
SES-20250906-102034;new;organic;4;288;0;mobile
SES-20250906-102035;returning;organic;5;408;0;mobile
SES-20250906-102036;new;paid;4;217;0;mobile
SES-20250906-102037;new;direct;1;17;0;mobile
SES-20250906-102038;returning;organic;4;159;0;mobile
SES-20250906-102039;returning;organic;5;381;0;mobile
SES-20250906-102040;new;direct;2;105;0;desktop
SES-20250906-102041;returning;organic;6;368;0;mobile
SES-20250906-102042;new;direct;2;52;0;desktop
SES-20250906-102043;new;direct;3;104;1;mobile
SES-20250906-102044;new;direct;1;40;0;desktop
SES-20250906-102045;new;direct;1;34;0;mobile
SES-20250906-102046;new;paid;2;78;0;mobile
SES-20250906-102047;returning;paid;8;409;0;desktop
SES-20250906-102048;returning;paid;1;52;0;mobile
SES-20250906-102049;new;email;7;249;0;desktop
SES-20250906-102050;new;organic;3;295;0;mobile
SES-20250906-102051;new;organic;1;40;0;desktop
SES-20250906-102052;returning;social;2;95;0;mobile
SES-20250906-102053;new;paid;4;258;0;mobile
SES-20250906-102054;returning;organic;2;75;0;mobile
SES-20250906-102055;new;social;3;172;0;desktop
SES-20250906-102056;new;organic;1;25;0;mobile
SES-20250906-102057;new;organic;1;42;0;desktop
SES-20250906-102058;new;paid;1;38;0;mobile
SES-20250906-102059;returning;organic;2;91;1;mobile
SES-20250906-102060;returning;paid;7;387;0;mobile
SES-20250906-102061;returning;direct;1;53;0;desktop
SES-20250906-102062;new;organic;1;63;0;desktop
SES-20250906-102063;new;direct;3;81;0;desktop
SES-20250906-102064;new;direct;1;47;0;mobile
SES-20250906-102065;returning;direct;1;47;0;desktop
SES-20250906-102066;returning;organic;10;678;0;mobile
SES-20250906-102067;new;paid;5;416;0;desktop
SES-20250906-102068;returning;social;3;144;0;tablet
SES-20250906-102069;returning;direct;1;15;0;mobile
SES-20250906-102070;returning;organic;2;126;0;mobile
SES-20250906-102071;new;organic;2;131;0;mobile
SES-20250906-102072;new;social;4;183;0;mobile
SES-20250906-102073;returning;paid;3;127;0;desktop
SES-20250906-102074;new;social;2;104;0;desktop
SES-20250906-102075;new;organic;2;92;0;tablet
SES-20250906-102076;returning;paid;3;144;0;desktop
SES-20250906-102077;new;referral;1;27;0;mobile
SES-20250906-102078;returning;organic;4;209;0;mobile
SES-20250906-102079;new;direct;3;239;0;mobile
SES-20250906-102080;returning;organic;7;386;0;mobile
SES-20250906-102081;new;organic;1;62;0;desktop
SES-20250906-102082;returning;organic;8;366;1;desktop
SES-20250906-102083;returning;organic;3;173;1;tablet
SES-20250906-102084;returning;email;8;344;0;desktop
SES-20250906-102085;new;social;1;56;0;desktop
SES-20250906-102086;new;direct;1;54;0;mobile
SES-20250906-102087;returning;direct;6;296;0;mobile
SES-20250906-102088;new;social;3;133;0;tablet
SES-20250906-102089;new;organic;1;40;0;mobile
SES-20250906-102090;new;direct;1;15;0;mobile
SES-20250906-102091;new;organic;1;56;0;mobile
SES-20250906-102092;new;social;1;34;0;mobile
SES-20250906-102093;new;direct;3;138;0;desktop
SES-20250906-102094;returning;direct;2;154;0;mobile
SES-20250906-102095;new;referral;4;163;0;mobile
SES-20250906-102096;returning;paid;8;697;0;mobile
SES-20250906-102097;new;paid;4;143;0;desktop
SES-20250906-102098;new;organic;1;75;0;mobile
SES-20250906-102099;new;direct;1;35;0;mobile
SES-20250906-102100;new;organic;6;482;0;desktop
SES-20250906-102101;new;referral;1;41;0;mobile
SES-20250906-102102;new;direct;1;59;0;mobile
SES-20250906-102103;new;direct;1;74;0;tablet
SES-20250906-102104;new;direct;1;39;0;mobile
SES-20250906-102105;returning;direct;4;129;0;mobile
SES-20250906-102106;new;paid;3;150;0;desktop
SES-20250906-102107;returning;direct;9;665;0;desktop
SES-20250906-102108;returning;direct;1;45;0;tablet
SES-20250906-102109;new;direct;1;43;0;mobile
SES-20250906-102110;new;paid;5;206;0;mobile
SES-20250906-102111;returning;paid;1;67;0;mobile
SES-20250906-102112;new;organic;4;74;0;desktop
SES-20250906-102113;returning;direct;5;124;0;mobile
SES-20250906-102114;new;paid;1;35;0;mobile
SES-20250906-102115;returning;email;13;668;0;mobile
SES-20250906-102116;new;organic;1;15;0;mobile
SES-20250906-102117;returning;social;3;96;0;desktop
SES-20250906-102118;new;organic;4;131;0;mobile
SES-20250906-102119;returning;organic;9;652;0;mobile
SES-20250906-102120;new;social;5;116;0;mobile
SES-20250906-102121;returning;paid;5;213;0;mobile
SES-20250906-102122;new;paid;1;71;0;mobile
SES-20250906-102123;returning;paid;3;179;0;desktop
SES-20250906-102124;new;organic;3;116;0;tablet
SES-20250906-102125;new;paid;1;41;0;desktop
SES-20250906-102126;new;paid;4;51;0;mobile
SES-20250906-102127;new;direct;1;34;0;mobile
SES-20250906-102128;returning;organic;9;331;0;mobile
SES-20250906-102129;returning;email;16;574;0;mobile
SES-20250906-102130;new;direct;2;71;0;mobile
SES-20250906-102131;new;social;7;650;0;desktop
SES-20250906-102132;returning;referral;13;612;0;desktop
SES-20250906-102133;new;organic;2;119;0;desktop
SES-20250906-102134;returning;direct;10;394;0;mobile
SES-20250906-102135;returning;organic;3;180;0;mobile
SES-20250906-102136;new;organic;2;157;0;desktop
SES-20250906-102137;new;direct;1;27;0;desktop
SES-20250906-102138;returning;social;8;472;0;mobile
SES-20250906-102139;new;organic;1;20;0;mobile
SES-20250906-102140;returning;organic;1;15;0;mobile
SES-20250906-102141;new;paid;3;300;0;desktop
SES-20250906-102142;new;paid;1;49;0;desktop
SES-20250906-102143;new;paid;5;260;0;mobile
SES-20250906-102144;new;direct;1;26;0;desktop
SES-20250906-102145;new;email;3;118;0;desktop
SES-20250906-102146;returning;social;6;255;0;mobile
SES-20250906-102147;new;referral;2;24;0;mobile
SES-20250906-102148;new;organic;1;56;0;desktop
SES-20250906-102149;new;organic;2;87;0;desktop
SES-20250906-102150;new;paid;2;140;0;mobile
SES-20250906-102151;returning;organic;7;382;0;tablet
SES-20250906-102152;new;paid;8;805;0;desktop
SES-20250906-102153;new;email;1;47;0;desktop
SES-20250906-102154;new;direct;1;56;0;desktop
SES-20250906-102155;new;organic;6;265;0;mobile
SES-20250906-102156;new;paid;4;77;0;mobile
SES-20250906-102157;returning;paid;1;31;0;desktop
SES-20250906-102158;new;paid;1;18;0;desktop
SES-20250906-102159;new;organic;4;142;0;desktop
SES-20250906-102160;new;organic;2;18;0;mobile
SES-20250906-102161;new;paid;1;60;0;mobile
SES-20250906-102162;new;paid;1;38;0;desktop
SES-20250906-102163;new;organic;5;259;0;desktop
SES-20250906-102164;returning;email;1;34;0;mobile
SES-20250906-102165;returning;paid;7;471;0;mobile
SES-20250906-102166;returning;organic;5;363;0;mobile
SES-20250906-102167;new;organic;4;198;0;mobile
SES-20250906-102168;returning;direct;3;159;0;desktop
SES-20250906-102169;returning;social;13;601;0;desktop
SES-20250906-102170;returning;email;6;177;0;mobile
SES-20250906-102171;new;direct;8;412;0;mobile
SES-20250906-102172;returning;paid;5;127;0;mobile
SES-20250906-102173;new;organic;2;106;0;mobile
SES-20250906-102174;new;paid;1;17;0;mobile
SES-20250906-102175;returning;organic;1;80;0;tablet
SES-20250906-102176;new;direct;1;36;0;tablet
SES-20250906-102177;returning;organic;6;144;0;mobile
SES-20250906-102178;new;paid;1;52;1;mobile
SES-20250906-102179;returning;referral;1;15;0;tablet
SES-20250906-102180;returning;organic;3;74;0;desktop
SES-20250906-102181;returning;organic;2;100;0;mobile
SES-20250906-102182;new;referral;6;316;0;desktop
SES-20250906-102183;returning;paid;2;97;0;mobile
SES-20250906-102184;new;organic;5;222;0;mobile
SES-20250906-102185;returning;organic;1;16;0;desktop
SES-20250906-102186;returning;organic;1;58;0;desktop
SES-20250906-102187;new;organic;1;44;0;mobile
SES-20250906-102188;new;social;2;98;0;desktop
SES-20250906-102189;new;direct;1;30;0;desktop
SES-20250906-102190;new;organic;2;123;0;mobile
SES-20250906-102191;new;referral;3;283;0;mobile
SES-20250906-102192;returning;paid;11;789;0;desktop
SES-20250906-102193;new;direct;4;153;0;mobile
SES-20250906-102194;new;organic;1;50;0;mobile
SES-20250906-102195;returning;referral;2;30;0;mobile
SES-20250906-102196;returning;paid;4;171;0;mobile
SES-20250906-102197;returning;direct;2;127;0;mobile
SES-20250906-102198;new;paid;6;125;0;tablet
SES-20250906-102199;returning;social;2;124;0;mobile
SES-20250906-102200;new;paid;1;73;0;desktop
