id_кредита;возраст_заемщика;доход_руб;тип_занятости;семейное_положение;цель_кредита;сумма_кредита;срок_месяцев;процентная_ставка;ежемесячный_платеж;отношение_платеж_доход;дата_выдачи;просрочка_дней;текущий_статус;риск_скор
KR000204;50;85000;ИП;Вдовец/Вдова;Автокредит;2235871;36;15.7;78276.44;0.921;31.12.2023;0;Норма;0.3
KR000205;34;200000;Пенсионер;Вдовец/Вдова;Ипотека;3419767;360;11.61;34160.31;0.171;28.05.2024;0;Норма;-0.1
KR000206;23;100000;Пенсионер;Женат/Замужем;Потребительский;278221;12;24.37;26358.41;0.264;30.10.2024;0;Норма;0.02
KR000207;61;25000;Госслужащий;Холост/Не замужем;Рефинансирование;487957;24;23.71;25728.29;1.029;27.08.2023;0;Норма;0.4
KR000208;59;70000;Госслужащий;Холост/Не замужем;Автокредит;552321;60;13.7;12765.9;0.182;16.08.2023;0;Норма;-0.1
KR000209;48;70000;Наемный работник;Женат/Замужем;Ипотека;6823955;180;12.94;86048.52;1.229;04.10.2024;0;Норма;0.17
KR000210;26;55000;Наемный работник;Вдовец/Вдова;Автокредит;1024573;36;15.51;35774.28;0.65;06.12.2023;15;Просрочка;0.2
KR000211;64;150000;ИП;Женат/Замужем;Автокредит;1058257;36;16.15;37283.98;0.249;20.06.2023;5;Просрочка;0.07
KR000212;62;35000;Наемный работник;Вдовец/Вдова;Автокредит;2458110;48;13.16;66141.47;1.89;06.10.2024;0;Норма;0.45
KR000213;50;70000;Наемный работник;Женат/Замужем;Ипотека;6702626;300;11.35;67403.0;0.963;02.05.2024;0;Норма;0.17
KR000214;24;85000;Госслужащий;Женат/Замужем;Потребительский;736608;12;16.5;67007.91;0.788;16.06.2023;15;Просрочка;0.22
KR000215;35;85000;Наемный работник;Женат/Замужем;Потребительский;239443;48;23.36;7721.23;0.091;22.10.2023;0;Норма;-0.08
KR000216;55;120000;ИП;Вдовец/Вдова;Рефинансирование;1338476;36;23.71;52307.88;0.436;19.03.2024;360;Проблемный;0.05
KR000217;40;25000;ИП;Разведен(а);Автокредит;2730327;48;15.57;76777.12;3.071;18.04.2023;0;Норма;0.5
KR000218;62;100000;Наемный работник;Разведен(а);Ипотека;3136493;240;11.64;33752.01;0.338;01.03.2023;0;Норма;0.15
KR000219;46;120000;ИП;Женат/Замужем;Потребительский;1129650;24;15.58;55086.63;0.459;11.07.2023;0;Норма;0.02
KR000220;30;70000;Госслужащий;Разведен(а);Потребительский;867076;36;20.16;32292.27;0.461;04.04.2023;0;Норма;0.0
KR000221;39;55000;Пенсионер;Разведен(а);Автокредит;2843505;36;16.35;100463.35;1.827;24.10.2023;60;Просрочка;0.25
KR000222;53;200000;Наемный работник;Разведен(а);Ипотека;2904414;120;9.71;37911.32;0.19;12.12.2024;0;Норма;-0.05
KR000223;34;45000;ИП;Разведен(а);Автокредит;2503452;60;15.89;60728.61;1.35;30.10.2024;5;Просрочка;0.35
KR000224;43;120000;Наемный работник;Холост/Не замужем;Ипотека;5711040;360;12.38;60408.45;0.503;02.01.2023;0;Норма;0.15
KR000225;24;55000;Госслужащий;Разведен(а);Ипотека;4431885;300;13.12;50389.77;0.916;05.08.2024;0;Норма;0.3
KR000226;42;45000;Наемный работник;Вдовец/Вдова;Автокредит;1388662;60;15.42;33344.19;0.741;30.07.2024;0;Норма;0.2
KR000227;57;150000;Пенсионер;Разведен(а);Автокредит;2842918;36;15.63;99431.72;0.663;01.07.2023;0;Норма;0.2
KR000228;29;200000;ИП;Разведен(а);Потребительский;578987;24;17.59;28790.77;0.144;06.01.2024;0;Норма;0.05
KR000229;50;85000;Госслужащий;Холост/Не замужем;Рефинансирование;1289899;24;14.37;62157.21;0.731;26.03.2024;0;Норма;0.15
KR000230;50;100000;Наемный работник;Вдовец/Вдова;Потребительский;1407403;24;20.01;71636.63;0.716;23.10.2024;0;Норма;0.2
KR000231;22;200000;ИП;Вдовец/Вдова;Ипотека;3949075;360;13.31;44632.82;0.223;29.06.2024;0;Норма;0.1
KR000232;37;120000;Пенсионер;Женат/Замужем;Потребительский;220446;36;14.85;7625.32;0.064;21.02.2023;0;Норма;-0.13
KR000233;58;70000;Пенсионер;Разведен(а);Ипотека;3117566;360;10.99;29662.71;0.424;27.04.2023;0;Норма;0.05
KR000234;34;120000;Пенсионер;Холост/Не замужем;Автокредит;2672216;84;16.8;54294.71;0.452;28.07.2023;0;Норма;-0.05
KR000235;59;85000;ИП;Разведен(а);Потребительский;767809;48;24.33;25171.3;0.296;12.12.2024;0;Норма;0.1
KR000236;38;85000;Наемный работник;Холост/Не замужем;Ипотека;6162114;300;12.51;67242.39;0.791;05.11.2024;30;Просрочка;0.2
KR000237;40;120000;Госслужащий;Женат/Замужем;Рефинансирование;360675;36;14.83;12472.63;0.104;17.03.2024;0;Норма;-0.18
KR000238;49;150000;Наемный работник;Холост/Не замужем;Ипотека;3618432;180;10.09;39089.62;0.261;29.10.2023;0;Норма;-0.1
KR000239;63;85000;ИП;Холост/Не замужем;Ипотека;6815188;300;10.0;61920.21;0.728;29.09.2023;120;Проблемный;0.4
KR000240;53;200000;Пенсионер;Холост/Не замужем;Ипотека;4568605;360;13.3;51622.68;0.258;01.07.2023;0;Норма;-0.1
KR000241;64;70000;Пенсионер;Разведен(а);Рефинансирование;1113583;12;15.3;100667.07;1.438;10.04.2024;30;Просрочка;0.35
KR000242;26;200000;ИП;Разведен(а);Рефинансирование;987763;12;22.86;92856.46;0.464;16.03.2024;0;Норма;0.1
KR000243;26;150000;Госслужащий;Разведен(а);Рефинансирование;216537;36;24.99;8607.84;0.057;10.05.2023;0;Норма;-0.1
KR000244;60;35000;Наемный работник;Холост/Не замужем;Автокредит;1157584;60;13.4;26576.64;0.759;24.02.2024;0;Норма;0.35
KR000245;49;70000;ИП;Холост/Не замужем;Потребительский;512488;24;22.94;26824.63;0.383;09.12.2024;0;Норма;0.1
KR000246;26;25000;Госслужащий;Холост/Не замужем;Рефинансирование;705275;24;18.67;35438.68;1.418;26.02.2024;0;Норма;0.3
KR000247;51;55000;ИП;Холост/Не замужем;Автокредит;2785041;36;15.65;97433.74;1.772;23.05.2024;0;Норма;0.3
KR000248;29;45000;Наемный работник;Разведен(а);Потребительский;52372;60;20.78;1410.24;0.031;23.10.2024;0;Норма;0.0
KR000249;53;25000;ИП;Женат/Замужем;Автокредит;2957253;48;13.53;80114.46;3.205;20.01.2023;180;Проблемный;0.42
KR000250;38;150000;Наемный работник;Женат/Замужем;Рефинансирование;1314364;12;21.52;122715.94;0.818;06.08.2024;0;Норма;0.12
KR000251;61;200000;Пенсионер;Холост/Не замужем;Ипотека;5382170;180;10.54;59613.87;0.298;25.02.2024;0;Норма;0.0
KR000252;38;25000;ИП;Женат/Замужем;Рефинансирование;1419848;36;23.08;55019.0;2.201;08.04.2024;15;Просрочка;0.42
KR000253;53;55000;Наемный работник;Женат/Замужем;Рефинансирование;1028161;36;18.51;37434.59;0.681;17.03.2024;0;Норма;0.17
KR000254;64;120000;Госслужащий;Разведен(а);Ипотека;4547213;120;11.6;64189.03;0.535;17.10.2023;0;Норма;0.25
KR000255;59;85000;ИП;Женат/Замужем;Рефинансирование;834199;12;20.58;77508.72;0.912;27.04.2024;0;Норма;0.27
KR000256;32;55000;Госслужащий;Разведен(а);Рефинансирование;395896;48;18.81;11797.71;0.215;15.07.2024;0;Норма;-0.05
KR000257;48;45000;Наемный работник;Холост/Не замужем;Рефинансирование;1241362;48;19.29;37305.68;0.829;02.02.2023;0;Норма;0.2
KR000258;34;200000;Госслужащий;Женат/Замужем;Потребительский;1207580;48;22.16;38152.84;0.191;25.07.2023;0;Норма;-0.18
KR000259;27;25000;Пенсионер;Женат/Замужем;Автокредит;2308540;60;12.15;51524.03;2.061;09.11.2023;180;Проблемный;0.32
KR000260;56;55000;Наемный работник;Холост/Не замужем;Потребительский;1038750;36;16.3;36673.17;0.667;06.02.2024;0;Норма;0.2
KR000261;62;45000;Наемный работник;Разведен(а);Рефинансирование;174506;24;17.67;8684.41;0.193;13.08.2023;0;Норма;0.1
KR000262;51;55000;Наемный работник;Разведен(а);Автокредит;1467603;84;14.63;28017.28;0.509;18.09.2023;5;Просрочка;0.25
KR000263;63;35000;Пенсионер;Разведен(а);Рефинансирование;1354113;12;18.69;124587.75;3.56;19.06.2024;180;Проблемный;0.5
KR000264;32;70000;Наемный работник;Разведен(а);Потребительский;999228;36;19.26;36758.58;0.525;24.12.2023;0;Норма;0.25
KR000265;25;70000;Наемный работник;Разведен(а);Потребительский;704303;12;22.48;66081.52;0.944;23.01.2023;0;Норма;0.25
KR000266;50;25000;Госслужащий;Вдовец/Вдова;Ипотека;7902345;120;10.82;108029.52;4.321;21.10.2023;0;Норма;0.3
KR000267;58;85000;ИП;Разведен(а);Потребительский;776788;36;14.54;26753.14;0.315;02.04.2023;0;Норма;0.15
KR000268;48;70000;ИП;Вдовец/Вдова;Ипотека;5697567;240;11.57;61028.71;0.872;20.05.2023;15;Просрочка;0.3
KR000269;32;200000;Наемный работник;Женат/Замужем;Рефинансирование;261996;36;16.24;9241.63;0.046;13.12.2024;0;Норма;-0.13
KR000270;48;85000;Госслужащий;Женат/Замужем;Автокредит;799225;60;16.32;19569.96;0.23;18.07.2023;0;Норма;-0.13
KR000271;46;45000;ИП;Женат/Замужем;Потребительский;1385344;48;17.38;40249.83;0.894;28.06.2024;0;Норма;0.27
KR000272;32;85000;ИП;Женат/Замужем;Рефинансирование;209906;24;21.73;10861.2;0.128;03.04.2024;0;Норма;0.02
KR000273;33;150000;ИП;Вдовец/Вдова;Рефинансирование;434811;24;21.45;22439.74;0.15;05.03.2023;0;Норма;0.0
KR000274;23;100000;Наемный работник;Вдовец/Вдова;Ипотека;5993338;360;12.84;65554.1;0.656;12.04.2024;0;Норма;0.3
KR000275;52;120000;ИП;Холост/Не замужем;Рефинансирование;1126331;48;19.19;33790.39;0.282;05.07.2024;0;Норма;0.0
KR000276;31;150000;Госслужащий;Женат/Замужем;Ипотека;6885736;240;12.46;78059.58;0.52;04.04.2024;0;Норма;0.07
KR000277;63;35000;Госслужащий;Вдовец/Вдова;Ипотека;4463759;360;13.28;50347.91;1.439;07.11.2023;0;Норма;0.4
KR000278;63;85000;ИП;Холост/Не замужем;Потребительский;984502;12;24.32;93246.51;1.097;14.12.2024;0;Норма;0.4
KR000279;41;45000;Пенсионер;Вдовец/Вдова;Потребительский;577308;36;20.82;21698.25;0.482;25.04.2024;0;Норма;0.0
KR000280;35;200000;Наемный работник;Вдовец/Вдова;Рефинансирование;1285831;48;23.26;41395.18;0.207;18.07.2023;0;Норма;-0.1
KR000281;38;70000;Пенсионер;Женат/Замужем;Рефинансирование;684034;36;24.5;27015.91;0.386;02.04.2024;0;Норма;-0.03
KR000282;25;70000;Госслужащий;Разведен(а);Потребительский;1083712;12;19.52;100141.28;1.431;25.02.2024;0;Норма;0.2
KR000283;48;150000;Наемный работник;Вдовец/Вдова;Потребительский;88662;48;23.6;2870.82;0.019;11.07.2024;0;Норма;-0.1
KR000284;53;45000;Наемный работник;Холост/Не замужем;Потребительский;1492109;12;16.02;135397.96;3.009;03.09.2023;0;Норма;0.2
KR000285;32;120000;Пенсионер;Женат/Замужем;Ипотека;6722270;240;9.71;63604.87;0.53;06.03.2024;0;Норма;0.12
KR000286;22;45000;Госслужащий;Разведен(а);Рефинансирование;1347743;48;17.13;38980.25;0.866;15.01.2023;0;Норма;0.3
KR000287;46;35000;ИП;Вдовец/Вдова;Ипотека;5523783;240;13.08;65019.03;1.858;31.01.2023;0;Норма;0.45
KR000288;58;35000;ИП;Разведен(а);Автокредит;885702;84;15.35;17263.62;0.493;09.06.2023;0;Норма;0.3
KR000289;28;120000;Пенсионер;Холост/Не замужем;Автокредит;1274447;84;14.34;24121.04;0.201;01.10.2024;0;Норма;-0.1
KR000290;34;85000;Госслужащий;Холост/Не замужем;Ипотека;7894689;120;10.19;105160.24;1.237;22.08.2023;60;Просрочка;0.15
KR000291;26;35000;ИП;Холост/Не замужем;Ипотека;7001828;300;10.62;66734.5;1.907;27.05.2024;0;Норма;0.45
KR000292;38;100000;Госслужащий;Вдовец/Вдова;Потребительский;541686;36;15.23;18838.53;0.188;04.01.2023;0;Норма;-0.1
KR000293;48;55000;Наемный работник;Вдовец/Вдова;Автокредит;2682561;36;16.24;94629.99;1.721;09.11.2023;120;Проблемный;0.2
KR000294;41;100000;Наемный работник;Женат/Замужем;Потребительский;1274708;60;22.63;35664.44;0.357;12.11.2024;0;Норма;-0.03
KR000295;45;200000;Госслужащий;Разведен(а);Рефинансирование;461109;48;18.92;13768.58;0.069;09.01.2024;0;Норма;-0.1
KR000296;50;55000;Пенсионер;Разведен(а);Автокредит;2761751;36;16.1;97231.56;1.768;30.09.2024;0;Норма;0.25
KR000297;24;120000;Госслужащий;Разведен(а);Рефинансирование;932779;36;17.69;33578.59;0.28;22.05.2024;0;Норма;0.0
KR000298;44;200000;Наемный работник;Вдовец/Вдова;Рефинансирование;1431901;24;17.92;71430.23;0.357;27.07.2024;0;Норма;-0.05
KR000299;34;35000;ИП;Холост/Не замужем;Ипотека;7785396;180;10.82;87622.05;2.503;31.05.2023;60;Просрочка;0.45
KR000300;28;45000;Госслужащий;Вдовец/Вдова;Потребительский;993700;60;19.34;25963.64;0.577;18.06.2024;60;Просрочка;0.15
KR000301;63;35000;ИП;Вдовец/Вдова;Ипотека;7170703;300;11.9;74997.71;2.143;03.11.2023;5;Просрочка;0.55
KR000302;29;55000;Госслужащий;Разведен(а);Ипотека;7655260;120;9.65;99672.77;1.812;07.01.2024;0;Норма;0.2
KR000303;54;55000;Пенсионер;Вдовец/Вдова;Ипотека;4665862;300;9.92;42150.72;0.766;04.01.2023;0;Норма;0.2
KR000304;42;25000;Наемный работник;Вдовец/Вдова;Автокредит;2230848;36;16.64;79138.52;3.166;04.09.2023;0;Норма;0.35
KR000305;46;25000;Пенсионер;Вдовец/Вдова;Автокредит;2316583;84;14.92;44601.37;1.784;30.06.2024;60;Просрочка;0.35
KR000306;51;45000;Госслужащий;Холост/Не замужем;Рефинансирование;384877;36;16.28;13585.2;0.302;22.04.2024;0;Норма;-0.05
KR000307;48;25000;Госслужащий;Вдовец/Вдова;Автокредит;2888697;84;16.89;58855.94;2.354;12.01.2023;0;Норма;0.3
KR000308;30;85000;Наемный работник;Женат/Замужем;Автокредит;1503261;60;15.9;36480.19;0.429;27.05.2023;0;Норма;-0.03
KR000309;57;25000;ИП;Женат/Замужем;Потребительский;96771;60;18.53;2485.45;0.099;20.10.2023;0;Норма;0.17
KR000310;27;85000;Пенсионер;Женат/Замужем;Рефинансирование;188835;48;20.43;5789.27;0.068;14.04.2023;0;Норма;-0.08
KR000311;35;35000;Госслужащий;Женат/Замужем;Потребительский;674207;48;15.87;19062.12;0.545;20.04.2023;120;Проблемный;0.27
KR000312;47;70000;Пенсионер;Женат/Замужем;Рефинансирование;451136;36;20.41;16860.93;0.241;06.08.2024;0;Норма;-0.08
KR000313;23;150000;Госслужащий;Вдовец/Вдова;Рефинансирование;1497515;12;15.79;135723.92;0.905;15.08.2023;0;Норма;0.2
KR000314;29;35000;Пенсионер;Вдовец/Вдова;Потребительский;135237;60;14.21;3161.55;0.09;03.03.2023;0;Норма;0.1
KR000315;41;45000;Пенсионер;Холост/Не замужем;Рефинансирование;1363757;12;23.63;128714.05;2.86;01.12.2023;0;Норма;0.2
KR000316;60;45000;Пенсионер;Женат/Замужем;Рефинансирование;1112863;12;16.01;100976.2;2.244;06.07.2024;0;Норма;0.17
KR000317;47;25000;ИП;Холост/Не замужем;Автокредит;2237607;60;12.14;49928.37;1.997;07.08.2024;180;Проблемный;0.45
KR000318;58;70000;ИП;Вдовец/Вдова;Автокредит;2306780;36;14.34;79220.31;1.132;31.08.2023;0;Норма;0.3
KR000319;53;100000;ИП;Холост/Не замужем;Рефинансирование;1032584;60;20.84;27840.85;0.278;13.08.2024;0;Норма;0.05
KR000320;56;35000;Госслужащий;Вдовец/Вдова;Рефинансирование;720711;48;15.0;20056.41;0.573;03.11.2023;90;Просрочка;0.3
KR000321;57;200000;Наемный работник;Женат/Замужем;Рефинансирование;1112335;36;20.37;41545.53;0.208;31.01.2023;0;Норма;-0.13
KR000322;56;200000;Пенсионер;Женат/Замужем;Ипотека;7049643;120;10.57;95399.96;0.477;28.06.2023;0;Норма;-0.08
KR000323;60;45000;Госслужащий;Холост/Не замужем;Автокредит;1338841;84;16.3;26818.04;0.596;15.07.2024;0;Норма;0.15
KR000324;54;200000;Наемный работник;Разведен(а);Потребительский;981475;36;23.38;38185.33;0.191;25.07.2023;0;Норма;-0.05
KR000325;25;55000;Госслужащий;Разведен(а);Ипотека;2744954;180;13.14;34976.1;0.636;17.04.2023;0;Норма;0.2
KR000326;48;100000;Пенсионер;Разведен(а);Ипотека;2138947;360;12.42;22699.46;0.227;13.09.2023;0;Норма;0.0
KR000327;52;70000;ИП;Разведен(а);Ипотека;3932079;120;11.07;54326.11;0.776;26.09.2023;0;Норма;0.35
KR000328;55;85000;ИП;Холост/Не замужем;Рефинансирование;191584;36;18.55;6979.53;0.082;17.11.2023;0;Норма;0.05
KR000329;40;55000;ИП;Вдовец/Вдова;Автокредит;1557802;36;15.15;54118.97;0.984;23.07.2024;120;Проблемный;0.3
KR000330;52;85000;Госслужащий;Холост/Не замужем;Рефинансирование;1315634;24;24.6;69953.13;0.823;18.08.2023;15;Просрочка;0.15
KR000331;39;35000;Госслужащий;Вдовец/Вдова;Автокредит;2929048;48;14.1;80189.52;2.291;25.08.2024;0;Норма;0.3
KR000332;37;85000;Пенсионер;Разведен(а);Потребительский;761833;60;16.34;18662.25;0.22;27.05.2023;0;Норма;0.0
KR000333;33;100000;Наемный работник;Холост/Не замужем;Рефинансирование;248927;60;16.31;6095.02;0.061;22.01.2023;0;Норма;-0.05
KR000334;53;45000;Госслужащий;Разведен(а);Ипотека;2681500;360;12.69;29011.11;0.645;09.02.2023;0;Норма;0.2
KR000335;48;150000;Наемный работник;Женат/Замужем;Потребительский;815218;48;15.67;22963.89;0.153;17.09.2023;0;Норма;-0.13
KR000336;58;70000;ИП;Вдовец/Вдова;Рефинансирование;1216605;48;18.16;35841.93;0.512;14.05.2023;120;Проблемный;0.3
KR000337;25;25000;Госслужащий;Вдовец/Вдова;Потребительский;1051950;60;22.03;29069.85;1.163;24.02.2024;0;Норма;0.3
KR000338;51;85000;Пенсионер;Разведен(а);Ипотека;6795576;360;12.28;71383.04;0.84;17.02.2024;0;Норма;0.25
KR000339;57;120000;ИП;Холост/Не замужем;Автокредит;2678852;36;13.34;90698.74;0.756;03.02.2024;60;Просрочка;0.25
KR000340;63;45000;Пенсионер;Разведен(а);Рефинансирование;1430237;36;18.61;52141.65;1.159;04.02.2024;90;Просрочка;0.35
KR000341;47;200000;ИП;Женат/Замужем;Ипотека;4184383;360;11.53;41541.24;0.208;19.02.2024;0;Норма;-0.03
KR000342;27;35000;Наемный работник;Женат/Замужем;Рефинансирование;735456;48;23.17;23641.45;0.675;20.05.2024;0;Норма;0.32
KR000343;29;120000;Госслужащий;Вдовец/Вдова;Потребительский;215889;36;19.33;7949.84;0.066;29.07.2023;0;Норма;-0.15
KR000344;44;85000;Пенсионер;Вдовец/Вдова;Потребительский;276512;48;14.61;7640.73;0.09;11.11.2023;0;Норма;-0.05
KR000345;30;100000;Наемный работник;Женат/Замужем;Потребительский;593871;48;24.87;19646.86;0.196;07.07.2024;0;Норма;-0.08
KR000346;61;120000;ИП;Женат/Замужем;Ипотека;6540377;180;10.6;72692.45;0.606;12.08.2023;0;Норма;0.32
KR000347;23;25000;Наемный работник;Холост/Не замужем;Рефинансирование;1365445;60;22.24;37896.93;1.516;18.11.2024;0;Норма;0.45
KR000348;25;35000;Госслужащий;Разведен(а);Автокредит;1821658;48;15.85;51486.27;1.471;13.11.2023;0;Норма;0.35
KR000349;39;70000;Пенсионер;Женат/Замужем;Ипотека;3781993;360;12.19;39444.42;0.563;01.05.2023;0;Норма;0.17
KR000350;22;25000;Госслужащий;Холост/Не замужем;Потребительский;934446;24;23.5;49171.67;1.967;31.01.2023;0;Норма;0.4
KR000351;63;70000;Пенсионер;Вдовец/Вдова;Автокредит;658883;48;15.91;18642.87;0.266;26.06.2023;0;Норма;0.05
KR000352;57;200000;Госслужащий;Разведен(а);Автокредит;1058818;48;15.93;29967.92;0.15;12.09.2024;0;Норма;-0.1
KR000353;23;120000;Пенсионер;Вдовец/Вдова;Ипотека;5327026;360;12.81;58144.3;0.485;21.10.2023;0;Норма;0.05
KR000354;31;45000;Пенсионер;Вдовец/Вдова;Ипотека;3098676;300;11.45;31389.73;0.698;25.06.2024;30;Просрочка;0.2
KR000355;63;35000;Наемный работник;Женат/Замужем;Ипотека;4673876;120;9.8;61239.0;1.75;11.05.2024;0;Норма;0.42
KR000356;42;120000;Госслужащий;Разведен(а);Потребительский;976636;36;21.15;36871.29;0.307;08.12.2023;0;Норма;-0.05
KR000357;26;55000;Госслужащий;Разведен(а);Ипотека;2920738;300;9.88;26292.88;0.478;22.10.2024;0;Норма;0.0
KR000358;54;85000;Госслужащий;Разведен(а);Ипотека;7340080;360;10.4;66582.99;0.783;02.12.2023;0;Норма;0.2
KR000359;64;120000;Госслужащий;Вдовец/Вдова;Ипотека;6896287;300;12.02;72737.79;0.606;02.10.2023;30;Просрочка;0.2
KR000360;31;55000;ИП;Вдовец/Вдова;Автокредит;818189;60;12.09;18236.95;0.332;11.05.2024;0;Норма;0.1
KR000361;37;120000;Пенсионер;Женат/Замужем;Автокредит;2276586;36;12.43;76085.17;0.634;11.11.2023;0;Норма;0.12
KR000362;36;100000;ИП;Женат/Замужем;Автокредит;945795;36;12.98;31857.78;0.319;26.12.2023;0;Норма;0.07
KR000363;24;55000;Пенсионер;Холост/Не замужем;Автокредит;2829872;60;16.16;69052.99;1.256;24.10.2023;0;Норма;0.3
KR000364;24;55000;Пенсионер;Вдовец/Вдова;Потребительский;1312892;36;20.12;48874.22;0.889;29.03.2024;0;Норма;0.3
KR000365;64;25000;Пенсионер;Вдовец/Вдова;Ипотека;3699215;240;11.98;40681.45;1.627;08.03.2024;30;Просрочка;0.45
KR000366;44;85000;Пенсионер;Разведен(а);Ипотека;6480967;360;10.96;61546.86;0.724;13.07.2024;0;Норма;0.25
KR000367;28;35000;Госслужащий;Разведен(а);Автокредит;2274730;60;13.64;52505.96;1.5;17.09.2023;120;Проблемный;0.35
KR000368;28;55000;Наемный работник;Вдовец/Вдова;Потребительский;946342;60;24.67;27595.93;0.502;03.01.2024;0;Норма;0.2
KR000369;50;35000;Госслужащий;Вдовец/Вдова;Рефинансирование;1435396;36;21.6;54519.89;1.558;20.11.2023;0;Норма;0.3
KR000370;58;100000;Пенсионер;Женат/Замужем;Автокредит;2480682;36;15.28;86340.17;0.863;11.10.2023;0;Норма;0.17
KR000371;36;85000;Госслужащий;Холост/Не замужем;Ипотека;7289441;240;11.44;77420.25;0.911;07.12.2023;0;Норма;0.15
KR000372;26;70000;ИП;Холост/Не замужем;Ипотека;4983179;120;12.97;74319.73;1.062;18.08.2023;0;Норма;0.3
KR000373;24;35000;ИП;Холост/Не замужем;Потребительский;930827;12;14.17;83652.58;2.39;08.01.2024;0;Норма;0.55
KR000374;49;150000;Пенсионер;Холост/Не замужем;Ипотека;7857350;240;13.44;94527.39;0.63;19.04.2023;0;Норма;0.15
KR000375;29;85000;ИП;Разведен(а);Потребительский;830923;24;15.28;40397.63;0.475;24.09.2024;0;Норма;0.15
KR000376;61;25000;Госслужащий;Женат/Замужем;Ипотека;3219330;360;9.5;27078.85;1.083;06.11.2023;5;Просрочка;0.37
KR000377;31;85000;ИП;Вдовец/Вдова;Автокредит;1829541;48;12.78;48878.76;0.575;30.05.2023;0;Норма;0.3
KR000378;58;70000;ИП;Разведен(а);Потребительский;1460632;12;19.21;134753.12;1.925;06.02.2024;360;Проблемный;0.35
KR000379;26;55000;ИП;Женат/Замужем;Потребительский;1353116;48;14.68;37440.78;0.681;19.06.2023;0;Норма;0.27
KR000380;38;150000;Госслужащий;Женат/Замужем;Ипотека;4884311;120;9.58;63413.09;0.423;22.07.2024;0;Норма;-0.13
KR000381;51;25000;ИП;Женат/Замужем;Потребительский;1377819;60;19.87;36404.64;1.456;26.01.2024;360;Проблемный;0.42
KR000382;31;25000;Госслужащий;Разведен(а);Рефинансирование;1161245;36;14.2;39799.31;1.592;09.03.2023;360;Проблемный;0.35
KR000383;49;25000;Госслужащий;Вдовец/Вдова;Потребительский;1186537;12;22.26;111200.47;4.448;12.02.2024;0;Норма;0.3
KR000384;32;55000;ИП;Разведен(а);Автокредит;1635855;36;15.5;57109.94;1.038;31.07.2023;120;Проблемный;0.35
KR000385;48;150000;Пенсионер;Вдовец/Вдова;Потребительский;402073;48;19.8;12191.78;0.081;06.04.2024;0;Норма;-0.1
KR000386;23;200000;Госслужащий;Вдовец/Вдова;Автокредит;1010067;36;12.62;33847.47;0.169;11.01.2024;0;Норма;-0.05
KR000387;31;200000;Пенсионер;Холост/Не замужем;Потребительский;101520;24;17.88;5062.48;0.025;18.10.2023;0;Норма;-0.1
KR000388;61;55000;ИП;Женат/Замужем;Потребительский;768034;36;19.99;28539.44;0.519;02.06.2024;0;Норма;0.37
KR000389;44;55000;Наемный работник;Холост/Не замужем;Автокредит;2320435;60;12.9;52679.76;0.958;15.01.2024;0;Норма;0.2
KR000390;55;100000;Наемный работник;Женат/Замужем;Потребительский;280509;36;17.5;10070.73;0.101;06.08.2024;0;Норма;-0.08
KR000391;27;150000;Госслужащий;Вдовец/Вдова;Автокредит;2285748;48;16.65;65539.31;0.437;06.09.2023;0;Норма;-0.1
KR000392;28;35000;Пенсионер;Женат/Замужем;Потребительский;1243993;12;15.04;112306.87;3.209;19.03.2023;0;Норма;0.32
KR000393;49;100000;Госслужащий;Разведен(а);Автокредит;2113377;84;14.82;40565.44;0.406;25.03.2023;0;Норма;0.0
KR000394;42;85000;Наемный работник;Женат/Замужем;Ипотека;4810220;240;12.93;56128.93;0.66;01.05.2023;0;Норма;0.17
KR000395;40;85000;Пенсионер;Женат/Замужем;Потребительский;939776;48;17.5;27359.83;0.322;04.12.2024;0;Норма;-0.03
KR000396;54;120000;Наемный работник;Вдовец/Вдова;Ипотека;6042818;240;12.61;69139.11;0.576;13.09.2023;0;Норма;0.15
KR000397;56;55000;ИП;Вдовец/Вдова;Автокредит;1406654;84;13.28;25805.37;0.469;06.07.2024;0;Норма;0.1
KR000398;37;70000;ИП;Вдовец/Вдова;Рефинансирование;123979;48;17.66;3620.14;0.052;19.02.2024;0;Норма;0.05
KR000399;52;85000;Пенсионер;Женат/Замужем;Автокредит;1559983;60;13.01;35504.42;0.418;01.07.2024;0;Норма;-0.03
KR000400;23;45000;ИП;Вдовец/Вдова;Потребительский;643261;60;18.09;16364.47;0.364;18.02.2023;15;Просрочка;0.2
KR000401;22;120000;Пенсионер;Холост/Не замужем;Автокредит;1365460;36;13.57;46381.21;0.387;01.02.2024;0;Норма;0.05
KR000402;60;45000;ИП;Вдовец/Вдова;Потребительский;702925;12;14.58;63306.3;1.407;14.06.2024;0;Норма;0.3
KR000403;42;100000;Наемный работник;Вдовец/Вдова;Ипотека;4013930;180;11.33;46456.78;0.465;30.01.2024;0;Норма;0.0
KR000404;30;120000;Госслужащий;Женат/Замужем;Рефинансирование;1098318;12;22.15;102875.46;0.857;24.01.2024;0;Норма;0.07
KR000405;58;100000;ИП;Вдовец/Вдова;Рефинансирование;396056;48;16.09;11242.58;0.112;04.06.2023;0;Норма;0.05
KR000406;43;200000;Наемный работник;Холост/Не замужем;Автокредит;2419924;60;13.62;55831.68;0.279;24.08.2023;0;Норма;-0.1
