магазин_id;регион;тип_магазина;район;площадь_кв_м;день;период;продажи;посетители;средний_чек;скидка_процент
МАГ019;Ростовская область;Супермаркет;Новостройки;1688;6;После акции;179720;1452;123.77;0
МАГ019;Ростовская область;Супермаркет;Новостройки;1688;7;После акции;188187;1435;131.14;0
МАГ019;Ростовская область;Супермаркет;Новостройки;1688;8;После акции;184475;1277;144.46;0
МАГ019;Ростовская область;Супермаркет;Новостройки;1688;9;После акции;222453;1339;166.13;0
МАГ019;Ростовская область;Супермаркет;Новостройки;1688;10;После акции;242226;1232;196.61;0
МАГ020;МО;У дома;Промзона;1669;-7;До акции;135626;2347;57.79;0
МАГ020;МО;У дома;Промзона;1669;-6;До акции;184920;1740;106.28;0
МАГ020;МО;У дома;Промзона;1669;-5;До акции;159959;2225;71.89;0
МАГ020;МО;У дома;Промзона;1669;-4;До акции;186825;2086;89.56;0
МАГ020;МО;У дома;Промзона;1669;-3;До акции;220957;2182;101.26;0
МАГ020;МО;У дома;Промзона;1669;-2;До акции;215867;1960;110.14;0
МАГ020;МО;У дома;Промзона;1669;-1;До акции;149988;2145;69.92;0
МАГ020;МО;У дома;Промзона;1669;1;Акция;222510;2698;82.47;15
МАГ020;МО;У дома;Промзона;1669;2;Акция;243709;2608;93.45;15
МАГ020;МО;У дома;Промзона;1669;3;Акция;243800;2823;86.36;15
МАГ020;МО;У дома;Промзона;1669;4;После акции;197872;2102;94.14;0
МАГ020;МО;У дома;Промзона;1669;5;После акции;207035;2087;99.2;0
МАГ020;МО;У дома;Промзона;1669;6;После акции;197790;2266;87.29;0
МАГ020;МО;У дома;Промзона;1669;7;После акции;195791;2177;89.94;0
МАГ020;МО;У дома;Промзона;1669;8;После акции;202180;2244;90.1;0
МАГ020;МО;У дома;Промзона;1669;9;После акции;170012;2158;78.78;0
МАГ020;МО;У дома;Промзона;1669;10;После акции;161892;2069;78.25;0
МАГ021;МО;Супермаркет;Спальный район;4352;-7;До акции;128633;2318;55.49;0
МАГ021;МО;Супермаркет;Спальный район;4352;-6;До акции;137255;1954;70.24;0
МАГ021;МО;Супермаркет;Спальный район;4352;-5;До акции;137749;2322;59.32;0
МАГ021;МО;Супермаркет;Спальный район;4352;-4;До акции;141449;2248;62.92;0
МАГ021;МО;Супермаркет;Спальный район;4352;-3;До акции;114817;2583;44.45;0
МАГ021;МО;Супермаркет;Спальный район;4352;-2;До акции;173272;2552;67.9;0
МАГ021;МО;Супермаркет;Спальный район;4352;-1;До акции;198861;2780;71.53;0
МАГ021;МО;Супермаркет;Спальный район;4352;1;Акция;282350;3456;81.7;25
МАГ021;МО;Супермаркет;Спальный район;4352;2;Акция;295851;3228;91.65;25
МАГ021;МО;Супермаркет;Спальный район;4352;3;Акция;311280;3443;90.41;25
МАГ021;МО;Супермаркет;Спальный район;4352;4;После акции;144003;2505;57.49;0
МАГ021;МО;Супермаркет;Спальный район;4352;5;После акции;159526;2225;71.7;0
МАГ021;МО;Супермаркет;Спальный район;4352;6;После акции;177620;2196;80.88;0
МАГ021;МО;Супермаркет;Спальный район;4352;7;После акции;177655;1981;89.68;0
МАГ021;МО;Супермаркет;Спальный район;4352;8;После акции;162211;2092;77.54;0
МАГ021;МО;Супермаркет;Спальный район;4352;9;После акции;159321;2634;60.49;0
МАГ021;МО;Супермаркет;Спальный район;4352;10;После акции;174093;2595;67.09;0
МАГ022;Москва;У дома;Спальный район;1867;-7;До акции;195797;1647;118.88;0
МАГ022;Москва;У дома;Спальный район;1867;-6;До акции;172260;1849;93.16;0
МАГ022;Москва;У дома;Спальный район;1867;-5;До акции;192394;1344;143.15;0
МАГ022;Москва;У дома;Спальный район;1867;-4;До акции;174673;1941;89.99;0
МАГ022;Москва;У дома;Спальный район;1867;-3;До акции;144649;1638;88.31;0
МАГ022;Москва;У дома;Спальный район;1867;-2;До акции;188876;1594;118.49;0
МАГ022;Москва;У дома;Спальный район;1867;-1;До акции;201554;1956;103.04;0
МАГ022;Москва;У дома;Спальный район;1867;1;Акция;275410;2322;118.61;25
МАГ022;Москва;У дома;Спальный район;1867;2;Акция;258036;2278;113.27;25
МАГ022;Москва;У дома;Спальный район;1867;3;Акция;229846;2112;108.83;25
МАГ022;Москва;У дома;Спальный район;1867;4;После акции;176783;1754;100.79;0
МАГ022;Москва;У дома;Спальный район;1867;5;После акции;155492;1860;83.6;0
МАГ022;Москва;У дома;Спальный район;1867;6;После акции;164061;1430;114.73;0
МАГ022;Москва;У дома;Спальный район;1867;7;После акции;158321;1504;105.27;0
МАГ022;Москва;У дома;Спальный район;1867;8;После акции;139050;1521;91.42;0
МАГ022;Москва;У дома;Спальный район;1867;9;После акции;156838;1490;105.26;0
МАГ022;Москва;У дома;Спальный район;1867;10;После акции;148819;1589;93.66;0
МАГ023;Краснодарский край;Гипермаркет;Новостройки;4176;-7;До акции;92505;1824;50.72;0
МАГ023;Краснодарский край;Гипермаркет;Новостройки;4176;-6;До акции;100012;2083;48.01;0
МАГ023;Краснодарский край;Гипермаркет;Новостройки;4176;-5;До акции;103833;2193;47.35;0
МАГ023;Краснодарский край;Гипермаркет;Новостройки;4176;-4;До акции;105142;1949;53.95;0
МАГ023;Краснодарский край;Гипермаркет;Новостройки;4176;-3;До акции;121093;1676;72.25;0
МАГ023;Краснодарский край;Гипермаркет;Новостройки;4176;-2;До акции;119471;1853;64.47;0
МАГ023;Краснодарский край;Гипермаркет;Новостройки;4176;-1;До акции;116043;2073;55.98;0
МАГ023;Краснодарский край;Гипермаркет;Новостройки;4176;1;Акция;153071;2717;56.34;15
МАГ023;Краснодарский край;Гипермаркет;Новостройки;4176;2;Акция;165147;2431;67.93;15
МАГ023;Краснодарский край;Гипермаркет;Новостройки;4176;3;Акция;166570;2508;66.42;15
МАГ023;Краснодарский край;Гипермаркет;Новостройки;4176;4;После акции;89302;1874;47.65;0
МАГ023;Краснодарский край;Гипермаркет;Новостройки;4176;5;После акции;97022;2187;44.36;0
МАГ023;Краснодарский край;Гипермаркет;Новостройки;4176;6;После акции;76897;2294;33.52;0
МАГ023;Краснодарский край;Гипермаркет;Новостройки;4176;7;После акции;98200;2250;43.64;0
МАГ023;Краснодарский край;Гипермаркет;Новостройки;4176;8;После акции;111875;2286;48.94;0
МАГ023;Краснодарский край;Гипермаркет;Новостройки;4176;9;После акции;106369;1814;58.64;0
МАГ023;Краснодарский край;Гипермаркет;Новостройки;4176;10;После акции;100466;1906;52.71;0
МАГ024;Москва;У дома;Центр;295;-7;До акции;322749;1597;202.1;0
МАГ024;Москва;У дома;Центр;295;-6;До акции;238648;1175;203.1;0
МАГ024;Москва;У дома;Центр;295;-5;До акции;269859;1641;164.45;0
МАГ024;Москва;У дома;Центр;295;-4;До акции;189872;1407;134.95;0
МАГ024;Москва;У дома;Центр;295;-3;До акции;196670;1620;121.4;0
МАГ024;Москва;У дома;Центр;295;-2;До акции;207090;1296;159.79;0
МАГ024;Москва;У дома;Центр;295;-1;До акции;275283;1322;208.23;0
МАГ024;Москва;У дома;Центр;295;1;Акция;366711;2204;166.38;25
МАГ024;Москва;У дома;Центр;295;2;Акция;386108;2132;181.1;25
МАГ024;Москва;У дома;Центр;295;3;Акция;338411;2306;146.75;25
МАГ024;Москва;У дома;Центр;295;4;После акции;319103;1429;223.31;0
МАГ024;Москва;У дома;Центр;295;5;После акции;327481;1578;207.53;0
МАГ024;Москва;У дома;Центр;295;6;После акции;321019;1587;202.28;0
МАГ024;Москва;У дома;Центр;295;7;После акции;270283;1357;199.18;0
МАГ024;Москва;У дома;Центр;295;8;После акции;254630;1479;172.16;0
МАГ024;Москва;У дома;Центр;295;9;После акции;300422;1379;217.85;0
МАГ024;Москва;У дома;Центр;295;10;После акции;311020;1370;227.02;0
МАГ025;Ростовская область;У дома;Центр;1373;-7;До акции;211880;1825;116.1;0
МАГ025;Ростовская область;У дома;Центр;1373;-6;До акции;173075;2508;69.01;0
МАГ025;Ростовская область;У дома;Центр;1373;-5;До акции;162869;2113;77.08;0
МАГ025;Ростовская область;У дома;Центр;1373;-4;До акции;293945;2201;133.55;0
МАГ025;Ростовская область;У дома;Центр;1373;-3;До акции;189407;2092;90.54;0
МАГ025;Ростовская область;У дома;Центр;1373;-2;До акции;193002;1808;106.75;0
МАГ025;Ростовская область;У дома;Центр;1373;-1;До акции;239688;2576;93.05;0
МАГ025;Ростовская область;У дома;Центр;1373;1;Акция;302263;2566;117.8;10
МАГ025;Ростовская область;У дома;Центр;1373;2;Акция;313078;2419;129.42;10
МАГ025;Ростовская область;У дома;Центр;1373;3;Акция;294440;2315;127.19;10
МАГ025;Ростовская область;У дома;Центр;1373;4;После акции;202429;2171;93.24;0
МАГ025;Ростовская область;У дома;Центр;1373;5;После акции;194289;2423;80.19;0
МАГ025;Ростовская область;У дома;Центр;1373;6;После акции;238499;2462;96.87;0
МАГ025;Ростовская область;У дома;Центр;1373;7;После акции;211976;1988;106.63;0
МАГ025;Ростовская область;У дома;Центр;1373;8;После акции;180114;2162;83.31;0
МАГ025;Ростовская область;У дома;Центр;1373;9;После акции;160568;2239;71.71;0
МАГ025;Ростовская область;У дома;Центр;1373;10;После акции;192581;2416;79.71;0
МАГ026;СПб;Гипермаркет;Спальный район;4796;-7;До акции;176824;1327;133.25;0
МАГ026;СПб;Гипермаркет;Спальный район;4796;-6;До акции;203152;1588;127.93;0
МАГ026;СПб;Гипермаркет;Спальный район;4796;-5;До акции;193641;1217;159.11;0
МАГ026;СПб;Гипермаркет;Спальный район;4796;-4;До акции;151944;1598;95.08;0
МАГ026;СПб;Гипермаркет;Спальный район;4796;-3;До акции;267388;1263;211.71;0
МАГ026;СПб;Гипермаркет;Спальный район;4796;-2;До акции;152015;1535;99.03;0
МАГ026;СПб;Гипермаркет;Спальный район;4796;-1;До акции;155414;1756;88.5;0
МАГ026;СПб;Гипермаркет;Спальный район;4796;1;Акция;280914;2204;127.46;25
МАГ026;СПб;Гипермаркет;Спальный район;4796;2;Акция;295047;2167;136.15;25
МАГ026;СПб;Гипермаркет;Спальный район;4796;3;Акция;325957;2169;150.28;25
МАГ026;СПб;Гипермаркет;Спальный район;4796;4;После акции;226772;1580;143.53;0
МАГ026;СПб;Гипермаркет;Спальный район;4796;5;После акции;185047;1434;129.04;0
МАГ026;СПб;Гипермаркет;Спальный район;4796;6;После акции;229484;1535;149.5;0
МАГ026;СПб;Гипермаркет;Спальный район;4796;7;После акции;164203;1577;104.12;0
МАГ026;СПб;Гипермаркет;Спальный район;4796;8;После акции;177185;1696;104.47;0
МАГ026;СПб;Гипермаркет;Спальный район;4796;9;После акции;160261;1325;120.95;0
МАГ026;СПб;Гипермаркет;Спальный район;4796;10;После акции;199424;1413;141.14;0
МАГ027;Москва;Супермаркет;Спальный район;4111;-7;До акции;274942;1466;187.55;0
МАГ027;Москва;Супермаркет;Спальный район;4111;-6;До акции;228966;1127;203.16;0
МАГ027;Москва;Супермаркет;Спальный район;4111;-5;До акции;167671;1091;153.69;0
МАГ027;Москва;Супермаркет;Спальный район;4111;-4;До акции;220486;1490;147.98;0
МАГ027;Москва;Супермаркет;Спальный район;4111;-3;До акции;290380;1022;284.13;0
МАГ027;Москва;Супермаркет;Спальный район;4111;-2;До акции;252530;1469;171.91;0
МАГ027;Москва;Супермаркет;Спальный район;4111;-1;До акции;274661;1471;186.72;0
МАГ027;Москва;Супермаркет;Спальный район;4111;1;Акция;306679;1630;188.15;15
МАГ027;Москва;Супермаркет;Спальный район;4111;2;Акция;268369;1589;168.89;15
МАГ027;Москва;Супермаркет;Спальный район;4111;3;Акция;313789;1645;190.75;15
МАГ027;Москва;Супермаркет;Спальный район;4111;4;После акции;238034;1387;171.62;0
МАГ027;Москва;Супермаркет;Спальный район;4111;5;После акции;193251;1332;145.08;0
МАГ027;Москва;Супермаркет;Спальный район;4111;6;После акции;219288;1387;158.1;0
МАГ027;Москва;Супермаркет;Спальный район;4111;7;После акции;257188;1117;230.25;0
МАГ027;Москва;Супермаркет;Спальный район;4111;8;После акции;215826;1264;170.75;0
МАГ027;Москва;Супермаркет;Спальный район;4111;9;После акции;278470;1325;210.17;0
МАГ027;Москва;Супермаркет;Спальный район;4111;10;После акции;190568;1316;144.81;0
МАГ028;Ростовская область;У дома;Спальный район;848;-7;До акции;179360;747;240.11;0
МАГ028;Ростовская область;У дома;Спальный район;848;-6;До акции;215928;850;254.03;0
МАГ028;Ростовская область;У дома;Спальный район;848;-5;До акции;144054;976;147.6;0
МАГ028;Ростовская область;У дома;Спальный район;848;-4;До акции;120417;1020;118.06;0
МАГ028;Ростовская область;У дома;Спальный район;848;-3;До акции;204252;928;220.1;0
МАГ028;Ростовская область;У дома;Спальный район;848;-2;До акции;223153;967;230.77;0
МАГ028;Ростовская область;У дома;Спальный район;848;-1;До акции;200040;794;251.94;0
МАГ028;Ростовская область;У дома;Спальный район;848;1;Акция;269196;1005;267.86;15
МАГ028;Ростовская область;У дома;Спальный район;848;2;Акция;249338;1189;209.7;15
МАГ028;Ростовская область;У дома;Спальный район;848;3;Акция;232940;1071;217.5;15
МАГ028;Ростовская область;У дома;Спальный район;848;4;После акции;185597;918;202.18;0
МАГ028;Ростовская область;У дома;Спальный район;848;5;После акции;192907;887;217.48;0
МАГ028;Ростовская область;У дома;Спальный район;848;6;После акции;151138;976;154.85;0
МАГ028;Ростовская область;У дома;Спальный район;848;7;После акции;189175;1035;182.78;0
МАГ028;Ростовская область;У дома;Спальный район;848;8;После акции;205572;842;244.15;0
МАГ028;Ростовская область;У дома;Спальный район;848;9;После акции;154761;829;186.68;0
МАГ028;Ростовская область;У дома;Спальный район;848;10;После акции;146389;1039;140.89;0
МАГ029;Краснодарский край;Супермаркет;Промзона;3111;-7;До акции;75859;1110;68.34;0
МАГ029;Краснодарский край;Супермаркет;Промзона;3111;-6;До акции;58909;971;60.67;0
МАГ029;Краснодарский край;Супермаркет;Промзона;3111;-5;До акции;92041;916;100.48;0
МАГ029;Краснодарский край;Супермаркет;Промзона;3111;-4;До акции;84465;1155;73.13;0
МАГ029;Краснодарский край;Супермаркет;Промзона;3111;-3;До акции;91361;801;114.06;0
МАГ029;Краснодарский край;Супермаркет;Промзона;3111;-2;До акции;69665;1064;65.47;0
МАГ029;Краснодарский край;Супермаркет;Промзона;3111;-1;До акции;71864;781;92.02;0
МАГ029;Краснодарский край;Супермаркет;Промзона;3111;1;Акция;110694;1558;71.05;25
МАГ029;Краснодарский край;Супермаркет;Промзона;3111;2;Акция;98715;1337;73.83;25
МАГ029;Краснодарский край;Супермаркет;Промзона;3111;3;Акция;99191;1369;72.46;25
МАГ029;Краснодарский край;Супермаркет;Промзона;3111;4;После акции;75052;1092;68.73;0
МАГ029;Краснодарский край;Супермаркет;Промзона;3111;5;После акции;89971;951;94.61;0
МАГ029;Краснодарский край;Супермаркет;Промзона;3111;6;После акции;66514;918;72.46;0
МАГ029;Краснодарский край;Супермаркет;Промзона;3111;7;После акции;83934;912;92.03;0
МАГ029;Краснодарский край;Супермаркет;Промзона;3111;8;После акции;61650;1041;59.22;0
МАГ029;Краснодарский край;Супермаркет;Промзона;3111;9;После акции;65086;1031;63.13;0
МАГ029;Краснодарский край;Супермаркет;Промзона;3111;10;После акции;64068;1061;60.38;0
МАГ030;Ростовская область;Гипермаркет;Спальный район;4867;-7;До акции;235763;1164;202.55;0
МАГ030;Ростовская область;Гипермаркет;Спальный район;4867;-6;До акции;236112;1288;183.32;0
МАГ030;Ростовская область;Гипермаркет;Спальный район;4867;-5;До акции;260299;1297;200.69;0
МАГ030;Ростовская область;Гипермаркет;Спальный район;4867;-4;До акции;230432;1489;154.76;0
МАГ030;Ростовская область;Гипермаркет;Спальный район;4867;-3;До акции;242624;1490;162.83;0
МАГ030;Ростовская область;Гипермаркет;Спальный район;4867;-2;До акции;204121;1325;154.05;0
МАГ030;Ростовская область;Гипермаркет;Спальный район;4867;-1;До акции;242409;1287;188.35;0
МАГ030;Ростовская область;Гипермаркет;Спальный район;4867;1;Акция;359382;1814;198.12;10
МАГ030;Ростовская область;Гипермаркет;Спальный район;4867;2;Акция;350723;1604;218.66;10
МАГ030;Ростовская область;Гипермаркет;Спальный район;4867;3;Акция;395681;1633;242.3;10
МАГ030;Ростовская область;Гипермаркет;Спальный район;4867;4;После акции;204426;1546;132.23;0
МАГ030;Ростовская область;Гипермаркет;Спальный район;4867;5;После акции;229009;1536;149.09;0
МАГ030;Ростовская область;Гипермаркет;Спальный район;4867;6;После акции;264611;1221;216.72;0
МАГ030;Ростовская область;Гипермаркет;Спальный район;4867;7;После акции;252659;1341;188.41;0
МАГ030;Ростовская область;Гипермаркет;Спальный район;4867;8;После акции;231376;1250;185.1;0
МАГ030;Ростовская область;Гипермаркет;Спальный район;4867;9;После акции;220837;1212;182.21;0
МАГ030;Ростовская область;Гипермаркет;Спальный район;4867;10;После акции;199946;1528;130.85;0
МАГ031;МО;У дома;Центр;1999;-7;До акции;321978;1475;218.29;0
МАГ031;МО;У дома;Центр;1999;-6;До акции;278704;1402;198.79;0
МАГ031;МО;У дома;Центр;1999;-5;До акции;274083;1279;214.29;0
МАГ031;МО;У дома;Центр;1999;-4;До акции;305300;1240;246.21;0
МАГ031;МО;У дома;Центр;1999;-3;До акции;316850;1716;184.64;0
МАГ031;МО;У дома;Центр;1999;-2;До акции;344922;1524;226.33;0
МАГ031;МО;У дома;Центр;1999;-1;До акции;342932;1467;233.76;0
МАГ031;МО;У дома;Центр;1999;1;Акция;480696;1803;266.61;10
МАГ031;МО;У дома;Центр;1999;2;Акция;412370;1964;209.96;10
МАГ031;МО;У дома;Центр;1999;3;Акция;441028;1935;227.92;10
МАГ031;МО;У дома;Центр;1999;4;После акции;257915;1526;169.01;0
МАГ031;МО;У дома;Центр;1999;5;После акции;300725;1233;243.9;0
МАГ031;МО;У дома;Центр;1999;6;После акции;217218;1389;156.38;0
МАГ031;МО;У дома;Центр;1999;7;После акции;226102;1356;166.74;0
МАГ031;МО;У дома;Центр;1999;8;После акции;260443;1222;213.13;0
МАГ031;МО;У дома;Центр;1999;9;После акции;318193;1648;193.08;0
МАГ031;МО;У дома;Центр;1999;10;После акции;270160;1579;171.1;0
МАГ032;Москва;У дома;Новостройки;1710;-7;До акции;185297;2165;85.59;0
МАГ032;Москва;У дома;Новостройки;1710;-6;До акции;251916;2068;121.82;0
МАГ032;Москва;У дома;Новостройки;1710;-5;До акции;282533;1656;170.61;0
МАГ032;Москва;У дома;Новостройки;1710;-4;До акции;264310;1982;133.36;0
МАГ032;Москва;У дома;Новостройки;1710;-3;До акции;261202;2173;120.2;0
МАГ032;Москва;У дома;Новостройки;1710;-2;До акции;252310;2363;106.78;0
МАГ032;Москва;У дома;Новостройки;1710;-1;До акции;181018;2358;76.77;0
МАГ032;Москва;У дома;Новостройки;1710;1;Акция;385414;2752;140.05;10
МАГ032;Москва;У дома;Новостройки;1710;2;Акция;377308;3032;124.44;10
МАГ032;Москва;У дома;Новостройки;1710;3;Акция;371476;2793;133.0;10
МАГ032;Москва;У дома;Новостройки;1710;4;После акции;201152;1726;116.54;0
МАГ032;Москва;У дома;Новостройки;1710;5;После акции;185644;1883;98.59;0
МАГ032;Москва;У дома;Новостройки;1710;6;После акции;224161;1990;112.64;0
МАГ032;Москва;У дома;Новостройки;1710;7;После акции;251556;1874;134.23;0
МАГ032;Москва;У дома;Новостройки;1710;8;После акции;201063;2009;100.08;0
МАГ032;Москва;У дома;Новостройки;1710;9;После акции;260489;1883;138.34;0
МАГ032;Москва;У дома;Новостройки;1710;10;После акции;213532;1935;110.35;0
МАГ033;Москва;Гипермаркет;Спальный район;3724;-7;До акции;246941;1769;139.59;0
МАГ033;Москва;Гипермаркет;Спальный район;3724;-6;До акции;181914;1563;116.39;0
МАГ033;Москва;Гипермаркет;Спальный район;3724;-5;До акции;174643;1965;88.88;0
МАГ033;Москва;Гипермаркет;Спальный район;3724;-4;До акции;196658;1403;140.17;0
МАГ033;Москва;Гипермаркет;Спальный район;3724;-3;До акции;211746;1357;156.04;0
МАГ033;Москва;Гипермаркет;Спальный район;3724;-2;До акции;202308;1359;148.87;0
МАГ033;Москва;Гипермаркет;Спальный район;3724;-1;До акции;239258;1530;156.38;0
МАГ033;Москва;Гипермаркет;Спальный район;3724;1;Акция;348768;2251;154.94;10
МАГ033;Москва;Гипермаркет;Спальный район;3724;2;Акция;322968;2240;144.18;10
МАГ033;Москва;Гипермаркет;Спальный район;3724;3;Акция;348557;2135;163.26;10
МАГ033;Москва;Гипермаркет;Спальный район;3724;4;После акции;284807;1635;174.19;0
МАГ033;Москва;Гипермаркет;Спальный район;3724;5;После акции;258930;1865;138.84;0
МАГ033;Москва;Гипермаркет;Спальный район;3724;6;После акции;216152;1763;122.6;0
МАГ033;Москва;Гипермаркет;Спальный район;3724;7;После акции;222975;1698;131.32;0
МАГ033;Москва;Гипермаркет;Спальный район;3724;8;После акции;245260;1507;162.75;0
МАГ033;Москва;Гипермаркет;Спальный район;3724;9;После акции;254914;1630;156.39;0
МАГ033;Москва;Гипермаркет;Спальный район;3724;10;После акции;199221;1731;115.09;0
МАГ034;Волгоградская область;Супермаркет;Спальный район;4652;-7;До акции;204028;2590;78.78;0
МАГ034;Волгоградская область;Супермаркет;Спальный район;4652;-6;До акции;174482;2612;66.8;0
МАГ034;Волгоградская область;Супермаркет;Спальный район;4652;-5;До акции;192314;2048;93.9;0
МАГ034;Волгоградская область;Супермаркет;Спальный район;4652;-4;До акции;205374;2212;92.85;0
МАГ034;Волгоградская область;Супермаркет;Спальный район;4652;-3;До акции;155146;2727;56.89;0
МАГ034;Волгоградская область;Супермаркет;Спальный район;4652;-2;До акции;199422;2649;75.28;0
МАГ034;Волгоградская область;Супермаркет;Спальный район;4652;-1;До акции;150338;2090;71.93;0
МАГ034;Волгоградская область;Супермаркет;Спальный район;4652;1;Акция;234498;3004;78.06;25
МАГ034;Волгоградская область;Супермаркет;Спальный район;4652;2;Акция;266744;2884;92.49;25
МАГ034;Волгоградская область;Супермаркет;Спальный район;4652;3;Акция;240884;2988;80.62;25
МАГ034;Волгоградская область;Супермаркет;Спальный район;4652;4;После акции;163231;2683;60.84;0
МАГ034;Волгоградская область;Супермаркет;Спальный район;4652;5;После акции;123309;2153;57.27;0
МАГ034;Волгоградская область;Супермаркет;Спальный район;4652;6;После акции;121496;2437;49.85;0
МАГ034;Волгоградская область;Супермаркет;Спальный район;4652;7;После акции;165994;2121;78.26;0
МАГ034;Волгоградская область;Супермаркет;Спальный район;4652;8;После акции;152904;2612;58.54;0
МАГ034;Волгоградская область;Супермаркет;Спальный район;4652;9;После акции;135986;2659;51.14;0
МАГ034;Волгоградская область;Супермаркет;Спальный район;4652;10;После акции;148363;2077;71.43;0
МАГ035;СПб;Супермаркет;Новостройки;3817;-7;До акции;195446;1742;112.2;0
МАГ035;СПб;Супермаркет;Новостройки;3817;-6;До акции;140681;2286;61.54;0
МАГ035;СПб;Супермаркет;Новостройки;3817;-5;До акции;186849;1641;113.86;0
МАГ035;СПб;Супермаркет;Новостройки;3817;-4;До акции;187470;2177;86.11;0
МАГ035;СПб;Супермаркет;Новостройки;3817;-3;До акции;164066;1782;92.07;0
МАГ035;СПб;Супермаркет;Новостройки;3817;-2;До акции;205439;2229;92.17;0
МАГ035;СПб;Супермаркет;Новостройки;3817;-1;До акции;160748;2105;76.36;0
МАГ035;СПб;Супермаркет;Новостройки;3817;1;Акция;311083;2376;130.93;15
МАГ035;СПб;Супермаркет;Новостройки;3817;2;Акция;283173;2237;126.59;15
МАГ035;СПб;Супермаркет;Новостройки;3817;3;Акция;284179;2292;123.99;15
МАГ035;СПб;Супермаркет;Новостройки;3817;4;После акции;163924;1761;93.09;0
МАГ035;СПб;Супермаркет;Новостройки;3817;5;После акции;191875;2117;90.64;0
МАГ035;СПб;Супермаркет;Новостройки;3817;6;После акции;187585;2079;90.23;0
МАГ035;СПб;Супермаркет;Новостройки;3817;7;После акции;213677;1947;109.75;0
МАГ035;СПб;Супермаркет;Новостройки;3817;8;После акции;157681;2108;74.8;0
МАГ035;СПб;Супермаркет;Новостройки;3817;9;После акции;165781;2084;79.55;0
МАГ035;СПб;Супермаркет;Новостройки;3817;10;После акции;144987;2259;64.18;0
МАГ036;Москва;Гипермаркет;Центр;4925;-7;До акции;114861;1751;65.6;0
МАГ036;Москва;Гипермаркет;Центр;4925;-6;До акции;130760;1610;81.22;0
МАГ036;Москва;Гипермаркет;Центр;4925;-5;До акции;115826;2260;51.25;0
МАГ036;Москва;Гипермаркет;Центр;4925;-4;До акции;176288;2096;84.11;0
МАГ036;Москва;Гипермаркет;Центр;4925;-3;До акции;143522;2365;60.69;0
МАГ036;Москва;Гипермаркет;Центр;4925;-2;До акции;147003;2339;62.85;0
МАГ036;Москва;Гипермаркет;Центр;4925;-1;До акции;135453;2344;57.79;0
МАГ036;Москва;Гипермаркет;Центр;4925;1;Акция;195182;2751;70.95;20
МАГ036;Москва;Гипермаркет;Центр;4925;2;Акция;216686;2581;83.95;20
МАГ036;Москва;Гипермаркет;Центр;4925;3;Акция;209102;2635;79.36;20
МАГ036;Москва;Гипермаркет;Центр;4925;4;После акции;123790;2096;59.06;0
МАГ036;Москва;Гипермаркет;Центр;4925;5;После акции;162245;1683;96.4;0
МАГ036;Москва;Гипермаркет;Центр;4925;6;После акции;176743;1978;89.35;0
МАГ036;Москва;Гипермаркет;Центр;4925;7;После акции;134048;2120;63.23;0
МАГ036;Москва;Гипермаркет;Центр;4925;8;После акции;175230;1770;99.0;0
МАГ036;Москва;Гипермаркет;Центр;4925;9;После акции;143357;1967;72.88;0
МАГ036;Москва;Гипермаркет;Центр;4925;10;После акции;132245;1716;77.07;0
МАГ037;МО;У дома;Новостройки;1243;-7;До акции;153539;654;234.77;0
МАГ037;МО;У дома;Новостройки;1243;-6;До акции;188845;764;247.18;0
МАГ037;МО;У дома;Новостройки;1243;-5;До акции;137312;872;157.47;0
МАГ037;МО;У дома;Новостройки;1243;-4;До акции;176893;700;252.7;0
МАГ037;МО;У дома;Новостройки;1243;-3;До акции;147379;842;175.03;0
МАГ037;МО;У дома;Новостройки;1243;-2;До акции;158295;903;175.3;0
МАГ037;МО;У дома;Новостройки;1243;-1;До акции;192481;824;233.59;0
МАГ037;МО;У дома;Новостройки;1243;1;Акция;273657;1065;256.95;20
МАГ037;МО;У дома;Новостройки;1243;2;Акция;242615;1146;211.71;20
МАГ037;МО;У дома;Новостройки;1243;3;Акция;266262;1097;242.72;20
МАГ037;МО;У дома;Новостройки;1243;4;После акции;191189;846;225.99;0
МАГ037;МО;У дома;Новостройки;1243;5;После акции;186545;846;220.5;0
МАГ037;МО;У дома;Новостройки;1243;6;После акции;150546;871;172.84;0
МАГ037;МО;У дома;Новостройки;1243;7;После акции;179209;699;256.38;0
МАГ037;МО;У дома;Новостройки;1243;8;После акции;175105;770;227.41;0
МАГ037;МО;У дома;Новостройки;1243;9;После акции;185183;721;256.84;0
МАГ037;МО;У дома;Новостройки;1243;10;После акции;161560;916;176.38;0
МАГ038;МО;Гипермаркет;Центр;3947;-7;До акции;89594;1647;54.4;0
МАГ038;МО;Гипермаркет;Центр;3947;-6;До акции;103110;1643;62.76;0
МАГ038;МО;Гипермаркет;Центр;3947;-5;До акции;125025;1429;87.49;0
МАГ038;МО;Гипермаркет;Центр;3947;-4;До акции;123378;1513;81.55;0
МАГ038;МО;Гипермаркет;Центр;3947;-3;До акции;100396;1727;58.13;0
МАГ038;МО;Гипермаркет;Центр;3947;-2;До акции;84438;1412;59.8;0
МАГ038;МО;Гипермаркет;Центр;3947;-1;До акции;77770;1355;57.39;0
МАГ038;МО;Гипермаркет;Центр;3947;1;Акция;161651;2122;76.18;15
МАГ038;МО;Гипермаркет;Центр;3947;2;Акция;149447;1891;79.03;15
