apartment_id;price;area;rooms;floor;total_floors;district;house_age;house_type;metro_distance;price_per_sqm
apt_366;4530251;96.4;3;9;12;Запад;4;Панельный;12.0;46994
apt_367;1000000;56.5;2;3;5;Запад;47;Панельный;0.9;17699
apt_368;1697892;45.6;1;5;16;Север;0;Кирпичный;10.6;37234
apt_369;1095071;51.0;2;3;5;Юг;42;Кирпичный;0.3;21471
apt_370;1206233;55.3;2;7;9;Юг;40;Монолитный;4.0;21812
apt_371;5131494;96.4;3;9;12;Юг;18;Кирпичный;0.7;53231
apt_372;2348326;82.0;3;8;12;Восток;31;Кирпичный;3.2;28638
apt_373;3646567;77.6;3;1;25;Запад;2;Кирпичный;0.6;46991
apt_374;1000000;25.1;1;8;9;Восток;4;Монолитный;0.4;39840
apt_375;1002041;41.9;2;1;16;Север;4;Панельный;5.1;23915
apt_376;1272856;66.4;2;3;12;Пригород;38;Кирпичный;0.6;19169
apt_377;1599160;86.3;3;2;16;Пригород;31;Панельный;2.4;18530
apt_378;2653032;74.7;2;4;9;Север;32;Монолитный;0.2;35515
apt_379;1184331;49.2;2;6;9;Юг;29;Монолитный;1.0;24071
apt_380;1539103;61.8;2;10;25;Север;60;Кирпичный;2.0;24904
apt_381;1230643;66.6;2;4;9;Юг;35;Панельный;3.7;18478
apt_382;2996564;68.4;3;11;12;Север;17;Монолитный;2.0;43809
apt_383;2152453;68.7;2;9;9;Север;44;Кирпичный;2.6;31331
apt_384;1168829;42.7;2;1;9;Юг;10;Кирпичный;4.5;27373
apt_385;1546021;40.7;2;2;5;Север;5;Монолитный;0.4;37985
apt_386;3422177;78.4;2;13;16;Север;10;Панельный;0.5;43650
apt_387;1000000;56.0;2;20;25;Восток;41;Панельный;3.5;17857
apt_388;1000000;43.1;2;6;16;Запад;9;Панельный;1.8;23201
apt_389;1626339;58.5;2;10;16;Юг;14;Панельный;1.1;27800
apt_390;1908565;73.7;3;5;25;Север;26;Панельный;0.2;25896
apt_391;10753056;99.6;3;2;12;Центр;6;Кирпичный;0.4;107962
apt_392;1664714;52.6;2;6;16;Север;4;Панельный;1.0;31648
apt_393;4273553;66.8;3;11;12;Центр;4;Панельный;2.0;63975
apt_394;1630091;50.8;2;6;25;Восток;7;Кирпичный;0.5;32088
apt_395;2812412;65.7;3;7;16;Восток;1;Кирпичный;4.3;42806
apt_396;1127316;60.7;2;4;5;Север;33;Панельный;1.2;18571
apt_397;1446195;66.8;3;6;9;Пригород;16;Панельный;0.3;21649
apt_398;1822336;61.3;2;2;9;Север;9;Панельный;1.4;29728
apt_399;1981431;54.1;1;6;25;Север;19;Монолитный;3.6;36625
apt_400;2601059;83.5;2;3;5;Юг;31;Монолитный;2.8;31150
apt_401;1180221;49.0;1;1;12;Север;17;Панельный;1.5;24086
apt_402;1000000;48.0;1;1;9;Пригород;18;Кирпичный;4.0;20833
apt_403;3630461;118.6;3;2;25;Запад;26;Панельный;2.5;30610
apt_404;7349279;87.6;2;8;25;Центр;20;Монолитный;0.2;83895
apt_405;1000000;28.8;1;4;9;Восток;8;Кирпичный;0.2;34722
apt_406;1362340;59.1;2;8;25;Запад;35;Кирпичный;0.7;23051
apt_407;1000000;38.2;1;16;25;Восток;9;Панельный;0.4;26178
apt_408;1272842;48.4;2;2;25;Север;7;Панельный;11.7;26298
apt_409;2316340;47.0;2;1;5;Центр;0;Панельный;1.6;49283
apt_410;1000000;37.7;1;21;25;Пригород;15;Кирпичный;3.9;26525
apt_411;1000000;27.0;1;4;16;Восток;10;Кирпичный;7.0;37037
apt_412;2071892;50.9;2;3;9;Юг;3;Кирпичный;0.2;40705
apt_413;4717302;86.5;3;9;16;Центр;55;Монолитный;2.3;54535
apt_414;1502759;44.6;2;3;16;Запад;5;Монолитный;0.2;33694
apt_415;3166368;94.4;4;10;12;Восток;36;Кирпичный;1.3;33542
apt_416;3530409;87.9;3;4;5;Пригород;17;Монолитный;0.2;40163
apt_417;1153131;57.6;2;5;25;Запад;26;Панельный;0.7;20019
apt_418;1457372;51.1;1;3;5;Юг;20;Кирпичный;0.2;28520
apt_419;2542563;59.3;2;3;9;Север;11;Монолитный;0.2;42876
apt_420;4310825;77.9;3;2;9;Север;5;Кирпичный;6.1;55337
apt_421;1518654;50.0;2;15;16;Запад;16;Монолитный;4.1;30373
apt_422;1983625;51.4;1;3;5;Центр;39;Кирпичный;2.3;38591
apt_423;1304219;71.5;2;10;16;Пригород;41;Кирпичный;0.7;18240
apt_424;1838451;70.5;3;4;12;Пригород;18;Кирпичный;2.7;26077
apt_425;12472514;124.2;4;1;5;Центр;26;Монолитный;0.6;100422
apt_426;1000000;59.3;2;6;12;Пригород;33;Панельный;0.2;16863
apt_427;2674259;81.6;2;23;25;Восток;12;Панельный;1.0;32772
apt_428;2381107;66.6;2;4;5;Юг;25;Кирпичный;0.3;35752
apt_429;2125136;61.5;2;14;16;Юг;18;Монолитный;3.1;34555
apt_430;3503082;62.5;2;11;16;Центр;10;Панельный;2.6;56049
apt_431;2163590;67.0;3;3;12;Север;25;Монолитный;2.3;32292
apt_432;1000000;25.0;1;14;16;Восток;0;Панельный;6.3;40000
apt_433;1325129;50.8;2;1;9;Запад;18;Монолитный;2.5;26085
apt_434;3091848;70.1;3;9;9;Север;9;Панельный;0.8;44106
apt_435;3635361;66.6;3;8;12;Север;4;Монолитный;1.6;54585
apt_436;1088616;35.8;1;4;5;Юг;9;Монолитный;4.3;30408
apt_437;4167433;92.8;3;2;25;Восток;2;Панельный;2.7;44907
apt_438;1046541;65.7;3;4;9;Восток;54;Панельный;1.4;15929
apt_439;1000000;44.2;2;4;5;Юг;26;Кирпичный;2.6;22624
apt_440;1686472;51.1;2;22;25;Восток;13;Кирпичный;0.2;33003
apt_441;1772530;49.7;2;4;5;Север;14;Монолитный;0.3;35664
apt_442;4384017;63.1;2;14;16;Центр;5;Панельный;0.2;69477
apt_443;1000000;37.9;1;4;12;Север;18;Панельный;0.5;26385
apt_444;1751459;46.8;2;4;9;Восток;3;Монолитный;2.2;37424
apt_445;1620608;64.6;2;4;16;Пригород;17;Монолитный;4.8;25086
apt_446;1923653;57.6;2;10;12;Юг;8;Панельный;2.1;33396
apt_447;7165048;79.9;3;2;5;Центр;10;Кирпичный;0.7;89675
apt_448;3321451;73.6;3;24;25;Север;20;Кирпичный;4.5;45128
apt_449;2635141;109.0;4;8;16;Пригород;48;Кирпичный;3.2;24175
apt_450;15158783;124.6;4;1;5;Центр;5;Кирпичный;3.1;121659
apt_451;1087753;50.2;2;5;9;Юг;18;Панельный;2.7;21668
apt_452;3548207;81.6;3;1;5;Север;9;Панельный;2.2;43482
apt_453;4361510;97.8;3;11;16;Восток;0;Панельный;5.0;44596
apt_454;3883255;88.0;3;25;25;Пригород;9;Монолитный;2.2;44127
apt_455;1000000;53.1;2;23;25;Юг;32;Панельный;1.8;18832
apt_456;1007806;42.9;2;2;9;Юг;9;Панельный;0.2;23491
apt_457;2962018;59.9;2;5;9;Север;7;Кирпичный;1.0;49449
apt_458;1838968;46.2;2;10;12;Запад;8;Монолитный;0.3;39804
apt_459;3016661;74.7;3;13;25;Восток;12;Кирпичный;1.8;40383
apt_460;1435459;62.0;1;7;25;Юг;23;Панельный;0.6;23152
apt_461;1126505;54.2;2;9;16;Восток;22;Панельный;4.3;20784
apt_462;5576925;62.4;2;7;16;Центр;2;Монолитный;0.8;89373
apt_463;3171468;87.2;2;14;16;Север;45;Кирпичный;3.3;36370
apt_464;2312948;62.3;2;3;25;Запад;13;Кирпичный;3.0;37125
apt_465;1587506;42.6;1;9;9;Центр;17;Панельный;1.8;37265
apt_466;4084732;99.5;3;1;5;Восток;20;Кирпичный;0.5;41052
apt_467;1485465;40.9;1;4;5;Север;2;Кирпичный;0.2;36319
apt_468;9566035;124.0;4;7;9;Юг;6;Кирпичный;5.2;77145
apt_469;1139763;45.7;1;3;12;Юг;21;Кирпичный;3.6;24940
apt_470;2611631;67.9;3;8;16;Север;16;Кирпичный;1.6;38462
apt_471;1000000;42.7;1;2;5;Восток;19;Кирпичный;1.3;23419
apt_472;1079166;41.8;2;5;9;Север;24;Кирпичный;2.4;25817
apt_473;8610233;117.9;4;4;9;Юг;6;Кирпичный;0.5;73029
apt_474;2059986;71.5;2;11;12;Север;47;Кирпичный;1.7;28810
apt_475;41926573;188.2;4;7;12;Центр;2;Монолитный;1.0;222776
apt_476;3649157;52.6;2;14;16;Центр;4;Кирпичный;6.8;69375
apt_477;2104948;68.3;3;15;25;Север;60;Монолитный;1.7;30819
apt_478;1325251;46.6;2;10;12;Восток;11;Кирпичный;1.9;28438
apt_479;2197200;66.2;3;3;9;Восток;7;Кирпичный;8.8;33190
apt_480;1000000;35.0;1;10;25;Юг;14;Монолитный;0.9;28571
apt_481;1313502;50.2;2;2;12;Центр;39;Панельный;4.9;26165
apt_482;2239639;64.9;2;7;12;Юг;24;Монолитный;0.6;34509
apt_483;1000000;25.1;1;6;9;Пригород;0;Панельный;1.2;39840
apt_484;3426315;90.0;4;5;25;Пригород;20;Монолитный;0.2;38070
apt_485;2636262;71.8;2;11;16;Север;20;Кирпичный;8.1;36716
apt_486;2759810;81.7;3;11;25;Восток;17;Панельный;0.5;33779
apt_487;1160671;63.4;2;1;9;Пригород;35;Кирпичный;0.2;18307
apt_488;2407619;61.2;2;8;9;Юг;9;Кирпичный;1.5;39340
apt_489;1654727;46.1;1;6;16;Юг;8;Монолитный;3.4;35894
apt_490;3680343;93.7;3;12;12;Запад;10;Панельный;4.5;39277
apt_491;1097804;32.7;1;15;25;Север;3;Монолитный;0.8;33571
apt_492;2124269;61.8;2;5;9;Запад;17;Монолитный;4.7;34373
apt_493;4453599;110.2;4;2;9;Север;19;Панельный;2.6;40413
apt_494;1000000;44.1;2;4;25;Юг;49;Кирпичный;1.6;22675
apt_495;1204128;43.6;2;12;16;Север;13;Панельный;0.4;27617
apt_496;1584975;52.4;2;3;9;Север;6;Панельный;1.9;30247
apt_497;3883482;53.2;2;8;12;Центр;4;Кирпичный;0.2;72997
apt_498;3488027;103.1;3;6;12;Пригород;22;Кирпичный;3.3;33831
apt_499;1000000;36.6;1;15;25;Центр;47;Панельный;3.8;27322
apt_500;3044044;64.6;2;2;12;Юг;1;Монолитный;0.2;47121
