order_id;customer_id;order_date;total_amount;status;shipping_cost;discount_amount
4342;257;2023-12-03;10536;Доставлен;0;1518
4343;4827;2025-06-21;19155;В пути;0;2830
4344;3620;2024-07-08;10705;Доставлен;0;548
4345;3385;2024-05-03;10269;Отменен;0;298
4346;878;2024-09-05;5381;Доставлен;0;461
4347;1287;2024-07-25;1017;Доставлен;345;108
4348;4266;2024-07-28;15894;В пути;0;1250
4349;3977;2024-03-05;28044;Отменен;0;2644
4350;1560;2024-04-28;15691;Отменен;0;1287
4351;3774;2024-03-23;10595;Отменен;0;1068
4352;281;2024-04-09;4377;Доставлен;0;224
4353;3345;2025-01-27;19692;Доставлен;0;2562
4354;2363;2024-01-01;4208;Отменен;0;502
4355;3355;2024-09-09;20593;Доставлен;0;0
4356;137;2025-02-16;19560;Отменен;0;2887
4357;4724;2025-09-03;8077;Доставлен;0;678
4358;3669;2023-10-20;3678;В пути;0;333
4359;1636;2024-12-30;28835;Доставлен;0;42
4360;870;2023-12-05;3319;Отменен;0;136
4361;4109;2025-02-15;4186;Отменен;0;268
4362;1004;2024-09-28;16171;В пути;0;465
4363;4820;2024-01-17;22755;Доставлен;0;1603
4364;4525;2025-05-30;629;Доставлен;665;80
4365;2203;2025-02-02;1027;Доставлен;256;148
4366;3677;2024-10-05;4551;В пути;0;21
4367;129;2025-06-09;1725;В пути;553;67
4368;1677;2024-09-23;10993;Отменен;0;733
4369;1607;2024-05-10;5142;В пути;0;540
4370;2281;2024-08-12;3387;Доставлен;0;419
4371;1385;2025-05-16;11257;Доставлен;0;1010
4372;3320;2025-08-17;18467;Отменен;0;306
4373;2932;2024-05-24;16315;Доставлен;0;1337
4374;834;2025-04-15;7076;Отменен;0;50
4375;2116;2024-09-11;9648;Доставлен;0;1124
4376;2398;2024-09-27;2550;Доставлен;359;308
4377;2068;2025-01-10;8816;Отменен;0;112
4378;121;2023-09-11;21321;Доставлен;0;851
4379;2742;2024-10-16;17492;В пути;0;2473
4380;4578;2025-04-11;7118;Доставлен;0;715
4381;2674;2024-11-08;14184;В пути;0;1449
4382;979;2025-02-19;12238;Отменен;0;835
4383;2123;2023-12-09;743;Отменен;686;85
4384;2411;2024-02-21;1635;Доставлен;260;207
4385;4562;2025-01-17;4215;Отменен;0;568
4386;2042;2024-04-15;1962;Доставлен;482;120
4387;3896;2024-03-27;2676;Доставлен;303;53
4388;3168;2025-06-14;3834;Отменен;0;182
4389;2889;2025-08-30;4987;Доставлен;0;695
4390;4924;2024-05-26;1656;Доставлен;710;35
4391;2898;2025-05-23;9585;В пути;0;787
4392;4248;2023-09-13;5283;Доставлен;0;62
4393;717;2024-02-14;9792;Доставлен;0;683
4394;624;2025-03-03;11673;Доставлен;0;12
4395;3129;2024-12-28;3576;Доставлен;0;414
4396;3883;2023-12-10;16335;В пути;0;1548
4397;1106;2024-07-25;3252;Доставлен;0;138
4398;191;2024-08-02;4380;В пути;0;378
4399;2718;2023-09-28;699;В пути;792;22
4400;716;2025-04-22;26502;Доставлен;0;907
4401;3840;2024-10-13;1369;Отменен;429;33
4402;826;2025-05-19;4709;Отменен;0;500
4403;3276;2024-06-22;9270;Доставлен;0;1010
4404;1568;2024-08-22;5099;В пути;0;369
4405;1610;2023-09-13;6489;Доставлен;0;682
4406;2509;2025-04-07;22833;Доставлен;0;698
4407;982;2024-01-03;5693;Отменен;0;564
4408;3406;2025-06-22;11153;В пути;0;1040
4409;4441;2025-05-14;5590;В пути;0;116
4410;4612;2023-12-08;1856;Доставлен;674;38
4411;4980;2025-07-09;2329;Доставлен;226;13
4412;4901;2024-02-09;13094;Доставлен;0;118
4413;4786;2023-11-18;495;Доставлен;298;2
4414;4844;2025-01-08;13512;Доставлен;0;1731
4415;788;2025-04-21;3740;В пути;0;6
4416;4279;2024-12-13;13812;Доставлен;0;1541
4417;954;2024-04-04;2657;Доставлен;639;374
4418;122;2024-10-16;1149;Отменен;717;59
4419;980;2024-06-18;794;Доставлен;397;23
4420;524;2025-02-27;3445;Доставлен;0;218
4421;3643;2024-09-14;3129;Доставлен;0;101
4422;306;2023-09-11;9312;Отменен;0;985
4423;4614;2023-11-10;12322;Отменен;0;1615
4424;3595;2023-12-02;3469;Доставлен;0;147
4425;20;2025-06-26;2789;В пути;235;194
4426;1295;2025-05-22;18775;Отменен;0;1982
4427;866;2025-02-11;3719;В пути;0;357
4428;2451;2025-02-12;6914;Отменен;0;330
4429;4381;2024-08-03;4869;Доставлен;0;273
4430;1782;2023-10-31;7471;Отменен;0;207
4431;4584;2024-09-05;21012;Доставлен;0;1251
4432;4868;2023-11-25;4299;Отменен;0;270
4433;2056;2025-01-24;698;Доставлен;603;28
4434;2831;2023-12-09;25013;Отменен;0;3036
4435;4904;2025-05-29;11556;В пути;0;448
4436;3426;2024-05-17;24646;В пути;0;2339
4437;488;2025-05-30;17986;Доставлен;0;851
4438;1919;2025-06-02;3079;В пути;0;329
4439;2743;2024-07-29;6192;В пути;0;68
4440;1438;2024-05-12;3167;Отменен;0;14
4441;4760;2024-10-05;3174;Доставлен;0;318
4442;4109;2025-08-30;5190;Доставлен;0;532
4443;4095;2025-05-18;27673;Доставлен;0;3793
4444;3157;2024-08-22;11010;В пути;0;104
4445;2068;2024-08-25;11550;Доставлен;0;1394
4446;4067;2025-01-08;1461;В пути;422;148
4447;2115;2024-05-14;3261;Отменен;0;333
4448;4490;2024-05-29;3779;Доставлен;0;406
4449;1427;2024-08-27;3408;Отменен;0;325
4450;3145;2025-05-15;5160;Доставлен;0;255
4451;469;2025-06-26;10251;Отменен;0;332
4452;1034;2024-12-15;2904;Доставлен;492;84
4453;2648;2025-07-08;12868;Отменен;0;1267
4454;580;2024-04-16;1381;Отменен;230;21
4455;3723;2024-05-26;4930;Доставлен;0;130
4456;1445;2025-03-19;16290;Доставлен;0;1357
4457;3983;2024-03-27;7443;Отменен;0;118
4458;2521;2024-07-01;4293;Доставлен;0;201
4459;319;2025-02-04;10330;Доставлен;0;427
4460;1031;2023-11-21;1739;Доставлен;229;5
4461;933;2025-05-07;2763;Доставлен;752;33
4462;4924;2024-11-16;1374;В пути;574;205
4463;4113;2025-01-31;7572;Доставлен;0;372
4464;2642;2025-03-15;18999;В пути;0;209
4465;3428;2024-05-13;1682;Доставлен;310;8
4466;1111;2024-12-03;2835;Отменен;642;48
4467;4748;2024-12-17;3756;Доставлен;0;269
4468;376;2025-05-12;5358;Доставлен;0;283
4469;701;2024-06-03;23318;Доставлен;0;431
4470;4568;2024-04-29;9633;Доставлен;0;240
4471;1855;2024-04-11;14437;Доставлен;0;919
4472;1328;2024-08-11;25143;Отменен;0;286
4473;3586;2024-12-26;5163;Доставлен;0;576
4474;4772;2025-05-10;3059;Доставлен;0;425
4475;1290;2025-04-17;17469;В пути;0;2461
4476;3690;2025-08-26;22759;В пути;0;3065
4477;3596;2024-07-21;6400;Доставлен;0;825
4478;4840;2024-12-21;1743;Доставлен;522;7
4479;247;2024-05-17;2274;Доставлен;270;45
4480;1117;2024-08-27;2161;В пути;386;49
4481;2008;2025-08-07;1711;В пути;519;183
4482;3348;2024-11-30;511;Доставлен;653;9
4483;4677;2023-09-29;5080;Доставлен;0;124
4484;996;2024-12-13;4239;Доставлен;0;633
4485;1347;2024-04-10;3588;В пути;0;174
4486;59;2023-12-24;15818;Доставлен;0;1573
4487;4723;2024-10-08;5427;В пути;0;713
4488;4202;2023-12-02;7893;В пути;0;160
4489;240;2023-10-22;5203;Доставлен;0;628
4490;4748;2025-08-03;6475;Доставлен;0;159
4491;760;2025-08-29;3504;Доставлен;0;415
4492;1162;2024-03-19;1840;Отменен;279;66
4493;4912;2024-02-18;3081;Отменен;0;78
4494;792;2023-10-15;24463;Доставлен;0;1129
4495;72;2024-11-01;6261;В пути;0;679
4496;905;2024-10-17;17454;Доставлен;0;1734
4497;242;2024-09-14;21904;Доставлен;0;2188
4498;4151;2024-02-08;10356;Доставлен;0;1045
4499;199;2024-09-15;9008;Доставлен;0;771
4500;254;2025-04-26;4171;Доставлен;0;345
4501;390;2024-05-30;13690;Доставлен;0;1524
4502;4296;2025-05-04;16555;Доставлен;0;2003
4503;4301;2025-04-07;3120;Доставлен;0;114
4504;1317;2023-12-16;20735;Отменен;0;1283
4505;15;2023-12-14;21577;Доставлен;0;2878
4506;212;2024-05-06;2582;Отменен;558;197
4507;103;2025-06-20;12364;Доставлен;0;1322
4508;1129;2023-11-06;643;Отменен;228;95
4509;2082;2025-08-22;11208;Доставлен;0;564
4510;2148;2025-03-02;11219;В пути;0;1111
4511;180;2024-02-04;10704;Отменен;0;167
4512;1959;2024-06-02;942;Доставлен;202;10
4513;4437;2025-07-28;5316;Доставлен;0;13
4514;2050;2024-04-25;4118;Доставлен;0;135
4515;3849;2023-11-23;9371;Доставлен;0;602
4516;4802;2024-05-30;2036;В пути;531;145
4517;1734;2025-02-14;19834;Доставлен;0;1406
4518;3149;2025-06-06;6227;Отменен;0;788
4519;4168;2024-03-26;1307;Отменен;390;56
4520;2923;2024-09-21;8236;Доставлен;0;531
4521;3189;2025-04-26;926;Доставлен;759;127
4522;4929;2024-03-17;18650;В пути;0;1191
4523;3192;2024-10-25;6229;Доставлен;0;126
4524;1373;2024-09-28;16912;В пути;0;125
4525;4660;2023-12-10;8918;Доставлен;0;262
4526;2011;2024-05-23;18981;Доставлен;0;2295
4527;2661;2023-10-29;11445;Отменен;0;1428
4528;2859;2024-12-21;6088;Доставлен;0;446
4529;4773;2023-12-24;4078;Отменен;0;436
4530;2834;2024-07-28;1022;В пути;457;131
4531;2983;2024-01-03;4137;Доставлен;0;411
4532;1180;2025-01-19;2796;Доставлен;485;408
4533;1375;2024-06-01;10007;Доставлен;0;407
4534;1250;2025-03-14;4612;Отменен;0;597
4535;1067;2023-12-18;5465;В пути;0;189
4536;1780;2025-03-02;6349;В пути;0;2
4537;1082;2024-11-23;16340;Доставлен;0;761
4538;4925;2025-03-15;14526;В пути;0;967
4539;1417;2025-05-11;7318;В пути;0;50
4540;2407;2025-01-04;762;Доставлен;800;39
4541;2875;2023-12-19;3724;В пути;0;30
4542;4717;2025-02-27;1689;Доставлен;236;133
4543;3881;2024-05-05;4232;Доставлен;0;521
4544;3095;2025-05-20;2251;Доставлен;246;205
4545;4004;2023-11-17;3963;Доставлен;0;519
4546;1715;2023-09-14;8003;Отменен;0;133
4547;4161;2024-05-16;17925;Доставлен;0;1809
4548;2327;2025-01-28;3476;Доставлен;0;496
4549;4394;2025-07-25;3577;Доставлен;0;9
4550;1168;2024-12-25;4879;Доставлен;0;313
4551;2953;2025-02-19;5669;Доставлен;0;91
4552;3140;2025-05-03;5025;Доставлен;0;162
4553;806;2023-12-14;3263;Доставлен;0;30
4554;678;2024-10-04;23941;Доставлен;0;2156
4555;1485;2025-05-20;5177;Доставлен;0;353
4556;4860;2024-02-25;21246;Доставлен;0;2338
4557;3542;2025-03-31;4209;Доставлен;0;83
4558;4407;2023-12-05;4253;Отменен;0;39
4559;1563;2023-12-07;6941;В пути;0;989
4560;155;2024-09-21;1855;Отменен;247;227
4561;2459;2025-03-24;7964;Отменен;0;964
4562;3309;2025-07-06;1783;В пути;610;169
4563;4135;2025-04-22;2528;Доставлен;461;250
4564;1880;2025-08-25;3400;Доставлен;0;244
4565;818;2025-07-12;20213;Доставлен;0;957
4566;2886;2024-12-12;12062;Доставлен;0;244
4567;3268;2024-04-13;10349;Доставлен;0;1485
4568;2627;2025-03-21;1086;В пути;787;77
4569;1694;2024-04-05;15275;В пути;0;2230
4570;1795;2024-03-20;10845;Доставлен;0;323
4571;3253;2024-10-18;1204;Доставлен;242;84
4572;4206;2024-11-06;13627;Доставлен;0;448
4573;2127;2024-11-22;8026;Доставлен;0;175
4574;515;2024-09-06;10808;Отменен;0;215
4575;1652;2023-12-20;16329;Доставлен;0;494
4576;1125;2025-04-07;5789;Доставлен;0;446
4577;1374;2023-12-03;3840;В пути;0;456
4578;4843;2024-02-14;3003;В пути;0;113
4579;608;2023-10-29;5573;Доставлен;0;345
4580;4461;2023-10-23;11255;Доставлен;0;739
4581;1514;2024-01-25;3209;Доставлен;0;433
4582;2685;2025-08-03;3145;В пути;0;65
4583;4855;2024-07-15;16826;Отменен;0;1562
4584;4214;2025-07-30;3404;В пути;0;428
4585;2615;2025-08-13;1290;Доставлен;235;167
4586;3271;2023-11-11;5205;В пути;0;526
4587;614;2024-05-05;690;Доставлен;432;90
4588;1586;2024-08-22;2416;Доставлен;586;353
4589;1630;2024-11-21;3626;Доставлен;0;528
4590;4542;2025-07-24;821;В пути;752;105
4591;3598;2025-08-16;6043;Доставлен;0;829
4592;3784;2024-10-09;676;Отменен;358;95
4593;322;2025-08-21;16371;Отменен;0;790
4594;2601;2025-07-27;4057;Доставлен;0;159
4595;2844;2025-06-24;14946;Доставлен;0;2231
4596;2667;2023-11-15;10147;В пути;0;799
4597;3289;2025-02-27;21065;Доставлен;0;1806
4598;4643;2023-11-13;19683;В пути;0;2323
4599;532;2024-08-30;29611;В пути;0;3488
4600;1343;2023-10-10;5983;Отменен;0;75
4601;1871;2025-01-01;12212;Доставлен;0;680
4602;4754;2024-03-09;2199;Доставлен;365;103
4603;2273;2024-05-13;9493;В пути;0;547
4604;452;2025-01-15;5425;Отменен;0;296
4605;4366;2024-06-27;2056;В пути;623;65
4606;4865;2024-12-05;10589;Доставлен;0;1415
4607;1722;2024-09-23;3100;Доставлен;0;320
4608;984;2025-01-19;10980;В пути;0;1313
4609;3607;2024-02-13;9763;Отменен;0;315
4610;2816;2024-03-01;22610;Отменен;0;826
4611;714;2024-09-17;23063;Доставлен;0;2460
4612;3064;2024-08-30;14636;Доставлен;0;513
4613;3263;2025-03-31;10745;Отменен;0;184
4614;2947;2025-07-24;11576;Доставлен;0;1646
4615;1325;2023-12-09;16756;В пути;0;29
4616;4290;2024-08-13;4998;Отменен;0;113
4617;4482;2025-07-26;4126;Доставлен;0;46
4618;3623;2024-12-14;8364;Доставлен;0;628
4619;3304;2023-12-22;17038;Доставлен;0;1921
4620;1845;2025-06-27;18818;Доставлен;0;705
4621;3925;2023-09-18;1096;Доставлен;699;136
4622;3825;2024-11-28;6815;Отменен;0;417
4623;626;2024-12-04;2747;Отменен;790;244
4624;1944;2025-06-23;25857;В пути;0;380
4625;3253;2025-04-29;2496;Отменен;292;91
4626;106;2024-12-04;700;В пути;254;40
4627;3307;2023-12-11;3921;Доставлен;0;201
4628;1458;2025-05-01;9919;Доставлен;0;1375
4629;3683;2024-04-04;10788;В пути;0;1476
4630;1734;2025-02-11;19210;Отменен;0;901
4631;3431;2025-07-29;12980;В пути;0;1161
4632;2572;2025-04-23;7712;Отменен;0;663
4633;1552;2024-05-30;23382;Доставлен;0;1920
4634;1131;2024-12-22;1803;Доставлен;609;237
4635;4367;2024-11-01;9221;Доставлен;0;1039
4636;2996;2025-02-07;29091;Доставлен;0;3093
4637;415;2024-12-23;3496;Доставлен;0;343
4638;4623;2025-02-12;1701;В пути;272;147
4639;1757;2024-12-02;4203;Доставлен;0;40
4640;3174;2025-02-21;4201;Отменен;0;461
4641;1937;2024-10-25;1027;Доставлен;501;141
4642;1024;2025-03-03;14395;В пути;0;1738
4643;245;2025-01-09;3411;Доставлен;0;168
4644;2040;2024-03-25;13821;В пути;0;1902
4645;2590;2025-08-11;5477;Отменен;0;0
4646;4913;2023-11-22;19995;Доставлен;0;1791
4647;2874;2024-12-28;9073;Доставлен;0;1005
4648;2152;2024-06-01;1015;Доставлен;368;55
4649;852;2025-03-09;9815;Отменен;0;1254
4650;1315;2025-03-03;5022;Доставлен;0;248
4651;3628;2024-04-19;12718;В пути;0;1807
4652;4304;2025-05-06;18890;Доставлен;0;459
4653;537;2024-05-23;18168;В пути;0;1049
4654;3045;2023-09-17;9411;В пути;0;963
4655;1672;2024-01-06;9051;Отменен;0;718
4656;1414;2023-12-06;4948;Доставлен;0;366
4657;738;2024-06-01;7711;Отменен;0;598
4658;3605;2025-08-22;9146;В пути;0;467
4659;4380;2025-06-28;13047;Доставлен;0;1799
4660;395;2024-02-22;10869;Доставлен;0;275
4661;4869;2025-01-12;6268;Отменен;0;249
4662;937;2024-11-02;6921;Доставлен;0;989
4663;2396;2024-12-18;1677;Доставлен;548;22
4664;2061;2024-06-18;16284;Доставлен;0;927
4665;3676;2025-04-02;6943;В пути;0;805
4666;466;2025-02-05;22404;В пути;0;1113
4667;10;2024-05-06;3931;В пути;0;181
4668;2705;2024-09-14;10939;Доставлен;0;1531
4669;332;2023-11-29;5980;Отменен;0;745
4670;3791;2025-01-04;2210;Доставлен;596;12
4671;3918;2024-08-01;6634;Доставлен;0;218
4672;763;2024-11-26;9095;Отменен;0;528
4673;1539;2025-03-20;16901;В пути;0;619
4674;1034;2024-10-16;3466;Доставлен;0;449
4675;4415;2025-04-08;27815;Отменен;0;2848
4676;3544;2025-08-25;7485;Доставлен;0;539
4677;88;2024-12-13;12691;Доставлен;0;1711
4678;2886;2024-11-30;19051;Доставлен;0;2225
4679;4709;2024-05-22;7266;В пути;0;489
4680;2622;2024-01-16;9704;Доставлен;0;502
4681;808;2024-10-09;19330;Доставлен;0;2109
4682;2130;2024-11-24;18763;Доставлен;0;1697
4683;893;2024-10-30;21157;Доставлен;0;2731
4684;2879;2024-08-15;16348;Доставлен;0;1666
4685;4345;2023-11-18;2732;Отменен;681;349
4686;3250;2024-08-23;5836;Отменен;0;204
4687;755;2024-02-17;23210;Доставлен;0;2514
4688;741;2025-04-29;19422;Доставлен;0;1764
4689;778;2025-03-23;10815;В пути;0;751
4690;3320;2024-02-09;9306;Доставлен;0;84
4691;4565;2025-01-27;1215;Доставлен;800;49
4692;351;2024-06-05;16562;Доставлен;0;2197
4693;562;2023-11-21;12339;Доставлен;0;671
4694;3360;2025-06-14;7965;Доставлен;0;671
4695;1149;2024-12-30;6031;Доставлен;0;78
4696;1346;2024-10-10;6208;Доставлен;0;678
4697;1808;2024-12-03;12369;Доставлен;0;687
4698;814;2024-10-22;21362;Доставлен;0;1924
4699;2996;2025-04-09;12100;Доставлен;0;1098
4700;1332;2024-04-19;12147;Доставлен;0;1171
4701;3932;2024-03-28;2106;В пути;632;282
4702;4342;2024-09-24;21567;Доставлен;0;1676
4703;1525;2024-05-30;22207;Доставлен;0;850
4704;2474;2023-12-09;3135;Доставлен;0;328
4705;1411;2024-06-21;4832;Доставлен;0;483
4706;916;2024-06-14;5307;В пути;0;436
4707;3897;2023-11-12;3506;Отменен;0;442
4708;1247;2025-01-12;14149;Доставлен;0;2109
4709;2578;2024-01-20;25586;В пути;0;3262
4710;1124;2024-12-04;12756;Доставлен;0;863
4711;1236;2024-01-28;2698;Отменен;537;336
4712;3122;2024-06-03;3750;Доставлен;0;198
4713;4455;2025-04-20;4129;Доставлен;0;404
4714;3951;2025-07-21;20602;В пути;0;2340
4715;1927;2023-09-27;2727;Доставлен;549;346
4716;1925;2024-12-10;22476;Доставлен;0;1606
4717;1044;2025-05-26;1108;Отменен;267;156
4718;3957;2025-02-08;3716;Отменен;0;91
4719;1639;2023-09-05;3619;В пути;0;132
4720;2825;2025-08-13;16937;Доставлен;0;2449
4721;4178;2023-10-28;13293;В пути;0;629
4722;1372;2024-12-08;22441;Доставлен;0;2771
4723;1263;2024-01-31;1516;Отменен;460;129
4724;4819;2024-11-17;1542;В пути;297;225
4725;2544;2023-10-05;3224;Доставлен;0;251
4726;1966;2024-11-22;10434;Доставлен;0;529
4727;2171;2024-10-21;25192;В пути;0;3099
4728;1534;2025-01-08;13152;Доставлен;0;1508
4729;1228;2024-12-23;20021;Доставлен;0;384
4730;281;2024-12-14;4248;Доставлен;0;136
4731;3744;2024-10-14;11151;Доставлен;0;1496
4732;1632;2024-08-25;7977;Отменен;0;917
4733;3021;2024-12-21;2572;В пути;454;333
4734;2078;2025-03-27;8319;Доставлен;0;162
4735;1662;2024-09-02;5958;Доставлен;0;388
4736;60;2025-07-10;9121;Отменен;0;1120
4737;1647;2025-03-19;8888;Доставлен;0;1168
4738;2005;2023-11-16;24785;В пути;0;3493
4739;3121;2025-04-07;11273;Отменен;0;1195
4740;4767;2024-12-20;3569;Доставлен;0;32
4741;4468;2023-12-11;17646;В пути;0;394
4742;3291;2025-07-26;11093;Доставлен;0;943
4743;94;2024-12-15;2027;Отменен;348;244
4744;2514;2025-03-31;7379;В пути;0;999
4745;442;2025-04-13;9864;В пути;0;1154
4746;367;2025-01-01;12849;Доставлен;0;1636
4747;4697;2025-03-23;13562;Отменен;0;395
4748;2092;2024-02-14;8159;В пути;0;1136
4749;4613;2023-10-04;3418;Доставлен;0;281
4750;2106;2024-11-02;12290;В пути;0;999
4751;260;2025-06-26;26986;В пути;0;227
4752;1325;2023-12-05;21817;Отменен;0;1239
4753;2082;2025-07-07;26474;Отменен;0;3183
4754;4315;2024-01-11;3590;Доставлен;0;423
4755;861;2025-08-05;809;Отменен;310;70
4756;4089;2024-12-09;23844;Доставлен;0;1351
4757;436;2024-06-13;9686;Доставлен;0;674
4758;3429;2024-04-07;9408;Доставлен;0;549
4759;248;2024-05-27;7118;Доставлен;0;127
4760;4123;2023-11-18;17141;Доставлен;0;636
4761;4984;2024-11-30;4461;Доставлен;0;512
4762;270;2024-03-05;8593;Доставлен;0;821
4763;3912;2025-03-22;2651;Доставлен;204;151
4764;3405;2024-06-07;24758;В пути;0;1577
4765;4886;2024-05-25;12598;В пути;0;1665
4766;2962;2025-07-01;8961;Доставлен;0;148
4767;3259;2025-02-09;4186;Доставлен;0;32
4768;4133;2024-12-01;14698;В пути;0;331
4769;2172;2024-03-24;18782;Доставлен;0;1732
4770;2950;2025-06-06;8407;Отменен;0;1206
4771;2859;2024-08-22;8028;Доставлен;0;615
4772;4974;2024-01-13;8968;Доставлен;0;865
4773;4611;2024-04-15;7632;В пути;0;365
4774;1218;2025-05-21;9961;В пути;0;1043
4775;805;2023-10-03;4235;В пути;0;237
4776;4890;2024-05-05;3939;Доставлен;0;17
4777;1574;2023-10-02;2162;Доставлен;753;258
4778;3638;2024-08-27;705;Отменен;545;42
4779;3976;2024-10-12;8783;Отменен;0;86
4780;1499;2025-04-19;2979;Доставлен;387;248
4781;1169;2025-03-22;2846;В пути;372;339
4782;1878;2024-10-14;11235;Доставлен;0;708
4783;388;2025-03-10;4228;В пути;0;499
4784;2850;2024-05-15;2611;Доставлен;529;178
4785;2325;2025-02-05;23636;Доставлен;0;1060
4786;228;2025-03-30;9942;Доставлен;0;1190
4787;4247;2024-10-18;2708;Доставлен;542;336
4788;4674;2023-11-27;3559;Отменен;0;452
4789;3175;2024-03-29;6994;Отменен;0;320
4790;107;2025-06-16;641;Доставлен;265;5
4791;3794;2024-03-01;2480;Доставлен;586;49
4792;3378;2025-06-04;1762;В пути;496;72
4793;3178;2025-02-06;2953;Доставлен;320;148
4794;3407;2025-05-18;3788;Отменен;0;195
4795;279;2024-11-12;4059;Доставлен;0;604
4796;8;2023-11-10;4592;Доставлен;0;498
4797;1527;2024-10-14;3706;В пути;0;469
4798;1691;2024-07-20;1975;Доставлен;703;201
4799;4359;2024-09-14;10902;Доставлен;0;1136
4800;4819;2024-08-11;1942;Доставлен;251;232
4801;1161;2024-01-22;12221;Доставлен;0;311
4802;2303;2024-04-25;710;Доставлен;656;68
4803;1892;2024-11-09;11376;Доставлен;0;268
4804;2283;2025-04-12;22669;В пути;0;2261
4805;4022;2024-05-26;17174;Отменен;0;2243
4806;1371;2023-11-06;8801;Доставлен;0;615
4807;4457;2024-09-30;2754;Отменен;267;290
4808;1911;2024-10-03;6718;Доставлен;0;561
4809;4681;2024-02-12;25554;Доставлен;0;118
4810;3449;2025-06-02;13698;Доставлен;0;1071
4811;3708;2024-05-23;13039;Отменен;0;572
4812;1721;2024-03-25;4208;Доставлен;0;607
4813;4715;2024-10-30;2664;В пути;367;69
4814;3623;2025-06-10;2851;Доставлен;227;321
4815;4693;2025-03-23;946;Отменен;275;91
4816;2554;2025-02-21;2346;Доставлен;579;316
4817;3539;2025-03-21;7643;Доставлен;0;1091
4818;3010;2025-02-17;2319;Доставлен;277;228
4819;1334;2024-08-18;12026;Доставлен;0;1474
4820;479;2024-08-12;13439;Доставлен;0;214
4821;328;2024-06-23;5984;Доставлен;0;225
4822;4643;2025-03-07;10447;Отменен;0;62
4823;2909;2025-04-07;1491;Доставлен;474;46
4824;138;2025-03-11;11200;Отменен;0;890
4825;4196;2024-01-14;5310;Доставлен;0;19
4826;3370;2025-07-27;3089;Доставлен;0;336
4827;2956;2024-05-20;4921;В пути;0;362
4828;140;2024-02-23;8962;Доставлен;0;869
4829;1219;2024-05-23;4403;Доставлен;0;634
4830;3711;2024-12-27;3260;Доставлен;0;201
4831;3517;2025-05-14;2633;Доставлен;689;199
4832;3273;2023-11-14;6550;Отменен;0;510
4833;681;2024-07-14;4077;Доставлен;0;496
4834;292;2024-11-26;19837;Отменен;0;1439
4835;605;2023-12-14;559;Доставлен;767;79
4836;3832;2024-10-10;13239;В пути;0;392
4837;1161;2024-01-20;8950;Доставлен;0;652
4838;793;2025-04-14;2948;Доставлен;554;323
4839;2992;2025-03-04;13297;Отменен;0;1091
4840;3346;2024-02-25;5112;Доставлен;0;404
4841;201;2023-12-07;13189;Доставлен;0;382
4842;413;2025-01-29;5102;Доставлен;0;152
4843;4839;2025-06-02;4906;Доставлен;0;155
4844;3121;2024-04-03;20395;Доставлен;0;575
4845;395;2025-02-27;7686;Доставлен;0;771
4846;3790;2025-07-18;3931;Доставлен;0;325
4847;3085;2024-04-10;2385;Доставлен;659;141
4848;3635;2024-04-30;3621;Доставлен;0;493
4849;753;2025-09-01;1504;В пути;371;65
4850;4721;2024-06-28;2518;Доставлен;296;101
4851;2589;2024-06-14;2739;Доставлен;615;406
4852;1680;2025-04-25;21314;Доставлен;0;2352
4853;1681;2023-09-09;14154;Доставлен;0;345
4854;1010;2024-09-23;18647;Доставлен;0;791
4855;2416;2024-01-08;20042;Доставлен;0;76
4856;2254;2024-01-19;5088;Доставлен;0;664
4857;1762;2023-09-12;16735;Отменен;0;1581
4858;3162;2024-02-03;2598;Доставлен;543;110
4859;1602;2024-10-23;11555;В пути;0;746
4860;2159;2025-05-26;4686;Отменен;0;603
4861;704;2024-11-06;12024;Доставлен;0;166
4862;1403;2024-11-19;4907;Доставлен;0;195
4863;2826;2025-04-29;25030;Доставлен;0;1476
4864;3199;2024-10-02;8302;Доставлен;0;391
4865;1259;2025-01-19;7678;В пути;0;192
4866;4046;2025-06-30;6500;Доставлен;0;279
4867;1478;2024-10-11;2582;Доставлен;229;29
4868;4523;2024-11-24;14333;Доставлен;0;1075
4869;1633;2024-08-07;6438;Доставлен;0;517
4870;1779;2023-12-05;3969;Доставлен;0;399
4871;2847;2025-01-03;11710;В пути;0;885
4872;272;2023-09-20;9844;Доставлен;0;193
4873;4542;2024-08-19;4377;Доставлен;0;531
4874;2095;2025-03-12;12322;В пути;0;1798
4875;1258;2025-07-21;1143;В пути;201;25
4876;4797;2024-12-23;1061;Доставлен;678;125
4877;1034;2024-06-30;1229;Доставлен;707;158
4878;4166;2023-10-08;18413;Отменен;0;1472
4879;4623;2025-04-22;2443;Доставлен;292;196
4880;2335;2024-04-27;2760;Доставлен;446;82
4881;3697;2024-01-25;3160;Отменен;0;353
4882;606;2024-06-18;2593;Доставлен;345;17
4883;2598;2024-07-27;7568;Доставлен;0;364
4884;475;2024-01-15;21597;Доставлен;0;1444
4885;776;2025-07-07;21093;Доставлен;0;969
4886;3988;2024-12-07;629;Доставлен;741;29
4887;1594;2024-09-09;2565;Доставлен;388;219
4888;685;2025-07-10;24669;Доставлен;0;3527
4889;700;2024-02-05;15276;В пути;0;975
4890;2237;2024-07-27;1960;Доставлен;494;74
4891;4456;2024-12-30;10826;Доставлен;0;1128
