ID_продажи,Дата,ID_продукта,ID_клиента,Категория,Количество,Цена,Скидка,Регион,Менеджер
S1353,2023-03-17,P016,C092,Спорт,3,2483.13,0.0,Казань,Иванов
S1354,2023-07-27,P036,C192,Книги,1,1031.68,2.3,Москва,Петров
S1355,2023-03-08,P026,C096,Электроника,3,1664.69,1.2,Москва,Морозова
S1356,2023-08-16,P006,C085,Электроника,1,2574.48,0.0,Екатеринбург,Морозова
S1357,2023-07-22,P025,C175,Спорт,1,1026.36,0.0,Москва,Петров
S1358,2023-01-18,P040,C063,Дом и сад,3,3578.0,0.0,Москва,Козлов
S1359,2023-03-12,P042,C135,Одежда,3,2465.85,9.9,Новосибирск,Сидорова
S1360,2023-09-03,P032,C089,Книги,3,899.09,0.0,СПб,Петров
S1362,2023-05-24,P031,C136,Дом и сад,4,3998.58,11.5,Екатеринбург,Сидорова
S1363,2023-10-01,P048,C015,Одежда,3,2953.19,0.0,Казань,Петров
S1364,2023-04-01,P021,C189,Дом и сад,7,501.54,9.5,Екатеринбург,Кузнецов
S1365,2023-04-07,P052,C127,Книги,2,1082.79,0.0,Москва,Петров
S1366,2023-01-11,P001,C085,Книги,1,434.88,9.3,Новосибирск,Сидорова
S1367,2023-01-31,P038,C181,Одежда,4,2585.5,9.6,СПб,Морозова
S1368,2023-07-22,P022,C078,Дом и сад,1,967.01,21.9,Казань,Морозова
S1369,2023-06-12,P036,C178,Книги,5,601.83,0.0,Москва,Сидорова
S1370,2024-01-11,P009,C046,Электроника,8,4769.14,0.0,Казань,Кузнецов
S1371,2023-01-17,P021,C157,Одежда,3,581.1,0.0,СПб,Иванов
S1372,2023-05-02,P021,C043,Электроника,5,3515.11,4.0,Москва,Петров
S1373,2023-05-08,P023,C066,Электроника,4,716.66,0.0,СПб,Петров
S1374,2023-07-31,P025,C090,Книги,2,1691.85,6.2,Новосибирск,Петров
S1375,2023-03-25,P052,C009,Дом и сад,1,1340.06,0.0,СПб,Козлов
S1376,2023-03-24,P036,C024,Дом и сад,3,2609.12,0.0,Москва,Морозова
S1377,2023-03-26,P028,C041,Электроника,1,1424.98,0.0,Екатеринбург,Морозова
S1378,2024-01-09,P043,C073,Дом и сад,1,578.69,0.0,Новосибирск,Петров
S1379,2023-01-28,P028,C023,Дом и сад,5,2650.33,0.0,Москва,Петров
S1380,2023-03-29,P006,C122,Электроника,2,2288.6,0.0,Екатеринбург,Иванов
S1381,2023-11-25,P012,C095,Спорт,2,1754.19,0.0,СПб,Петров
S1382,2023-05-18,P010,C193,Электроника,1,2047.06,0.0,Казань,Кузнецов
S1383,2023-04-27,P025,C134,Спорт,10,2514.26,18.6,Москва,Сидорова
S1384,2023-02-10,P046,C009,Книги,3,1130.27,0.0,Казань,Петров
S1385,2023-03-03,P029,C045,Одежда,10,2482.84,0.0,СПб,Морозова
S1386,2023-08-11,P053,C161,Одежда,5,996.29,23.7,Москва,Козлов
S1387,2023-10-12,P021,C071,Книги,2,1772.24,6.6,СПб,Козлов
S1388,2023-02-27,P010,C146,Книги,3,1936.7,0.0,Москва,Иванов
S1389,2023-05-27,P023,C106,Дом и сад,2,2148.11,0.0,Москва,Сидорова
S1390,2023-07-26,P039,C175,Спорт,1,3152.16,0.0,Москва,Морозова
S1391,2023-09-01,P024,C006,Дом и сад,5,1491.0,0.0,СПб,Морозова
S1392,2023-12-17,P015,C035,Дом и сад,11,1995.2,3.4,СПб,Морозова
S1393,2023-02-15,P014,C105,Спорт,4,3081.65,5.6,Москва,Сидорова
S1394,2023-12-30,P009,C200,Книги,6,252.11,0.0,Новосибирск,Иванов
S1395,2023-05-08,P004,C093,Одежда,2,2523.47,0.0,Екатеринбург,Иванов
S1396,2023-12-15,P024,C126,Книги,2,1928.94,0.0,Екатеринбург,Сидорова
S1397,2023-03-25,P017,C192,Электроника,2,2239.55,0.0,Екатеринбург,Петров
S1398,2023-04-24,P044,C053,Дом и сад,3,2247.81,9.7,Екатеринбург,Козлов
S1399,2023-03-09,P039,C003,Одежда,1,2473.73,0.0,Казань,Морозова
S1400,2023-05-21,P025,C090,Спорт,1,1820.1,0.0,Новосибирск,Козлов
S1401,2023-10-27,P033,C170,Дом и сад,3,2537.58,0.0,Екатеринбург,Козлов
S1402,2023-02-02,P018,C164,Дом и сад,5,1340.13,9.0,Москва,Петров
S1403,2023-09-22,P004,C154,Спорт,4,2494.38,6.9,Казань,Сидорова
S1404,2023-08-03,P048,C010,Книги,4,1229.68,0.0,Новосибирск,Петров
S1405,2023-12-18,P051,C122,Дом и сад,3,3443.51,8.9,Москва,Иванов
S1406,2023-08-30,P017,C186,Книги,4,529.52,0.0,СПб,Иванов
S1407,2023-04-24,P048,C079,Спорт,5,1393.65,0.0,Москва,Иванов
S1408,2023-08-29,P041,C150,Книги,8,328.19,5.5,Казань,Козлов
S1409,2023-09-29,P004,C039,Одежда,13,1225.21,23.4,Казань,Петров
S1410,2023-06-11,P012,C200,Электроника,3,3339.65,0.0,Екатеринбург,Иванов
S1411,2023-08-20,P049,C199,Одежда,3,727.77,8.0,Москва,Козлов
S1412,2023-11-21,P028,C123,Спорт,1,2031.42,9.6,Казань,Кузнецов
S1413,2023-04-08,P001,C161,Одежда,1,2667.86,0.0,Москва,Кузнецов
S1414,2023-10-29,P005,C012,Дом и сад,8,2041.33,0.0,СПб,Козлов
S1417,2023-09-08,P013,C043,Спорт,1,1056.61,13.2,Москва,Кузнецов
S1418,2023-03-28,P046,C167,Электроника,2,3381.44,6.6,Екатеринбург,Иванов
S1419,2023-12-05,P002,C013,Электроника,2,2211.14,0.0,СПб,Петров
S1420,2023-04-16,P041,C003,Дом и сад,2,763.53,0.0,Екатеринбург,Морозова
S1421,2023-03-12,P007,C131,Книги,1,405.22,0.0,Москва,Петров
S1422,2023-05-15,P013,C092,Спорт,2,474.13,0.0,Москва,Козлов
S1423,2023-06-19,P001,C172,Электроника,6,4258.54,0.0,Москва,Иванов
S1424,2023-09-19,P047,C026,Дом и сад,3,2044.3,14.0,Москва,Петров
S1426,2023-07-04,P021,C110,Электроника,1,3911.92,0.0,Казань,Морозова
S1427,2023-11-28,P023,C113,Книги,2,1519.52,0.0,СПб,Иванов
S1428,2023-07-25,P030,C070,Спорт,4,1856.47,0.0,Казань,Петров
S1429,2023-02-27,P047,C016,Одежда,1,2760.31,0.0,Екатеринбург,Козлов
S1430,2023-04-03,P050,C092,Книги,1,1432.04,9.8,Москва,Козлов
S1432,2023-08-14,P017,C168,Дом и сад,1,3526.0,0.0,Новосибирск,Морозова
S1433,2023-10-17,P043,C087,Книги,3,1461.04,0.0,Екатеринбург,Петров
S1434,2023-09-04,P044,C165,Спорт,1,2953.28,6.5,Москва,Петров
S1435,2023-09-16,P032,C043,Электроника,4,1942.85,0.0,Москва,Кузнецов
S1436,2023-04-25,P025,C104,Одежда,1,1499.31,0.0,Москва,Козлов
S1437,2023-08-17,P032,C191,Электроника,1,2355.52,0.0,Москва,Иванов
S1438,2023-11-06,P041,C078,Книги,3,1378.27,0.0,СПб,Иванов
S1439,2023-04-25,P022,C144,Книги,3,1489.98,0.0,СПб,Иванов
S1440,2023-12-04,P022,C091,Дом и сад,3,1746.01,0.0,Казань,Козлов
S1441,2023-03-13,P048,C185,Спорт,1,2274.18,0.0,Казань,Козлов
S1442,2023-04-21,P051,C049,Дом и сад,1,1892.09,22.6,Екатеринбург,Козлов
S1443,2023-08-23,P033,C035,Спорт,1,2669.07,0.0,СПб,Кузнецов
S1444,2023-09-05,P050,C046,Книги,1,1667.44,0.0,Екатеринбург,Кузнецов
S1445,2023-06-14,P025,C108,Книги,7,1572.27,0.0,Казань,Сидорова
S1446,2023-08-20,P009,C106,Книги,4,1547.17,0.0,Новосибирск,Сидорова
S1447,2023-12-31,P036,C162,Одежда,1,1985.25,0.0,СПб,Морозова
S1448,2023-03-09,P042,C046,Книги,3,1346.38,7.8,Екатеринбург,Кузнецов
S1449,2023-10-20,P046,C107,Книги,2,1725.14,5.7,Москва,Петров
S1450,2023-01-28,P013,C069,Одежда,12,2145.15,0.0,Москва,Сидорова
S1451,2023-04-15,P003,C092,Спорт,1,3084.31,8.8,Новосибирск,Кузнецов
S1452,2023-07-19,P051,C179,Дом и сад,4,569.13,0.0,СПб,Морозова
S1454,2023-01-28,P017,C052,Книги,5,1748.8,0.0,Москва,Морозова
S1455,2023-12-27,P024,C194,Книги,3,1286.1,9.7,Москва,Петров
S1456,2023-12-16,P012,C189,Книги,1,273.14,0.0,Москва,Петров
S1457,2023-10-27,P001,C085,Спорт,4,837.64,0.0,СПб,Иванов
S1458,2023-11-17,P043,C078,Спорт,5,2083.0,0.0,Новосибирск,Кузнецов
S1459,2023-04-23,P034,C018,Книги,1,1177.54,0.0,СПб,Петров
S1460,2023-12-06,P024,C076,Одежда,8,1969.36,0.0,Екатеринбург,Морозова
S1461,2023-01-05,P023,C115,Одежда,6,1956.99,0.0,Казань,Морозова
S1462,2023-06-14,P051,C030,Спорт,1,2630.52,0.0,СПб,Сидорова
S1463,2023-09-21,P029,C125,Электроника,2,3431.88,0.0,Москва,Иванов
S1464,2023-03-27,P050,C138,Книги,1,317.85,0.0,Новосибирск,Морозова
S1465,2023-08-06,P014,C138,Спорт,3,3310.22,2.4,СПб,Сидорова
S1466,2023-01-20,P004,C046,Дом и сад,3,2469.86,0.0,Москва,Козлов
S1467,2023-08-19,P028,C081,Электроника,2,1032.38,0.0,Новосибирск,Иванов
S1468,2024-01-17,P045,C019,Дом и сад,7,782.09,3.7,Москва,Козлов
S1469,2023-07-15,P043,C008,Спорт,1,1042.58,8.2,Новосибирск,Сидорова
S1470,2023-11-21,P044,C187,Дом и сад,9,440.14,2.3,Москва,Кузнецов
S1471,2023-11-02,P036,C022,Дом и сад,1,3069.15,2.9,Казань,Кузнецов
S1472,2023-03-14,P015,C158,Дом и сад,1,1052.89,8.7,Казань,Кузнецов
S1473,2023-08-25,P005,C075,Электроника,1,1388.38,0.0,Казань,Сидорова
S1474,2023-03-07,P016,C026,Дом и сад,3,3640.43,0.0,СПб,Кузнецов
S1475,2023-12-04,P038,C040,Книги,3,1653.86,12.5,СПб,Петров
S1476,2023-12-31,P028,C071,Дом и сад,1,3038.7,5.2,СПб,Сидорова
S1477,2023-09-07,P012,C166,Книги,1,705.11,9.0,Москва,Морозова
S1478,2023-11-17,P005,C005,Книги,3,1662.76,0.0,Новосибирск,Петров
S1479,2023-01-19,P035,C139,Спорт,4,818.19,0.0,Казань,Кузнецов
S1481,2023-03-10,P033,C024,Спорт,2,383.36,0.0,Казань,Кузнецов
S1482,2023-12-17,P033,C036,Спорт,1,2134.03,0.0,Казань,Петров
S1483,2024-01-12,P023,C011,Одежда,4,925.72,0.0,Москва,Морозова
S1484,2023-04-16,P051,C093,Спорт,2,1782.13,0.0,Казань,Сидорова
S1485,2023-02-22,P034,C163,Дом и сад,5,1347.94,0.0,Москва,Морозова
S1486,2023-07-13,P042,C020,Книги,1,1950.81,0.0,СПб,Сидорова
S1487,2023-09-07,P039,C002,Книги,6,991.82,0.0,СПб,Сидорова
S1488,2023-04-19,P011,C093,Книги,4,412.99,0.0,Новосибирск,Морозова
S1489,2023-02-28,P031,C123,Одежда,3,2047.6,0.0,Москва,Петров
S1490,2023-10-21,P009,C162,Книги,1,1230.08,0.0,Москва,Петров
S1491,2023-09-22,P039,C145,Электроника,6,3775.88,9.5,Москва,Кузнецов
S1492,2023-08-30,P011,C057,Спорт,3,2853.04,2.6,Екатеринбург,Сидорова
S1493,2023-03-27,P022,C117,Книги,3,613.66,0.0,Москва,Петров
S1494,2023-09-25,P033,C176,Спорт,5,2257.36,0.0,Казань,Кузнецов
S1496,2023-09-30,P008,C024,Спорт,4,3191.25,0.0,Москва,Морозова
S1497,2023-11-29,P027,C095,Электроника,4,2430.3,17.2,Новосибирск,Сидорова
S1498,2023-10-29,P049,C179,Книги,1,440.99,0.0,Москва,Иванов
S1499,2023-05-26,P035,C105,Дом и сад,1,2952.94,6.2,Москва,Иванов
S1500,2023-07-12,P045,C081,Спорт,2,837.55,0.0,Москва,Кузнецов
S1501,2023-08-05,P040,C071,Спорт,4,1651.67,5.3,СПб,Кузнецов
S1502,2023-09-05,P020,C148,Дом и сад,4,1833.27,0.0,Казань,Иванов
S1503,2024-01-18,P051,C180,Одежда,1,1672.53,8.2,Екатеринбург,Морозова
S1504,2023-12-28,P025,C163,Электроника,5,4204.65,0.0,Екатеринбург,Иванов
S1505,2023-02-02,P024,C021,Книги,1,891.79,19.2,СПб,Морозова
S1506,2023-11-02,P050,C045,Спорт,2,985.38,0.0,Новосибирск,Сидорова
S1507,2023-04-10,P039,C131,Книги,4,1307.34,0.0,СПб,Морозова
S1510,2023-07-24,P026,C104,Книги,1,227.66,9.3,СПб,Морозова
S1511,2023-10-14,P023,C089,Дом и сад,1,3867.01,0.0,СПб,Иванов
S1512,2023-05-14,P033,C028,Книги,1,729.65,22.0,Казань,Кузнецов
S1513,2023-10-22,P029,C097,Книги,3,637.89,0.0,Новосибирск,Морозова
S1514,2023-08-24,P002,C124,Электроника,1,2222.03,3.0,Новосибирск,Сидорова
S1516,2023-09-22,P045,C068,Одежда,2,1377.11,4.1,Екатеринбург,Петров
S1517,2023-09-01,P014,C147,Дом и сад,1,3086.16,12.9,Новосибирск,Петров
S1518,2024-01-12,P017,C053,Одежда,1,974.18,0.0,Москва,Иванов
S1519,2023-03-03,P044,C170,Спорт,3,2757.37,0.0,Москва,Козлов
S1520,2023-07-10,P032,C148,Дом и сад,3,3943.82,14.2,Москва,Кузнецов
S1521,2023-03-07,P052,C109,Спорт,8,452.57,0.0,Казань,Петров
S1523,2023-12-24,P021,C177,Электроника,1,1448.39,0.0,СПб,Кузнецов
S1524,2023-05-13,P017,C061,Дом и сад,2,2607.1,0.0,СПб,Петров
S1525,2023-08-03,P024,C094,Спорт,2,916.65,0.0,Екатеринбург,Петров
S1526,2023-02-21,P052,C061,Книги,2,885.59,0.0,Казань,Петров
S1527,2023-08-31,P012,C108,Спорт,1,3163.8,0.0,СПб,Сидорова
S1528,2023-09-07,P036,C146,Электроника,2,3607.44,0.0,Новосибирск,Козлов
S1529,2023-11-19,P048,C086,Дом и сад,2,2417.26,13.9,Москва,Иванов
S1530,2023-06-29,P039,C051,Книги,3,1368.44,0.0,Новосибирск,Сидорова
S1531,2023-06-16,P032,C199,Спорт,6,1550.37,0.0,Екатеринбург,Петров
S1532,2023-03-27,P022,C108,Книги,3,1728.02,0.0,Москва,Петров
S1533,2023-06-10,P019,C182,Дом и сад,3,1823.64,8.0,Казань,Морозова
S1534,2023-10-28,P029,C106,Одежда,1,362.37,7.0,Казань,Морозова
S1535,2023-02-10,P026,C027,Электроника,1,4454.11,0.0,Москва,Козлов
S1536,2023-09-26,P006,C027,Дом и сад,3,703.52,15.8,Москва,Морозова
S1537,2023-05-26,P009,C034,Книги,5,251.43,0.0,Казань,Сидорова
S1538,2023-09-01,P035,C070,Книги,2,1945.18,0.0,Москва,Кузнецов
S1539,2023-08-22,P041,C145,Спорт,3,2364.51,0.0,СПб,Кузнецов
S1540,2023-04-27,P029,C079,Дом и сад,2,960.58,0.0,СПб,Петров
S1541,2023-06-26,P035,C003,Спорт,8,1852.76,0.0,СПб,Сидорова
S1542,2023-11-02,P001,C141,Дом и сад,1,3575.78,0.0,Москва,Морозова
S1543,2024-01-13,P025,C057,Дом и сад,1,2651.16,0.0,Новосибирск,Кузнецов
S1544,2023-12-22,P019,C167,Книги,5,943.23,2.6,Москва,Морозова
S1545,2023-08-22,P018,C180,Книги,3,777.16,0.0,Казань,Иванов
S1546,2023-04-06,P019,C069,Одежда,4,2263.19,0.0,Москва,Козлов
S1547,2023-04-22,P020,C128,Дом и сад,2,3249.13,0.0,Новосибирск,Петров
S1548,2023-01-29,P026,C019,Книги,2,545.95,8.4,Новосибирск,Иванов
S1549,2024-01-01,P050,C114,Одежда,4,390.48,0.0,Новосибирск,Кузнецов
S1551,2023-08-31,P020,C083,Одежда,3,413.9,17.8,Москва,Морозова
S1552,2023-06-02,P004,C171,Одежда,10,937.11,0.0,Москва,Сидорова
S1553,2023-10-27,P051,C063,Электроника,10,3114.85,0.0,Екатеринбург,Петров
S1554,2023-07-10,P016,C041,Спорт,1,2298.73,25.0,Екатеринбург,Иванов
S1555,2023-07-02,P045,C138,Электроника,1,1547.04,21.8,Новосибирск,Козлов
S1556,2024-01-11,P045,C097,Дом и сад,4,1302.51,0.0,Новосибирск,Кузнецов
S1557,2023-05-31,P032,C049,Книги,1,825.8,3.5,Новосибирск,Кузнецов
S1558,2023-03-24,P010,C116,Дом и сад,5,2349.78,0.0,Новосибирск,Кузнецов
S1559,2023-07-14,P002,C159,Дом и сад,4,1259.63,6.9,СПб,Козлов
S1560,2023-04-08,P032,C197,Книги,1,709.63,0.0,СПб,Иванов
S1561,2023-09-25,P003,C034,Одежда,6,845.61,0.0,Москва,Кузнецов
S1562,2023-11-25,P043,C126,Книги,3,1262.54,0.0,Москва,Морозова
S1563,2023-02-06,P014,C168,Спорт,7,2971.04,0.0,Екатеринбург,Сидорова
S1564,2023-10-13,P027,C095,Электроника,5,1696.17,0.0,Москва,Сидорова
S1566,2023-09-23,P047,C060,Книги,2,547.62,0.0,Екатеринбург,Петров
S1567,2023-10-13,P027,C192,Электроника,4,3094.54,0.0,Новосибирск,Козлов
S1568,2023-02-23,P012,C141,Спорт,3,2421.23,0.0,Екатеринбург,Сидорова
S1569,2023-06-11,P021,C096,Спорт,4,1706.35,6.5,Екатеринбург,Петров
S1570,2023-07-12,P048,C066,Дом и сад,9,2011.0,0.0,Новосибирск,Сидорова
S1571,2023-11-02,P009,C078,Электроника,2,1498.49,1.2,Новосибирск,Морозова
S1572,2023-05-22,P033,C143,Книги,7,478.49,0.0,СПб,Петров
S1573,2023-05-16,P038,C064,Одежда,1,1110.82,0.0,Екатеринбург,Петров
S1574,2024-01-11,P021,C124,Одежда,3,2727.37,8.4,Москва,Морозова
S1575,2023-06-03,P052,C148,Спорт,1,526.16,4.1,Новосибирск,Козлов
S1576,2023-03-03,P015,C192,Книги,7,1341.0,0.0,Москва,Кузнецов
S1577,2023-01-22,P037,C039,Дом и сад,3,1194.87,0.0,Новосибирск,Козлов
S1578,2023-08-17,P037,C130,Электроника,1,1804.02,0.0,Москва,Иванов
S1579,2023-09-01,P004,C141,Спорт,2,1605.36,0.0,Екатеринбург,Петров
S1580,2023-09-04,P032,C102,Книги,1,1308.79,3.2,Москва,Козлов
S1581,2023-06-15,P037,C023,Электроника,4,2405.93,0.0,СПб,Кузнецов
S1582,2023-12-02,P020,C044,Дом и сад,3,3964.57,0.0,Москва,Иванов
S1583,2023-04-30,P024,C040,Электроника,1,745.42,23.9,Казань,Сидорова
S1584,2023-01-08,P052,C029,Дом и сад,2,481.89,0.0,СПб,Петров
S1585,2023-10-07,P017,C141,Спорт,3,3475.75,0.0,Екатеринбург,Козлов
S1586,2023-10-26,P034,C012,Дом и сад,1,1422.45,6.6,Москва,Морозова
S1587,2023-01-05,P043,C070,Дом и сад,5,468.68,6.8,Москва,Козлов
S1588,2023-09-18,P007,C081,Спорт,5,2024.42,0.0,СПб,Козлов
S1589,2023-10-15,P002,C011,Одежда,7,1123.3,0.0,Новосибирск,Иванов
S1590,2023-06-27,P023,C161,Дом и сад,1,3921.68,0.0,Новосибирск,Морозова
S1591,2023-05-12,P053,C008,Книги,8,606.05,0.0,СПб,Петров
S1592,2023-02-14,P034,C174,Книги,6,1435.74,0.0,Екатеринбург,Козлов
S1594,2023-06-18,P009,C053,Одежда,3,2146.93,0.0,Москва,Морозова
S1596,2023-03-11,P050,C038,Книги,7,771.49,0.0,Казань,Иванов
S1597,2023-04-05,P010,C187,Электроника,4,4460.59,0.0,СПб,Козлов
S1599,2023-11-23,P018,C039,Одежда,1,798.82,6.5,Москва,Кузнецов
S1600,2023-11-10,P015,C060,Электроника,2,3596.64,0.0,СПб,Кузнецов
S1601,2023-08-29,P024,C048,Спорт,3,783.17,0.0,Москва,Иванов
S1602,2023-05-19,P015,C191,Одежда,4,478.57,24.8,Казань,Козлов
S1603,2023-12-19,P030,C064,Спорт,2,481.75,4.4,СПб,Кузнецов
S1604,2024-01-16,P035,C135,Электроника,3,2532.24,1.4,Казань,Кузнецов
S1605,2023-10-03,P048,C011,Книги,2,1577.29,12.8,СПб,Сидорова
S1606,2023-05-27,P028,C076,Книги,7,1441.92,17.0,Екатеринбург,Иванов
S1607,2024-01-05,P012,C200,Книги,7,1453.01,0.0,СПб,Козлов
S1608,2023-01-13,P038,C183,Одежда,6,543.49,0.0,Екатеринбург,Морозова
S1609,2023-03-25,P008,C024,Электроника,4,3353.33,0.0,Новосибирск,Морозова
S1610,2023-09-19,P011,C097,Книги,2,1582.87,18.5,Екатеринбург,Петров
S1611,2023-03-25,P012,C197,Электроника,2,1892.83,5.0,Екатеринбург,Иванов
S1612,2023-03-09,P001,C160,Дом и сад,1,2191.46,0.0,Новосибирск,Кузнецов
S1613,2023-09-10,P038,C169,Спорт,2,1741.91,0.0,Москва,Кузнецов
S1614,2023-05-23,P036,C054,Электроника,1,747.79,0.0,Москва,Иванов
S1615,2023-12-08,P039,C077,Дом и сад,7,576.51,0.0,Москва,Морозова
S1616,2023-05-26,P045,C180,Книги,3,1211.92,21.2,СПб,Иванов
S1617,2023-02-17,P021,C095,Спорт,5,2739.09,1.6,СПб,Иванов
S1619,2023-06-18,P034,C054,Одежда,3,595.12,6.7,Казань,Козлов
S1620,2024-01-06,P051,C181,Дом и сад,2,3452.07,0.0,Екатеринбург,Кузнецов
S1622,2023-11-11,P034,C187,Спорт,3,916.71,0.0,Новосибирск,Петров
S1623,2023-01-01,P030,C161,Электроника,4,1432.99,0.0,СПб,Иванов
S1624,2023-06-20,P052,C164,Одежда,1,843.21,0.0,Новосибирск,Сидорова
S1625,2023-06-03,P021,C197,Электроника,1,1999.77,0.0,Екатеринбург,Иванов
S1626,2023-03-31,P022,C173,Спорт,7,2861.35,0.0,СПб,Морозова
S1627,2023-08-24,P035,C086,Спорт,5,1653.95,8.5,Москва,Морозова
S1628,2023-12-14,P035,C005,Одежда,3,1195.64,21.9,Москва,Петров
S1629,2023-05-24,P022,C097,Книги,5,1227.77,0.0,Екатеринбург,Сидорова
S1631,2023-12-30,P027,C023,Спорт,6,1520.49,3.7,СПб,Петров
S1632,2023-02-27,P003,C200,Одежда,7,1498.19,0.0,СПб,Кузнецов
S1633,2023-03-20,P031,C188,Книги,2,789.21,1.9,Казань,Кузнецов
S1635,2023-04-16,P030,C100,Книги,1,759.77,0.0,Новосибирск,Иванов
S1636,2023-06-20,P003,C027,Книги,4,1542.0,0.0,Новосибирск,Морозова
S1637,2023-04-18,P013,C074,Дом и сад,3,3182.03,0.0,Москва,Петров
S1638,2023-05-21,P040,C144,Книги,1,1176.55,0.0,Москва,Морозова
S1639,2023-05-26,P011,C019,Дом и сад,3,1619.46,0.0,Москва,Козлов
S1640,2023-12-12,P025,C014,Электроника,2,1305.42,0.0,Екатеринбург,Морозова
S1641,2023-12-25,P023,C080,Дом и сад,5,2966.44,0.0,СПб,Козлов
S1642,2023-10-18,P053,C179,Спорт,1,1327.73,0.0,Новосибирск,Козлов
S1643,2023-04-29,P010,C158,Дом и сад,6,1811.48,0.0,Екатеринбург,Сидорова
S1644,2023-08-21,P005,C122,Электроника,2,2575.59,0.0,Новосибирск,Кузнецов
S1645,2023-10-22,P007,C104,Электроника,2,3422.53,5.8,СПб,Козлов
S1646,2023-05-03,P036,C041,Спорт,2,1423.25,6.3,Новосибирск,Козлов
S1647,2023-10-18,P035,C178,Одежда,1,2107.93,7.4,Новосибирск,Иванов
S1648,2023-10-31,P021,C143,Электроника,5,1292.78,11.0,Москва,Кузнецов
S1649,2023-07-14,P042,C170,Электроника,1,4176.65,9.1,Екатеринбург,Иванов
S1650,2023-03-17,P029,C137,Дом и сад,2,2480.55,0.0,Екатеринбург,Сидорова
S1651,2023-06-03,P044,C078,Спорт,4,3232.62,18.7,Екатеринбург,Кузнецов
S1652,2023-07-26,P019,C016,Дом и сад,6,3884.44,0.0,Екатеринбург,Сидорова
S1654,2023-01-16,P045,C152,Спорт,3,2592.09,0.0,СПб,Петров
S1655,2023-12-06,P009,C049,Книги,2,1864.07,2.4,Казань,Морозова
S1656,2023-03-06,P005,C166,Электроника,1,4482.0,0.0,Казань,Петров
S1657,2023-02-13,P052,C107,Спорт,6,2540.48,19.3,СПб,Козлов
S1658,2023-10-10,P025,C091,Одежда,1,1932.35,0.0,Новосибирск,Петров
S1659,2023-12-31,P027,C140,Книги,2,1960.82,0.0,Новосибирск,Иванов
S1660,2023-10-25,P045,C021,Одежда,4,1721.3,7.8,Москва,Кузнецов
S1661,2023-02-10,P040,C023,Одежда,2,2302.55,11.2,Екатеринбург,Кузнецов
S1662,2023-06-09,P022,C137,Электроника,2,2806.98,0.0,Новосибирск,Козлов
S1664,2023-05-31,P003,C178,Книги,4,1508.55,0.0,Москва,Козлов
S1665,2023-10-24,P004,C169,Дом и сад,5,2647.54,0.0,Москва,Кузнецов
S1667,2023-05-23,P040,C072,Дом и сад,5,451.13,0.0,Москва,Кузнецов
S1668,2024-01-14,P029,C095,Одежда,2,2192.09,0.0,Новосибирск,Иванов
S1670,2023-03-16,P053,C040,Спорт,4,1650.79,0.0,Екатеринбург,Морозова
S1671,2023-11-23,P037,C188,Дом и сад,1,1351.82,1.5,СПб,Козлов
S1672,2023-06-04,P049,C137,Одежда,2,2205.14,0.0,Москва,Козлов
S1673,2023-01-07,P052,C115,Спорт,4,3379.55,0.0,Москва,Кузнецов
S1674,2023-11-23,P028,C157,Дом и сад,2,1361.52,0.0,Екатеринбург,Козлов
S1675,2023-08-25,P048,C062,Книги,4,1135.91,0.0,Казань,Сидорова
S1676,2023-10-08,P001,C018,Электроника,2,2863.69,0.0,СПб,Морозова
S1677,2023-05-26,P003,C007,Книги,1,1889.31,0.0,Новосибирск,Кузнецов
S1678,2023-11-23,P008,C023,Книги,1,1381.51,6.1,Казань,Иванов
S1679,2023-12-23,P019,C120,Электроника,3,4652.13,0.0,СПб,Морозова
S1680,2023-06-15,P050,C019,Дом и сад,4,1778.08,0.0,Москва,Сидорова
S1681,2023-04-02,P032,C052,Книги,2,1361.87,0.0,СПб,Козлов
S1682,2023-04-22,P007,C114,Дом и сад,1,662.51,0.0,Москва,Козлов
S1684,2023-03-18,P001,C010,Спорт,2,2555.17,18.6,СПб,Козлов
S1685,2023-09-02,P047,C200,Электроника,3,514.88,22.3,СПб,Кузнецов
S1686,2023-10-02,P023,C086,Дом и сад,2,2676.18,11.4,СПб,Сидорова
S1688,2023-05-29,P012,C142,Электроника,10,3473.3,0.0,СПб,Иванов
S1689,2023-11-19,P032,C022,Спорт,4,790.82,0.0,Новосибирск,Кузнецов
S1690,2023-05-03,P005,C139,Дом и сад,3,3873.83,9.7,Москва,Сидорова
S1691,2023-01-29,P047,C011,Спорт,1,2892.38,0.0,СПб,Морозова
S1692,2023-10-02,P038,C060,Электроника,1,1137.16,0.0,СПб,Кузнецов
S1693,2023-01-24,P042,C034,Электроника,1,724.81,0.0,Новосибирск,Козлов
S1694,2023-11-09,P038,C017,Электроника,1,3177.4,0.0,Москва,Петров
S1695,2023-08-07,P048,C174,Спорт,2,3423.94,0.0,Москва,Петров
S1696,2023-01-24,P022,C017,Электроника,2,3908.98,0.0,СПб,Петров
S1697,2023-08-13,P038,C011,Одежда,1,2587.89,0.0,Новосибирск,Иванов
S1698,2023-09-07,P001,C046,Электроника,4,3171.79,0.0,Екатеринбург,Козлов
S1699,2023-12-21,P010,C164,Дом и сад,3,1883.31,19.2,Москва,Петров
S1700,2024-01-03,P006,C161,Дом и сад,2,416.45,0.0,Москва,Кузнецов
