CustomerID;Gender;Age;Age_Group;City;Region;Estimated_Income;Customer_Segment;Registration_Date;Is_Premium;Customer_Age_Days;Is_New_Customer
472;М;18;18-25;Омск;Сибирский;42992;Standard;2020-12-10;False;1206;False
473;М;51;46-55;Казань;Приволжский;46249;Standard;2020-12-10;False;1206;False
474;Ж;42;36-45;Волгоград;Южный;62110;Standard;2020-12-11;False;1205;False
475;Ж;61;56+;Пермь;Приволжский;63700;Standard;2020-12-12;False;1204;False
476;М;63;56+;Волгоград;Южный;27825;Economy;2020-12-12;False;1204;False
477;Ж;25;18-25;Санкт-Петербург;Северо-Западный;81861;Premium;2020-12-13;True;1203;False
478;М;69;56+;Москва;Центральный;128394;Premium;2020-12-14;True;1202;False
479;М;61;56+;Омск;Сибирский;55168;Standard;2020-12-15;False;1201;False
480;М;20;18-25;Ростов-на-Дону;Южный;37438;Economy;2020-12-15;False;1201;False
481;М;47;46-55;Ростов-на-Дону;Южный;44008;Standard;2020-12-16;False;1200;False
482;М;61;56+;Санкт-Петербург;Северо-Западный;77977;Standard;2020-12-17;False;1199;False
483;Ж;65;56+;Санкт-Петербург;Северо-Западный;51092;Standard;2020-12-18;False;1198;False
484;М;70;56+;Самара;Приволжский;58874;Standard;2020-12-18;False;1198;False
485;Ж;28;26-35;Екатеринбург;Уральский;53278;Standard;2020-12-19;False;1197;False
486;М;38;36-45;Самара;Приволжский;66923;Standard;2020-12-20;False;1196;False
487;Ж;63;56+;Нижний Новгород;Приволжский;61320;Standard;2020-12-20;False;1196;False
488;Ж;28;26-35;Новосибирск;Сибирский;76345;Standard;2020-12-21;False;1195;False
489;Ж;55;46-55;Волгоград;Южный;63331;Standard;2020-12-22;False;1194;False
490;М;68;56+;Казань;Приволжский;41464;Standard;2020-12-23;False;1193;False
491;М;63;56+;Волгоград;Южный;39567;Economy;2020-12-23;False;1193;False
492;М;39;36-45;Санкт-Петербург;Северо-Западный;99634;Premium;2020-12-24;True;1192;False
493;М;57;56+;Волгоград;Южный;34602;Economy;2020-12-25;False;1191;False
494;Ж;19;18-25;Екатеринбург;Уральский;63974;Standard;2020-12-26;False;1190;False
495;М;47;46-55;Казань;Приволжский;48670;Standard;2020-12-26;False;1190;False
496;М;39;36-45;Нижний Новгород;Приволжский;106702;Premium;2020-12-27;True;1189;False
497;Ж;43;36-45;Новосибирск;Сибирский;88470;Premium;2020-12-28;True;1188;False
498;М;51;46-55;Омск;Сибирский;65277;Standard;2020-12-28;False;1188;False
499;Ж;57;56+;Воронеж;Центральный;48582;Standard;2020-12-29;False;1187;False
500;Ж;23;18-25;Самара;Приволжский;45941;Standard;2020-12-30;False;1186;False
501;Ж;48;46-55;Красноярск;Сибирский;80850;Premium;2020-12-31;True;1185;False
502;Ж;25;18-25;Нижний Новгород;Приволжский;50410;Standard;2020-12-31;False;1185;False
503;М;37;36-45;Ростов-на-Дону;Южный;81111;Premium;2021-01-01;True;1184;False
504;Ж;24;18-25;Пермь;Приволжский;43182;Standard;2021-01-02;False;1183;False
505;Ж;23;18-25;Уфа;Приволжский;38651;Economy;2021-01-03;False;1182;False
506;М;20;18-25;Самара;Приволжский;32001;Economy;2021-01-03;False;1182;False
507;М;31;26-35;Москва;Центральный;89793;Premium;2021-01-04;True;1181;False
508;Ж;40;36-45;Уфа;Приволжский;67605;Standard;2021-01-05;False;1180;False
509;М;68;56+;Воронеж;Центральный;56858;Standard;2021-01-06;False;1179;False
510;Ж;53;46-55;Самара;Приволжский;84546;Premium;2021-01-06;True;1179;False
511;Ж;70;56+;Нижний Новгород;Приволжский;52730;Standard;2021-01-07;False;1178;False
512;М;35;26-35;Волгоград;Южный;55017;Standard;2021-01-08;False;1177;False
513;Ж;54;46-55;Уфа;Приволжский;84646;Premium;2021-01-08;True;1177;False
514;М;20;18-25;Санкт-Петербург;Северо-Западный;60845;Standard;2021-01-09;False;1176;False
515;М;46;46-55;Волгоград;Южный;42711;Standard;2021-01-10;False;1175;False
516;Ж;24;18-25;Новосибирск;Сибирский;53692;Standard;2021-01-11;False;1174;False
517;М;48;46-55;Нижний Новгород;Приволжский;90881;Premium;2021-01-11;True;1174;False
518;М;54;46-55;Санкт-Петербург;Северо-Западный;93203;Premium;2021-01-12;True;1173;False
519;Ж;37;36-45;Волгоград;Южный;61270;Standard;2021-01-13;False;1172;False
520;Ж;68;56+;Санкт-Петербург;Северо-Западный;71460;Standard;2021-01-14;False;1171;False
521;М;70;56+;Красноярск;Сибирский;54981;Standard;2021-01-14;False;1171;False
522;Ж;32;26-35;Самара;Приволжский;57055;Standard;2021-01-15;False;1170;False
523;Ж;59;56+;Новосибирск;Сибирский;40791;Standard;2021-01-16;False;1169;False
524;М;29;26-35;Нижний Новгород;Приволжский;64359;Standard;2021-01-16;False;1169;False
525;Ж;38;36-45;Нижний Новгород;Приволжский;57978;Standard;2021-01-17;False;1168;False
526;М;25;18-25;Ростов-на-Дону;Южный;41351;Standard;2021-01-18;False;1167;False
527;М;59;56+;Екатеринбург;Уральский;76810;Standard;2021-01-19;False;1166;False
528;Ж;54;46-55;Красноярск;Сибирский;69785;Standard;2021-01-19;False;1166;False
529;Ж;64;56+;Казань;Приволжский;53987;Standard;2021-01-20;False;1165;False
530;Ж;37;36-45;Екатеринбург;Уральский;64803;Standard;2021-01-21;False;1164;False
531;Ж;42;36-45;Уфа;Приволжский;56566;Standard;2021-01-22;False;1163;False
532;М;54;46-55;Уфа;Приволжский;66965;Standard;2021-01-22;False;1163;False
533;М;29;26-35;Воронеж;Центральный;70841;Standard;2021-01-23;False;1162;False
534;М;64;56+;Нижний Новгород;Приволжский;67534;Standard;2021-01-24;False;1161;False
535;М;31;26-35;Самара;Приволжский;58246;Standard;2021-01-25;False;1160;False
536;Ж;29;26-35;Омск;Сибирский;50146;Standard;2021-01-25;False;1160;False
537;Ж;37;36-45;Нижний Новгород;Приволжский;105038;Premium;2021-01-26;True;1159;False
538;М;37;36-45;Волгоград;Южный;63959;Standard;2021-01-27;False;1158;False
539;Ж;64;56+;Волгоград;Южный;38869;Economy;2021-01-27;False;1158;False
540;Ж;66;56+;Воронеж;Центральный;40592;Standard;2021-01-28;False;1157;False
541;Ж;64;56+;Москва;Центральный;83008;Premium;2021-01-29;True;1156;False
542;М;37;36-45;Санкт-Петербург;Северо-Западный;76058;Standard;2021-01-30;False;1155;False
543;Ж;54;46-55;Уфа;Приволжский;41840;Standard;2021-01-30;False;1155;False
544;Ж;52;46-55;Челябинск;Уральский;82774;Premium;2021-01-31;True;1154;False
545;М;22;18-25;Воронеж;Центральный;39235;Economy;2021-02-01;False;1153;False
546;М;29;26-35;Нижний Новгород;Приволжский;89358;Premium;2021-02-02;True;1152;False
547;Ж;41;36-45;Москва;Центральный;102802;Premium;2021-02-02;True;1152;False
548;Ж;42;36-45;Москва;Центральный;200784;Premium;2021-02-03;True;1151;False
549;М;48;46-55;Казань;Приволжский;71289;Standard;2021-02-04;False;1150;False
550;Ж;40;36-45;Пермь;Приволжский;52599;Standard;2021-02-04;False;1150;False
551;М;62;56+;Новосибирск;Сибирский;63881;Standard;2021-02-05;False;1149;False
552;Ж;25;18-25;Уфа;Приволжский;28214;Economy;2021-02-06;False;1148;False
553;М;25;18-25;Нижний Новгород;Приволжский;37281;Economy;2021-02-07;False;1147;False
554;М;64;56+;Новосибирск;Сибирский;55180;Standard;2021-02-07;False;1147;False
555;М;43;36-45;Красноярск;Сибирский;49695;Standard;2021-02-08;False;1146;False
556;Ж;35;26-35;Омск;Сибирский;66965;Standard;2021-02-09;False;1145;False
557;Ж;57;56+;Самара;Приволжский;34781;Economy;2021-02-10;False;1144;False
558;Ж;42;36-45;Красноярск;Сибирский;86388;Premium;2021-02-10;True;1144;False
559;Ж;36;36-45;Челябинск;Уральский;84955;Premium;2021-02-11;True;1143;False
560;Ж;65;56+;Самара;Приволжский;34552;Economy;2021-02-12;False;1142;False
561;М;45;36-45;Москва;Центральный;170490;Premium;2021-02-13;True;1141;False
562;Ж;26;26-35;Санкт-Петербург;Северо-Западный;127046;Premium;2021-02-13;True;1141;False
563;Ж;30;26-35;Санкт-Петербург;Северо-Западный;98057;Premium;2021-02-14;True;1140;False
564;М;58;56+;Волгоград;Южный;43934;Standard;2021-02-15;False;1139;False
565;М;55;46-55;Красноярск;Сибирский;78733;Standard;2021-02-15;False;1139;False
566;Ж;23;18-25;Волгоград;Южный;44172;Standard;2021-02-16;False;1138;False
567;М;40;36-45;Новосибирск;Сибирский;89381;Premium;2021-02-17;True;1137;False
568;М;41;36-45;Самара;Приволжский;80471;Premium;2021-02-18;True;1136;False
569;М;38;36-45;Москва;Центральный;143016;Premium;2021-02-18;True;1136;False
570;Ж;24;18-25;Воронеж;Центральный;33745;Economy;2021-02-19;False;1135;False
571;М;46;46-55;Казань;Приволжский;56784;Standard;2021-02-20;False;1134;False
572;М;66;56+;Ростов-на-Дону;Южный;28469;Economy;2021-02-21;False;1133;False
573;Ж;28;26-35;Самара;Приволжский;67901;Standard;2021-02-21;False;1133;False
574;Ж;27;26-35;Новосибирск;Сибирский;60519;Standard;2021-02-22;False;1132;False
575;Ж;38;36-45;Челябинск;Уральский;69592;Standard;2021-02-23;False;1131;False
576;Ж;23;18-25;Новосибирск;Сибирский;52014;Standard;2021-02-23;False;1131;False
577;М;42;36-45;Москва;Центральный;146744;Premium;2021-02-24;True;1130;False
578;М;54;46-55;Нижний Новгород;Приволжский;71369;Standard;2021-02-25;False;1129;False
579;Ж;60;56+;Казань;Приволжский;62658;Standard;2021-02-26;False;1128;False
580;Ж;67;56+;Волгоград;Южный;40211;Standard;2021-02-26;False;1128;False
581;М;38;36-45;Волгоград;Южный;38126;Economy;2021-02-27;False;1127;False
582;М;64;56+;Пермь;Приволжский;63233;Standard;2021-02-28;False;1126;False
583;Ж;53;46-55;Воронеж;Центральный;39505;Economy;2021-03-01;False;1125;False
584;Ж;38;36-45;Москва;Центральный;123213;Premium;2021-03-01;True;1125;False
585;Ж;31;26-35;Волгоград;Южный;40743;Standard;2021-03-02;False;1124;False
586;Ж;69;56+;Казань;Приволжский;66986;Standard;2021-03-03;False;1123;False
587;Ж;45;36-45;Екатеринбург;Уральский;74025;Standard;2021-03-03;False;1123;False
588;Ж;53;46-55;Уфа;Приволжский;58339;Standard;2021-03-04;False;1122;False
589;М;30;26-35;Екатеринбург;Уральский;51838;Standard;2021-03-05;False;1121;False
590;М;28;26-35;Уфа;Приволжский;72151;Standard;2021-03-06;False;1120;False
591;Ж;56;56+;Санкт-Петербург;Северо-Западный;86172;Premium;2021-03-06;True;1120;False
592;Ж;66;56+;Казань;Приволжский;42003;Standard;2021-03-07;False;1119;False
593;М;53;46-55;Пермь;Приволжский;45716;Standard;2021-03-08;False;1118;False
594;М;18;18-25;Самара;Приволжский;43166;Standard;2021-03-09;False;1117;False
595;Ж;64;56+;Волгоград;Южный;42526;Standard;2021-03-09;False;1117;False
596;Ж;38;36-45;Воронеж;Центральный;50829;Standard;2021-03-10;False;1116;False
597;Ж;26;26-35;Челябинск;Уральский;43670;Standard;2021-03-11;False;1115;False
598;Ж;59;56+;Ростов-на-Дону;Южный;39309;Economy;2021-03-12;False;1114;False
599;М;43;36-45;Красноярск;Сибирский;65538;Standard;2021-03-12;False;1114;False
600;Ж;41;36-45;Новосибирск;Сибирский;68573;Standard;2021-03-13;False;1113;False
601;Ж;27;26-35;Волгоград;Южный;59099;Standard;2021-03-14;False;1112;False
602;Ж;27;26-35;Волгоград;Южный;52617;Standard;2021-03-14;False;1112;False
603;М;64;56+;Екатеринбург;Уральский;72561;Standard;2021-03-15;False;1111;False
604;М;50;46-55;Воронеж;Центральный;41002;Standard;2021-03-16;False;1110;False
605;М;65;56+;Новосибирск;Сибирский;38904;Economy;2021-03-17;False;1109;False
606;Ж;24;18-25;Пермь;Приволжский;33474;Economy;2021-03-17;False;1109;False
607;Ж;31;26-35;Пермь;Приволжский;40325;Standard;2021-03-18;False;1108;False
608;Ж;42;36-45;Новосибирск;Сибирский;53404;Standard;2021-03-19;False;1107;False
609;Ж;38;36-45;Волгоград;Южный;56925;Standard;2021-03-20;False;1106;False
610;Ж;56;56+;Челябинск;Уральский;29646;Economy;2021-03-20;False;1106;False
611;М;41;36-45;Москва;Центральный;112793;Premium;2021-03-21;True;1105;False
612;М;43;36-45;Новосибирск;Сибирский;94011;Premium;2021-03-22;True;1104;False
613;М;62;56+;Красноярск;Сибирский;35659;Economy;2021-03-22;False;1104;False
614;Ж;50;46-55;Волгоград;Южный;50537;Standard;2021-03-23;False;1103;False
615;М;50;46-55;Казань;Приволжский;62779;Standard;2021-03-24;False;1102;False
616;М;21;18-25;Пермь;Приволжский;51615;Standard;2021-03-25;False;1101;False
617;М;22;18-25;Волгоград;Южный;38182;Economy;2021-03-25;False;1101;False
618;Ж;25;18-25;Челябинск;Уральский;44433;Standard;2021-03-26;False;1100;False
619;М;61;56+;Пермь;Приволжский;41748;Standard;2021-03-27;False;1099;False
620;М;23;18-25;Уфа;Приволжский;36501;Economy;2021-03-28;False;1098;False
621;Ж;55;46-55;Воронеж;Центральный;67822;Standard;2021-03-28;False;1098;False
622;М;47;46-55;Красноярск;Сибирский;74287;Standard;2021-03-29;False;1097;False
623;Ж;53;46-55;Пермь;Приволжский;71753;Standard;2021-03-30;False;1096;False
624;М;64;56+;Екатеринбург;Уральский;58690;Standard;2021-03-31;False;1095;False
625;Ж;47;46-55;Нижний Новгород;Приволжский;86125;Premium;2021-03-31;True;1095;False
626;М;34;26-35;Новосибирск;Сибирский;81674;Premium;2021-04-01;True;1094;False
627;Ж;20;18-25;Пермь;Приволжский;33555;Economy;2021-04-02;False;1093;False
628;Ж;45;36-45;Красноярск;Сибирский;49835;Standard;2021-04-02;False;1093;False
629;Ж;37;36-45;Санкт-Петербург;Северо-Западный;115460;Premium;2021-04-03;True;1092;False
630;Ж;47;46-55;Челябинск;Уральский;68575;Standard;2021-04-04;False;1091;False
631;Ж;35;26-35;Воронеж;Центральный;66803;Standard;2021-04-05;False;1090;False
632;Ж;70;56+;Москва;Центральный;127259;Premium;2021-04-05;True;1090;False
633;М;51;46-55;Воронеж;Центральный;41929;Standard;2021-04-06;False;1089;False
634;М;40;36-45;Омск;Сибирский;56915;Standard;2021-04-07;False;1088;False
635;М;38;36-45;Екатеринбург;Уральский;69517;Standard;2021-04-08;False;1087;False
636;М;18;18-25;Екатеринбург;Уральский;46300;Standard;2021-04-08;False;1087;False
637;Ж;40;36-45;Воронеж;Центральный;80563;Premium;2021-04-09;True;1086;False
638;Ж;23;18-25;Волгоград;Южный;34573;Economy;2021-04-10;False;1085;False
639;Ж;39;36-45;Омск;Сибирский;58339;Standard;2021-04-10;False;1085;False
640;Ж;29;26-35;Казань;Приволжский;45999;Standard;2021-04-11;False;1084;False
641;Ж;35;26-35;Нижний Новгород;Приволжский;74366;Standard;2021-04-12;False;1083;False
642;Ж;59;56+;Воронеж;Центральный;51638;Standard;2021-04-13;False;1082;False
643;М;33;26-35;Пермь;Приволжский;73169;Standard;2021-04-13;False;1082;False
644;М;32;26-35;Воронеж;Центральный;40263;Standard;2021-04-14;False;1081;False
645;М;19;18-25;Екатеринбург;Уральский;66696;Standard;2021-04-15;False;1080;False
646;Ж;35;26-35;Екатеринбург;Уральский;88268;Premium;2021-04-16;True;1079;False
647;Ж;42;36-45;Москва;Центральный;136941;Premium;2021-04-16;True;1079;False
648;Ж;48;46-55;Уфа;Приволжский;67782;Standard;2021-04-17;False;1078;False
649;М;63;56+;Екатеринбург;Уральский;57306;Standard;2021-04-18;False;1077;False
650;Ж;58;56+;Челябинск;Уральский;51294;Standard;2021-04-19;False;1076;False
651;М;51;46-55;Казань;Приволжский;45977;Standard;2021-04-19;False;1076;False
652;М;42;36-45;Нижний Новгород;Приволжский;55006;Standard;2021-04-20;False;1075;False
653;Ж;29;26-35;Воронеж;Центральный;50207;Standard;2021-04-21;False;1074;False
654;Ж;30;26-35;Санкт-Петербург;Северо-Западный;119075;Premium;2021-04-21;True;1074;False
655;М;46;46-55;Пермь;Приволжский;72032;Standard;2021-04-22;False;1073;False
656;М;46;46-55;Нижний Новгород;Приволжский;78014;Standard;2021-04-23;False;1072;False
657;М;40;36-45;Казань;Приволжский;52135;Standard;2021-04-24;False;1071;False
658;М;36;36-45;Уфа;Приволжский;54250;Standard;2021-04-24;False;1071;False
659;Ж;28;26-35;Самара;Приволжский;65757;Standard;2021-04-25;False;1070;False
660;Ж;32;26-35;Челябинск;Уральский;46349;Standard;2021-04-26;False;1069;False
661;М;52;46-55;Уфа;Приволжский;75856;Standard;2021-04-27;False;1068;False
662;М;63;56+;Воронеж;Центральный;48143;Standard;2021-04-27;False;1068;False
663;Ж;50;46-55;Самара;Приволжский;90590;Premium;2021-04-28;True;1067;False
664;М;34;26-35;Казань;Приволжский;50845;Standard;2021-04-29;False;1066;False
665;Ж;46;46-55;Москва;Центральный;148055;Premium;2021-04-29;True;1066;False
666;Ж;56;56+;Санкт-Петербург;Северо-Западный;90689;Premium;2021-04-30;True;1065;False
667;М;52;46-55;Волгоград;Южный;51049;Standard;2021-05-01;False;1064;False
668;М;31;26-35;Нижний Новгород;Приволжский;60579;Standard;2021-05-02;False;1063;False
669;М;22;18-25;Новосибирск;Сибирский;39767;Economy;2021-05-02;False;1063;False
670;М;44;36-45;Ростов-на-Дону;Южный;79936;Standard;2021-05-03;False;1062;False
671;Ж;38;36-45;Нижний Новгород;Приволжский;58297;Standard;2021-05-04;False;1061;False
672;Ж;56;56+;Москва;Центральный;92044;Premium;2021-05-05;True;1060;False
673;М;43;36-45;Санкт-Петербург;Северо-Западный;151031;Premium;2021-05-05;True;1060;False
674;М;35;26-35;Ростов-на-Дону;Южный;36705;Economy;2021-05-06;False;1059;False
675;М;34;26-35;Челябинск;Уральский;59195;Standard;2021-05-07;False;1058;False
676;Ж;38;36-45;Казань;Приволжский;54181;Standard;2021-05-07;False;1058;False
677;М;43;36-45;Красноярск;Сибирский;96864;Premium;2021-05-08;True;1057;False
678;Ж;65;56+;Пермь;Приволжский;46691;Standard;2021-05-09;False;1056;False
679;Ж;58;56+;Казань;Приволжский;64387;Standard;2021-05-10;False;1055;False
680;Ж;59;56+;Челябинск;Уральский;58808;Standard;2021-05-10;False;1055;False
681;М;58;56+;Ростов-на-Дону;Южный;49078;Standard;2021-05-11;False;1054;False
682;Ж;58;56+;Самара;Приволжский;46203;Standard;2021-05-12;False;1053;False
683;М;46;46-55;Санкт-Петербург;Северо-Западный;135037;Premium;2021-05-13;True;1052;False
684;Ж;57;56+;Челябинск;Уральский;50326;Standard;2021-05-13;False;1052;False
685;М;51;46-55;Волгоград;Южный;52474;Standard;2021-05-14;False;1051;False
686;Ж;66;56+;Ростов-на-Дону;Южный;30132;Economy;2021-05-15;False;1050;False
687;Ж;41;36-45;Екатеринбург;Уральский;61195;Standard;2021-05-16;False;1049;False
688;Ж;61;56+;Нижний Новгород;Приволжский;59720;Standard;2021-05-16;False;1049;False
689;М;30;26-35;Москва;Центральный;155635;Premium;2021-05-17;True;1048;False
690;М;18;18-25;Красноярск;Сибирский;30734;Economy;2021-05-18;False;1047;False
691;М;41;36-45;Челябинск;Уральский;69068;Standard;2021-05-18;False;1047;False
692;М;57;56+;Москва;Центральный;89973;Premium;2021-05-19;True;1046;False
693;Ж;28;26-35;Самара;Приволжский;79961;Standard;2021-05-20;False;1045;False
694;М;68;56+;Волгоград;Южный;30214;Economy;2021-05-21;False;1044;False
695;Ж;22;18-25;Пермь;Приволжский;51575;Standard;2021-05-21;False;1044;False
696;М;25;18-25;Самара;Приволжский;27595;Economy;2021-05-22;False;1043;False
697;Ж;49;46-55;Уфа;Приволжский;81173;Premium;2021-05-23;True;1042;False
698;Ж;25;18-25;Красноярск;Сибирский;48709;Standard;2021-05-24;False;1041;False
699;Ж;19;18-25;Красноярск;Сибирский;28758;Economy;2021-05-24;False;1041;False
700;Ж;53;46-55;Красноярск;Сибирский;84197;Premium;2021-05-25;True;1040;False
701;Ж;58;56+;Уфа;Приволжский;45036;Standard;2021-05-26;False;1039;False
702;М;67;56+;Екатеринбург;Уральский;41609;Standard;2021-05-26;False;1039;False
703;Ж;44;36-45;Казань;Приволжский;82232;Premium;2021-05-27;True;1038;False
704;Ж;70;56+;Челябинск;Уральский;46451;Standard;2021-05-28;False;1037;False
705;Ж;49;46-55;Санкт-Петербург;Северо-Западный;75031;Standard;2021-05-29;False;1036;False
706;М;32;26-35;Уфа;Приволжский;61298;Standard;2021-05-29;False;1036;False
707;М;26;26-35;Волгоград;Южный;47054;Standard;2021-05-30;False;1035;False
708;М;42;36-45;Казань;Приволжский;63964;Standard;2021-05-31;False;1034;False
709;М;37;36-45;Ростов-на-Дону;Южный;51478;Standard;2021-06-01;False;1033;False
710;М;63;56+;Казань;Приволжский;69318;Standard;2021-06-01;False;1033;False
711;М;49;46-55;Уфа;Приволжский;80275;Premium;2021-06-02;True;1032;False
712;Ж;29;26-35;Воронеж;Центральный;43286;Standard;2021-06-03;False;1031;False
713;М;30;26-35;Санкт-Петербург;Северо-Западный;126031;Premium;2021-06-04;True;1030;False
714;Ж;63;56+;Красноярск;Сибирский;61301;Standard;2021-06-04;False;1030;False
715;М;61;56+;Волгоград;Южный;34417;Economy;2021-06-05;False;1029;False
716;Ж;39;36-45;Нижний Новгород;Приволжский;104393;Premium;2021-06-06;True;1028;False
717;Ж;46;46-55;Самара;Приволжский;47574;Standard;2021-06-06;False;1028;False
718;Ж;38;36-45;Нижний Новгород;Приволжский;97504;Premium;2021-06-07;True;1027;False
719;Ж;48;46-55;Уфа;Приволжский;46934;Standard;2021-06-08;False;1026;False
720;Ж;61;56+;Челябинск;Уральский;47165;Standard;2021-06-09;False;1025;False
721;Ж;50;46-55;Казань;Приволжский;59846;Standard;2021-06-09;False;1025;False
722;М;36;36-45;Челябинск;Уральский;48360;Standard;2021-06-10;False;1024;False
723;Ж;61;56+;Красноярск;Сибирский;60732;Standard;2021-06-11;False;1023;False
724;М;64;56+;Нижний Новгород;Приволжский;55028;Standard;2021-06-12;False;1022;False
725;М;25;18-25;Самара;Приволжский;49325;Standard;2021-06-12;False;1022;False
726;М;18;18-25;Новосибирск;Сибирский;32923;Economy;2021-06-13;False;1021;False
727;Ж;59;56+;Екатеринбург;Уральский;49334;Standard;2021-06-14;False;1020;False
728;Ж;38;36-45;Челябинск;Уральский;74429;Standard;2021-06-14;False;1020;False
729;Ж;44;36-45;Уфа;Приволжский;62412;Standard;2021-06-15;False;1019;False
730;Ж;26;26-35;Челябинск;Уральский;36617;Economy;2021-06-16;False;1018;False
731;Ж;43;36-45;Уфа;Приволжский;85247;Premium;2021-06-17;True;1017;False
732;М;31;26-35;Красноярск;Сибирский;85054;Premium;2021-06-17;True;1017;False
733;М;37;36-45;Волгоград;Южный;44231;Standard;2021-06-18;False;1016;False
734;Ж;23;18-25;Новосибирск;Сибирский;57637;Standard;2021-06-19;False;1015;False
735;М;21;18-25;Ростов-на-Дону;Южный;42514;Standard;2021-06-20;False;1014;False
736;Ж;27;26-35;Ростов-на-Дону;Южный;58721;Standard;2021-06-20;False;1014;False
737;Ж;54;46-55;Нижний Новгород;Приволжский;46299;Standard;2021-06-21;False;1013;False
738;М;56;56+;Челябинск;Уральский;49739;Standard;2021-06-22;False;1012;False
739;М;21;18-25;Самара;Приволжский;38890;Economy;2021-06-23;False;1011;False
740;Ж;34;26-35;Воронеж;Центральный;52069;Standard;2021-06-23;False;1011;False
741;Ж;31;26-35;Москва;Центральный;93997;Premium;2021-06-24;True;1010;False
742;Ж;69;56+;Нижний Новгород;Приволжский;56773;Standard;2021-06-25;False;1009;False
743;Ж;51;46-55;Нижний Новгород;Приволжский;77993;Standard;2021-06-25;False;1009;False
744;Ж;36;36-45;Екатеринбург;Уральский;59408;Standard;2021-06-26;False;1008;False
745;Ж;39;36-45;Челябинск;Уральский;80916;Premium;2021-06-27;True;1007;False
746;М;55;46-55;Пермь;Приволжский;80790;Premium;2021-06-28;True;1006;False
747;М;36;36-45;Ростов-на-Дону;Южный;49077;Standard;2021-06-28;False;1006;False
748;М;66;56+;Ростов-на-Дону;Южный;30835;Economy;2021-06-29;False;1005;False
749;М;69;56+;Уфа;Приволжский;55789;Standard;2021-06-30;False;1004;False
750;Ж;64;56+;Казань;Приволжский;67117;Standard;2021-07-01;False;1003;False
751;М;62;56+;Омск;Сибирский;46465;Standard;2021-07-01;False;1003;False
752;Ж;37;36-45;Омск;Сибирский;45772;Standard;2021-07-02;False;1002;False
753;Ж;23;18-25;Омск;Сибирский;43605;Standard;2021-07-03;False;1001;False
754;Ж;56;56+;Уфа;Приволжский;48680;Standard;2021-07-03;False;1001;False
755;М;69;56+;Екатеринбург;Уральский;50315;Standard;2021-07-04;False;1000;False
756;Ж;30;26-35;Самара;Приволжский;64275;Standard;2021-07-05;False;999;False
757;Ж;62;56+;Омск;Сибирский;55437;Standard;2021-07-06;False;998;False
758;Ж;68;56+;Пермь;Приволжский;39201;Economy;2021-07-06;False;998;False
759;М;63;56+;Волгоград;Южный;36055;Economy;2021-07-07;False;997;False
760;Ж;54;46-55;Пермь;Приволжский;62259;Standard;2021-07-08;False;996;False
761;Ж;22;18-25;Красноярск;Сибирский;48920;Standard;2021-07-09;False;995;False
762;Ж;56;56+;Новосибирск;Сибирский;62810;Standard;2021-07-09;False;995;False
763;Ж;41;36-45;Уфа;Приволжский;81894;Premium;2021-07-10;True;994;False
764;Ж;63;56+;Санкт-Петербург;Северо-Западный;54963;Standard;2021-07-11;False;993;False
765;Ж;48;46-55;Нижний Новгород;Приволжский;71124;Standard;2021-07-11;False;993;False
766;М;38;36-45;Самара;Приволжский;49212;Standard;2021-07-12;False;992;False
767;М;47;46-55;Уфа;Приволжский;52656;Standard;2021-07-13;False;991;False
768;Ж;45;36-45;Уфа;Приволжский;92343;Premium;2021-07-14;True;990;False
769;Ж;33;26-35;Ростов-на-Дону;Южный;52989;Standard;2021-07-14;False;990;False
770;М;30;26-35;Казань;Приволжский;47856;Standard;2021-07-15;False;989;False
771;М;53;46-55;Санкт-Петербург;Северо-Западный;70136;Standard;2021-07-16;False;988;False
772;М;60;56+;Воронеж;Центральный;43235;Standard;2021-07-17;False;987;False
773;Ж;50;46-55;Пермь;Приволжский;45686;Standard;2021-07-17;False;987;False
774;М;32;26-35;Екатеринбург;Уральский;80017;Premium;2021-07-18;True;986;False
775;М;37;36-45;Уфа;Приволжский;87716;Premium;2021-07-19;True;985;False
776;М;38;36-45;Нижний Новгород;Приволжский;74522;Standard;2021-07-20;False;984;False
777;Ж;31;26-35;Екатеринбург;Уральский;96527;Premium;2021-07-20;True;984;False
778;М;35;26-35;Пермь;Приволжский;69126;Standard;2021-07-21;False;983;False
779;Ж;54;46-55;Екатеринбург;Уральский;76586;Standard;2021-07-22;False;982;False
780;Ж;42;36-45;Новосибирск;Сибирский;97276;Premium;2021-07-22;True;982;False
781;М;58;56+;Москва;Центральный;122496;Premium;2021-07-23;True;981;False
782;М;59;56+;Москва;Центральный;119712;Premium;2021-07-24;True;980;False
783;Ж;50;46-55;Екатеринбург;Уральский;56614;Standard;2021-07-25;False;979;False
784;М;51;46-55;Омск;Сибирский;59877;Standard;2021-07-25;False;979;False
785;Ж;56;56+;Ростов-на-Дону;Южный;45393;Standard;2021-07-26;False;978;False
786;М;23;18-25;Воронеж;Центральный;46285;Standard;2021-07-27;False;977;False
787;М;27;26-35;Пермь;Приволжский;78654;Standard;2021-07-28;False;976;False
788;М;65;56+;Санкт-Петербург;Северо-Западный;52907;Standard;2021-07-28;False;976;False
789;М;33;26-35;Омск;Сибирский;58597;Standard;2021-07-29;False;975;False
790;М;39;36-45;Челябинск;Уральский;82965;Premium;2021-07-30;True;974;False
