TransactionID;Date;Account;Account_Type;Account_Category;Amount;Year;Month;Quarter
317;2023-03-01;COGS_Labor;Expenses;Себестоимость;-452451,31;2023;3;Q1
318;2023-03-01;Salaries;Expenses;Операционные расходы;-921212,01;2023;3;Q1
319;2023-03-01;Rent;Expenses;Операционные расходы;-139355,26;2023;3;Q1
320;2023-03-01;Marketing;Expenses;Операционные расходы;-434460,20;2023;3;Q1
321;2023-03-01;Utilities;Expenses;Операционные расходы;-43560,19;2023;3;Q1
322;2023-03-01;Depreciation;Expenses;Операционные расходы;-44324,68;2023;3;Q1
323;2023-03-01;Interest_Expense;Expenses;Финансовые расходы;-35657,11;2023;3;Q1
324;2023-03-01;Other_Expenses;Expenses;Прочие расходы;-52348,55;2023;3;Q1
325;2023-04-01;Revenue_Product_Sales;Revenue;Операционные доходы;3017743,39;2023;4;Q2
326;2023-04-01;Revenue_Services;Revenue;Сервисные доходы;784276,48;2023;4;Q2
327;2023-04-01;Revenue_Other;Revenue;Прочие доходы;223861,88;2023;4;Q2
328;2023-04-01;COGS_Materials;Expenses;Себестоимость;-1537900,92;2023;4;Q2
329;2023-04-01;COGS_Labor;Expenses;Себестоимость;-448512,16;2023;4;Q2
330;2023-04-01;Salaries;Expenses;Операционные расходы;-977412,41;2023;4;Q2
331;2023-04-01;Rent;Expenses;Операционные расходы;-139706,71;2023;4;Q2
332;2023-04-01;Marketing;Expenses;Операционные расходы;-422263,05;2023;4;Q2
333;2023-04-01;Utilities;Expenses;Операционные расходы;-42550,15;2023;4;Q2
334;2023-04-01;Depreciation;Expenses;Операционные расходы;-49008,87;2023;4;Q2
335;2023-04-01;Interest_Expense;Expenses;Финансовые расходы;-32624,64;2023;4;Q2
336;2023-04-01;Other_Expenses;Expenses;Прочие расходы;-77579,24;2023;4;Q2
337;2023-05-01;Revenue_Product_Sales;Revenue;Операционные доходы;2925871,87;2023;5;Q2
338;2023-05-01;Revenue_Services;Revenue;Сервисные доходы;757312,29;2023;5;Q2
339;2023-05-01;Revenue_Other;Revenue;Прочие доходы;235880,81;2023;5;Q2
340;2023-05-01;COGS_Materials;Expenses;Себестоимость;-1502289,13;2023;5;Q2
341;2023-05-01;COGS_Labor;Expenses;Себестоимость;-419621,51;2023;5;Q2
342;2023-05-01;Salaries;Expenses;Операционные расходы;-1000764,10;2023;5;Q2
343;2023-05-01;Rent;Expenses;Операционные расходы;-162319,94;2023;5;Q2
344;2023-05-01;Marketing;Expenses;Операционные расходы;-399568,00;2023;5;Q2
345;2023-05-01;Utilities;Expenses;Операционные расходы;-43822,92;2023;5;Q2
346;2023-05-01;Depreciation;Expenses;Операционные расходы;-46290,72;2023;5;Q2
347;2023-05-01;Interest_Expense;Expenses;Финансовые расходы;-39905,78;2023;5;Q2
348;2023-05-01;Other_Expenses;Expenses;Прочие расходы;-100660,62;2023;5;Q2
349;2023-06-01;Revenue_Product_Sales;Revenue;Операционные доходы;3184190,48;2023;6;Q2
350;2023-06-01;Revenue_Services;Revenue;Сервисные доходы;725083,83;2023;6;Q2
351;2023-06-01;Revenue_Other;Revenue;Прочие доходы;233596,14;2023;6;Q2
352;2023-06-01;COGS_Materials;Expenses;Себестоимость;-1393220,82;2023;6;Q2
353;2023-06-01;COGS_Labor;Expenses;Себестоимость;-462346,11;2023;6;Q2
354;2023-06-01;Salaries;Expenses;Операционные расходы;-872381,35;2023;6;Q2
355;2023-06-01;Rent;Expenses;Операционные расходы;-143713,43;2023;6;Q2
356;2023-06-01;Marketing;Expenses;Операционные расходы;-426720,56;2023;6;Q2
357;2023-06-01;Utilities;Expenses;Операционные расходы;-36135,86;2023;6;Q2
358;2023-06-01;Depreciation;Expenses;Операционные расходы;-46637,90;2023;6;Q2
359;2023-06-01;Interest_Expense;Expenses;Финансовые расходы;-36181,61;2023;6;Q2
360;2023-06-01;Other_Expenses;Expenses;Прочие расходы;-68398,26;2023;6;Q2
361;2023-07-01;Revenue_Product_Sales;Revenue;Операционные доходы;3243172,14;2023;7;Q3
362;2023-07-01;Revenue_Services;Revenue;Сервисные доходы;781959,18;2023;7;Q3
363;2023-07-01;Revenue_Other;Revenue;Прочие доходы;265796,52;2023;7;Q3
364;2023-07-01;COGS_Materials;Expenses;Себестоимость;-1551929,53;2023;7;Q3
365;2023-07-01;COGS_Labor;Expenses;Себестоимость;-397311,16;2023;7;Q3
366;2023-07-01;Salaries;Expenses;Операционные расходы;-900922,93;2023;7;Q3
367;2023-07-01;Rent;Expenses;Операционные расходы;-141411,37;2023;7;Q3
368;2023-07-01;Marketing;Expenses;Операционные расходы;-405927,77;2023;7;Q3
369;2023-07-01;Utilities;Expenses;Операционные расходы;-40859,53;2023;7;Q3
370;2023-07-01;Depreciation;Expenses;Операционные расходы;-50419,20;2023;7;Q3
371;2023-07-01;Interest_Expense;Expenses;Финансовые расходы;-40478,62;2023;7;Q3
372;2023-07-01;Other_Expenses;Expenses;Прочие расходы;-121928,26;2023;7;Q3
373;2023-08-01;Revenue_Product_Sales;Revenue;Операционные доходы;2764447,51;2023;8;Q3
374;2023-08-01;Revenue_Services;Revenue;Сервисные доходы;772155,02;2023;8;Q3
375;2023-08-01;Revenue_Other;Revenue;Прочие доходы;267020,40;2023;8;Q3
376;2023-08-01;COGS_Materials;Expenses;Себестоимость;-1451090,23;2023;8;Q3
377;2023-08-01;COGS_Labor;Expenses;Себестоимость;-437555,95;2023;8;Q3
378;2023-08-01;Salaries;Expenses;Операционные расходы;-1009506,28;2023;8;Q3
379;2023-08-01;Rent;Expenses;Операционные расходы;-135767,68;2023;8;Q3
380;2023-08-01;Marketing;Expenses;Операционные расходы;-464463,07;2023;8;Q3
381;2023-08-01;Utilities;Expenses;Операционные расходы;-42460,48;2023;8;Q3
382;2023-08-01;Depreciation;Expenses;Операционные расходы;-47315,99;2023;8;Q3
383;2023-08-01;Interest_Expense;Expenses;Финансовые расходы;-36999,36;2023;8;Q3
384;2023-08-01;Other_Expenses;Expenses;Прочие расходы;-59820,00;2023;8;Q3
385;2023-09-01;Revenue_Product_Sales;Revenue;Операционные доходы;3348785,75;2023;9;Q3
386;2023-09-01;Revenue_Services;Revenue;Сервисные доходы;728102,61;2023;9;Q3
387;2023-09-01;Revenue_Other;Revenue;Прочие доходы;267117,01;2023;9;Q3
388;2023-09-01;COGS_Materials;Expenses;Себестоимость;-1511907,51;2023;9;Q3
389;2023-09-01;COGS_Labor;Expenses;Себестоимость;-484961,74;2023;9;Q3
390;2023-09-01;Salaries;Expenses;Операционные расходы;-972537,09;2023;9;Q3
391;2023-09-01;Rent;Expenses;Операционные расходы;-159445,59;2023;9;Q3
392;2023-09-01;Marketing;Expenses;Операционные расходы;-420206,74;2023;9;Q3
393;2023-09-01;Utilities;Expenses;Операционные расходы;-36546,47;2023;9;Q3
394;2023-09-01;Depreciation;Expenses;Операционные расходы;-50963,65;2023;9;Q3
395;2023-09-01;Interest_Expense;Expenses;Финансовые расходы;-41333,56;2023;9;Q3
396;2023-09-01;Other_Expenses;Expenses;Прочие расходы;-56662,70;2023;9;Q3
397;2023-10-01;Revenue_Product_Sales;Revenue;Операционные доходы;3193159,68;2023;10;Q4
398;2023-10-01;Revenue_Services;Revenue;Сервисные доходы;823089,66;2023;10;Q4
399;2023-10-01;Revenue_Other;Revenue;Прочие доходы;224774,60;2023;10;Q4
400;2023-10-01;COGS_Materials;Expenses;Себестоимость;-1590811,90;2023;10;Q4
401;2023-10-01;COGS_Labor;Expenses;Себестоимость;-429031,84;2023;10;Q4
402;2023-10-01;Salaries;Expenses;Операционные расходы;-947772,94;2023;10;Q4
403;2023-10-01;Rent;Expenses;Операционные расходы;-136971,32;2023;10;Q4
404;2023-10-01;Marketing;Expenses;Операционные расходы;-452661,26;2023;10;Q4
405;2023-10-01;Utilities;Expenses;Операционные расходы;-39284,47;2023;10;Q4
406;2023-10-01;Depreciation;Expenses;Операционные расходы;-53841,18;2023;10;Q4
407;2023-10-01;Interest_Expense;Expenses;Финансовые расходы;-35742,55;2023;10;Q4
408;2023-10-01;Other_Expenses;Expenses;Прочие расходы;-72727,63;2023;10;Q4
409;2023-11-01;Revenue_Product_Sales;Revenue;Операционные доходы;4737941,69;2023;11;Q4
410;2023-11-01;Revenue_Services;Revenue;Сервисные доходы;1036491,14;2023;11;Q4
411;2023-11-01;Revenue_Other;Revenue;Прочие доходы;272974,91;2023;11;Q4
412;2023-11-01;COGS_Materials;Expenses;Себестоимость;-2259121,32;2023;11;Q4
413;2023-11-01;COGS_Labor;Expenses;Себестоимость;-671095,31;2023;11;Q4
414;2023-11-01;Salaries;Expenses;Операционные расходы;-1013621,80;2023;11;Q4
415;2023-11-01;Rent;Expenses;Операционные расходы;-164448,57;2023;11;Q4
416;2023-11-01;Marketing;Expenses;Операционные расходы;-600481,26;2023;11;Q4
417;2023-11-01;Utilities;Expenses;Операционные расходы;-38728,80;2023;11;Q4
418;2023-11-01;Depreciation;Expenses;Операционные расходы;-51851,53;2023;11;Q4
419;2023-11-01;Interest_Expense;Expenses;Финансовые расходы;-40556,64;2023;11;Q4
420;2023-11-01;Other_Expenses;Expenses;Прочие расходы;-140129,44;2023;11;Q4
421;2023-12-01;Revenue_Product_Sales;Revenue;Операционные доходы;4527809,90;2023;12;Q4
422;2023-12-01;Revenue_Services;Revenue;Сервисные доходы;1189711,87;2023;12;Q4
423;2023-12-01;Revenue_Other;Revenue;Прочие доходы;274622,17;2023;12;Q4
424;2023-12-01;COGS_Materials;Expenses;Себестоимость;-2149059,66;2023;12;Q4
425;2023-12-01;COGS_Labor;Expenses;Себестоимость;-633140,54;2023;12;Q4
426;2023-12-01;Salaries;Expenses;Операционные расходы;-931279,15;2023;12;Q4
427;2023-12-01;Rent;Expenses;Операционные расходы;-146876,71;2023;12;Q4
428;2023-12-01;Marketing;Expenses;Операционные расходы;-637283,28;2023;12;Q4
429;2023-12-01;Utilities;Expenses;Операционные расходы;-59114,08;2023;12;Q4
430;2023-12-01;Depreciation;Expenses;Операционные расходы;-54719,55;2023;12;Q4
431;2023-12-01;Interest_Expense;Expenses;Финансовые расходы;-36275,08;2023;12;Q4
432;2023-12-01;Other_Expenses;Expenses;Прочие расходы;-142151,06;2023;12;Q4
