Date;Year;Month;Day;Quarter;MonthName;DayName;WeekOfYear;DayOfYear;DayOfWeek;IsWeekend;IsHoliday;IsMonthEnd;IsQuarterEnd;IsYearEnd;Season;YearMonth;YearQuarter
2021-03-25;2021;3;25;Q1;Март;Четверг;12;84;4;False;False;False;False;False;Весна;2021-03;2021-Q1
2021-03-26;2021;3;26;Q1;Март;Пятница;12;85;5;False;False;False;False;False;Весна;2021-03;2021-Q1
2021-03-27;2021;3;27;Q1;Март;Суббота;12;86;6;True;False;False;False;False;Весна;2021-03;2021-Q1
2021-03-28;2021;3;28;Q1;Март;Воскресенье;12;87;7;True;False;False;False;False;Весна;2021-03;2021-Q1
2021-03-29;2021;3;29;Q1;Март;Понедельник;13;88;1;False;False;False;False;False;Весна;2021-03;2021-Q1
2021-03-30;2021;3;30;Q1;Март;Вторник;13;89;2;False;False;False;False;False;Весна;2021-03;2021-Q1
2021-03-31;2021;3;31;Q1;Март;Среда;13;90;3;False;False;True;True;False;Весна;2021-03;2021-Q1
2021-04-01;2021;4;1;Q2;Апрель;Четверг;13;91;4;False;False;False;False;False;Весна;2021-04;2021-Q2
2021-04-02;2021;4;2;Q2;Апрель;Пятница;13;92;5;False;False;False;False;False;Весна;2021-04;2021-Q2
2021-04-03;2021;4;3;Q2;Апрель;Суббота;13;93;6;True;False;False;False;False;Весна;2021-04;2021-Q2
2021-04-04;2021;4;4;Q2;Апрель;Воскресенье;13;94;7;True;False;False;False;False;Весна;2021-04;2021-Q2
2021-04-05;2021;4;5;Q2;Апрель;Понедельник;14;95;1;False;False;False;False;False;Весна;2021-04;2021-Q2
2021-04-06;2021;4;6;Q2;Апрель;Вторник;14;96;2;False;False;False;False;False;Весна;2021-04;2021-Q2
2021-04-07;2021;4;7;Q2;Апрель;Среда;14;97;3;False;False;False;False;False;Весна;2021-04;2021-Q2
2021-04-08;2021;4;8;Q2;Апрель;Четверг;14;98;4;False;False;False;False;False;Весна;2021-04;2021-Q2
2021-04-09;2021;4;9;Q2;Апрель;Пятница;14;99;5;False;False;False;False;False;Весна;2021-04;2021-Q2
2021-04-10;2021;4;10;Q2;Апрель;Суббота;14;100;6;True;False;False;False;False;Весна;2021-04;2021-Q2
2021-04-11;2021;4;11;Q2;Апрель;Воскресенье;14;101;7;True;False;False;False;False;Весна;2021-04;2021-Q2
2021-04-12;2021;4;12;Q2;Апрель;Понедельник;15;102;1;False;False;False;False;False;Весна;2021-04;2021-Q2
2021-04-13;2021;4;13;Q2;Апрель;Вторник;15;103;2;False;False;False;False;False;Весна;2021-04;2021-Q2
2021-04-14;2021;4;14;Q2;Апрель;Среда;15;104;3;False;False;False;False;False;Весна;2021-04;2021-Q2
2021-04-15;2021;4;15;Q2;Апрель;Четверг;15;105;4;False;False;False;False;False;Весна;2021-04;2021-Q2
2021-04-16;2021;4;16;Q2;Апрель;Пятница;15;106;5;False;False;False;False;False;Весна;2021-04;2021-Q2
2021-04-17;2021;4;17;Q2;Апрель;Суббота;15;107;6;True;False;False;False;False;Весна;2021-04;2021-Q2
2021-04-18;2021;4;18;Q2;Апрель;Воскресенье;15;108;7;True;False;False;False;False;Весна;2021-04;2021-Q2
2021-04-19;2021;4;19;Q2;Апрель;Понедельник;16;109;1;False;False;False;False;False;Весна;2021-04;2021-Q2
2021-04-20;2021;4;20;Q2;Апрель;Вторник;16;110;2;False;False;False;False;False;Весна;2021-04;2021-Q2
2021-04-21;2021;4;21;Q2;Апрель;Среда;16;111;3;False;False;False;False;False;Весна;2021-04;2021-Q2
2021-04-22;2021;4;22;Q2;Апрель;Четверг;16;112;4;False;False;False;False;False;Весна;2021-04;2021-Q2
2021-04-23;2021;4;23;Q2;Апрель;Пятница;16;113;5;False;False;False;False;False;Весна;2021-04;2021-Q2
2021-04-24;2021;4;24;Q2;Апрель;Суббота;16;114;6;True;False;False;False;False;Весна;2021-04;2021-Q2
2021-04-25;2021;4;25;Q2;Апрель;Воскресенье;16;115;7;True;False;False;False;False;Весна;2021-04;2021-Q2
2021-04-26;2021;4;26;Q2;Апрель;Понедельник;17;116;1;False;False;False;False;False;Весна;2021-04;2021-Q2
2021-04-27;2021;4;27;Q2;Апрель;Вторник;17;117;2;False;False;False;False;False;Весна;2021-04;2021-Q2
2021-04-28;2021;4;28;Q2;Апрель;Среда;17;118;3;False;False;False;False;False;Весна;2021-04;2021-Q2
2021-04-29;2021;4;29;Q2;Апрель;Четверг;17;119;4;False;False;False;False;False;Весна;2021-04;2021-Q2
2021-04-30;2021;4;30;Q2;Апрель;Пятница;17;120;5;False;False;True;False;False;Весна;2021-04;2021-Q2
2021-05-01;2021;5;1;Q2;Май;Суббота;17;121;6;True;True;False;False;False;Весна;2021-05;2021-Q2
2021-05-02;2021;5;2;Q2;Май;Воскресенье;17;122;7;True;False;False;False;False;Весна;2021-05;2021-Q2
2021-05-03;2021;5;3;Q2;Май;Понедельник;18;123;1;False;False;False;False;False;Весна;2021-05;2021-Q2
2021-05-04;2021;5;4;Q2;Май;Вторник;18;124;2;False;False;False;False;False;Весна;2021-05;2021-Q2
2021-05-05;2021;5;5;Q2;Май;Среда;18;125;3;False;False;False;False;False;Весна;2021-05;2021-Q2
2021-05-06;2021;5;6;Q2;Май;Четверг;18;126;4;False;False;False;False;False;Весна;2021-05;2021-Q2
2021-05-07;2021;5;7;Q2;Май;Пятница;18;127;5;False;False;False;False;False;Весна;2021-05;2021-Q2
2021-05-08;2021;5;8;Q2;Май;Суббота;18;128;6;True;False;False;False;False;Весна;2021-05;2021-Q2
2021-05-09;2021;5;9;Q2;Май;Воскресенье;18;129;7;True;True;False;False;False;Весна;2021-05;2021-Q2
2021-05-10;2021;5;10;Q2;Май;Понедельник;19;130;1;False;False;False;False;False;Весна;2021-05;2021-Q2
2021-05-11;2021;5;11;Q2;Май;Вторник;19;131;2;False;False;False;False;False;Весна;2021-05;2021-Q2
2021-05-12;2021;5;12;Q2;Май;Среда;19;132;3;False;False;False;False;False;Весна;2021-05;2021-Q2
2021-05-13;2021;5;13;Q2;Май;Четверг;19;133;4;False;False;False;False;False;Весна;2021-05;2021-Q2
2021-05-14;2021;5;14;Q2;Май;Пятница;19;134;5;False;False;False;False;False;Весна;2021-05;2021-Q2
2021-05-15;2021;5;15;Q2;Май;Суббота;19;135;6;True;False;False;False;False;Весна;2021-05;2021-Q2
2021-05-16;2021;5;16;Q2;Май;Воскресенье;19;136;7;True;False;False;False;False;Весна;2021-05;2021-Q2
2021-05-17;2021;5;17;Q2;Май;Понедельник;20;137;1;False;False;False;False;False;Весна;2021-05;2021-Q2
2021-05-18;2021;5;18;Q2;Май;Вторник;20;138;2;False;False;False;False;False;Весна;2021-05;2021-Q2
2021-05-19;2021;5;19;Q2;Май;Среда;20;139;3;False;False;False;False;False;Весна;2021-05;2021-Q2
2021-05-20;2021;5;20;Q2;Май;Четверг;20;140;4;False;False;False;False;False;Весна;2021-05;2021-Q2
2021-05-21;2021;5;21;Q2;Май;Пятница;20;141;5;False;False;False;False;False;Весна;2021-05;2021-Q2
2021-05-22;2021;5;22;Q2;Май;Суббота;20;142;6;True;False;False;False;False;Весна;2021-05;2021-Q2
2021-05-23;2021;5;23;Q2;Май;Воскресенье;20;143;7;True;False;False;False;False;Весна;2021-05;2021-Q2
2021-05-24;2021;5;24;Q2;Май;Понедельник;21;144;1;False;False;False;False;False;Весна;2021-05;2021-Q2
2021-05-25;2021;5;25;Q2;Май;Вторник;21;145;2;False;False;False;False;False;Весна;2021-05;2021-Q2
2021-05-26;2021;5;26;Q2;Май;Среда;21;146;3;False;False;False;False;False;Весна;2021-05;2021-Q2
2021-05-27;2021;5;27;Q2;Май;Четверг;21;147;4;False;False;False;False;False;Весна;2021-05;2021-Q2
2021-05-28;2021;5;28;Q2;Май;Пятница;21;148;5;False;False;False;False;False;Весна;2021-05;2021-Q2
2021-05-29;2021;5;29;Q2;Май;Суббота;21;149;6;True;False;False;False;False;Весна;2021-05;2021-Q2
2021-05-30;2021;5;30;Q2;Май;Воскресенье;21;150;7;True;False;False;False;False;Весна;2021-05;2021-Q2
2021-05-31;2021;5;31;Q2;Май;Понедельник;22;151;1;False;False;True;False;False;Весна;2021-05;2021-Q2
2021-06-01;2021;6;1;Q2;Июнь;Вторник;22;152;2;False;False;False;False;False;Лето;2021-06;2021-Q2
2021-06-02;2021;6;2;Q2;Июнь;Среда;22;153;3;False;False;False;False;False;Лето;2021-06;2021-Q2
2021-06-03;2021;6;3;Q2;Июнь;Четверг;22;154;4;False;False;False;False;False;Лето;2021-06;2021-Q2
2021-06-04;2021;6;4;Q2;Июнь;Пятница;22;155;5;False;False;False;False;False;Лето;2021-06;2021-Q2
2021-06-05;2021;6;5;Q2;Июнь;Суббота;22;156;6;True;False;False;False;False;Лето;2021-06;2021-Q2
2021-06-06;2021;6;6;Q2;Июнь;Воскресенье;22;157;7;True;False;False;False;False;Лето;2021-06;2021-Q2
2021-06-07;2021;6;7;Q2;Июнь;Понедельник;23;158;1;False;False;False;False;False;Лето;2021-06;2021-Q2
2021-06-08;2021;6;8;Q2;Июнь;Вторник;23;159;2;False;False;False;False;False;Лето;2021-06;2021-Q2
2021-06-09;2021;6;9;Q2;Июнь;Среда;23;160;3;False;False;False;False;False;Лето;2021-06;2021-Q2
2021-06-10;2021;6;10;Q2;Июнь;Четверг;23;161;4;False;False;False;False;False;Лето;2021-06;2021-Q2
2021-06-11;2021;6;11;Q2;Июнь;Пятница;23;162;5;False;False;False;False;False;Лето;2021-06;2021-Q2
2021-06-12;2021;6;12;Q2;Июнь;Суббота;23;163;6;True;True;False;False;False;Лето;2021-06;2021-Q2
2021-06-13;2021;6;13;Q2;Июнь;Воскресенье;23;164;7;True;False;False;False;False;Лето;2021-06;2021-Q2
2021-06-14;2021;6;14;Q2;Июнь;Понедельник;24;165;1;False;False;False;False;False;Лето;2021-06;2021-Q2
2021-06-15;2021;6;15;Q2;Июнь;Вторник;24;166;2;False;False;False;False;False;Лето;2021-06;2021-Q2
2021-06-16;2021;6;16;Q2;Июнь;Среда;24;167;3;False;False;False;False;False;Лето;2021-06;2021-Q2
2021-06-17;2021;6;17;Q2;Июнь;Четверг;24;168;4;False;False;False;False;False;Лето;2021-06;2021-Q2
2021-06-18;2021;6;18;Q2;Июнь;Пятница;24;169;5;False;False;False;False;False;Лето;2021-06;2021-Q2
2021-06-19;2021;6;19;Q2;Июнь;Суббота;24;170;6;True;False;False;False;False;Лето;2021-06;2021-Q2
2021-06-20;2021;6;20;Q2;Июнь;Воскресенье;24;171;7;True;False;False;False;False;Лето;2021-06;2021-Q2
2021-06-21;2021;6;21;Q2;Июнь;Понедельник;25;172;1;False;False;False;False;False;Лето;2021-06;2021-Q2
2021-06-22;2021;6;22;Q2;Июнь;Вторник;25;173;2;False;False;False;False;False;Лето;2021-06;2021-Q2
2021-06-23;2021;6;23;Q2;Июнь;Среда;25;174;3;False;False;False;False;False;Лето;2021-06;2021-Q2
2021-06-24;2021;6;24;Q2;Июнь;Четверг;25;175;4;False;False;False;False;False;Лето;2021-06;2021-Q2
2021-06-25;2021;6;25;Q2;Июнь;Пятница;25;176;5;False;False;False;False;False;Лето;2021-06;2021-Q2
2021-06-26;2021;6;26;Q2;Июнь;Суббота;25;177;6;True;False;False;False;False;Лето;2021-06;2021-Q2
2021-06-27;2021;6;27;Q2;Июнь;Воскресенье;25;178;7;True;False;False;False;False;Лето;2021-06;2021-Q2
2021-06-28;2021;6;28;Q2;Июнь;Понедельник;26;179;1;False;False;False;False;False;Лето;2021-06;2021-Q2
2021-06-29;2021;6;29;Q2;Июнь;Вторник;26;180;2;False;False;False;False;False;Лето;2021-06;2021-Q2
2021-06-30;2021;6;30;Q2;Июнь;Среда;26;181;3;False;False;True;True;False;Лето;2021-06;2021-Q2
2021-07-01;2021;7;1;Q3;Июль;Четверг;26;182;4;False;False;False;False;False;Лето;2021-07;2021-Q3
2021-07-02;2021;7;2;Q3;Июль;Пятница;26;183;5;False;False;False;False;False;Лето;2021-07;2021-Q3
2021-07-03;2021;7;3;Q3;Июль;Суббота;26;184;6;True;False;False;False;False;Лето;2021-07;2021-Q3
2021-07-04;2021;7;4;Q3;Июль;Воскресенье;26;185;7;True;False;False;False;False;Лето;2021-07;2021-Q3
2021-07-05;2021;7;5;Q3;Июль;Понедельник;27;186;1;False;False;False;False;False;Лето;2021-07;2021-Q3
2021-07-06;2021;7;6;Q3;Июль;Вторник;27;187;2;False;False;False;False;False;Лето;2021-07;2021-Q3
2021-07-07;2021;7;7;Q3;Июль;Среда;27;188;3;False;False;False;False;False;Лето;2021-07;2021-Q3
2021-07-08;2021;7;8;Q3;Июль;Четверг;27;189;4;False;False;False;False;False;Лето;2021-07;2021-Q3
2021-07-09;2021;7;9;Q3;Июль;Пятница;27;190;5;False;False;False;False;False;Лето;2021-07;2021-Q3
2021-07-10;2021;7;10;Q3;Июль;Суббота;27;191;6;True;False;False;False;False;Лето;2021-07;2021-Q3
2021-07-11;2021;7;11;Q3;Июль;Воскресенье;27;192;7;True;False;False;False;False;Лето;2021-07;2021-Q3
2021-07-12;2021;7;12;Q3;Июль;Понедельник;28;193;1;False;False;False;False;False;Лето;2021-07;2021-Q3
2021-07-13;2021;7;13;Q3;Июль;Вторник;28;194;2;False;False;False;False;False;Лето;2021-07;2021-Q3
2021-07-14;2021;7;14;Q3;Июль;Среда;28;195;3;False;False;False;False;False;Лето;2021-07;2021-Q3
2021-07-15;2021;7;15;Q3;Июль;Четверг;28;196;4;False;False;False;False;False;Лето;2021-07;2021-Q3
2021-07-16;2021;7;16;Q3;Июль;Пятница;28;197;5;False;False;False;False;False;Лето;2021-07;2021-Q3
2021-07-17;2021;7;17;Q3;Июль;Суббота;28;198;6;True;False;False;False;False;Лето;2021-07;2021-Q3
2021-07-18;2021;7;18;Q3;Июль;Воскресенье;28;199;7;True;False;False;False;False;Лето;2021-07;2021-Q3
2021-07-19;2021;7;19;Q3;Июль;Понедельник;29;200;1;False;False;False;False;False;Лето;2021-07;2021-Q3
2021-07-20;2021;7;20;Q3;Июль;Вторник;29;201;2;False;False;False;False;False;Лето;2021-07;2021-Q3
2021-07-21;2021;7;21;Q3;Июль;Среда;29;202;3;False;False;False;False;False;Лето;2021-07;2021-Q3
2021-07-22;2021;7;22;Q3;Июль;Четверг;29;203;4;False;False;False;False;False;Лето;2021-07;2021-Q3
2021-07-23;2021;7;23;Q3;Июль;Пятница;29;204;5;False;False;False;False;False;Лето;2021-07;2021-Q3
2021-07-24;2021;7;24;Q3;Июль;Суббота;29;205;6;True;False;False;False;False;Лето;2021-07;2021-Q3
2021-07-25;2021;7;25;Q3;Июль;Воскресенье;29;206;7;True;False;False;False;False;Лето;2021-07;2021-Q3
2021-07-26;2021;7;26;Q3;Июль;Понедельник;30;207;1;False;False;False;False;False;Лето;2021-07;2021-Q3
2021-07-27;2021;7;27;Q3;Июль;Вторник;30;208;2;False;False;False;False;False;Лето;2021-07;2021-Q3
2021-07-28;2021;7;28;Q3;Июль;Среда;30;209;3;False;False;False;False;False;Лето;2021-07;2021-Q3
2021-07-29;2021;7;29;Q3;Июль;Четверг;30;210;4;False;False;False;False;False;Лето;2021-07;2021-Q3
2021-07-30;2021;7;30;Q3;Июль;Пятница;30;211;5;False;False;False;False;False;Лето;2021-07;2021-Q3
2021-07-31;2021;7;31;Q3;Июль;Суббота;30;212;6;True;False;True;False;False;Лето;2021-07;2021-Q3
2021-08-01;2021;8;1;Q3;Август;Воскресенье;30;213;7;True;False;False;False;False;Лето;2021-08;2021-Q3
2021-08-02;2021;8;2;Q3;Август;Понедельник;31;214;1;False;False;False;False;False;Лето;2021-08;2021-Q3
2021-08-03;2021;8;3;Q3;Август;Вторник;31;215;2;False;False;False;False;False;Лето;2021-08;2021-Q3
2021-08-04;2021;8;4;Q3;Август;Среда;31;216;3;False;False;False;False;False;Лето;2021-08;2021-Q3
2021-08-05;2021;8;5;Q3;Август;Четверг;31;217;4;False;False;False;False;False;Лето;2021-08;2021-Q3
2021-08-06;2021;8;6;Q3;Август;Пятница;31;218;5;False;False;False;False;False;Лето;2021-08;2021-Q3
2021-08-07;2021;8;7;Q3;Август;Суббота;31;219;6;True;False;False;False;False;Лето;2021-08;2021-Q3
2021-08-08;2021;8;8;Q3;Август;Воскресенье;31;220;7;True;False;False;False;False;Лето;2021-08;2021-Q3
2021-08-09;2021;8;9;Q3;Август;Понедельник;32;221;1;False;False;False;False;False;Лето;2021-08;2021-Q3
2021-08-10;2021;8;10;Q3;Август;Вторник;32;222;2;False;False;False;False;False;Лето;2021-08;2021-Q3
2021-08-11;2021;8;11;Q3;Август;Среда;32;223;3;False;False;False;False;False;Лето;2021-08;2021-Q3
2021-08-12;2021;8;12;Q3;Август;Четверг;32;224;4;False;False;False;False;False;Лето;2021-08;2021-Q3
2021-08-13;2021;8;13;Q3;Август;Пятница;32;225;5;False;False;False;False;False;Лето;2021-08;2021-Q3
2021-08-14;2021;8;14;Q3;Август;Суббота;32;226;6;True;False;False;False;False;Лето;2021-08;2021-Q3
2021-08-15;2021;8;15;Q3;Август;Воскресенье;32;227;7;True;False;False;False;False;Лето;2021-08;2021-Q3
2021-08-16;2021;8;16;Q3;Август;Понедельник;33;228;1;False;False;False;False;False;Лето;2021-08;2021-Q3
2021-08-17;2021;8;17;Q3;Август;Вторник;33;229;2;False;False;False;False;False;Лето;2021-08;2021-Q3
2021-08-18;2021;8;18;Q3;Август;Среда;33;230;3;False;False;False;False;False;Лето;2021-08;2021-Q3
2021-08-19;2021;8;19;Q3;Август;Четверг;33;231;4;False;False;False;False;False;Лето;2021-08;2021-Q3
2021-08-20;2021;8;20;Q3;Август;Пятница;33;232;5;False;False;False;False;False;Лето;2021-08;2021-Q3
2021-08-21;2021;8;21;Q3;Август;Суббота;33;233;6;True;False;False;False;False;Лето;2021-08;2021-Q3
2021-08-22;2021;8;22;Q3;Август;Воскресенье;33;234;7;True;False;False;False;False;Лето;2021-08;2021-Q3
2021-08-23;2021;8;23;Q3;Август;Понедельник;34;235;1;False;False;False;False;False;Лето;2021-08;2021-Q3
2021-08-24;2021;8;24;Q3;Август;Вторник;34;236;2;False;False;False;False;False;Лето;2021-08;2021-Q3
2021-08-25;2021;8;25;Q3;Август;Среда;34;237;3;False;False;False;False;False;Лето;2021-08;2021-Q3
2021-08-26;2021;8;26;Q3;Август;Четверг;34;238;4;False;False;False;False;False;Лето;2021-08;2021-Q3
2021-08-27;2021;8;27;Q3;Август;Пятница;34;239;5;False;False;False;False;False;Лето;2021-08;2021-Q3
2021-08-28;2021;8;28;Q3;Август;Суббота;34;240;6;True;False;False;False;False;Лето;2021-08;2021-Q3
2021-08-29;2021;8;29;Q3;Август;Воскресенье;34;241;7;True;False;False;False;False;Лето;2021-08;2021-Q3
2021-08-30;2021;8;30;Q3;Август;Понедельник;35;242;1;False;False;False;False;False;Лето;2021-08;2021-Q3
2021-08-31;2021;8;31;Q3;Август;Вторник;35;243;2;False;False;True;False;False;Лето;2021-08;2021-Q3
2021-09-01;2021;9;1;Q3;Сентябрь;Среда;35;244;3;False;False;False;False;False;Осень;2021-09;2021-Q3
2021-09-02;2021;9;2;Q3;Сентябрь;Четверг;35;245;4;False;False;False;False;False;Осень;2021-09;2021-Q3
2021-09-03;2021;9;3;Q3;Сентябрь;Пятница;35;246;5;False;False;False;False;False;Осень;2021-09;2021-Q3
2021-09-04;2021;9;4;Q3;Сентябрь;Суббота;35;247;6;True;False;False;False;False;Осень;2021-09;2021-Q3
2021-09-05;2021;9;5;Q3;Сентябрь;Воскресенье;35;248;7;True;False;False;False;False;Осень;2021-09;2021-Q3
2021-09-06;2021;9;6;Q3;Сентябрь;Понедельник;36;249;1;False;False;False;False;False;Осень;2021-09;2021-Q3
2021-09-07;2021;9;7;Q3;Сентябрь;Вторник;36;250;2;False;False;False;False;False;Осень;2021-09;2021-Q3
2021-09-08;2021;9;8;Q3;Сентябрь;Среда;36;251;3;False;False;False;False;False;Осень;2021-09;2021-Q3
2021-09-09;2021;9;9;Q3;Сентябрь;Четверг;36;252;4;False;False;False;False;False;Осень;2021-09;2021-Q3
2021-09-10;2021;9;10;Q3;Сентябрь;Пятница;36;253;5;False;False;False;False;False;Осень;2021-09;2021-Q3
2021-09-11;2021;9;11;Q3;Сентябрь;Суббота;36;254;6;True;False;False;False;False;Осень;2021-09;2021-Q3
2021-09-12;2021;9;12;Q3;Сентябрь;Воскресенье;36;255;7;True;False;False;False;False;Осень;2021-09;2021-Q3
2021-09-13;2021;9;13;Q3;Сентябрь;Понедельник;37;256;1;False;False;False;False;False;Осень;2021-09;2021-Q3
2021-09-14;2021;9;14;Q3;Сентябрь;Вторник;37;257;2;False;False;False;False;False;Осень;2021-09;2021-Q3
2021-09-15;2021;9;15;Q3;Сентябрь;Среда;37;258;3;False;False;False;False;False;Осень;2021-09;2021-Q3
2021-09-16;2021;9;16;Q3;Сентябрь;Четверг;37;259;4;False;False;False;False;False;Осень;2021-09;2021-Q3
2021-09-17;2021;9;17;Q3;Сентябрь;Пятница;37;260;5;False;False;False;False;False;Осень;2021-09;2021-Q3
2021-09-18;2021;9;18;Q3;Сентябрь;Суббота;37;261;6;True;False;False;False;False;Осень;2021-09;2021-Q3
2021-09-19;2021;9;19;Q3;Сентябрь;Воскресенье;37;262;7;True;False;False;False;False;Осень;2021-09;2021-Q3
2021-09-20;2021;9;20;Q3;Сентябрь;Понедельник;38;263;1;False;False;False;False;False;Осень;2021-09;2021-Q3
2021-09-21;2021;9;21;Q3;Сентябрь;Вторник;38;264;2;False;False;False;False;False;Осень;2021-09;2021-Q3
2021-09-22;2021;9;22;Q3;Сентябрь;Среда;38;265;3;False;False;False;False;False;Осень;2021-09;2021-Q3
2021-09-23;2021;9;23;Q3;Сентябрь;Четверг;38;266;4;False;False;False;False;False;Осень;2021-09;2021-Q3
2021-09-24;2021;9;24;Q3;Сентябрь;Пятница;38;267;5;False;False;False;False;False;Осень;2021-09;2021-Q3
2021-09-25;2021;9;25;Q3;Сентябрь;Суббота;38;268;6;True;False;False;False;False;Осень;2021-09;2021-Q3
2021-09-26;2021;9;26;Q3;Сентябрь;Воскресенье;38;269;7;True;False;False;False;False;Осень;2021-09;2021-Q3
2021-09-27;2021;9;27;Q3;Сентябрь;Понедельник;39;270;1;False;False;False;False;False;Осень;2021-09;2021-Q3
2021-09-28;2021;9;28;Q3;Сентябрь;Вторник;39;271;2;False;False;False;False;False;Осень;2021-09;2021-Q3
2021-09-29;2021;9;29;Q3;Сентябрь;Среда;39;272;3;False;False;False;False;False;Осень;2021-09;2021-Q3
2021-09-30;2021;9;30;Q3;Сентябрь;Четверг;39;273;4;False;False;True;True;False;Осень;2021-09;2021-Q3
2021-10-01;2021;10;1;Q4;Октябрь;Пятница;39;274;5;False;False;False;False;False;Осень;2021-10;2021-Q4
2021-10-02;2021;10;2;Q4;Октябрь;Суббота;39;275;6;True;False;False;False;False;Осень;2021-10;2021-Q4
2021-10-03;2021;10;3;Q4;Октябрь;Воскресенье;39;276;7;True;False;False;False;False;Осень;2021-10;2021-Q4
2021-10-04;2021;10;4;Q4;Октябрь;Понедельник;40;277;1;False;False;False;False;False;Осень;2021-10;2021-Q4
2021-10-05;2021;10;5;Q4;Октябрь;Вторник;40;278;2;False;False;False;False;False;Осень;2021-10;2021-Q4
2021-10-06;2021;10;6;Q4;Октябрь;Среда;40;279;3;False;False;False;False;False;Осень;2021-10;2021-Q4
2021-10-07;2021;10;7;Q4;Октябрь;Четверг;40;280;4;False;False;False;False;False;Осень;2021-10;2021-Q4
2021-10-08;2021;10;8;Q4;Октябрь;Пятница;40;281;5;False;False;False;False;False;Осень;2021-10;2021-Q4
2021-10-09;2021;10;9;Q4;Октябрь;Суббота;40;282;6;True;False;False;False;False;Осень;2021-10;2021-Q4
2021-10-10;2021;10;10;Q4;Октябрь;Воскресенье;40;283;7;True;False;False;False;False;Осень;2021-10;2021-Q4
2021-10-11;2021;10;11;Q4;Октябрь;Понедельник;41;284;1;False;False;False;False;False;Осень;2021-10;2021-Q4
2021-10-12;2021;10;12;Q4;Октябрь;Вторник;41;285;2;False;False;False;False;False;Осень;2021-10;2021-Q4
2021-10-13;2021;10;13;Q4;Октябрь;Среда;41;286;3;False;False;False;False;False;Осень;2021-10;2021-Q4
2021-10-14;2021;10;14;Q4;Октябрь;Четверг;41;287;4;False;False;False;False;False;Осень;2021-10;2021-Q4
2021-10-15;2021;10;15;Q4;Октябрь;Пятница;41;288;5;False;False;False;False;False;Осень;2021-10;2021-Q4
2021-10-16;2021;10;16;Q4;Октябрь;Суббота;41;289;6;True;False;False;False;False;Осень;2021-10;2021-Q4
2021-10-17;2021;10;17;Q4;Октябрь;Воскресенье;41;290;7;True;False;False;False;False;Осень;2021-10;2021-Q4
2021-10-18;2021;10;18;Q4;Октябрь;Понедельник;42;291;1;False;False;False;False;False;Осень;2021-10;2021-Q4
2021-10-19;2021;10;19;Q4;Октябрь;Вторник;42;292;2;False;False;False;False;False;Осень;2021-10;2021-Q4
2021-10-20;2021;10;20;Q4;Октябрь;Среда;42;293;3;False;False;False;False;False;Осень;2021-10;2021-Q4
2021-10-21;2021;10;21;Q4;Октябрь;Четверг;42;294;4;False;False;False;False;False;Осень;2021-10;2021-Q4
2021-10-22;2021;10;22;Q4;Октябрь;Пятница;42;295;5;False;False;False;False;False;Осень;2021-10;2021-Q4
2021-10-23;2021;10;23;Q4;Октябрь;Суббота;42;296;6;True;False;False;False;False;Осень;2021-10;2021-Q4
2021-10-24;2021;10;24;Q4;Октябрь;Воскресенье;42;297;7;True;False;False;False;False;Осень;2021-10;2021-Q4
2021-10-25;2021;10;25;Q4;Октябрь;Понедельник;43;298;1;False;False;False;False;False;Осень;2021-10;2021-Q4
2021-10-26;2021;10;26;Q4;Октябрь;Вторник;43;299;2;False;False;False;False;False;Осень;2021-10;2021-Q4
2021-10-27;2021;10;27;Q4;Октябрь;Среда;43;300;3;False;False;False;False;False;Осень;2021-10;2021-Q4
2021-10-28;2021;10;28;Q4;Октябрь;Четверг;43;301;4;False;False;False;False;False;Осень;2021-10;2021-Q4
2021-10-29;2021;10;29;Q4;Октябрь;Пятница;43;302;5;False;False;False;False;False;Осень;2021-10;2021-Q4
2021-10-30;2021;10;30;Q4;Октябрь;Суббота;43;303;6;True;False;False;False;False;Осень;2021-10;2021-Q4
2021-10-31;2021;10;31;Q4;Октябрь;Воскресенье;43;304;7;True;False;True;False;False;Осень;2021-10;2021-Q4
2021-11-01;2021;11;1;Q4;Ноябрь;Понедельник;44;305;1;False;False;False;False;False;Осень;2021-11;2021-Q4
2021-11-02;2021;11;2;Q4;Ноябрь;Вторник;44;306;2;False;False;False;False;False;Осень;2021-11;2021-Q4
2021-11-03;2021;11;3;Q4;Ноябрь;Среда;44;307;3;False;False;False;False;False;Осень;2021-11;2021-Q4
2021-11-04;2021;11;4;Q4;Ноябрь;Четверг;44;308;4;False;True;False;False;False;Осень;2021-11;2021-Q4
2021-11-05;2021;11;5;Q4;Ноябрь;Пятница;44;309;5;False;False;False;False;False;Осень;2021-11;2021-Q4
2021-11-06;2021;11;6;Q4;Ноябрь;Суббота;44;310;6;True;False;False;False;False;Осень;2021-11;2021-Q4
2021-11-07;2021;11;7;Q4;Ноябрь;Воскресенье;44;311;7;True;False;False;False;False;Осень;2021-11;2021-Q4
2021-11-08;2021;11;8;Q4;Ноябрь;Понедельник;45;312;1;False;False;False;False;False;Осень;2021-11;2021-Q4
2021-11-09;2021;11;9;Q4;Ноябрь;Вторник;45;313;2;False;False;False;False;False;Осень;2021-11;2021-Q4
2021-11-10;2021;11;10;Q4;Ноябрь;Среда;45;314;3;False;False;False;False;False;Осень;2021-11;2021-Q4
