клиент_id,возраст,доход,пол,город,сегмент,количество_покупок,общая_сумма_покупок,последняя_покупка,удовлетворенность
CUST_00375,21,25000,Женский,Новосибирск,Новый,2,2000,79,6.7
CUST_00376,50,83705,Мужской,Екатеринбург,Обычный,12,43068,77,6.3
CUST_00377,32,86049,Женский,СПб,Обычный,15,61114,58,8.8
CUST_00378,45,25000,Женский,Новосибирск,Новый,2,2700,48,6.4
CUST_00379,45,49463,Мужской,Москва,Новый,10,38035,3,5.1
CUST_00380,23,29559,Женский,СПб,Новый,4,8830,48,7.5
CUST_00381,51,25085,Женский,Казань,Обычный,3,3168,39,7.3
CUST_00382,24,25000,Мужской,СПб,Новый,5,5000,2,6.0
CUST_00383,20,25000,Женский,Екатеринбург,Новый,1,1082,2,6.5
CUST_00384,26,33635,Мужской,Новосибирск,Новый,5,5884,22,6.9
CUST_00385,34,76195,Женский,Москва,Новый,7,35223,44,7.0
CUST_00386,41,52969,Женский,СПб,Новый,4,10566,23,8.7
CUST_00387,28,25000,Женский,Казань,Новый,3,3000,2,6.6
CUST_00388,51,35954,Мужской,Екатеринбург,Обычный,8,9835,114,8.9
CUST_00389,43,25000,Мужской,Екатеринбург,Новый,3,5564,15,4.5
CUST_00390,29,25000,Мужской,Казань,Новый,3,6008,18,9.7
CUST_00391,53,56152,Мужской,Екатеринбург,Обычный,10,33594,46,8.9
CUST_00392,57,40137,Мужской,Новосибирск,Обычный,7,8078,3,6.9
CUST_00393,38,112458,Мужской,Казань,Обычный,10,45787,17,6.9
CUST_00394,36,35209,Мужской,Екатеринбург,Новый,3,5836,24,8.3
CUST_00395,18,25000,Мужской,Екатеринбург,Новый,3,3667,51,4.4
CUST_00396,33,36602,Женский,Москва,Новый,1,2182,25,5.2
CUST_00397,35,61923,Мужской,СПб,Новый,9,22886,5,4.7
CUST_00398,43,82781,Женский,Екатеринбург,Обычный,12,50361,70,6.4
CUST_00399,37,39605,Женский,СПб,Новый,10,21959,21,6.5
CUST_00400,43,118240,Женский,Москва,Обычный,10,29619,24,6.7
CUST_00401,63,53192,Женский,Москва,Обычный,15,44952,47,8.0
CUST_00402,32,44143,Женский,Екатеринбург,Новый,7,20438,24,4.7
CUST_00403,32,39478,Мужской,Москва,Новый,3,7178,57,7.9
CUST_00404,20,25000,Мужской,СПб,Новый,5,6393,1,5.6
CUST_00405,39,25000,Женский,Новосибирск,Новый,2,2000,21,7.7
CUST_00406,54,25000,Мужской,Новосибирск,Обычный,5,5947,40,8.8
CUST_00407,18,25000,Мужской,Екатеринбург,Новый,5,5000,94,7.2
CUST_00408,30,34522,Мужской,Новосибирск,Новый,2,4187,12,8.1
CUST_00409,40,28024,Женский,Екатеринбург,Новый,2,4260,29,8.2
CUST_00410,52,32134,Женский,Москва,Обычный,5,5000,34,5.3
CUST_00411,45,27136,Мужской,СПб,Новый,1,1084,16,6.0
CUST_00412,44,75707,Женский,Москва,Новый,3,10120,57,7.8
CUST_00413,36,25000,Женский,Екатеринбург,Новый,1,1820,69,9.0
CUST_00414,47,95670,Мужской,Москва,Обычный,25,133555,26,9.9
CUST_00415,55,71094,Женский,СПб,Обычный,10,49775,22,9.1
CUST_00416,18,36590,Женский,Москва,Новый,5,8492,99,8.5
CUST_00417,50,150377,Мужской,Новосибирск,VIP,50,482771,24,8.0
CUST_00418,38,42304,Мужской,Москва,Новый,2,4772,7,8.3
CUST_00419,32,33123,Мужской,СПб,Новый,1,1769,43,6.2
CUST_00420,18,35460,Женский,Москва,Новый,2,3299,38,7.2
CUST_00421,19,25000,Женский,СПб,Новый,2,2054,12,6.3
CUST_00422,65,25000,Женский,Москва,Обычный,2,2000,30,10.0
CUST_00423,29,25000,Женский,СПб,Новый,1,1637,46,7.9
CUST_00424,23,33769,Мужской,Москва,Новый,3,3619,23,9.5
CUST_00425,33,25000,Женский,СПб,Новый,2,2000,34,7.2
CUST_00426,28,66298,Женский,Екатеринбург,Новый,5,19573,75,7.8
CUST_00427,41,60494,Женский,Казань,Новый,7,20035,62,4.9
CUST_00428,62,25000,Женский,Екатеринбург,Обычный,6,6000,1,9.3
CUST_00429,31,25000,Женский,СПб,Новый,2,3111,55,6.7
CUST_00430,42,58085,Мужской,Москва,Новый,5,10459,86,5.1
CUST_00431,22,25000,Женский,СПб,Новый,2,2127,6,6.5
CUST_00432,62,45395,Женский,СПб,Обычный,5,14495,3,8.1
CUST_00433,42,60005,Женский,СПб,Новый,7,13252,1,6.8
CUST_00434,23,25000,Женский,Новосибирск,Новый,3,3238,76,8.9
CUST_00435,53,124832,Мужской,СПб,Обычный,18,77117,36,9.5
CUST_00436,57,106963,Мужской,Москва,Обычный,12,103351,49,8.9
CUST_00437,42,49100,Женский,Новосибирск,Новый,5,11678,59,8.4
CUST_00438,18,25000,Женский,Новосибирск,Новый,3,4912,22,8.6
CUST_00439,66,25000,Мужской,СПб,Обычный,4,6572,30,9.2
CUST_00440,44,27233,Женский,Новосибирск,Новый,3,6639,55,5.4
CUST_00441,57,104094,Женский,Екатеринбург,Обычный,31,86904,10,8.6
CUST_00442,31,82825,Мужской,Москва,Обычный,17,83967,22,9.0
CUST_00443,34,59178,Мужской,СПб,Новый,8,25042,30,6.8
CUST_00444,41,63374,Мужской,Новосибирск,Новый,15,79128,93,5.2
CUST_00445,56,27861,Мужской,СПб,Обычный,3,3109,15,7.0
CUST_00446,42,25000,Мужской,Новосибирск,Новый,4,7334,122,6.2
CUST_00447,21,43095,Мужской,СПб,Новый,6,10542,32,7.1
CUST_00448,43,25000,Мужской,Екатеринбург,Новый,5,5539,88,4.1
CUST_00449,64,29927,Женский,СПб,Обычный,8,13335,67,7.1
CUST_00450,40,41430,Женский,Екатеринбург,Новый,4,8306,44,5.6
CUST_00451,41,38785,Мужской,СПб,Новый,3,5806,20,9.1
CUST_00452,21,25000,Мужской,Новосибирск,Новый,2,2614,1,4.7
CUST_00453,18,25000,Женский,Казань,Новый,3,4250,5,6.9
CUST_00454,30,42690,Мужской,Москва,Новый,6,12816,21,5.6
CUST_00455,35,25000,Женский,Москва,Новый,4,4921,7,6.7
CUST_00456,41,29532,Женский,СПб,Новый,3,4685,55,8.7
CUST_00457,42,53133,Мужской,Екатеринбург,Новый,4,12893,42,8.3
CUST_00458,64,43019,Мужской,Москва,Обычный,7,16444,34,6.5
CUST_00459,40,36344,Мужской,СПб,Новый,2,4435,1,6.6
CUST_00460,55,27857,Женский,Казань,Обычный,6,6712,2,7.1
CUST_00461,39,25000,Женский,Новосибирск,Новый,3,3469,4,7.2
CUST_00462,61,36263,Женский,Казань,Обычный,9,9000,10,8.5
CUST_00463,18,25000,Мужской,Москва,Новый,2,2521,22,6.7
CUST_00464,31,42301,Женский,СПб,Новый,5,16126,35,8.5
CUST_00465,54,44236,Мужской,Казань,Обычный,11,32883,67,8.4
CUST_00466,37,25534,Мужской,СПб,Новый,3,3119,22,7.2
CUST_00467,53,45762,Женский,Екатеринбург,Обычный,10,21789,20,5.1
CUST_00468,45,42079,Мужской,Москва,Новый,11,32055,3,6.7
CUST_00469,54,35893,Женский,Москва,Обычный,6,7412,16,7.1
CUST_00470,49,25000,Женский,СПб,Обычный,3,4461,1,7.2
CUST_00471,50,67027,Мужской,СПб,Обычный,8,20238,9,6.1
CUST_00472,62,33065,Женский,Екатеринбург,Обычный,3,6012,65,5.4
CUST_00473,54,26151,Мужской,Новосибирск,Обычный,4,5263,36,6.0
CUST_00474,54,25000,Мужской,СПб,Обычный,4,6460,1,6.1
CUST_00475,40,56846,Мужской,Новосибирск,Новый,3,11449,31,7.1
CUST_00476,31,29314,Женский,Москва,Новый,3,4483,37,5.8
CUST_00477,30,40418,Мужской,СПб,Новый,6,12163,39,8.0
CUST_00478,51,63427,Женский,Москва,Обычный,17,42011,45,7.2
CUST_00479,18,25000,Женский,Москва,Новый,2,2000,10,7.5
CUST_00480,20,31896,Мужской,Москва,Новый,3,5043,24,8.5
CUST_00481,25,25000,Мужской,Екатеринбург,Новый,1,1223,49,5.2
CUST_00482,36,25000,Женский,Екатеринбург,Новый,2,2144,33,6.5
CUST_00483,18,25000,Мужской,Москва,Новый,3,3275,7,7.5
CUST_00484,58,85771,Мужской,Екатеринбург,Обычный,12,66857,52,9.3
CUST_00485,49,36121,Мужской,Новосибирск,Обычный,4,8483,10,7.5
CUST_00486,69,48664,Мужской,СПб,Обычный,13,34787,32,6.8
CUST_00487,55,30857,Женский,СПб,Обычный,4,5427,1,9.1
CUST_00488,55,38984,Мужской,Екатеринбург,Обычный,9,19686,11,6.6
CUST_00489,73,69511,Женский,СПб,Обычный,20,51685,55,7.7
CUST_00490,31,25000,Мужской,Екатеринбург,Новый,3,4287,29,6.2
CUST_00491,18,25000,Мужской,Казань,Новый,4,6102,12,7.6
CUST_00492,36,25000,Мужской,Новосибирск,Новый,3,5297,98,8.2
CUST_00493,27,25000,Мужской,Екатеринбург,Новый,2,2574,36,5.8
CUST_00494,36,25000,Женский,Новосибирск,Новый,2,2903,4,9.0
CUST_00495,24,25000,Мужской,Москва,Новый,4,4000,15,7.4
CUST_00496,48,25000,Мужской,Новосибирск,Обычный,3,3000,36,9.4
CUST_00497,47,48249,Женский,Москва,Обычный,8,25239,11,7.9
CUST_00498,39,31927,Женский,СПб,Новый,5,7655,31,7.6
CUST_00499,44,25000,Мужской,СПб,Новый,2,2000,25,8.2
CUST_00500,37,74768,Мужской,Москва,Новый,13,47688,29,7.4
CUST_00501,51,29630,Женский,Екатеринбург,Обычный,8,11024,2,7.6
CUST_00502,41,25000,Мужской,СПб,Новый,3,4914,56,6.6
CUST_00503,36,25000,Женский,СПб,Новый,5,5000,1,6.8
CUST_00504,53,242801,Мужской,Москва,VIP,50,902862,22,8.8
CUST_00505,58,35466,Женский,СПб,Обычный,8,8000,4,3.7
CUST_00506,60,25000,Женский,СПб,Обычный,8,14151,3,6.3
CUST_00507,25,25000,Мужской,Екатеринбург,Новый,2,2527,8,7.0
CUST_00508,31,25000,Женский,Екатеринбург,Новый,1,1020,48,5.9
CUST_00509,18,25000,Мужской,СПб,Новый,2,2312,19,5.1
CUST_00510,36,34559,Мужской,СПб,Новый,5,11814,12,6.3
CUST_00511,46,35774,Мужской,Екатеринбург,Обычный,5,10269,13,6.0
CUST_00512,38,35920,Женский,СПб,Новый,2,3011,15,4.6
CUST_00513,68,35368,Женский,Екатеринбург,Обычный,11,27524,24,9.0
CUST_00514,33,38458,Мужской,Москва,Новый,5,11369,7,8.7
CUST_00515,23,61311,Женский,Москва,Новый,7,20164,7,6.3
CUST_00516,48,30441,Мужской,Екатеринбург,Обычный,6,7809,28,8.1
CUST_00517,42,66821,Мужской,Екатеринбург,Новый,13,67634,57,5.8
CUST_00518,48,66483,Мужской,Москва,Обычный,9,47367,14,5.7
CUST_00519,44,85438,Женский,Москва,Обычный,25,119268,9,9.3
CUST_00520,43,66259,Женский,Москва,Новый,9,26164,55,7.6
CUST_00521,18,29486,Женский,Москва,Новый,1,1103,26,6.5
CUST_00522,29,169460,Мужской,Москва,Обычный,25,337016,14,6.7
CUST_00523,31,25000,Женский,Новосибирск,Новый,3,3000,16,6.7
CUST_00524,34,42976,Женский,СПб,Новый,3,6866,6,5.4
CUST_00525,33,74638,Женский,Екатеринбург,Новый,5,17163,17,6.5
CUST_00526,46,34797,Женский,Казань,Обычный,3,6319,15,8.9
CUST_00527,49,25000,Мужской,СПб,Обычный,4,6411,71,9.3
CUST_00528,23,25000,Женский,Новосибирск,Новый,1,1094,8,6.6
CUST_00529,50,41533,Мужской,СПб,Обычный,6,11901,50,9.2
CUST_00530,48,35551,Женский,Екатеринбург,Обычный,7,16915,86,7.3
CUST_00531,46,38830,Мужской,Москва,Обычный,3,5141,8,7.6
CUST_00532,18,39318,Мужской,Новосибирск,Новый,5,9363,125,5.9
CUST_00533,46,184233,Женский,Москва,VIP,33,355600,24,7.0
CUST_00534,41,25000,Женский,СПб,Новый,2,3588,28,5.4
CUST_00535,54,25000,Мужской,Казань,Обычный,5,5000,6,7.5
CUST_00536,66,106559,Женский,Москва,Обычный,19,108274,28,6.8
CUST_00537,63,34614,Женский,Москва,Обычный,3,5280,117,7.9
CUST_00538,41,35151,Мужской,СПб,Новый,1,1341,6,8.8
CUST_00539,39,27274,Женский,Москва,Новый,3,4383,26,5.7
CUST_00540,49,88947,Мужской,Екатеринбург,Обычный,16,83241,14,9.4
CUST_00541,23,25000,Женский,Екатеринбург,Новый,1,1223,19,8.7
CUST_00542,18,31183,Мужской,СПб,Новый,3,5499,22,8.1
CUST_00543,32,25000,Женский,Казань,Новый,3,3502,10,6.3
CUST_00544,58,88395,Мужской,СПб,Обычный,15,47371,46,7.3
CUST_00545,35,28938,Женский,СПб,Новый,3,5133,33,8.3
CUST_00546,62,54191,Женский,СПб,Обычный,11,32081,27,5.9
CUST_00547,18,25000,Женский,Екатеринбург,Новый,2,2000,23,7.7
CUST_00548,18,25000,Мужской,Москва,Новый,2,2765,4,5.6
CUST_00549,38,26607,Мужской,Новосибирск,Новый,4,6510,1,8.4
CUST_00550,53,71871,Мужской,Москва,Обычный,8,34882,24,6.4
CUST_00551,38,47784,Мужской,Казань,Новый,2,7058,16,7.2
CUST_00552,38,25000,Мужской,Казань,Новый,3,5386,1,7.0
CUST_00553,38,25000,Женский,СПб,Новый,5,5000,2,5.5
CUST_00554,18,25000,Женский,Новосибирск,Новый,3,5309,7,6.6
CUST_00555,57,161202,Женский,СПб,VIP,48,350679,23,8.8
CUST_00556,29,48984,Женский,СПб,Новый,4,12337,76,4.0
CUST_00557,56,89117,Мужской,Екатеринбург,Обычный,18,79053,4,7.1
CUST_00558,38,25000,Женский,Новосибирск,Новый,2,2550,2,5.9
CUST_00559,56,45458,Женский,Новосибирск,Обычный,4,12493,1,9.9
CUST_00560,45,62615,Мужской,СПб,Новый,8,27301,1,6.7
CUST_00561,38,30535,Женский,Екатеринбург,Новый,5,6862,61,8.6
CUST_00562,43,25000,Мужской,Екатеринбург,Новый,3,4577,20,5.9
CUST_00563,18,25000,Женский,СПб,Новый,2,2323,19,6.0
CUST_00564,40,69725,Мужской,Екатеринбург,Новый,2,6247,25,7.7
CUST_00565,65,103828,Мужской,Москва,Обычный,9,73792,1,6.6
CUST_00566,59,37594,Женский,Москва,Обычный,5,10496,12,8.1
CUST_00567,25,27933,Женский,СПб,Новый,5,7254,58,5.9
CUST_00568,47,37778,Мужской,СПб,Обычный,9,10819,10,10.0
CUST_00569,43,70976,Женский,СПб,Новый,11,32824,20,6.0
CUST_00570,52,47112,Женский,Екатеринбург,Обычный,5,10906,16,7.0
CUST_00571,41,99183,Женский,СПб,Обычный,26,224464,3,6.2
CUST_00572,36,37683,Женский,СПб,Новый,9,19803,14,6.3
CUST_00573,59,34172,Женский,Екатеринбург,Обычный,3,3366,6,7.7
CUST_00574,43,41663,Женский,СПб,Новый,9,27194,30,6.6
CUST_00575,58,170343,Женский,Новосибирск,VIP,50,553073,6,7.1
CUST_00576,54,53886,Мужской,Новосибирск,Обычный,4,11845,13,8.5
CUST_00577,35,25687,Женский,Казань,Новый,5,5000,218,7.8
CUST_00578,37,82619,Мужской,Москва,Обычный,12,61942,15,6.4
CUST_00579,68,48968,Женский,Москва,Обычный,7,8401,35,8.4
CUST_00580,42,42652,Мужской,Екатеринбург,Новый,7,11528,5,8.0
CUST_00581,28,36360,Женский,Екатеринбург,Новый,5,9300,33,10.0
CUST_00582,21,25000,Женский,Москва,Новый,4,5142,24,9.2
CUST_00583,54,25000,Женский,Москва,Обычный,6,8521,12,9.0
CUST_00584,42,25000,Женский,Новосибирск,Новый,2,2000,22,5.5
CUST_00585,28,25000,Мужской,Новосибирск,Новый,5,5000,3,8.0
CUST_00586,50,25734,Женский,Казань,Обычный,3,4336,51,4.6
CUST_00587,42,61197,Женский,Москва,Новый,9,12508,16,7.2
CUST_00588,18,25000,Женский,СПб,Новый,1,1324,13,4.7
CUST_00589,48,91420,Мужской,Екатеринбург,Обычный,19,65215,53,7.1
CUST_00590,59,29663,Женский,Екатеринбург,Обычный,6,9692,25,6.5
CUST_00591,75,43165,Женский,Москва,Обычный,6,10531,13,7.7
CUST_00592,40,28870,Женский,СПб,Новый,4,8108,1,8.7
CUST_00593,43,25000,Женский,Казань,Новый,2,2189,19,4.1
CUST_00594,64,63706,Женский,Москва,Обычный,15,45151,50,8.2
CUST_00595,42,25000,Женский,СПб,Новый,1,1000,43,8.0
CUST_00596,44,55064,Женский,Новосибирск,Новый,6,14798,20,6.3
CUST_00597,30,45122,Мужской,Москва,Новый,6,20119,53,5.7
CUST_00598,19,26831,Мужской,СПб,Новый,1,1126,11,7.0
CUST_00599,53,91449,Женский,Екатеринбург,Обычный,10,69937,13,7.5
CUST_00600,20,25000,Мужской,СПб,Новый,2,3555,53,6.8
CUST_00601,57,30992,Женский,Казань,Обычный,4,7017,102,6.8
CUST_00602,28,25000,Женский,Новосибирск,Новый,3,5061,38,6.7
CUST_00603,43,71950,Мужской,Москва,Новый,8,29137,69,7.4
CUST_00604,34,63660,Женский,Москва,Новый,10,30340,4,10.0
CUST_00605,57,70610,Мужской,СПб,Обычный,19,65744,45,8.9
CUST_00606,44,29892,Женский,Новосибирск,Новый,2,3032,16,6.7
CUST_00607,69,35478,Мужской,Казань,Обычный,2,3982,4,5.2
CUST_00608,23,40624,Женский,Москва,Новый,5,11249,6,8.9
CUST_00609,46,28902,Женский,Новосибирск,Обычный,3,6705,76,8.4
CUST_00610,40,122107,Мужской,СПб,Обычный,25,143506,78,9.4
CUST_00611,44,25000,Мужской,Казань,Новый,1,1204,20,9.0
CUST_00612,63,111050,Мужской,Новосибирск,Обычный,16,105714,1,6.7
CUST_00613,48,25130,Женский,Москва,Обычный,3,3600,40,4.9
CUST_00614,22,25184,Мужской,СПб,Новый,3,3000,16,7.8
CUST_00615,48,30616,Женский,Новосибирск,Обычный,8,11407,75,8.2
CUST_00616,33,25000,Женский,Новосибирск,Новый,2,2318,35,7.9
CUST_00617,32,25000,Женский,Казань,Новый,4,4427,23,8.8
CUST_00618,55,62754,Мужской,Новосибирск,Обычный,9,35482,9,9.1
CUST_00619,30,25000,Женский,Казань,Новый,2,2477,1,8.4
CUST_00620,34,67173,Мужской,СПб,Новый,4,16086,48,7.8
CUST_00621,40,83910,Женский,Екатеринбург,Обычный,25,73248,26,8.8
CUST_00622,54,81394,Женский,Москва,Обычный,12,34185,11,8.9
CUST_00623,48,89706,Мужской,СПб,Обычный,16,101781,4,7.5
CUST_00624,36,27770,Женский,СПб,Новый,4,7413,16,6.8
CUST_00625,35,56614,Женский,Казань,Новый,1,2857,1,5.9
CUST_00626,22,53580,Мужской,СПб,Новый,5,20777,105,4.7
CUST_00627,28,28448,Мужской,Новосибирск,Новый,3,4952,24,6.4
CUST_00628,30,33744,Мужской,Москва,Новый,4,5546,54,8.3
CUST_00629,37,27717,Женский,Екатеринбург,Новый,2,3742,71,9.9
CUST_00630,69,52894,Женский,СПб,Обычный,7,12683,10,6.8
CUST_00631,29,48862,Мужской,Москва,Новый,5,8640,10,8.6
CUST_00632,35,33784,Женский,СПб,Новый,4,7340,16,7.0
CUST_00633,18,25000,Мужской,Казань,Новый,1,1380,19,7.1
CUST_00634,49,30061,Женский,Екатеринбург,Обычный,4,4000,4,8.4
CUST_00635,18,25000,Мужской,Новосибирск,Новый,2,2007,5,5.8
CUST_00636,26,43031,Мужской,Екатеринбург,Новый,6,8377,26,8.9
CUST_00637,55,25000,Женский,Казань,Обычный,6,6835,7,6.8
CUST_00638,18,25000,Мужской,СПб,Новый,2,2000,4,6.3
CUST_00639,41,25000,Мужской,Москва,Новый,2,3101,5,4.7
CUST_00640,52,61123,Женский,Москва,Обычный,1,4101,12,7.8
CUST_00641,62,38096,Женский,Новосибирск,Обычный,9,20369,34,7.4
CUST_00642,26,55557,Мужской,СПб,Новый,7,22229,19,8.0
CUST_00643,30,109832,Мужской,Екатеринбург,Обычный,19,94482,38,8.0
CUST_00644,67,58933,Мужской,Москва,Обычный,5,20668,1,8.3
CUST_00645,39,47317,Женский,Новосибирск,Новый,8,12584,6,7.7
CUST_00646,28,25000,Мужской,Екатеринбург,Новый,3,3951,9,5.9
CUST_00647,29,62309,Женский,Москва,Новый,6,29855,73,7.3
CUST_00648,25,30886,Мужской,СПб,Новый,2,2771,9,7.3
CUST_00649,33,25000,Женский,Екатеринбург,Новый,3,3152,20,4.7
CUST_00650,56,66044,Мужской,СПб,Обычный,11,38781,62,7.7
CUST_00651,53,47408,Женский,Екатеринбург,Обычный,7,16222,12,8.5
CUST_00652,22,25000,Женский,Екатеринбург,Новый,2,2917,42,6.8
CUST_00653,43,26454,Мужской,Новосибирск,Новый,3,3175,8,6.5
CUST_00654,33,51639,Женский,Новосибирск,Новый,7,15845,43,6.1
CUST_00655,51,104986,Женский,Москва,Обычный,25,131931,1,8.2
CUST_00656,37,46787,Мужской,Екатеринбург,Новый,2,3230,74,5.2
CUST_00657,45,25000,Женский,Екатеринбург,Новый,1,1292,10,6.6
CUST_00658,37,38043,Мужской,Москва,Новый,6,13339,87,9.5
CUST_00659,18,25000,Мужской,Новосибирск,Новый,3,3000,28,8.1
CUST_00660,40,71375,Женский,Новосибирск,Новый,11,37146,93,6.2
CUST_00661,20,34229,Женский,Москва,Новый,3,5174,11,8.0
CUST_00662,51,31236,Мужской,Новосибирск,Обычный,2,3063,10,5.8
CUST_00663,29,26201,Мужской,Екатеринбург,Новый,4,4098,16,8.5
CUST_00664,30,40269,Женский,Новосибирск,Новый,4,10171,70,7.4
CUST_00665,39,25000,Мужской,Новосибирск,Новый,3,3301,105,6.9
CUST_00666,48,25401,Мужской,Москва,Обычный,7,8082,16,6.0
CUST_00667,37,90531,Мужской,Москва,Обычный,29,143125,11,7.8
CUST_00668,64,39603,Женский,Екатеринбург,Обычный,9,22661,89,6.5
CUST_00669,64,31813,Мужской,СПб,Обычный,5,7954,55,6.2
CUST_00670,65,50664,Женский,Москва,Обычный,4,11501,6,6.0
CUST_00671,36,33105,Женский,Москва,Новый,1,1429,5,9.2
CUST_00672,18,25000,Мужской,Новосибирск,Новый,3,3000,13,3.5
CUST_00673,58,38300,Мужской,Екатеринбург,Обычный,8,11532,19,8.6
CUST_00674,33,31909,Мужской,Новосибирск,Новый,1,1700,16,7.4
CUST_00675,40,85945,Мужской,Екатеринбург,Обычный,15,99543,9,5.7
CUST_00676,49,67004,Мужской,Москва,Обычный,12,32847,20,6.3
CUST_00677,18,25000,Мужской,Москва,Новый,3,4232,22,5.5
CUST_00678,64,27415,Мужской,Новосибирск,Обычный,3,5116,23,8.2
CUST_00679,53,46716,Мужской,Москва,Обычный,11,28902,98,9.4
CUST_00680,45,32193,Мужской,Казань,Новый,5,10969,34,9.5
CUST_00681,53,85442,Женский,СПб,Обычный,17,48252,1,7.8
CUST_00682,48,70550,Женский,СПб,Обычный,12,30842,3,7.3
CUST_00683,41,25000,Мужской,Екатеринбург,Новый,3,3000,3,7.3
CUST_00684,35,80303,Мужской,Новосибирск,Обычный,12,53498,4,7.6
CUST_00685,28,25000,Мужской,Новосибирск,Новый,2,2197,55,7.8
CUST_00686,44,25000,Женский,Новосибирск,Новый,4,4000,1,7.3
CUST_00687,45,43676,Мужской,СПб,Новый,5,13510,26,9.1
CUST_00688,56,186729,Мужской,СПб,VIP,50,720459,16,10.0
CUST_00689,43,69697,Женский,Москва,Новый,4,18677,43,6.6
CUST_00690,27,25000,Женский,Казань,Новый,5,6156,15,7.9
CUST_00691,18,25000,Женский,Екатеринбург,Новый,3,4835,12,5.1
CUST_00692,38,33316,Мужской,Казань,Новый,3,5119,35,5.7
CUST_00693,39,169606,Мужской,СПб,VIP,50,454210,1,9.7
CUST_00694,38,61944,Женский,СПб,Новый,9,41457,28,6.5
CUST_00695,18,25000,Женский,Екатеринбург,Новый,2,3338,131,7.8
CUST_00696,56,27188,Женский,Казань,Обычный,1,1918,1,6.6
CUST_00697,56,51993,Мужской,Новосибирск,Обычный,10,29749,81,8.1
CUST_00698,27,44805,Женский,СПб,Новый,4,10487,68,6.1
CUST_00699,52,26789,Женский,Москва,Обычный,2,2000,17,8.5
CUST_00700,54,67580,Мужской,СПб,Обычный,12,20221,5,8.6
CUST_00701,40,39446,Женский,Новосибирск,Новый,3,3767,161,9.0
CUST_00702,25,64616,Мужской,Москва,Новый,7,15418,21,6.0
CUST_00703,64,25000,Женский,Новосибирск,Обычный,5,5310,6,7.2
CUST_00704,45,195456,Женский,Москва,VIP,50,501587,35,9.1
CUST_00705,36,27325,Женский,СПб,Новый,2,2000,1,7.9
CUST_00706,51,25000,Женский,Казань,Обычный,3,4274,14,9.5
CUST_00707,64,35865,Женский,СПб,Обычный,11,28627,7,8.0
CUST_00708,32,50471,Мужской,СПб,Новый,5,10838,15,4.4
CUST_00709,50,25691,Женский,СПб,Обычный,7,10877,11,8.4
CUST_00710,69,157061,Мужской,СПб,VIP,18,96059,10,6.1
CUST_00711,23,25000,Женский,Москва,Новый,3,4375,4,4.8
CUST_00712,31,36915,Мужской,СПб,Новый,4,7101,58,5.6
CUST_00713,31,25000,Мужской,СПб,Новый,2,2144,10,9.1
CUST_00714,37,30513,Женский,Москва,Новый,1,1000,98,7.9
CUST_00715,36,25000,Мужской,Новосибирск,Новый,2,2187,125,7.3
CUST_00716,44,46692,Мужской,СПб,Новый,7,12866,55,6.3
CUST_00717,27,31676,Мужской,Москва,Новый,5,7596,2,9.4
CUST_00718,30,25000,Женский,Москва,Новый,1,1000,8,7.1
CUST_00719,44,27723,Женский,Екатеринбург,Новый,4,4000,11,5.4
CUST_00720,42,62069,Мужской,СПб,Новый,6,19965,19,7.3
CUST_00721,53,77937,Женский,Екатеринбург,Обычный,14,60933,55,7.5
CUST_00722,46,25000,Женский,Казань,Обычный,4,5116,27,5.6
CUST_00723,51,25000,Мужской,Москва,Обычный,3,3217,6,7.9
CUST_00724,22,25000,Женский,Екатеринбург,Новый,3,3124,10,5.3
CUST_00725,34,96599,Женский,СПб,Обычный,8,34719,3,5.3
CUST_00726,67,45886,Мужской,СПб,Обычный,9,14829,1,7.8
CUST_00727,45,42439,Мужской,Москва,Новый,8,25728,45,7.7
CUST_00728,51,86740,Женский,СПб,Обычный,23,98411,27,9.2
CUST_00729,44,44142,Мужской,Москва,Новый,3,3927,45,8.2
CUST_00730,46,39418,Мужской,СПб,Обычный,7,11849,22,8.3
CUST_00731,36,25000,Мужской,Екатеринбург,Новый,2,2328,27,5.6
CUST_00732,75,67300,Мужской,Москва,Обычный,10,20187,37,6.3
CUST_00733,34,37453,Мужской,СПб,Новый,5,5776,7,7.3
CUST_00734,39,41359,Женский,СПб,Новый,6,9251,15,7.6
CUST_00735,18,25000,Мужской,Екатеринбург,Новый,3,3356,12,6.3
CUST_00736,56,25000,Мужской,Екатеринбург,Обычный,9,9000,6,6.2
CUST_00737,31,35787,Мужской,Казань,Новый,4,4822,6,10.0
CUST_00738,39,25000,Мужской,СПб,Новый,2,4095,76,8.3
CUST_00739,32,25000,Мужской,Екатеринбург,Новый,1,1890,1,5.1
CUST_00740,37,87159,Мужской,СПб,Обычный,23,155306,7,8.4
CUST_00741,35,48453,Женский,СПб,Новый,2,6194,53,7.3
CUST_00742,39,126203,Мужской,Москва,Обычный,26,188677,94,8.2
CUST_00743,39,32819,Женский,Москва,Новый,1,1000,51,8.0
CUST_00744,37,29911,Женский,Москва,Новый,5,5000,82,5.4
CUST_00745,37,54316,Женский,Екатеринбург,Новый,4,10796,51,8.3
CUST_00746,59,61093,Женский,Москва,Обычный,5,16800,49,7.5
CUST_00747,53,184345,Мужской,СПб,VIP,33,231041,34,8.9
CUST_00748,53,30960,Женский,Москва,Обычный,8,8408,7,7.7
CUST_00749,29,32031,Женский,Екатеринбург,Новый,3,5208,8,5.7
