enrollment_id;student_id;course_id;professor_id;semester;year;enrollment_date;letter_grade;grade_points
1267;1061;59;24;Fall;2020;2020-08-28;B-;2,7
1268;1061;23;19;Fall;2020;2020-08-28;C-;1,7
1269;1061;21;19;Spring;2022;2022-01-17;C-;1,7
1270;1061;26;28;Spring;2022;2022-01-17;C;2,0
1271;1061;1;25;Spring;2022;2022-01-17;B-;2,7
1272;1061;19;27;Spring;2022;2022-01-17;A;4,0
1273;1061;61;24;Fall;2024;2024-08-19;C;2,0
1274;1061;58;8;Fall;2024;2024-08-19;B;3,0
1275;1061;8;1;Fall;2024;2024-08-19;B;3,0
1276;1061;50;31;Fall;2024;2024-08-19;C;2,0
1277;1061;50;31;Spring;2020;2020-01-22;A-;3,7
1278;1061;51;31;Spring;2020;2020-01-22;D;1,0
1279;1061;31;20;Spring;2020;2020-01-22;B;3,0
1280;1061;6;17;Spring;2020;2020-01-22;B+;3,3
1281;1062;7;1;Fall;2022;2022-08-22;D;1,0
1282;1062;30;28;Fall;2022;2022-08-22;C;2,0
1283;1062;3;33;Fall;2022;2022-08-22;B+;3,3
1284;1062;37;29;Fall;2022;2022-08-22;B-;2,7
1285;1062;1;25;Fall;2022;2022-08-22;B+;3,3
1286;1062;21;19;Fall;2022;2022-08-22;D;1,0
1287;1062;49;7;Spring;2021;2021-01-20;B-;2,7
1288;1062;45;30;Spring;2021;2021-01-20;B;3,0
1289;1062;61;24;Spring;2021;2021-01-20;B;3,0
1290;1062;6;17;Spring;2021;2021-01-20;A;4,0
1291;1062;28;28;Spring;2021;2021-01-20;A;4,0
1292;1062;14;2;Spring;2021;2021-01-20;C+;2,3
1293;1062;63;40;Fall;2024;2024-08-29;B;3,0
1294;1062;21;19;Fall;2024;2024-08-29;C+;2,3
1295;1062;3;33;Fall;2024;2024-08-29;A-;3,7
1296;1062;45;30;Fall;2024;2024-08-29;A-;3,7
1297;1062;1;25;Fall;2024;2024-08-29;B-;2,7
1298;1062;23;19;Fall;2024;2024-08-29;B;3,0
1299;1066;32;4;Spring;2022;2022-01-28;C;2,0
1300;1066;38;13;Spring;2022;2022-01-28;C;2,0
1301;1066;35;13;Spring;2022;2022-01-28;A-;3,7
1302;1066;60;8;Spring;2022;2022-01-28;A-;3,7
1303;1066;46;6;Spring;2022;2022-01-28;B+;3,3
1304;1066;28;28;Spring;2022;2022-01-24;B+;3,3
1305;1066;38;13;Spring;2022;2022-01-24;C+;2,3
1306;1066;41;30;Spring;2022;2022-01-24;A;4,0
1307;1066;33;13;Spring;2022;2022-01-24;A-;3,7
1308;1066;10;26;Spring;2022;2022-01-24;C;2,0
1309;1066;22;11;Fall;2023;2023-08-28;A;4,0
1310;1066;50;31;Fall;2023;2023-08-28;C+;2,3
1311;1066;14;2;Fall;2023;2023-08-28;A;4,0
1312;1066;38;13;Fall;2023;2023-08-28;A-;3,7
1313;1066;59;24;Fall;2023;2023-08-28;B+;3,3
1314;1066;61;24;Fall;2021;2021-08-27;C;2,0
1315;1066;16;10;Fall;2021;2021-08-27;C;2,0
1316;1066;50;31;Fall;2021;2021-08-27;D;1,0
1317;1066;21;19;Fall;2021;2021-08-27;B;3,0
1318;1066;38;13;Fall;2021;2021-08-27;A-;3,7
1319;1067;34;13;Fall;2020;2020-08-16;B-;2,7
1320;1067;63;40;Fall;2020;2020-08-16;A;4,0
1321;1067;64;40;Fall;2020;2020-08-16;B-;2,7
1322;1067;31;20;Fall;2020;2020-08-16;C;2,0
1323;1067;13;26;Fall;2020;2020-08-16;C;2,0
1324;1067;59;24;Fall;2020;2020-08-16;B-;2,7
1325;1067;38;13;Fall;2023;2023-08-24;A;4,0
1326;1067;50;31;Fall;2023;2023-08-24;B-;2,7
1327;1067;28;28;Fall;2023;2023-08-24;B+;3,3
1328;1067;6;17;Fall;2023;2023-08-24;C+;2,3
1329;1067;20;11;Fall;2023;2023-08-24;C+;2,3
1330;1067;41;30;Fall;2023;2023-08-24;C+;2,3
1331;1067;30;28;Fall;2021;2021-08-17;A-;3,7
1332;1067;59;24;Fall;2021;2021-08-17;A;4,0
1333;1067;28;28;Fall;2021;2021-08-17;B;3,0
1334;1067;52;23;Fall;2021;2021-08-17;B;3,0
1335;1067;33;13;Fall;2021;2021-08-17;B+;3,3
1336;1067;57;24;Fall;2021;2021-08-17;B;3,0
1337;1067;17;27;Spring;2022;2022-01-17;B;3,0
1338;1067;21;19;Spring;2022;2022-01-17;C+;2,3
1339;1067;18;19;Spring;2022;2022-01-17;A-;3,7
1340;1067;47;22;Spring;2022;2022-01-17;B+;3,3
1341;1067;36;21;Spring;2022;2022-01-17;B+;3,3
1342;1067;2;9;Spring;2022;2022-01-17;A-;3,7
1343;1067;19;27;Spring;2020;2020-01-15;D;1,0
1344;1067;11;26;Spring;2020;2020-01-15;B+;3,3
1345;1067;46;6;Spring;2020;2020-01-15;A-;3,7
1346;1067;35;13;Spring;2020;2020-01-15;C;2,0
1347;1067;2;9;Spring;2020;2020-01-15;C-;1,7
1348;1067;52;23;Spring;2020;2020-01-15;B;3,0
1349;1068;35;13;Fall;2024;2024-08-16;C-;1,7
1350;1068;9;18;Fall;2024;2024-08-16;B+;3,3
1351;1068;44;38;Fall;2024;2024-08-16;A;4,0
1352;1068;29;36;Fall;2024;2024-08-16;B;3,0
1353;1068;21;19;Fall;2020;2020-08-27;B-;2,7
1354;1068;61;24;Fall;2020;2020-08-27;A;4,0
1355;1068;16;10;Fall;2020;2020-08-27;D;1,0
1356;1068;12;10;Fall;2020;2020-08-27;B+;3,3
1357;1068;47;22;Fall;2024;2024-08-26;C-;1,7
1358;1068;4;17;Fall;2024;2024-08-26;B;3,0
1359;1068;3;33;Fall;2024;2024-08-26;D;1,0
1360;1068;45;30;Fall;2024;2024-08-26;B+;3,3
1361;1068;11;26;Fall;2024;2024-08-17;A-;3,7
1362;1068;19;27;Fall;2024;2024-08-17;D;1,0
1363;1068;48;38;Fall;2024;2024-08-17;B-;2,7
1364;1068;20;11;Fall;2024;2024-08-17;C;2,0
1365;1068;3;33;Fall;2021;2021-08-30;C;2,0
1366;1068;35;13;Fall;2021;2021-08-30;B+;3,3
1367;1068;8;1;Fall;2021;2021-08-30;C;2,0
1368;1068;25;4;Fall;2021;2021-08-30;C;2,0
1369;1068;23;19;Fall;2020;2020-08-17;C-;1,7
1370;1068;48;38;Fall;2020;2020-08-17;C+;2,3
1371;1068;55;7;Fall;2020;2020-08-17;C+;2,3
1372;1068;54;31;Fall;2020;2020-08-17;B+;3,3
1373;1068;31;20;Fall;2023;2023-08-18;C-;1,7
1374;1068;48;38;Fall;2023;2023-08-18;C+;2,3
1375;1068;39;37;Fall;2023;2023-08-18;C;2,0
1376;1068;56;31;Fall;2023;2023-08-18;A;4,0
1377;1069;13;26;Fall;2021;2021-08-22;A;4,0
1378;1069;19;27;Fall;2021;2021-08-22;C;2,0
1379;1069;50;31;Fall;2021;2021-08-22;B+;3,3
1380;1069;3;33;Fall;2021;2021-08-22;B;3,0
1381;1069;4;17;Fall;2021;2021-08-22;B+;3,3
1382;1069;44;38;Fall;2021;2021-08-22;A;4,0
1383;1069;43;30;Spring;2024;2024-01-21;B-;2,7
1384;1069;27;20;Spring;2024;2024-01-21;C;2,0
1385;1069;53;31;Spring;2024;2024-01-21;B-;2,7
1386;1069;13;26;Spring;2024;2024-01-21;C+;2,3
1387;1069;25;4;Spring;2024;2024-01-21;B;3,0
1388;1069;58;8;Spring;2024;2024-01-21;C;2,0
1389;1069;7;1;Spring;2021;2021-01-19;C;2,0
1390;1069;9;18;Spring;2021;2021-01-19;A;4,0
1391;1069;36;21;Spring;2021;2021-01-19;B;3,0
1392;1069;4;17;Spring;2021;2021-01-19;B-;2,7
1393;1069;24;3;Spring;2021;2021-01-19;A;4,0
1394;1069;60;8;Spring;2021;2021-01-19;B-;2,7
1395;1069;40;5;Fall;2022;2022-08-24;C-;1,7
1396;1069;15;10;Fall;2022;2022-08-24;C;2,0
1397;1069;12;10;Fall;2022;2022-08-24;B;3,0
1398;1069;10;26;Fall;2022;2022-08-24;B;3,0
1399;1069;38;13;Fall;2022;2022-08-24;B+;3,3
1400;1069;14;2;Fall;2022;2022-08-24;B;3,0
1401;1069;57;24;Spring;2021;2021-01-23;B+;3,3
1402;1069;43;30;Spring;2021;2021-01-23;B-;2,7
1403;1069;58;8;Spring;2021;2021-01-23;A-;3,7
1404;1069;48;38;Spring;2021;2021-01-23;B-;2,7
1405;1069;17;27;Spring;2021;2021-01-23;B+;3,3
1406;1069;36;21;Spring;2021;2021-01-23;A-;3,7
1407;1069;32;4;Spring;2022;2022-01-27;B;3,0
1408;1069;44;38;Spring;2022;2022-01-27;A-;3,7
1409;1069;12;10;Spring;2022;2022-01-27;B+;3,3
1410;1069;50;31;Spring;2022;2022-01-27;B;3,0
1411;1069;64;40;Spring;2022;2022-01-27;C+;2,3
1412;1069;19;27;Spring;2022;2022-01-27;C+;2,3
1413;1070;23;19;Fall;2021;2021-08-16;B;3,0
1414;1070;52;23;Fall;2021;2021-08-16;C+;2,3
1415;1070;11;26;Fall;2021;2021-08-16;A;4,0
1416;1070;35;13;Fall;2021;2021-08-16;C-;1,7
1417;1070;1;25;Spring;2023;2023-01-30;A;4,0
1418;1070;32;4;Spring;2023;2023-01-30;B+;3,3
1419;1070;59;24;Spring;2023;2023-01-30;C-;1,7
1420;1070;27;20;Spring;2023;2023-01-30;B;3,0
1421;1070;54;31;Fall;2024;2024-08-15;B+;3,3
1422;1070;39;37;Fall;2024;2024-08-15;C;2,0
1423;1070;42;14;Fall;2024;2024-08-15;F;0,0
1424;1070;21;19;Fall;2024;2024-08-15;B+;3,3
1425;1070;7;1;Fall;2024;2024-08-23;A-;3,7
1426;1070;2;9;Fall;2024;2024-08-23;C;2,0
1427;1070;13;26;Fall;2024;2024-08-23;B;3,0
1428;1070;14;2;Fall;2024;2024-08-23;B;3,0
1429;1070;25;4;Fall;2020;2020-08-29;B+;3,3
1430;1070;5;17;Fall;2020;2020-08-29;A-;3,7
1431;1070;37;29;Fall;2020;2020-08-29;B;3,0
1432;1070;53;31;Fall;2020;2020-08-29;B-;2,7
1433;1070;37;29;Spring;2022;2022-01-26;B-;2,7
1434;1070;15;10;Spring;2022;2022-01-26;C+;2,3
1435;1070;43;30;Spring;2022;2022-01-26;B+;3,3
1436;1070;29;36;Spring;2022;2022-01-26;C+;2,3
1437;1071;38;13;Spring;2022;2022-01-25;B;3,0
1438;1071;30;28;Spring;2022;2022-01-25;B+;3,3
1439;1071;6;17;Spring;2022;2022-01-25;B;3,0
1440;1071;55;7;Spring;2022;2022-01-25;B-;2,7
1441;1071;42;14;Spring;2022;2022-01-25;C;2,0
1442;1071;29;36;Spring;2022;2022-01-25;A-;3,7
1443;1071;60;8;Spring;2022;2022-01-30;B;3,0
1444;1071;19;27;Spring;2022;2022-01-30;C+;2,3
1445;1071;43;30;Spring;2022;2022-01-30;A;4,0
1446;1071;41;30;Spring;2022;2022-01-30;B;3,0
1447;1071;3;33;Spring;2022;2022-01-30;A-;3,7
1448;1071;29;36;Spring;2022;2022-01-30;C+;2,3
1449;1071;44;38;Spring;2020;2020-01-17;B+;3,3
1450;1071;24;3;Spring;2020;2020-01-17;A-;3,7
1451;1071;7;1;Spring;2020;2020-01-17;B-;2,7
1452;1071;63;40;Spring;2020;2020-01-17;C;2,0
1453;1071;33;13;Spring;2020;2020-01-17;A;4,0
1454;1071;39;37;Spring;2020;2020-01-17;C;2,0
1455;1071;4;17;Fall;2021;2021-08-15;C+;2,3
1456;1071;57;24;Fall;2021;2021-08-15;A;4,0
1457;1071;3;33;Fall;2021;2021-08-15;A;4,0
1458;1071;41;30;Fall;2021;2021-08-15;D;1,0
1459;1071;2;9;Fall;2021;2021-08-15;B+;3,3
1460;1071;25;4;Fall;2021;2021-08-15;F;0,0
1461;1071;38;13;Fall;2022;2022-08-18;C;2,0
1462;1071;47;22;Fall;2022;2022-08-18;B+;3,3
1463;1071;4;17;Fall;2022;2022-08-18;C;2,0
1464;1071;31;20;Fall;2022;2022-08-18;A;4,0
1465;1071;28;28;Fall;2022;2022-08-18;B;3,0
1466;1071;18;19;Fall;2022;2022-08-18;B-;2,7
1467;1071;11;26;Fall;2024;2024-08-21;A-;3,7
1468;1071;29;36;Fall;2024;2024-08-21;D;1,0
1469;1071;28;28;Fall;2024;2024-08-21;A;4,0
1470;1071;45;30;Fall;2024;2024-08-21;A;4,0
1471;1071;27;20;Fall;2024;2024-08-21;A-;3,7
1472;1071;5;17;Fall;2024;2024-08-21;A;4,0
1473;1071;38;13;Fall;2024;2024-08-22;A-;3,7
1474;1071;24;3;Fall;2024;2024-08-22;C+;2,3
1475;1071;53;31;Fall;2024;2024-08-22;B;3,0
1476;1071;13;26;Fall;2024;2024-08-22;B+;3,3
1477;1071;9;18;Fall;2024;2024-08-22;B;3,0
1478;1071;58;8;Fall;2024;2024-08-22;B+;3,3
1479;1071;63;40;Fall;2024;2024-08-23;C;2,0
1480;1071;42;14;Fall;2024;2024-08-23;C+;2,3
1481;1071;47;22;Fall;2024;2024-08-23;A-;3,7
1482;1071;12;10;Fall;2024;2024-08-23;C-;1,7
1483;1071;52;23;Fall;2024;2024-08-23;A-;3,7
1484;1071;36;21;Fall;2024;2024-08-23;D;1,0
1485;1073;62;40;Fall;2022;2022-08-24;A-;3,7
1486;1073;47;22;Fall;2022;2022-08-24;B+;3,3
1487;1073;35;13;Fall;2022;2022-08-24;B;3,0
1488;1073;44;38;Fall;2022;2022-08-24;C+;2,3
1489;1073;33;13;Fall;2022;2022-08-24;B;3,0
1490;1073;16;10;Fall;2022;2022-08-24;C;2,0
1491;1073;24;3;Spring;2023;2023-01-19;C;2,0
1492;1073;11;26;Spring;2023;2023-01-19;B;3,0
1493;1073;30;28;Spring;2023;2023-01-19;A;4,0
1494;1073;34;13;Spring;2023;2023-01-19;C;2,0
1495;1073;41;30;Spring;2023;2023-01-19;B;3,0
1496;1073;25;4;Spring;2023;2023-01-19;C;2,0
1497;1073;59;24;Fall;2023;2023-08-23;A;4,0
1498;1073;15;10;Fall;2023;2023-08-23;A;4,0
1499;1073;4;17;Fall;2023;2023-08-23;C;2,0
1500;1073;50;31;Fall;2023;2023-08-23;C+;2,3
1501;1073;16;10;Fall;2023;2023-08-23;A-;3,7
1502;1073;23;19;Fall;2023;2023-08-23;D;1,0
1503;1073;29;36;Spring;2024;2024-01-15;B-;2,7
1504;1073;17;27;Spring;2024;2024-01-15;A;4,0
1505;1073;61;24;Spring;2024;2024-01-15;B;3,0
1506;1073;46;6;Spring;2024;2024-01-15;C;2,0
1507;1073;39;37;Spring;2024;2024-01-15;D;1,0
1508;1073;63;40;Spring;2024;2024-01-15;D;1,0
1509;1073;29;36;Fall;2021;2021-08-18;B;3,0
1510;1073;4;17;Fall;2021;2021-08-18;B;3,0
1511;1073;37;29;Fall;2021;2021-08-18;B;3,0
1512;1073;56;31;Fall;2021;2021-08-18;B;3,0
1513;1073;19;27;Fall;2021;2021-08-18;B;3,0
1514;1073;17;27;Fall;2021;2021-08-18;B-;2,7
1515;1074;27;20;Fall;2023;2023-08-16;A-;3,7
1516;1074;51;31;Fall;2023;2023-08-16;A;4,0
1517;1074;57;24;Fall;2023;2023-08-16;B+;3,3
1518;1074;37;29;Spring;2021;2021-01-29;B+;3,3
1519;1074;48;38;Spring;2021;2021-01-29;B;3,0
1520;1074;38;13;Spring;2021;2021-01-29;A-;3,7
1521;1074;32;4;Fall;2023;2023-08-30;A-;3,7
1522;1074;57;24;Fall;2023;2023-08-30;B-;2,7
1523;1074;11;26;Fall;2023;2023-08-30;A;4,0
1524;1074;59;24;Fall;2024;2024-08-30;A;4,0
1525;1074;60;8;Fall;2024;2024-08-30;A-;3,7
1526;1074;45;30;Fall;2024;2024-08-30;A-;3,7
1527;1076;45;30;Fall;2023;2023-08-15;A-;3,7
1528;1076;23;19;Fall;2023;2023-08-15;A;4,0
1529;1076;55;7;Fall;2023;2023-08-15;A-;3,7
1530;1076;40;5;Fall;2023;2023-08-15;B-;2,7
1531;1076;29;36;Fall;2023;2023-08-15;D;1,0
1532;1076;2;9;Fall;2024;2024-08-23;B;3,0
1533;1076;58;8;Fall;2024;2024-08-23;A-;3,7
1534;1076;12;10;Fall;2024;2024-08-23;A-;3,7
1535;1076;9;18;Fall;2024;2024-08-23;B+;3,3
1536;1076;1;25;Fall;2024;2024-08-23;A-;3,7
1537;1076;11;26;Fall;2021;2021-08-19;B-;2,7
1538;1076;4;17;Fall;2021;2021-08-19;B-;2,7
1539;1076;52;23;Fall;2021;2021-08-19;A;4,0
1540;1076;3;33;Fall;2021;2021-08-19;A-;3,7
1541;1076;19;27;Fall;2021;2021-08-19;A;4,0
1542;1077;56;31;Fall;2024;2024-08-20;A-;3,7
1543;1077;59;24;Fall;2024;2024-08-20;B-;2,7
1544;1077;9;18;Fall;2024;2024-08-20;C+;2,3
1545;1077;29;36;Fall;2024;2024-08-20;A-;3,7
1546;1077;61;24;Fall;2024;2024-08-20;B;3,0
1547;1077;5;17;Fall;2022;2022-08-19;A;4,0
1548;1077;38;13;Fall;2022;2022-08-19;A-;3,7
1549;1077;3;33;Fall;2022;2022-08-19;A-;3,7
1550;1077;35;13;Fall;2022;2022-08-19;B;3,0
1551;1077;13;26;Fall;2022;2022-08-19;C;2,0
1552;1077;27;20;Fall;2023;2023-08-25;C+;2,3
1553;1077;17;27;Fall;2023;2023-08-25;B;3,0
1554;1077;53;31;Fall;2023;2023-08-25;B+;3,3
1555;1077;11;26;Fall;2023;2023-08-25;B;3,0
1556;1077;46;6;Fall;2023;2023-08-25;C;2,0
1557;1078;52;23;Fall;2024;2024-08-15;A;4,0
1558;1078;41;30;Fall;2024;2024-08-15;C+;2,3
1559;1078;25;4;Fall;2024;2024-08-15;C;2,0
1560;1078;58;8;Fall;2024;2024-08-15;C+;2,3
1561;1078;45;30;Fall;2024;2024-08-15;C-;1,7
1562;1078;51;31;Fall;2024;2024-08-15;A;4,0
1563;1078;6;17;Fall;2024;2024-08-23;C;2,0
1564;1078;18;19;Fall;2024;2024-08-23;C;2,0
1565;1078;47;22;Fall;2024;2024-08-23;F;0,0
1566;1078;25;4;Fall;2024;2024-08-23;A-;3,7
1567;1078;10;26;Fall;2024;2024-08-23;C+;2,3
1568;1078;14;2;Fall;2024;2024-08-23;B-;2,7
1569;1078;2;9;Spring;2021;2021-01-20;A-;3,7
1570;1078;19;27;Spring;2021;2021-01-20;C+;2,3
1571;1078;22;11;Spring;2021;2021-01-20;A-;3,7
1572;1078;54;31;Spring;2021;2021-01-20;C;2,0
1573;1078;57;24;Spring;2021;2021-01-20;A;4,0
1574;1078;61;24;Spring;2021;2021-01-20;B+;3,3
1575;1078;26;28;Fall;2023;2023-08-17;A;4,0
1576;1078;46;6;Fall;2023;2023-08-17;C-;1,7
1577;1078;6;17;Fall;2023;2023-08-17;C;2,0
1578;1078;10;26;Fall;2023;2023-08-17;A;4,0
1579;1078;29;36;Fall;2023;2023-08-17;B-;2,7
1580;1078;9;18;Fall;2023;2023-08-17;A-;3,7
1581;1079;24;3;Fall;2021;2021-08-17;C+;2,3
1582;1079;6;17;Fall;2021;2021-08-17;B-;2,7
1583;1079;5;17;Fall;2021;2021-08-17;A;4,0
1584;1079;22;11;Fall;2021;2021-08-17;A;4,0
1585;1079;30;28;Spring;2023;2023-01-21;A-;3,7
1586;1079;22;11;Spring;2023;2023-01-21;B+;3,3
1587;1079;60;8;Spring;2023;2023-01-21;B;3,0
1588;1079;57;24;Spring;2023;2023-01-21;B;3,0
1589;1079;5;17;Spring;2024;2024-01-30;A;4,0
1590;1079;43;30;Spring;2024;2024-01-30;B+;3,3
1591;1079;34;13;Spring;2024;2024-01-30;A-;3,7
1592;1079;12;10;Spring;2024;2024-01-30;A;4,0
1593;1079;45;30;Fall;2021;2021-08-21;B-;2,7
1594;1079;1;25;Fall;2021;2021-08-21;B;3,0
1595;1079;15;10;Fall;2021;2021-08-21;A-;3,7
1596;1079;12;10;Fall;2021;2021-08-21;B;3,0
1597;1079;60;8;Spring;2021;2021-01-29;B+;3,3
1598;1079;37;29;Spring;2021;2021-01-29;B-;2,7
1599;1079;4;17;Spring;2021;2021-01-29;A-;3,7
1600;1079;63;40;Spring;2021;2021-01-29;A-;3,7
1601;1079;51;31;Spring;2024;2024-01-19;A;4,0
1602;1079;60;8;Spring;2024;2024-01-19;A-;3,7
1603;1079;14;2;Spring;2024;2024-01-19;C+;2,3
1604;1079;49;7;Spring;2024;2024-01-19;B;3,0
1605;1079;63;40;Spring;2020;2020-01-27;B;3,0
1606;1079;25;4;Spring;2020;2020-01-27;A;4,0
1607;1079;13;26;Spring;2020;2020-01-27;B;3,0
1608;1079;15;10;Spring;2020;2020-01-27;A-;3,7
1609;1079;45;30;Spring;2022;2022-01-16;C-;1,7
1610;1079;50;31;Spring;2022;2022-01-16;C+;2,3
1611;1079;41;30;Spring;2022;2022-01-16;A;4,0
1612;1079;24;3;Spring;2022;2022-01-16;C+;2,3
1613;1080;4;17;Spring;2021;2021-01-25;A-;3,7
1614;1080;11;26;Spring;2021;2021-01-25;B;3,0
1615;1080;26;28;Spring;2021;2021-01-25;B+;3,3
1616;1080;30;28;Spring;2021;2021-01-25;C-;1,7
1617;1080;45;30;Fall;2020;2020-08-16;A-;3,7
1618;1080;25;4;Fall;2020;2020-08-16;C+;2,3
1619;1080;24;3;Fall;2020;2020-08-16;B+;3,3
1620;1080;29;36;Fall;2020;2020-08-16;B;3,0
1621;1080;16;10;Fall;2022;2022-08-29;B;3,0
1622;1080;36;21;Fall;2022;2022-08-29;C+;2,3
1623;1080;29;36;Fall;2022;2022-08-29;B;3,0
1624;1080;57;24;Fall;2022;2022-08-29;A;4,0
1625;1080;38;13;Spring;2022;2022-01-24;C;2,0
1626;1080;59;24;Spring;2022;2022-01-24;B+;3,3
1627;1080;45;30;Spring;2022;2022-01-24;C-;1,7
1628;1080;17;27;Spring;2022;2022-01-24;A-;3,7
1629;1080;23;19;Fall;2022;2022-08-26;B;3,0
1630;1080;57;24;Fall;2022;2022-08-26;B;3,0
1631;1080;32;4;Fall;2022;2022-08-26;C+;2,3
1632;1080;38;13;Fall;2022;2022-08-26;C+;2,3
1633;1080;8;1;Fall;2020;2020-08-19;B;3,0
1634;1080;33;13;Fall;2020;2020-08-19;B+;3,3
1635;1080;20;11;Fall;2020;2020-08-19;B+;3,3
1636;1080;42;14;Fall;2020;2020-08-19;B+;3,3
1637;1080;5;17;Fall;2024;2024-08-22;D;1,0
1638;1080;6;17;Fall;2024;2024-08-22;C;2,0
1639;1080;57;24;Fall;2024;2024-08-22;C;2,0
1640;1080;58;8;Fall;2024;2024-08-22;A;4,0
1641;1080;2;9;Spring;2021;2021-01-28;A-;3,7
1642;1080;30;28;Spring;2021;2021-01-28;D;1,0
1643;1080;39;37;Spring;2021;2021-01-28;B+;3,3
1644;1080;51;31;Spring;2021;2021-01-28;C+;2,3
1645;1081;11;26;Spring;2020;2020-01-16;C-;1,7
1646;1081;35;13;Spring;2020;2020-01-16;C-;1,7
1647;1081;10;26;Spring;2020;2020-01-16;D;1,0
1648;1081;49;7;Spring;2020;2020-01-16;B;3,0
1649;1081;18;19;Spring;2022;2022-01-23;A-;3,7
1650;1081;48;38;Spring;2022;2022-01-23;C;2,0
1651;1081;49;7;Spring;2022;2022-01-23;C+;2,3
1652;1081;15;10;Spring;2022;2022-01-23;B;3,0
1653;1081;35;13;Fall;2021;2021-08-27;A-;3,7
1654;1081;13;26;Fall;2021;2021-08-27;F;0,0
1655;1081;27;20;Fall;2021;2021-08-27;A;4,0
1656;1081;46;6;Fall;2021;2021-08-27;A-;3,7
1657;1081;47;22;Spring;2023;2023-01-23;B;3,0
1658;1081;3;33;Spring;2023;2023-01-23;C+;2,3
1659;1081;34;13;Spring;2023;2023-01-23;A;4,0
1660;1081;22;11;Spring;2023;2023-01-23;C;2,0
1661;1081;45;30;Fall;2022;2022-08-30;A-;3,7
1662;1081;52;23;Fall;2022;2022-08-30;C-;1,7
1663;1081;7;1;Fall;2022;2022-08-30;F;0,0
1664;1081;19;27;Fall;2022;2022-08-30;B+;3,3
1665;1081;25;4;Fall;2022;2022-08-19;A-;3,7
1666;1081;32;4;Fall;2022;2022-08-19;B-;2,7
1667;1081;19;27;Fall;2022;2022-08-19;D;1,0
1668;1081;61;24;Fall;2022;2022-08-19;B-;2,7
1669;1083;52;23;Spring;2024;2024-01-22;A-;3,7
1670;1083;16;10;Spring;2024;2024-01-22;C+;2,3
1671;1083;14;2;Spring;2024;2024-01-22;C;2,0
1672;1083;11;26;Spring;2024;2024-01-22;B+;3,3
1673;1083;48;38;Spring;2024;2024-01-22;A-;3,7
1674;1083;35;13;Fall;2023;2023-08-20;B;3,0
1675;1083;64;40;Fall;2023;2023-08-20;B+;3,3
1676;1083;43;30;Fall;2023;2023-08-20;B;3,0
1677;1083;12;10;Fall;2023;2023-08-20;B-;2,7
1678;1083;16;10;Fall;2023;2023-08-20;B-;2,7
1679;1083;58;8;Fall;2023;2023-08-24;B;3,0
1680;1083;5;17;Fall;2023;2023-08-24;D;1,0
1681;1083;56;31;Fall;2023;2023-08-24;B+;3,3
1682;1083;10;26;Fall;2023;2023-08-24;B;3,0
1683;1083;44;38;Fall;2023;2023-08-24;B+;3,3
1684;1083;25;4;Fall;2020;2020-08-19;C+;2,3
1685;1083;21;19;Fall;2020;2020-08-19;B-;2,7
1686;1083;44;38;Fall;2020;2020-08-19;A-;3,7
1687;1083;36;21;Fall;2020;2020-08-19;A-;3,7
1688;1083;53;31;Fall;2020;2020-08-19;B;3,0
1689;1085;9;18;Fall;2021;2021-08-18;A-;3,7
1690;1085;7;1;Fall;2021;2021-08-18;B+;3,3
1691;1085;41;30;Fall;2021;2021-08-18;B+;3,3
1692;1085;51;31;Fall;2021;2021-08-18;B;3,0
1693;1085;23;19;Spring;2023;2023-01-22;A;4,0
1694;1085;20;11;Spring;2023;2023-01-22;B;3,0
1695;1085;10;26;Spring;2023;2023-01-22;C;2,0
1696;1085;64;40;Spring;2023;2023-01-22;C+;2,3
1697;1085;63;40;Fall;2024;2024-08-21;C+;2,3
1698;1085;4;17;Fall;2024;2024-08-21;A;4,0
1699;1085;22;11;Fall;2024;2024-08-21;A-;3,7
1700;1085;24;3;Fall;2024;2024-08-21;B;3,0
1701;1085;33;13;Fall;2023;2023-08-15;B-;2,7
1702;1085;10;26;Fall;2023;2023-08-15;B-;2,7
1703;1085;56;31;Fall;2023;2023-08-15;B+;3,3
1704;1085;4;17;Fall;2023;2023-08-15;B;3,0
1705;1086;34;13;Fall;2023;2023-08-19;A-;3,7
1706;1086;28;28;Fall;2023;2023-08-19;A-;3,7
1707;1086;3;33;Fall;2023;2023-08-19;B;3,0
1708;1086;60;8;Fall;2023;2023-08-19;B;3,0
1709;1086;52;23;Fall;2023;2023-08-19;B-;2,7
1710;1086;27;20;Fall;2023;2023-08-19;C;2,0
1711;1086;58;8;Fall;2020;2020-08-17;B-;2,7
1712;1086;32;4;Fall;2020;2020-08-17;B;3,0
1713;1086;14;2;Fall;2020;2020-08-17;B+;3,3
1714;1086;7;1;Fall;2020;2020-08-17;B-;2,7
1715;1086;29;36;Fall;2020;2020-08-17;C;2,0
1716;1086;35;13;Fall;2020;2020-08-17;B-;2,7
1717;1086;39;37;Spring;2022;2022-01-25;C+;2,3
1718;1086;49;7;Spring;2022;2022-01-25;B;3,0
1719;1086;1;25;Spring;2022;2022-01-25;C;2,0
1720;1086;34;13;Spring;2022;2022-01-25;C;2,0
1721;1086;3;33;Spring;2022;2022-01-25;C+;2,3
1722;1086;61;24;Spring;2022;2022-01-25;B;3,0
1723;1086;41;30;Fall;2022;2022-08-15;B+;3,3
