user_id;test_group;converted;order_amount;age_group;gender;city;device_type;traffic_source
12222;A;0;0.0;36-45;M;СПб;mobile;direct
12223;A;0;0.0;36-45;F;Москва;desktop;organic
12224;A;0;0.0;26-35;F;Москва;tablet;paid
12225;A;0;0.0;18-25;F;Москва;mobile;social
12226;A;0;0.0;26-35;M;СПб;desktop;direct
12227;A;0;0.0;46+;F;Другие;desktop;paid
12228;A;0;0.0;26-35;F;Москва;mobile;paid
12229;A;0;0.0;18-25;M;Другие;desktop;direct
12230;A;0;0.0;26-35;F;Екатеринбург;desktop;direct
12231;A;0;0.0;36-45;M;Другие;desktop;social
12232;A;0;0.0;18-25;F;Другие;tablet;organic
12233;A;0;0.0;18-25;F;Екатеринбург;mobile;paid
12234;A;0;0.0;18-25;M;Москва;desktop;direct
12235;A;0;0.0;46+;M;Другие;desktop;direct
12236;A;0;0.0;26-35;M;Другие;mobile;paid
12237;A;0;0.0;26-35;M;СПб;desktop;direct
12238;A;0;0.0;26-35;F;Москва;desktop;organic
12239;A;0;0.0;46+;M;Екатеринбург;desktop;organic
12240;A;0;0.0;26-35;M;Другие;mobile;organic
12241;A;0;0.0;18-25;F;Москва;mobile;social
12242;A;0;0.0;18-25;F;Москва;desktop;direct
12243;A;0;0.0;26-35;F;Другие;mobile;paid
12244;A;0;0.0;18-25;F;Другие;desktop;paid
12245;A;0;0.0;26-35;M;Москва;mobile;direct
12246;A;0;0.0;18-25;M;Москва;mobile;paid
12247;A;0;0.0;36-45;M;СПб;desktop;social
12248;A;0;0.0;36-45;F;Екатеринбург;mobile;organic
12249;A;0;0.0;26-35;M;СПб;mobile;direct
12250;A;0;0.0;18-25;F;Екатеринбург;desktop;organic
12251;A;0;0.0;36-45;M;СПб;mobile;paid
12252;A;0;0.0;26-35;F;Москва;mobile;direct
12253;A;0;0.0;36-45;M;СПб;mobile;organic
12254;A;0;0.0;36-45;F;Екатеринбург;desktop;social
12255;A;0;0.0;46+;F;Другие;mobile;direct
12256;A;0;0.0;46+;M;Другие;desktop;social
12257;A;0;0.0;26-35;M;СПб;mobile;direct
12258;A;0;0.0;26-35;M;Екатеринбург;desktop;organic
12259;A;0;0.0;18-25;M;Екатеринбург;mobile;direct
12260;A;0;0.0;18-25;M;Другие;desktop;organic
12261;A;0;0.0;26-35;M;Другие;mobile;direct
12262;A;0;0.0;18-25;M;СПб;mobile;paid
12263;A;0;0.0;18-25;F;Другие;desktop;direct
12264;A;0;0.0;26-35;F;СПб;desktop;paid
12265;A;0;0.0;26-35;M;СПб;desktop;organic
12266;A;0;0.0;36-45;F;Москва;desktop;direct
12267;A;0;0.0;26-35;M;Другие;desktop;organic
12268;A;0;0.0;26-35;F;Другие;mobile;organic
12269;A;0;0.0;46+;M;Москва;tablet;social
12270;A;0;0.0;46+;M;Москва;desktop;paid
12271;A;0;0.0;18-25;M;Другие;desktop;direct
12272;A;0;0.0;46+;F;Другие;tablet;direct
12273;A;0;0.0;18-25;F;Другие;desktop;organic
12274;A;0;0.0;36-45;M;Другие;desktop;direct
12275;A;0;0.0;26-35;F;СПб;desktop;paid
12276;A;0;0.0;26-35;M;Другие;desktop;paid
12277;A;0;0.0;46+;M;Москва;mobile;paid
12278;A;0;0.0;26-35;M;Москва;desktop;direct
12279;A;0;0.0;46+;F;СПб;desktop;direct
12280;A;0;0.0;26-35;M;Другие;desktop;direct
12281;A;0;0.0;46+;F;Другие;mobile;organic
12282;A;0;0.0;36-45;M;Другие;mobile;direct
12283;A;0;0.0;26-35;M;СПб;desktop;organic
12284;A;0;0.0;46+;M;Другие;mobile;direct
12285;A;0;0.0;46+;F;Другие;mobile;social
12286;A;0;0.0;46+;M;Москва;desktop;organic
12287;A;0;0.0;26-35;F;Другие;desktop;paid
12288;A;0;0.0;36-45;M;Москва;mobile;paid
12289;A;0;0.0;26-35;M;Другие;tablet;organic
12290;A;0;0.0;26-35;F;Москва;mobile;direct
12291;A;0;0.0;26-35;F;СПб;mobile;organic
12292;A;0;0.0;18-25;F;Другие;mobile;paid
12293;A;0;0.0;46+;M;СПб;mobile;organic
12294;A;0;0.0;36-45;F;СПб;desktop;organic
12295;A;0;0.0;36-45;M;Екатеринбург;desktop;paid
12296;A;0;0.0;18-25;M;Екатеринбург;mobile;paid
12297;A;0;0.0;36-45;F;Другие;mobile;direct
12298;A;0;0.0;26-35;F;Екатеринбург;mobile;paid
12299;A;0;0.0;46+;F;СПб;desktop;organic
12300;A;0;0.0;36-45;F;Москва;desktop;organic
12301;A;0;0.0;18-25;F;Другие;mobile;direct
12302;A;0;0.0;26-35;F;Москва;desktop;social
12303;A;0;0.0;36-45;F;Другие;mobile;paid
12304;A;0;0.0;18-25;M;Москва;desktop;social
12305;A;0;0.0;46+;F;Москва;mobile;social
12306;A;0;0.0;36-45;F;Москва;desktop;organic
12307;A;0;0.0;26-35;M;Москва;mobile;organic
12308;A;0;0.0;26-35;M;Москва;desktop;social
12309;A;0;0.0;26-35;F;Екатеринбург;mobile;social
12310;A;0;0.0;26-35;F;Другие;mobile;paid
12311;A;0;0.0;36-45;F;Другие;mobile;direct
12312;A;0;0.0;26-35;M;Екатеринбург;desktop;organic
12313;A;0;0.0;36-45;M;Другие;mobile;paid
12314;A;0;0.0;18-25;F;Екатеринбург;mobile;organic
12315;A;0;0.0;26-35;F;Москва;tablet;direct
12316;A;0;0.0;26-35;F;Москва;desktop;direct
12317;A;0;0.0;26-35;M;СПб;mobile;social
12318;A;0;0.0;46+;F;СПб;mobile;direct
12319;A;0;0.0;46+;M;Екатеринбург;desktop;paid
12320;A;0;0.0;46+;M;Другие;desktop;organic
12321;A;0;0.0;26-35;M;Другие;mobile;organic
12322;A;0;0.0;36-45;M;Екатеринбург;mobile;organic
12323;A;0;0.0;36-45;M;Другие;mobile;social
12324;A;0;0.0;46+;F;Екатеринбург;mobile;paid
12325;A;0;0.0;36-45;F;СПб;desktop;direct
12326;A;0;0.0;26-35;M;Другие;desktop;organic
12327;A;0;0.0;46+;M;Москва;desktop;organic
12328;A;0;0.0;46+;M;Другие;desktop;organic
12329;A;0;0.0;18-25;M;Другие;desktop;organic
12330;A;0;0.0;36-45;F;Москва;desktop;direct
12331;A;0;0.0;36-45;F;Екатеринбург;mobile;paid
12332;A;0;0.0;36-45;M;Другие;desktop;paid
12333;A;0;0.0;26-35;M;Москва;desktop;paid
12334;A;0;0.0;36-45;F;Екатеринбург;mobile;paid
12335;A;0;0.0;36-45;M;СПб;mobile;organic
12336;A;0;0.0;26-35;F;СПб;desktop;paid
12337;A;0;0.0;36-45;F;Другие;mobile;organic
12338;A;0;0.0;46+;M;Москва;mobile;social
12339;A;0;0.0;26-35;M;Другие;desktop;organic
12340;A;0;0.0;46+;M;Другие;mobile;organic
12341;A;0;0.0;26-35;F;Другие;mobile;organic
12342;A;0;0.0;26-35;F;Другие;mobile;organic
12343;A;0;0.0;18-25;M;Другие;mobile;direct
12344;A;0;0.0;26-35;M;Другие;desktop;paid
12345;A;0;0.0;26-35;F;Москва;desktop;direct
12346;A;0;0.0;26-35;F;Москва;mobile;paid
12347;A;0;0.0;18-25;M;Москва;tablet;paid
12348;A;0;0.0;26-35;M;Москва;desktop;paid
12349;A;0;0.0;26-35;F;Другие;desktop;organic
12350;A;0;0.0;36-45;F;Москва;mobile;paid
12351;A;0;0.0;18-25;M;Другие;desktop;organic
12352;A;0;0.0;18-25;M;Екатеринбург;mobile;organic
12353;A;0;0.0;18-25;M;Другие;desktop;direct
12354;A;0;0.0;46+;M;Другие;mobile;direct
12355;A;0;0.0;36-45;M;СПб;desktop;paid
12356;A;0;0.0;26-35;M;Другие;desktop;direct
12357;A;0;0.0;26-35;F;Другие;desktop;direct
12358;A;0;0.0;26-35;F;Москва;mobile;direct
12359;A;0;0.0;46+;F;Москва;desktop;direct
12360;A;0;0.0;46+;M;СПб;desktop;paid
12361;A;0;0.0;36-45;F;Екатеринбург;mobile;direct
12362;A;0;0.0;26-35;F;Екатеринбург;desktop;organic
12363;A;0;0.0;26-35;M;СПб;desktop;paid
12364;A;0;0.0;36-45;F;СПб;desktop;organic
12365;A;0;0.0;18-25;M;Другие;desktop;paid
12366;A;0;0.0;26-35;M;Екатеринбург;mobile;direct
12367;A;0;0.0;36-45;F;СПб;mobile;direct
12368;A;0;0.0;46+;M;Москва;desktop;organic
12369;A;0;0.0;36-45;M;Екатеринбург;mobile;social
12370;A;0;0.0;26-35;M;Екатеринбург;mobile;paid
12371;A;0;0.0;26-35;M;Екатеринбург;mobile;direct
12372;A;0;0.0;26-35;F;Другие;mobile;paid
12373;A;0;0.0;46+;F;Екатеринбург;mobile;organic
12374;A;0;0.0;18-25;F;Москва;desktop;paid
12375;A;0;0.0;18-25;F;Москва;mobile;paid
12376;A;0;0.0;26-35;F;СПб;mobile;paid
12377;A;0;0.0;18-25;F;Другие;mobile;direct
12378;A;0;0.0;26-35;F;Другие;desktop;direct
12379;A;0;0.0;18-25;F;Москва;mobile;direct
12380;A;0;0.0;36-45;F;Другие;mobile;direct
12381;A;0;0.0;18-25;F;Москва;mobile;organic
12382;A;0;0.0;36-45;M;Другие;desktop;organic
12383;A;0;0.0;36-45;F;Другие;desktop;social
12384;A;0;0.0;36-45;F;Москва;mobile;organic
12385;A;0;0.0;26-35;M;Москва;mobile;organic
12386;A;0;0.0;46+;F;СПб;desktop;organic
12387;A;0;0.0;26-35;F;Екатеринбург;desktop;direct
12388;A;0;0.0;26-35;F;Другие;desktop;paid
12389;A;0;0.0;26-35;F;Москва;desktop;paid
12390;A;0;0.0;26-35;M;СПб;desktop;direct
12391;A;0;0.0;36-45;F;Москва;mobile;organic
12392;A;0;0.0;36-45;F;Екатеринбург;mobile;organic
12393;A;0;0.0;26-35;F;СПб;mobile;organic
12394;A;0;0.0;26-35;F;СПб;mobile;direct
12395;A;0;0.0;26-35;M;Другие;mobile;organic
12396;A;0;0.0;26-35;M;Другие;desktop;organic
12397;A;0;0.0;36-45;F;СПб;mobile;direct
12398;A;0;0.0;26-35;F;Екатеринбург;desktop;organic
12399;A;0;0.0;18-25;F;Екатеринбург;desktop;direct
12400;A;0;0.0;26-35;M;Другие;desktop;paid
12401;A;0;0.0;36-45;M;СПб;desktop;paid
12402;A;0;0.0;26-35;F;Екатеринбург;desktop;social
12403;A;0;0.0;18-25;M;Екатеринбург;mobile;paid
12404;A;0;0.0;26-35;F;Другие;desktop;organic
12405;A;0;0.0;18-25;M;Москва;mobile;organic
12406;A;0;0.0;26-35;F;Москва;desktop;organic
12407;A;0;0.0;26-35;F;Москва;desktop;paid
12408;A;0;0.0;26-35;F;Другие;desktop;paid
12409;A;0;0.0;26-35;F;Екатеринбург;desktop;direct
12410;A;0;0.0;26-35;M;Другие;desktop;organic
12411;A;0;0.0;26-35;F;Другие;mobile;paid
12412;A;0;0.0;26-35;M;Другие;mobile;paid
12413;A;0;0.0;18-25;M;Другие;desktop;direct
12414;A;0;0.0;46+;M;Екатеринбург;mobile;organic
12415;A;0;0.0;26-35;M;Другие;mobile;organic
12416;A;0;0.0;36-45;M;СПб;desktop;organic
12417;A;0;0.0;36-45;M;Другие;desktop;direct
12418;A;0;0.0;46+;M;Москва;mobile;direct
12419;A;0;0.0;26-35;M;Другие;mobile;paid
12420;A;0;0.0;26-35;M;Другие;mobile;social
12421;A;0;0.0;36-45;M;Другие;desktop;organic
12422;A;0;0.0;26-35;F;Москва;mobile;organic
12423;A;0;0.0;36-45;M;СПб;mobile;direct
12424;A;0;0.0;26-35;F;Москва;desktop;organic
12425;A;0;0.0;36-45;M;Другие;mobile;direct
12426;A;0;0.0;26-35;M;Москва;mobile;organic
12427;A;0;0.0;26-35;F;Москва;desktop;paid
12428;A;0;0.0;18-25;F;Москва;mobile;social
12429;A;0;0.0;26-35;F;Другие;tablet;direct
12430;A;0;0.0;36-45;M;Москва;mobile;direct
12431;A;0;0.0;36-45;M;СПб;mobile;organic
12432;A;0;0.0;26-35;M;Екатеринбург;mobile;direct
12433;A;0;0.0;18-25;F;Другие;mobile;organic
12434;A;0;0.0;26-35;M;Москва;desktop;organic
12435;A;0;0.0;36-45;M;Москва;mobile;paid
12436;A;0;0.0;36-45;F;Москва;desktop;organic
12437;A;0;0.0;46+;M;Москва;desktop;direct
12438;A;0;0.0;46+;F;СПб;desktop;paid
12439;A;0;0.0;26-35;F;СПб;tablet;organic
12440;A;0;0.0;26-35;M;Москва;mobile;direct
12441;A;0;0.0;18-25;M;Москва;desktop;direct
12442;A;0;0.0;46+;M;Другие;mobile;social
12443;A;0;0.0;36-45;M;Другие;mobile;organic
12444;A;0;0.0;26-35;M;Другие;desktop;organic
12445;A;0;0.0;36-45;M;Москва;desktop;paid
12446;A;0;0.0;26-35;F;Москва;desktop;organic
12447;A;0;0.0;26-35;M;Москва;desktop;paid
12448;A;0;0.0;36-45;F;Другие;desktop;direct
12449;A;0;0.0;26-35;F;Москва;mobile;paid
12450;A;0;0.0;18-25;M;Москва;mobile;organic
12451;A;0;0.0;36-45;F;Москва;desktop;organic
12452;A;0;0.0;26-35;F;СПб;mobile;paid
12453;A;0;0.0;18-25;F;Москва;mobile;paid
12454;A;0;0.0;26-35;M;Москва;tablet;paid
12455;A;0;0.0;26-35;F;СПб;tablet;organic
12456;A;0;0.0;18-25;M;СПб;mobile;direct
12457;A;0;0.0;26-35;F;СПб;desktop;direct
12458;A;0;0.0;46+;M;СПб;mobile;organic
12459;A;0;0.0;26-35;M;СПб;desktop;paid
12460;A;0;0.0;18-25;M;Другие;mobile;direct
12461;A;0;0.0;26-35;F;СПб;mobile;paid
12462;A;0;0.0;26-35;F;Другие;mobile;paid
12463;A;0;0.0;26-35;M;Другие;desktop;organic
12464;A;0;0.0;26-35;F;Другие;tablet;direct
12465;A;0;0.0;46+;M;Другие;mobile;paid
12466;A;0;0.0;36-45;M;Другие;desktop;social
12467;A;0;0.0;26-35;M;Другие;mobile;paid
12468;A;0;0.0;26-35;M;Москва;mobile;social
12469;A;0;0.0;46+;M;Москва;desktop;organic
12470;A;0;0.0;36-45;F;Москва;desktop;direct
12471;A;0;0.0;26-35;M;Екатеринбург;mobile;direct
12472;A;0;0.0;36-45;F;Екатеринбург;mobile;paid
12473;A;0;0.0;36-45;F;Другие;mobile;organic
12474;A;0;0.0;26-35;F;СПб;desktop;paid
12475;A;0;0.0;46+;M;Екатеринбург;mobile;direct
12476;A;0;0.0;18-25;F;СПб;mobile;organic
12477;A;0;0.0;46+;F;Москва;mobile;direct
12478;A;0;0.0;18-25;M;СПб;desktop;direct
12479;A;0;0.0;36-45;F;Другие;tablet;organic
12480;A;0;0.0;26-35;M;Москва;desktop;organic
12481;A;0;0.0;26-35;F;Другие;mobile;direct
12482;A;0;0.0;26-35;M;Москва;desktop;paid
12483;A;0;0.0;26-35;M;СПб;mobile;organic
12484;A;0;0.0;36-45;M;Екатеринбург;mobile;paid
12485;A;0;0.0;36-45;M;СПб;desktop;organic
12486;A;0;0.0;46+;F;Екатеринбург;desktop;paid
12487;A;0;0.0;26-35;M;Москва;desktop;direct
12488;A;0;0.0;18-25;M;Другие;mobile;paid
12489;A;0;0.0;26-35;F;Москва;desktop;direct
12490;A;0;0.0;26-35;M;СПб;desktop;organic
12491;A;0;0.0;36-45;M;Другие;mobile;direct
12492;A;0;0.0;36-45;M;Другие;mobile;direct
12493;A;0;0.0;18-25;M;Другие;mobile;direct
12494;A;0;0.0;26-35;F;СПб;tablet;social
12495;A;0;0.0;36-45;F;Москва;mobile;organic
12496;A;0;0.0;36-45;M;СПб;desktop;organic
12497;A;0;0.0;36-45;M;Другие;mobile;paid
12498;A;0;0.0;46+;M;Другие;mobile;paid
12499;A;0;0.0;26-35;F;Другие;mobile;organic
12500;A;0;0.0;46+;F;Екатеринбург;desktop;paid
12501;A;0;0.0;46+;F;Москва;mobile;organic
12502;A;0;0.0;18-25;F;Другие;desktop;direct
12503;A;0;0.0;36-45;M;СПб;mobile;paid
12504;A;0;0.0;36-45;F;Москва;desktop;organic
12505;A;0;0.0;26-35;M;Другие;mobile;organic
12506;A;0;0.0;26-35;M;Екатеринбург;desktop;paid
12507;A;0;0.0;46+;F;Другие;tablet;paid
12508;A;0;0.0;46+;M;Другие;desktop;direct
12509;A;0;0.0;18-25;M;Другие;desktop;organic
12510;A;0;0.0;18-25;M;Другие;desktop;direct
12511;A;0;0.0;18-25;M;Москва;mobile;direct
12512;A;0;0.0;36-45;F;Москва;mobile;paid
12513;A;0;0.0;36-45;M;СПб;desktop;organic
12514;A;0;0.0;36-45;M;Москва;mobile;direct
12515;A;0;0.0;36-45;M;Другие;mobile;paid
12516;A;0;0.0;46+;M;Екатеринбург;mobile;direct
12517;A;0;0.0;26-35;F;Москва;desktop;organic
12518;A;0;0.0;26-35;M;СПб;desktop;organic
12519;A;0;0.0;26-35;M;Екатеринбург;mobile;direct
12520;A;0;0.0;26-35;F;Другие;mobile;organic
12521;A;0;0.0;36-45;M;Москва;desktop;direct
12522;A;0;0.0;36-45;F;Екатеринбург;desktop;direct
12523;A;0;0.0;18-25;F;Москва;desktop;organic
12524;A;0;0.0;36-45;F;Другие;mobile;organic
12525;A;0;0.0;36-45;F;Другие;desktop;direct
12526;A;0;0.0;36-45;M;Другие;desktop;paid
12527;A;0;0.0;26-35;F;Екатеринбург;desktop;paid
12528;A;0;0.0;18-25;M;Другие;desktop;direct
12529;A;0;0.0;18-25;F;Другие;mobile;social
12530;A;0;0.0;26-35;F;СПб;desktop;organic
12531;A;0;0.0;26-35;M;Екатеринбург;desktop;social
12532;A;0;0.0;46+;M;Москва;mobile;direct
12533;A;0;0.0;26-35;M;Москва;mobile;direct
12534;A;0;0.0;36-45;M;СПб;desktop;paid
12535;A;0;0.0;18-25;M;Москва;desktop;paid
12536;A;0;0.0;36-45;M;Екатеринбург;desktop;organic
12537;A;0;0.0;26-35;M;Москва;mobile;organic
12538;A;0;0.0;36-45;F;Екатеринбург;desktop;direct
12539;A;0;0.0;36-45;M;Екатеринбург;desktop;organic
12540;A;0;0.0;26-35;M;Другие;desktop;direct
12541;A;0;0.0;26-35;F;СПб;desktop;direct
12542;A;0;0.0;36-45;M;Другие;mobile;organic
12543;A;0;0.0;36-45;F;Екатеринбург;desktop;paid
12544;A;0;0.0;36-45;M;Другие;desktop;social
12545;A;0;0.0;46+;M;СПб;desktop;direct
12546;A;0;0.0;18-25;M;СПб;tablet;paid
12547;A;0;0.0;46+;F;Москва;desktop;paid
12548;A;0;0.0;18-25;M;Другие;mobile;paid
12549;A;0;0.0;36-45;F;Москва;mobile;social
12550;A;0;0.0;26-35;F;Москва;desktop;direct
12551;A;0;0.0;18-25;M;СПб;desktop;direct
12552;A;0;0.0;18-25;M;Другие;mobile;direct
12553;A;0;0.0;36-45;F;Москва;mobile;direct
12554;A;0;0.0;26-35;M;Екатеринбург;desktop;direct
12555;A;0;0.0;26-35;M;Другие;desktop;organic
12556;A;0;0.0;36-45;F;Москва;desktop;direct
12557;A;0;0.0;26-35;M;Екатеринбург;desktop;paid
12558;A;0;0.0;18-25;F;Другие;mobile;organic
12559;A;0;0.0;26-35;M;СПб;desktop;direct
12560;A;0;0.0;36-45;F;СПб;mobile;paid
12561;A;0;0.0;18-25;M;Екатеринбург;mobile;social
12562;A;0;0.0;18-25;M;СПб;mobile;organic
12563;A;0;0.0;36-45;M;Москва;mobile;organic
12564;A;0;0.0;46+;F;Другие;mobile;organic
12565;A;0;0.0;26-35;F;СПб;desktop;direct
12566;A;0;0.0;36-45;F;Другие;mobile;organic
12567;A;0;0.0;46+;M;Москва;desktop;organic
12568;A;0;0.0;46+;M;Другие;mobile;social
12569;A;0;0.0;26-35;F;Москва;mobile;social
12570;A;0;0.0;26-35;M;Другие;mobile;organic
12571;A;0;0.0;36-45;M;Другие;mobile;paid
12572;A;0;0.0;46+;F;Екатеринбург;desktop;paid
12573;A;0;0.0;46+;M;Другие;desktop;social
12574;A;0;0.0;46+;M;СПб;desktop;direct
12575;A;0;0.0;18-25;F;Москва;mobile;social
12576;A;0;0.0;36-45;M;Другие;mobile;direct
12577;A;0;0.0;26-35;F;СПб;desktop;direct
12578;A;0;0.0;36-45;F;СПб;mobile;organic
12579;A;0;0.0;26-35;M;Другие;desktop;direct
12580;A;0;0.0;36-45;F;Другие;mobile;organic
12581;A;0;0.0;18-25;F;Екатеринбург;desktop;paid
12582;A;0;0.0;46+;F;Другие;desktop;social
12583;A;0;0.0;18-25;F;Екатеринбург;mobile;direct
12584;A;0;0.0;26-35;M;Другие;desktop;paid
12585;A;0;0.0;26-35;F;Москва;mobile;social
12586;A;0;0.0;26-35;F;Москва;mobile;paid
12587;A;0;0.0;36-45;F;СПб;desktop;organic
12588;A;0;0.0;26-35;M;СПб;desktop;paid
12589;A;0;0.0;26-35;M;СПб;desktop;direct
12590;A;0;0.0;36-45;M;Другие;mobile;paid
12591;A;0;0.0;26-35;M;Москва;desktop;organic
12592;A;0;0.0;36-45;M;Екатеринбург;desktop;organic
12593;A;0;0.0;18-25;F;Другие;mobile;direct
12594;A;0;0.0;46+;M;Екатеринбург;tablet;direct
12595;A;0;0.0;26-35;M;Другие;desktop;paid
12596;A;0;0.0;26-35;M;Москва;mobile;social
12597;A;0;0.0;36-45;M;СПб;mobile;social
12598;A;0;0.0;26-35;M;Москва;mobile;direct
12599;A;0;0.0;26-35;F;Другие;desktop;organic
12600;A;0;0.0;36-45;F;Другие;mobile;direct
12601;A;0;0.0;18-25;M;Москва;mobile;organic
12602;A;0;0.0;46+;M;Москва;mobile;organic
12603;A;0;0.0;18-25;M;Москва;mobile;paid
12604;A;0;0.0;46+;M;Другие;desktop;organic
12605;A;0;0.0;26-35;M;СПб;mobile;organic
12606;A;0;0.0;26-35;M;СПб;mobile;direct
12607;A;0;0.0;26-35;F;Другие;mobile;direct
12608;A;0;0.0;26-35;M;Москва;desktop;paid
12609;A;0;0.0;26-35;F;СПб;desktop;paid
12610;A;0;0.0;36-45;M;Другие;mobile;paid
12611;A;0;0.0;26-35;F;Другие;desktop;paid
12612;A;0;0.0;36-45;F;Другие;desktop;organic
12613;A;0;0.0;26-35;M;Екатеринбург;mobile;direct
12614;A;0;0.0;26-35;F;Другие;desktop;direct
12615;A;0;0.0;36-45;F;Другие;desktop;direct
12616;A;0;0.0;26-35;M;Москва;mobile;organic
12617;A;0;0.0;36-45;M;СПб;desktop;organic
12618;A;0;0.0;46+;M;Другие;desktop;social
12619;A;0;0.0;46+;M;Другие;mobile;paid
12620;A;0;0.0;26-35;F;СПб;mobile;direct
12621;A;0;0.0;36-45;F;Другие;mobile;paid
12622;A;0;0.0;46+;F;Москва;desktop;paid
12623;A;0;0.0;26-35;F;Другие;mobile;direct
12624;A;0;0.0;26-35;F;Москва;desktop;paid
12625;A;0;0.0;26-35;M;Другие;mobile;social
12626;A;0;0.0;26-35;F;Другие;desktop;organic
12627;A;0;0.0;18-25;F;СПб;desktop;paid
12628;A;0;0.0;26-35;F;Екатеринбург;desktop;direct
12629;A;0;0.0;18-25;M;Екатеринбург;desktop;paid
12630;A;0;0.0;36-45;F;СПб;mobile;social
12631;A;0;0.0;26-35;F;Москва;desktop;paid
12632;A;0;0.0;26-35;M;СПб;desktop;paid
12633;A;0;0.0;18-25;F;Другие;mobile;organic
12634;A;0;0.0;18-25;M;Москва;desktop;paid
12635;A;0;0.0;36-45;F;Другие;desktop;direct
12636;A;0;0.0;26-35;F;Екатеринбург;desktop;direct
12637;A;0;0.0;26-35;F;Екатеринбург;mobile;paid
12638;A;0;0.0;36-45;M;Екатеринбург;tablet;direct
12639;A;0;0.0;26-35;F;СПб;desktop;social
12640;A;0;0.0;26-35;M;Москва;mobile;paid
12641;A;0;0.0;46+;F;Москва;mobile;direct
12642;A;0;0.0;18-25;M;Москва;desktop;paid
12643;A;0;0.0;46+;M;Другие;mobile;direct
12644;A;0;0.0;26-35;F;Москва;desktop;organic
12645;A;0;0.0;26-35;F;Москва;desktop;direct
12646;A;0;0.0;26-35;M;Москва;mobile;paid
12647;A;0;0.0;18-25;F;СПб;desktop;direct
12648;A;0;0.0;26-35;M;Москва;desktop;organic
12649;A;0;0.0;18-25;M;Другие;mobile;organic
12650;A;0;0.0;26-35;F;СПб;mobile;direct
12651;A;0;0.0;46+;M;Другие;desktop;organic
12652;A;0;0.0;26-35;F;Другие;mobile;direct
12653;A;0;0.0;26-35;F;СПб;mobile;direct
12654;A;0;0.0;18-25;M;Другие;desktop;paid
12655;A;0;0.0;36-45;F;Москва;desktop;paid
12656;A;0;0.0;46+;M;Другие;desktop;direct
12657;A;0;0.0;46+;M;Другие;mobile;organic
12658;A;0;0.0;18-25;F;Москва;mobile;organic
12659;A;0;0.0;36-45;F;Москва;mobile;organic
12660;A;0;0.0;26-35;F;Другие;mobile;organic
12661;A;0;0.0;46+;M;Другие;mobile;direct
12662;A;0;0.0;26-35;F;Другие;desktop;organic
12663;A;0;0.0;18-25;M;Москва;mobile;paid
12664;A;0;0.0;26-35;M;СПб;desktop;organic
12665;A;0;0.0;18-25;M;Другие;mobile;paid
12666;A;0;0.0;46+;F;Москва;desktop;social
12667;A;0;0.0;26-35;M;СПб;desktop;organic
12668;A;0;0.0;26-35;M;Другие;mobile;direct
12669;A;0;0.0;18-25;F;Другие;desktop;paid
12670;A;0;0.0;36-45;F;СПб;mobile;paid
12671;A;0;0.0;26-35;M;Другие;mobile;direct
12672;A;0;0.0;36-45;M;Другие;desktop;organic
12673;A;0;0.0;26-35;F;СПб;desktop;organic
12674;A;0;0.0;26-35;F;Москва;mobile;organic
12675;A;0;0.0;26-35;F;Другие;desktop;paid
12676;A;0;0.0;18-25;F;Москва;mobile;direct
12677;A;0;0.0;18-25;M;Екатеринбург;mobile;paid
12678;A;0;0.0;26-35;M;Другие;desktop;paid
12679;A;0;0.0;36-45;F;Другие;mobile;organic
12680;A;0;0.0;18-25;M;Москва;desktop;organic
12681;A;0;0.0;46+;F;Москва;mobile;organic
12682;A;0;0.0;46+;F;Другие;mobile;paid
12683;A;0;0.0;46+;F;Другие;mobile;direct
12684;A;0;0.0;26-35;F;Другие;mobile;paid
12685;A;0;0.0;26-35;F;Екатеринбург;mobile;organic
12686;A;0;0.0;46+;M;Другие;mobile;direct
12687;A;0;0.0;26-35;F;Москва;mobile;social
12688;A;0;0.0;36-45;F;Другие;desktop;paid
12689;A;0;0.0;36-45;M;Другие;mobile;organic
12690;A;0;0.0;36-45;F;СПб;desktop;direct
12691;A;0;0.0;18-25;M;Екатеринбург;tablet;paid
12692;A;0;0.0;46+;M;Другие;mobile;organic
12693;A;0;0.0;26-35;F;Другие;desktop;paid
12694;A;0;0.0;36-45;M;Другие;mobile;organic
12695;A;0;0.0;26-35;F;Другие;tablet;organic
12696;A;0;0.0;18-25;M;СПб;mobile;organic
12697;A;0;0.0;36-45;F;Екатеринбург;mobile;organic
12698;A;0;0.0;26-35;F;Другие;mobile;organic
12699;A;0;0.0;36-45;F;Другие;desktop;paid
12700;A;0;0.0;18-25;F;Москва;mobile;direct
12701;A;0;0.0;26-35;F;Москва;mobile;paid
12702;A;0;0.0;26-35;M;Другие;mobile;organic
12703;A;0;0.0;26-35;M;СПб;mobile;direct
12704;A;0;0.0;46+;F;Другие;mobile;social
12705;A;0;0.0;26-35;M;Москва;desktop;organic
12706;A;0;0.0;26-35;M;Москва;mobile;paid
12707;A;0;0.0;46+;M;Другие;desktop;social
12708;A;0;0.0;18-25;M;Екатеринбург;desktop;direct
12709;A;0;0.0;26-35;M;СПб;mobile;organic
12710;A;0;0.0;36-45;M;Екатеринбург;tablet;organic
12711;A;0;0.0;18-25;F;Екатеринбург;tablet;paid
12712;A;0;0.0;36-45;F;Другие;desktop;direct
12713;A;0;0.0;26-35;F;Другие;mobile;direct
