customer_id;recency;frequency;monetary;first_purchase_date;last_purchase_date;customer_lifetime_days;avg_days_between_purchases;avg_transaction_amount;purchase_trend;spending_trend;is_active_customer;acquisition_channel;favorite_category;registration_month;user_profile
883;5;41;10057,31;2022-04-10;2022-09-14;448;92,89;90,67;0,77;0,02;False;Социальные сети;Одежда;2022-05;Потенциальные
884;379;1;7181,03;2022-04-10;2022-09-14;577;114,94;225,70;0,37;0,21;False;Контекстная реклама;Одежда;2022-05;Потенциальные
885;78;51;9652,06;2022-04-11;2022-09-15;529;35,70;128,31;0,76;-0,35;True;Социальные сети;Книги;2022-05;Потерянные
886;410;43;623,51;2022-04-11;2022-09-15;196;171,95;343,54;-0,33;0,75;False;Рефералы;Электроника;2022-05;Потерянные
887;574;22;9340,89;2022-04-11;2022-09-15;289;182,37;180,37;-0,46;-0,11;False;Рефералы;Электроника;2022-05;Рискующие
888;132;23;11679,27;2022-04-11;2022-09-15;221;92,68;225,31;0,70;0,40;False;Email;Дом и сад;2022-05;Потенциальные
889;601;54;7530,36;2022-04-11;2022-09-15;231;59,68;217,20;-0,21;0,27;True;Социальные сети;Книги;2022-05;Чемпионы
890;42;19;5394,82;2022-04-11;2022-09-15;214;32,46;327,20;0,42;-0,77;False;Контекстная реклама;Книги;2022-05;Лояльные
891;89;18;4197,53;2022-04-11;2022-09-15;187;138,33;233,97;-0,70;0,25;False;Email;Дом и сад;2022-05;Лояльные
892;402;12;9659,89;2022-04-11;2022-09-15;651;65,89;332,47;0,51;0,10;True;Email;Книги;2022-05;Потенциальные
893;296;28;10407,38;2022-04-11;2022-09-16;128;182,36;103,52;0,10;0,80;False;Социальные сети;Книги;2022-05;Новые
894;295;28;13070,97;2022-04-12;2022-09-16;270;135,85;141,31;-0,46;0,76;False;Социальные сети;Спорт;2022-05;Рискующие
895;616;33;5167,89;2022-04-12;2022-09-16;520;130,91;256,49;-0,01;-0,70;False;Email;Одежда;2022-05;Лояльные
896;526;19;11558,10;2022-04-12;2022-09-16;231;114,08;383,07;0,39;-0,84;True;Email;Дом и сад;2022-05;Потерянные
897;637;28;8442,27;2022-04-12;2022-09-16;663;13,93;103,92;-0,98;-0,41;True;Email;Спорт;2022-05;Потерянные
898;422;52;13248,41;2022-04-12;2022-09-16;538;186,72;93,79;0,27;0,97;False;Органика;Спорт;2022-05;Чемпионы
899;23;49;7940,79;2022-04-12;2022-09-16;658;127,45;130,10;0,08;-0,96;False;Email;Спорт;2022-05;Новые
900;575;37;7788,57;2022-04-12;2022-09-16;125;198,84;285,17;-0,56;0,35;True;Рефералы;Книги;2022-05;Новые
901;143;26;8689,26;2022-04-12;2022-09-17;519;109,78;207,68;0,51;0,22;True;Контекстная реклама;Дом и сад;2022-05;Чемпионы
902;145;35;11252,26;2022-04-12;2022-09-17;608;143,47;344,18;-0,39;0,29;True;Контекстная реклама;Книги;2022-05;Рискующие
903;225;34;14472,12;2022-04-13;2022-09-17;247;15,96;103,02;-0,45;-0,56;False;Социальные сети;Книги;2022-05;Рискующие
904;503;35;1149,77;2022-04-13;2022-09-17;556;128,19;142,85;-0,06;-0,55;False;Email;Спорт;2022-05;Потенциальные
905;616;40;848,85;2022-04-13;2022-09-17;302;154,11;176,01;0,35;-0,14;False;Контекстная реклама;Электроника;2022-05;Чемпионы
906;104;16;14066,38;2022-04-13;2022-09-17;248;156,81;280,55;0,86;-0,81;False;Контекстная реклама;Дом и сад;2022-05;Чемпионы
907;39;38;7971,64;2022-04-13;2022-09-17;688;155,17;299,26;-0,72;-0,85;False;Рефералы;Дом и сад;2022-05;Потерянные
908;198;13;9242,80;2022-04-13;2022-09-17;361;49,13;119,75;-0,21;-0,82;False;Рефералы;Спорт;2022-05;Чемпионы
909;579;23;7262,23;2022-04-13;2022-09-17;482;195,20;382,02;-0,87;0,15;True;Органика;Спорт;2022-05;Потенциальные
910;391;54;1450,18;2022-04-13;2022-09-18;181;199,06;189,13;0,52;-0,20;False;Органика;Одежда;2022-05;Лояльные
911;179;22;11532,94;2022-04-14;2022-09-18;376;19,74;308,21;-0,10;-0,41;False;Контекстная реклама;Спорт;2022-05;Рискующие
912;554;16;11221,01;2022-04-14;2022-09-18;443;187,61;247,75;0,41;-0,37;False;Социальные сети;Книги;2022-05;Потенциальные
913;448;28;4709,96;2022-04-14;2022-09-18;556;61,44;151,28;-0,36;-0,59;False;Контекстная реклама;Спорт;2022-05;Потенциальные
914;500;48;4628,28;2022-04-14;2022-09-18;460;139,41;350,79;0,69;-0,18;True;Социальные сети;Дом и сад;2022-05;Потерянные
915;15;35;12575,73;2022-04-14;2022-09-18;408;70,93;341,84;0,07;-0,59;True;Контекстная реклама;Электроника;2022-05;Потенциальные
916;623;45;1131,74;2022-04-14;2022-09-18;457;193,71;206,74;0,89;0,40;False;Рефералы;Электроника;2022-05;Потерянные
917;289;46;13222,52;2022-04-14;2022-09-18;113;24,79;268,35;-0,84;-0,75;True;Email;Книги;2022-05;Потерянные
918;478;8;3887,09;2022-04-14;2022-09-19;221;102,06;162,50;0,03;0,90;True;Контекстная реклама;Электроника;2022-05;Чемпионы
919;231;44;8915,12;2022-04-14;2022-09-19;70;88,47;300,75;0,53;-0,82;False;Органика;Спорт;2022-05;Потенциальные
920;420;22;14043,11;2022-04-15;2022-09-19;338;68,57;178,89;0,20;0,89;False;Социальные сети;Электроника;2022-05;Лояльные
921;157;21;10187,93;2022-04-15;2022-09-19;407;130,88;350,11;-0,95;0,67;True;Социальные сети;Спорт;2022-05;Новые
922;550;26;6245,73;2022-04-15;2022-09-19;165;30,56;149,56;0,94;0,36;True;Контекстная реклама;Одежда;2022-05;Потенциальные
923;441;40;10358,54;2022-04-15;2022-09-19;135;144,75;84,74;-0,40;0,82;True;Социальные сети;Дом и сад;2022-05;Потерянные
924;97;21;5192,50;2022-04-15;2022-09-19;548;196,22;165,92;-0,50;-0,72;False;Органика;Книги;2022-05;Лояльные
925;411;25;4195,01;2022-04-15;2022-09-19;571;161,89;141,14;-0,03;-0,65;False;Рефералы;Одежда;2022-05;Потерянные
926;289;41;14950,42;2022-04-15;2022-09-20;155;172,70;242,65;0,08;-0,50;True;Email;Электроника;2022-05;Чемпионы
927;254;1;11274,31;2022-04-15;2022-09-20;386;75,13;145,19;0,53;-0,51;False;Email;Книги;2022-05;Новые
928;196;6;9688,56;2022-04-15;2022-09-20;429;68,35;324,22;-0,21;-0,38;True;Социальные сети;Спорт;2022-05;Рискующие
929;598;23;5361,58;2022-04-16;2022-09-20;108;105,82;157,24;-0,12;0,15;True;Контекстная реклама;Одежда;2022-05;Рискующие
930;522;51;784,95;2022-04-16;2022-09-20;418;13,92;306,23;0,07;-0,94;False;Социальные сети;Дом и сад;2022-05;Чемпионы
931;517;23;514,30;2022-04-16;2022-09-20;608;189,34;265,11;-0,21;-0,24;True;Органика;Дом и сад;2022-05;Чемпионы
932;635;43;8335,01;2022-04-16;2022-09-20;564;33,04;395,60;0,83;-0,51;False;Контекстная реклама;Одежда;2022-05;Рискующие
933;118;43;11442,39;2022-04-16;2022-09-20;103;181,09;399,97;0,70;0,21;False;Рефералы;Одежда;2022-05;Чемпионы
934;159;23;8083,82;2022-04-16;2022-09-20;34;21,30;358,25;-0,09;0,97;True;Органика;Одежда;2022-05;Рискующие
935;228;32;12619,74;2022-04-16;2022-09-21;492;165,41;323,19;-1,00;0,04;False;Рефералы;Электроника;2022-05;Чемпионы
936;216;30;549,73;2022-04-16;2022-09-21;111;34,63;203,67;0,80;-0,15;False;Контекстная реклама;Дом и сад;2022-05;Рискующие
937;15;13;5532,94;2022-04-16;2022-09-21;566;12,44;321,05;-0,75;-0,26;False;Рефералы;Дом и сад;2022-05;Лояльные
938;157;43;3594,20;2022-04-17;2022-09-21;434;145,30;386,14;-0,51;0,57;False;Органика;Электроника;2022-05;Чемпионы
939;261;18;6736,73;2022-04-17;2022-09-21;543;59,65;87,48;-0,70;-0,86;False;Органика;Книги;2022-05;Рискующие
940;157;23;1132,03;2022-04-17;2022-09-21;307;144,33;252,13;-0,64;0,92;True;Социальные сети;Дом и сад;2022-05;Чемпионы
941;47;15;14314,27;2022-04-17;2022-09-21;253;113,24;149,76;0,61;-0,16;False;Контекстная реклама;Книги;2022-05;Рискующие
942;324;33;3387,67;2022-04-17;2022-09-21;613;26,22;258,52;0,16;-0,37;True;Email;Книги;2022-05;Рискующие
943;130;21;13838,50;2022-04-17;2022-09-22;97;186,77;229,26;0,91;0,95;True;Email;Книги;2022-05;Потерянные
944;411;39;6417,10;2022-04-17;2022-09-22;349;93,20;264,25;-0,54;0,87;False;Рефералы;Дом и сад;2022-05;Потерянные
945;95;23;14783,59;2022-04-17;2022-09-22;635;148,22;256,31;-0,03;0,28;True;Email;Спорт;2022-05;Новые
946;627;27;8333,17;2022-04-17;2022-09-22;48;102,70;387,23;0,95;-0,96;True;Email;Книги;2022-05;Чемпионы
947;292;45;13965,95;2022-04-18;2022-09-22;669;122,85;256,70;0,65;0,50;False;Органика;Спорт;2022-05;Лояльные
948;283;44;129,97;2022-04-18;2022-09-22;372;64,04;350,79;0,46;-0,33;False;Органика;Электроника;2022-05;Потенциальные
949;69;18;11236,17;2022-04-18;2022-09-22;623;44,07;182,34;-0,62;-0,22;True;Органика;Спорт;2022-05;Потенциальные
950;11;24;13550,61;2022-04-18;2022-09-22;372;110,80;220,19;0,54;-0,68;True;Email;Спорт;2022-05;Потерянные
951;254;51;2138,82;2022-04-18;2022-09-23;126;90,84;230,53;-0,30;0,05;True;Рефералы;Одежда;2022-05;Чемпионы
952;550;47;1487,08;2022-04-18;2022-09-23;81;81,07;169,19;0,06;0,49;True;Контекстная реклама;Книги;2022-05;Потерянные
953;134;40;6397,36;2022-04-18;2022-09-23;204;136,15;201,53;0,22;-0,45;False;Социальные сети;Дом и сад;2022-05;Рискующие
954;23;51;14008,50;2022-04-18;2022-09-23;367;139,65;271,52;0,22;0,88;False;Рефералы;Одежда;2022-05;Рискующие
955;346;42;8158,68;2022-04-18;2022-09-23;382;13,95;265,66;0,45;-0,61;False;Органика;Спорт;2022-05;Лояльные
956;302;7;7935,47;2022-04-19;2022-09-23;420;71,06;283,66;0,32;-0,87;False;Рефералы;Электроника;2022-05;Чемпионы
957;363;50;2159,84;2022-04-19;2022-09-23;144;85,29;192,58;-0,86;0,29;False;Контекстная реклама;Дом и сад;2022-05;Потенциальные
958;396;48;61,80;2022-04-19;2022-09-23;377;23,89;181,07;-0,09;0,70;False;Органика;Электроника;2022-05;Лояльные
959;218;20;12161,59;2022-04-19;2022-09-23;30;51,00;275,72;0,33;0,91;False;Контекстная реклама;Спорт;2022-05;Чемпионы
960;141;27;1359,24;2022-04-19;2022-09-24;92;15,07;122,52;-0,41;0,53;False;Социальные сети;Электроника;2022-05;Чемпионы
961;616;6;9526,05;2022-04-19;2022-09-24;255;199,27;160,97;-0,37;-0,60;False;Рефералы;Одежда;2022-05;Потерянные
962;210;27;13723,52;2022-04-19;2022-09-24;452;148,63;93,48;-0,75;0,96;False;Социальные сети;Электроника;2022-05;Потерянные
963;623;9;3169,35;2022-04-19;2022-09-24;48;22,05;103,24;-0,16;0,84;False;Email;Одежда;2022-05;Чемпионы
964;616;53;9995,83;2022-04-20;2022-09-24;60;8,95;157,88;0,97;-0,67;False;Рефералы;Книги;2022-05;Новые
965;460;45;1226,54;2022-04-20;2022-09-24;662;145,26;86,25;-0,43;0,12;True;Email;Дом и сад;2022-05;Лояльные
966;356;31;9076,14;2022-04-20;2022-09-24;53;90,64;158,53;0,06;0,11;False;Контекстная реклама;Электроника;2022-05;Чемпионы
967;324;21;2500,78;2022-04-20;2022-09-24;240;158,43;289,59;0,49;-0,11;False;Email;Одежда;2022-05;Потерянные
968;133;26;11052,51;2022-04-20;2022-09-25;190;185,08;99,55;-0,97;0,97;False;Контекстная реклама;Спорт;2022-05;Лояльные
969;127;40;4553,41;2022-04-20;2022-09-25;284;121,86;219,76;0,80;-0,88;False;Социальные сети;Спорт;2022-05;Потенциальные
970;106;48;6977,70;2022-04-20;2022-09-25;600;41,49;372,19;-0,23;0,25;False;Органика;Одежда;2022-05;Чемпионы
971;604;45;9011,49;2022-04-20;2022-09-25;143;157,53;333,21;0,74;-0,59;True;Социальные сети;Дом и сад;2022-05;Рискующие
972;378;13;2610,54;2022-04-20;2022-09-25;533;191,38;177,74;-0,92;0,05;False;Email;Книги;2022-05;Чемпионы
973;51;49;11137,49;2022-04-21;2022-09-25;249;118,15;375,94;-0,71;0,56;True;Контекстная реклама;Книги;2022-05;Чемпионы
974;29;23;4574,47;2022-04-21;2022-09-25;386;137,99;185,49;-0,35;-0,51;False;Email;Дом и сад;2022-05;Лояльные
975;462;20;9952,46;2022-04-21;2022-09-25;198;70,81;103,20;-0,31;-0,21;True;Органика;Электроника;2022-05;Лояльные
976;296;37;2416,33;2022-04-21;2022-09-26;553;79,40;398,10;0,70;0,90;True;Рефералы;Одежда;2022-05;Потерянные
977;297;54;10337,36;2022-04-21;2022-09-26;271;148,26;358,41;-0,98;0,52;True;Рефералы;Книги;2022-05;Новые
978;407;53;1966,41;2022-04-21;2022-09-26;404;185,92;229,10;0,28;0,15;False;Рефералы;Дом и сад;2022-05;Чемпионы
979;613;28;6409,08;2022-04-21;2022-09-26;168;127,65;293,24;-0,74;-0,56;True;Email;Книги;2022-05;Потерянные
980;405;17;3745,73;2022-04-21;2022-09-26;126;159,02;294,79;0,65;-0,15;True;Рефералы;Книги;2022-05;Потенциальные
981;346;28;11238,21;2022-04-21;2022-09-26;176;38,47;142,23;0,56;0,55;True;Контекстная реклама;Электроника;2022-05;Лояльные
982;622;41;3967,42;2022-04-22;2022-09-26;211;46,33;144,02;-0,00;0,64;True;Органика;Книги;2022-05;Новые
983;420;2;13231,67;2022-04-22;2022-09-26;86;108,75;230,27;-0,57;-0,51;True;Социальные сети;Одежда;2022-05;Рискующие
984;182;25;13382,71;2022-04-22;2022-09-27;71;39,43;371,70;0,27;0,32;True;Контекстная реклама;Дом и сад;2022-05;Рискующие
985;1;50;2986,80;2022-04-22;2022-09-27;572;128,82;83,20;-0,69;-0,81;False;Органика;Электроника;2022-05;Новые
986;567;41;9227,00;2022-04-22;2022-09-27;31;61,87;330,40;-0,62;-0,95;False;Социальные сети;Электроника;2022-05;Потерянные
987;371;6;1361,38;2022-04-22;2022-09-27;317;159,35;98,41;0,25;0,10;False;Рефералы;Дом и сад;2022-05;Рискующие
988;431;11;5903,48;2022-04-22;2022-09-27;167;162,58;233,03;0,98;-0,55;False;Социальные сети;Одежда;2022-05;Чемпионы
989;309;38;10714,16;2022-04-22;2022-09-27;646;95,44;284,12;0,78;-0,84;False;Email;Книги;2022-05;Лояльные
990;137;6;9908,38;2022-04-22;2022-09-27;541;40,26;299,76;0,19;0,46;False;Email;Книги;2022-05;Потенциальные
991;202;45;9389,28;2022-04-23;2022-09-27;251;131,12;98,71;0,08;-0,00;True;Рефералы;Одежда;2022-05;Рискующие
992;436;11;4273,99;2022-04-23;2022-09-27;360;198,59;213,95;1,00;0,59;False;Рефералы;Спорт;2022-05;Чемпионы
993;313;14;5701,47;2022-04-23;2022-09-28;646;126,41;266,83;0,09;0,33;True;Контекстная реклама;Дом и сад;2022-05;Потерянные
994;117;2;1589,04;2022-04-23;2022-09-28;433;11,98;101,13;-0,16;0,46;False;Контекстная реклама;Одежда;2022-05;Лояльные
995;575;40;10799,39;2022-04-23;2022-09-28;537;8,37;123,23;0,82;-0,39;False;Email;Книги;2022-05;Чемпионы
996;244;3;7583,14;2022-04-23;2022-09-28;156;67,47;292,37;-0,53;-0,47;True;Органика;Дом и сад;2022-05;Чемпионы
997;537;53;10646,05;2022-04-23;2022-09-28;294;43,18;246,92;-0,80;0,20;False;Контекстная реклама;Дом и сад;2022-05;Потерянные
998;602;35;3771,71;2022-04-23;2022-09-28;44;163,54;131,79;0,27;-0,60;False;Органика;Книги;2022-05;Лояльные
999;75;33;4900,35;2022-04-23;2022-09-28;255;169,74;251,28;-0,81;0,63;True;Email;Одежда;2022-05;Рискующие
1000;386;24;5046,52;2022-04-24;2022-09-28;134;55,43;372,06;-0,25;0,05;False;Контекстная реклама;Спорт;2022-05;Рискующие
1001;210;19;434,85;2022-04-24;2022-09-29;522;68,50;84,99;-0,15;-0,55;False;Органика;Дом и сад;2022-05;Чемпионы
1002;475;18;5148,67;2022-04-24;2022-09-29;348;51,07;285,64;0,10;0,25;True;Органика;Дом и сад;2022-05;Новые
1003;418;49;12059,40;2022-04-24;2022-09-29;248;182,13;103,57;0,98;0,89;True;Контекстная реклама;Дом и сад;2022-05;Рискующие
1004;347;52;13464,61;2022-04-24;2022-09-29;306;103,02;82,06;-0,56;-0,84;False;Рефералы;Одежда;2022-05;Чемпионы
1005;529;24;7797,36;2022-04-24;2022-09-29;370;132,95;128,21;-0,25;-0,78;False;Социальные сети;Дом и сад;2022-05;Потерянные
1006;179;45;6859,75;2022-04-24;2022-09-29;481;86,02;215,33;-0,74;0,69;True;Рефералы;Книги;2022-05;Потенциальные
1007;182;35;510,83;2022-04-24;2022-09-29;398;128,05;336,75;0,22;-0,78;False;Социальные сети;Книги;2022-05;Потенциальные
1008;25;1;13194,10;2022-04-24;2022-09-29;503;80,24;170,17;0,46;-0,92;True;Органика;Электроника;2022-05;Новые
1009;180;36;244,50;2022-04-25;2022-09-30;219;71,24;280,22;-0,04;-0,30;False;Контекстная реклама;Дом и сад;2022-05;Потерянные
1010;501;25;14174,01;2022-04-25;2022-09-30;448;128,72;211,57;-0,51;-0,07;False;Email;Спорт;2022-05;Чемпионы
1011;161;45;7363,78;2022-04-25;2022-09-30;524;120,26;154,99;0,24;0,14;False;Контекстная реклама;Электроника;2022-05;Потенциальные
1012;177;49;5161,92;2022-04-25;2022-09-30;68;62,24;244,56;0,08;0,01;False;Рефералы;Дом и сад;2022-05;Потерянные
1013;285;43;13867,07;2022-04-25;2022-09-30;191;34,12;335,19;-0,66;0,83;True;Социальные сети;Дом и сад;2022-05;Рискующие
1014;63;34;414,65;2022-04-25;2022-09-30;150;76,87;346,40;-0,19;0,54;True;Контекстная реклама;Одежда;2022-05;Чемпионы
1015;156;25;8742,30;2022-04-25;2022-09-30;428;85,96;350,89;-0,13;0,97;False;Социальные сети;Одежда;2022-05;Новые
1016;469;16;8256,54;2022-04-25;2022-09-30;291;127,59;188,34;0,97;-0,05;True;Рефералы;Книги;2022-05;Новые
1017;49;34;3328,84;2022-04-25;2022-09-30;590;183,33;333,91;0,70;-0,83;False;Рефералы;Электроника;2022-05;Рискующие
1018;84;29;6461,87;2022-04-26;2022-10-01;633;12,06;147,90;0,47;0,91;False;Контекстная реклама;Электроника;2022-05;Потенциальные
1019;361;19;9801,35;2022-04-26;2022-10-01;158;52,51;316,30;0,78;-0,99;True;Email;Электроника;2022-05;Потерянные
1020;148;23;10920,61;2022-04-26;2022-10-01;569;42,77;383,48;0,47;0,55;False;Email;Книги;2022-05;Потенциальные
1021;630;19;60,72;2022-04-26;2022-10-01;385;102,95;84,40;0,81;-0,94;True;Социальные сети;Спорт;2022-05;Новые
1022;342;25;14055,96;2022-04-26;2022-10-01;689;88,79;220,92;-0,89;0,52;False;Контекстная реклама;Спорт;2022-05;Лояльные
1023;476;16;2509,65;2022-04-26;2022-10-01;461;147,16;287,29;-0,09;0,88;True;Органика;Спорт;2022-05;Потерянные
1024;63;54;3542,03;2022-04-26;2022-10-01;94;52,27;304,57;0,49;-0,22;True;Рефералы;Электроника;2022-05;Потерянные
1025;360;51;3988,93;2022-04-26;2022-10-01;247;120,93;136,35;0,17;-0,52;False;Социальные сети;Дом и сад;2022-05;Потерянные
1026;561;9;615,41;2022-04-27;2022-10-02;592;177,35;391,10;-0,65;-0,55;False;Рефералы;Электроника;2022-05;Новые
1027;327;1;1889,63;2022-04-27;2022-10-02;456;182,58;276,88;-0,32;-0,02;False;Социальные сети;Дом и сад;2022-05;Потерянные
1028;141;42;14795,93;2022-04-27;2022-10-02;103;191,96;132,59;-0,36;-0,66;False;Контекстная реклама;Одежда;2022-05;Новые
1029;215;19;4762,49;2022-04-27;2022-10-02;489;155,79;86,57;-0,48;0,35;False;Социальные сети;Книги;2022-05;Чемпионы
1030;435;33;1773,75;2022-04-27;2022-10-02;454;181,67;330,64;-0,31;-0,26;False;Социальные сети;Спорт;2022-05;Рискующие
1031;318;34;1649,52;2022-04-27;2022-10-02;221;50,73;105,51;0,03;-0,35;True;Органика;Электроника;2022-05;Чемпионы
1032;32;16;10805,93;2022-04-27;2022-10-02;218;43,53;125,14;0,71;-0,08;True;Социальные сети;Электроника;2022-05;Новые
1033;285;44;12825,80;2022-04-27;2022-10-02;41;6,27;263,95;0,48;0,09;True;Email;Одежда;2022-05;Чемпионы
1034;305;40;3891,44;2022-04-27;2022-10-03;268;142,83;273,12;0,67;-0,72;True;Социальные сети;Дом и сад;2022-05;Потенциальные
1035;429;18;362,60;2022-04-28;2022-10-03;622;187,81;299,80;0,77;0,42;True;Социальные сети;Спорт;2022-05;Новые
1036;477;34;3385,20;2022-04-28;2022-10-03;482;41,45;205,92;-0,17;0,77;True;Контекстная реклама;Книги;2022-05;Потенциальные
1037;286;25;894,91;2022-04-28;2022-10-03;412;129,20;327,65;-0,31;-0,44;False;Социальные сети;Дом и сад;2022-05;Потенциальные
1038;144;45;1595,75;2022-04-28;2022-10-03;77;150,56;391,79;-0,88;-0,64;True;Органика;Дом и сад;2022-05;Рискующие
1039;424;6;6501,05;2022-04-28;2022-10-03;346;185,88;166,75;0,86;0,52;False;Контекстная реклама;Спорт;2022-05;Потенциальные
1040;19;21;3487,28;2022-04-28;2022-10-03;238;131,14;304,97;-0,87;-0,63;False;Рефералы;Книги;2022-05;Чемпионы
1041;18;6;7763,39;2022-04-28;2022-10-03;576;194,21;377,11;0,48;-0,92;False;Email;Спорт;2022-05;Чемпионы
1042;590;32;3839,73;2022-04-28;2022-10-03;148;72,21;299,61;-0,24;0,24;True;Email;Спорт;2022-06;Потерянные
1043;371;41;14111,03;2022-04-28;2022-10-04;606;73,24;297,96;0,90;-0,52;False;Рефералы;Электроника;2022-06;Лояльные
1044;175;48;13593,86;2022-04-29;2022-10-04;344;110,89;151,61;-0,16;-0,66;False;Социальные сети;Книги;2022-06;Рискующие
1045;194;43;8523,75;2022-04-29;2022-10-04;65;79,78;251,24;0,63;0,96;False;Органика;Дом и сад;2022-06;Потерянные
1046;502;39;5348,64;2022-04-29;2022-10-04;492;5,28;260,01;-0,43;-0,42;True;Органика;Спорт;2022-06;Потерянные
1047;113;31;5748,15;2022-04-29;2022-10-04;583;147,70;304,04;-0,40;0,81;True;Органика;Одежда;2022-06;Потерянные
1048;114;42;6207,19;2022-04-29;2022-10-04;610;151,58;398,98;0,19;-0,64;True;Органика;Книги;2022-06;Лояльные
1049;222;10;10927,31;2022-04-29;2022-10-04;432;150,66;90,77;1,00;0,64;True;Социальные сети;Одежда;2022-06;Потенциальные
1050;264;30;6802,00;2022-04-29;2022-10-04;136;72,28;100,87;0,04;0,00;False;Рефералы;Дом и сад;2022-06;Потерянные
1051;55;52;12858,11;2022-04-29;2022-10-05;68;106,85;104,94;0,87;-0,84;False;Рефералы;Книги;2022-06;Новые
1052;458;18;14164,22;2022-04-29;2022-10-05;610;75,19;317,75;0,57;0,47;True;Email;Электроника;2022-06;Чемпионы
1053;162;24;5072,39;2022-04-30;2022-10-05;209;8,13;123,63;0,59;0,78;True;Рефералы;Книги;2022-06;Новые
1054;380;52;8432,38;2022-04-30;2022-10-05;41;114,68;279,18;-0,13;-0,67;True;Органика;Дом и сад;2022-06;Лояльные
1055;87;9;1471,10;2022-04-30;2022-10-05;368;29,13;183,89;-0,23;0,45;True;Социальные сети;Электроника;2022-06;Потерянные
1056;55;31;3047,01;2022-04-30;2022-10-05;577;20,61;226,34;-0,62;-0,11;False;Контекстная реклама;Дом и сад;2022-06;Лояльные
1057;476;15;6231,31;2022-04-30;2022-10-05;155;152,32;149,01;0,93;0,51;False;Контекстная реклама;Книги;2022-06;Чемпионы
1058;178;4;3132,73;2022-04-30;2022-10-05;92;6,85;357,15;0,92;0,43;True;Органика;Дом и сад;2022-06;Потерянные
1059;391;40;13154,58;2022-04-30;2022-10-06;111;192,01;267,57;0,49;-0,95;True;Email;Книги;2022-06;Лояльные
1060;349;9;2416,38;2022-04-30;2022-10-06;328;105,47;382,26;-0,41;-0,64;False;Контекстная реклама;Электроника;2022-06;Новые
1061;8;45;6862,13;2022-04-30;2022-10-06;63;196,69;263,87;-0,51;-0,06;True;Органика;Книги;2022-06;Лояльные
1062;313;9;9105,20;2022-05-01;2022-10-06;638;16,31;119,65;0,98;0,87;False;Социальные сети;Дом и сад;2022-06;Новые
1063;443;26;10393,37;2022-05-01;2022-10-06;78;118,79;134,68;-0,87;-0,32;False;Контекстная реклама;Дом и сад;2022-06;Потерянные
1064;328;4;5776,89;2022-05-01;2022-10-06;687;73,12;396,50;0,69;0,26;False;Органика;Дом и сад;2022-06;Потенциальные
1065;54;17;13043,03;2022-05-01;2022-10-06;666;169,48;312,18;-0,29;-0,98;True;Контекстная реклама;Одежда;2022-06;Потерянные
1066;239;16;8546,37;2022-05-01;2022-10-06;86;75,44;95,77;-0,16;0,42;True;Социальные сети;Одежда;2022-06;Рискующие
1067;229;15;6620,64;2022-05-01;2022-10-06;138;55,80;305,21;0,66;0,21;False;Рефералы;Одежда;2022-06;Чемпионы
1068;579;35;1055,25;2022-05-01;2022-10-07;546;172,22;211,90;-0,82;0,43;True;Рефералы;Спорт;2022-06;Лояльные
1069;51;52;6997,11;2022-05-01;2022-10-07;53;78,06;178,31;-0,29;0,81;True;Социальные сети;Книги;2022-06;Потерянные
1070;609;5;12320,00;2022-05-01;2022-10-07;250;8,28;129,30;0,90;-0,71;False;Социальные сети;Одежда;2022-06;Чемпионы
1071;604;5;9237,39;2022-05-02;2022-10-07;344;81,11;348,77;0,40;-0,48;False;Рефералы;Дом и сад;2022-06;Лояльные
1072;264;20;12490,83;2022-05-02;2022-10-07;323;132,63;100,43;0,51;0,99;False;Социальные сети;Дом и сад;2022-06;Потенциальные
1073;418;15;7435,47;2022-05-02;2022-10-07;39;54,60;172,75;0,52;-0,69;True;Социальные сети;Одежда;2022-06;Новые
1074;96;18;1821,00;2022-05-02;2022-10-07;510;89,24;178,04;-0,88;0,44;False;Социальные сети;Одежда;2022-06;Чемпионы
1075;88;47;253,92;2022-05-02;2022-10-07;667;16,06;131,49;-0,59;0,45;True;Рефералы;Дом и сад;2022-06;Потенциальные
1076;78;2;4583,13;2022-05-02;2022-10-08;296;119,68;242,62;-0,02;0,37;True;Рефералы;Одежда;2022-06;Потенциальные
1077;288;29;10484,96;2022-05-02;2022-10-08;117;152,48;83,74;-0,26;-0,55;False;Контекстная реклама;Спорт;2022-06;Рискующие
1078;120;13;11864,39;2022-05-02;2022-10-08;484;85,60;176,31;-0,18;-0,57;True;Рефералы;Спорт;2022-06;Потенциальные
1079;491;4;4471,50;2022-05-03;2022-10-08;655;86,95;378,76;0,56;0,33;True;Контекстная реклама;Спорт;2022-06;Рискующие
1080;452;42;7460,03;2022-05-03;2022-10-08;562;22,22;179,37;-0,97;-0,63;True;Рефералы;Электроника;2022-06;Потенциальные
1081;500;45;6345,73;2022-05-03;2022-10-08;177;44,38;195,35;0,32;0,32;False;Email;Спорт;2022-06;Новые
1082;165;10;6187,32;2022-05-03;2022-10-08;460;35,16;231,41;-1,00;-0,01;False;Контекстная реклама;Дом и сад;2022-06;Потенциальные
1083;182;31;3508,66;2022-05-03;2022-10-08;271;98,93;259,74;-0,87;-0,23;False;Социальные сети;Электроника;2022-06;Потерянные
1084;469;41;2088,75;2022-05-03;2022-10-09;95;108,20;338,79;-0,18;-0,40;False;Email;Дом и сад;2022-06;Новые
