transaction_id;user_id;transaction_date;transaction_amount;user_profile
3156;4142;2022-04-03;429,75;Лояльные
3157;2771;2022-04-03;852,40;Новые
3158;3166;2022-04-03;220,52;Чемпионы
3159;1286;2022-04-03;247,43;Рискующие
3160;4662;2022-04-03;892,73;Чемпионы
3161;2211;2022-04-03;473,46;Чемпионы
3162;3351;2022-04-03;655,55;Лояльные
3163;1445;2022-04-03;381,95;Чемпионы
3164;4390;2022-04-03;381,55;Чемпионы
3165;3379;2022-04-03;153,38;Потенциальные
3166;4459;2022-04-03;888,43;Потерянные
3167;3602;2022-04-03;828,15;Потенциальные
3168;3634;2022-04-03;540,50;Рискующие
3169;2752;2022-04-03;48,47;Новые
3170;4318;2022-04-03;232,75;Чемпионы
3171;83;2022-04-03;199,49;Новые
3172;621;2022-04-03;541,52;Потенциальные
3173;3499;2022-04-03;166,18;Чемпионы
3174;4689;2022-04-03;438,37;Потерянные
3175;3237;2022-04-03;202,75;Новые
3176;3654;2022-04-03;293,36;Чемпионы
3177;1900;2022-04-03;308,39;Потерянные
3178;1906;2022-04-03;235,10;Потерянные
3179;1513;2022-04-03;270,46;Лояльные
3180;4390;2022-04-03;162,68;Лояльные
3181;1302;2022-04-03;775,50;Лояльные
3182;4309;2022-04-03;972,98;Потерянные
3183;4566;2022-04-03;784,07;Потенциальные
3184;3757;2022-04-03;372,81;Рискующие
3185;1187;2022-04-03;758,80;Новые
3186;3708;2022-04-03;72,27;Чемпионы
3187;3421;2022-04-03;360,12;Лояльные
3188;3864;2022-04-03;402,89;Чемпионы
3189;190;2022-04-03;22,64;Новые
3190;4369;2022-04-03;950,61;Лояльные
3191;996;2022-04-04;469,84;Лояльные
3192;2112;2022-04-04;987,97;Потенциальные
3193;1559;2022-04-04;286,33;Новые
3194;4682;2022-04-04;979,14;Чемпионы
3195;3805;2022-04-04;617,05;Чемпионы
3196;4507;2022-04-04;422,06;Лояльные
3197;1428;2022-04-04;834,15;Потерянные
3198;2700;2022-04-04;546,31;Потерянные
3199;3238;2022-04-04;828,49;Чемпионы
3200;2362;2022-04-04;510,73;Потерянные
3201;454;2022-04-04;424,37;Новые
3202;3266;2022-04-04;612,10;Потенциальные
3203;2176;2022-04-04;758,80;Рискующие
3204;1476;2022-04-04;56,63;Лояльные
3205;3166;2022-04-04;408,98;Потенциальные
3206;770;2022-04-04;177,06;Потенциальные
3207;3065;2022-04-04;950,34;Новые
3208;446;2022-04-04;972,33;Потерянные
3209;4797;2022-04-04;910,70;Лояльные
3210;2720;2022-04-04;517,88;Потенциальные
3211;2566;2022-04-04;758,36;Потерянные
3212;3898;2022-04-04;922,89;Потерянные
3213;4545;2022-04-04;872,88;Новые
3214;3159;2022-04-04;540,35;Потенциальные
3215;4726;2022-04-04;157,42;Новые
3216;249;2022-04-04;910,68;Чемпионы
3217;2824;2022-04-04;822,37;Лояльные
3218;894;2022-04-04;407,28;Потенциальные
3219;2871;2022-04-04;469,57;Лояльные
3220;216;2022-04-04;989,30;Новые
3221;1718;2022-04-04;605,38;Потерянные
3222;4549;2022-04-04;177,75;Рискующие
3223;4562;2022-04-04;171,93;Лояльные
3224;2831;2022-04-04;74,30;Лояльные
3225;3148;2022-04-05;591,91;Новые
3226;3182;2022-04-05;36,59;Рискующие
3227;2507;2022-04-05;818,71;Новые
3228;4755;2022-04-05;325,12;Лояльные
3229;676;2022-04-05;349,02;Потерянные
3230;1311;2022-04-05;763,23;Потерянные
3231;3678;2022-04-05;114,63;Чемпионы
3232;2488;2022-04-05;533,05;Потенциальные
3233;3095;2022-04-05;376,23;Потерянные
3234;327;2022-04-05;109,85;Рискующие
3235;21;2022-04-05;304,40;Новые
3236;3016;2022-04-05;632,59;Потерянные
3237;3524;2022-04-05;666,53;Потерянные
3238;2760;2022-04-05;134,97;Новые
3239;105;2022-04-05;939,25;Потенциальные
3240;2123;2022-04-05;191,56;Лояльные
3241;1161;2022-04-05;666,54;Потенциальные
3242;1173;2022-04-05;332,19;Лояльные
3243;1503;2022-04-05;705,70;Лояльные
3244;3977;2022-04-05;815,04;Потерянные
3245;1965;2022-04-05;89,93;Чемпионы
3246;4706;2022-04-05;799,03;Чемпионы
3247;4501;2022-04-05;129,81;Новые
3248;4268;2022-04-05;523,75;Потенциальные
3249;548;2022-04-05;344,62;Новые
3250;3298;2022-04-05;314,01;Потерянные
3251;2890;2022-04-05;160,68;Потенциальные
3252;2340;2022-04-05;679,86;Новые
3253;2976;2022-04-05;309,67;Рискующие
3254;504;2022-04-05;510,45;Рискующие
3255;3393;2022-04-05;24,98;Чемпионы
3256;4305;2022-04-05;608,23;Рискующие
3257;2092;2022-04-05;680,46;Новые
3258;3273;2022-04-05;71,72;Потенциальные
3259;2258;2022-04-06;537,20;Лояльные
3260;2966;2022-04-06;717,11;Новые
3261;1995;2022-04-06;150,16;Лояльные
3262;3576;2022-04-06;53,35;Потерянные
3263;1834;2022-04-06;201,58;Лояльные
3264;4047;2022-04-06;358,14;Потерянные
3265;496;2022-04-06;432,30;Потенциальные
3266;2404;2022-04-06;82,12;Лояльные
3267;1932;2022-04-06;979,51;Новые
3268;1845;2022-04-06;692,53;Рискующие
3269;986;2022-04-06;142,40;Лояльные
3270;2993;2022-04-06;799,48;Рискующие
3271;4707;2022-04-06;326,71;Рискующие
3272;1133;2022-04-06;381,39;Чемпионы
3273;450;2022-04-06;81,75;Потенциальные
3274;1728;2022-04-06;428,66;Потерянные
3275;3479;2022-04-06;87,01;Новые
3276;2918;2022-04-06;683,46;Потенциальные
3277;2538;2022-04-06;349,93;Лояльные
3278;3667;2022-04-06;303,34;Новые
3279;3842;2022-04-06;651,86;Новые
3280;503;2022-04-06;691,23;Потенциальные
3281;4115;2022-04-06;642,37;Рискующие
3282;3701;2022-04-06;790,81;Лояльные
3283;2631;2022-04-06;641,91;Потенциальные
3284;1349;2022-04-06;945,65;Лояльные
3285;2152;2022-04-06;570,56;Новые
3286;3207;2022-04-06;886,05;Потенциальные
3287;1396;2022-04-06;961,57;Потерянные
3288;2540;2022-04-06;172,06;Потенциальные
3289;4714;2022-04-06;680,02;Чемпионы
3290;1031;2022-04-06;659,59;Чемпионы
3291;3651;2022-04-06;870,80;Лояльные
3292;4282;2022-04-06;343,64;Потенциальные
3293;1540;2022-04-06;400,03;Потенциальные
3294;933;2022-04-07;56,68;Рискующие
3295;69;2022-04-07;768,61;Чемпионы
3296;742;2022-04-07;273,59;Рискующие
3297;1823;2022-04-07;929,67;Чемпионы
3298;3880;2022-04-07;666,41;Потерянные
3299;429;2022-04-07;339,30;Новые
3300;1833;2022-04-07;820,18;Потерянные
3301;3528;2022-04-07;819,17;Потенциальные
3302;2208;2022-04-07;169,94;Новые
3303;3408;2022-04-07;546,44;Лояльные
3304;1422;2022-04-07;20,04;Чемпионы
3305;432;2022-04-07;350,64;Лояльные
3306;1636;2022-04-07;697,45;Потерянные
3307;2118;2022-04-07;336,79;Потерянные
3308;4495;2022-04-07;142,63;Новые
3309;2059;2022-04-07;581,55;Лояльные
3310;3345;2022-04-07;961,89;Новые
3311;2463;2022-04-07;418,81;Потерянные
3312;1742;2022-04-07;918,82;Рискующие
3313;2721;2022-04-07;906,49;Потенциальные
3314;514;2022-04-07;671,82;Рискующие
3315;2750;2022-04-07;79,67;Новые
3316;742;2022-04-07;657,30;Потерянные
3317;1974;2022-04-07;595,14;Потерянные
3318;549;2022-04-07;585,58;Новые
3319;2266;2022-04-07;345,05;Лояльные
3320;2946;2022-04-07;753,05;Лояльные
3321;676;2022-04-07;884,12;Чемпионы
3322;2267;2022-04-07;678,04;Потенциальные
3323;525;2022-04-07;156,46;Потенциальные
3324;1668;2022-04-07;786,78;Рискующие
3325;371;2022-04-07;164,92;Лояльные
3326;1576;2022-04-07;801,86;Потенциальные
3327;4391;2022-04-07;611,70;Рискующие
3328;1751;2022-04-08;349,31;Лояльные
3329;2983;2022-04-08;570,91;Новые
3330;3172;2022-04-08;825,11;Лояльные
3331;3300;2022-04-08;516,56;Рискующие
3332;2667;2022-04-08;481,75;Потерянные
3333;1349;2022-04-08;220,15;Потерянные
3334;2681;2022-04-08;372,21;Потерянные
3335;1863;2022-04-08;524,61;Новые
3336;2878;2022-04-08;123,14;Рискующие
3337;4663;2022-04-08;715,35;Чемпионы
3338;4475;2022-04-08;895,96;Потерянные
3339;1142;2022-04-08;792,47;Новые
3340;4032;2022-04-08;491,51;Потенциальные
3341;3370;2022-04-08;18,17;Чемпионы
3342;4431;2022-04-08;461,63;Потенциальные
3343;633;2022-04-08;132,53;Рискующие
3344;1931;2022-04-08;744,60;Потерянные
3345;1863;2022-04-08;135,71;Лояльные
3346;147;2022-04-08;131,96;Лояльные
3347;2567;2022-04-08;517,89;Лояльные
3348;1188;2022-04-08;248,61;Новые
3349;3086;2022-04-08;249,06;Потенциальные
3350;2648;2022-04-08;960,02;Новые
3351;1733;2022-04-08;301,08;Лояльные
3352;1904;2022-04-08;920,11;Потерянные
3353;167;2022-04-08;240,25;Потерянные
3354;2587;2022-04-08;899,43;Потенциальные
3355;922;2022-04-08;211,43;Лояльные
3356;2000;2022-04-08;183,00;Рискующие
3357;1266;2022-04-08;284,84;Потенциальные
3358;1785;2022-04-08;427,47;Потенциальные
3359;4809;2022-04-08;216,58;Рискующие
3360;159;2022-04-08;620,19;Потенциальные
3361;3388;2022-04-08;473,53;Потерянные
3362;2184;2022-04-09;543,49;Рискующие
3363;1830;2022-04-09;668,02;Потенциальные
3364;2653;2022-04-09;467,35;Лояльные
3365;3616;2022-04-09;103,47;Новые
3366;3245;2022-04-09;359,91;Чемпионы
3367;3829;2022-04-09;522,63;Лояльные
3368;4001;2022-04-09;187,14;Чемпионы
3369;2409;2022-04-09;497,83;Потерянные
3370;2079;2022-04-09;132,02;Потерянные
3371;4711;2022-04-09;358,83;Чемпионы
3372;3828;2022-04-09;840,49;Потенциальные
3373;289;2022-04-09;56,50;Потенциальные
3374;3142;2022-04-09;46,11;Лояльные
3375;3019;2022-04-09;405,21;Рискующие
3376;47;2022-04-09;915,43;Новые
3377;854;2022-04-09;618,33;Новые
3378;658;2022-04-09;690,29;Чемпионы
3379;1654;2022-04-09;561,00;Чемпионы
3380;1226;2022-04-09;777,40;Потерянные
3381;248;2022-04-09;413,55;Потерянные
3382;2239;2022-04-09;751,56;Потенциальные
3383;476;2022-04-09;934,85;Лояльные
3384;3194;2022-04-09;351,54;Рискующие
3385;1362;2022-04-09;416,57;Лояльные
3386;648;2022-04-09;183,29;Рискующие
3387;1527;2022-04-09;126,56;Чемпионы
3388;1242;2022-04-09;752,18;Лояльные
3389;1567;2022-04-09;592,23;Чемпионы
3390;1889;2022-04-09;718,70;Лояльные
3391;3293;2022-04-09;176,44;Лояльные
3392;1179;2022-04-09;759,59;Рискующие
3393;3666;2022-04-09;320,82;Лояльные
3394;1796;2022-04-09;623,66;Чемпионы
3395;87;2022-04-09;849,04;Рискующие
3396;2200;2022-04-10;619,25;Чемпионы
3397;2949;2022-04-10;179,62;Новые
3398;875;2022-04-10;505,07;Новые
3399;3598;2022-04-10;260,56;Потенциальные
3400;1357;2022-04-10;557,31;Лояльные
3401;4630;2022-04-10;88,24;Потерянные
3402;744;2022-04-10;982,61;Чемпионы
3403;1678;2022-04-10;624,12;Новые
3404;3891;2022-04-10;387,82;Рискующие
3405;1116;2022-04-10;351,43;Потерянные
3406;4704;2022-04-10;585,13;Лояльные
3407;696;2022-04-10;675,40;Рискующие
3408;2148;2022-04-10;242,07;Потерянные
3409;386;2022-04-10;555,45;Потенциальные
3410;3182;2022-04-10;858,23;Лояльные
3411;4496;2022-04-10;812,22;Рискующие
3412;1353;2022-04-10;192,66;Потерянные
3413;360;2022-04-10;389,40;Потенциальные
3414;2181;2022-04-10;792,88;Новые
3415;2233;2022-04-10;316,05;Рискующие
3416;3725;2022-04-10;771,12;Потенциальные
3417;3309;2022-04-10;712,19;Потерянные
3418;857;2022-04-10;190,92;Потенциальные
3419;901;2022-04-10;699,89;Новые
3420;2542;2022-04-10;838,87;Потенциальные
3421;3721;2022-04-10;908,09;Чемпионы
3422;3731;2022-04-10;252,46;Потерянные
3423;1029;2022-04-10;996,93;Потерянные
3424;147;2022-04-10;495,39;Рискующие
3425;899;2022-04-10;258,99;Рискующие
3426;1303;2022-04-10;724,65;Потенциальные
3427;1835;2022-04-10;715,80;Чемпионы
3428;4180;2022-04-10;618,07;Рискующие
3429;917;2022-04-10;153,36;Рискующие
3430;1358;2022-04-10;41,64;Рискующие
3431;3394;2022-04-11;737,98;Новые
3432;3808;2022-04-11;355,61;Рискующие
3433;4506;2022-04-11;106,71;Потенциальные
3434;2469;2022-04-11;931,84;Рискующие
3435;1389;2022-04-11;927,01;Потенциальные
3436;1132;2022-04-11;645,86;Рискующие
3437;2780;2022-04-11;250,32;Лояльные
3438;3985;2022-04-11;984,80;Потерянные
3439;4395;2022-04-11;248,65;Лояльные
3440;2981;2022-04-11;20,53;Рискующие
3441;3731;2022-04-11;900,53;Лояльные
3442;1869;2022-04-11;204,18;Лояльные
3443;1428;2022-04-11;633,46;Потенциальные
3444;3867;2022-04-11;245,96;Потерянные
3445;772;2022-04-11;452,41;Лояльные
3446;1626;2022-04-11;409,03;Потенциальные
3447;1089;2022-04-11;381,21;Потенциальные
3448;2090;2022-04-11;324,65;Потенциальные
3449;1389;2022-04-11;25,07;Потерянные
3450;3152;2022-04-11;222,47;Чемпионы
3451;1915;2022-04-11;994,21;Новые
3452;1688;2022-04-11;17,67;Потенциальные
3453;4133;2022-04-11;81,16;Новые
3454;1067;2022-04-11;41,98;Рискующие
3455;4339;2022-04-11;518,92;Чемпионы
3456;2937;2022-04-11;46,50;Чемпионы
3457;1160;2022-04-11;541,13;Потенциальные
3458;4432;2022-04-11;333,13;Чемпионы
3459;3879;2022-04-11;878,92;Потенциальные
3460;897;2022-04-11;365,37;Потенциальные
3461;649;2022-04-11;821,66;Потенциальные
3462;688;2022-04-11;707,49;Лояльные
3463;821;2022-04-11;969,82;Потерянные
3464;1455;2022-04-11;448,08;Рискующие
3465;3247;2022-04-12;955,18;Потерянные
3466;779;2022-04-12;650,21;Лояльные
3467;4023;2022-04-12;388,89;Потерянные
3468;738;2022-04-12;495,01;Потерянные
3469;1123;2022-04-12;732,99;Потерянные
3470;3854;2022-04-12;886,16;Рискующие
3471;2916;2022-04-12;411,82;Чемпионы
3472;2627;2022-04-12;943,51;Потерянные
3473;1040;2022-04-12;483,56;Лояльные
3474;4712;2022-04-12;772,67;Рискующие
3475;1314;2022-04-12;908,55;Рискующие
3476;4605;2022-04-12;227,68;Лояльные
3477;353;2022-04-12;208,91;Лояльные
3478;732;2022-04-12;685,08;Потенциальные
3479;3218;2022-04-12;635,83;Потерянные
3480;3381;2022-04-12;830,12;Новые
3481;984;2022-04-12;546,04;Новые
3482;1;2022-04-12;729,34;Потерянные
3483;2544;2022-04-12;178,33;Потенциальные
3484;398;2022-04-12;549,87;Потерянные
3485;4298;2022-04-12;20,12;Чемпионы
3486;3088;2022-04-12;685,11;Лояльные
3487;95;2022-04-12;970,89;Рискующие
3488;669;2022-04-12;183,68;Чемпионы
3489;1424;2022-04-12;145,28;Новые
3490;3849;2022-04-12;478,84;Потерянные
3491;300;2022-04-12;451,93;Потерянные
3492;2229;2022-04-12;448,39;Рискующие
3493;3547;2022-04-12;297,53;Новые
3494;610;2022-04-12;146,84;Лояльные
3495;4563;2022-04-12;923,64;Лояльные
3496;4808;2022-04-12;355,14;Рискующие
3497;2219;2022-04-12;413,17;Новые
3498;3451;2022-04-12;427,20;Новые
3499;1904;2022-04-13;136,55;Рискующие
3500;3028;2022-04-13;205,99;Потерянные
3501;4107;2022-04-13;22,70;Рискующие
3502;141;2022-04-13;502,35;Рискующие
3503;3281;2022-04-13;558,73;Лояльные
3504;2859;2022-04-13;221,38;Новые
3505;2519;2022-04-13;428,76;Лояльные
3506;310;2022-04-13;694,13;Потенциальные
3507;3506;2022-04-13;266,68;Чемпионы
3508;1932;2022-04-13;373,54;Потенциальные
3509;3035;2022-04-13;707,05;Чемпионы
3510;4185;2022-04-13;600,82;Новые
3511;2164;2022-04-13;511,12;Лояльные
3512;2343;2022-04-13;869,52;Лояльные
3513;1161;2022-04-13;79,68;Потерянные
3514;4313;2022-04-13;530,81;Потерянные
3515;266;2022-04-13;702,75;Потенциальные
3516;380;2022-04-13;283,38;Чемпионы
3517;1679;2022-04-13;294,77;Новые
3518;2563;2022-04-13;503,58;Рискующие
3519;1545;2022-04-13;347,51;Потенциальные
3520;3086;2022-04-13;429,63;Потерянные
3521;1990;2022-04-13;694,11;Лояльные
3522;80;2022-04-13;379,16;Новые
3523;2467;2022-04-13;37,22;Потерянные
3524;2494;2022-04-13;102,26;Чемпионы
3525;2774;2022-04-13;510,68;Лояльные
3526;1292;2022-04-13;935,77;Рискующие
3527;2122;2022-04-13;292,51;Рискующие
3528;2570;2022-04-13;33,63;Потенциальные
3529;2612;2022-04-13;815,75;Потенциальные
3530;1904;2022-04-13;774,13;Потенциальные
3531;1274;2022-04-13;872,35;Потенциальные
3532;1742;2022-04-13;471,52;Рискующие
3533;3169;2022-04-13;84,93;Новые
3534;2925;2022-04-14;156,31;Потерянные
3535;3241;2022-04-14;960,78;Новые
3536;1948;2022-04-14;857,48;Рискующие
3537;4354;2022-04-14;610,64;Чемпионы
3538;2125;2022-04-14;61,29;Потенциальные
3539;3925;2022-04-14;75,98;Потенциальные
3540;2126;2022-04-14;191,31;Лояльные
3541;527;2022-04-14;662,17;Потерянные
3542;731;2022-04-14;973,08;Рискующие
3543;3106;2022-04-14;583,57;Лояльные
3544;2261;2022-04-14;839,63;Лояльные
3545;3760;2022-04-14;768,25;Потенциальные
3546;397;2022-04-14;269,48;Лояльные
3547;1752;2022-04-14;587,19;Потерянные
3548;1853;2022-04-14;710,30;Новые
3549;4279;2022-04-14;329,01;Новые
3550;1263;2022-04-14;614,64;Новые
3551;4033;2022-04-14;138,10;Новые
3552;1258;2022-04-14;802,76;Новые
3553;2645;2022-04-14;317,69;Новые
3554;2409;2022-04-14;311,67;Лояльные
3555;1427;2022-04-14;732,22;Потерянные
3556;4245;2022-04-14;786,61;Новые
3557;251;2022-04-14;732,75;Потенциальные
3558;1273;2022-04-14;339,30;Чемпионы
3559;4541;2022-04-14;921,29;Новые
3560;2066;2022-04-14;599,16;Рискующие
3561;4327;2022-04-14;365,89;Потерянные
3562;2009;2022-04-14;353,15;Лояльные
3563;3685;2022-04-14;88,11;Новые
3564;2878;2022-04-14;175,53;Чемпионы
3565;3376;2022-04-14;656,99;Чемпионы
3566;3408;2022-04-14;321,42;Новые
3567;2089;2022-04-14;265,34;Потенциальные
3568;4459;2022-04-15;15,04;Потенциальные
3569;7;2022-04-15;845,42;Новые
3570;2933;2022-04-15;279,08;Рискующие
3571;2933;2022-04-15;314,08;Лояльные
3572;1746;2022-04-15;994,02;Новые
3573;1485;2022-04-15;483,85;Потенциальные
3574;2561;2022-04-15;541,52;Потенциальные
3575;2497;2022-04-15;68,36;Рискующие
3576;9;2022-04-15;512,85;Потерянные
3577;1212;2022-04-15;431,57;Потенциальные
3578;4373;2022-04-15;871,44;Лояльные
3579;1991;2022-04-15;527,65;Рискующие
3580;1014;2022-04-15;870,50;Чемпионы
3581;4691;2022-04-15;757,26;Рискующие
3582;1631;2022-04-15;22,50;Потерянные
3583;1180;2022-04-15;973,31;Потенциальные
3584;3506;2022-04-15;82,49;Чемпионы
3585;21;2022-04-15;44,64;Потерянные
3586;2487;2022-04-15;317,01;Потенциальные
3587;3366;2022-04-15;429,99;Новые
3588;1419;2022-04-15;231,06;Потенциальные
3589;3803;2022-04-15;502,22;Рискующие
3590;2975;2022-04-15;968,25;Лояльные
3591;2551;2022-04-15;559,90;Потерянные
3592;3080;2022-04-15;120,65;Потенциальные
3593;3232;2022-04-15;912,77;Рискующие
3594;2051;2022-04-15;118,91;Потерянные
3595;1849;2022-04-15;462,91;Новые
3596;2809;2022-04-15;467,11;Потерянные
3597;1788;2022-04-15;730,92;Новые
3598;2550;2022-04-15;682,90;Лояльные
3599;965;2022-04-15;620,31;Лояльные
3600;1774;2022-04-15;640,18;Лояльные
3601;555;2022-04-15;762,89;Потенциальные
3602;4008;2022-04-16;180,53;Новые
3603;2243;2022-04-16;976,60;Рискующие
3604;1964;2022-04-16;550,17;Лояльные
3605;56;2022-04-16;724,29;Чемпионы
3606;1291;2022-04-16;583,10;Рискующие
3607;1427;2022-04-16;876,66;Чемпионы
3608;3296;2022-04-16;591,37;Потерянные
3609;4127;2022-04-16;104,67;Новые
3610;1133;2022-04-16;874,98;Лояльные
3611;3876;2022-04-16;111,32;Чемпионы
3612;563;2022-04-16;526,40;Рискующие
3613;2514;2022-04-16;209,81;Новые
3614;765;2022-04-16;129,76;Новые
3615;50;2022-04-16;131,02;Новые
3616;823;2022-04-16;867,22;Рискующие
3617;1387;2022-04-16;352,35;Новые
3618;2659;2022-04-16;359,45;Новые
3619;1613;2022-04-16;688,40;Чемпионы
3620;2633;2022-04-16;833,43;Новые
3621;4239;2022-04-16;821,24;Лояльные
3622;2790;2022-04-16;651,23;Чемпионы
3623;2584;2022-04-16;720,60;Лояльные
3624;869;2022-04-16;619,68;Потерянные
3625;1365;2022-04-16;833,53;Новые
3626;4415;2022-04-16;351,18;Чемпионы
3627;2582;2022-04-16;245,66;Лояльные
3628;2459;2022-04-16;204,69;Рискующие
3629;2423;2022-04-16;607,56;Рискующие
3630;3219;2022-04-16;244,70;Чемпионы
3631;4109;2022-04-16;138,67;Лояльные
3632;2887;2022-04-16;964,85;Потерянные
3633;3803;2022-04-16;384,26;Чемпионы
3634;3096;2022-04-16;895,15;Чемпионы
3635;2990;2022-04-16;707,37;Новые
3636;2457;2022-04-17;354,96;Чемпионы
3637;2775;2022-04-17;150,69;Новые
3638;2995;2022-04-17;843,15;Потерянные
3639;831;2022-04-17;892,68;Новые
3640;1957;2022-04-17;190,90;Потенциальные
3641;4246;2022-04-17;632,19;Чемпионы
3642;4630;2022-04-17;567,25;Потерянные
3643;259;2022-04-17;929,06;Рискующие
3644;3289;2022-04-17;651,18;Потенциальные
3645;2541;2022-04-17;277,98;Рискующие
3646;3154;2022-04-17;718,52;Потенциальные
3647;4016;2022-04-17;532,72;Новые
3648;1843;2022-04-17;353,82;Рискующие
3649;2727;2022-04-17;611,59;Лояльные
3650;4194;2022-04-17;962,68;Потенциальные
3651;767;2022-04-17;819,26;Новые
3652;3428;2022-04-17;745,00;Новые
3653;4568;2022-04-17;85,59;Чемпионы
3654;660;2022-04-17;129,64;Потерянные
3655;751;2022-04-17;616,18;Новые
3656;4321;2022-04-17;41,39;Лояльные
3657;3735;2022-04-17;646,15;Чемпионы
3658;3737;2022-04-17;308,91;Рискующие
3659;4104;2022-04-17;169,34;Новые
3660;774;2022-04-17;55,72;Потенциальные
3661;1504;2022-04-17;219,41;Потерянные
3662;2626;2022-04-17;698,95;Рискующие
3663;4280;2022-04-17;455,01;Чемпионы
3664;942;2022-04-17;42,44;Потенциальные
3665;417;2022-04-17;78,40;Потерянные
3666;1327;2022-04-17;587,82;Рискующие
3667;4410;2022-04-17;838,86;Потерянные
3668;2168;2022-04-17;600,12;Потерянные
3669;3715;2022-04-17;391,27;Потерянные
3670;1490;2022-04-17;442,09;Чемпионы
3671;2946;2022-04-18;405,95;Новые
3672;2557;2022-04-18;897,88;Чемпионы
3673;2151;2022-04-18;161,18;Потенциальные
3674;782;2022-04-18;387,81;Потенциальные
3675;3914;2022-04-18;315,19;Чемпионы
3676;2190;2022-04-18;593,30;Потенциальные
3677;4257;2022-04-18;695,17;Потенциальные
3678;1144;2022-04-18;522,22;Лояльные
3679;4582;2022-04-18;991,55;Потенциальные
3680;310;2022-04-18;261,66;Новые
3681;3955;2022-04-18;28,33;Чемпионы
3682;2719;2022-04-18;726,24;Новые
3683;2947;2022-04-18;252,35;Лояльные
3684;1525;2022-04-18;970,94;Чемпионы
3685;672;2022-04-18;805,58;Чемпионы
3686;3026;2022-04-18;629,85;Потерянные
3687;1809;2022-04-18;707,32;Рискующие
3688;3992;2022-04-18;801,69;Лояльные
3689;1087;2022-04-18;687,57;Новые
3690;2182;2022-04-18;320,95;Потенциальные
3691;4066;2022-04-18;511,27;Новые
3692;3505;2022-04-18;321,09;Чемпионы
3693;2420;2022-04-18;705,68;Новые
3694;2800;2022-04-18;18,25;Рискующие
3695;659;2022-04-18;391,75;Рискующие
3696;3582;2022-04-18;166,98;Чемпионы
3697;2689;2022-04-18;949,89;Потенциальные
3698;665;2022-04-18;722,06;Потерянные
3699;2380;2022-04-18;508,41;Потенциальные
3700;1949;2022-04-18;249,73;Лояльные
3701;2138;2022-04-18;29,04;Потенциальные
3702;1688;2022-04-18;758,16;Чемпионы
3703;1300;2022-04-18;501,35;Чемпионы
3704;2863;2022-04-18;98,63;Рискующие
3705;4564;2022-04-19;579,31;Новые
3706;1857;2022-04-19;49,61;Рискующие
3707;3160;2022-04-19;438,86;Рискующие
3708;1465;2022-04-19;445,41;Лояльные
3709;2328;2022-04-19;865,02;Новые
3710;983;2022-04-19;987,48;Новые
3711;1981;2022-04-19;152,57;Чемпионы
3712;4346;2022-04-19;705,05;Новые
3713;3810;2022-04-19;872,97;Новые
3714;4192;2022-04-19;435,79;Потенциальные
3715;3260;2022-04-19;333,33;Новые
3716;1283;2022-04-19;29,81;Потенциальные
3717;1889;2022-04-19;567,82;Рискующие
3718;4813;2022-04-19;188,66;Новые
3719;1510;2022-04-19;83,57;Новые
3720;2057;2022-04-19;14,04;Чемпионы
3721;2049;2022-04-19;961,37;Лояльные
3722;2573;2022-04-19;859,45;Чемпионы
3723;2379;2022-04-19;962,64;Лояльные
3724;1357;2022-04-19;942,32;Чемпионы
3725;2722;2022-04-19;629,03;Рискующие
3726;705;2022-04-19;610,09;Потерянные
3727;2357;2022-04-19;848,64;Рискующие
3728;1093;2022-04-19;947,10;Новые
3729;1640;2022-04-19;593,48;Потенциальные
3730;1760;2022-04-19;128,70;Чемпионы
3731;1211;2022-04-19;140,29;Рискующие
3732;3973;2022-04-19;663,32;Лояльные
3733;4740;2022-04-19;89,97;Лояльные
3734;448;2022-04-19;615,57;Лояльные
3735;3316;2022-04-19;964,26;Новые
3736;3138;2022-04-19;13,27;Рискующие
3737;2372;2022-04-19;193,89;Потенциальные
3738;3991;2022-04-19;945,10;Потенциальные
3739;2467;2022-04-20;493,96;Рискующие
3740;4150;2022-04-20;293,96;Потерянные
3741;1885;2022-04-20;256,33;Рискующие
3742;1486;2022-04-20;865,27;Потерянные
3743;4438;2022-04-20;435,27;Новые
3744;947;2022-04-20;639,31;Чемпионы
3745;1048;2022-04-20;316,83;Лояльные
3746;2068;2022-04-20;549,56;Новые
3747;2334;2022-04-20;798,06;Рискующие
3748;3411;2022-04-20;345,18;Рискующие
3749;2420;2022-04-20;403,86;Новые
3750;4194;2022-04-20;448,87;Потенциальные
3751;2338;2022-04-20;602,94;Чемпионы
3752;2821;2022-04-20;311,20;Новые
3753;4731;2022-04-20;451,26;Рискующие
3754;4783;2022-04-20;552,39;Новые
3755;2567;2022-04-20;361,06;Рискующие
3756;2639;2022-04-20;16,97;Чемпионы
3757;3637;2022-04-20;277,19;Потенциальные
3758;3922;2022-04-20;817,78;Рискующие
3759;351;2022-04-20;290,63;Лояльные
3760;2698;2022-04-20;824,12;Рискующие
3761;3332;2022-04-20;414,91;Потерянные
3762;1991;2022-04-20;867,61;Лояльные
3763;566;2022-04-20;381,66;Чемпионы
3764;218;2022-04-20;299,47;Рискующие
3765;3575;2022-04-20;245,23;Рискующие
3766;606;2022-04-20;309,65;Новые
3767;200;2022-04-20;206,34;Потенциальные
3768;2452;2022-04-20;753,04;Потенциальные
