customer_id;recency;frequency;monetary;first_purchase_date;last_purchase_date;customer_lifetime_days;avg_days_between_purchases;avg_transaction_amount;purchase_trend;spending_trend;is_active_customer;acquisition_channel;favorite_category;registration_month;user_profile;customer_age_months;dominant_season;seasonal_concentration;is_weekend_buyer;price_sensitivity;brand_loyalty_score;r_score;f_score;m_score;rfm_score;rfm_segment;cohort_month;cohort_retention_rate;cohort_avg_ltv;cohort_size;predicted_ltv;churn_risk_score;cluster
554;361;25;2877,62;2022-03-04;2022-08-06;581;34,21;389,33;-0,53;-0,20;False;Контекстная реклама;Электроника;2022-03;Потерянные;12,57;Лето;0,93;True;0,00;0,53;3;3;1;331;Потерянные;2022-03;0,14;5521,99;189;6440,17;0,70;3
555;1;54;8623,70;2022-03-04;2022-08-06;476;91,61;351,58;-0,82;0,64;False;Email;Книги;2022-03;Чемпионы;19,59;Зима;0,94;True;0,79;0,78;5;5;3;553;Потерянные;2022-03;0,82;1872,64;232;21162,40;0,25;2
556;387;29;3267,90;2022-03-04;2022-08-06;45;39,49;361,58;-0,82;-0,17;True;Контекстная реклама;Электроника;2022-03;Рискующие;4,14;Весна;0,18;True;0,44;0,73;2;3;2;232;Потерянные;2022-03;0,84;3622,53;287;668,74;0,33;2
557;348;19;12931,29;2022-03-04;2022-08-06;668;134,11;227,20;0,39;-0,09;True;Органика;Спорт;2022-03;Чемпионы;9,06;Осень;0,82;True;0,97;0,46;3;2;5;325;Потерянные;2022-03;0,91;1751,03;348;638,04;0,82;3
558;190;33;14135,67;2022-03-05;2022-08-06;378;35,80;279,62;-0,57;0,66;False;Рефералы;Спорт;2022-03;Потерянные;20,32;Зима;0,86;True;0,82;0,34;4;3;5;435;Лояльные клиенты;2022-03;0,98;4896,26;155;11720,07;0,50;2
559;505;36;7801,47;2022-03-05;2022-08-06;232;181,31;200,57;0,87;-0,65;True;Социальные сети;Одежда;2022-03;Новые;19,17;Осень;0,36;False;0,38;0,99;2;4;3;243;Потерянные;2022-03;0,20;5103,79;169;26078,76;0,46;1
560;191;14;5317,02;2022-03-05;2022-08-07;163;49,97;104,87;0,03;-0,56;False;Социальные сети;Книги;2022-03;Чемпионы;23,18;Осень;0,16;False;0,63;0,88;4;2;2;422;Потенциально лояльные;2022-03;0,35;4925,82;151;29435,07;0,63;0
561;508;14;3549,16;2022-03-05;2022-08-07;555;61,82;208,34;-0,08;-0,37;True;Социальные сети;Дом и сад;2022-03;Рискующие;5,33;Лето;0,80;False;0,19;0,95;2;2;2;222;Потерянные;2022-03;0,67;2257,49;400;19670,14;0,46;2
562;369;35;794,23;2022-03-05;2022-08-07;537;170,93;270,07;-0,13;0,58;False;Социальные сети;Спорт;2022-03;Чемпионы;12,94;Весна;0,03;False;0,29;0,05;3;4;1;341;Потерянные;2022-03;0,89;2687,87;272;28533,13;0,43;3
563;409;30;4064,08;2022-03-05;2022-08-07;95;94,40;171,89;0,39;-0,25;False;Рефералы;Дом и сад;2022-03;Новые;0,43;Лето;0,62;True;0,20;0,82;2;3;2;232;Потерянные;2022-03;0,25;2042,84;310;25506,37;0,80;2
564;117;28;9830,82;2022-03-05;2022-08-07;509;9,68;351,34;-0,10;-0,28;False;Органика;Дом и сад;2022-03;Рискующие;23,17;Лето;0,34;True;0,75;0,89;5;3;4;534;Потерянные;2022-03;0,54;1016,56;368;6443,72;0,93;3
565;134;17;8027,57;2022-03-05;2022-08-07;488;101,44;128,35;-0,74;1,00;True;Email;Дом и сад;2022-03;Рискующие;4,20;Зима;0,60;True;0,01;0,48;4;2;3;423;Потерянные;2022-03;0,98;1323,06;67;12416,70;0,55;4
566;58;3;14163,42;2022-03-05;2022-08-07;371;21,49;197,48;0,76;-0,23;True;Социальные сети;Электроника;2022-03;Новые;21,71;Осень;0,79;True;0,41;0,89;5;1;5;515;Потерянные;2022-03;0,40;5931,60;387;18901,26;0,29;3
567;556;16;5974,35;2022-03-06;2022-08-07;655;197,14;119,97;-0,14;-0,50;False;Email;Дом и сад;2022-03;Лояльные;16,28;Лето;0,83;True;0,84;0,10;1;2;2;122;Потерянные;2022-03;0,54;5566,11;181;4963,72;0,95;4
568;173;46;10423,26;2022-03-06;2022-08-08;188;119,68;209,55;-0,85;0,25;False;Контекстная реклама;Одежда;2022-03;Потенциальные;22,48;Лето;1,00;False;0,71;0,06;4;5;4;454;Чемпионы;2022-03;0,72;1397,25;483;9736,57;0,70;0
569;149;30;7365,38;2022-03-06;2022-08-08;190;55,02;92,69;0,06;0,60;False;Контекстная реклама;Электроника;2022-03;Новые;5,96;Весна;0,64;True;0,42;0,29;4;3;3;433;Потерянные;2022-03;0,48;3306,36;325;22813,45;0,65;1
570;80;52;7713,01;2022-03-06;2022-08-08;283;114,92;167,22;0,29;-0,86;False;Социальные сети;Электроника;2022-03;Потерянные;8,28;Зима;0,22;True;0,63;0,03;5;5;3;553;Потерянные;2022-03;0,75;5872,86;102;10667,39;0,61;0
571;213;29;4053,23;2022-03-06;2022-08-08;556;19,99;208,24;-0,45;0,24;True;Органика;Спорт;2022-03;Чемпионы;3,95;Зима;0,28;False;0,43;0,68;4;3;2;432;Потерянные;2022-03;0,23;1272,39;197;27815,03;0,74;3
572;203;45;6851,51;2022-03-06;2022-08-08;578;160,98;233,01;0,60;-0,93;False;Рефералы;Книги;2022-03;Лояльные;10,14;Осень;0,44;True;0,84;0,93;4;5;3;453;Потерянные;2022-03;0,31;4343,77;289;12499,92;0,78;0
573;229;15;7088,24;2022-03-06;2022-08-08;184;185,44;253,98;0,34;0,05;False;Социальные сети;Книги;2022-03;Новые;22,74;Осень;0,85;True;0,57;0,30;4;2;3;423;Потерянные;2022-03;0,45;1532,46;103;6982,92;0,79;4
574;227;46;10614,31;2022-03-06;2022-08-08;515;175,52;168,00;0,30;-0,49;False;Контекстная реклама;Спорт;2022-03;Потенциальные;13,71;Зима;0,37;False;0,63;0,66;4;5;4;454;Чемпионы;2022-03;0,99;2739,79;77;6698,50;0,98;0
575;532;25;14112,57;2022-03-06;2022-08-08;461;71,64;247,37;-0,16;-0,39;False;Контекстная реклама;Книги;2022-03;Рискующие;9,99;Зима;0,69;False;0,99;0,47;1;3;5;135;Нуждающиеся во внимании;2022-03;0,41;1235,38;288;20772,84;0,41;1
576;441;51;4973,35;2022-03-07;2022-08-09;56;68,52;242,88;0,92;-0,07;True;Email;Дом и сад;2022-03;Потерянные;7,80;Весна;0,05;True;0,77;0,26;2;5;2;252;Потерянные;2022-03;0,92;3991,93;126;11360,48;0,24;2
577;402;38;680,90;2022-03-07;2022-08-09;41;11,84;181,18;-0,45;0,85;False;Рефералы;Одежда;2022-03;Потенциальные;14,03;Лето;0,43;False;0,29;0,92;2;4;1;241;Потерянные;2022-03;0,89;4512,32;212;7498,93;0,39;4
578;47;42;7469,61;2022-03-07;2022-08-09;96;132,02;345,66;0,16;0,42;False;Социальные сети;Дом и сад;2022-03;Потенциальные;17,36;Весна;0,17;False;0,77;0,96;5;4;3;543;Лояльные клиенты;2022-03;0,78;1207,22;451;20969,06;0,77;0
579;233;47;8189,70;2022-03-07;2022-08-09;571;109,31;254,61;-0,38;0,87;True;Органика;Книги;2022-03;Потерянные;9,76;Весна;0,94;False;0,93;0,13;4;5;3;453;Потерянные;2022-03;0,43;3520,72;466;12931,23;0,54;0
580;305;53;2568,19;2022-03-07;2022-08-09;125;94,57;186,33;0,49;0,32;True;Email;Книги;2022-03;Новые;5,54;Зима;0,79;True;0,30;0,77;3;5;1;351;Потерянные;2022-03;0,40;2495,10;342;25456,78;0,86;0
581;526;54;11418,95;2022-03-07;2022-08-09;244;181,99;383,15;-0,90;-0,99;False;Рефералы;Одежда;2022-03;Рискующие;14,04;Зима;0,14;True;0,82;0,19;1;5;4;154;Потерянные;2022-03;0,68;4546,19;277;16694,86;0,24;4
582;143;52;14774,69;2022-03-07;2022-08-09;223;37,74;350,44;-0,91;-0,47;True;Email;Электроника;2022-03;Рискующие;8,77;Лето;0,40;False;0,24;0,49;4;5;5;455;Чемпионы;2022-03;0,31;3551,32;186;29179,21;0,74;0
583;415;38;14189,33;2022-03-07;2022-08-09;676;6,88;394,43;0,62;0,81;False;Органика;Электроника;2022-03;Потенциальные;23,86;Осень;0,08;False;0,43;0,36;2;4;5;245;Рискуем потерять;2022-03;0,42;1084,00;75;11546,40;0,25;2
584;513;23;2996,74;2022-03-07;2022-08-09;319;19,30;301,51;-0,13;0,29;True;Контекстная реклама;Одежда;2022-03;Новые;10,59;Зима;0,75;False;0,69;0,24;1;3;1;131;Потерянные;2022-03;0,83;2327,44;50;8822,08;0,80;3
585;373;25;13136,68;2022-03-08;2022-08-10;573;48,56;201,03;-0,32;0,96;False;Социальные сети;Электроника;2022-03;Рискующие;10,43;Весна;0,19;True;0,24;0,68;3;3;5;335;Потерянные;2022-03;0,29;3437,33;202;19514,32;0,44;0
586;566;42;10582,18;2022-03-08;2022-08-10;68;11,49;169,88;0,22;-0,69;True;Социальные сети;Книги;2022-03;Рискующие;20,15;Лето;0,80;False;0,19;0,86;1;4;4;144;Нуждающиеся во внимании;2022-03;0,85;1481,66;137;21396,75;0,99;2
587;259;7;6835,01;2022-03-08;2022-08-10;235;103,05;292,26;0,40;-0,41;True;Органика;Электроника;2022-03;Чемпионы;6,02;Осень;0,07;False;0,46;0,78;3;1;3;313;Потерянные;2022-03;0,60;5428,01;207;1000,57;0,67;4
588;471;22;8132,13;2022-03-08;2022-08-10;584;66,25;393,86;-0,60;-0,28;False;Социальные сети;Книги;2022-03;Потенциальные;1,58;Весна;0,57;True;0,78;0,72;2;2;3;223;Потерянные;2022-03;0,56;5482,83;91;20246,80;0,74;3
589;12;17;12751,52;2022-03-08;2022-08-10;513;40,19;280,55;-0,63;-0,35;False;Социальные сети;Спорт;2022-03;Лояльные;20,49;Весна;0,61;False;0,60;0,07;5;2;5;525;Потерянные;2022-03;0,65;1563,00;125;5840,12;0,04;4
590;330;18;7228,02;2022-03-08;2022-08-10;366;151,27;362,12;0,92;-0,50;True;Email;Дом и сад;2022-03;Потенциальные;14,14;Осень;0,33;True;0,70;0,10;3;2;3;323;Потерянные;2022-03;0,67;5416,51;285;28786,46;0,70;3
591;358;49;5629,45;2022-03-08;2022-08-10;525;44,87;185,31;0,18;-0,11;True;Органика;Электроника;2022-03;Новые;6,24;Весна;0,16;False;0,69;0,46;3;5;2;352;Потерянные;2022-03;0,60;3862,69;300;17492,20;0,42;2
592;408;41;7424,05;2022-03-08;2022-08-10;278;139,08;210,23;-0,22;0,28;False;Email;Спорт;2022-03;Потерянные;8,23;Весна;0,32;True;0,54;0,56;2;4;3;243;Потерянные;2022-03;0,73;5328,16;448;4235,88;0,32;2
593;373;10;8707,99;2022-03-09;2022-08-11;103;73,11;370,01;0,60;-0,38;False;Социальные сети;Электроника;2022-03;Потерянные;10,22;Лето;0,50;False;0,32;0,72;3;1;3;313;Потерянные;2022-03;0,42;4138,89;261;2055,19;0,80;3
594;8;10;2876,71;2022-03-09;2022-08-11;402;104,81;322,20;0,05;-0,84;False;Рефералы;Спорт;2022-03;Рискующие;16,33;Весна;0,97;True;0,42;0,36;5;1;1;511;Потенциально лояльные;2022-03;0,83;5584,58;268;26448,30;0,23;2
595;122;7;13518,57;2022-03-09;2022-08-11;167;187,10;394,05;-0,52;0,42;False;Рефералы;Одежда;2022-03;Рискующие;11,24;Весна;0,45;True;0,38;0,02;5;1;5;515;Потерянные;2022-03;0,30;3299,16;142;25593,41;0,18;1
596;348;48;10129,09;2022-03-09;2022-08-11;486;12,28;327,92;-0,59;-0,08;True;Email;Спорт;2022-03;Чемпионы;9,50;Лето;0,19;False;0,08;0,04;3;5;4;354;Потерянные;2022-03;0,74;5990,89;371;13305,80;0,36;3
597;90;50;9517,37;2022-03-09;2022-08-11;473;102,55;223,53;-0,21;0,11;False;Контекстная реклама;Книги;2022-03;Рискующие;18,73;Лето;0,03;True;0,90;0,85;5;5;4;554;Чемпионы;2022-03;0,45;5287,64;64;3081,25;0,63;0
598;316;38;1537,47;2022-03-09;2022-08-11;382;171,61;249,94;0,72;-0,09;False;Контекстная реклама;Одежда;2022-03;Рискующие;1,72;Осень;0,01;False;0,64;0,13;3;4;1;341;Потерянные;2022-03;0,73;4146,76;148;12004,48;0,26;0
599;178;27;9082,40;2022-03-09;2022-08-11;440;119,65;368,16;-0,88;0,78;False;Органика;Одежда;2022-03;Потерянные;15,66;Осень;0,42;False;0,86;0,94;4;3;4;434;Лояльные клиенты;2022-03;0,13;2960,04;315;22935,62;0,56;0
600;540;52;1858,36;2022-03-09;2022-08-11;567;58,99;256,53;-0,56;0,12;False;Рефералы;Книги;2022-03;Лояльные;10,77;Осень;0,30;False;0,78;0,33;1;5;1;151;Потерянные;2022-03;0,45;4078,73;234;20014,08;0,38;0
601;41;33;1226,53;2022-03-09;2022-08-12;482;82,55;161,73;0,79;0,85;False;Рефералы;Электроника;2022-03;Потенциальные;8,04;Лето;0,12;False;0,07;0,58;5;3;1;531;Потерянные;2022-03;0,97;4644,82;203;26022,37;0,40;0
602;502;1;7933,30;2022-03-10;2022-08-12;448;137,65;219,40;-0,76;0,02;False;Email;Одежда;2022-03;Рискующие;22,26;Весна;0,17;True;0,22;0,17;2;1;3;213;Потерянные;2022-03;0,62;2713,40;467;22660,17;0,20;1
603;145;44;6071,64;2022-03-10;2022-08-12;479;178,71;245,22;0,26;-0,41;False;Социальные сети;Электроника;2022-03;Новые;18,67;Весна;0,35;True;0,95;0,45;4;4;3;443;Потерянные;2022-03;0,55;3704,72;57;10238,98;0,32;0
604;201;53;8852,71;2022-03-10;2022-08-12;614;13,01;110,95;-0,57;-0,29;False;Органика;Дом и сад;2022-03;Лояльные;5,26;Весна;0,69;False;0,46;0,88;4;5;4;454;Чемпионы;2022-03;0,32;5451,01;235;10563,43;0,27;2
605;461;34;1383,87;2022-03-10;2022-08-12;144;18,95;318,00;0,21;0,04;False;Email;Спорт;2022-03;Лояльные;15,66;Весна;0,61;True;0,81;0,98;2;4;1;241;Потерянные;2022-03;0,54;5761,71;114;19608,78;0,24;4
606;558;4;6493,20;2022-03-10;2022-08-12;80;68,39;114,99;-0,23;0,06;False;Контекстная реклама;Спорт;2022-03;Чемпионы;19,73;Лето;0,08;True;0,58;0,77;1;1;3;113;Потерянные;2022-03;0,84;4090,75;305;9650,09;0,08;2
607;547;17;2663,06;2022-03-10;2022-08-12;398;50,39;209,57;-0,80;0,37;False;Социальные сети;Книги;2022-03;Новые;23,74;Зима;0,14;False;0,82;0,76;1;2;1;121;Потерянные;2022-03;0,40;1750,06;192;26095,97;0,43;2
608;253;4;14807,15;2022-03-10;2022-08-12;544;56,66;337,48;0,16;-0,55;True;Органика;Книги;2022-03;Лояльные;16,76;Осень;0,91;True;0,73;0,89;4;1;5;415;Потерянные;2022-03;0,61;4836,39;245;10167,20;0,24;1
609;390;43;8439,20;2022-03-10;2022-08-12;239;48,15;229,62;0,37;0,32;False;Социальные сети;Спорт;2022-03;Потенциальные;16,58;Зима;0,07;True;0,28;0,24;2;4;3;243;Потерянные;2022-03;0,71;2238,26;91;14923,52;0,96;1
610;594;54;10327,18;2022-03-10;2022-08-13;656;43,19;349,44;0,36;0,56;False;Контекстная реклама;Дом и сад;2022-03;Новые;14,72;Осень;0,20;False;0,99;0,74;1;5;4;154;Потерянные;2022-03;0,46;1324,79;179;1775,21;0,60;2
611;256;26;4915,00;2022-03-11;2022-08-13;464;30,47;189,40;0,27;0,35;False;Email;Книги;2022-03;Потенциальные;0,96;Осень;0,32;True;0,49;0,56;3;3;2;332;Потерянные;2022-03;0,35;2854,78;452;3983,67;0,46;2
612;450;4;1466,35;2022-03-11;2022-08-13;256;187,12;386,44;0,00;-0,04;True;Email;Дом и сад;2022-03;Чемпионы;14,04;Лето;0,23;True;0,58;0,26;2;1;1;211;Новые клиенты;2022-03;0,24;2343,97;452;4390,93;0,34;0
613;10;1;14639,27;2022-03-11;2022-08-13;692;33,12;147,03;0,04;0,98;True;Рефералы;Книги;2022-03;Чемпионы;19,32;Осень;0,29;False;0,54;0,06;5;1;5;515;Потерянные;2022-03;0,19;3573,92;351;10651,85;0,46;4
614;242;7;4329,57;2022-03-11;2022-08-13;297;44,86;92,24;0,27;-0,19;True;Email;Одежда;2022-03;Рискующие;9,49;Лето;0,73;False;0,89;0,20;4;1;2;412;Потенциально лояльные;2022-03;0,32;1011,70;410;3940,47;0,34;1
615;251;30;6385,93;2022-03-11;2022-08-13;145;53,02;359,18;0,38;-0,79;True;Рефералы;Электроника;2022-03;Потенциальные;14,09;Зима;0,10;True;0,28;0,65;4;3;3;433;Потерянные;2022-03;0,12;4398,29;388;13984,69;0,86;4
616;5;50;9765,47;2022-03-11;2022-08-13;629;186,94;320,70;0,31;0,64;True;Email;Спорт;2022-03;Потерянные;22,24;Весна;0,35;False;0,06;0,57;5;5;4;554;Чемпионы;2022-03;0,78;3208,40;298;8440,07;0,26;4
617;119;9;419,22;2022-03-11;2022-08-13;389;152,36;154,23;0,17;-0,58;False;Органика;Электроника;2022-03;Потенциальные;4,13;Зима;0,61;False;0,43;0,07;5;1;1;511;Потенциально лояльные;2022-03;0,20;2297,33;133;8537,46;0,28;1
618;374;35;12163,37;2022-03-11;2022-08-14;358;158,99;395,12;-0,69;0,43;False;Контекстная реклама;Спорт;2022-03;Чемпионы;6,73;Зима;0,05;True;0,92;0,56;3;4;5;345;Потерянные;2022-03;0,91;2356,01;226;13642,29;0,71;4
619;65;8;8071,84;2022-03-11;2022-08-14;69;25,43;240,73;-0,58;-0,64;False;Социальные сети;Книги;2022-03;Потерянные;2,65;Лето;0,04;False;0,44;0,39;5;1;3;513;Потерянные;2022-03;0,56;1211,55;297;25688,27;0,90;0
620;146;24;4209,35;2022-03-12;2022-08-14;211;168,08;384,34;-0,48;-0,97;True;Контекстная реклама;Электроника;2022-03;Потенциальные;12,01;Лето;0,50;True;0,28;0,01;4;3;2;432;Потерянные;2022-03;0,51;2113,06;235;22971,04;0,68;1
621;224;19;971,04;2022-03-12;2022-08-14;519;84,60;241,61;0,84;-0,68;False;Контекстная реклама;Дом и сад;2022-04;Новые;20,15;Осень;0,90;True;0,62;0,91;4;2;1;421;Потенциально лояльные;2022-04;0,16;1592,66;470;26569,91;0,08;2
622;239;36;2479,35;2022-03-12;2022-08-14;238;56,25;231,00;0,52;-0,25;False;Рефералы;Книги;2022-04;Рискующие;10,45;Весна;0,44;True;0,74;0,26;4;4;1;441;Потерянные;2022-04;0,22;3182,66;371;29710,18;0,90;3
623;177;50;13430,76;2022-03-12;2022-08-14;302;117,27;223,72;0,11;-0,79;True;Рефералы;Одежда;2022-04;Рискующие;1,68;Зима;0,41;False;0,46;0,55;4;5;5;455;Чемпионы;2022-04;0,87;3471,26;330;827,51;0,77;0
624;282;52;10306,06;2022-03-12;2022-08-14;148;165,33;187,16;-0,50;-0,60;True;Органика;Электроника;2022-04;Новые;6,32;Зима;0,01;False;0,38;0,59;3;5;4;354;Потерянные;2022-04;0,71;5117,53;408;20928,99;0,24;1
625;63;43;3786,03;2022-03-12;2022-08-14;411;156,84;250,78;-0,78;0,53;False;Социальные сети;Электроника;2022-04;Лояльные;21,35;Лето;0,73;False;0,36;0,50;5;4;2;542;Потерянные;2022-04;0,19;3828,65;467;4034,97;0,06;4
626;217;27;1030,73;2022-03-12;2022-08-15;565;178,55;224,82;0,80;0,54;False;Email;Одежда;2022-04;Потерянные;13,38;Лето;0,16;True;0,42;0,24;4;3;1;431;Потерянные;2022-04;0,71;3936,65;391;28136,31;0,72;2
627;461;32;10374,70;2022-03-12;2022-08-15;287;185,99;91,76;0,79;0,63;False;Email;Спорт;2022-04;Потерянные;21,94;Лето;0,70;False;0,84;0,41;2;3;4;234;Рискуем потерять;2022-04;0,22;1486,37;253;7191,95;0,23;3
628;610;14;8607,50;2022-03-12;2022-08-15;512;51,43;163,34;-0,78;0,68;True;Контекстная реклама;Книги;2022-04;Потенциальные;20,03;Зима;0,35;False;0,48;0,29;1;2;3;123;Потерянные;2022-04;0,76;2753,12;287;10823,69;0,52;1
629;105;18;6097,57;2022-03-13;2022-08-15;538;87,65;148,20;0,59;-0,16;False;Органика;Одежда;2022-04;Лояльные;9,94;Лето;0,04;True;0,31;0,43;5;2;3;523;Потерянные;2022-04;0,95;4982,57;472;29382,07;0,09;0
630;99;28;5485,99;2022-03-13;2022-08-15;121;7,85;357,58;-0,11;0,74;True;Социальные сети;Дом и сад;2022-04;Лояльные;15,21;Осень;0,33;True;0,18;0,08;5;3;2;532;Потерянные;2022-04;0,78;3921,26;189;26082,18;0,57;0
631;511;29;3291,37;2022-03-13;2022-08-15;190;176,47;271,64;-0,35;0,05;False;Email;Книги;2022-04;Потенциальные;15,95;Осень;0,66;True;0,28;0,17;2;3;2;232;Потерянные;2022-04;0,84;2876,60;225;1892,64;0,02;2
632;385;16;10060,69;2022-03-13;2022-08-15;178;35,14;324,38;0,48;-0,06;False;Контекстная реклама;Одежда;2022-04;Потерянные;17,92;Осень;0,77;False;0,46;0,14;3;2;4;324;Потерянные;2022-04;0,66;3155,18;159;1882,56;0,53;0
633;405;35;14561,49;2022-03-13;2022-08-15;146;172,99;386,18;0,23;0,44;True;Органика;Одежда;2022-04;Чемпионы;7,99;Весна;0,64;False;0,55;0,60;2;4;5;245;Рискуем потерять;2022-04;0,10;1579,46;432;24655,81;0,83;1
634;518;47;2676,94;2022-03-13;2022-08-15;487;69,23;286,09;0,56;-0,57;True;Социальные сети;Электроника;2022-04;Потенциальные;6,94;Осень;0,71;False;0,62;0,66;1;5;1;151;Потерянные;2022-04;0,81;1131,19;166;2575,97;0,58;2
635;476;31;8976,89;2022-03-13;2022-08-16;594;76,79;394,44;-0,85;0,58;True;Контекстная реклама;Электроника;2022-04;Чемпионы;16,43;Лето;0,24;False;0,07;0,91;2;3;4;234;Рискуем потерять;2022-04;0,46;1721,14;365;25626,17;0,88;3
636;437;4;6391,57;2022-03-13;2022-08-16;74;12,63;179,76;-0,36;-0,14;True;Контекстная реклама;Электроника;2022-04;Новые;19,65;Лето;0,97;False;0,61;0,26;2;1;3;213;Потерянные;2022-04;0,89;2483,54;405;27776,31;0,55;1
637;23;37;6728,00;2022-03-13;2022-08-16;263;68,74;139,61;-0,36;-0,75;True;Органика;Книги;2022-04;Чемпионы;9,94;Зима;0,23;False;0,35;0,39;5;4;3;543;Лояльные клиенты;2022-04;0,62;2415,85;191;1203,20;0,69;0
638;565;17;3849,50;2022-03-14;2022-08-16;404;178,23;209,06;-0,34;-0,76;False;Органика;Спорт;2022-04;Лояльные;7,71;Весна;0,17;True;0,26;0,62;1;2;2;122;Потерянные;2022-04;0,27;4515,73;203;6990,20;0,37;3
639;458;39;12385,77;2022-03-14;2022-08-16;576;9,98;230,66;0,00;-0,67;False;Органика;Книги;2022-04;Лояльные;19,81;Весна;0,25;False;0,33;0,97;2;4;5;245;Рискуем потерять;2022-04;0,15;1802,27;269;1184,10;0,30;3
640;83;48;7304,57;2022-03-14;2022-08-16;226;84,23;366,52;-0,43;0,78;False;Органика;Электроника;2022-04;Лояльные;16,49;Лето;0,97;False;0,78;0,39;5;5;3;553;Потерянные;2022-04;0,60;4795,87;50;2648,58;0,34;2
641;145;46;8173,92;2022-03-14;2022-08-16;54;11,12;259,18;-0,11;0,98;False;Социальные сети;Электроника;2022-04;Потерянные;8,25;Зима;0,06;True;0,80;0,29;4;5;3;453;Потерянные;2022-04;0,61;4545,41;187;16255,14;0,10;0
642;85;26;4606,18;2022-03-14;2022-08-16;424;77,33;173,50;-0,26;-0,29;False;Органика;Книги;2022-04;Потерянные;12,71;Осень;0,77;True;0,10;0,39;5;3;2;532;Потерянные;2022-04;0,87;1757,16;264;22039,84;0,25;4
643;78;48;2768,04;2022-03-14;2022-08-17;65;38,66;317,64;0,47;-0,42;False;Органика;Одежда;2022-04;Чемпионы;23,06;Осень;0,11;False;0,49;0,31;5;5;1;551;Потерянные;2022-04;0,13;4303,33;468;14644,47;0,39;3
644;457;39;1334,36;2022-03-14;2022-08-17;503;54,18;241,87;0,21;-0,56;True;Органика;Одежда;2022-04;Лояльные;18,00;Зима;0,77;False;0,53;0,09;2;4;1;241;Потерянные;2022-04;0,84;2639,42;102;11885,37;0,34;3
645;1;41;10726,08;2022-03-14;2022-08-17;252;176,13;131,88;0,31;0,65;False;Социальные сети;Электроника;2022-04;Рискующие;5,32;Зима;0,28;False;0,03;0,35;5;4;4;544;Чемпионы;2022-04;0,47;1531,63;430;6598,24;0,50;1
646;51;4;2983,70;2022-03-15;2022-08-17;559;90,03;264,58;-0,58;-0,58;True;Email;Электроника;2022-04;Потенциальные;7,08;Лето;0,73;True;0,72;0,59;5;1;1;511;Потенциально лояльные;2022-04;0,58;4114,73;478;7478,99;0,49;2
647;446;30;10366,63;2022-03-15;2022-08-17;217;58,39;371,65;-0,35;0,85;True;Контекстная реклама;Спорт;2022-04;Лояльные;6,37;Весна;0,05;False;0,37;0,18;2;3;4;234;Рискуем потерять;2022-04;0,58;4965,19;185;17680,69;0,74;4
648;449;30;5886,13;2022-03-15;2022-08-17;431;119,92;349,64;-0,96;0,33;False;Рефералы;Одежда;2022-04;Потерянные;20,36;Зима;0,33;True;0,42;0,83;2;3;2;232;Потерянные;2022-04;0,44;5812,25;51;25745,05;0,40;0
649;488;22;6265,83;2022-03-15;2022-08-17;286;32,71;267,78;-0,78;0,79;False;Контекстная реклама;Спорт;2022-04;Чемпионы;15,39;Лето;0,46;False;0,61;0,74;2;2;3;223;Потерянные;2022-04;0,27;3750,92;453;12434,82;0,68;0
650;34;11;7064,20;2022-03-15;2022-08-17;683;55,58;200,67;-0,47;0,11;False;Социальные сети;Электроника;2022-04;Лояльные;22,56;Весна;0,02;True;0,47;0,56;5;1;3;513;Потерянные;2022-04;0,17;3832,25;218;28219,01;0,89;1
651;348;2;5547,24;2022-03-15;2022-08-18;165;111,52;107,83;-0,87;0,38;False;Органика;Электроника;2022-04;Чемпионы;2,18;Осень;0,18;False;0,75;0,74;3;1;2;312;Потерянные;2022-04;0,29;3316,03;412;2037,51;0,46;4
652;95;44;1554,27;2022-03-15;2022-08-18;620;51,32;230,29;0,21;0,24;True;Социальные сети;Спорт;2022-04;Потенциальные;1,25;Зима;0,17;True;0,60;0,32;5;4;1;541;Потерянные;2022-04;0,74;2542,96;78;24961,71;0,55;0
653;72;12;4679,00;2022-03-15;2022-08-18;473;137,43;320,67;1,00;0,66;False;Email;Спорт;2022-04;Чемпионы;16,23;Осень;0,48;True;0,23;0,20;5;1;2;512;Потенциально лояльные;2022-04;0,71;1715,51;368;10491,08;0,68;3
654;551;30;9972,83;2022-03-15;2022-08-18;447;100,84;195,29;-0,80;0,67;True;Рефералы;Электроника;2022-04;Потенциальные;6,40;Лето;0,13;True;0,87;0,84;1;3;4;134;Потерянные;2022-04;0,71;2500,94;435;26128,64;0,49;3
655;154;36;10003,48;2022-03-16;2022-08-18;321;155,54;155,34;0,64;0,18;True;Email;Дом и сад;2022-04;Лояльные;16,30;Осень;0,98;True;0,22;0,82;4;4;4;444;Лояльные клиенты;2022-04;0,92;2669,77;89;27622,79;0,16;1
656;250;18;4329,05;2022-03-16;2022-08-18;603;189,91;378,04;-0,76;0,27;True;Органика;Электроника;2022-04;Потерянные;17,36;Лето;0,89;False;0,71;0,74;4;2;2;422;Потенциально лояльные;2022-04;0,51;4681,33;474;21162,05;0,29;0
657;438;26;6928,53;2022-03-16;2022-08-18;158;27,58;342,90;0,34;0,84;False;Социальные сети;Одежда;2022-04;Рискующие;7,31;Лето;0,22;True;0,79;0,26;2;3;3;233;Потерянные;2022-04;0,78;1643,59;477;10974,07;0,03;1
