customer_id;recency;frequency;monetary;first_purchase_date;last_purchase_date;acquisition_channel;favorite_category;user_profile;r_score;f_score;m_score;rfm_score;segment
649;488;22;6265,83;2022-03-15;2022-08-17;Контекстная реклама;Спорт;Чемпионы;2;2;3;223;Потерянные
650;34;11;7064,20;2022-03-15;2022-08-17;Социальные сети;Электроника;Лояльные;5;1;3;513;Потерянные
651;348;2;5547,24;2022-03-15;2022-08-18;Органика;Электроника;Чемпионы;3;1;2;312;Потерянные
652;95;44;1554,27;2022-03-15;2022-08-18;Социальные сети;Спорт;Потенциальные;5;4;1;541;Потерянные
653;72;12;4679,00;2022-03-15;2022-08-18;Email;Спорт;Чемпионы;5;1;2;512;Потенциально лояльные
654;551;30;9972,83;2022-03-15;2022-08-18;Рефералы;Электроника;Потенциальные;1;3;4;134;Потерянные
655;154;36;10003,48;2022-03-16;2022-08-18;Email;Дом и сад;Лояльные;4;4;4;444;Лояльные клиенты
656;250;18;4329,05;2022-03-16;2022-08-18;Органика;Электроника;Потерянные;4;2;2;422;Потенциально лояльные
657;438;26;6928,53;2022-03-16;2022-08-18;Социальные сети;Одежда;Рискующие;2;3;3;233;Потерянные
658;118;53;2942,04;2022-03-16;2022-08-18;Социальные сети;Электроника;Лояльные;5;5;1;551;Потерянные
659;306;7;3195,06;2022-03-16;2022-08-18;Органика;Книги;Потенциальные;3;1;2;312;Потерянные
660;268;1;394,55;2022-03-16;2022-08-19;Органика;Электроника;Потерянные;3;1;1;311;Новые клиенты
661;54;26;13456,36;2022-03-16;2022-08-19;Рефералы;Дом и сад;Новые;5;3;5;535;Потерянные
662;236;23;3200,06;2022-03-16;2022-08-19;Email;Одежда;Новые;4;3;2;432;Потерянные
663;389;26;3451,63;2022-03-16;2022-08-19;Органика;Электроника;Новые;2;3;2;232;Потерянные
664;401;45;4230,04;2022-03-17;2022-08-19;Органика;Спорт;Лояльные;2;5;2;252;Потерянные
665;624;6;1954,75;2022-03-17;2022-08-19;Email;Одежда;Чемпионы;1;1;1;111;Потерянные
666;303;6;9606,98;2022-03-17;2022-08-19;Органика;Одежда;Рискующие;3;1;4;314;Потерянные
667;207;44;1173,39;2022-03-17;2022-08-19;Рефералы;Дом и сад;Потерянные;4;4;1;441;Потерянные
668;229;8;2056,33;2022-03-17;2022-08-20;Рефералы;Спорт;Рискующие;4;1;1;411;Потенциально лояльные
669;578;24;9689,11;2022-03-17;2022-08-20;Email;Книги;Потерянные;1;3;4;134;Потерянные
670;75;22;5127,93;2022-03-17;2022-08-20;Контекстная реклама;Электроника;Лояльные;5;2;2;522;Потерянные
671;435;19;10633,82;2022-03-17;2022-08-20;Рефералы;Книги;Потенциальные;2;2;4;224;Потерянные
672;103;37;8383,50;2022-03-17;2022-08-20;Социальные сети;Спорт;Лояльные;5;4;3;543;Лояльные клиенты
673;422;18;3877,52;2022-03-18;2022-08-20;Социальные сети;Одежда;Новые;2;2;2;222;Потерянные
674;306;31;9779,88;2022-03-18;2022-08-20;Контекстная реклама;Дом и сад;Потенциальные;3;3;4;334;Потерянные
675;98;37;1788,29;2022-03-18;2022-08-20;Рефералы;Дом и сад;Рискующие;5;4;1;541;Потерянные
676;335;30;8069,34;2022-03-18;2022-08-21;Органика;Одежда;Лояльные;3;3;3;333;Потерянные
677;435;42;6585,36;2022-03-18;2022-08-21;Контекстная реклама;Дом и сад;Чемпионы;2;4;3;243;Потерянные
678;447;33;4054,71;2022-03-18;2022-08-21;Органика;Книги;Чемпионы;2;3;2;232;Потерянные
679;308;10;9079,87;2022-03-18;2022-08-21;Социальные сети;Одежда;Рискующие;3;1;4;314;Потерянные
680;249;37;13076,44;2022-03-18;2022-08-21;Контекстная реклама;Электроника;Потенциальные;4;4;5;445;Чемпионы
681;166;12;14983,63;2022-03-18;2022-08-21;Рефералы;Электроника;Новые;4;1;5;415;Потерянные
682;481;54;9136,05;2022-03-19;2022-08-21;Социальные сети;Спорт;Чемпионы;2;5;4;254;Потерянные
683;335;30;6100,35;2022-03-19;2022-08-21;Рефералы;Одежда;Чемпионы;3;3;3;333;Потерянные
684;542;27;3416,85;2022-03-19;2022-08-21;Органика;Книги;Лояльные;1;3;2;132;Потерянные
685;106;39;3893,59;2022-03-19;2022-08-22;Рефералы;Одежда;Потерянные;5;4;2;542;Потерянные
686;563;9;7217,85;2022-03-19;2022-08-22;Контекстная реклама;Одежда;Рискующие;1;1;3;113;Потерянные
687;81;54;5540,80;2022-03-19;2022-08-22;Органика;Книги;Чемпионы;5;5;2;552;Потерянные
688;133;21;13711,53;2022-03-19;2022-08-22;Контекстная реклама;Дом и сад;Лояльные;4;2;5;425;Потерянные
689;138;12;5556,02;2022-03-19;2022-08-22;Органика;Книги;Потенциальные;4;1;2;412;Потенциально лояльные
690;184;29;5633,00;2022-03-19;2022-08-22;Контекстная реклама;Одежда;Потерянные;4;3;2;432;Потерянные
691;401;33;5783,84;2022-03-20;2022-08-22;Социальные сети;Одежда;Чемпионы;2;3;2;232;Потерянные
692;330;43;12557,47;2022-03-20;2022-08-22;Контекстная реклама;Одежда;Рискующие;3;4;5;345;Потерянные
693;508;53;9779,29;2022-03-20;2022-08-23;Социальные сети;Одежда;Лояльные;2;5;4;254;Потерянные
694;69;15;9231,82;2022-03-20;2022-08-23;Email;Спорт;Потенциальные;5;2;4;524;Потерянные
695;546;2;5045,44;2022-03-20;2022-08-23;Рефералы;Дом и сад;Лояльные;1;1;2;112;Потерянные
696;53;52;12277,67;2022-03-20;2022-08-23;Органика;Одежда;Новые;5;5;5;555;Чемпионы
697;450;39;623,54;2022-03-20;2022-08-23;Рефералы;Спорт;Рискующие;2;4;1;241;Потерянные
698;205;53;13068,42;2022-03-20;2022-08-23;Социальные сети;Одежда;Рискующие;4;5;5;455;Чемпионы
699;126;44;7715,61;2022-03-21;2022-08-23;Социальные сети;Дом и сад;Потерянные;5;4;3;543;Лояльные клиенты
700;43;54;6003,84;2022-03-21;2022-08-23;Социальные сети;Дом и сад;Чемпионы;5;5;2;552;Потерянные
701;111;18;7482,65;2022-03-21;2022-08-24;Контекстная реклама;Книги;Потерянные;5;2;3;523;Потерянные
702;183;3;10027,86;2022-03-21;2022-08-24;Рефералы;Спорт;Лояльные;4;1;4;414;Новые клиенты
703;95;7;240,84;2022-03-21;2022-08-24;Социальные сети;Дом и сад;Потенциальные;5;1;1;511;Потенциально лояльные
704;374;43;13079,70;2022-03-21;2022-08-24;Email;Электроника;Чемпионы;3;4;5;345;Потерянные
705;520;18;6728,76;2022-03-21;2022-08-24;Социальные сети;Одежда;Рискующие;1;2;3;123;Потерянные
706;360;44;5177,35;2022-03-21;2022-08-24;Рефералы;Дом и сад;Лояльные;3;4;2;342;Потерянные
707;281;38;2116,77;2022-03-21;2022-08-24;Социальные сети;Спорт;Потенциальные;3;4;1;341;Потерянные
708;195;37;6620,01;2022-03-22;2022-08-24;Социальные сети;Спорт;Потерянные;4;4;3;443;Потерянные
709;195;33;7470,03;2022-03-22;2022-08-24;Органика;Спорт;Рискующие;4;3;3;433;Потерянные
710;93;44;6084,52;2022-03-22;2022-08-25;Социальные сети;Книги;Потенциальные;5;4;3;543;Лояльные клиенты
711;61;31;10195,97;2022-03-22;2022-08-25;Рефералы;Одежда;Потерянные;5;3;4;534;Потерянные
712;634;11;6342,40;2022-03-22;2022-08-25;Органика;Электроника;Лояльные;1;1;3;113;Потерянные
713;51;4;14423,19;2022-03-22;2022-08-25;Органика;Спорт;Потенциальные;5;1;5;515;Потерянные
714;403;18;9009,20;2022-03-22;2022-08-25;Социальные сети;Одежда;Чемпионы;2;2;4;224;Потерянные
715;5;4;12121,80;2022-03-22;2022-08-25;Социальные сети;Спорт;Чемпионы;5;1;5;515;Потерянные
716;466;49;1684,87;2022-03-22;2022-08-25;Email;Спорт;Лояльные;2;5;1;251;Потерянные
717;604;34;5989,50;2022-03-23;2022-08-25;Рефералы;Электроника;Потерянные;1;4;2;142;Потерянные
718;534;29;5085,87;2022-03-23;2022-08-26;Рефералы;Одежда;Рискующие;1;3;2;132;Потерянные
719;405;24;8563,76;2022-03-23;2022-08-26;Контекстная реклама;Спорт;Новые;2;3;3;233;Потерянные
720;513;22;12923,65;2022-03-23;2022-08-26;Контекстная реклама;Книги;Новые;1;2;5;125;Нуждающиеся во внимании
721;233;2;1221,16;2022-03-23;2022-08-26;Рефералы;Спорт;Новые;4;1;1;411;Потенциально лояльные
722;524;44;1134,99;2022-03-23;2022-08-26;Социальные сети;Одежда;Рискующие;1;4;1;141;Потерянные
723;346;6;12762,25;2022-03-23;2022-08-26;Органика;Дом и сад;Чемпионы;3;1;5;315;Потерянные
724;46;42;3232,11;2022-03-23;2022-08-26;Email;Спорт;Чемпионы;5;4;2;542;Потерянные
725;546;25;10047,86;2022-03-23;2022-08-26;Социальные сети;Книги;Потерянные;1;3;4;134;Потерянные
726;78;21;8166,03;2022-03-24;2022-08-27;Органика;Книги;Потерянные;5;2;3;523;Потерянные
727;73;16;12501,76;2022-03-24;2022-08-27;Рефералы;Спорт;Чемпионы;5;2;5;525;Потерянные
728;249;31;1920,08;2022-03-24;2022-08-27;Социальные сети;Одежда;Потерянные;4;3;1;431;Потерянные
729;47;14;1990,26;2022-03-24;2022-08-27;Email;Спорт;Лояльные;5;2;1;521;Потерянные
730;121;39;8374,43;2022-03-24;2022-08-27;Контекстная реклама;Книги;Потерянные;5;4;3;543;Лояльные клиенты
731;214;28;14198,36;2022-03-24;2022-08-27;Органика;Спорт;Чемпионы;4;3;5;435;Лояльные клиенты
732;239;32;6254,22;2022-03-24;2022-08-27;Социальные сети;Книги;Потерянные;4;3;3;433;Потерянные
733;56;28;4937,78;2022-03-24;2022-08-27;Email;Дом и сад;Чемпионы;5;3;2;532;Потерянные
734;350;51;9120,01;2022-03-24;2022-08-27;Социальные сети;Спорт;Чемпионы;3;5;4;354;Потерянные
735;107;49;13960,21;2022-03-25;2022-08-28;Рефералы;Электроника;Новые;5;5;5;555;Чемпионы
736;48;9;12562,07;2022-03-25;2022-08-28;Органика;Спорт;Потенциальные;5;1;5;515;Потерянные
737;573;45;14932,48;2022-03-25;2022-08-28;Рефералы;Книги;Чемпионы;1;5;5;155;Нуждающиеся во внимании
738;337;22;387,40;2022-03-25;2022-08-28;Рефералы;Одежда;Потенциальные;3;2;1;321;Потерянные
739;26;32;1737,23;2022-03-25;2022-08-28;Контекстная реклама;Книги;Потерянные;5;3;1;531;Потерянные
740;257;5;9161,54;2022-03-25;2022-08-28;Рефералы;Дом и сад;Чемпионы;3;1;4;314;Потерянные
741;8;23;12317,62;2022-03-25;2022-08-28;Email;Одежда;Новые;5;3;5;535;Потерянные
742;625;5;4314,40;2022-03-25;2022-08-28;Органика;Электроника;Новые;1;1;2;112;Потерянные
743;253;42;3626,21;2022-03-25;2022-08-29;Контекстная реклама;Электроника;Потерянные;4;4;2;442;Потерянные
744;303;53;11815,29;2022-03-26;2022-08-29;Социальные сети;Дом и сад;Потерянные;3;5;4;354;Потерянные
745;639;32;892,91;2022-03-26;2022-08-29;Рефералы;Дом и сад;Потерянные;1;3;1;131;Потерянные
746;56;10;5572,27;2022-03-26;2022-08-29;Социальные сети;Дом и сад;Потенциальные;5;1;2;512;Потенциально лояльные
747;526;39;7611,85;2022-03-26;2022-08-29;Контекстная реклама;Дом и сад;Новые;1;4;3;143;Потерянные
748;474;15;8427,21;2022-03-26;2022-08-29;Социальные сети;Спорт;Лояльные;2;2;3;223;Потерянные
749;28;7;10942,80;2022-03-26;2022-08-29;Email;Книги;Рискующие;5;1;4;514;Потерянные
750;78;29;5354,94;2022-03-26;2022-08-29;Контекстная реклама;Спорт;Рискующие;5;3;2;532;Потерянные
751;216;47;9209,63;2022-03-26;2022-08-30;Органика;Одежда;Потерянные;4;5;4;454;Чемпионы
752;386;3;8801,36;2022-03-27;2022-08-30;Органика;Электроника;Чемпионы;3;1;3;313;Потерянные
753;365;19;8236,86;2022-03-27;2022-08-30;Органика;Электроника;Новые;3;2;3;323;Потерянные
754;526;10;9625,23;2022-03-27;2022-08-30;Органика;Одежда;Рискующие;1;1;4;114;Потерянные
755;312;28;3928,77;2022-03-27;2022-08-30;Контекстная реклама;Электроника;Потенциальные;3;3;2;332;Потерянные
756;7;29;1315,50;2022-03-27;2022-08-30;Контекстная реклама;Дом и сад;Потенциальные;5;3;1;531;Потерянные
757;3;15;1833,11;2022-03-27;2022-08-30;Контекстная реклама;Дом и сад;Потерянные;5;2;1;521;Потерянные
758;623;35;3407,51;2022-03-27;2022-08-30;Рефералы;Дом и сад;Потенциальные;1;4;2;142;Потерянные
759;363;6;7527,96;2022-03-27;2022-08-30;Контекстная реклама;Одежда;Чемпионы;3;1;3;313;Потерянные
760;508;12;12614,62;2022-03-27;2022-08-31;Контекстная реклама;Книги;Рискующие;2;1;5;215;Нуждающиеся во внимании
761;274;47;10534,34;2022-03-28;2022-08-31;Контекстная реклама;Одежда;Рискующие;3;5;4;354;Потерянные
762;506;38;11846,16;2022-03-28;2022-08-31;Органика;Книги;Рискующие;2;4;4;244;Рискуем потерять
763;15;13;5297,09;2022-03-28;2022-08-31;Email;Электроника;Потенциальные;5;2;2;522;Потерянные
764;192;29;6099,57;2022-03-28;2022-08-31;Органика;Электроника;Потерянные;4;3;3;433;Потерянные
765;631;19;5935,54;2022-03-28;2022-08-31;Email;Электроника;Потенциальные;1;2;2;122;Потерянные
766;485;3;2918,50;2022-03-28;2022-08-31;Email;Книги;Чемпионы;2;1;1;211;Новые клиенты
767;28;8;965,19;2022-03-28;2022-08-31;Email;Электроника;Потерянные;5;1;1;511;Потенциально лояльные
768;39;8;8884,20;2022-03-28;2022-09-01;Органика;Одежда;Лояльные;5;1;4;514;Потерянные
769;273;20;14838,79;2022-03-28;2022-09-01;Рефералы;Книги;Рискующие;3;2;5;325;Потерянные
770;231;47;2544,10;2022-03-29;2022-09-01;Социальные сети;Дом и сад;Чемпионы;4;5;1;451;Потерянные
771;86;4;747,94;2022-03-29;2022-09-01;Рефералы;Книги;Потенциальные;5;1;1;511;Потенциально лояльные
772;474;51;11704,00;2022-03-29;2022-09-01;Органика;Одежда;Лояльные;2;5;4;254;Потерянные
773;126;21;3826,16;2022-03-29;2022-09-01;Email;Одежда;Новые;5;2;2;522;Потерянные
774;537;3;12453,17;2022-03-29;2022-09-01;Социальные сети;Одежда;Лояльные;1;1;5;115;Потерянные
775;145;45;10573,85;2022-03-29;2022-09-01;Рефералы;Электроника;Чемпионы;4;5;4;454;Чемпионы
776;525;8;14187,82;2022-03-29;2022-09-02;Контекстная реклама;Дом и сад;Лояльные;1;1;5;115;Потерянные
777;212;23;6163,46;2022-03-29;2022-09-02;Рефералы;Дом и сад;Потенциальные;4;3;3;433;Потерянные
778;25;16;9946,45;2022-03-29;2022-09-02;Органика;Спорт;Лояльные;5;2;4;524;Потерянные
779;580;13;6999,58;2022-03-30;2022-09-02;Социальные сети;Одежда;Потенциальные;1;2;3;123;Потерянные
780;394;3;9477,30;2022-03-30;2022-09-02;Контекстная реклама;Электроника;Лояльные;2;1;4;214;Нуждающиеся во внимании
781;67;48;6771,50;2022-03-30;2022-09-02;Социальные сети;Книги;Чемпионы;5;5;3;553;Потерянные
782;233;9;2870,05;2022-03-30;2022-09-02;Социальные сети;Электроника;Новые;4;1;1;411;Потенциально лояльные
783;109;14;7643,07;2022-03-30;2022-09-02;Рефералы;Одежда;Рискующие;5;2;3;523;Потерянные
784;146;13;7952,33;2022-03-30;2022-09-02;Email;Электроника;Лояльные;4;2;3;423;Потерянные
785;111;53;12168,53;2022-03-30;2022-09-03;Рефералы;Одежда;Новые;5;5;5;555;Чемпионы
786;228;7;11046,03;2022-03-30;2022-09-03;Контекстная реклама;Книги;Лояльные;4;1;4;414;Новые клиенты
787;111;15;9973,68;2022-03-30;2022-09-03;Органика;Книги;Потерянные;5;2;4;524;Потерянные
788;470;7;1745,14;2022-03-31;2022-09-03;Рефералы;Дом и сад;Новые;2;1;1;211;Новые клиенты
789;34;38;10823,21;2022-03-31;2022-09-03;Email;Спорт;Потенциальные;5;4;4;544;Чемпионы
790;623;34;7529,56;2022-03-31;2022-09-03;Email;Электроника;Новые;1;4;3;143;Потерянные
791;369;41;13416,79;2022-03-31;2022-09-03;Рефералы;Спорт;Рискующие;3;4;5;345;Потерянные
792;595;22;13802,07;2022-03-31;2022-09-03;Контекстная реклама;Электроника;Новые;1;2;5;125;Нуждающиеся во внимании
793;554;24;874,59;2022-03-31;2022-09-04;Email;Дом и сад;Рискующие;1;3;1;131;Потерянные
794;425;49;12318,59;2022-03-31;2022-09-04;Email;Дом и сад;Рискующие;2;5;5;255;Потерянные
795;613;37;613,58;2022-03-31;2022-09-04;Контекстная реклама;Книги;Новые;1;4;1;141;Потерянные
796;518;44;5539,19;2022-03-31;2022-09-04;Контекстная реклама;Книги;Рискующие;1;4;2;142;Потерянные
797;282;1;8157,38;2022-04-01;2022-09-04;Контекстная реклама;Книги;Рискующие;3;1;3;313;Потерянные
798;320;10;2264,11;2022-04-01;2022-09-04;Контекстная реклама;Электроника;Потерянные;3;1;1;311;Новые клиенты
799;443;43;11207,39;2022-04-01;2022-09-04;Рефералы;Спорт;Потенциальные;2;4;4;244;Рискуем потерять
800;315;16;174,90;2022-04-01;2022-09-04;Рефералы;Спорт;Чемпионы;3;2;1;321;Потерянные
801;377;46;2570,56;2022-04-01;2022-09-05;Социальные сети;Книги;Потенциальные;3;5;1;351;Потерянные
802;289;8;8732,91;2022-04-01;2022-09-05;Социальные сети;Дом и сад;Чемпионы;3;1;3;313;Потерянные
803;437;49;10730,09;2022-04-01;2022-09-05;Социальные сети;Спорт;Чемпионы;2;5;4;254;Потерянные
804;277;25;13753,81;2022-04-01;2022-09-05;Email;Дом и сад;Потенциальные;3;3;5;335;Потерянные
805;582;50;10597,17;2022-04-02;2022-09-05;Контекстная реклама;Книги;Рискующие;1;5;4;154;Потерянные
806;503;12;10093,10;2022-04-02;2022-09-05;Рефералы;Электроника;Потерянные;2;1;4;214;Нуждающиеся во внимании
807;624;25;5945,40;2022-04-02;2022-09-05;Рефералы;Одежда;Потенциальные;1;3;2;132;Потерянные
808;516;17;69,20;2022-04-02;2022-09-05;Контекстная реклама;Спорт;Рискующие;1;2;1;121;Потерянные
809;350;26;1846,38;2022-04-02;2022-09-05;Социальные сети;Книги;Потенциальные;3;3;1;331;Потерянные
810;446;46;8041,59;2022-04-02;2022-09-06;Email;Книги;Потенциальные;2;5;3;253;Потерянные
811;350;48;10143,19;2022-04-02;2022-09-06;Рефералы;Спорт;Потерянные;3;5;4;354;Потерянные
812;607;14;6290,85;2022-04-02;2022-09-06;Органика;Одежда;Лояльные;1;2;3;123;Потерянные
813;137;41;10973,65;2022-04-02;2022-09-06;Email;Электроника;Новые;4;4;4;444;Лояльные клиенты
814;243;36;7851,84;2022-04-03;2022-09-06;Email;Спорт;Потенциальные;4;4;3;443;Потерянные
815;543;23;1158,93;2022-04-03;2022-09-06;Социальные сети;Электроника;Новые;1;3;1;131;Потерянные
816;40;43;2920,64;2022-04-03;2022-09-06;Контекстная реклама;Книги;Рискующие;5;4;1;541;Потерянные
817;229;6;12607,97;2022-04-03;2022-09-06;Органика;Спорт;Лояльные;4;1;5;415;Потерянные
818;548;47;10887,45;2022-04-03;2022-09-07;Социальные сети;Электроника;Потерянные;1;5;4;154;Потерянные
819;223;5;13426,69;2022-04-03;2022-09-07;Контекстная реклама;Дом и сад;Лояльные;4;1;5;415;Потерянные
820;6;43;1807,48;2022-04-03;2022-09-07;Органика;Дом и сад;Чемпионы;5;4;1;541;Потерянные
821;322;25;14853,83;2022-04-03;2022-09-07;Рефералы;Дом и сад;Потерянные;3;3;5;335;Потерянные
822;468;18;3180,63;2022-04-03;2022-09-07;Органика;Электроника;Потерянные;2;2;2;222;Потерянные
823;75;13;226,11;2022-04-04;2022-09-07;Социальные сети;Дом и сад;Новые;5;2;1;521;Потерянные
824;4;43;14961,47;2022-04-04;2022-09-07;Органика;Книги;Лояльные;5;4;5;545;Чемпионы
825;118;14;4252,05;2022-04-04;2022-09-07;Органика;Электроника;Рискующие;5;2;2;522;Потерянные
826;606;28;10036,89;2022-04-04;2022-09-08;Органика;Книги;Чемпионы;1;3;4;134;Потерянные
827;504;18;2691,40;2022-04-04;2022-09-08;Рефералы;Одежда;Лояльные;2;2;1;221;Потерянные
828;574;28;8724,42;2022-04-04;2022-09-08;Контекстная реклама;Электроника;Рискующие;1;3;3;133;Потерянные
829;441;51;13565,32;2022-04-04;2022-09-08;Органика;Дом и сад;Новые;2;5;5;255;Потерянные
830;194;27;4836,71;2022-04-04;2022-09-08;Email;Дом и сад;Рискующие;4;3;2;432;Потерянные
831;392;32;10070,30;2022-04-04;2022-09-08;Социальные сети;Одежда;Рискующие;2;3;4;234;Рискуем потерять
832;26;47;2859,16;2022-04-05;2022-09-08;Email;Спорт;Рискующие;5;5;1;551;Потерянные
833;435;9;9390,69;2022-04-05;2022-09-08;Контекстная реклама;Одежда;Потенциальные;2;1;4;214;Нуждающиеся во внимании
834;173;40;5079,93;2022-04-05;2022-09-08;Социальные сети;Дом и сад;Потерянные;4;4;2;442;Потерянные
835;300;32;3207,56;2022-04-05;2022-09-09;Контекстная реклама;Дом и сад;Лояльные;3;3;2;332;Потерянные
836;326;20;4732,07;2022-04-05;2022-09-09;Социальные сети;Спорт;Рискующие;3;2;2;322;Потерянные
837;410;28;2723,67;2022-04-05;2022-09-09;Email;Одежда;Чемпионы;2;3;1;231;Потерянные
838;118;33;13533,65;2022-04-05;2022-09-09;Email;Книги;Потенциальные;5;3;5;535;Потерянные
839;225;4;5987,94;2022-04-05;2022-09-09;Рефералы;Одежда;Рискующие;4;1;2;412;Потенциально лояльные
840;532;46;3716,93;2022-04-05;2022-09-09;Контекстная реклама;Книги;Рискующие;1;5;2;152;Потерянные
841;113;34;6753,70;2022-04-06;2022-09-09;Email;Дом и сад;Потерянные;5;4;3;543;Лояльные клиенты
842;140;48;4842,02;2022-04-06;2022-09-09;Социальные сети;Дом и сад;Лояльные;4;5;2;452;Потерянные
843;559;3;11179,07;2022-04-06;2022-09-10;Органика;Одежда;Потенциальные;1;1;4;114;Потерянные
844;1;26;14569,74;2022-04-06;2022-09-10;Органика;Дом и сад;Рискующие;5;3;5;535;Потерянные
845;90;8;6598,60;2022-04-06;2022-09-10;Органика;Спорт;Рискующие;5;1;3;513;Потерянные
846;320;6;12922,45;2022-04-06;2022-09-10;Рефералы;Электроника;Новые;3;1;5;315;Потерянные
847;550;16;8509,65;2022-04-06;2022-09-10;Email;Книги;Чемпионы;1;2;3;123;Потерянные
848;139;24;2400,67;2022-04-06;2022-09-10;Контекстная реклама;Дом и сад;Чемпионы;4;3;1;431;Потерянные
849;511;48;10374,81;2022-04-06;2022-09-10;Контекстная реклама;Книги;Лояльные;2;5;4;254;Потерянные
850;259;39;7725,85;2022-04-07;2022-09-10;Рефералы;Одежда;Потенциальные;3;4;3;343;Лояльные клиенты
851;10;30;9776,57;2022-04-07;2022-09-11;Социальные сети;Спорт;Потерянные;5;3;4;534;Потерянные
852;261;45;13350,83;2022-04-07;2022-09-11;Email;Книги;Потерянные;3;5;5;355;Лояльные клиенты
853;172;13;6634,50;2022-04-07;2022-09-11;Email;Дом и сад;Рискующие;4;2;3;423;Потерянные
854;13;5;13522,61;2022-04-07;2022-09-11;Социальные сети;Электроника;Потерянные;5;1;5;515;Потерянные
855;168;25;11272,50;2022-04-07;2022-09-11;Социальные сети;Спорт;Потенциальные;4;3;4;434;Лояльные клиенты
856;596;20;7354,64;2022-04-07;2022-09-11;Email;Одежда;Лояльные;1;2;3;123;Потерянные
857;321;54;9068,17;2022-04-07;2022-09-11;Email;Дом и сад;Новые;3;5;4;354;Потерянные
858;319;18;4917,44;2022-04-08;2022-09-11;Органика;Спорт;Лояльные;3;2;2;322;Потерянные
859;613;47;14754,78;2022-04-08;2022-09-11;Контекстная реклама;Дом и сад;Чемпионы;1;5;5;155;Нуждающиеся во внимании
860;329;18;10026,90;2022-04-08;2022-09-12;Органика;Одежда;Новые;3;2;4;324;Потерянные
861;550;2;705,51;2022-04-08;2022-09-12;Органика;Одежда;Рискующие;1;1;1;111;Потерянные
862;419;10;4933,00;2022-04-08;2022-09-12;Контекстная реклама;Электроника;Лояльные;2;1;2;212;Потерянные
863;606;45;9368,55;2022-04-08;2022-09-12;Рефералы;Спорт;Потенциальные;1;5;4;154;Потерянные
864;95;50;892,18;2022-04-08;2022-09-12;Рефералы;Электроника;Потенциальные;5;5;1;551;Потерянные
865;581;47;407,07;2022-04-08;2022-09-12;Рефералы;Электроника;Чемпионы;1;5;1;151;Потерянные
866;318;12;6777,86;2022-04-08;2022-09-12;Рефералы;Электроника;Чемпионы;3;1;3;313;Потерянные
867;236;47;5023,72;2022-04-09;2022-09-12;Социальные сети;Книги;Потерянные;4;5;2;452;Потерянные
868;334;13;6602,56;2022-04-09;2022-09-13;Органика;Одежда;Чемпионы;3;2;3;323;Потерянные
869;376;50;3977,26;2022-04-09;2022-09-13;Социальные сети;Электроника;Чемпионы;3;5;2;352;Потерянные
870;459;47;2512,53;2022-04-09;2022-09-13;Социальные сети;Книги;Рискующие;2;5;1;251;Потерянные
871;137;11;10352,69;2022-04-09;2022-09-13;Контекстная реклама;Книги;Новые;4;1;4;414;Новые клиенты
872;588;19;7742,84;2022-04-09;2022-09-13;Рефералы;Книги;Потерянные;1;2;3;123;Потерянные
873;547;35;3042,31;2022-04-09;2022-09-13;Email;Электроника;Чемпионы;1;4;1;141;Потерянные
874;513;39;4827,86;2022-04-09;2022-09-13;Рефералы;Книги;Лояльные;1;4;2;142;Потерянные
875;296;53;8897,53;2022-04-09;2022-09-13;Органика;Электроника;Рискующие;3;5;4;354;Потерянные
876;320;26;1129,83;2022-04-10;2022-09-14;Социальные сети;Спорт;Новые;3;3;1;331;Потерянные
877;572;46;2254,42;2022-04-10;2022-09-14;Органика;Одежда;Рискующие;1;5;1;151;Потерянные
878;349;14;1145,02;2022-04-10;2022-09-14;Социальные сети;Дом и сад;Потенциальные;3;2;1;321;Потерянные
879;229;54;12194,14;2022-04-10;2022-09-14;Социальные сети;Электроника;Рискующие;4;5;5;455;Чемпионы
880;270;45;11298,52;2022-04-10;2022-09-14;Социальные сети;Одежда;Потерянные;3;5;4;354;Потерянные
881;291;44;11312,03;2022-04-10;2022-09-14;Email;Электроника;Рискующие;3;4;4;344;Лояльные клиенты
882;165;24;10759,06;2022-04-10;2022-09-14;Рефералы;Спорт;Потенциальные;4;3;4;434;Лояльные клиенты
883;5;41;10057,31;2022-04-10;2022-09-14;Социальные сети;Одежда;Потенциальные;5;4;4;544;Чемпионы
884;379;1;7181,03;2022-04-10;2022-09-14;Контекстная реклама;Одежда;Потенциальные;3;1;3;313;Потерянные
885;78;51;9652,06;2022-04-11;2022-09-15;Социальные сети;Книги;Потерянные;5;5;4;554;Чемпионы
886;410;43;623,51;2022-04-11;2022-09-15;Рефералы;Электроника;Потерянные;2;4;1;241;Потерянные
887;574;22;9340,89;2022-04-11;2022-09-15;Рефералы;Электроника;Рискующие;1;2;4;124;Потерянные
888;132;23;11679,27;2022-04-11;2022-09-15;Email;Дом и сад;Потенциальные;4;3;4;434;Лояльные клиенты
889;601;54;7530,36;2022-04-11;2022-09-15;Социальные сети;Книги;Чемпионы;1;5;3;153;Потерянные
890;42;19;5394,82;2022-04-11;2022-09-15;Контекстная реклама;Книги;Лояльные;5;2;2;522;Потерянные
891;89;18;4197,53;2022-04-11;2022-09-15;Email;Дом и сад;Лояльные;5;2;2;522;Потерянные
892;402;12;9659,89;2022-04-11;2022-09-15;Email;Книги;Потенциальные;2;1;4;214;Нуждающиеся во внимании
