property_id,city,district,property_type,total_area,living_area,kitchen_area,rooms,floor,total_floors,year_built,renovation_type,balcony,parking,metro_distance,center_distance,school_rating,hospital_distance,shopping_mall_distance,park_distance,crime_rate,air_quality_index,noise_level,price
PROP_000294,Москва,Промышленный,Вторичка,68.9,48.3,19.5,3,1,16,2005,Без ремонта,True,True,2.6,20.4,1.8,3.3,4.8,4.4,1.2,4.5,2.1,7350000
PROP_000295,Москва,Спальный район,Вторичка,79.1,59.0,13.1,3,3,5,1967,Косметический,True,False,0.5,9.7,10.0,0.9,5.8,3.7,2.7,7.8,6.1,13100000
PROP_000296,Екатеринбург,Деловой район,Новостройка,25.0,19.0,12.5,1,14,25,2021,Косметический,True,True,,3.0,5.0,2.7,2.7,3.5,7.2,5.5,4.5,3970000
PROP_000297,Екатеринбург,Промышленный,Вторичка,34.0,23.3,10.3,1,10,12,1972,Евроремонт,True,True,,19.2,8.0,5.8,7.2,6.4,1.0,3.3,1.0,2590000
PROP_000298,Новосибирск,Промышленный,Новостройка,54.4,33.9,6.2,2,7,12,2023,Евроремонт,False,False,2.2,18.0,10.0,0.5,5.2,2.8,1.0,5.4,5.7,4390000
PROP_000299,Новосибирск,Центр,Вторичка,42.1,31.7,8.9,2,3,5,1997,Без ремонта,True,True,0.1,0.5,5.1,0.3,6.7,4.3,3.2,5.4,2.0,6830000
PROP_000300,Москва,Деловой район,Вторичка,80.9,62.5,16.4,3,3,12,1971,Косметический,False,False,1.3,7.9,8.0,3.1,2.4,1.5,7.7,8.7,1.9,18370000
PROP_000301,Новосибирск,Окраина,Вторичка,43.7,34.2,12.6,2,2,5,2010,Косметический,True,True,3.0,15.9,8.4,9.0,8.3,15.3,1.6,2.0,4.5,1560000
PROP_000302,СПб,Окраина,Новостройка,41.3,25.8,14.1,2,7,20,2015,Евроремонт,True,False,4.0,23.0,4.7,3.8,2.3,3.8,1.0,2.2,7.7,3840000
PROP_000303,Екатеринбург,Промышленный,Вторичка,34.4,23.5,13.8,1,5,5,2005,Без ремонта,True,True,,25.5,6.4,5.7,3.1,4.3,3.7,2.4,2.2,1410000
PROP_000304,Москва,Промышленный,Вторичка,67.7,52.6,15.8,3,5,12,1979,Косметический,True,False,4.5,27.7,,2.2,6.0,5.7,3.6,7.3,1.6,6450000
PROP_000305,Москва,Центр,Элитное,144.5,87.2,14.7,6,1,5,1915,Без ремонта,True,False,0.1,3.5,8.3,1.4,4.4,2.8,2.6,1.1,2.3,72960000
PROP_000306,Москва,Спальный район,Вторичка,29.5,21.7,16.5,1,5,12,1999,Без ремонта,False,False,5.7,7.4,2.6,2.9,3.6,5.0,3.5,2.7,3.2,4790000
PROP_000307,СПб,Промышленный,Вторичка,25.0,17.2,7.8,1,4,12,1988,Косметический,True,False,1.4,29.4,2.7,7.7,1.4,1.3,9.5,,1.0,1480000
PROP_000308,Новосибирск,Промышленный,Новостройка,25.0,17.6,15.5,1,16,25,2019,Евроремонт,True,False,1.8,21.6,1.7,1.5,1.7,2.9,2.5,6.1,3.7,1760000
PROP_000309,Москва,Деловой район,Вторичка,123.3,78.8,9.7,4,3,5,2006,Косметический,True,False,3.3,6.7,3.9,3.0,0.6,4.1,2.0,7.0,3.3,36940000
PROP_000310,Казань,Промышленный,Новостройка,93.7,63.7,10.3,4,12,16,2024,Евроремонт,True,False,,27.0,3.8,4.4,6.0,4.5,6.0,2.3,3.8,4500000
PROP_000311,Екатеринбург,Промышленный,Вторичка,83.1,54.0,16.3,3,15,16,1962,Без ремонта,True,False,,9.1,3.4,5.1,2.2,6.6,1.7,4.7,1.0,3520000
PROP_000312,Москва,Промышленный,Вторичка,25.0,17.1,10.9,1,6,9,1989,Евроремонт,True,False,0.8,50.0,4.8,9.3,5.6,4.1,1.2,,2.0,2540000
PROP_000313,Москва,Промышленный,Новостройка,49.6,31.1,14.3,2,14,20,2016,Косметический,False,False,0.7,32.4,8.7,2.6,2.0,10.4,3.9,3.4,9.9,5280000
PROP_000314,Москва,Спальный район,Новостройка,47.1,29.7,9.8,2,11,16,2016,Без ремонта,False,False,1.0,7.2,6.8,1.4,7.4,2.0,6.2,1.7,2.5,8410000
PROP_000315,СПб,Промышленный,Новостройка,105.3,79.1,17.9,4,8,25,2021,Евроремонт,True,False,1.3,9.4,,1.2,0.3,4.8,3.3,1.8,3.3,15670000
PROP_000316,Москва,Спальный район,Новостройка,28.5,17.7,17.7,1,10,25,2024,Косметический,True,False,0.7,12.1,9.7,13.6,1.2,2.5,1.1,5.2,4.3,8020000
PROP_000317,Москва,Окраина,Вторичка,32.2,22.5,14.7,1,6,16,1987,Без ремонта,False,False,1.5,27.3,7.9,4.5,2.0,5.5,2.6,4.8,1.2,2030000
PROP_000318,Новосибирск,Центр,Новостройка,41.7,29.8,14.2,2,4,20,2021,Косметический,False,False,0.1,7.1,2.3,2.9,2.1,1.9,5.4,5.3,5.0,7190000
PROP_000319,СПб,Центр,Новостройка,43.1,30.0,8.3,2,6,12,2017,Евроремонт,True,False,0.2,2.0,,2.4,1.3,2.8,3.9,1.0,5.6,14020000
PROP_000320,Новосибирск,Окраина,Вторичка,53.5,40.7,11.6,2,4,16,2011,Без ремонта,True,False,2.9,24.3,6.1,3.6,5.8,7.9,3.2,4.5,3.0,1510000
PROP_000321,СПб,Окраина,Вторичка,79.4,56.1,10.1,3,9,9,1971,Косметический,False,False,3.7,28.9,10.0,0.2,1.5,2.2,1.0,4.1,2.1,4660000
PROP_000322,Москва,Окраина,Новостройка,72.6,53.8,13.9,3,7,25,2020,Евроремонт,False,True,0.3,16.3,3.8,1.9,4.2,2.7,2.8,1.7,8.4,10160000
PROP_000323,Новосибирск,Деловой район,Вторичка,27.1,19.8,10.4,1,2,5,2009,Косметический,True,False,2.6,5.4,3.5,2.7,2.1,2.9,2.4,4.4,4.3,2810000
PROP_000324,СПб,Спальный район,Новостройка,25.0,15.2,16.5,1,8,25,2017,Без ремонта,False,True,3.1,11.9,2.8,6.5,1.2,1.2,2.3,1.6,1.5,3870000
PROP_000325,Екатеринбург,Промышленный,Вторичка,49.6,36.4,17.3,2,13,16,2003,Без ремонта,False,False,,29.0,7.1,1.5,5.9,1.9,2.8,1.0,1.3,2230000
PROP_000326,Москва,Деловой район,Вторичка,36.1,22.1,8.3,2,6,16,1962,Косметический,True,False,5.0,7.9,4.4,0.9,2.6,9.5,2.5,7.4,1.0,8710000
PROP_000327,Казань,Окраина,Вторичка,45.1,31.8,13.7,2,4,9,1975,Косметический,False,False,,19.9,1.0,3.4,3.5,0.2,3.3,7.6,3.4,1180000
PROP_000328,Казань,Спальный район,Новостройка,83.2,62.0,20.0,3,2,25,2024,Евроремонт,True,False,,17.0,10.0,0.4,6.5,3.7,1.0,6.1,3.2,9630000
PROP_000329,Москва,Деловой район,Новостройка,37.6,27.0,17.1,2,4,25,2020,Косметический,True,False,1.3,2.6,4.3,1.3,1.2,1.4,10.0,3.3,2.7,11220000
PROP_000330,Москва,Спальный район,Новостройка,27.4,18.8,8.7,1,6,12,2024,Евроремонт,True,True,1.6,14.3,3.9,6.9,0.7,1.0,5.9,2.6,4.6,7430000
PROP_000331,СПб,Деловой район,Элитное,104.8,71.0,11.8,3,4,12,2019,Евроремонт,False,True,3.0,3.4,3.1,9.6,1.2,0.3,3.5,1.5,4.9,53680000
PROP_000332,СПб,Спальный район,Вторичка,76.2,54.7,10.4,3,11,12,1974,Без ремонта,False,False,1.3,17.7,5.6,7.2,2.8,1.6,1.0,3.1,1.7,7540000
PROP_000333,Москва,Промышленный,Элитное,111.7,87.7,16.0,4,1,8,1943,Косметический,True,False,3.5,50.0,5.7,0.3,0.6,1.8,1.5,3.7,2.4,17760000
PROP_000334,СПб,Окраина,Элитное,80.0,48.7,10.2,4,4,5,1918,Без ремонта,False,False,0.4,13.8,8.4,2.8,3.4,2.6,1.6,1.0,5.0,10650000
PROP_000335,Москва,Промышленный,Новостройка,55.6,37.9,14.9,3,10,25,2016,Косметический,True,True,5.4,24.6,1.4,9.6,2.9,1.4,1.0,5.8,4.8,8740000
PROP_000336,Москва,Спальный район,Элитное,119.4,80.8,12.3,4,2,8,1931,Косметический,False,True,5.9,10.6,1.6,8.0,3.2,2.0,1.0,5.9,1.7,41910000
PROP_000337,Москва,Окраина,Новостройка,25.0,16.1,10.7,1,10,16,2024,Евроремонт,True,False,3.0,50.0,2.2,6.4,1.8,1.5,4.3,2.2,8.9,2170000
PROP_000338,Казань,Спальный район,Новостройка,34.4,21.0,12.0,1,15,16,2017,Без ремонта,True,False,,21.4,1.6,2.4,0.5,3.0,1.0,6.9,3.5,2300000
PROP_000339,Москва,Спальный район,Вторичка,38.9,25.8,19.5,2,6,12,1997,Косметический,True,False,2.7,11.1,8.5,2.7,4.6,0.3,3.1,5.5,1.9,6580000
PROP_000340,СПб,Спальный район,Новостройка,73.0,54.9,9.7,3,14,20,2018,Евроремонт,True,True,1.1,4.3,5.8,3.2,4.7,0.9,1.0,1.0,1.3,18340000
PROP_000341,Москва,Центр,Элитное,171.1,126.9,7.0,6,2,3,1926,Косметический,True,True,0.9,0.9,10.0,10.7,2.2,3.2,2.1,,4.6,99830000
PROP_000342,Москва,Спальный район,Вторичка,25.0,19.4,11.1,1,3,5,1962,Косметический,False,False,5.0,10.6,2.6,2.9,2.4,3.9,1.1,1.0,4.4,3240000
PROP_000343,СПб,Промышленный,Элитное,97.7,73.2,12.5,4,4,5,1901,Косметический,True,True,0.3,23.6,5.3,3.6,5.5,7.7,4.4,6.9,2.9,15770000
PROP_000344,СПб,Промышленный,Вторичка,42.3,32.5,10.2,2,4,9,1997,Без ремонта,True,False,1.4,50.0,7.8,1.3,4.6,1.5,5.5,3.3,2.8,3000000
PROP_000345,Екатеринбург,Деловой район,Новостройка,60.6,37.5,7.6,3,2,12,2021,Евроремонт,True,False,,4.3,8.8,4.5,0.9,1.1,2.0,3.0,3.1,11600000
PROP_000346,Новосибирск,Спальный район,Новостройка,120.1,86.7,16.2,5,12,12,2015,Косметический,True,False,1.3,9.2,,3.1,7.1,6.7,1.6,3.0,5.5,9080000
PROP_000347,Москва,Деловой район,Вторичка,35.8,21.8,14.4,2,7,9,2010,Косметический,True,False,4.7,2.1,3.3,1.5,6.4,3.6,2.5,4.1,2.5,11110000
PROP_000348,СПб,Деловой район,Вторичка,25.0,15.4,12.5,1,2,16,1984,Косметический,False,False,2.6,9.0,9.8,3.9,2.0,5.7,6.5,2.6,1.4,4150000
PROP_000349,Москва,Центр,Новостройка,81.3,59.3,18.8,4,14,16,2017,Без ремонта,True,False,0.3,2.5,3.3,2.1,2.3,5.0,2.4,,4.9,33410000
PROP_000350,СПб,Центр,Элитное,80.0,54.0,17.0,3,6,8,2012,Косметический,False,True,1.1,0.5,4.8,3.2,0.4,3.3,2.3,7.8,5.7,46070000
PROP_000351,СПб,Промышленный,Вторичка,68.2,52.1,13.1,3,11,12,2005,Без ремонта,True,False,3.4,32.7,1.3,4.0,0.6,6.1,3.7,7.5,4.1,4220000
PROP_000352,Москва,Центр,Новостройка,36.8,23.4,7.6,2,2,20,2022,Косметический,True,True,0.1,1.4,5.2,5.3,5.5,0.5,1.2,1.0,4.0,18660000
PROP_000353,Москва,Деловой район,Новостройка,30.3,19.4,6.2,1,14,25,2016,Косметический,True,False,0.6,5.6,8.6,3.3,5.4,0.5,1.6,4.2,2.0,9120000
PROP_000354,Новосибирск,Деловой район,Вторичка,25.0,19.6,12.4,1,3,16,2008,Без ремонта,False,False,0.7,5.3,3.9,0.9,8.5,2.5,1.5,1.0,2.7,2510000
PROP_000355,Казань,Деловой район,Новостройка,25.0,19.9,15.9,1,25,25,2019,Евроремонт,False,False,,3.2,9.8,4.8,2.3,0.5,1.0,3.2,4.3,3690000
PROP_000356,Москва,Промышленный,Элитное,150.7,107.2,17.4,4,9,12,2024,Евроремонт,True,True,1.3,16.3,6.2,2.8,3.1,3.9,3.3,2.3,2.7,61160000
PROP_000357,СПб,Спальный район,Элитное,80.0,53.0,19.6,3,10,12,1914,Косметический,True,False,0.4,20.9,3.5,5.5,4.6,0.4,1.0,2.0,2.3,15730000
PROP_000358,Екатеринбург,Центр,Новостройка,45.7,32.6,11.6,2,8,12,2017,Без ремонта,True,False,,0.7,3.3,4.4,1.3,8.5,2.3,7.4,4.4,7910000
PROP_000359,Казань,Деловой район,Новостройка,25.0,18.4,10.5,1,4,16,2024,Евроремонт,True,False,,6.7,10.0,3.7,0.3,0.8,4.0,,2.0,3990000
PROP_000360,СПб,Центр,Новостройка,59.7,47.7,7.8,3,14,25,2017,Евроремонт,False,False,0.4,0.5,1.5,4.0,1.0,0.1,6.1,4.5,1.8,21180000
PROP_000361,СПб,Центр,Элитное,160.4,105.1,8.0,6,11,12,1907,Косметический,False,False,0.1,1.1,7.2,5.9,1.3,2.5,5.5,5.1,8.7,65310000
PROP_000362,Казань,Деловой район,Вторичка,65.6,50.3,8.4,3,6,9,1999,Косметический,True,False,,1.6,10.0,3.7,1.0,4.7,2.2,3.0,2.0,6870000
PROP_000363,СПб,Спальный район,Вторичка,35.2,28.1,17.3,2,2,5,1962,Косметический,True,False,1.3,15.7,10.0,10.7,5.0,1.6,4.6,6.6,2.7,5040000
PROP_000364,Москва,Деловой район,Новостройка,92.2,56.3,7.0,3,5,16,2023,Евроремонт,True,False,2.3,7.8,3.1,2.6,7.9,1.2,3.5,3.2,3.8,37390000
PROP_000365,Москва,Деловой район,Вторичка,67.3,45.1,12.4,3,1,9,1978,Без ремонта,True,True,0.5,7.8,6.6,1.2,1.3,3.5,6.1,8.9,2.7,16890000
PROP_000366,Новосибирск,Окраина,Элитное,138.8,105.6,9.0,6,2,5,2011,Косметический,True,True,0.6,17.5,6.5,9.3,2.2,2.5,1.7,2.1,1.8,11710000
PROP_000367,Новосибирск,Центр,Вторичка,32.5,25.8,17.9,1,16,16,1996,Без ремонта,True,False,0.5,0.8,3.2,0.5,5.0,2.9,2.5,1.5,1.0,3920000
PROP_000368,Москва,Деловой район,Новостройка,41.8,28.2,12.5,2,17,25,2022,Евроремонт,True,False,0.4,4.5,4.4,5.5,2.2,1.9,4.2,5.5,1.0,21630000
PROP_000369,СПб,Промышленный,Элитное,80.0,59.8,12.3,3,2,3,2024,Евроремонт,True,True,2.3,35.8,10.0,5.5,1.2,3.5,1.0,6.1,2.7,19810000
PROP_000370,Казань,Центр,Вторичка,56.5,44.7,8.9,3,11,12,1997,Евроремонт,True,False,,6.4,7.3,1.7,0.7,0.7,1.0,1.7,5.2,7570000
PROP_000371,СПб,Промышленный,Новостройка,117.8,71.9,7.5,3,6,16,2015,Косметический,True,True,1.1,35.7,6.7,7.8,0.8,3.4,1.4,6.3,4.5,11170000
PROP_000372,Екатеринбург,Деловой район,Новостройка,53.7,40.6,10.7,2,20,25,2023,Евроремонт,True,False,,1.4,2.9,0.6,0.7,2.9,8.9,3.4,10.0,8030000
PROP_000373,СПб,Промышленный,Вторичка,29.1,23.0,7.7,1,9,9,1966,Без ремонта,True,False,6.7,50.0,2.0,3.8,1.3,3.2,1.1,1.0,6.6,1910000
PROP_000374,Новосибирск,Окраина,Новостройка,132.5,91.7,14.3,5,11,16,2022,Евроремонт,True,False,0.2,21.0,4.7,4.4,5.4,2.6,2.3,4.2,4.5,7450000
PROP_000375,Москва,Деловой район,Вторичка,35.7,28.1,17.2,2,6,12,1994,Без ремонта,True,True,0.6,5.6,2.4,6.7,0.9,1.2,1.6,4.8,2.2,8780000
PROP_000376,Москва,Окраина,Новостройка,128.7,93.2,18.8,4,25,25,2019,Евроремонт,True,False,3.5,27.8,2.2,2.9,0.6,0.3,1.0,4.2,6.3,15350000
PROP_000377,Москва,Окраина,Вторичка,45.5,27.3,14.6,2,9,12,1963,Евроремонт,True,False,0.4,9.3,6.4,5.7,1.4,0.3,1.6,3.3,1.3,5580000
PROP_000378,Москва,Деловой район,Вторичка,78.1,59.0,9.5,3,1,5,1962,Косметический,True,False,2.6,6.3,10.0,1.0,2.5,0.9,2.7,6.9,2.5,21880000
PROP_000379,СПб,Окраина,Вторичка,85.7,62.4,11.4,4,2,9,1966,Косметический,True,False,2.3,8.9,10.0,2.4,1.9,3.7,3.5,2.7,8.3,5820000
PROP_000380,Казань,Спальный район,Вторичка,163.4,107.4,10.5,4,4,16,2002,Косметический,True,False,,9.5,10.0,2.1,1.0,0.2,3.7,4.0,2.5,8480000
PROP_000381,Москва,Спальный район,Элитное,80.0,59.5,18.3,3,11,12,2015,Без ремонта,False,True,2.4,13.6,2.0,4.4,4.6,1.5,1.7,1.8,1.0,24120000
PROP_000382,Новосибирск,Промышленный,Элитное,128.8,95.2,7.7,6,5,5,2017,Косметический,True,True,1.0,34.5,5.8,2.1,1.1,9.7,1.0,3.5,3.4,11810000
PROP_000383,Москва,Центр,Вторичка,25.0,18.1,8.4,1,2,12,2010,Косметический,True,False,0.3,2.8,,0.9,2.4,2.8,1.9,5.2,5.2,8100000
PROP_000384,Москва,Спальный район,Новостройка,25.0,17.2,9.9,1,12,20,2018,Евроремонт,True,False,4.5,20.7,1.0,1.4,2.3,7.8,1.6,2.0,1.0,5030000
PROP_000385,Москва,Окраина,Вторичка,25.0,16.4,11.3,1,3,16,1984,Косметический,True,False,2.1,25.1,2.4,9.6,2.2,2.7,1.0,3.3,3.7,1620000
PROP_000386,Москва,Промышленный,Элитное,118.5,89.3,6.3,4,10,12,1922,Без ремонта,True,True,2.1,10.8,10.0,5.1,2.6,1.2,1.7,1.6,1.9,28360000
PROP_000387,Екатеринбург,Окраина,Элитное,80.0,60.5,10.8,3,3,3,1930,Косметический,False,True,,33.0,5.1,5.0,0.6,2.9,1.2,10.0,1.0,5030000
PROP_000388,Екатеринбург,Спальный район,Вторичка,113.0,77.4,12.0,3,3,16,1974,Без ремонта,True,True,,8.6,7.3,2.6,0.8,5.9,6.9,2.2,5.1,4670000
PROP_000389,Новосибирск,Окраина,Новостройка,70.5,47.3,12.2,3,15,25,2018,Евроремонт,True,False,3.8,24.2,2.2,1.4,1.0,1.0,4.8,4.3,2.7,3400000
PROP_000390,Москва,Спальный район,Новостройка,86.0,64.1,14.0,4,5,12,2022,Косметический,True,False,0.6,15.5,6.5,1.5,1.6,2.7,5.8,2.9,6.8,16550000
PROP_000391,Екатеринбург,Спальный район,Элитное,289.3,219.3,17.4,5,2,5,1921,Косметический,False,False,,8.6,4.5,7.2,1.1,1.0,3.3,9.4,1.0,36240000
PROP_000392,Москва,Деловой район,Новостройка,25.0,16.3,16.5,1,4,12,2016,Косметический,False,False,5.5,4.2,2.8,3.4,3.3,2.6,1.4,2.1,5.9,8690000
PROP_000393,Новосибирск,Спальный район,Новостройка,25.0,16.3,13.4,1,8,12,2024,Евроремонт,False,False,3.5,18.0,3.2,2.1,2.9,2.2,1.4,1.2,2.3,1910000
PROP_000394,Москва,Окраина,Вторичка,79.1,61.8,19.6,3,1,5,1960,Без ремонта,True,True,2.4,49.3,10.0,4.7,2.9,2.3,4.8,2.6,6.6,5310000
PROP_000395,Москва,Окраина,Вторичка,28.6,21.4,19.2,1,1,5,1983,Без ремонта,True,True,1.5,22.8,4.9,13.8,4.8,1.7,2.1,10.0,5.1,2540000
PROP_000396,Москва,Окраина,Вторичка,38.2,30.3,8.6,2,6,9,1968,Без ремонта,True,False,2.5,20.2,3.5,2.8,0.2,2.6,3.5,3.9,5.5,2790000
PROP_000397,Москва,Центр,Вторичка,78.2,54.5,8.9,3,3,5,1965,Косметический,True,False,0.5,8.0,4.9,6.3,1.5,3.1,5.8,1.8,7.2,21860000
PROP_000398,Москва,Центр,Новостройка,50.5,39.1,18.6,2,6,20,2016,Без ремонта,True,False,0.3,0.8,7.6,9.6,2.2,2.8,6.9,4.4,2.5,23600000
PROP_000399,Екатеринбург,Окраина,Новостройка,103.5,77.0,6.3,3,1,20,2020,Евроремонт,False,False,,22.3,5.9,2.2,1.7,4.8,4.3,4.3,1.5,5270000
PROP_000400,Москва,Окраина,Новостройка,25.0,17.5,7.4,1,9,16,2021,Евроремонт,True,False,2.4,23.4,6.1,0.7,3.4,9.6,1.5,2.8,4.8,2780000
PROP_000401,Москва,Промышленный,Вторичка,63.6,41.4,18.1,3,1,16,1990,Без ремонта,True,True,4.1,31.7,9.3,2.7,5.9,4.6,5.2,10.0,2.4,6200000
PROP_000402,Москва,Окраина,Элитное,110.8,68.2,12.9,3,5,8,1947,Косметический,True,True,2.7,6.8,5.6,2.0,5.9,4.4,1.0,10.0,5.1,23570000
PROP_000403,Новосибирск,Промышленный,Новостройка,44.0,34.5,12.4,2,11,12,2019,Евроремонт,True,False,1.1,34.0,3.6,7.2,1.3,1.7,3.5,4.8,4.5,2770000
PROP_000404,Екатеринбург,Окраина,Вторичка,54.1,41.1,15.1,2,12,12,1998,Косметический,True,True,,31.2,10.0,2.5,2.6,0.6,1.0,3.1,2.7,2090000
PROP_000405,Москва,Промышленный,Вторичка,25.0,19.3,15.7,1,3,16,2009,Косметический,True,True,0.7,17.4,5.1,5.3,6.1,1.5,1.0,5.9,5.7,4520000
PROP_000406,Казань,Промышленный,Новостройка,44.0,33.0,16.2,2,9,16,2016,Евроремонт,False,False,,50.0,5.9,4.6,1.0,1.9,3.0,2.7,3.9,2540000
PROP_000407,Новосибирск,Центр,Вторичка,40.1,30.6,9.0,2,3,5,2014,Без ремонта,True,False,0.2,0.5,3.3,1.6,5.4,7.5,1.3,6.4,8.0,5700000
PROP_000408,СПб,Промышленный,Вторичка,57.4,34.7,19.2,3,3,5,1986,Без ремонта,True,False,0.6,5.6,3.8,2.1,6.7,0.8,5.1,3.7,9.8,4300000
PROP_000409,СПб,Промышленный,Новостройка,56.5,42.8,15.4,3,24,25,2022,Евроремонт,False,True,2.3,43.2,2.9,2.6,7.1,7.7,6.2,9.3,10.0,6420000
PROP_000410,Москва,Деловой район,Новостройка,90.2,67.2,11.3,3,11,20,2021,Косметический,True,False,1.5,19.7,9.5,2.9,2.8,5.0,3.3,2.9,8.8,26680000
PROP_000411,СПб,Окраина,Вторичка,89.4,60.2,19.9,4,2,9,1990,Евроремонт,True,True,1.8,25.1,6.0,1.4,2.4,0.7,1.8,2.1,2.0,6170000
PROP_000412,СПб,Окраина,Новостройка,41.0,32.4,19.4,2,5,20,2023,Евроремонт,True,False,3.1,36.0,4.2,4.3,3.0,1.2,5.9,6.2,1.4,3490000
PROP_000413,Москва,Деловой район,Новостройка,35.8,21.6,12.7,2,2,12,2015,Косметический,True,False,2.7,7.0,1.0,1.7,1.2,0.8,4.1,1.6,1.3,12330000
PROP_000414,Казань,Окраина,Вторичка,67.5,43.9,14.8,3,7,9,2007,Косметический,True,True,,43.3,6.4,0.6,6.5,5.4,1.0,2.9,3.7,2120000
PROP_000415,Новосибирск,Промышленный,Новостройка,87.6,62.0,8.0,3,12,16,2021,Косметический,False,False,2.7,50.0,6.2,2.4,2.0,2.2,1.2,5.1,2.3,5080000
PROP_000416,СПб,Промышленный,Вторичка,25.0,19.4,16.1,1,5,5,1964,Без ремонта,False,True,2.7,14.0,10.0,1.9,1.5,1.2,1.0,7.1,5.3,2150000
PROP_000417,Москва,Деловой район,Новостройка,46.5,34.6,18.5,2,1,25,2017,Косметический,True,False,1.1,3.7,5.5,7.7,3.8,1.5,2.2,6.6,4.1,16490000
PROP_000418,Москва,Спальный район,Новостройка,71.8,56.9,16.3,3,6,25,2024,Евроремонт,True,False,1.2,27.9,8.5,8.2,0.7,2.1,3.1,2.2,4.0,14660000
PROP_000419,СПб,Спальный район,Вторичка,93.1,56.5,16.8,3,4,9,1974,Евроремонт,True,False,0.4,15.2,3.6,5.0,1.2,0.8,2.7,1.8,2.8,13340000
PROP_000420,СПб,Деловой район,Новостройка,48.2,34.7,8.8,2,6,12,2021,Евроремонт,True,False,1.4,9.3,6.6,4.2,1.9,3.4,1.0,2.9,1.5,16970000
PROP_000421,Екатеринбург,Промышленный,Вторичка,25.0,15.1,12.3,1,9,9,2013,Без ремонта,True,False,,12.9,10.0,4.9,1.8,2.8,2.2,9.4,3.2,1460000
PROP_000422,Москва,Окраина,Новостройка,66.5,48.3,14.3,3,20,20,2017,Косметический,True,False,3.0,23.1,2.8,3.9,6.1,15.4,1.0,1.0,2.3,6390000
PROP_000423,Москва,Деловой район,Новостройка,59.5,42.1,10.0,3,13,20,2020,Косметический,True,True,1.5,11.0,2.6,0.8,2.1,0.2,2.7,2.6,1.5,21570000
PROP_000424,Москва,Центр,Вторичка,115.1,84.3,10.0,4,9,16,1990,Без ремонта,True,True,0.1,2.9,6.4,4.2,5.1,6.0,2.0,4.2,2.2,34770000
PROP_000425,Екатеринбург,Спальный район,Элитное,80.0,61.3,6.6,3,4,12,2017,Косметический,True,False,,10.5,5.3,1.2,3.0,1.1,1.0,4.0,1.0,11930000
PROP_000426,СПб,Окраина,Новостройка,69.4,43.3,7.1,3,20,20,2023,Евроремонт,True,False,2.0,20.9,9.2,1.3,5.5,0.7,1.0,4.0,2.8,7610000
PROP_000427,Москва,Промышленный,Новостройка,63.6,43.6,19.9,3,3,16,2024,Евроремонт,False,False,2.4,22.5,4.9,1.7,3.7,4.4,2.3,1.0,1.2,11090000
PROP_000428,Москва,Спальный район,Вторичка,81.0,59.8,15.3,4,8,9,1974,Косметический,True,True,2.8,14.7,7.5,1.7,3.6,2.1,1.0,2.2,2.1,15430000
PROP_000429,СПб,Спальный район,Вторичка,25.0,18.6,6.5,1,5,5,2011,Без ремонта,True,False,0.5,3.5,4.4,2.3,2.9,2.4,1.0,2.1,2.7,3060000
PROP_000430,СПб,Деловой район,Вторичка,27.1,18.6,19.8,1,12,16,1980,Без ремонта,True,False,2.7,1.5,5.5,5.8,4.2,3.3,1.5,2.8,8.7,4580000
PROP_000431,Москва,Деловой район,Вторичка,133.2,101.6,15.0,4,6,12,1999,Без ремонта,False,True,0.9,5.3,5.0,7.6,3.5,3.5,6.2,8.4,5.7,39630000
PROP_000432,Москва,Окраина,Новостройка,62.3,41.7,12.8,3,13,25,2022,Евроремонт,False,True,0.8,47.9,2.2,1.2,1.7,5.3,1.9,3.1,1.0,7950000
PROP_000433,Москва,Деловой район,Вторичка,34.8,26.3,9.4,1,2,5,1986,Косметический,False,False,3.6,8.4,10.0,3.7,2.1,0.7,1.4,3.0,4.0,9040000
PROP_000434,Москва,Окраина,Вторичка,27.9,20.7,11.5,1,3,9,1989,Косметический,True,False,3.3,36.4,2.5,6.2,1.7,5.2,1.7,1.4,1.0,2620000
PROP_000435,СПб,Спальный район,Вторичка,63.5,50.6,6.8,3,1,12,1970,Без ремонта,True,True,3.0,10.4,3.7,1.6,10.8,3.9,1.1,2.4,2.1,5730000
PROP_000436,СПб,Центр,Вторичка,62.4,41.8,8.6,3,3,9,1966,Без ремонта,True,False,0.6,2.9,7.6,1.7,0.3,2.2,2.4,3.0,2.3,13640000
PROP_000437,Екатеринбург,Деловой район,Вторичка,33.3,26.2,18.3,1,3,12,1974,Косметический,False,False,,3.4,3.4,5.0,3.4,9.1,2.6,7.4,6.9,3120000
PROP_000438,Екатеринбург,Окраина,Вторичка,25.0,16.8,18.4,1,2,5,1992,Без ремонта,False,True,,11.7,9.7,0.5,4.2,1.6,4.5,6.2,2.6,1210000
PROP_000439,СПб,Окраина,Новостройка,44.6,30.1,15.8,2,13,25,2019,Без ремонта,True,False,0.9,3.4,5.1,0.5,1.9,3.3,1.1,3.9,8.8,4150000
PROP_000440,СПб,Спальный район,Новостройка,32.6,20.7,10.8,1,4,25,2022,Евроремонт,False,True,0.6,16.2,7.4,1.0,1.7,2.4,1.8,10.0,4.6,7800000
PROP_000441,Москва,Спальный район,Вторичка,32.1,25.6,12.1,1,3,5,1993,Косметический,True,False,0.4,5.7,3.1,4.7,1.1,2.6,1.5,1.6,1.0,5450000
